year,rgn_id,n_cells,n_cells_tot,n_cells_cum,a_tot_km2,a_prot_km2,pct_prot,lsp_status,rgn_name
2004,3,0,20562,398,5140.5,99.5,0.0194,0.06,Central Coast
2005,3,0,20562,398,5140.5,99.5,0.0194,0.06,Central Coast
2006,3,20,20562,418,5140.5,104.5,0.0203,0.07,Central Coast
2007,3,47,20562,465,5140.5,116.25,0.0226,0.08,Central Coast
2008,3,2664,20562,3129,5140.5,782.25,0.1522,0.51,Central Coast
2009,3,0,20562,3129,5140.5,782.25,0.1522,0.51,Central Coast
2010,3,0,20562,3129,5140.5,782.25,0.1522,0.51,Central Coast
2011,3,0,20562,3129,5140.5,782.25,0.1522,0.51,Central Coast
2012,3,0,20562,3129,5140.5,782.25,0.1522,0.51,Central Coast
2013,3,0,20562,3129,5140.5,782.25,0.1522,0.51,Central Coast
2014,3,NA,20562,3129,5140.5,782.25,0.1522,0.51,Central Coast
2015,3,1735,20562,4864,5140.5,1216,0.2366,0.79,Central Coast
2016,3,NA,20562,4864,5140.5,1216,0.2366,0.79,Central Coast
1980,4,0,25642,300,6410.5,75,0.0117,0.04,North Vancouver Island
1981,4,0,25642,300,6410.5,75,0.0117,0.04,North Vancouver Island
1982,4,50,25642,350,6410.5,87.5,0.0136,0.05,North Vancouver Island
1983,4,0,25642,350,6410.5,87.5,0.0136,0.05,North Vancouver Island
1984,4,0,25642,350,6410.5,87.5,0.0136,0.05,North Vancouver Island
1985,4,0,25642,350,6410.5,87.5,0.0136,0.05,North Vancouver Island
1986,4,64,25642,414,6410.5,103.5,0.0161,0.05,North Vancouver Island
1987,4,0,25642,414,6410.5,103.5,0.0161,0.05,North Vancouver Island
1988,4,18,25642,432,6410.5,108,0.0168,0.06,North Vancouver Island
1989,4,0,25642,432,6410.5,108,0.0168,0.06,North Vancouver Island
1990,4,12,25642,444,6410.5,111,0.0173,0.06,North Vancouver Island
1991,4,0,25642,444,6410.5,111,0.0173,0.06,North Vancouver Island
1992,4,421,25642,865,6410.5,216.25,0.0337,0.11,North Vancouver Island
1993,4,0,25642,865,6410.5,216.25,0.0337,0.11,North Vancouver Island
1994,4,0,25642,865,6410.5,216.25,0.0337,0.11,North Vancouver Island
1995,4,234,25642,1099,6410.5,274.75,0.0429,0.14,North Vancouver Island
1996,4,24,25642,1123,6410.5,280.75,0.0438,0.15,North Vancouver Island
1997,4,10,25642,1133,6410.5,283.25,0.0442,0.15,North Vancouver Island
1998,4,0,25642,1133,6410.5,283.25,0.0442,0.15,North Vancouver Island
1999,4,0,25642,1133,6410.5,283.25,0.0442,0.15,North Vancouver Island
2e3,4,0,25642,1133,6410.5,283.25,0.0442,0.15,North Vancouver Island
2001,4,4,25642,1137,6410.5,284.25,0.0443,0.15,North Vancouver Island
2002,4,0,25642,1137,6410.5,284.25,0.0443,0.15,North Vancouver Island
2003,4,0,25642,1137,6410.5,284.25,0.0443,0.15,North Vancouver Island
2004,4,0,25642,1137,6410.5,284.25,0.0443,0.15,North Vancouver Island
2005,4,0,25642,1137,6410.5,284.25,0.0443,0.15,North Vancouver Island
2006,4,259,25642,1396,6410.5,349,0.0544,0.18,North Vancouver Island
2007,4,691,25642,2087,6410.5,521.75,0.0814,0.27,North Vancouver Island
2008,4,7,25642,2094,6410.5,523.5,0.0817,0.27,North Vancouver Island
2009,4,2,25642,2096,6410.5,524,0.0817,0.27,North Vancouver Island
2010,4,0,25642,2096,6410.5,524,0.0817,0.27,North Vancouver Island
2011,4,0,25642,2096,6410.5,524,0.0817,0.27,North Vancouver Island
2012,4,0,25642,2096,6410.5,524,0.0817,0.27,North Vancouver Island
2013,4,2,25642,2098,6410.5,524.5,0.0818,0.27,North Vancouver Island
2014,4,NA,25642,2098,6410.5,524.5,0.0818,0.27,North Vancouver Island
2015,4,8615,25642,10713,6410.5,2678.25,0.4178,1,North Vancouver Island
2016,4,NA,25642,10713,6410.5,2678.25,0.4178,1,North Vancouver Island
1980,5,8,18100,894,4525,223.5,0.0494,0.16,West Vancouver Island
1981,5,952,18100,1846,4525,461.5,0.102,0.34,West Vancouver Island
1982,5,0,18100,1846,4525,461.5,0.102,0.34,West Vancouver Island
1983,5,0,18100,1846,4525,461.5,0.102,0.34,West Vancouver Island
1984,5,0,18100,1846,4525,461.5,0.102,0.34,West Vancouver Island
1985,5,0,18100,1846,4525,461.5,0.102,0.34,West Vancouver Island
1986,5,90,18100,1936,4525,484,0.107,0.36,West Vancouver Island
1987,5,0,18100,1936,4525,484,0.107,0.36,West Vancouver Island
1988,5,0,18100,1936,4525,484,0.107,0.36,West Vancouver Island
1989,5,6,18100,1942,4525,485.5,0.1073,0.36,West Vancouver Island
1990,5,0,18100,1942,4525,485.5,0.1073,0.36,West Vancouver Island
1991,5,0,18100,1942,4525,485.5,0.1073,0.36,West Vancouver Island
1992,5,0,18100,1942,4525,485.5,0.1073,0.36,West Vancouver Island
1993,5,0,18100,1942,4525,485.5,0.1073,0.36,West Vancouver Island
1994,5,0,18100,1942,4525,485.5,0.1073,0.36,West Vancouver Island
1995,5,577,18100,2519,4525,629.75,0.1392,0.46,West Vancouver Island
1996,5,92,18100,2611,4525,652.75,0.1443,0.48,West Vancouver Island
1997,5,53,18100,2664,4525,666,0.1472,0.49,West Vancouver Island
1998,5,0,18100,2664,4525,666,0.1472,0.49,West Vancouver Island
1999,5,0,18100,2664,4525,666,0.1472,0.49,West Vancouver Island
2e3,5,0,18100,2664,4525,666,0.1472,0.49,West Vancouver Island
2001,5,902,18100,3566,4525,891.5,0.197,0.66,West Vancouver Island
2002,5,0,18100,3566,4525,891.5,0.197,0.66,West Vancouver Island
2003,5,6,18100,3572,4525,893,0.1973,0.66,West Vancouver Island
2004,5,0,18100,3572,4525,893,0.1973,0.66,West Vancouver Island
2005,5,0,18100,3572,4525,893,0.1973,0.66,West Vancouver Island
2006,5,0,18100,3572,4525,893,0.1973,0.66,West Vancouver Island
2007,5,0,18100,3572,4525,893,0.1973,0.66,West Vancouver Island
2008,5,0,18100,3572,4525,893,0.1973,0.66,West Vancouver Island
2009,5,0,18100,3572,4525,893,0.1973,0.66,West Vancouver Island
2010,5,0,18100,3572,4525,893,0.1973,0.66,West Vancouver Island
2011,5,0,18100,3572,4525,893,0.1973,0.66,West Vancouver Island
2012,5,0,18100,3572,4525,893,0.1973,0.66,West Vancouver Island
2013,5,0,18100,3572,4525,893,0.1973,0.66,West Vancouver Island
2014,5,NA,18100,3572,4525,893,0.1973,0.66,West Vancouver Island
2015,5,0,18100,3572,4525,893,0.1973,0.66,West Vancouver Island
2016,5,NA,18100,3572,4525,893,0.1973,0.66,West Vancouver Island
1980,6,0,25009,288,6252.25,72,0.0115,0.04,Strait of Georgia
1981,6,3,25009,291,6252.25,72.75,0.0116,0.04,Strait of Georgia
1982,6,729,25009,1020,6252.25,255,0.0408,0.14,Strait of Georgia
1983,6,0,25009,1020,6252.25,255,0.0408,0.14,Strait of Georgia
1984,6,0,25009,1020,6252.25,255,0.0408,0.14,Strait of Georgia
1985,6,0,25009,1020,6252.25,255,0.0408,0.14,Strait of Georgia
1986,6,0,25009,1020,6252.25,255,0.0408,0.14,Strait of Georgia
1987,6,0,25009,1020,6252.25,255,0.0408,0.14,Strait of Georgia
1988,6,1,25009,1021,6252.25,255.25,0.0408,0.14,Strait of Georgia
1989,6,7,25009,1028,6252.25,257,0.0411,0.14,Strait of Georgia
1990,6,0,25009,1028,6252.25,257,0.0411,0.14,Strait of Georgia
1991,6,0,25009,1028,6252.25,257,0.0411,0.14,Strait of Georgia
1992,6,2,25009,1030,6252.25,257.5,0.0412,0.14,Strait of Georgia
1993,6,41,25009,1071,6252.25,267.75,0.0428,0.14,Strait of Georgia
1994,6,0,25009,1071,6252.25,267.75,0.0428,0.14,Strait of Georgia
1995,6,27,25009,1098,6252.25,274.5,0.0439,0.15,Strait of Georgia
1996,6,1,25009,1099,6252.25,274.75,0.0439,0.15,Strait of Georgia
1997,6,0,25009,1099,6252.25,274.75,0.0439,0.15,Strait of Georgia
1998,6,1,25009,1100,6252.25,275,0.044,0.15,Strait of Georgia
1999,6,0,25009,1100,6252.25,275,0.044,0.15,Strait of Georgia
2e3,6,0,25009,1100,6252.25,275,0.044,0.15,Strait of Georgia
2001,6,86,25009,1186,6252.25,296.5,0.0474,0.16,Strait of Georgia
2002,6,3,25009,1189,6252.25,297.25,0.0475,0.16,Strait of Georgia
2003,6,128,25009,1317,6252.25,329.25,0.0527,0.18,Strait of Georgia
2004,6,2,25009,1319,6252.25,329.75,0.0527,0.18,Strait of Georgia
2005,6,0,25009,1319,6252.25,329.75,0.0527,0.18,Strait of Georgia
2006,6,0,25009,1319,6252.25,329.75,0.0527,0.18,Strait of Georgia
2007,6,2,25009,1321,6252.25,330.25,0.0528,0.18,Strait of Georgia
2008,6,0,25009,1321,6252.25,330.25,0.0528,0.18,Strait of Georgia
2009,6,0,25009,1321,6252.25,330.25,0.0528,0.18,Strait of Georgia
2010,6,0,25009,1321,6252.25,330.25,0.0528,0.18,Strait of Georgia
2011,6,257,25009,1578,6252.25,394.5,0.0631,0.21,Strait of Georgia
2012,6,0,25009,1578,6252.25,394.5,0.0631,0.21,Strait of Georgia
2013,6,0,25009,1578,6252.25,394.5,0.0631,0.21,Strait of Georgia
2014,6,NA,25009,1578,6252.25,394.5,0.0631,0.21,Strait of Georgia
2015,6,0,25009,1578,6252.25,394.5,0.0631,0.21,Strait of Georgia
2016,6,NA,25009,1578,6252.25,394.5,0.0631,0.21,Strait of Georgia
1980,8,0,3702,3,925.5,0.75,8e-4,0,Aristazabal Island
1981,8,438,3702,441,925.5,110.25,0.1191,0.4,Aristazabal Island
1982,8,0,3702,441,925.5,110.25,0.1191,0.4,Aristazabal Island
1983,8,0,3702,441,925.5,110.25,0.1191,0.4,Aristazabal Island
1984,8,0,3702,441,925.5,110.25,0.1191,0.4,Aristazabal Island
1985,8,0,3702,441,925.5,110.25,0.1191,0.4,Aristazabal Island
1986,8,0,3702,441,925.5,110.25,0.1191,0.4,Aristazabal Island
1987,8,0,3702,441,925.5,110.25,0.1191,0.4,Aristazabal Island
1988,8,0,3702,441,925.5,110.25,0.1191,0.4,Aristazabal Island
1989,8,0,3702,441,925.5,110.25,0.1191,0.4,Aristazabal Island
1990,8,0,3702,441,925.5,110.25,0.1191,0.4,Aristazabal Island
1991,8,0,3702,441,925.5,110.25,0.1191,0.4,Aristazabal Island
1992,8,0,3702,441,925.5,110.25,0.1191,0.4,Aristazabal Island
1993,8,0,3702,441,925.5,110.25,0.1191,0.4,Aristazabal Island
1994,8,0,3702,441,925.5,110.25,0.1191,0.4,Aristazabal Island
1995,8,0,3702,441,925.5,110.25,0.1191,0.4,Aristazabal Island
1996,8,0,3702,441,925.5,110.25,0.1191,0.4,Aristazabal Island
1997,8,0,3702,441,925.5,110.25,0.1191,0.4,Aristazabal Island
1998,8,0,3702,441,925.5,110.25,0.1191,0.4,Aristazabal Island
1999,8,0,3702,441,925.5,110.25,0.1191,0.4,Aristazabal Island
2e3,8,0,3702,441,925.5,110.25,0.1191,0.4,Aristazabal Island
2001,8,0,3702,441,925.5,110.25,0.1191,0.4,Aristazabal Island
2002,8,0,3702,441,925.5,110.25,0.1191,0.4,Aristazabal Island
2003,8,0,3702,441,925.5,110.25,0.1191,0.4,Aristazabal Island
2004,8,0,3702,441,925.5,110.25,0.1191,0.4,Aristazabal Island
2005,8,0,3702,441,925.5,110.25,0.1191,0.4,Aristazabal Island
2006,8,1,3702,442,925.5,110.5,0.1194,0.4,Aristazabal Island
2007,8,0,3702,442,925.5,110.5,0.1194,0.4,Aristazabal Island
2008,8,0,3702,442,925.5,110.5,0.1194,0.4,Aristazabal Island
2009,8,0,3702,442,925.5,110.5,0.1194,0.4,Aristazabal Island
2010,8,0,3702,442,925.5,110.5,0.1194,0.4,Aristazabal Island
2011,8,0,3702,442,925.5,110.5,0.1194,0.4,Aristazabal Island
2012,8,0,3702,442,925.5,110.5,0.1194,0.4,Aristazabal Island
2013,8,0,3702,442,925.5,110.5,0.1194,0.4,Aristazabal Island
2014,8,NA,3702,442,925.5,110.5,0.1194,0.4,Aristazabal Island
2015,8,687,3702,1129,925.5,282.25,0.305,1,Aristazabal Island
2016,8,NA,3702,1129,925.5,282.25,0.305,1,Aristazabal Island
