year,area,subarea,closure_type,total_days_closed
2008,14,11,biotoxins,75
2008,14,12,biotoxins,75
2008,14,13,biotoxins,75
2008,14,14,biotoxins,75
2008,14,15,biotoxins,75
2008,15,1,biotoxins,75
2008,15,2,biotoxins,75
2008,15,3,biotoxins,75
2008,15,4,biotoxins,75
2008,15,5,biotoxins,47
2008,15,6,biotoxins,75
2008,16,5,biotoxins,43
2008,16,6,biotoxins,43
2008,16,7,biotoxins,43
2008,16,8,biotoxins,43
2008,16,9,biotoxins,43
2008,16,10,biotoxins,47
2008,16,11,biotoxins,47
2008,16,12,biotoxins,47
2008,16,13,biotoxins,47
2008,16,14,biotoxins,47
2008,16,15,biotoxins,47
2008,16,16,biotoxins,47
2008,17,1,biotoxins,75
2008,17,2,biotoxins,75
2008,17,3,biotoxins,75
2008,17,4,biotoxins,75
2008,17,5,biotoxins,75
2008,17,6,biotoxins,75
2008,17,7,biotoxins,75
2008,17,8,biotoxins,75
2008,17,9,biotoxins,75
2008,17,10,biotoxins,75
2008,17,11,biotoxins,75
2008,17,11,sanitary closure,0
2008,17,12,biotoxins,75
2008,17,13,biotoxins,75
2008,17,14,biotoxins,75
2008,17,15,biotoxins,75
2008,17,16,biotoxins,75
2008,17,17,biotoxins,75
2008,17,18,biotoxins,75
2008,17,19,biotoxins,75
2008,17,21,biotoxins,75
2008,23,1,biotoxins,76
2008,23,2,biotoxins,76
2008,23,3,biotoxins,76
2008,23,4,biotoxins,76
2008,23,5,biotoxins,76
2008,23,6,biotoxins,76
2008,23,7,biotoxins,76
2008,23,8,biotoxins,76
2008,23,9,biotoxins,76
2008,23,10,biotoxins,76
2008,23,11,biotoxins,76
2008,24,1,biotoxins,49
2008,24,2,biotoxins,49
2008,24,3,biotoxins,49
2008,24,4,biotoxins,49
2008,24,5,biotoxins,49
2008,24,6,biotoxins,49
2008,24,7,biotoxins,49
2008,24,8,biotoxins,16
2008,24,10,biotoxins,49
2008,24,11,biotoxins,49
2008,24,12,biotoxins,49
2008,24,13,biotoxins,49
2008,24,14,biotoxins,49
2008,25,4,biotoxins,51
2008,25,5,biotoxins,51
2008,25,6,biotoxins,51
2008,25,7,biotoxins,62
2008,25,8,biotoxins,51
2008,25,9,biotoxins,62
2008,25,10,biotoxins,62
2008,25,11,biotoxins,62
2008,25,12,biotoxins,62
2008,25,13,biotoxins,62
2008,25,14,biotoxins,62
2008,25,15,biotoxins,62
2008,25,16,biotoxins,62
2008,26,1,biotoxins,19
2008,26,2,biotoxins,19
2008,26,3,biotoxins,19
2008,26,4,biotoxins,19
2008,26,5,biotoxins,19
2008,26,6,biotoxins,19
2008,26,7,biotoxins,19
2008,26,8,biotoxins,19
2008,26,9,biotoxins,19
2008,26,10,biotoxins,19
2008,26,11,biotoxins,19
2008,29,1,biotoxins,21
2008,29,2,biotoxins,21
2008,29,3,biotoxins,75
2008,29,4,biotoxins,75
2008,29,5,biotoxins,54
2008,29,6,biotoxins,75
2008,29,7,biotoxins,75
2008,29,8,biotoxins,75
2008,29,9,biotoxins,75
2008,29,10,biotoxins,75
2008,29,11,biotoxins,75
2008,29,12,biotoxins,75
2008,29,13,biotoxins,75
2008,29,14,biotoxins,75
2008,29,15,biotoxins,75
2008,29,16,biotoxins,75
2008,29,17,biotoxins,75
2009,1,1,biotoxins,364
2009,1,2,biotoxins,364
2009,1,3,biotoxins,364
2009,1,4,biotoxins,364
2009,1,5,biotoxins,356
2009,1,6,biotoxins,364
2009,1,7,biotoxins,364
2009,2,1,biotoxins,152
2009,2,2,biotoxins,290
2009,2,3,biotoxins,353
2009,2,4,biotoxins,290
2009,2,5,biotoxins,290
2009,2,6,biotoxins,325
2009,2,7,biotoxins,353
2009,2,8,biotoxins,318
2009,2,9,biotoxins,318
2009,2,10,biotoxins,290
2009,2,11,biotoxins,290
2009,2,12,biotoxins,305
2009,2,13,biotoxins,305
2009,2,14,biotoxins,243
2009,2,15,biotoxins,243
2009,2,16,biotoxins,290
2009,2,17,biotoxins,243
2009,2,18,biotoxins,243
2009,2,19,biotoxins,290
2009,2,31,biotoxins,290
2009,2,32,biotoxins,290
2009,2,33,biotoxins,290
2009,2,34,biotoxins,290
2009,2,35,biotoxins,290
2009,2,36,biotoxins,290
2009,2,37,biotoxins,290
2009,2,38,biotoxins,290
2009,2,39,biotoxins,290
2009,2,40,biotoxins,290
2009,2,41,biotoxins,290
2009,2,42,biotoxins,288
2009,2,43,biotoxins,288
2009,2,44,biotoxins,288
2009,2,45,biotoxins,290
2009,2,46,biotoxins,290
2009,2,47,biotoxins,288
2009,2,48,biotoxins,290
2009,2,49,biotoxins,290
2009,2,50,biotoxins,290
2009,2,51,biotoxins,290
2009,2,52,biotoxins,290
2009,2,53,biotoxins,290
2009,2,54,biotoxins,290
2009,2,55,biotoxins,290
2009,2,56,biotoxins,290
2009,2,57,biotoxins,290
2009,2,58,biotoxins,290
2009,2,59,biotoxins,290
2009,2,60,biotoxins,290
2009,2,61,biotoxins,290
2009,2,62,biotoxins,290
2009,2,63,biotoxins,290
2009,2,64,biotoxins,290
2009,2,65,biotoxins,290
2009,2,66,biotoxins,290
2009,2,67,biotoxins,290
2009,2,68,biotoxins,290
2009,2,69,biotoxins,290
2009,2,70,biotoxins,290
2009,2,71,biotoxins,290
2009,2,72,biotoxins,290
2009,2,73,biotoxins,290
2009,2,74,biotoxins,290
2009,2,75,biotoxins,290
2009,2,76,biotoxins,290
2009,2,77,biotoxins,290
2009,2,78,biotoxins,290
2009,2,79,biotoxins,290
2009,2,80,biotoxins,290
2009,2,81,biotoxins,290
2009,2,82,biotoxins,290
2009,2,83,biotoxins,290
2009,2,84,biotoxins,290
2009,2,85,biotoxins,304
2009,2,86,biotoxins,304
2009,2,87,biotoxins,304
2009,2,88,biotoxins,304
2009,2,89,biotoxins,304
2009,2,90,biotoxins,304
2009,2,91,biotoxins,304
2009,2,92,biotoxins,304
2009,2,93,biotoxins,304
2009,2,94,biotoxins,304
2009,2,95,biotoxins,304
2009,2,96,biotoxins,304
2009,2,97,biotoxins,304
2009,2,98,biotoxins,304
2009,2,99,biotoxins,304
2009,2,100,biotoxins,304
2009,3,1,biotoxins,7
2009,3,2,biotoxins,7
2009,3,3,biotoxins,7
2009,3,4,biotoxins,3
2009,3,5,biotoxins,3
2009,3,6,biotoxins,7
2009,3,7,biotoxins,7
2009,3,8,biotoxins,7
2009,3,9,biotoxins,7
2009,3,10,biotoxins,7
2009,3,11,biotoxins,7
2009,3,12,biotoxins,7
2009,3,13,biotoxins,7
2009,3,14,biotoxins,7
2009,3,15,biotoxins,7
2009,3,16,biotoxins,7
2009,3,17,biotoxins,7
2009,3,18,biotoxins,7
2009,4,1,biotoxins,90
2009,4,2,biotoxins,90
2009,4,3,biotoxins,87
2009,4,4,biotoxins,90
2009,4,5,biotoxins,90
2009,4,6,biotoxins,86
2009,4,7,biotoxins,86
2009,4,8,biotoxins,90
2009,4,9,biotoxins,90
2009,4,10,biotoxins,90
2009,4,11,biotoxins,90
2009,4,12,biotoxins,90
2009,4,13,biotoxins,90
2009,4,14,biotoxins,90
2009,4,15,biotoxins,90
2009,5,1,biotoxins,90
2009,5,2,biotoxins,90
2009,5,3,biotoxins,90
2009,5,4,biotoxins,90
2009,5,5,biotoxins,90
2009,5,6,biotoxins,90
2009,5,7,biotoxins,90
2009,5,8,biotoxins,90
2009,5,9,biotoxins,90
2009,5,10,biotoxins,90
2009,5,11,biotoxins,90
2009,5,12,biotoxins,90
2009,5,13,biotoxins,90
2009,5,14,biotoxins,90
2009,5,15,biotoxins,90
2009,5,16,biotoxins,90
2009,5,17,biotoxins,90
2009,5,18,biotoxins,90
2009,5,19,biotoxins,90
2009,5,20,biotoxins,90
2009,5,21,biotoxins,90
2009,5,22,biotoxins,90
2009,5,23,biotoxins,90
2009,5,24,biotoxins,90
2009,6,1,biotoxins,42
2009,6,2,biotoxins,42
2009,6,3,biotoxins,42
2009,6,4,biotoxins,42
2009,6,5,biotoxins,42
2009,6,6,biotoxins,42
2009,6,7,biotoxins,42
2009,6,8,biotoxins,42
2009,6,9,biotoxins,42
2009,6,10,biotoxins,42
2009,6,11,biotoxins,42
2009,6,12,biotoxins,42
2009,6,13,biotoxins,42
2009,6,14,biotoxins,42
2009,6,15,biotoxins,42
2009,6,16,biotoxins,42
2009,6,17,biotoxins,42
2009,6,18,biotoxins,42
2009,6,19,biotoxins,42
2009,6,20,biotoxins,42
2009,6,21,biotoxins,42
2009,6,22,biotoxins,42
2009,6,23,biotoxins,42
2009,6,24,biotoxins,42
2009,6,25,biotoxins,42
2009,6,26,biotoxins,42
2009,6,27,biotoxins,42
2009,6,28,biotoxins,42
2009,7,1,biotoxins,112
2009,7,2,biotoxins,112
2009,7,3,biotoxins,112
2009,7,4,biotoxins,112
2009,7,5,biotoxins,112
2009,7,6,biotoxins,112
2009,7,7,biotoxins,112
2009,7,8,biotoxins,112
2009,7,9,biotoxins,112
2009,7,10,biotoxins,112
2009,7,11,biotoxins,112
2009,7,12,biotoxins,112
2009,7,13,biotoxins,112
2009,7,14,biotoxins,112
2009,7,15,biotoxins,112
2009,7,16,biotoxins,112
2009,7,17,biotoxins,112
2009,7,18,biotoxins,112
2009,7,19,biotoxins,112
2009,7,20,biotoxins,112
2009,7,21,biotoxins,112
2009,7,22,biotoxins,112
2009,7,23,biotoxins,112
2009,7,24,biotoxins,112
2009,7,25,biotoxins,112
2009,7,26,biotoxins,112
2009,7,27,biotoxins,112
2009,7,28,biotoxins,112
2009,7,29,biotoxins,112
2009,7,30,biotoxins,112
2009,7,31,biotoxins,112
2009,7,32,biotoxins,112
2009,11,1,biotoxins,122
2009,11,2,biotoxins,122
2009,11,3,biotoxins,122
2009,11,4,biotoxins,122
2009,11,5,biotoxins,122
2009,11,6,biotoxins,122
2009,11,7,biotoxins,122
2009,11,8,biotoxins,122
2009,11,9,biotoxins,122
2009,11,10,biotoxins,122
2009,12,1,biotoxins,364
2009,12,2,biotoxins,364
2009,12,3,biotoxins,364
2009,12,4,biotoxins,364
2009,12,5,biotoxins,364
2009,12,6,biotoxins,364
2009,12,7,biotoxins,364
2009,12,8,biotoxins,364
2009,12,9,biotoxins,364
2009,12,10,biotoxins,364
2009,12,11,biotoxins,364
2009,12,12,biotoxins,364
2009,12,13,biotoxins,364
2009,12,14,biotoxins,364
2009,12,15,biotoxins,364
2009,12,16,biotoxins,364
2009,12,17,biotoxins,364
2009,12,18,biotoxins,364
2009,12,19,biotoxins,364
2009,12,20,biotoxins,364
2009,12,21,biotoxins,364
2009,12,22,biotoxins,364
2009,12,23,biotoxins,364
2009,12,24,biotoxins,364
2009,12,25,biotoxins,364
2009,12,26,biotoxins,364
2009,12,27,biotoxins,364
2009,12,28,biotoxins,364
2009,12,29,biotoxins,364
2009,12,30,biotoxins,364
2009,12,31,biotoxins,364
2009,12,32,biotoxins,364
2009,12,33,biotoxins,364
2009,12,34,biotoxins,364
2009,12,35,biotoxins,364
2009,12,36,biotoxins,364
2009,12,37,biotoxins,364
2009,12,38,biotoxins,364
2009,12,39,biotoxins,364
2009,12,40,biotoxins,364
2009,12,41,biotoxins,364
2009,12,42,biotoxins,364
2009,12,43,biotoxins,364
2009,12,44,biotoxins,364
2009,12,45,biotoxins,364
2009,12,46,biotoxins,364
2009,12,47,biotoxins,364
2009,12,48,biotoxins,364
2009,13,1,sanitary closure,80
2009,13,2,sanitary closure,80
2009,13,3,sanitary closure,80
2009,13,4,sanitary closure,80
2009,13,5,sanitary closure,80
2009,13,6,sanitary closure,80
2009,13,7,sanitary closure,80
2009,13,8,sanitary closure,80
2009,13,9,sanitary closure,80
2009,13,10,sanitary closure,80
2009,13,11,sanitary closure,80
2009,13,12,biotoxins,43
2009,13,12,sanitary closure,80
2009,13,13,biotoxins,305
2009,13,13,sanitary closure,59
2009,13,14,biotoxins,302
2009,13,14,sanitary closure,59
2009,13,15,sanitary closure,80
2009,13,16,biotoxins,43
2009,13,16,sanitary closure,80
2009,13,17,biotoxins,43
2009,13,17,sanitary closure,80
2009,13,18,biotoxins,305
2009,13,18,sanitary closure,59
2009,13,19,biotoxins,305
2009,13,19,sanitary closure,59
2009,13,20,biotoxins,305
2009,13,20,sanitary closure,59
2009,13,21,biotoxins,305
2009,13,21,sanitary closure,59
2009,13,22,biotoxins,305
2009,13,22,sanitary closure,59
2009,13,23,biotoxins,305
2009,13,23,sanitary closure,59
2009,13,24,biotoxins,305
2009,13,24,sanitary closure,59
2009,13,25,biotoxins,305
2009,13,25,sanitary closure,59
2009,13,26,biotoxins,305
2009,13,26,sanitary closure,59
2009,13,27,biotoxins,305
2009,13,27,sanitary closure,59
2009,13,28,biotoxins,305
2009,13,28,sanitary closure,59
2009,13,29,biotoxins,305
2009,13,29,sanitary closure,59
2009,13,30,biotoxins,305
2009,13,30,sanitary closure,59
2009,13,31,biotoxins,305
2009,13,31,sanitary closure,59
2009,13,32,biotoxins,305
2009,13,32,sanitary closure,59
2009,13,33,biotoxins,305
2009,13,33,sanitary closure,59
2009,13,34,biotoxins,305
2009,13,34,sanitary closure,59
2009,13,35,biotoxins,305
2009,13,35,sanitary closure,59
2009,13,36,biotoxins,305
2009,13,36,sanitary closure,59
2009,13,37,biotoxins,305
2009,13,37,sanitary closure,59
2009,13,38,biotoxins,305
2009,13,38,sanitary closure,59
2009,13,39,biotoxins,305
2009,13,39,sanitary closure,59
2009,13,40,biotoxins,305
2009,13,40,sanitary closure,59
2009,13,41,biotoxins,305
2009,13,41,sanitary closure,59
2009,13,42,biotoxins,305
2009,13,42,sanitary closure,59
2009,13,43,biotoxins,305
2009,13,43,sanitary closure,59
2009,14,1,biotoxins,364
2009,14,1,sanitary closure,0
2009,14,2,biotoxins,364
2009,14,2,sanitary closure,0
2009,14,3,biotoxins,364
2009,14,3,sanitary closure,0
2009,14,4,biotoxins,212
2009,14,4,sanitary closure,152
2009,14,5,biotoxins,364
2009,14,5,sanitary closure,0
2009,14,6,biotoxins,364
2009,14,6,sanitary closure,0
2009,14,7,biotoxins,361
2009,14,7,sanitary closure,3
2009,14,8,biotoxins,364
2009,14,8,chemical closure,0
2009,14,8,sanitary closure,0
2009,14,9,biotoxins,364
2009,14,9,sanitary closure,0
2009,14,10,biotoxins,364
2009,14,10,sanitary closure,0
2009,14,11,biotoxins,361
2009,14,11,sanitary closure,3
2009,14,12,biotoxins,364
2009,14,12,sanitary closure,0
2009,14,13,biotoxins,364
2009,14,13,sanitary closure,0
2009,14,14,biotoxins,364
2009,14,14,sanitary closure,0
2009,14,15,biotoxins,364
2009,14,15,sanitary closure,0
2009,15,1,biotoxins,364
2009,15,2,biotoxins,351
2009,15,2,sanitary closure,13
2009,15,3,biotoxins,364
2009,15,4,biotoxins,364
2009,15,5,biotoxins,364
2009,15,6,biotoxins,364
2009,16,1,biotoxins,83
2009,16,2,biotoxins,83
2009,16,3,biotoxins,83
2009,16,4,biotoxins,83
2009,16,5,biotoxins,364
2009,16,6,biotoxins,364
2009,16,7,biotoxins,364
2009,16,8,biotoxins,364
2009,16,9,biotoxins,364
2009,16,10,biotoxins,364
2009,16,11,biotoxins,364
2009,16,12,biotoxins,364
2009,16,13,biotoxins,364
2009,16,14,biotoxins,364
2009,16,15,biotoxins,364
2009,16,16,biotoxins,364
2009,16,17,biotoxins,83
2009,16,18,biotoxins,83
2009,16,19,biotoxins,83
2009,16,20,biotoxins,83
2009,16,21,biotoxins,83
2009,16,22,biotoxins,83
2009,17,1,biotoxins,190
2009,17,1,sanitary closure,174
2009,17,2,biotoxins,364
2009,17,2,sanitary closure,0
2009,17,3,biotoxins,353
2009,17,3,sanitary closure,11
2009,17,4,biotoxins,364
2009,17,4,sanitary closure,0
2009,17,5,biotoxins,364
2009,17,5,sanitary closure,0
2009,17,6,biotoxins,319
2009,17,6,sanitary closure,45
2009,17,7,biotoxins,364
2009,17,7,sanitary closure,0
2009,17,8,biotoxins,319
2009,17,8,sanitary closure,45
2009,17,9,biotoxins,364
2009,17,9,sanitary closure,0
2009,17,10,biotoxins,364
2009,17,10,sanitary closure,0
2009,17,11,biotoxins,338
2009,17,11,sanitary closure,26
2009,17,12,biotoxins,364
2009,17,12,sanitary closure,0
2009,17,13,biotoxins,364
2009,17,13,sanitary closure,0
2009,17,14,biotoxins,364
2009,17,14,sanitary closure,0
2009,17,15,biotoxins,364
2009,17,15,sanitary closure,0
2009,17,16,biotoxins,364
2009,17,16,sanitary closure,0
2009,17,17,biotoxins,364
2009,17,17,sanitary closure,0
2009,17,18,biotoxins,364
2009,17,18,sanitary closure,0
2009,17,19,biotoxins,364
2009,17,19,sanitary closure,0
2009,17,20,biotoxins,188
2009,17,20,sanitary closure,0
2009,17,21,biotoxins,364
2009,17,21,sanitary closure,0
2009,18,1,biotoxins,216
2009,18,1,sanitary closure,0
2009,18,2,biotoxins,7
2009,18,2,sanitary closure,6
2009,18,3,biotoxins,7
2009,18,3,sanitary closure,6
2009,18,4,biotoxins,7
2009,18,4,sanitary closure,6
2009,18,5,biotoxins,216
2009,18,5,sanitary closure,0
2009,18,6,biotoxins,76
2009,18,6,sanitary closure,0
2009,18,7,biotoxins,79
2009,18,7,sanitary closure,0
2009,18,8,biotoxins,79
2009,18,8,sanitary closure,0
2009,18,9,biotoxins,10
2009,18,9,sanitary closure,6
2009,18,10,biotoxins,76
2009,18,10,sanitary closure,0
2009,18,11,biotoxins,216
2009,18,11,sanitary closure,0
2009,19,1,biotoxins,157
2009,19,2,biotoxins,157
2009,19,3,biotoxins,0
2009,19,3,sanitary closure,209
2009,19,4,biotoxins,157
2009,19,7,biotoxins,119
2009,19,8,biotoxins,119
2009,19,8,sanitary closure,0
2009,19,9,biotoxins,119
2009,19,10,biotoxins,119
2009,19,11,biotoxins,119
2009,19,12,biotoxins,119
2009,20,3,sanitary closure,176
2009,23,1,biotoxins,364
2009,23,1,sanitary closure,0
2009,23,2,biotoxins,364
2009,23,2,sanitary closure,0
2009,23,3,biotoxins,364
2009,23,3,sanitary closure,0
2009,23,4,biotoxins,364
2009,23,4,sanitary closure,0
2009,23,5,biotoxins,364
2009,23,5,sanitary closure,0
2009,23,6,biotoxins,293
2009,23,6,sanitary closure,0
2009,23,7,biotoxins,364
2009,23,7,sanitary closure,0
2009,23,8,biotoxins,364
2009,23,8,sanitary closure,0
2009,23,9,biotoxins,364
2009,23,9,sanitary closure,0
2009,23,10,biotoxins,358
2009,23,10,sanitary closure,0
2009,23,11,biotoxins,364
2009,23,11,sanitary closure,0
2009,24,1,biotoxins,342
2009,24,1,sanitary closure,0
2009,24,2,biotoxins,105
2009,24,2,sanitary closure,6
2009,24,3,biotoxins,166
2009,24,3,sanitary closure,0
2009,24,4,biotoxins,133
2009,24,4,sanitary closure,0
2009,24,5,biotoxins,146
2009,24,5,sanitary closure,0
2009,24,6,biotoxins,136
2009,24,6,sanitary closure,0
2009,24,7,biotoxins,155
2009,24,7,sanitary closure,0
2009,24,8,biotoxins,247
2009,24,8,sanitary closure,0
2009,24,9,biotoxins,7
2009,24,9,sanitary closure,6
2009,24,10,biotoxins,342
2009,24,10,sanitary closure,0
2009,24,11,biotoxins,330
2009,24,11,sanitary closure,0
2009,24,12,biotoxins,342
2009,24,12,sanitary closure,0
2009,24,13,biotoxins,126
2009,24,13,sanitary closure,0
2009,24,14,biotoxins,138
2009,24,14,sanitary closure,0
2009,25,1,biotoxins,31
2009,25,1,sanitary closure,188
2009,25,2,biotoxins,31
2009,25,2,sanitary closure,188
2009,25,3,biotoxins,31
2009,25,3,sanitary closure,188
