year,area,subarea,total_days_closed
2008,24,11,49
2008,24,12,49
2008,24,13,49
2008,24,14,49
2008,25,4,51
2008,25,5,51
2008,25,6,51
2008,25,7,62
2008,25,8,51
2008,25,9,62
2008,25,10,62
2008,25,11,62
2008,25,12,62
2008,25,13,62
2008,25,14,62
2008,25,15,62
2008,25,16,62
2008,26,1,19
2008,26,2,19
2008,26,3,19
2008,26,4,19
2008,26,5,19
2008,26,6,19
2008,26,7,19
2008,26,8,19
2008,26,9,19
2008,26,10,19
2008,26,11,19
2008,29,1,21
2008,29,2,21
2008,29,3,75
2008,29,4,75
2008,29,5,54
2008,29,6,75
2008,29,7,75
2008,29,8,75
2008,29,9,75
2008,29,10,75
2008,29,11,75
2008,29,12,75
2008,29,13,75
2008,29,14,75
2008,29,15,75
2008,29,16,75
2008,29,17,75
2009,1,1,364
2009,1,2,364
2009,1,3,364
2009,1,4,364
2009,1,5,356
2009,1,6,364
2009,1,7,364
2009,2,1,248
2009,2,2,290
2009,2,3,353
2009,2,4,290
2009,2,5,290
2009,2,6,325
2009,2,7,353
2009,2,8,318
2009,2,9,318
2009,2,10,290
2009,2,11,290
2009,2,12,305
2009,2,13,305
2009,2,14,243
2009,2,15,243
2009,2,16,290
2009,2,17,243
2009,2,18,243
2009,2,19,290
2009,2,31,290
2009,2,32,290
2009,2,33,290
2009,2,34,290
2009,2,35,290
2009,2,36,290
2009,2,37,290
2009,2,38,290
2009,2,39,290
2009,2,40,290
2009,2,41,290
2009,2,42,288
2009,2,43,288
2009,2,44,288
2009,2,45,290
2009,2,46,290
2009,2,47,288
2009,2,48,290
2009,2,49,290
2009,2,50,290
2009,2,51,290
2009,2,52,290
2009,2,53,290
2009,2,54,290
2009,2,55,290
2009,2,56,290
2009,2,57,290
2009,2,58,290
2009,2,59,290
2009,2,60,290
2009,2,61,290
2009,2,62,290
2009,2,63,290
2009,2,64,290
2009,2,65,290
2009,2,66,290
2009,2,67,290
2009,2,68,290
2009,2,69,290
2009,2,70,290
2009,2,71,290
2009,2,72,290
2009,2,73,290
2009,2,74,290
2009,2,75,290
2009,2,76,290
2009,2,77,290
2009,2,78,290
2009,2,79,290
2009,2,80,290
2009,2,81,290
2009,2,82,290
2009,2,83,290
2009,2,84,290
2009,2,85,304
2009,2,86,304
2009,2,87,304
2009,2,88,304
2009,2,89,304
2009,2,90,304
2009,2,91,304
2009,2,92,304
2009,2,93,304
2009,2,94,304
2009,2,95,304
2009,2,96,304
2009,2,97,304
2009,2,98,304
2009,2,99,304
2009,2,100,304
2009,3,1,7
2009,3,2,7
2009,3,3,7
2009,3,4,3
2009,3,5,3
2009,3,6,7
2009,3,7,7
2009,3,8,7
2009,3,9,7
2009,3,10,7
2009,3,11,7
2009,3,12,7
2009,3,13,7
2009,3,14,7
2009,3,15,7
2009,3,16,7
2009,3,17,7
2009,3,18,7
2009,4,1,90
2009,4,2,90
2009,4,3,87
2009,4,4,90
2009,4,5,90
2009,4,6,86
2009,4,7,86
2009,4,8,90
2009,4,9,90
2009,4,10,90
2009,4,11,90
2009,4,12,90
2009,4,13,90
2009,4,14,90
2009,4,15,90
2009,5,1,90
2009,5,2,90
2009,5,3,90
2009,5,4,90
2009,5,5,90
2009,5,6,90
2009,5,7,90
2009,5,8,90
2009,5,9,90
2009,5,10,90
2009,5,11,90
2009,5,12,90
2009,5,13,90
2009,5,14,90
2009,5,15,90
2009,5,16,90
2009,5,17,90
2009,5,18,90
2009,5,19,90
2009,5,20,90
2009,5,21,90
2009,5,22,90
2009,5,23,90
2009,5,24,90
2009,6,1,42
2009,6,2,42
2009,6,3,42
2009,6,4,42
2009,6,5,42
2009,6,6,42
2009,6,7,42
2009,6,8,42
2009,6,9,42
2009,6,10,42
2009,6,11,42
2009,6,12,42
2009,6,13,42
2009,6,14,42
2009,6,15,42
2009,6,16,42
2009,6,17,42
2009,6,18,42
2009,6,19,42
2009,6,20,42
2009,6,21,42
2009,6,22,42
2009,6,23,42
2009,6,24,42
2009,6,25,42
2009,6,26,42
2009,6,27,42
2009,6,28,42
2009,7,1,229
2009,7,2,229
2009,7,3,229
2009,7,4,229
2009,7,5,229
2009,7,6,229
2009,7,7,229
2009,7,8,229
2009,7,9,229
2009,7,10,229
2009,7,11,229
2009,7,12,229
2009,7,13,229
2009,7,14,229
2009,7,15,229
2009,7,16,229
2009,7,17,229
2009,7,18,229
2009,7,19,229
2009,7,20,229
2009,7,21,229
2009,7,22,229
2009,7,23,229
2009,7,24,229
2009,7,25,229
2009,7,26,229
2009,7,27,229
2009,7,28,229
2009,7,29,229
2009,7,30,229
2009,7,31,229
2009,7,32,229
2009,8,1,117
2009,8,2,117
2009,8,3,117
2009,8,4,117
2009,8,5,117
2009,8,6,117
2009,8,7,117
2009,8,8,117
2009,8,9,117
2009,8,10,117
2009,8,11,117
2009,8,12,117
2009,8,13,117
2009,8,14,117
2009,8,15,117
2009,8,16,117
2009,9,1,117
2009,9,2,117
2009,9,3,117
2009,9,4,117
2009,9,5,117
2009,9,6,117
2009,9,7,117
2009,9,8,117
2009,9,9,117
2009,9,10,117
2009,9,11,117
2009,9,12,117
2009,10,1,117
2009,10,2,117
2009,10,3,117
2009,10,4,117
2009,10,5,117
2009,10,6,117
2009,10,7,117
2009,10,8,117
2009,10,9,117
2009,10,10,117
2009,10,11,117
2009,10,12,117
2009,11,1,122
2009,11,2,122
2009,11,3,122
2009,11,4,122
2009,11,5,122
2009,11,6,122
2009,11,7,122
2009,11,8,122
2009,11,9,122
2009,11,10,122
2009,12,1,364
2009,12,2,364
2009,12,3,364
2009,12,4,364
2009,12,5,364
2009,12,6,364
2009,12,7,364
2009,12,8,364
2009,12,9,364
2009,12,10,364
2009,12,11,364
2009,12,12,364
2009,12,13,364
2009,12,14,364
2009,12,15,364
2009,12,16,364
2009,12,17,364
2009,12,18,364
2009,12,19,364
2009,12,20,364
2009,12,21,364
2009,12,22,364
2009,12,23,364
2009,12,24,364
2009,12,25,364
2009,12,26,364
2009,12,27,364
2009,12,28,364
2009,12,29,364
2009,12,30,364
2009,12,31,364
2009,12,32,364
2009,12,33,364
2009,12,34,364
2009,12,35,364
2009,12,36,364
2009,12,37,364
2009,12,38,364
2009,12,39,364
2009,12,40,364
2009,12,41,364
2009,12,42,364
2009,12,43,364
2009,12,44,364
2009,12,45,364
2009,12,46,364
2009,12,47,364
2009,12,48,364
2009,13,1,197
2009,13,2,197
2009,13,3,197
2009,13,4,197
2009,13,5,197
2009,13,6,197
2009,13,7,197
2009,13,8,197
2009,13,9,197
2009,13,10,197
2009,13,11,197
2009,13,12,240
2009,13,13,364
2009,13,14,361
2009,13,15,197
2009,13,16,240
2009,13,17,240
2009,13,18,364
2009,13,19,364
2009,13,20,364
2009,13,21,364
2009,13,22,364
2009,13,23,364
2009,13,24,364
2009,13,25,364
2009,13,26,364
2009,13,27,364
2009,13,28,364
2009,13,29,364
2009,13,30,364
2009,13,31,364
2009,13,32,364
2009,13,33,364
2009,13,34,364
2009,13,35,364
2009,13,36,364
2009,13,37,364
2009,13,38,364
2009,13,39,364
2009,13,40,364
2009,13,41,364
2009,13,42,364
2009,13,43,364
2009,14,1,364
2009,14,2,364
2009,14,3,364
2009,14,4,364
2009,14,5,364
2009,14,6,364
2009,14,7,364
2009,14,8,364
2009,14,9,364
2009,14,10,364
2009,14,11,364
2009,14,12,364
2009,14,13,364
2009,14,14,364
2009,14,15,364
2009,15,1,364
2009,15,2,364
2009,15,3,364
2009,15,4,364
2009,15,5,364
2009,15,6,364
2009,16,1,200
2009,16,2,200
2009,16,3,200
2009,16,4,200
2009,16,5,364
2009,16,6,364
2009,16,7,364
2009,16,8,364
2009,16,9,364
2009,16,10,364
2009,16,11,364
2009,16,12,364
2009,16,13,364
2009,16,14,364
2009,16,15,364
2009,16,16,364
2009,16,17,200
2009,16,18,200
2009,16,19,200
2009,16,20,200
2009,16,21,200
2009,16,22,200
2009,17,1,364
2009,17,2,364
2009,17,3,364
2009,17,4,364
2009,17,5,364
2009,17,6,364
2009,17,7,364
2009,17,8,364
2009,17,9,364
2009,17,10,364
2009,17,11,364
2009,17,12,364
2009,17,13,364
2009,17,14,364
2009,17,15,364
2009,17,16,364
2009,17,17,364
2009,17,18,364
2009,17,19,364
2009,17,20,209
2009,17,21,364
2009,18,1,216
2009,18,2,130
2009,18,3,130
2009,18,4,130
2009,18,5,216
2009,18,6,193
2009,18,7,196
2009,18,8,196
2009,18,9,133
2009,18,10,193
2009,18,11,216
2009,19,1,157
2009,19,2,157
2009,19,3,209
2009,19,4,157
2009,19,7,119
2009,19,8,119
2009,19,9,119
2009,19,10,119
2009,19,11,119
2009,19,12,119
2009,20,3,176
2009,23,1,364
2009,23,2,364
2009,23,3,364
2009,23,4,364
2009,23,5,364
2009,23,6,333
2009,23,7,364
2009,23,8,364
2009,23,9,364
2009,23,10,358
2009,23,11,364
2009,24,1,342
2009,24,2,111
2009,24,3,166
2009,24,4,133
2009,24,5,146
2009,24,6,136
2009,24,7,155
2009,24,8,247
2009,24,9,13
2009,24,10,342
2009,24,11,330
2009,24,12,342
2009,24,13,126
2009,24,14,138
2009,25,1,230
2009,25,2,230
2009,25,3,230
2009,25,4,230
2009,25,5,230
2009,25,6,230
2009,25,7,349
2009,25,8,230
2009,25,9,274
2009,25,10,274
2009,25,11,274
2009,25,12,274
2009,25,13,274
2009,25,14,254
2009,25,15,274
2009,25,16,274
2009,26,1,364
2009,26,2,364
2009,26,3,364
2009,26,4,352
2009,26,5,352
2009,26,6,364
2009,26,7,364
2009,26,8,364
2009,26,9,364
2009,26,10,364
2009,26,11,364
2009,27,1,267
2009,27,2,267
2009,27,3,267
2009,27,4,267
2009,27,5,267
2009,27,6,267
2009,27,7,267
2009,27,8,267
2009,27,9,267
2009,27,10,267
2009,27,11,267
2009,28,1,117
2009,28,2,117
2009,28,3,117
2009,28,4,117
2009,28,5,117
2009,28,6,117
2009,28,7,117
2009,28,8,117
2009,28,9,117
2009,28,10,117
2009,28,11,117
2009,28,12,117
2009,28,13,117
2009,28,14,117
2009,29,1,132
2009,29,2,132
2009,29,3,364
2009,29,4,364
2009,29,5,364
2009,29,6,364
2009,29,7,364
2009,29,8,364
2009,29,9,364
2009,29,10,364
2009,29,11,364
2009,29,12,364
2009,29,13,364
2009,29,14,364
2009,29,15,364
2009,29,16,364
2009,29,17,364
2009,101,1,43
2009,101,2,43
2009,101,3,43
2009,101,4,43
2009,101,5,43
2009,101,6,43
2009,101,7,43
2009,101,8,43
2009,101,9,43
2009,101,10,43
2009,107,1,43
2009,107,2,43
2009,107,3,43
2009,121,1,122
2009,121,2,122
2009,121,3,122
2009,130,1,122
2009,130,2,122
2009,130,3,122
2009,142,1,122
2009,142,2,122
2010,1,1,364
2010,1,2,364
2010,1,3,364
2010,1,4,364
2010,1,5,364
2010,1,6,364
2010,1,7,364
2010,2,1,249
2010,2,2,263
2010,2,3,263
2010,2,4,263
2010,2,5,263
2010,2,6,263
2010,2,7,263
2010,2,8,263
2010,2,9,263
2010,2,10,263
2010,2,11,263
2010,2,12,263
2010,2,13,263
2010,2,14,263
2010,2,15,263
2010,2,16,263
2010,2,17,263
2010,2,18,263
2010,2,19,263
2010,2,31,263
2010,2,32,263
2010,2,33,263
2010,2,34,263
2010,2,35,263
2010,2,36,263
2010,2,37,263
2010,2,38,263
2010,2,39,263
2010,2,40,263
2010,2,41,263
2010,2,42,263
2010,2,43,263
2010,2,44,263
2010,2,45,263
2010,2,46,263
2010,2,47,263
2010,2,48,263
2010,2,49,263
2010,2,50,263
2010,2,51,263
2010,2,52,263
2010,2,53,263
2010,2,54,263
2010,2,55,263
2010,2,56,263
2010,2,57,263
2010,2,58,263
2010,2,59,263
2010,2,60,263
2010,2,61,263
2010,2,62,263
2010,2,63,263
2010,2,64,263
2010,2,65,263
2010,2,66,263
2010,2,67,263
2010,2,68,263
2010,2,69,263
2010,2,70,263
2010,2,71,263
2010,2,72,263
2010,2,73,263
2010,2,74,263
2010,2,75,263
2010,2,76,263
2010,2,77,263
2010,2,78,263
2010,2,79,263
2010,2,80,263
2010,2,81,263
2010,2,82,263
2010,2,83,263
2010,2,84,263
2010,2,85,263
2010,2,86,263
2010,2,87,263
2010,2,88,263
2010,2,89,263
2010,2,90,263
2010,2,91,263
2010,2,92,263
2010,2,93,263
2010,2,94,263
2010,2,95,263
2010,2,96,263
2010,2,97,263
2010,2,98,263
2010,2,99,263
2010,2,100,263
2010,3,1,350
2010,3,2,350
2010,3,3,350
2010,3,4,350
2010,3,5,350
2010,3,6,350
2010,3,7,350
2010,3,8,350
2010,3,9,350
2010,3,10,350
2010,3,11,350
2010,3,12,350
2010,3,13,350
2010,3,14,350
2010,3,15,350
2010,3,16,350
2010,3,17,350
2010,3,18,350
2010,4,1,350
2010,4,2,350
2010,4,3,350
2010,4,4,350
2010,4,5,350
2010,4,6,350
2010,4,7,350
2010,4,8,350
2010,4,9,350
2010,4,10,350
2010,4,11,350
2010,4,12,350
2010,4,13,350
2010,4,14,350
2010,4,15,350
2010,5,1,184
2010,5,2,184
2010,5,3,184
2010,5,4,184
2010,5,5,184
2010,5,6,184
2010,5,7,184
2010,5,8,184
2010,5,9,184
2010,5,10,184
2010,5,11,184
2010,5,12,184
2010,5,13,184
2010,5,14,184
2010,5,15,184
2010,5,16,184
2010,5,17,184
2010,5,18,184
2010,5,19,184
2010,5,20,184
2010,5,21,184
2010,5,22,184
2010,5,23,184
2010,5,24,184
2010,6,1,161
2010,6,2,147
2010,6,3,147
2010,6,4,147
2010,6,5,147
2010,6,6,147
2010,6,7,147
2010,6,8,147
2010,6,9,147
2010,6,10,147
2010,6,11,147
2010,6,12,147
2010,6,13,148
2010,6,14,70
2010,6,15,147
2010,6,16,142
2010,6,17,148
2010,6,18,147
2010,6,19,147
2010,6,20,147
2010,6,21,147
2010,6,22,147
2010,6,23,147
2010,6,24,147
2010,6,25,147
2010,6,26,147
2010,6,27,147
2010,6,28,147
2010,7,1,364
2010,7,2,354
2010,7,3,364
2010,7,4,364
2010,7,5,364
2010,7,6,364
2010,7,7,364
2010,7,8,364
2010,7,9,364
2010,7,10,364
2010,7,11,364
2010,7,12,364
2010,7,13,364
2010,7,14,364
2010,7,15,364
2010,7,16,364
2010,7,17,364
2010,7,18,364
2010,7,19,364
2010,7,20,364
2010,7,21,364
2010,7,22,364
2010,7,23,364
2010,7,24,364
2010,7,25,364
2010,7,26,358
2010,7,27,358
2010,7,28,364
2010,7,29,364
2010,7,30,364
2010,7,31,364
2010,7,32,364
2010,8,1,252
2010,8,2,252
2010,8,3,252
2010,8,4,252
2010,8,5,252
2010,8,6,252
2010,8,7,252
2010,8,8,252
2010,8,9,252
2010,8,10,252
2010,8,11,252
2010,8,12,252
2010,8,13,252
2010,8,14,252
2010,8,15,252
2010,8,16,252
2010,9,1,238
2010,9,2,238
2010,9,3,238
2010,9,4,238
2010,9,5,238
2010,9,6,238
2010,9,7,238
2010,9,8,238
2010,9,9,238
2010,9,10,238
2010,9,11,238
2010,9,12,238
2010,10,1,292
2010,10,2,292
2010,10,3,292
2010,10,4,292
2010,10,5,297
2010,10,6,292
2010,10,7,292
2010,10,8,292
2010,10,9,292
2010,10,10,292
2010,10,11,292
2010,10,12,292
2010,12,1,316
2010,12,2,316
2010,12,3,316
2010,12,4,316
2010,12,5,316
2010,12,6,316
2010,12,7,316
2010,12,8,316
2010,12,9,316
2010,12,10,316
2010,12,11,316
2010,12,12,316
2010,12,13,316
2010,12,14,316
2010,12,15,316
2010,12,16,316
2010,12,17,316
2010,12,18,316
2010,12,19,316
2010,12,20,316
2010,12,21,316
2010,12,22,316
2010,12,23,316
2010,12,24,316
2010,12,25,316
2010,12,26,316
2010,12,27,316
2010,12,28,364
2010,12,29,364
2010,12,30,316
2010,12,31,316
2010,12,32,316
2010,12,33,316
2010,12,34,316
2010,12,35,316
2010,12,36,316
2010,12,37,316
2010,12,38,316
2010,12,39,316
2010,12,40,316
2010,12,41,316
2010,12,42,316
2010,12,43,316
2010,12,44,316
2010,12,45,316
2010,12,46,316
2010,12,47,316
2010,12,48,316
2010,13,1,146
2010,13,2,146
2010,13,3,199
2010,13,4,146
2010,13,5,146
2010,13,6,146
2010,13,7,146
2010,13,8,146
2010,13,9,146
2010,13,10,199
2010,13,11,146
2010,13,12,146
2010,13,13,364
2010,13,14,146
2010,13,15,146
2010,13,16,146
2010,13,17,146
2010,13,18,364
2010,13,19,364
2010,13,20,364
2010,13,21,364
2010,13,22,364
2010,13,23,364
2010,13,24,364
2010,13,25,364
2010,13,26,364
2010,13,27,364
2010,13,28,364
2010,13,29,364
2010,13,30,364
2010,13,31,364
2010,13,32,364
2010,13,33,364
2010,13,34,364
2010,13,35,364
2010,13,36,364
2010,13,37,364
2010,13,38,364
2010,13,39,364
2010,13,40,364
2010,13,41,364
2010,13,42,364
2010,13,43,364
2010,14,1,364
2010,14,2,364
2010,14,3,364
2010,14,4,364
2010,14,5,364
2010,14,6,364
2010,14,7,364
2010,14,8,364
2010,14,9,364
2010,14,10,364
2010,14,11,364
2010,14,12,364
2010,14,13,364
2010,14,14,364
2010,14,15,364
2010,15,1,336
2010,15,2,364
2010,15,3,336
2010,15,4,239
2010,15,5,364
2010,15,6,364
2010,16,1,364
2010,16,2,364
2010,16,3,364
2010,16,4,364
2010,16,5,364
2010,16,6,364
2010,16,7,364
2010,16,8,364
2010,16,9,364
2010,16,10,364
2010,16,11,364
2010,16,12,364
2010,16,13,364
2010,16,14,364
2010,16,15,364
2010,16,16,364
2010,16,17,364
2010,16,18,364
2010,16,19,364
2010,16,20,364
2010,16,21,364
2010,16,22,364
2010,17,1,364
2010,17,2,364
2010,17,3,364
2010,17,4,364
2010,17,5,364
2010,17,6,285
2010,17,7,364
2010,17,8,285
2010,17,9,364
2010,17,10,364
2010,17,11,364
2010,17,12,364
2010,17,13,364
2010,17,14,364
2010,17,15,364
2010,17,16,364
2010,17,17,364
2010,17,18,364
2010,17,19,364
2010,17,20,364
2010,17,21,364
2010,18,1,364
2010,18,2,315
2010,18,3,315
2010,18,4,315
2010,18,5,364
2010,18,6,364
2010,18,7,364
2010,18,8,364
2010,18,9,315
2010,18,10,364
2010,18,11,364
2010,19,1,364
2010,19,2,364
2010,19,3,364
2010,19,4,364
2010,19,5,238
2010,19,6,238
2010,19,7,364
2010,19,8,364
2010,19,9,364
2010,19,10,364
2010,19,11,364
2010,19,12,364
2010,20,1,112
2010,20,2,112
2010,20,3,320
2010,20,4,143
2010,20,5,99
2010,20,6,99
2010,20,7,99
2010,21,0,350
2010,22,0,350
2010,23,1,364
2010,23,2,364
2010,23,3,364
2010,23,4,357
2010,23,5,357
2010,23,6,349
2010,23,7,357
2010,23,8,357
2010,23,9,357
2010,23,10,352
2010,23,11,357
2010,24,1,364
2010,24,2,308
2010,24,3,308
2010,24,4,308
2010,24,5,364
2010,24,6,308
2010,24,7,308
2010,24,8,301
2010,24,9,324
2010,24,10,342
2010,24,11,342
2010,24,12,342
2010,24,13,286
2010,24,14,308
2010,25,1,364
2010,25,2,364
2010,25,3,364
2010,25,4,364
2010,25,5,364
2010,25,6,364
2010,25,7,364
2010,25,8,364
2010,25,9,364
2010,25,10,364
2010,25,11,364
2010,25,12,364
2010,25,13,364
2010,25,14,364
2010,25,15,364
2010,25,16,364
2010,26,1,364
2010,26,2,364
2010,26,3,364
2010,26,4,364
2010,26,5,364
2010,26,6,364
2010,26,7,364
2010,26,8,364
2010,26,9,364
2010,26,10,364
2010,26,11,364
2010,27,1,364
2010,27,2,364
2010,27,3,364
2010,27,4,364
2010,27,5,364
2010,27,6,364
2010,27,7,364
2010,27,8,336
2010,27,9,336
2010,27,10,364
2010,27,11,364
2010,28,1,350
2010,28,2,350
2010,28,3,350
2010,28,4,350
2010,28,5,350
2010,28,6,350
2010,28,7,350
2010,28,8,350
2010,28,9,350
2010,28,10,350
2010,28,11,350
2010,28,12,350
2010,28,13,350
2010,28,14,350
2010,29,1,184
2010,29,2,184
2010,29,3,364
2010,29,4,364
2010,29,5,330
2010,29,6,364
2010,29,7,364
2010,29,8,364
2010,29,9,364
2010,29,10,364
2010,29,11,364
2010,29,12,364
2010,29,13,364
2010,29,14,364
2010,29,15,364
2010,29,16,364
2010,29,17,364
2011,1,1,364
2011,1,2,364
2011,1,3,364
2011,1,4,364
2011,1,5,364
2011,1,6,364
2011,1,7,364
2011,2,1,364
2011,2,2,364
2011,2,3,364
2011,2,4,364
2011,2,5,364
2011,2,6,364
2011,2,7,364
2011,2,8,364
2011,2,9,364
2011,2,10,364
2011,2,11,364
2011,2,12,364
2011,2,13,364
2011,2,14,364
2011,2,15,364
2011,2,16,364
2011,2,17,364
2011,2,18,364
2011,2,19,364
2011,2,31,364
2011,2,32,364
2011,2,33,364
2011,2,34,364
2011,2,35,364
2011,2,36,364
2011,2,37,364
2011,2,38,364
2011,2,39,364
2011,2,40,364
2011,2,41,364
2011,2,42,364
2011,2,43,364
2011,2,44,364
2011,2,45,364
2011,2,46,364
2011,2,47,364
2011,2,48,364
2011,2,49,364
2011,2,50,364
2011,2,51,364
2011,2,52,364
2011,2,53,364
2011,2,54,364
2011,2,55,364
2011,2,56,364
2011,2,57,364
2011,2,58,364
2011,2,59,364
2011,2,60,364
2011,2,61,364
2011,2,62,364
2011,2,63,364
2011,2,64,364
2011,2,65,364
2011,2,66,364
2011,2,67,364
2011,2,68,364
2011,2,69,364
2011,2,70,364
2011,2,71,364
2011,2,72,364
2011,2,73,364
2011,2,74,364
2011,2,75,364
2011,2,76,364
2011,2,77,364
2011,2,78,364
2011,2,79,364
2011,2,80,364
2011,2,81,364
2011,2,82,364
2011,2,83,364
2011,2,84,364
2011,2,85,364
