order_no,issued_date,revoked_date,area_closed,year_issued,year_revoked
PTN-2008-367,2008-12-09,2009-01-05,7,2008.0,2009.0
PTN-2008-367,2008-12-09,2009-01-05,8,2008.0,2009.0
PTN-2008-367,2008-12-09,2009-01-05,9,2008.0,2009.0
PTN-2008-367,2008-12-09,2009-01-05,10,2008.0,2009.0
PTN-2008-368,2008-12-09,2009-01-23,7,2008.0,2009.0
PTN-2008-370,2008-12-12,2009-04-01,12,2008.0,2009.0
PTN-2008-371,2008-12-12,2009-04-01,12,2008.0,2009.0
PTN-2008-372,2008-12-12,2009-02-10,26,2008.0,2009.0
PTN-2008-373,2008-12-12,2009-02-10,26,2008.0,2009.0
PTN-2009-115,2009-05-29,2010-03-02,15,2009.0,2010.0
PTN-2009-115,2009-05-29,2010-03-02,16,2009.0,2010.0
PSN-2009-124,2009-06-05,2012-01-31,19,2009.0,2012.0
PSN-2009-125,2009-06-05,2010-11-08,29,2009.0,2010.0
PSN-2009-132,2009-06-15,2010-05-18,17,2009.0,2010.0
PSN-2009-137,2009-06-22,2010-12-20,25,2009.0,2010.0
PTN-2009-143,2009-06-26,2010-02-19,13,2009.0,2010.0
PTN-2009-143,2009-06-26,2010-02-19,14,2009.0,2010.0
PTN-2009-143,2009-06-26,2010-02-19,15,2009.0,2010.0
PTN-2009-143,2009-06-26,2010-02-19,16,2009.0,2010.0
PTN-2009-143,2009-06-26,2010-02-19,17,2009.0,2010.0
PTN-2009-143,2009-06-26,2010-02-19,18,2009.0,2010.0
PTN-2009-143,2009-06-26,2010-02-19,19,2009.0,2010.0
PTN-2009-143,2009-06-26,2010-02-19,20,2009.0,2010.0
PTN-2009-143,2009-06-26,2010-02-19,21,2009.0,2010.0
PTN-2009-143,2009-06-26,2010-02-19,22,2009.0,2010.0
PTN-2009-143,2009-06-26,2010-02-19,23,2009.0,2010.0
PTN-2009-143,2009-06-26,2010-02-19,24,2009.0,2010.0
PTN-2009-143,2009-06-26,2010-02-19,25,2009.0,2010.0
PTN-2009-143,2009-06-26,2010-02-19,26,2009.0,2010.0
PTN-2009-143,2009-06-26,2010-02-19,27,2009.0,2010.0
PTN-2009-143,2009-06-26,2010-02-19,28,2009.0,2010.0
PTN-2009-143,2009-06-26,2010-02-19,29,2009.0,2010.0
PSN-2009-150,2009-07-08,2010-11-17,20,2009.0,2010.0
PTN-2009-174,2009-07-31,2010-07-15,27,2009.0,2010.0
PTN-2009-207,2009-10-05,2010-06-17,19,2009.0,2010.0
PTN-2009-208,2009-10-05,2010-06-16,19,2009.0,2010.0
PTN-2009-218,2009-10-13,2011-01-19,11,2009.0,2011.0
PTN-2009-218,2009-10-13,2011-01-19,101,2009.0,2011.0
PTN-2009-218,2009-10-13,2011-01-19,102,2009.0,2011.0
PTN-2009-218,2009-10-13,2011-01-19,103,2009.0,2011.0
PTN-2009-218,2009-10-13,2011-01-19,104,2009.0,2011.0
PTN-2009-218,2009-10-13,2011-01-19,105,2009.0,2011.0
PTN-2009-218,2009-10-13,2011-01-19,106,2009.0,2011.0
PTN-2009-218,2009-10-13,2011-01-19,107,2009.0,2011.0
PTN-2009-218,2009-10-13,2011-01-19,108,2009.0,2011.0
PTN-2009-218,2009-10-13,2011-01-19,109,2009.0,2011.0
PTN-2009-218,2009-10-13,2011-01-19,110,2009.0,2011.0
PTN-2009-218,2009-10-13,2011-01-19,111,2009.0,2011.0
PTN-2009-218,2009-10-13,2011-01-19,121,2009.0,2011.0
PTN-2009-218,2009-10-13,2011-01-19,123,2009.0,2011.0
PTN-2009-218,2009-10-13,2011-01-19,124,2009.0,2011.0
PTN-2009-218,2009-10-13,2011-01-19,125,2009.0,2011.0
PTN-2009-218,2009-10-13,2011-01-19,126,2009.0,2011.0
PTN-2009-218,2009-10-13,2011-01-19,127,2009.0,2011.0
PTN-2009-218,2009-10-13,2011-01-19,130,2009.0,2011.0
PTN-2009-218,2009-10-13,2011-01-19,142,2009.0,2011.0
PTN-2009-219,2009-10-13,2010-12-10,1,2009.0,2010.0
PTN-2009-221,2009-10-16,2010-01-26,18,2009.0,2010.0
PTN-2009-230,2009-10-30,2010-02-11,13,2009.0,2010.0
PTN-2009-231,2009-10-30,2010-07-15,29,2009.0,2010.0
PTN-2009-233,2009-10-30,2010-01-08,13,2009.0,2010.0
PTN-2009-233,2009-10-30,2010-01-08,29,2009.0,2010.0
PSN-2009-243,2009-11-17,2010-11-08,13,2009.0,2010.0
PSN-2009-244,2009-11-17,2010-05-18,15,2009.0,2010.0
PSN-2009-245,2009-11-17,2010-05-18,18,2009.0,2010.0
PSN-2009-246,2009-11-17,2010-05-18,23,2009.0,2010.0
PSN-2009-247,2009-11-17,2011-04-29,26,2009.0,2011.0
PTN-2009-262,2009-11-25,2010-10-06,15,2009.0,2010.0
PTN-2009-263,2009-11-25,2011-01-19,15,2009.0,2011.0
PTN-2009-266,2009-11-27,2010-02-11,12,2009.0,2010.0
PTN-2009-267,2009-11-27,2010-04-01,12,2009.0,2010.0
PTN-2009-276,2009-12-04,2010-03-04,24,2009.0,2010.0
PTN-2009-281,2009-12-08,2010-01-15,2,2009.0,2010.0
PTN-2009-282,2009-12-08,2010-01-15,2,2009.0,2010.0
PSN-2009-283,2009-12-09,2010-05-18,14,2009.0,2010.0
PSN-2009-283,2009-12-09,2010-05-18,83,2009.0,2010.0
PTN-2009-284,2009-12-11,2010-01-22,1,2009.0,2010.0
PTN-2009-287,2009-12-11,2010-01-08,23,2009.0,2010.0
PTN-2009-288,2009-12-11,2010-01-08,23,2009.0,2010.0
PTN-2009-290,2009-12-11,2010-01-08,25,2009.0,2010.0
PTN-2009-291,2009-12-11,2010-01-08,25,2009.0,2010.0
PTN-2009-293,2009-12-18,2010-01-08,3,2009.0,2010.0
PTN-2009-293,2009-12-18,2010-01-08,4,2009.0,2010.0
PTN-2009-293,2009-12-18,2010-01-08,5,2009.0,2010.0
PTN-2009-293,2009-12-18,2010-01-08,6,2009.0,2010.0
PTN-2009-293,2009-12-18,2010-01-08,7,2009.0,2010.0
PTN-2009-293,2009-12-18,2010-01-08,8,2009.0,2010.0
PTN-2009-293,2009-12-18,2010-01-08,9,2009.0,2010.0
PTN-2009-293,2009-12-18,2010-01-08,10,2009.0,2010.0
PTN-2009-294,2009-12-18,2010-01-08,7,2009.0,2010.0
PTN-2009-294,2009-12-18,2010-01-08,17,2009.0,2010.0
PTN-2009-295,2009-12-18,2010-01-22,7,2009.0,2010.0
PTN-2009-296,2009-12-18,2010-01-22,7,2009.0,2010.0
PTN-2009-297,2009-12-18,2010-04-19,26,2009.0,2010.0
PTN-2009-298,2009-12-18,2010-04-19,26,2009.0,2010.0
PTN-2009-299,2009-12-18,2010-01-08,12,2009.0,2010.0
PTN-2009-299,2009-12-18,2010-01-08,13,2009.0,2010.0
PTN-2009-299,2009-12-18,2010-01-08,14,2009.0,2010.0
PTN-2009-299,2009-12-18,2010-01-08,15,2009.0,2010.0
PTN-2009-299,2009-12-18,2010-01-08,16,2009.0,2010.0
PTN-2009-299,2009-12-18,2010-01-08,17,2009.0,2010.0
PTN-2009-299,2009-12-18,2010-01-08,18,2009.0,2010.0
PTN-2009-299,2009-12-18,2010-01-08,19,2009.0,2010.0
PTN-2009-299,2009-12-18,2010-01-08,20,2009.0,2010.0
PTN-2009-299,2009-12-18,2010-01-08,21,2009.0,2010.0
PTN-2009-299,2009-12-18,2010-01-08,22,2009.0,2010.0
PTN-2009-299,2009-12-18,2010-01-08,23,2009.0,2010.0
PTN-2009-299,2009-12-18,2010-01-08,24,2009.0,2010.0
PTN-2009-299,2009-12-18,2010-01-08,25,2009.0,2010.0
PTN-2009-299,2009-12-18,2010-01-08,26,2009.0,2010.0
PTN-2009-299,2009-12-18,2010-01-08,27,2009.0,2010.0
PTN-2009-299,2009-12-18,2010-01-08,28,2009.0,2010.0
PTN-2009-299,2009-12-18,2010-01-08,29,2009.0,2010.0
PTN-2009-301,2009-12-23,2010-02-26,24,2009.0,2010.0
PTN-2010-12,2010-01-15,2011-01-19,21,2010.0,2011.0
PTN-2010-12,2010-01-15,2011-01-19,22,2010.0,2011.0
PTN-2010-15,2010-01-15,2011-01-19,16,2010.0,2011.0
PTN-2010-24,2010-01-15,2011-01-19,28,2010.0,2011.0
PSN-2010-25,2010-01-15,2011-04-29,27,2010.0,2011.0
PSN-2010-26,2010-01-15,2012-01-31,4,2010.0,2012.0
PSN-2010-29,2010-01-15,2012-01-31,28,2010.0,2012.0
PSN-2010-30,2010-01-15,2012-01-31,3,2010.0,2012.0
PTN-2010-63,2010-02-19,2011-01-19,13,2010.0,2011.0
PTN-2010-63,2010-02-19,2011-01-19,14,2010.0,2011.0
PTN-2010-63,2010-02-19,2011-01-19,15,2010.0,2011.0
PTN-2010-63,2010-02-19,2011-01-19,16,2010.0,2011.0
PTN-2010-63,2010-02-19,2011-01-19,17,2010.0,2011.0
PTN-2010-63,2010-02-19,2011-01-19,18,2010.0,2011.0
PTN-2010-63,2010-02-19,2011-01-19,19,2010.0,2011.0
PTN-2010-63,2010-02-19,2011-01-19,20,2010.0,2011.0
PTN-2010-63,2010-02-19,2011-01-19,21,2010.0,2011.0
PTN-2010-63,2010-02-19,2011-01-19,22,2010.0,2011.0
PTN-2010-63,2010-02-19,2011-01-19,23,2010.0,2011.0
PTN-2010-63,2010-02-19,2011-01-19,24,2010.0,2011.0
PTN-2010-63,2010-02-19,2011-01-19,25,2010.0,2011.0
PTN-2010-63,2010-02-19,2011-01-19,26,2010.0,2011.0
PTN-2010-63,2010-02-19,2011-01-19,27,2010.0,2011.0
PTN-2010-63,2010-02-19,2011-01-19,28,2010.0,2011.0
PTN-2010-63,2010-02-19,2011-01-19,29,2010.0,2011.0
PSN-2010-125,2010-05-06,2011-04-29,12,2010.0,2011.0
PSN-2010-158,2010-05-31,2011-11-18,15,2010.0,2011.0
PTN-2010-215,2010-07-21,2011-01-21,29,2010.0,2011.0
PTN-2010-233,2010-08-18,2011-01-21,18,2010.0,2011.0
PTN-2010-252,2010-08-26,2011-01-21,13,2010.0,2011.0
PTN-2010-267,2010-09-02,2011-01-07,18,2010.0,2011.0
PTN-2010-268,2010-09-02,2011-01-07,18,2010.0,2011.0
PSN-2010-281,2010-09-24,2011-01-11,23,2010.0,2011.0
PTN-2010-286,2010-09-29,2011-01-14,27,2010.0,2011.0
PTN-2010-287,2010-09-29,2011-01-14,27,2010.0,2011.0
PTN-2010-290,2010-09-30,2011-01-21,2,2010.0,2011.0
PTN-2010-291,2010-09-30,2011-01-21,2,2010.0,2011.0
PTN-2010-299,2010-10-13,2011-01-21,16,2010.0,2011.0
PTN-2010-300,2010-10-15,2011-01-07,3,2010.0,2011.0
PTN-2010-300,2010-10-15,2011-01-07,4,2010.0,2011.0
PTN-2010-300,2010-10-15,2011-01-07,5,2010.0,2011.0
PTN-2010-300,2010-10-15,2011-01-07,6,2010.0,2011.0
PTN-2010-301,2010-10-15,2011-01-07,6,2010.0,2011.0
PTN-2010-302,2010-10-15,2011-01-21,16,2010.0,2011.0
PTN-2010-303,2010-10-18,2011-01-21,8,2010.0,2011.0
PTN-2010-304,2010-10-18,2011-01-21,9,2010.0,2011.0
PTN-2010-305,2010-10-18,2011-01-21,10,2010.0,2011.0
PTN-2010-308,2010-10-22,2011-01-21,19,2010.0,2011.0
PTN-2010-309,2010-10-22,2011-01-24,19,2010.0,2011.0
PTN-2010-319,2010-10-29,2011-01-24,12,2010.0,2011.0
PTN-2010-319,2010-10-29,2011-01-24,13,2010.0,2011.0
PTN-2010-319,2010-10-29,2011-01-24,14,2010.0,2011.0
PTN-2010-319,2010-10-29,2011-01-24,15,2010.0,2011.0
PTN-2010-319,2010-10-29,2011-01-24,16,2010.0,2011.0
PTN-2010-319,2010-10-29,2011-01-24,17,2010.0,2011.0
PTN-2010-319,2010-10-29,2011-01-24,18,2010.0,2011.0
PTN-2010-319,2010-10-29,2011-01-24,19,2010.0,2011.0
PTN-2010-319,2010-10-29,2011-01-24,20,2010.0,2011.0
PTN-2010-319,2010-10-29,2011-01-24,21,2010.0,2011.0
PTN-2010-319,2010-10-29,2011-01-24,22,2010.0,2011.0
PTN-2010-319,2010-10-29,2011-01-24,23,2010.0,2011.0
PTN-2010-319,2010-10-29,2011-01-24,24,2010.0,2011.0
PTN-2010-319,2010-10-29,2011-01-24,25,2010.0,2011.0
PTN-2010-319,2010-10-29,2011-01-24,26,2010.0,2011.0
PTN-2010-319,2010-10-29,2011-01-24,27,2010.0,2011.0
PTN-2010-319,2010-10-29,2011-01-24,28,2010.0,2011.0
PTN-2010-319,2010-10-29,2011-01-24,29,2010.0,2011.0
PSN-2010-323,2010-11-08,2013-02-05,13,2010.0,2013.0
PSN-2010-324,2010-11-08,2011-04-29,16,2010.0,2011.0
PSN-2010-325,2010-11-08,2011-11-18,17,2010.0,2011.0
PSN-2010-326,2010-11-08,2012-01-31,24,2010.0,2012.0
PSN-2010-327,2010-11-08,2011-11-18,29,2010.0,2011.0
PTN-2010-331,2010-11-10,2011-01-24,15,2010.0,2011.0
PTN-2010-332,2010-11-10,2011-01-24,15,2010.0,2011.0
PTN-2010-333,2010-11-17,2011-01-07,12,2010.0,2011.0
PTN-2010-334,2010-11-17,2011-01-07,12,2010.0,2011.0
PSN-2010-335,2010-11-17,2012-04-27,14,2010.0,2012.0
PSN-2010-336,2010-11-17,2011-01-10,20,2010.0,2011.0
PTN-2010-339,2010-11-26,2011-01-24,23,2010.0,2011.0
PTN-2010-340,2010-11-26,2011-01-14,23,2010.0,2011.0
PTN-2010-341,2010-11-26,2011-01-24,25,2010.0,2011.0
PTN-2010-342,2010-11-26,2011-01-24,25,2010.0,2011.0
PTN-2010-344,2010-12-03,2011-01-24,26,2010.0,2011.0
PTN-2010-345,2010-12-03,2011-01-24,26,2010.0,2011.0
PTN-2010-349,2010-12-07,2011-01-24,24,2010.0,2011.0
PTN-2010-350,2010-12-07,2011-01-24,24,2010.0,2011.0
PTN-2010-351,2010-12-07,2011-01-24,24,2010.0,2011.0
PTN-2010-352,2010-12-07,2011-01-24,24,2010.0,2011.0
PTN-2010-354,2010-12-10,2011-01-19,1,2010.0,2011.0
PTN-2010-362,2010-12-15,2011-01-17,7,2010.0,2011.0
PTN-2010-363,2010-12-15,2011-01-17,7,2010.0,2011.0
PSN-2011-6,2011-01-10,2014-05-21,20,2011.0,2014.0
PSN-2011-6,2011-01-10,2014-05-21,3,2011.0,2014.0
PSN-2011-6,2011-01-10,2014-05-21,000,2011.0,2014.0
PSN-2011-6,2011-01-10,2014-05-21,4,2011.0,2014.0
PSN-2011-6,2011-01-10,2014-05-21,850,2011.0,2014.0
PTN-2011-35,2011-01-21,2012-08-10,9,2011.0,2012.0
PTN-2011-36,2011-01-21,2012-08-10,10,2011.0,2012.0
PTN-2011-91,2011-03-10,2012-11-29,6,2011.0,2012.0
PTN-2011-114,2011-04-21,2012-06-08,27,2011.0,2012.0
PSN-2011-121,2011-04-29,2012-12-03,26,2011.0,2012.0
PSN-2011-122,2011-04-29,2012-12-03,27,2011.0,2012.0
PSN-2011-139,2011-06-01,2013-05-07,18,2011.0,2013.0
PTN-2011-162,2011-06-15,2012-02-09,19,2011.0,2012.0
PTN-2011-189,2011-07-06,2012-02-02,26,2011.0,2012.0
PTN-2011-190,2011-07-07,2012-01-06,1,2011.0,2012.0
PTN-2011-202,2011-07-11,2012-01-06,24,2011.0,2012.0
PTN-2011-230,2011-08-09,2012-06-05,16,2011.0,2012.0
PTN-2011-233,2011-08-10,2012-04-19,16,2011.0,2012.0
PTN-2011-244,2011-08-31,2012-02-09,13,2011.0,2012.0
PTN-2011-258,2011-09-30,2012-01-05,5,2011.0,2012.0
PTN-2011-259,2011-09-30,2012-01-05,5,2011.0,2012.0
PTN-2011-264,2011-10-07,2012-01-31,23,2011.0,2012.0
PTN-2011-273,2011-10-14,2012-06-13,14,2011.0,2012.0
PTN-2011-274,2011-10-14,2012-04-19,16,2011.0,2012.0
PTN-2011-275,2011-10-14,2012-04-27,16,2011.0,2012.0
PTN-2011-277,2011-10-14,2013-03-01,29,2011.0,2013.0
PTN-2011-283,2011-10-19,2013-05-21,13,2011.0,2013.0
PTN-2011-283,2011-10-19,2013-05-21,14,2011.0,2013.0
PTN-2011-283,2011-10-19,2013-05-21,15,2011.0,2013.0
PTN-2011-283,2011-10-19,2013-05-21,16,2011.0,2013.0
PTN-2011-283,2011-10-19,2013-05-21,17,2011.0,2013.0
PTN-2011-283,2011-10-19,2013-05-21,18,2011.0,2013.0
PTN-2011-283,2011-10-19,2013-05-21,19,2011.0,2013.0
PTN-2011-283,2011-10-19,2013-05-21,20,2011.0,2013.0
PTN-2011-283,2011-10-19,2013-05-21,21,2011.0,2013.0
PTN-2011-283,2011-10-19,2013-05-21,22,2011.0,2013.0
PTN-2011-283,2011-10-19,2013-05-21,23,2011.0,2013.0
PTN-2011-283,2011-10-19,2013-05-21,24,2011.0,2013.0
PTN-2011-283,2011-10-19,2013-05-21,25,2011.0,2013.0
PTN-2011-283,2011-10-19,2013-05-21,26,2011.0,2013.0
PTN-2011-283,2011-10-19,2013-05-21,27,2011.0,2013.0
PTN-2011-283,2011-10-19,2013-05-21,28,2011.0,2013.0
PTN-2011-283,2011-10-19,2013-05-21,29,2011.0,2013.0
PSN-2011-287,2011-11-18,2012-12-03,15,2011.0,2012.0
PSN-2011-288,2011-11-18,2012-12-03,16,2011.0,2012.0
PSN-2011-289,2011-11-18,2012-01-31,29,2011.0,2012.0
PSN-2011-290,2011-11-18,2013-05-07,17,2011.0,2013.0
PSN-2011-291,2011-11-18,2012-01-31,25,2011.0,2012.0
PTN-2011-303,2011-11-04,2012-06-13,14,2011.0,2012.0
PSN-2011-304,2011-11-16,2012-01-31,23,2011.0,2012.0
PTN-2011-305,2011-11-10,2012-01-06,1,2011.0,2012.0
PTN-2011-310,2011-11-14,2012-01-31,23,2011.0,2012.0
PTN-2011-312,2011-11-17,2012-01-12,2,2011.0,2012.0
PTN-2011-313,2011-11-17,2012-01-12,2,2011.0,2012.0
PTN-2011-320,2011-11-18,2012-05-02,25,2011.0,2012.0
PTN-2011-321,2011-11-18,2012-05-02,25,2011.0,2012.0
PTN-2011-322,2011-11-18,2012-01-20,12,2011.0,2012.0
PTN-2011-323,2011-11-18,2012-01-18,12,2011.0,2012.0
PTN-2011-324,2011-11-18,2012-01-31,23,2011.0,2012.0
PTN-2011-325,2011-11-18,2012-09-10,23,2011.0,2012.0
PTN-2011-330,2011-11-18,2012-06-29,101,2011.0,2012.0
PTN-2011-330,2011-11-18,2012-06-29,102,2011.0,2012.0
PTN-2011-330,2011-11-18,2012-06-29,103,2011.0,2012.0
PTN-2011-330,2011-11-18,2012-06-29,104,2011.0,2012.0
PTN-2011-330,2011-11-18,2012-06-29,105,2011.0,2012.0
PTN-2011-330,2011-11-18,2012-06-29,106,2011.0,2012.0
PTN-2011-330,2011-11-18,2012-06-29,107,2011.0,2012.0
PTN-2011-330,2011-11-18,2012-06-29,108,2011.0,2012.0
PTN-2011-330,2011-11-18,2012-06-29,109,2011.0,2012.0
PTN-2011-330,2011-11-18,2012-06-29,110,2011.0,2012.0
PTN-2011-330,2011-11-18,2012-06-29,130,2011.0,2012.0
PTN-2011-330,2011-11-18,2012-06-29,142,2011.0,2012.0
PTN-2011-331,2011-11-21,2012-04-26,17,2011.0,2012.0
PSN-2011-334,2011-11-23,2012-01-11,12,2011.0,2012.0
PTN-2011-341,2011-11-25,2012-04-13,17,2011.0,2012.0
PTN-2011-342,2011-11-25,2012-04-13,17,2011.0,2012.0
PTN-2011-345,2011-12-06,2012-02-28,12,2011.0,2012.0
PTN-2011-345,2011-12-06,2012-02-28,13,2011.0,2012.0
PTN-2011-345,2011-12-06,2012-02-28,14,2011.0,2012.0
PTN-2011-345,2011-12-06,2012-02-28,15,2011.0,2012.0
PTN-2011-345,2011-12-06,2012-02-28,16,2011.0,2012.0
PTN-2011-345,2011-12-06,2012-02-28,17,2011.0,2012.0
PTN-2011-345,2011-12-06,2012-02-28,18,2011.0,2012.0
PTN-2011-345,2011-12-06,2012-02-28,19,2011.0,2012.0
PTN-2011-345,2011-12-06,2012-02-28,20,2011.0,2012.0
PTN-2011-345,2011-12-06,2012-02-28,21,2011.0,2012.0
PTN-2011-345,2011-12-06,2012-02-28,22,2011.0,2012.0
PTN-2011-345,2011-12-06,2012-02-28,23,2011.0,2012.0
PTN-2011-345,2011-12-06,2012-02-28,24,2011.0,2012.0
PTN-2011-345,2011-12-06,2012-02-28,25,2011.0,2012.0
PTN-2011-345,2011-12-06,2012-02-28,26,2011.0,2012.0
PTN-2011-345,2011-12-06,2012-02-28,27,2011.0,2012.0
PTN-2011-345,2011-12-06,2012-02-28,28,2011.0,2012.0
PTN-2011-345,2011-12-06,2012-02-28,29,2011.0,2012.0
PTN-2011-347,2011-12-09,2012-02-09,13,2011.0,2012.0
PTN-2011-348,2011-12-09,2012-02-09,13,2011.0,2012.0
PTN-2011-351,2011-12-09,2012-04-19,18,2011.0,2012.0
PTN-2011-352,2011-12-09,2012-04-19,18,2011.0,2012.0
PTN-2011-355,2011-12-14,2012-02-16,15,2011.0,2012.0
PTN-2011-356,2011-12-14,2012-03-09,15,2011.0,2012.0
PTN-2011-357,2011-12-14,2014-12-18,3,2011.0,2014.0
PTN-2011-359,2011-12-19,2012-01-25,7,2011.0,2012.0
PTN-2011-360,2011-12-19,2012-01-25,7,2011.0,2012.0
PTN-2011-361,2011-12-19,2012-03-26,15,2011.0,2012.0
PSN-2011-F-362,2011-12-22,2012-01-31,13,2011.0,2012.0
PSN-2011-F-362,2011-12-22,2012-01-31,15,2011.0,2012.0
PSN-2011-F-362,2011-12-22,2012-01-31,16,2011.0,2012.0
PSN-2011-F-362,2011-12-22,2012-01-31,23,2011.0,2012.0
PSN-2011-F-362,2011-12-22,2012-01-31,24,2011.0,2012.0
PSN-2011-F-362,2011-12-22,2012-01-31,25,2011.0,2012.0
PTN-2011-363,2011-12-28,2012-01-05,24,2011.0,2012.0
PTN-2011-364,2011-12-28,2012-01-05,24,2011.0,2012.0
PTN-2011-365,2011-12-28,2012-01-06,24,2011.0,2012.0
PTN-2012-7,2012-01-06,2011-01-11,24,2012.0,2011.0
PTN-2012-8,2012-01-06,2011-01-11,24,2012.0,2011.0
PTN-2012-9,2012-01-06,2011-01-11,24,2012.0,2011.0
PTN-2012-10,2012-01-06,2011-01-11,24,2012.0,2011.0
PTN-2012-11,2011-01-11,2012-02-13,24,2011.0,2012.0
PTN-2012-12,2011-01-11,2012-02-13,24,2011.0,2012.0
PTN-2012-13,2011-01-11,2012-03-22,24,2011.0,2012.0
PTN-2012-14,2011-01-11,2012-03-22,24,2011.0,2012.0
PSN-2012-15,2011-01-11,2012-05-10,12,2011.0,2012.0
PSN-2012-24,2012-01-31,2014-05-21,3,2012.0,2014.0
PSN-2012-26,2012-01-31,2014-05-21,19,2012.0,2014.0
PSN-2012-27,2012-01-31,2014-05-21,23,2012.0,2014.0
PSN-2012-29,2012-05-01,2014-05-21,28,2012.0,2014.0
PSN-2012-30,2012-05-01,2014-05-21,29,2012.0,2014.0
PSN-2012-F-119,2012-04-17,2013-05-29,15,2012.0,2013.0
PSN-2012-155,2012-05-11,2014-02-17,14,2012.0,2014.0
PSN-2012-156,2012-05-11,2014-03-07,24,2012.0,2014.0
PSN-2012-181,2012-06-01,2014-05-21,25,2012.0,2014.0
