rgn_id,year,stock,C_Ct
1,2013,CH AABM WCVI,1.56693
2,2013,CH AABM WCVI,1.56693
3,2013,CH AABM WCVI,1.56693
4,2013,CH AABM WCVI,1.56693
5,2013,CH AABM WCVI,1.56693
6,2013,CH AABM WCVI,1.56693
8,2013,CH AABM WCVI,1.56693
1,2014,CH AABM WCVI,1.01752
2,2014,CH AABM WCVI,1.01752
3,2014,CH AABM WCVI,1.01752
4,2014,CH AABM WCVI,1.01752
5,2014,CH AABM WCVI,1.01752
6,2014,CH AABM WCVI,1.01752
8,2014,CH AABM WCVI,1.01752
1,2015,CH AABM WCVI,1.53985
2,2015,CH AABM WCVI,1.53985
3,2015,CH AABM WCVI,1.53985
4,2015,CH AABM WCVI,1.53985
5,2015,CH AABM WCVI,1.53985
6,2015,CH AABM WCVI,1.53985
8,2015,CH AABM WCVI,1.53985
1,2016,CH AABM WCVI,1.05221
2,2016,CH AABM WCVI,1.05221
3,2016,CH AABM WCVI,1.05221
4,2016,CH AABM WCVI,1.05221
5,2016,CH AABM WCVI,1.05221
6,2016,CH AABM WCVI,1.05221
8,2016,CH AABM WCVI,1.05221
1,2006,FRS ES,NA
2,2006,FRS ES,NA
3,2006,FRS ES,NA
4,2006,FRS ES,NA
5,2006,FRS ES,NA
6,2006,FRS ES,NA
8,2006,FRS ES,NA
1,2007,FRS ES,1.66667
2,2007,FRS ES,1.66667
3,2007,FRS ES,1.66667
4,2007,FRS ES,1.66667
5,2007,FRS ES,1.66667
6,2007,FRS ES,1.66667
8,2007,FRS ES,1.66667
1,2008,FRS ES,1.25
2,2008,FRS ES,1.25
3,2008,FRS ES,1.25
4,2008,FRS ES,1.25
5,2008,FRS ES,1.25
6,2008,FRS ES,1.25
8,2008,FRS ES,1.25
1,2009,FRS ES,1
2,2009,FRS ES,1
3,2009,FRS ES,1
4,2009,FRS ES,1
5,2009,FRS ES,1
6,2009,FRS ES,1
8,2009,FRS ES,1
1,2010,FRS ES,1.66667
2,2010,FRS ES,1.66667
3,2010,FRS ES,1.66667
4,2010,FRS ES,1.66667
5,2010,FRS ES,1.66667
6,2010,FRS ES,1.66667
8,2010,FRS ES,1.66667
1,2011,FRS ES,1.25
2,2011,FRS ES,1.25
3,2011,FRS ES,1.25
4,2011,FRS ES,1.25
5,2011,FRS ES,1.25
6,2011,FRS ES,1.25
8,2011,FRS ES,1.25
1,2012,FRS ES,2
2,2012,FRS ES,2
3,2012,FRS ES,2
4,2012,FRS ES,2
5,2012,FRS ES,2
6,2012,FRS ES,2
8,2012,FRS ES,2
1,2013,FRS ES,1.66667
2,2013,FRS ES,1.66667
3,2013,FRS ES,1.66667
4,2013,FRS ES,1.66667
5,2013,FRS ES,1.66667
6,2013,FRS ES,1.66667
8,2013,FRS ES,1.66667
1,2014,FRS ES,0.76923
2,2014,FRS ES,0.76923
3,2014,FRS ES,0.76923
4,2014,FRS ES,0.76923
5,2014,FRS ES,0.76923
6,2014,FRS ES,0.76923
8,2014,FRS ES,0.76923
1,2015,FRS ES,NA
2,2015,FRS ES,NA
3,2015,FRS ES,NA
4,2015,FRS ES,NA
5,2015,FRS ES,NA
6,2015,FRS ES,NA
8,2015,FRS ES,NA
1,2006,FRS ESum,NA
2,2006,FRS ESum,NA
3,2006,FRS ESum,NA
4,2006,FRS ESum,NA
5,2006,FRS ESum,NA
6,2006,FRS ESum,NA
8,2006,FRS ESum,NA
1,2007,FRS ESum,0
2,2007,FRS ESum,0
3,2007,FRS ESum,0
4,2007,FRS ESum,0
5,2007,FRS ESum,0
6,2007,FRS ESum,0
8,2007,FRS ESum,0
1,2008,FRS ESum,2
2,2008,FRS ESum,2
3,2008,FRS ESum,2
4,2008,FRS ESum,2
5,2008,FRS ESum,2
6,2008,FRS ESum,2
8,2008,FRS ESum,2
1,2009,FRS ESum,0
2,2009,FRS ESum,0
3,2009,FRS ESum,0
4,2009,FRS ESum,0
5,2009,FRS ESum,0
6,2009,FRS ESum,0
8,2009,FRS ESum,0
1,2010,FRS ESum,1.39394
2,2010,FRS ESum,1.39394
3,2010,FRS ESum,1.39394
4,2010,FRS ESum,1.39394
5,2010,FRS ESum,1.39394
6,2010,FRS ESum,1.39394
8,2010,FRS ESum,1.39394
1,2011,FRS ESum,1.29412
2,2011,FRS ESum,1.29412
3,2011,FRS ESum,1.29412
4,2011,FRS ESum,1.29412
5,2011,FRS ESum,1.29412
6,2011,FRS ESum,1.29412
8,2011,FRS ESum,1.29412
1,2012,FRS ESum,2.66667
2,2012,FRS ESum,2.66667
3,2012,FRS ESum,2.66667
4,2012,FRS ESum,2.66667
5,2012,FRS ESum,2.66667
6,2012,FRS ESum,2.66667
8,2012,FRS ESum,2.66667
1,2013,FRS ESum,2.54545
2,2013,FRS ESum,2.54545
3,2013,FRS ESum,2.54545
4,2013,FRS ESum,2.54545
5,2013,FRS ESum,2.54545
6,2013,FRS ESum,2.54545
8,2013,FRS ESum,2.54545
1,2014,FRS ESum,1.08696
2,2014,FRS ESum,1.08696
3,2014,FRS ESum,1.08696
4,2014,FRS ESum,1.08696
5,2014,FRS ESum,1.08696
6,2014,FRS ESum,1.08696
8,2014,FRS ESum,1.08696
1,2015,FRS ESum,NA
2,2015,FRS ESum,NA
3,2015,FRS ESum,NA
4,2015,FRS ESum,NA
5,2015,FRS ESum,NA
6,2015,FRS ESum,NA
8,2015,FRS ESum,NA
1,2005,FRS Sum,1.94643
2,2005,FRS Sum,1.94643
3,2005,FRS Sum,1.94643
4,2005,FRS Sum,1.94643
5,2005,FRS Sum,1.94643
6,2005,FRS Sum,1.94643
8,2005,FRS Sum,1.94643
1,2006,FRS Sum,0.12656
2,2006,FRS Sum,0.12656
3,2006,FRS Sum,0.12656
4,2006,FRS Sum,0.12656
5,2006,FRS Sum,0.12656
6,2006,FRS Sum,0.12656
8,2006,FRS Sum,0.12656
1,2007,FRS Sum,0.24426
2,2007,FRS Sum,0.24426
3,2007,FRS Sum,0.24426
4,2007,FRS Sum,0.24426
5,2007,FRS Sum,0.24426
6,2007,FRS Sum,0.24426
8,2007,FRS Sum,0.24426
1,2008,FRS Sum,1.15927
2,2008,FRS Sum,1.15927
3,2008,FRS Sum,1.15927
4,2008,FRS Sum,1.15927
5,2008,FRS Sum,1.15927
6,2008,FRS Sum,1.15927
8,2008,FRS Sum,1.15927
1,2009,FRS Sum,0
2,2009,FRS Sum,0
3,2009,FRS Sum,0
4,2009,FRS Sum,0
5,2009,FRS Sum,0
6,2009,FRS Sum,0
8,2009,FRS Sum,0
1,2010,FRS Sum,1.18451
2,2010,FRS Sum,1.18451
3,2010,FRS Sum,1.18451
4,2010,FRS Sum,1.18451
5,2010,FRS Sum,1.18451
6,2010,FRS Sum,1.18451
8,2010,FRS Sum,1.18451
1,2011,FRS Sum,1.1113
2,2011,FRS Sum,1.1113
3,2011,FRS Sum,1.1113
4,2011,FRS Sum,1.1113
5,2011,FRS Sum,1.1113
6,2011,FRS Sum,1.1113
8,2011,FRS Sum,1.1113
1,2012,FRS Sum,1.1306
2,2012,FRS Sum,1.1306
3,2012,FRS Sum,1.1306
4,2012,FRS Sum,1.1306
5,2012,FRS Sum,1.1306
6,2012,FRS Sum,1.1306
8,2012,FRS Sum,1.1306
1,2015,FRS Sum,0
2,2015,FRS Sum,0
3,2015,FRS Sum,0
4,2015,FRS Sum,0
5,2015,FRS Sum,0
6,2015,FRS Sum,0
8,2015,FRS Sum,0
1,2005,FRS Late,1.15226
2,2005,FRS Late,1.15226
3,2005,FRS Late,1.15226
4,2005,FRS Late,1.15226
5,2005,FRS Late,1.15226
6,2005,FRS Late,1.15226
8,2005,FRS Late,1.15226
1,2006,FRS Late,0.52246
2,2006,FRS Late,0.52246
3,2006,FRS Late,0.52246
4,2006,FRS Late,0.52246
5,2006,FRS Late,0.52246
6,2006,FRS Late,0.52246
8,2006,FRS Late,0.52246
1,2007,FRS Late,0
2,2007,FRS Late,0
3,2007,FRS Late,0
4,2007,FRS Late,0
5,2007,FRS Late,0
6,2007,FRS Late,0
8,2007,FRS Late,0
1,2008,FRS Late,1.26667
2,2008,FRS Late,1.26667
3,2008,FRS Late,1.26667
4,2008,FRS Late,1.26667
5,2008,FRS Late,1.26667
6,2008,FRS Late,1.26667
8,2008,FRS Late,1.26667
1,2009,FRS Late,4.44444
2,2009,FRS Late,4.44444
3,2009,FRS Late,4.44444
4,2009,FRS Late,4.44444
5,2009,FRS Late,4.44444
6,2009,FRS Late,4.44444
8,2009,FRS Late,4.44444
1,2010,FRS Late,1.17242
2,2010,FRS Late,1.17242
3,2010,FRS Late,1.17242
4,2010,FRS Late,1.17242
5,2010,FRS Late,1.17242
6,2010,FRS Late,1.17242
8,2010,FRS Late,1.17242
1,2011,FRS Late,1.59376
2,2011,FRS Late,1.59376
3,2011,FRS Late,1.59376
4,2011,FRS Late,1.59376
5,2011,FRS Late,1.59376
6,2011,FRS Late,1.59376
8,2011,FRS Late,1.59376
1,2012,FRS Late,0
2,2012,FRS Late,0
3,2012,FRS Late,0
4,2012,FRS Late,0
5,2012,FRS Late,0
6,2012,FRS Late,0
8,2012,FRS Late,0
1,2015,FRS Late,0
2,2015,FRS Late,0
3,2015,FRS Late,0
4,2015,FRS Late,0
5,2015,FRS Late,0
6,2015,FRS Late,0
8,2015,FRS Late,0
1,2005,Pink FR,3.77216
2,2005,Pink FR,3.77216
3,2005,Pink FR,3.77216
4,2005,Pink FR,3.77216
5,2005,Pink FR,3.77216
6,2005,Pink FR,3.77216
8,2005,Pink FR,3.77216
1,2007,Pink FR,5.95309
2,2007,Pink FR,5.95309
3,2007,Pink FR,5.95309
4,2007,Pink FR,5.95309
5,2007,Pink FR,5.95309
6,2007,Pink FR,5.95309
8,2007,Pink FR,5.95309
1,2009,Pink FR,2.9578
2,2009,Pink FR,2.9578
3,2009,Pink FR,2.9578
4,2009,Pink FR,2.9578
5,2009,Pink FR,2.9578
6,2009,Pink FR,2.9578
8,2009,Pink FR,2.9578
1,2011,Pink FR,1.56477
2,2011,Pink FR,1.56477
3,2011,Pink FR,1.56477
4,2011,Pink FR,1.56477
5,2011,Pink FR,1.56477
6,2011,Pink FR,1.56477
8,2011,Pink FR,1.56477
1,2015,Pink FR,1.53358
2,2015,Pink FR,1.53358
3,2015,Pink FR,1.53358
4,2015,Pink FR,1.53358
5,2015,Pink FR,1.53358
6,2015,Pink FR,1.53358
8,2015,Pink FR,1.53358
1,2004,S Stikine - Tahltan,1.4276
2,2004,S Stikine - Tahltan,1.4276
3,2004,S Stikine - Tahltan,1.4276
4,2004,S Stikine - Tahltan,1.4276
5,2004,S Stikine - Tahltan,1.4276
6,2004,S Stikine - Tahltan,1.4276
8,2004,S Stikine - Tahltan,1.4276
1,2005,S Stikine - Tahltan,1.21248
2,2005,S Stikine - Tahltan,1.21248
3,2005,S Stikine - Tahltan,1.21248
4,2005,S Stikine - Tahltan,1.21248
5,2005,S Stikine - Tahltan,1.21248
6,2005,S Stikine - Tahltan,1.21248
8,2005,S Stikine - Tahltan,1.21248
1,2006,S Stikine - Tahltan,1.14059
2,2006,S Stikine - Tahltan,1.14059
3,2006,S Stikine - Tahltan,1.14059
4,2006,S Stikine - Tahltan,1.14059
5,2006,S Stikine - Tahltan,1.14059
6,2006,S Stikine - Tahltan,1.14059
8,2006,S Stikine - Tahltan,1.14059
1,2007,S Stikine - Tahltan,1.30847
2,2007,S Stikine - Tahltan,1.30847
3,2007,S Stikine - Tahltan,1.30847
4,2007,S Stikine - Tahltan,1.30847
5,2007,S Stikine - Tahltan,1.30847
6,2007,S Stikine - Tahltan,1.30847
8,2007,S Stikine - Tahltan,1.30847
1,2008,S Stikine - Tahltan,0.55336
2,2008,S Stikine - Tahltan,0.55336
3,2008,S Stikine - Tahltan,0.55336
4,2008,S Stikine - Tahltan,0.55336
5,2008,S Stikine - Tahltan,0.55336
6,2008,S Stikine - Tahltan,0.55336
8,2008,S Stikine - Tahltan,0.55336
1,2009,S Stikine - Tahltan,1.17083
2,2009,S Stikine - Tahltan,1.17083
3,2009,S Stikine - Tahltan,1.17083
4,2009,S Stikine - Tahltan,1.17083
5,2009,S Stikine - Tahltan,1.17083
6,2009,S Stikine - Tahltan,1.17083
8,2009,S Stikine - Tahltan,1.17083
1,2010,S Stikine - Tahltan,0.88797
2,2010,S Stikine - Tahltan,0.88797
3,2010,S Stikine - Tahltan,0.88797
4,2010,S Stikine - Tahltan,0.88797
5,2010,S Stikine - Tahltan,0.88797
6,2010,S Stikine - Tahltan,0.88797
8,2010,S Stikine - Tahltan,0.88797
1,2011,S Stikine - Tahltan,1.27069
2,2011,S Stikine - Tahltan,1.27069
3,2011,S Stikine - Tahltan,1.27069
4,2011,S Stikine - Tahltan,1.27069
5,2011,S Stikine - Tahltan,1.27069
6,2011,S Stikine - Tahltan,1.27069
8,2011,S Stikine - Tahltan,1.27069
1,2012,S Stikine - Tahltan,0.70571
2,2012,S Stikine - Tahltan,0.70571
3,2012,S Stikine - Tahltan,0.70571
4,2012,S Stikine - Tahltan,0.70571
5,2012,S Stikine - Tahltan,0.70571
6,2012,S Stikine - Tahltan,0.70571
8,2012,S Stikine - Tahltan,0.70571
1,2014,S Stikine - Tahltan,1.13171
2,2014,S Stikine - Tahltan,1.13171
3,2014,S Stikine - Tahltan,1.13171
4,2014,S Stikine - Tahltan,1.13171
5,2014,S Stikine - Tahltan,1.13171
6,2014,S Stikine - Tahltan,1.13171
8,2014,S Stikine - Tahltan,1.13171
1,2015,S Stikine - Tahltan,0.96193
2,2015,S Stikine - Tahltan,0.96193
3,2015,S Stikine - Tahltan,0.96193
4,2015,S Stikine - Tahltan,0.96193
5,2015,S Stikine - Tahltan,0.96193
6,2015,S Stikine - Tahltan,0.96193
8,2015,S Stikine - Tahltan,0.96193
1,2004,S Stikine - Non-Tahltan,1.4276
2,2004,S Stikine - Non-Tahltan,1.4276
3,2004,S Stikine - Non-Tahltan,1.4276
4,2004,S Stikine - Non-Tahltan,1.4276
5,2004,S Stikine - Non-Tahltan,1.4276
6,2004,S Stikine - Non-Tahltan,1.4276
8,2004,S Stikine - Non-Tahltan,1.4276
1,2005,S Stikine - Non-Tahltan,1.21248
2,2005,S Stikine - Non-Tahltan,1.21248
3,2005,S Stikine - Non-Tahltan,1.21248
4,2005,S Stikine - Non-Tahltan,1.21248
5,2005,S Stikine - Non-Tahltan,1.21248
6,2005,S Stikine - Non-Tahltan,1.21248
8,2005,S Stikine - Non-Tahltan,1.21248
1,2006,S Stikine - Non-Tahltan,1.14059
2,2006,S Stikine - Non-Tahltan,1.14059
3,2006,S Stikine - Non-Tahltan,1.14059
4,2006,S Stikine - Non-Tahltan,1.14059
5,2006,S Stikine - Non-Tahltan,1.14059
6,2006,S Stikine - Non-Tahltan,1.14059
8,2006,S Stikine - Non-Tahltan,1.14059
1,2007,S Stikine - Non-Tahltan,1.30847
2,2007,S Stikine - Non-Tahltan,1.30847
3,2007,S Stikine - Non-Tahltan,1.30847
4,2007,S Stikine - Non-Tahltan,1.30847
5,2007,S Stikine - Non-Tahltan,1.30847
6,2007,S Stikine - Non-Tahltan,1.30847
8,2007,S Stikine - Non-Tahltan,1.30847
1,2008,S Stikine - Non-Tahltan,0.55336
2,2008,S Stikine - Non-Tahltan,0.55336
3,2008,S Stikine - Non-Tahltan,0.55336
4,2008,S Stikine - Non-Tahltan,0.55336
5,2008,S Stikine - Non-Tahltan,0.55336
6,2008,S Stikine - Non-Tahltan,0.55336
8,2008,S Stikine - Non-Tahltan,0.55336
1,2009,S Stikine - Non-Tahltan,1.17083
2,2009,S Stikine - Non-Tahltan,1.17083
3,2009,S Stikine - Non-Tahltan,1.17083
4,2009,S Stikine - Non-Tahltan,1.17083
5,2009,S Stikine - Non-Tahltan,1.17083
6,2009,S Stikine - Non-Tahltan,1.17083
8,2009,S Stikine - Non-Tahltan,1.17083
1,2010,S Stikine - Non-Tahltan,0.88797
2,2010,S Stikine - Non-Tahltan,0.88797
3,2010,S Stikine - Non-Tahltan,0.88797
4,2010,S Stikine - Non-Tahltan,0.88797
5,2010,S Stikine - Non-Tahltan,0.88797
6,2010,S Stikine - Non-Tahltan,0.88797
8,2010,S Stikine - Non-Tahltan,0.88797
1,2011,S Stikine - Non-Tahltan,1.27069
2,2011,S Stikine - Non-Tahltan,1.27069
3,2011,S Stikine - Non-Tahltan,1.27069
4,2011,S Stikine - Non-Tahltan,1.27069
5,2011,S Stikine - Non-Tahltan,1.27069
6,2011,S Stikine - Non-Tahltan,1.27069
8,2011,S Stikine - Non-Tahltan,1.27069
1,2012,S Stikine - Non-Tahltan,0.70571
2,2012,S Stikine - Non-Tahltan,0.70571
3,2012,S Stikine - Non-Tahltan,0.70571
4,2012,S Stikine - Non-Tahltan,0.70571
5,2012,S Stikine - Non-Tahltan,0.70571
6,2012,S Stikine - Non-Tahltan,0.70571
8,2012,S Stikine - Non-Tahltan,0.70571
1,2014,S Stikine - Non-Tahltan,1.13171
2,2014,S Stikine - Non-Tahltan,1.13171
3,2014,S Stikine - Non-Tahltan,1.13171
4,2014,S Stikine - Non-Tahltan,1.13171
5,2014,S Stikine - Non-Tahltan,1.13171
6,2014,S Stikine - Non-Tahltan,1.13171
8,2014,S Stikine - Non-Tahltan,1.13171
1,2015,S Stikine - Non-Tahltan,0.96193
2,2015,S Stikine - Non-Tahltan,0.96193
3,2015,S Stikine - Non-Tahltan,0.96193
4,2015,S Stikine - Non-Tahltan,0.96193
5,2015,S Stikine - Non-Tahltan,0.96193
6,2015,S Stikine - Non-Tahltan,0.96193
8,2015,S Stikine - Non-Tahltan,0.96193
1,2009,S Skeena,NA
2,2009,S Skeena,NA
3,2009,S Skeena,NA
4,2009,S Skeena,NA
5,2009,S Skeena,NA
6,2009,S Skeena,NA
8,2009,S Skeena,NA
1,2010,S Skeena,NA
2,2010,S Skeena,NA
3,2010,S Skeena,NA
4,2010,S Skeena,NA
5,2010,S Skeena,NA
6,2010,S Skeena,NA
8,2010,S Skeena,NA
1,2011,S Skeena,NA
2,2011,S Skeena,NA
3,2011,S Skeena,NA
4,2011,S Skeena,NA
5,2011,S Skeena,NA
6,2011,S Skeena,NA
8,2011,S Skeena,NA
1,2012,S Skeena,NA
2,2012,S Skeena,NA
3,2012,S Skeena,NA
4,2012,S Skeena,NA
5,2012,S Skeena,NA
6,2012,S Skeena,NA
8,2012,S Skeena,NA
1,2013,S Skeena,NA
2,2013,S Skeena,NA
3,2013,S Skeena,NA
4,2013,S Skeena,NA
5,2013,S Skeena,NA
6,2013,S Skeena,NA
8,2013,S Skeena,NA
1,2014,S Skeena,NA
2,2014,S Skeena,NA
3,2014,S Skeena,NA
4,2014,S Skeena,NA
5,2014,S Skeena,NA
6,2014,S Skeena,NA
8,2014,S Skeena,NA
1,2015,S Skeena,NA
2,2015,S Skeena,NA
3,2015,S Skeena,NA
4,2015,S Skeena,NA
5,2015,S Skeena,NA
6,2015,S Skeena,NA
8,2015,S Skeena,NA
1,2003,Chum FR,NA
2,2003,Chum FR,NA
3,2003,Chum FR,NA
4,2003,Chum FR,NA
5,2003,Chum FR,NA
6,2003,Chum FR,NA
8,2003,Chum FR,NA
1,2004,Chum FR,NA
2,2004,Chum FR,NA
3,2004,Chum FR,NA
4,2004,Chum FR,NA
5,2004,Chum FR,NA
6,2004,Chum FR,NA
8,2004,Chum FR,NA
1,2005,Chum FR,NA
2,2005,Chum FR,NA
3,2005,Chum FR,NA
4,2005,Chum FR,NA
5,2005,Chum FR,NA
6,2005,Chum FR,NA
8,2005,Chum FR,NA
1,2006,Chum FR,NA
2,2006,Chum FR,NA
3,2006,Chum FR,NA
4,2006,Chum FR,NA
5,2006,Chum FR,NA
6,2006,Chum FR,NA
8,2006,Chum FR,NA
1,2007,Chum FR,NA
2,2007,Chum FR,NA
3,2007,Chum FR,NA
4,2007,Chum FR,NA
5,2007,Chum FR,NA
6,2007,Chum FR,NA
8,2007,Chum FR,NA
1,2008,Chum FR,NA
2,2008,Chum FR,NA
3,2008,Chum FR,NA
4,2008,Chum FR,NA
5,2008,Chum FR,NA
6,2008,Chum FR,NA
8,2008,Chum FR,NA
1,2009,Chum FR,NA
2,2009,Chum FR,NA
3,2009,Chum FR,NA
4,2009,Chum FR,NA
5,2009,Chum FR,NA
6,2009,Chum FR,NA
8,2009,Chum FR,NA
1,2010,Chum FR,NA
2,2010,Chum FR,NA
3,2010,Chum FR,NA
4,2010,Chum FR,NA
5,2010,Chum FR,NA
6,2010,Chum FR,NA
8,2010,Chum FR,NA
1,2011,Chum FR,NA
2,2011,Chum FR,NA
3,2011,Chum FR,NA
4,2011,Chum FR,NA
5,2011,Chum FR,NA
6,2011,Chum FR,NA
8,2011,Chum FR,NA
1,2012,Chum FR,NA
2,2012,Chum FR,NA
3,2012,Chum FR,NA
4,2012,Chum FR,NA
5,2012,Chum FR,NA
6,2012,Chum FR,NA
8,2012,Chum FR,NA
1,2013,Chum FR,NA
2,2013,Chum FR,NA
3,2013,Chum FR,NA
4,2013,Chum FR,NA
5,2013,Chum FR,NA
6,2013,Chum FR,NA
8,2013,Chum FR,NA
1,2003,Chum southern,0.53191
2,2003,Chum southern,0.53191
3,2003,Chum southern,0.53191
4,2003,Chum southern,0.53191
5,2003,Chum southern,0.53191
6,2003,Chum southern,0.53191
8,2003,Chum southern,0.53191
1,2004,Chum southern,0.58824
2,2004,Chum southern,0.58824
3,2004,Chum southern,0.58824
4,2004,Chum southern,0.58824
5,2004,Chum southern,0.58824
6,2004,Chum southern,0.58824
8,2004,Chum southern,0.58824
1,2005,Chum southern,0.47962
2,2005,Chum southern,0.47962
3,2005,Chum southern,0.47962
4,2005,Chum southern,0.47962
5,2005,Chum southern,0.47962
6,2005,Chum southern,0.47962
8,2005,Chum southern,0.47962
1,2006,Chum southern,0.56338
2,2006,Chum southern,0.56338
3,2006,Chum southern,0.56338
4,2006,Chum southern,0.56338
5,2006,Chum southern,0.56338
6,2006,Chum southern,0.56338
8,2006,Chum southern,0.56338
1,2007,Chum southern,0.68493
2,2007,Chum southern,0.68493
3,2007,Chum southern,0.68493
4,2007,Chum southern,0.68493
5,2007,Chum southern,0.68493
6,2007,Chum southern,0.68493
8,2007,Chum southern,0.68493
1,2008,Chum southern,0.76923
2,2008,Chum southern,0.76923
3,2008,Chum southern,0.76923
4,2008,Chum southern,0.76923
5,2008,Chum southern,0.76923
6,2008,Chum southern,0.76923
8,2008,Chum southern,0.76923
1,2009,Chum southern,0.59701
2,2009,Chum southern,0.59701
3,2009,Chum southern,0.59701
4,2009,Chum southern,0.59701
5,2009,Chum southern,0.59701
6,2009,Chum southern,0.59701
8,2009,Chum southern,0.59701
1,2010,Chum southern,1.85185
2,2010,Chum southern,1.85185
3,2010,Chum southern,1.85185
4,2010,Chum southern,1.85185
5,2010,Chum southern,1.85185
6,2010,Chum southern,1.85185
8,2010,Chum southern,1.85185
1,2011,Chum southern,0.47847
2,2011,Chum southern,0.47847
3,2011,Chum southern,0.47847
4,2011,Chum southern,0.47847
5,2011,Chum southern,0.47847
6,2011,Chum southern,0.47847
8,2011,Chum southern,0.47847
1,2012,Chum southern,0.7722
2,2012,Chum southern,0.7722
3,2012,Chum southern,0.7722
4,2012,Chum southern,0.7722
5,2012,Chum southern,0.7722
6,2012,Chum southern,0.7722
8,2012,Chum southern,0.7722
1,2013,Chum southern,0.59719
2,2013,Chum southern,0.59719
3,2013,Chum southern,0.59719
4,2013,Chum southern,0.59719
5,2013,Chum southern,0.59719
6,2013,Chum southern,0.59719
8,2013,Chum southern,0.59719
1,2003,Chum JS,0.76046
2,2003,Chum JS,0.76046
3,2003,Chum JS,0.76046
4,2003,Chum JS,0.76046
5,2003,Chum JS,0.76046
6,2003,Chum JS,0.76046
8,2003,Chum JS,0.76046
1,2004,Chum JS,0.91743
2,2004,Chum JS,0.91743
3,2004,Chum JS,0.91743
4,2004,Chum JS,0.91743
5,2004,Chum JS,0.91743
6,2004,Chum JS,0.91743
8,2004,Chum JS,0.91743
1,2005,Chum JS,0.71429
2,2005,Chum JS,0.71429
3,2005,Chum JS,0.71429
4,2005,Chum JS,0.71429
5,2005,Chum JS,0.71429
6,2005,Chum JS,0.71429
8,2005,Chum JS,0.71429
1,2006,Chum JS,0.98039
2,2006,Chum JS,0.98039
3,2006,Chum JS,0.98039
4,2006,Chum JS,0.98039
5,2006,Chum JS,0.98039
6,2006,Chum JS,0.98039
8,2006,Chum JS,0.98039
1,2007,Chum JS,1.0989
2,2007,Chum JS,1.0989
3,2007,Chum JS,1.0989
4,2007,Chum JS,1.0989
5,2007,Chum JS,1.0989
6,2007,Chum JS,1.0989
8,2007,Chum JS,1.0989
1,2008,Chum JS,1.42857
2,2008,Chum JS,1.42857
3,2008,Chum JS,1.42857
4,2008,Chum JS,1.42857
5,2008,Chum JS,1.42857
6,2008,Chum JS,1.42857
8,2008,Chum JS,1.42857
