rgn_id,year,stock,E_Et
5,2009,Chum JS,NA
6,2009,Chum JS,NA
8,2009,Chum JS,NA
1,2010,Chum JS,NA
2,2010,Chum JS,NA
3,2010,Chum JS,NA
4,2010,Chum JS,NA
5,2010,Chum JS,NA
6,2010,Chum JS,NA
8,2010,Chum JS,NA
1,2011,Chum JS,NA
2,2011,Chum JS,NA
3,2011,Chum JS,NA
4,2011,Chum JS,NA
5,2011,Chum JS,NA
6,2011,Chum JS,NA
8,2011,Chum JS,NA
1,2012,Chum JS,NA
2,2012,Chum JS,NA
3,2012,Chum JS,NA
4,2012,Chum JS,NA
5,2012,Chum JS,NA
6,2012,Chum JS,NA
8,2012,Chum JS,NA
1,2013,Chum JS,NA
2,2013,Chum JS,NA
3,2013,Chum JS,NA
4,2013,Chum JS,NA
5,2013,Chum JS,NA
6,2013,Chum JS,NA
8,2013,Chum JS,NA
1,2004,S WCVI,1.94011
2,2004,S WCVI,1.94011
3,2004,S WCVI,1.94011
4,2004,S WCVI,1.94011
5,2004,S WCVI,1.94011
6,2004,S WCVI,1.94011
8,2004,S WCVI,1.94011
1,2005,S WCVI,1.16918
2,2005,S WCVI,1.16918
3,2005,S WCVI,1.16918
4,2005,S WCVI,1.16918
5,2005,S WCVI,1.16918
6,2005,S WCVI,1.16918
8,2005,S WCVI,1.16918
1,2006,S WCVI,0.76355
2,2006,S WCVI,0.76355
3,2006,S WCVI,0.76355
4,2006,S WCVI,0.76355
5,2006,S WCVI,0.76355
6,2006,S WCVI,0.76355
8,2006,S WCVI,0.76355
1,2007,S WCVI,0.40786
2,2007,S WCVI,0.40786
3,2007,S WCVI,0.40786
4,2007,S WCVI,0.40786
5,2007,S WCVI,0.40786
6,2007,S WCVI,0.40786
8,2007,S WCVI,0.40786
1,2008,S WCVI,0.41822
2,2008,S WCVI,0.41822
3,2008,S WCVI,0.41822
4,2008,S WCVI,0.41822
5,2008,S WCVI,0.41822
6,2008,S WCVI,0.41822
8,2008,S WCVI,0.41822
1,2009,S WCVI,1.04042
2,2009,S WCVI,1.04042
3,2009,S WCVI,1.04042
4,2009,S WCVI,1.04042
5,2009,S WCVI,1.04042
6,2009,S WCVI,1.04042
8,2009,S WCVI,1.04042
1,2010,S WCVI,1.6637
2,2010,S WCVI,1.6637
3,2010,S WCVI,1.6637
4,2010,S WCVI,1.6637
5,2010,S WCVI,1.6637
6,2010,S WCVI,1.6637
8,2010,S WCVI,1.6637
1,2011,S WCVI,2.08404
2,2011,S WCVI,2.08404
3,2011,S WCVI,2.08404
4,2011,S WCVI,2.08404
5,2011,S WCVI,2.08404
6,2011,S WCVI,2.08404
8,2011,S WCVI,2.08404
1,2012,S WCVI,0.892
2,2012,S WCVI,0.892
3,2012,S WCVI,0.892
4,2012,S WCVI,0.892
5,2012,S WCVI,0.892
6,2012,S WCVI,0.892
8,2012,S WCVI,0.892
1,2013,S WCVI,0.36822
2,2013,S WCVI,0.36822
3,2013,S WCVI,0.36822
4,2013,S WCVI,0.36822
5,2013,S WCVI,0.36822
6,2013,S WCVI,0.36822
8,2013,S WCVI,0.36822
1,2003,Pink 6,0.99445
2,2003,Pink 6,0.99445
3,2003,Pink 6,0.99445
4,2003,Pink 6,0.99445
5,2003,Pink 6,0.99445
6,2003,Pink 6,0.99445
8,2003,Pink 6,0.99445
1,2004,Pink 6,0.81728
2,2004,Pink 6,0.81728
3,2004,Pink 6,0.81728
4,2004,Pink 6,0.81728
5,2004,Pink 6,0.81728
6,2004,Pink 6,0.81728
8,2004,Pink 6,0.81728
1,2005,Pink 6,0.86599
2,2005,Pink 6,0.86599
3,2005,Pink 6,0.86599
4,2005,Pink 6,0.86599
5,2005,Pink 6,0.86599
6,2005,Pink 6,0.86599
8,2005,Pink 6,0.86599
1,2006,Pink 6,0.96044
2,2006,Pink 6,0.96044
3,2006,Pink 6,0.96044
4,2006,Pink 6,0.96044
5,2006,Pink 6,0.96044
6,2006,Pink 6,0.96044
8,2006,Pink 6,0.96044
1,2005,Coho inside F,NA
2,2005,Coho inside F,NA
3,2005,Coho inside F,NA
4,2005,Coho inside F,NA
5,2005,Coho inside F,NA
6,2005,Coho inside F,NA
8,2005,Coho inside F,NA
1,2006,Coho inside F,NA
2,2006,Coho inside F,NA
3,2006,Coho inside F,NA
4,2006,Coho inside F,NA
5,2006,Coho inside F,NA
6,2006,Coho inside F,NA
8,2006,Coho inside F,NA
1,2007,Coho inside F,2.88635
2,2007,Coho inside F,2.88635
3,2007,Coho inside F,2.88635
4,2007,Coho inside F,2.88635
5,2007,Coho inside F,2.88635
6,2007,Coho inside F,2.88635
8,2007,Coho inside F,2.88635
1,2008,Coho inside F,0.7124
2,2008,Coho inside F,0.7124
3,2008,Coho inside F,0.7124
4,2008,Coho inside F,0.7124
5,2008,Coho inside F,0.7124
6,2008,Coho inside F,0.7124
8,2008,Coho inside F,0.7124
1,2009,Coho inside F,1.05215
2,2009,Coho inside F,1.05215
3,2009,Coho inside F,1.05215
4,2009,Coho inside F,1.05215
5,2009,Coho inside F,1.05215
6,2009,Coho inside F,1.05215
8,2009,Coho inside F,1.05215
1,2010,Coho inside F,1.8
2,2010,Coho inside F,1.8
3,2010,Coho inside F,1.8
4,2010,Coho inside F,1.8
5,2010,Coho inside F,1.8
6,2010,Coho inside F,1.8
8,2010,Coho inside F,1.8
1,2011,Coho inside F,1.3
2,2011,Coho inside F,1.3
3,2011,Coho inside F,1.3
4,2011,Coho inside F,1.3
5,2011,Coho inside F,1.3
6,2011,Coho inside F,1.3
8,2011,Coho inside F,1.3
1,2012,Coho inside F,2.75
2,2012,Coho inside F,2.75
3,2012,Coho inside F,2.75
4,2012,Coho inside F,2.75
5,2012,Coho inside F,2.75
6,2012,Coho inside F,2.75
8,2012,Coho inside F,2.75
1,2013,Coho inside F,NA
2,2013,Coho inside F,NA
3,2013,Coho inside F,NA
4,2013,Coho inside F,NA
5,2013,Coho inside F,NA
6,2013,Coho inside F,NA
8,2013,Coho inside F,NA
1,2014,Coho inside F,0.9265
2,2014,Coho inside F,0.9265
3,2014,Coho inside F,0.9265
4,2014,Coho inside F,0.9265
5,2014,Coho inside F,0.9265
6,2014,Coho inside F,0.9265
8,2014,Coho inside F,0.9265
1,2015,Coho inside F,0.6218
2,2015,Coho inside F,0.6218
3,2015,Coho inside F,0.6218
4,2015,Coho inside F,0.6218
5,2015,Coho inside F,0.6218
6,2015,Coho inside F,0.6218
8,2015,Coho inside F,0.6218
1,2016,Coho inside F,3
2,2016,Coho inside F,3
3,2016,Coho inside F,3
4,2016,Coho inside F,3
5,2016,Coho inside F,3
6,2016,Coho inside F,3
8,2016,Coho inside F,3
