loiczid,mean_cat_score,mean_pop_trend_score,n_cat_species,n_trend_species,source
58434,0.191044776119403,-0.0848214285714286,134,112,iucn
58435,0.192647058823529,-0.0964912280701754,136,114,iucn
59134,0.362222222222222,-0.129032258064516,45,31,iucn
59135,0.36304347826087,-0.140625,46,32,iucn
59136,0.360416666666667,-0.147058823529412,48,34,iucn
59137,0.360416666666667,-0.147058823529412,48,34,iucn
59138,0.360416666666667,-0.117647058823529,48,34,iucn
59139,0.359574468085106,-0.106060606060606,47,33,iucn
59140,0.348076923076923,-0.144736842105263,52,38,iucn
59141,0.335185185185185,-0.15,54,40,iucn
59142,0.333928571428571,-0.142857142857143,56,42,iucn
59143,0.322033898305085,-0.127906976744186,59,43,iucn
59144,0.292647058823529,-0.12,68,50,iucn
59145,0.283098591549296,-0.0943396226415094,71,53,iucn
59146,0.277631578947368,-0.087719298245614,76,57,iucn
59147,0.2775,-0.0725806451612903,80,62,iucn
59148,0.273170731707317,-0.0793650793650794,82,63,iucn
59149,0.225190839694657,-0.118181818181818,131,110,iucn
59150,0.211450381679389,-0.110091743119266,131,109,iucn
59151,0.207575757575758,-0.110091743119266,132,109,iucn
59152,0.2,-0.110576923076923,127,104,iucn
59153,0.194488188976378,-0.104761904761905,127,105,iucn
59154,0.192307692307692,-0.11214953271028,130,107,iucn
59855,0.362222222222222,-0.129032258064516,45,31,iucn
59856,0.36304347826087,-0.140625,46,32,iucn
59857,0.359574468085106,-0.136363636363636,47,33,iucn
59858,0.360416666666667,-0.147058823529412,48,34,iucn
59859,0.359574468085106,-0.106060606060606,47,33,iucn
59860,0.352083333333333,-0.117647058823529,48,34,iucn
59861,0.341509433962264,-0.141025641025641,53,39,iucn
59862,0.329090909090909,-0.15,55,40,iucn
59863,0.325454545454545,-0.125,55,40,iucn
59864,0.322033898305085,-0.127906976744186,59,43,iucn
59865,0.311475409836066,-0.127906976744186,61,43,iucn
59866,0.281428571428571,-0.0865384615384615,70,52,iucn
59867,0.283823529411765,-0.06,68,50,iucn
59868,0.286301369863014,-0.0545454545454545,73,55,iucn
59869,0.282716049382716,-0.0952380952380952,81,63,iucn
59870,0.27093023255814,-0.0746268656716418,86,67,iucn
59871,0.200671140939597,-0.104,149,125,iucn
59872,0.194285714285714,-0.112068965517241,140,116,iucn
59873,0.191304347826087,-0.1,138,115,iucn
59874,0.188405797101449,-0.103448275862069,138,116,iucn
60577,0.359574468085106,-0.136363636363636,47,33,iucn
60578,0.359574468085106,-0.136363636363636,47,33,iucn
60579,0.359574468085106,-0.136363636363636,47,33,iucn
60580,0.36304347826087,-0.125,46,32,iucn
60581,0.338,-0.114285714285714,50,35,iucn
60582,0.335185185185185,-0.141025641025641,54,39,iucn
60583,0.329090909090909,-0.15,55,40,iucn
60584,0.319642857142857,-0.125,56,40,iucn
60585,0.32,-0.127906976744186,60,43,iucn
60586,0.312903225806452,-0.136363636363636,62,44,iucn
60587,0.298484848484849,-0.09375,66,48,iucn
60588,0.288732394366197,-0.0849056603773585,71,53,iucn
61298,0.358695652173913,-0.125,46,32,iucn
61299,0.358695652173913,-0.125,46,32,iucn
61300,0.352083333333333,-0.136363636363636,48,33,iucn
61301,0.348979591836735,-0.132352941176471,49,34,iucn
61302,0.33921568627451,-0.125,51,36,iucn
61303,0.330357142857143,-0.15,56,40,iucn
61304,0.319642857142857,-0.15,56,40,iucn
61305,0.321052631578947,-0.134146341463415,57,41,iucn
62021,0.346,-0.142857142857143,50,35,iucn
62022,0.342,-0.132352941176471,50,34,iucn
62023,0.324074074074074,-0.131578947368421,54,38,iucn
62024,0.325454545454545,-0.141025641025641,55,39,iucn
