"loiczid","mean_cat_score","mean_popn_trend_score","n_cat_species","n_trend_species","source"
51939,0.115873,-0.15493,126,71,"aquamaps"
51940,0.108955,-0.145833,134,72,"aquamaps"
51941,0.112308,-0.15493,130,71,"aquamaps"
51942,0.105426,-0.139706,129,68,"aquamaps"
51943,0.116279,-0.159722,129,72,"aquamaps"
52643,0.148148,-0.181818,27,11,"aquamaps"
52644,0.148148,-0.181818,27,11,"aquamaps"
52645,0.148148,-0.181818,27,11,"aquamaps"
52646,0.148148,-0.181818,27,11,"aquamaps"
52647,0.142857,-0.181818,28,11,"aquamaps"
52648,0.117073,-0.166667,41,12,"aquamaps"
52649,0.126437,-0.128205,87,39,"aquamaps"
52650,0.12,-0.166667,40,12,"aquamaps"
52651,0.152941,-0.192308,34,13,"aquamaps"
52652,0.136842,-0.192308,38,13,"aquamaps"
52653,0.14375,-0.192308,64,26,"aquamaps"
52654,0.144444,-0.160714,144,56,"aquamaps"
52655,0.103497,-0.148649,143,74,"aquamaps"
52656,0.107246,-0.148649,138,74,"aquamaps"
52657,0.105882,-0.143836,136,73,"aquamaps"
52658,0.112963,-0.132653,216,98,"aquamaps"
52659,0.108955,-0.145833,268,144,"aquamaps"
52660,0.109774,-0.145833,133,72,"aquamaps"
52661,0.120661,-0.15,121,70,"aquamaps"
52662,0.114062,-0.15493,128,71,"aquamaps"
52663,0.116484,-0.16129,273,186,"aquamaps"
52664,0.114286,-0.154545,77,55,"aquamaps"
53363,0.148148,-0.181818,27,11,"aquamaps"
53364,0.148148,-0.181818,27,11,"aquamaps"
53365,0.142857,-0.181818,28,11,"aquamaps"
53366,0.142857,-0.181818,28,11,"aquamaps"
53367,0.148148,-0.181818,27,11,"aquamaps"
53368,0.148148,-0.181818,27,11,"aquamaps"
53369,0.151724,-0.208333,29,12,"aquamaps"
53370,0.157143,-0.208333,28,12,"aquamaps"
53371,0.157143,-0.208333,28,12,"aquamaps"
53372,0.162963,-0.208333,27,12,"aquamaps"
53373,0.1625,-0.192308,32,13,"aquamaps"
53374,0.1625,-0.192308,64,26,"aquamaps"
53375,0.141463,-0.192308,82,26,"aquamaps"
53376,0.105634,-0.145833,142,72,"aquamaps"
53377,0.107692,-0.148649,143,74,"aquamaps"
53378,0.112409,-0.150685,137,73,"aquamaps"
53379,0.120755,-0.14,212,100,"aquamaps"
53380,0.137634,-0.145833,186,96,"aquamaps"
53381,0.113636,-0.159722,264,144,"aquamaps"
53382,0.116279,-0.159722,258,144,"aquamaps"
53383,0.119084,-0.159722,393,216,"aquamaps"
53384,0.116418,-0.159722,134,72,"aquamaps"
53386,0.127027,-0.148148,74,54,"aquamaps"
54084,0.16,-0.181818,25,11,"aquamaps"
54085,0.16,-0.181818,25,11,"aquamaps"
54086,0.148148,-0.181818,27,11,"aquamaps"
54087,0.153846,-0.181818,26,11,"aquamaps"
54088,0.142857,-0.181818,28,11,"aquamaps"
54089,0.157143,-0.208333,28,12,"aquamaps"
54090,0.162963,-0.208333,27,12,"aquamaps"
54091,0.157143,-0.208333,28,12,"aquamaps"
54092,0.12381,-0.178571,42,14,"aquamaps"
54093,0.141463,-0.192308,41,13,"aquamaps"
54094,0.1625,-0.192308,32,13,"aquamaps"
54095,0.178571,-0.208333,28,12,"aquamaps"
54096,0.157576,-0.192308,66,26,"aquamaps"
54097,0.105634,-0.145833,284,144,"aquamaps"
54098,0.106944,-0.148649,144,74,"aquamaps"
54099,0.108696,-0.150685,138,73,"aquamaps"
54100,0.145455,-0.152174,264,138,"aquamaps"
54101,0.13913,-0.145833,276,144,"aquamaps"
54102,0.117431,-0.14,218,100,"aquamaps"
54103,0.116418,-0.159722,268,144,"aquamaps"
54104,0.115556,-0.159722,135,72,"aquamaps"
54105,0.115556,-0.159722,135,72,"aquamaps"
54106,0.122078,-0.154545,77,55,"aquamaps"
54805,0.16,-0.181818,25,11,"aquamaps"
54806,0.16,-0.181818,25,11,"aquamaps"
54807,0.169231,-0.208333,26,12,"aquamaps"
54808,0.157143,-0.208333,28,12,"aquamaps"
54809,0.151724,-0.208333,29,12,"aquamaps"
54810,0.151724,-0.208333,29,12,"aquamaps"
54811,0.166667,-0.208333,30,12,"aquamaps"
54812,0.166667,-0.208333,30,12,"aquamaps"
54813,0.152941,-0.192308,34,13,"aquamaps"
54814,0.172414,-0.208333,29,12,"aquamaps"
54815,0.178571,-0.208333,28,12,"aquamaps"
54816,0.1625,-0.192308,32,13,"aquamaps"
54817,0.157576,-0.192308,66,26,"aquamaps"
54818,0.105634,-0.145833,284,144,"aquamaps"
54819,0.108333,-0.150685,288,146,"aquamaps"
54820,0.141053,-0.148936,95,47,"aquamaps"
54821,0.141053,-0.145833,190,96,"aquamaps"
54822,0.120388,-0.117021,103,47,"aquamaps"
54823,0.125234,-0.14,107,50,"aquamaps"
54824,0.119084,-0.159722,131,72,"aquamaps"
54825,0.113869,-0.159722,137,72,"aquamaps"
54826,0.122917,-0.166667,96,63,"aquamaps"
55526,0.16,-0.181818,25,11,"aquamaps"
55527,0.157143,-0.208333,28,12,"aquamaps"
55528,0.157143,-0.208333,28,12,"aquamaps"
55529,0.151724,-0.208333,29,12,"aquamaps"
55530,0.151724,-0.208333,29,12,"aquamaps"
55531,0.166667,-0.208333,30,12,"aquamaps"
55532,0.166667,-0.208333,30,12,"aquamaps"
55533,0.166667,-0.208333,30,12,"aquamaps"
55534,0.166667,-0.208333,30,12,"aquamaps"
55535,0.1625,-0.192308,32,13,"aquamaps"
55536,0.1625,-0.192308,32,13,"aquamaps"
55537,0.1625,-0.192308,32,13,"aquamaps"
55538,0.1625,-0.192308,32,13,"aquamaps"
55539,0.1625,-0.192308,64,26,"aquamaps"
55540,0.133333,-0.184211,171,57,"aquamaps"
55541,0.147253,-0.155556,182,90,"aquamaps"
55542,0.131373,-0.142857,102,49,"aquamaps"
55543,0.134,-0.142857,200,98,"aquamaps"
55544,0.131373,-0.14,204,100,"aquamaps"
55545,0.128926,-0.157143,242,140,"aquamaps"
55546,0.12093,-0.159722,129,72,"aquamaps"
55547,0.120513,-0.154545,78,55,"aquamaps"
55549,0.05,-0.1125,52,40,"aquamaps"
56247,0.157143,-0.208333,28,12,"aquamaps"
56248,0.151724,-0.208333,29,12,"aquamaps"
56249,0.166667,-0.208333,30,12,"aquamaps"
56250,0.172414,-0.208333,29,12,"aquamaps"
56251,0.152941,-0.192308,34,13,"aquamaps"
56252,0.166667,-0.208333,30,12,"aquamaps"
56253,0.166667,-0.208333,30,12,"aquamaps"
56254,0.166667,-0.208333,30,12,"aquamaps"
56255,0.166667,-0.208333,30,12,"aquamaps"
56256,0.172414,-0.208333,29,12,"aquamaps"
56257,0.178571,-0.208333,28,12,"aquamaps"
56258,0.148718,-0.192308,39,13,"aquamaps"
56259,0.141463,-0.178571,41,14,"aquamaps"
56260,0.156757,-0.192308,37,13,"aquamaps"
56261,0.151351,-0.155172,148,58,"aquamaps"
56262,0.117073,-0.138889,369,162,"aquamaps"
56263,0.110638,-0.146667,423,225,"aquamaps"
56264,0.122835,-0.145833,127,72,"aquamaps"
56265,0.113869,-0.148649,137,74,"aquamaps"
56266,0.12381,-0.145833,126,72,"aquamaps"
56267,0.115556,-0.148649,135,74,"aquamaps"
56268,0.114706,-0.146667,136,75,"aquamaps"
56269,0.125641,-0.140351,78,57,"aquamaps"
56270,0.122078,-0.133929,77,56,"aquamaps"
56271,0.12,-0.12963,75,54,"aquamaps"
56968,0.169231,-0.208333,26,12,"aquamaps"
56969,0.16129,-0.208333,31,12,"aquamaps"
56970,0.166667,-0.208333,30,12,"aquamaps"
56971,0.172414,-0.208333,29,12,"aquamaps"
56972,0.166667,-0.208333,30,12,"aquamaps"
56973,0.166667,-0.208333,30,12,"aquamaps"
56974,0.152941,-0.192308,34,13,"aquamaps"
56975,0.166667,-0.208333,30,12,"aquamaps"
56976,0.148571,-0.192308,35,13,"aquamaps"
56977,0.157576,-0.192308,33,13,"aquamaps"
56978,0.1625,-0.192308,32,13,"aquamaps"
56979,0.170588,-0.192308,34,13,"aquamaps"
56980,0.145,-0.192308,40,13,"aquamaps"
56981,0.157576,-0.192308,33,13,"aquamaps"
56982,0.165714,-0.192308,35,13,"aquamaps"
56983,0.131818,-0.166667,88,30,"aquamaps"
56984,0.110638,-0.146667,282,150,"aquamaps"
56985,0.12,-0.143836,260,146,"aquamaps"
56986,0.121875,-0.143836,128,73,"aquamaps"
56988,0.119084,-0.148649,131,74,"aquamaps"
56989,0.125806,-0.145833,124,72,"aquamaps"
56990,0.125806,-0.145833,248,144,"aquamaps"
56991,0.126667,-0.15,120,70,"aquamaps"
56992,0.15,-0.119048,52,42,"aquamaps"
56993,0.15102,-0.125,49,40,"aquamaps"
57690,0.16129,-0.208333,31,12,"aquamaps"
57691,0.16129,-0.208333,31,12,"aquamaps"
57692,0.166667,-0.208333,30,12,"aquamaps"
57693,0.166667,-0.208333,30,12,"aquamaps"
57694,0.148718,-0.192308,39,13,"aquamaps"
57695,0.134884,-0.178571,43,14,"aquamaps"
57696,0.148571,-0.192308,35,13,"aquamaps"
57697,0.148571,-0.192308,35,13,"aquamaps"
57698,0.166667,-0.192308,30,13,"aquamaps"
57699,0.16,-0.192308,35,13,"aquamaps"
57700,0.16,-0.192308,35,13,"aquamaps"
57701,0.16,-0.192308,35,13,"aquamaps"
57702,0.167568,-0.192308,37,13,"aquamaps"
57703,0.158974,-0.192308,78,26,"aquamaps"
57704,0.13617,-0.15625,141,48,"aquamaps"
57705,0.132692,-0.14,208,100,"aquamaps"
57706,0.119084,-0.143836,131,73,"aquamaps"
57707,0.120635,-0.140845,126,71,"aquamaps"
57708,0.127778,-0.12963,72,54,"aquamaps"
57710,0.128814,-0.15,118,70,"aquamaps"
57711,0.131034,-0.144928,116,69,"aquamaps"
57712,0.131034,-0.144928,116,69,"aquamaps"
57713,0.130337,-0.125,89,56,"aquamaps"
57714,0.154167,-0.141026,48,39,"aquamaps"
58411,0.152941,-0.192308,34,13,"aquamaps"
58412,0.152941,-0.192308,34,13,"aquamaps"
58413,0.156757,-0.192308,37,13,"aquamaps"
58414,0.166667,-0.208333,30,12,"aquamaps"
58415,0.166667,-0.208333,30,12,"aquamaps"
58416,0.152941,-0.192308,34,13,"aquamaps"
58417,0.166667,-0.208333,30,12,"aquamaps"
58418,0.148571,-0.192308,35,13,"aquamaps"
58419,0.155,-0.192308,40,13,"aquamaps"
58420,0.16,-0.192308,35,13,"aquamaps"
58421,0.164706,-0.192308,34,13,"aquamaps"
58422,0.164706,-0.192308,34,13,"aquamaps"
58423,0.164706,-0.192308,34,13,"aquamaps"
58424,0.164706,-0.192308,34,13,"aquamaps"
58425,0.15122,-0.192308,82,26,"aquamaps"
58426,0.139583,-0.141304,96,46,"aquamaps"
58427,0.116418,-0.143836,134,73,"aquamaps"
58428,0.119685,-0.140845,127,71,"aquamaps"
58429,0.126214,-0.145161,103,62,"aquamaps"
58430,0.129268,-0.133929,82,56,"aquamaps"
58431,0.126531,-0.135593,196,118,"aquamaps"
58432,0.136364,-0.141791,110,67,"aquamaps"
58433,0.130337,-0.118182,89,55,"aquamaps"
58434,0.0942857,-0.125,70,44,"aquamaps"
58435,0.133333,-0.122642,78,53,"aquamaps"
59134,0.138095,-0.192308,42,13,"aquamaps"
59135,0.155556,-0.192308,36,13,"aquamaps"
59136,0.174194,-0.208333,31,12,"aquamaps"
59137,0.16,-0.192308,35,13,"aquamaps"
59138,0.16,-0.192308,35,13,"aquamaps"
59139,0.155556,-0.192308,36,13,"aquamaps"
59140,0.16,-0.192308,35,13,"aquamaps"
59141,0.155,-0.192308,40,13,"aquamaps"
59142,0.16,-0.192308,35,13,"aquamaps"
59143,0.16,-0.192308,35,13,"aquamaps"
59144,0.16,-0.192308,35,13,"aquamaps"
59145,0.164706,-0.192308,68,26,"aquamaps"
59146,0.155,-0.192308,80,26,"aquamaps"
59147,0.130159,-0.175,63,20,"aquamaps"
59148,0.130189,-0.137255,106,51,"aquamaps"
59149,0.12,-0.127119,100,59,"aquamaps"
59150,0.124,-0.135593,100,59,"aquamaps"
59151,0.137615,-0.141791,109,67,"aquamaps"
59152,0.130435,-0.139706,115,68,"aquamaps"
59153,0.128889,-0.125,90,56,"aquamaps"
59154,0.12963,-0.123077,216,130,"aquamaps"
59855,0.128571,-0.210526,56,19,"aquamaps"
59856,0.155556,-0.192308,36,13,"aquamaps"
59857,0.16,-0.192308,35,13,"aquamaps"
59858,0.16,-0.192308,35,13,"aquamaps"
59859,0.164706,-0.192308,34,13,"aquamaps"
59860,0.147619,-0.192308,42,13,"aquamaps"
59861,0.155556,-0.192308,36,13,"aquamaps"
59862,0.15122,-0.192308,41,13,"aquamaps"
59863,0.155556,-0.192308,36,13,"aquamaps"
59864,0.16,-0.192308,35,13,"aquamaps"
59865,0.18,-0.208333,30,12,"aquamaps"
59866,0.16875,-0.192308,32,13,"aquamaps"
59867,0.158974,-0.192308,78,26,"aquamaps"
59868,0.136957,-0.121951,184,82,"aquamaps"
59869,0.139394,-0.142857,99,49,"aquamaps"
59870,0.155056,-0.142857,89,49,"aquamaps"
59871,0.128814,-0.144928,118,69,"aquamaps"
59872,0.12381,-0.145833,126,72,"aquamaps"
59873,0.126786,-0.128788,112,66,"aquamaps"
59874,0.15122,-0.133929,82,56,"aquamaps"
60577,0.15122,-0.178571,41,14,"aquamaps"
60578,0.164706,-0.178571,34,14,"aquamaps"
60579,0.16,-0.178571,35,14,"aquamaps"
60580,0.155,-0.178571,40,14,"aquamaps"
60581,0.155556,-0.178571,36,14,"aquamaps"
60582,0.16,-0.178571,35,14,"aquamaps"
60583,0.16,-0.178571,35,14,"aquamaps"
60584,0.16875,-0.178571,32,14,"aquamaps"
60585,0.18,-0.192308,30,13,"aquamaps"
60586,0.16875,-0.178571,32,14,"aquamaps"
60587,0.169697,-0.192308,33,13,"aquamaps"
60588,0.15122,-0.192308,82,26,"aquamaps"
61298,0.163158,-0.178571,38,14,"aquamaps"
61299,0.18,-0.192308,30,13,"aquamaps"
61300,0.164706,-0.178571,34,14,"aquamaps"
61301,0.16,-0.178571,35,14,"aquamaps"
61302,0.16,-0.178571,35,14,"aquamaps"
61303,0.163636,-0.178571,33,14,"aquamaps"
61304,0.174194,-0.192308,31,13,"aquamaps"
61305,0.18,-0.192308,30,13,"aquamaps"
62021,0.158974,-0.178571,39,14,"aquamaps"
62022,0.16,-0.178571,35,14,"aquamaps"
62023,0.174194,-0.192308,31,13,"aquamaps"
62024,0.16,-0.178571,35,14,"aquamaps"
