filename,year,total
VCReport_GoldRiver.csv,2009,"3,446"
VCReport_GoldRiver.csv,2008,"1,470"
VCReport_GoldRiver.csv,2007,"3,140"
VCReport_Kitimat.csv,2017,508
VCReport_Kitimat.csv,2016,"3,169"
VCReport_Kitimat.csv,2015,"3,380"
VCReport_Kitimat.csv,2014,"4,109"
VCReport_Kitimat.csv,2013,"3,965"
VCReport_Kitimat.csv,2012,"4,075"
VCReport_Kitimat.csv,2011,"3,609"
VCReport_Kitimat.csv,2010,"4,081"
VCReport_Kitimat.csv,2009,"4,563"
VCReport_Kitimat.csv,2008,"6,209"
VCReport_Kitimat.csv,2007,"5,822"
VCReport_Ladysmith.csv,2017,"1,495"
VCReport_Ladysmith.csv,2016,"8,783"
VCReport_Ladysmith.csv,2015,"8,535"
VCReport_Ladysmith.csv,2014,"8,719"
VCReport_Ladysmith.csv,2013,"9,319"
VCReport_Ladysmith.csv,2012,"9,693"
VCReport_Ladysmith.csv,2011,"8,637"
VCReport_Ladysmith.csv,2010,"8,879"
VCReport_Ladysmith.csv,2009,"6,520"
VCReport_Ladysmith.csv,2008,"6,417"
VCReport_Ladysmith.csv,2007,"5,095"
VCReport_Langley.csv,2017,0
VCReport_Langley.csv,2016,0
VCReport_Langley.csv,2015,221
VCReport_Langley.csv,2014,"2,719"
VCReport_Langley.csv,2013,"2,834"
VCReport_Langley.csv,2012,"3,757"
VCReport_Langley.csv,2011,"4,293"
VCReport_Langley.csv,2010,"5,247"
VCReport_Langley.csv,2009,0
VCReport_Langley.csv,2008,0
VCReport_Langley.csv,2007,"11,088"
VCReport_Nanaimo.csv,2017,"2,970"
VCReport_Nanaimo.csv,2016,"21,025"
VCReport_Nanaimo.csv,2015,"13,264"
VCReport_Nanaimo.csv,2014,"13,675"
VCReport_Nanaimo.csv,2013,"14,901"
VCReport_Nanaimo.csv,2012,"8,780"
VCReport_Nanaimo.csv,2011,"11,285"
VCReport_Nanaimo.csv,2010,"12,432"
VCReport_Nanaimo.csv,2009,"15,884"
VCReport_Nanaimo.csv,2008,"17,753"
VCReport_Nanaimo.csv,2007,"44,853"
VCReport_NewWestminster.csv,2017,177
VCReport_NewWestminster.csv,2016,"2,774"
VCReport_NewWestminster.csv,2015,"2,098"
VCReport_NewWestminster.csv,2014,"3,573"
VCReport_NewWestminster.csv,2013,"1,889"
VCReport_NewWestminster.csv,2012,"3,868"
VCReport_NewWestminster.csv,2011,"5,955"
VCReport_NewWestminster.csv,2010,"3,652"
VCReport_NewWestminster.csv,2009,"2,284"
VCReport_NewWestminster.csv,2008,"4,249"
VCReport_NewWestminster.csv,2007,"2,514"
VCReport_northvancouver.csv,2017,"4,994"
VCReport_northvancouver.csv,2016,"15,465"
VCReport_northvancouver.csv,2015,"12,453"
VCReport_northvancouver.csv,2014,"8,849"
VCReport_northvancouver.csv,2013,"7,829"
VCReport_northvancouver.csv,2012,"7,100"
VCReport_northvancouver.csv,2011,"8,652"
VCReport_northvancouver.csv,2010,"13,557"
VCReport_northvancouver.csv,2009,"12,611"
VCReport_northvancouver.csv,2008,"11,964"
VCReport_northvancouver.csv,2007,"6,091"
VCReport_Parksville.csv,2017,"3,628"
VCReport_Parksville.csv,2016,"30,285"
VCReport_Parksville.csv,2015,"24,469"
VCReport_Parksville.csv,2014,"23,719"
VCReport_Parksville.csv,2013,"24,464"
VCReport_Parksville.csv,2012,"27,276"
VCReport_Parksville.csv,2011,"24,291"
VCReport_Parksville.csv,2010,"23,118"
VCReport_Parksville.csv,2009,"35,365"
VCReport_Parksville.csv,2008,"26,417"
VCReport_Parksville.csv,2007,"26,275"
VCReport_PeaceArch.csv,2017,"4,519"
VCReport_PeaceArch.csv,2016,"23,856"
VCReport_PeaceArch.csv,2015,"23,139"
VCReport_PeaceArch.csv,2014,"19,014"
VCReport_PeaceArch.csv,2013,"17,212"
VCReport_PeaceArch.csv,2012,"16,758"
VCReport_PeaceArch.csv,2011,"18,745"
VCReport_PeaceArch.csv,2010,"32,623"
VCReport_PeaceArch.csv,2009,"19,767"
VCReport_PeaceArch.csv,2008,"22,087"
VCReport_PeaceArch.csv,2007,"63,518"
VCReport_PortAlberni.csv,2017,"3,696"
VCReport_PortAlberni.csv,2016,"22,304"
VCReport_PortAlberni.csv,2015,"29,617"
VCReport_PortAlberni.csv,2014,"18,403"
VCReport_PortAlberni.csv,2013,"21,597"
VCReport_PortAlberni.csv,2012,"20,402"
VCReport_PortAlberni.csv,2011,"28,320"
VCReport_PortAlberni.csv,2010,"19,120"
VCReport_PortAlberni.csv,2009,"20,967"
VCReport_PortAlberni.csv,2008,"19,518"
VCReport_PortAlberni.csv,2007,"23,647"
VCReport_PortHardy.csv,2017,864
VCReport_PortHardy.csv,2016,"8,949"
VCReport_PortHardy.csv,2015,"15,938"
VCReport_PortHardy.csv,2014,"11,772"
VCReport_PortHardy.csv,2013,"13,900"
VCReport_PortHardy.csv,2012,"15,142"
VCReport_PortHardy.csv,2011,"14,856"
VCReport_PortHardy.csv,2010,"15,547"
VCReport_PortHardy.csv,2009,"15,126"
VCReport_PortHardy.csv,2008,"19,550"
VCReport_PortHardy.csv,2007,"21,313"
VCReport_PortMcNeill.csv,2017,614
VCReport_PortMcNeill.csv,2016,"8,427"
VCReport_PortMcNeill.csv,2015,940
VCReport_PortMcNeill.csv,2014,"14,872"
VCReport_PortMcNeill.csv,2013,"16,372"
VCReport_PortMcNeill.csv,2012,"16,661"
VCReport_PortMcNeill.csv,2011,"16,605"
VCReport_PortMcNeill.csv,2010,"17,417"
VCReport_PortMcNeill.csv,2009,"14,601"
VCReport_PortMcNeill.csv,2008,"11,746"
VCReport_PortMcNeill.csv,2007,"10,857"
VCReport_PowellRiver.csv,2017,"1,356"
VCReport_PowellRiver.csv,2016,"8,735"
VCReport_PowellRiver.csv,2015,"8,183"
VCReport_PowellRiver.csv,2014,"7,378"
VCReport_PowellRiver.csv,2013,"6,571"
VCReport_PowellRiver.csv,2012,"13,040"
VCReport_PowellRiver.csv,2011,"12,084"
VCReport_PowellRiver.csv,2010,"14,880"
VCReport_PowellRiver.csv,2009,"21,155"
VCReport_PowellRiver.csv,2008,"15,159"
VCReport_PowellRiver.csv,2007,"16,543"
VCReport_PrinceRupert.csv,2017,935
VCReport_PrinceRupert.csv,2016,"16,293"
VCReport_PrinceRupert.csv,2015,"13,284"
VCReport_PrinceRupert.csv,2014,"9,459"
VCReport_PrinceRupert.csv,2013,"8,150"
VCReport_PrinceRupert.csv,2012,"9,050"
VCReport_PrinceRupert.csv,2011,"15,024"
VCReport_PrinceRupert.csv,2010,"12,428"
VCReport_PrinceRupert.csv,2009,"31,503"
VCReport_PrinceRupert.csv,2008,"34,267"
VCReport_PrinceRupert.csv,2007,"31,468"
VCReport_Qualicum.csv,2017,"2,242"
VCReport_Qualicum.csv,2016,"16,643"
VCReport_Qualicum.csv,2015,"24,564"
VCReport_Qualicum.csv,2014,"24,901"
VCReport_Qualicum.csv,2013,"24,366"
VCReport_Qualicum.csv,2012,"24,499"
VCReport_Qualicum.csv,2011,"22,874"
VCReport_Qualicum.csv,2010,"29,112"
VCReport_Qualicum.csv,2009,"28,932"
VCReport_Qualicum.csv,2008,"35,270"
VCReport_Qualicum.csv,2007,"38,094"
VCReport_QueenCharlotte.csv,2017,873
VCReport_QueenCharlotte.csv,2016,"15,225"
VCReport_QueenCharlotte.csv,2015,"13,532"
VCReport_QueenCharlotte.csv,2014,"10,452"
VCReport_QueenCharlotte.csv,2013,"10,818"
VCReport_QueenCharlotte.csv,2012,"11,342"
VCReport_QueenCharlotte.csv,2011,"12,827"
VCReport_QueenCharlotte.csv,2010,"11,836"
VCReport_QueenCharlotte.csv,2009,"15,066"
VCReport_QueenCharlotte.csv,2008,"15,834"
VCReport_QueenCharlotte.csv,2007,"15,291"
VCReport_Richmond.csv,2017,"6,723"
VCReport_Richmond.csv,2016,"25,805"
VCReport_Richmond.csv,2015,"24,282"
VCReport_Richmond.csv,2014,"19,262"
VCReport_Richmond.csv,2013,"15,569"
VCReport_Richmond.csv,2012,"10,361"
VCReport_Richmond.csv,2011,"6,976"
VCReport_Richmond.csv,2010,"9,341"
VCReport_Richmond.csv,2009,"9,150"
VCReport_Richmond.csv,2008,"9,211"
VCReport_Richmond.csv,2007,"8,363"
VCReport_Saltspring.csv,2017,"4,935"
VCReport_Saltspring.csv,2016,"33,274"
VCReport_Saltspring.csv,2015,"31,827"
VCReport_Saltspring.csv,2014,"32,813"
VCReport_Saltspring.csv,2013,"32,887"
VCReport_Saltspring.csv,2012,"33,694"
VCReport_Saltspring.csv,2011,"31,286"
VCReport_Saltspring.csv,2010,"35,176"
VCReport_Saltspring.csv,2009,"42,039"
VCReport_Saltspring.csv,2008,"40,180"
VCReport_Saltspring.csv,2007,"37,447"
VCReport_Sandspit.csv,2017,0
VCReport_Sandspit.csv,2016,"9,272"
VCReport_Sandspit.csv,2015,"6,973"
VCReport_Sandspit.csv,2014,"6,348"
VCReport_Sandspit.csv,2013,"7,073"
VCReport_Sandspit.csv,2012,"6,420"
VCReport_Sandspit.csv,2011,"5,462"
VCReport_Sandspit.csv,2010,"7,005"
VCReport_Sandspit.csv,2009,"10,448"
VCReport_Sandspit.csv,2008,"12,269"
VCReport_Sandspit.csv,2007,"7,217"
VCReport_Sechelt.csv,2017,"2,456"
VCReport_Sechelt.csv,2016,"13,338"
VCReport_Sechelt.csv,2015,"13,287"
VCReport_Sechelt.csv,2014,"14,239"
VCReport_Sechelt.csv,2013,"13,203"
VCReport_Sechelt.csv,2012,"12,903"
VCReport_Sechelt.csv,2011,"12,213"
VCReport_Sechelt.csv,2010,"15,120"
VCReport_Sechelt.csv,2009,"14,425"
VCReport_Sechelt.csv,2008,"13,965"
VCReport_Sechelt.csv,2007,"14,308"
VCReport_Sidney.csv,2017,"1,659"
VCReport_Sidney.csv,2016,"22,766"
VCReport_Sidney.csv,2015,455
VCReport_Sidney.csv,2014,0
VCReport_Sidney.csv,2013,"15,998"
VCReport_Sidney.csv,2012,"16,530"
VCReport_Sidney.csv,2011,"18,280"
VCReport_Sidney.csv,2010,"18,408"
VCReport_Sidney.csv,2009,"20,558"
VCReport_Sidney.csv,2008,"23,053"
VCReport_Sidney.csv,2007,"29,577"
VCReport_Sooke.csv,2017,"1,969"
VCReport_Sooke.csv,2016,"12,724"
VCReport_Sooke.csv,2015,"15,703"
VCReport_Sooke.csv,2014,"13,587"
VCReport_Sooke.csv,2013,"13,161"
VCReport_Sooke.csv,2012,"12,649"
VCReport_Sooke.csv,2011,"14,354"
VCReport_Sooke.csv,2010,"15,625"
VCReport_Sooke.csv,2009,"18,136"
VCReport_Sooke.csv,2008,"16,954"
VCReport_Sooke.csv,2007,"20,525"
VCReport_Squamish.csv,2017,"16,780"
VCReport_Squamish.csv,2016,"61,542"
VCReport_Squamish.csv,2015,"45,172"
VCReport_Squamish.csv,2014,"34,527"
VCReport_Squamish.csv,2013,"20,255"
VCReport_Squamish.csv,2012,"16,896"
VCReport_Squamish.csv,2011,"17,595"
VCReport_Squamish.csv,2010,"20,785"
VCReport_Squamish.csv,2009,"24,293"
VCReport_Squamish.csv,2008,"21,734"
VCReport_Squamish.csv,2007,"31,672"
VCReport_Stewart.csv,2017,144
VCReport_Stewart.csv,2016,"11,574"
VCReport_Stewart.csv,2015,"5,570"
VCReport_Stewart.csv,2014,"6,442"
VCReport_Stewart.csv,2013,"8,782"
VCReport_Stewart.csv,2012,"7,447"
VCReport_Stewart.csv,2011,"7,525"
VCReport_Stewart.csv,2010,"6,199"
VCReport_Stewart.csv,2009,"7,683"
VCReport_Stewart.csv,2008,"6,789"
VCReport_Stewart.csv,2007,"8,076"
VCReport_Surrey.csv,2017,766
VCReport_Surrey.csv,2016,"6,397"
VCReport_Surrey.csv,2015,"6,101"
VCReport_Surrey.csv,2014,"6,713"
VCReport_Surrey.csv,2013,"7,766"
VCReport_Surrey.csv,2012,"7,286"
VCReport_Surrey.csv,2011,"9,168"
VCReport_Surrey.csv,2010,"9,272"
VCReport_Surrey.csv,2009,"7,470"
VCReport_Surrey.csv,2008,"8,211"
VCReport_Surrey.csv,2007,"8,348"
VCReport_Terrace.csv,2017,250
VCReport_Terrace.csv,2016,"6,330"
VCReport_Terrace.csv,2015,"5,376"
VCReport_Terrace.csv,2014,"5,974"
VCReport_Terrace.csv,2013,"5,214"
VCReport_Terrace.csv,2012,"7,664"
VCReport_Terrace.csv,2011,"6,906"
VCReport_Terrace.csv,2010,"6,644"
VCReport_Terrace.csv,2009,"6,720"
VCReport_Terrace.csv,2008,"8,056"
VCReport_Terrace.csv,2007,"9,403"
VCReport_Tofino.csv,2017,"6,630"
VCReport_Tofino.csv,2016,"37,438"
VCReport_Tofino.csv,2015,"51,035"
VCReport_Tofino.csv,2014,"40,773"
VCReport_Tofino.csv,2013,"40,736"
VCReport_Tofino.csv,2012,"36,970"
VCReport_Tofino.csv,2011,"38,009"
VCReport_Tofino.csv,2010,"28,434"
VCReport_Tofino.csv,2009,"15,453"
VCReport_Tofino.csv,2008,"16,594"
VCReport_Tofino.csv,2007,0
VCReport_Ucluelet.csv,2017,0
VCReport_Ucluelet.csv,2016,"7,277"
VCReport_Ucluelet.csv,2015,"11,060"
VCReport_Ucluelet.csv,2014,"9,010"
VCReport_Ucluelet.csv,2013,"6,368"
VCReport_Ucluelet.csv,2012,"5,331"
VCReport_Ucluelet.csv,2011,"4,216"
VCReport_Ucluelet.csv,2010,"3,748"
VCReport_Ucluelet.csv,2009,"9,107"
VCReport_Ucluelet.csv,2008,"8,955"
VCReport_Ucluelet.csv,2007,"3,553"
VCReport_Vancouver2010.csv,2017,0
VCReport_Vancouver2010.csv,2016,0
VCReport_Vancouver2010.csv,2015,0
VCReport_Vancouver2010.csv,2014,0
VCReport_Vancouver2010.csv,2013,"25,565"
VCReport_Vancouver2010.csv,2012,"26,128"
VCReport_Vancouver2010.csv,2011,"12,994"
VCReport_Vancouver2010.csv,2010,"67,773"
VCReport_Vancouver2010.csv,2009,"29,724"
VCReport_Vancouver2010.csv,2008,"27,780"
VCReport_Vancouver2010.csv,2007,0
VCReport_Vancouver.csv,2017,"17,871"
VCReport_Vancouver.csv,2016,"89,597"
VCReport_Vancouver.csv,2015,"89,011"
VCReport_Vancouver.csv,2014,"101,654"
VCReport_Vancouver.csv,2013,"140,684"
VCReport_Vancouver.csv,2012,"101,072"
VCReport_Vancouver.csv,2011,"110,472"
VCReport_Vancouver.csv,2010,"128,899"
VCReport_Vancouver.csv,2009,"119,550"
VCReport_Vancouver.csv,2008,"120,767"
VCReport_Vancouver.csv,2007,"141,220"
VCReport_Victoria.csv,2017,"17,915"
VCReport_Victoria.csv,2016,"94,740"
VCReport_Victoria.csv,2015,"109,151"
VCReport_Victoria.csv,2014,"95,557"
VCReport_Victoria.csv,2013,"92,716"
VCReport_Victoria.csv,2012,"144,336"
VCReport_Victoria.csv,2011,"156,082"
VCReport_Victoria.csv,2010,"145,060"
VCReport_Victoria.csv,2009,"133,695"
VCReport_Victoria.csv,2008,"164,023"
VCReport_Victoria.csv,2007,"209,093"
VCReport_WhiteRock.csv,2017,"1,301"
VCReport_WhiteRock.csv,2016,"9,953"
VCReport_WhiteRock.csv,2015,"6,137"
VCReport_WhiteRock.csv,2014,"7,470"
VCReport_WhiteRock.csv,2013,"20,624"
VCReport_WhiteRock.csv,2012,"21,447"
VCReport_WhiteRock.csv,2011,"20,111"
VCReport_WhiteRock.csv,2010,"18,257"
VCReport_WhiteRock.csv,2009,"16,213"
VCReport_WhiteRock.csv,2008,"13,947"
VCReport_WhiteRock.csv,2007,"11,213"
