year,rgn_id,n_cells,n_cells_tot,n_cells_cum,a_tot_km2,a_prot_km2,pct_prot,lsp_status,rgn_name
1983,5,0,18100,1055,4525,263.75,0.0583,19.43,West Vancouver Island
1984,5,0,18100,1055,4525,263.75,0.0583,19.43,West Vancouver Island
1985,5,0,18100,1055,4525,263.75,0.0583,19.43,West Vancouver Island
1986,5,90,18100,1145,4525,286.25,0.0633,21.1,West Vancouver Island
1987,5,0,18100,1145,4525,286.25,0.0633,21.1,West Vancouver Island
1988,5,0,18100,1145,4525,286.25,0.0633,21.1,West Vancouver Island
1989,5,6,18100,1151,4525,287.75,0.0636,21.2,West Vancouver Island
1990,5,0,18100,1151,4525,287.75,0.0636,21.2,West Vancouver Island
1991,5,0,18100,1151,4525,287.75,0.0636,21.2,West Vancouver Island
1992,5,0,18100,1151,4525,287.75,0.0636,21.2,West Vancouver Island
1993,5,0,18100,1151,4525,287.75,0.0636,21.2,West Vancouver Island
1994,5,0,18100,1151,4525,287.75,0.0636,21.2,West Vancouver Island
1995,5,577,18100,1728,4525,432,0.0955,31.83,West Vancouver Island
1996,5,92,18100,1820,4525,455,0.1006,33.53,West Vancouver Island
1997,5,53,18100,1873,4525,468.25,0.1035,34.5,West Vancouver Island
1998,5,0,18100,1873,4525,468.25,0.1035,34.5,West Vancouver Island
1999,5,0,18100,1873,4525,468.25,0.1035,34.5,West Vancouver Island
2000,5,0,18100,1873,4525,468.25,0.1035,34.5,West Vancouver Island
2001,5,902,18100,2775,4525,693.75,0.1533,51.1,West Vancouver Island
2002,5,0,18100,2775,4525,693.75,0.1533,51.1,West Vancouver Island
2003,5,6,18100,2781,4525,695.25,0.1536,51.2,West Vancouver Island
2004,5,0,18100,2781,4525,695.25,0.1536,51.2,West Vancouver Island
2005,5,0,18100,2781,4525,695.25,0.1536,51.2,West Vancouver Island
2006,5,0,18100,2781,4525,695.25,0.1536,51.2,West Vancouver Island
2007,5,0,18100,2781,4525,695.25,0.1536,51.2,West Vancouver Island
2008,5,0,18100,2781,4525,695.25,0.1536,51.2,West Vancouver Island
2009,5,0,18100,2781,4525,695.25,0.1536,51.2,West Vancouver Island
2010,5,0,18100,2781,4525,695.25,0.1536,51.2,West Vancouver Island
2011,5,0,18100,2781,4525,695.25,0.1536,51.2,West Vancouver Island
2012,5,0,18100,2781,4525,695.25,0.1536,51.2,West Vancouver Island
2013,5,0,18100,2781,4525,695.25,0.1536,51.2,West Vancouver Island
1886,6,0,25009,0,6252.25,0,0,0,Strait of Georgia
1911,6,0,25009,0,6252.25,0,0,0,Strait of Georgia
1913,6,0,25009,0,6252.25,0,0,0,Strait of Georgia
1914,6,0,25009,0,6252.25,0,0,0,Strait of Georgia
1920,6,0,25009,0,6252.25,0,0,0,Strait of Georgia
1921,6,0,25009,0,6252.25,0,0,0,Strait of Georgia
1922,6,0,25009,0,6252.25,0,0,0,Strait of Georgia
1923,6,0,25009,0,6252.25,0,0,0,Strait of Georgia
1927,6,0,25009,0,6252.25,0,0,0,Strait of Georgia
1928,6,0,25009,0,6252.25,0,0,0,Strait of Georgia
1931,6,0,25009,0,6252.25,0,0,0,Strait of Georgia
1934,6,0,25009,0,6252.25,0,0,0,Strait of Georgia
1936,6,0,25009,0,6252.25,0,0,0,Strait of Georgia
1937,6,0,25009,0,6252.25,0,0,0,Strait of Georgia
1938,6,0,25009,0,6252.25,0,0,0,Strait of Georgia
1939,6,0,25009,0,6252.25,0,0,0,Strait of Georgia
1940,6,0,25009,0,6252.25,0,0,0,Strait of Georgia
1941,6,0,25009,0,6252.25,0,0,0,Strait of Georgia
1943,6,0,25009,0,6252.25,0,0,0,Strait of Georgia
1944,6,0,25009,0,6252.25,0,0,0,Strait of Georgia
1946,6,0,25009,0,6252.25,0,0,0,Strait of Georgia
1947,6,0,25009,0,6252.25,0,0,0,Strait of Georgia
1948,6,0,25009,0,6252.25,0,0,0,Strait of Georgia
1949,6,0,25009,0,6252.25,0,0,0,Strait of Georgia
1950,6,1,25009,1,6252.25,0.25,0,0,Strait of Georgia
1951,6,0,25009,1,6252.25,0.25,0,0,Strait of Georgia
1953,6,0,25009,1,6252.25,0.25,0,0,Strait of Georgia
1954,6,0,25009,1,6252.25,0.25,0,0,Strait of Georgia
1955,6,0,25009,1,6252.25,0.25,0,0,Strait of Georgia
1956,6,0,25009,1,6252.25,0.25,0,0,Strait of Georgia
1957,6,0,25009,1,6252.25,0.25,0,0,Strait of Georgia
1958,6,1,25009,2,6252.25,0.5,1e-04,0.03,Strait of Georgia
1959,6,1,25009,3,6252.25,0.75,1e-04,0.03,Strait of Georgia
1960,6,1,25009,4,6252.25,1,2e-04,0.07,Strait of Georgia
1961,6,5,25009,9,6252.25,2.25,4e-04,0.13,Strait of Georgia
1962,6,1,25009,10,6252.25,2.5,4e-04,0.13,Strait of Georgia
1963,6,0,25009,10,6252.25,2.5,4e-04,0.13,Strait of Georgia
1964,6,0,25009,10,6252.25,2.5,4e-04,0.13,Strait of Georgia
1965,6,0,25009,10,6252.25,2.5,4e-04,0.13,Strait of Georgia
1966,6,106,25009,116,6252.25,29,0.0046,1.53,Strait of Georgia
1967,6,19,25009,135,6252.25,33.75,0.0054,1.8,Strait of Georgia
1968,6,0,25009,135,6252.25,33.75,0.0054,1.8,Strait of Georgia
1969,6,0,25009,135,6252.25,33.75,0.0054,1.8,Strait of Georgia
1970,6,0,25009,135,6252.25,33.75,0.0054,1.8,Strait of Georgia
1971,6,16,25009,151,6252.25,37.75,0.006,2,Strait of Georgia
1972,6,0,25009,151,6252.25,37.75,0.006,2,Strait of Georgia
1973,6,111,25009,262,6252.25,65.5,0.0105,3.5,Strait of Georgia
1974,6,3,25009,265,6252.25,66.25,0.0106,3.53,Strait of Georgia
1975,6,13,25009,278,6252.25,69.5,0.0111,3.7,Strait of Georgia
1976,6,0,25009,278,6252.25,69.5,0.0111,3.7,Strait of Georgia
1977,6,0,25009,278,6252.25,69.5,0.0111,3.7,Strait of Georgia
1978,6,0,25009,278,6252.25,69.5,0.0111,3.7,Strait of Georgia
1979,6,0,25009,278,6252.25,69.5,0.0111,3.7,Strait of Georgia
1980,6,0,25009,278,6252.25,69.5,0.0111,3.7,Strait of Georgia
1981,6,3,25009,281,6252.25,70.25,0.0112,3.73,Strait of Georgia
1982,6,729,25009,1010,6252.25,252.5,0.0404,13.47,Strait of Georgia
1983,6,0,25009,1010,6252.25,252.5,0.0404,13.47,Strait of Georgia
1984,6,0,25009,1010,6252.25,252.5,0.0404,13.47,Strait of Georgia
1985,6,0,25009,1010,6252.25,252.5,0.0404,13.47,Strait of Georgia
1986,6,0,25009,1010,6252.25,252.5,0.0404,13.47,Strait of Georgia
1987,6,0,25009,1010,6252.25,252.5,0.0404,13.47,Strait of Georgia
1988,6,1,25009,1011,6252.25,252.75,0.0404,13.47,Strait of Georgia
1989,6,7,25009,1018,6252.25,254.5,0.0407,13.57,Strait of Georgia
1990,6,0,25009,1018,6252.25,254.5,0.0407,13.57,Strait of Georgia
1991,6,0,25009,1018,6252.25,254.5,0.0407,13.57,Strait of Georgia
1992,6,2,25009,1020,6252.25,255,0.0408,13.6,Strait of Georgia
1993,6,41,25009,1061,6252.25,265.25,0.0424,14.13,Strait of Georgia
1994,6,0,25009,1061,6252.25,265.25,0.0424,14.13,Strait of Georgia
1995,6,27,25009,1088,6252.25,272,0.0435,14.5,Strait of Georgia
1996,6,1,25009,1089,6252.25,272.25,0.0435,14.5,Strait of Georgia
1997,6,0,25009,1089,6252.25,272.25,0.0435,14.5,Strait of Georgia
1998,6,1,25009,1090,6252.25,272.5,0.0436,14.53,Strait of Georgia
1999,6,0,25009,1090,6252.25,272.5,0.0436,14.53,Strait of Georgia
2000,6,0,25009,1090,6252.25,272.5,0.0436,14.53,Strait of Georgia
2001,6,86,25009,1176,6252.25,294,0.047,15.67,Strait of Georgia
2002,6,3,25009,1179,6252.25,294.75,0.0471,15.7,Strait of Georgia
2003,6,128,25009,1307,6252.25,326.75,0.0523,17.43,Strait of Georgia
2004,6,2,25009,1309,6252.25,327.25,0.0523,17.43,Strait of Georgia
2005,6,0,25009,1309,6252.25,327.25,0.0523,17.43,Strait of Georgia
2006,6,0,25009,1309,6252.25,327.25,0.0523,17.43,Strait of Georgia
2007,6,2,25009,1311,6252.25,327.75,0.0524,17.47,Strait of Georgia
2008,6,0,25009,1311,6252.25,327.75,0.0524,17.47,Strait of Georgia
2009,6,0,25009,1311,6252.25,327.75,0.0524,17.47,Strait of Georgia
2010,6,0,25009,1311,6252.25,327.75,0.0524,17.47,Strait of Georgia
2011,6,257,25009,1568,6252.25,392,0.0627,20.9,Strait of Georgia
2012,6,0,25009,1568,6252.25,392,0.0627,20.9,Strait of Georgia
2013,6,0,25009,1568,6252.25,392,0.0627,20.9,Strait of Georgia
1886,8,0,3702,0,925.5,0,0,0,Aristazabal Island
1911,8,0,3702,0,925.5,0,0,0,Aristazabal Island
1913,8,0,3702,0,925.5,0,0,0,Aristazabal Island
1914,8,0,3702,0,925.5,0,0,0,Aristazabal Island
1920,8,0,3702,0,925.5,0,0,0,Aristazabal Island
1921,8,0,3702,0,925.5,0,0,0,Aristazabal Island
1922,8,0,3702,0,925.5,0,0,0,Aristazabal Island
1923,8,0,3702,0,925.5,0,0,0,Aristazabal Island
1927,8,0,3702,0,925.5,0,0,0,Aristazabal Island
1928,8,0,3702,0,925.5,0,0,0,Aristazabal Island
1931,8,0,3702,0,925.5,0,0,0,Aristazabal Island
1934,8,0,3702,0,925.5,0,0,0,Aristazabal Island
1936,8,0,3702,0,925.5,0,0,0,Aristazabal Island
1937,8,0,3702,0,925.5,0,0,0,Aristazabal Island
1938,8,0,3702,0,925.5,0,0,0,Aristazabal Island
1939,8,0,3702,0,925.5,0,0,0,Aristazabal Island
1940,8,0,3702,0,925.5,0,0,0,Aristazabal Island
1941,8,0,3702,0,925.5,0,0,0,Aristazabal Island
1943,8,0,3702,0,925.5,0,0,0,Aristazabal Island
1944,8,0,3702,0,925.5,0,0,0,Aristazabal Island
1946,8,0,3702,0,925.5,0,0,0,Aristazabal Island
1947,8,0,3702,0,925.5,0,0,0,Aristazabal Island
1948,8,0,3702,0,925.5,0,0,0,Aristazabal Island
1949,8,0,3702,0,925.5,0,0,0,Aristazabal Island
1950,8,0,3702,0,925.5,0,0,0,Aristazabal Island
1951,8,0,3702,0,925.5,0,0,0,Aristazabal Island
1953,8,0,3702,0,925.5,0,0,0,Aristazabal Island
1954,8,0,3702,0,925.5,0,0,0,Aristazabal Island
1955,8,0,3702,0,925.5,0,0,0,Aristazabal Island
1956,8,0,3702,0,925.5,0,0,0,Aristazabal Island
1957,8,0,3702,0,925.5,0,0,0,Aristazabal Island
1958,8,0,3702,0,925.5,0,0,0,Aristazabal Island
1959,8,0,3702,0,925.5,0,0,0,Aristazabal Island
1960,8,0,3702,0,925.5,0,0,0,Aristazabal Island
1961,8,0,3702,0,925.5,0,0,0,Aristazabal Island
1962,8,0,3702,0,925.5,0,0,0,Aristazabal Island
1963,8,0,3702,0,925.5,0,0,0,Aristazabal Island
1964,8,0,3702,0,925.5,0,0,0,Aristazabal Island
1965,8,0,3702,0,925.5,0,0,0,Aristazabal Island
1966,8,0,3702,0,925.5,0,0,0,Aristazabal Island
1967,8,0,3702,0,925.5,0,0,0,Aristazabal Island
1968,8,0,3702,0,925.5,0,0,0,Aristazabal Island
1969,8,0,3702,0,925.5,0,0,0,Aristazabal Island
1970,8,0,3702,0,925.5,0,0,0,Aristazabal Island
1971,8,3,3702,3,925.5,0.75,8e-04,0.27,Aristazabal Island
1972,8,0,3702,3,925.5,0.75,8e-04,0.27,Aristazabal Island
1973,8,0,3702,3,925.5,0.75,8e-04,0.27,Aristazabal Island
1974,8,0,3702,3,925.5,0.75,8e-04,0.27,Aristazabal Island
1975,8,0,3702,3,925.5,0.75,8e-04,0.27,Aristazabal Island
1976,8,0,3702,3,925.5,0.75,8e-04,0.27,Aristazabal Island
1977,8,0,3702,3,925.5,0.75,8e-04,0.27,Aristazabal Island
1978,8,0,3702,3,925.5,0.75,8e-04,0.27,Aristazabal Island
1979,8,0,3702,3,925.5,0.75,8e-04,0.27,Aristazabal Island
1980,8,0,3702,3,925.5,0.75,8e-04,0.27,Aristazabal Island
1981,8,438,3702,441,925.5,110.25,0.1191,39.7,Aristazabal Island
1982,8,0,3702,441,925.5,110.25,0.1191,39.7,Aristazabal Island
1983,8,0,3702,441,925.5,110.25,0.1191,39.7,Aristazabal Island
1984,8,0,3702,441,925.5,110.25,0.1191,39.7,Aristazabal Island
1985,8,0,3702,441,925.5,110.25,0.1191,39.7,Aristazabal Island
1986,8,0,3702,441,925.5,110.25,0.1191,39.7,Aristazabal Island
1987,8,0,3702,441,925.5,110.25,0.1191,39.7,Aristazabal Island
1988,8,0,3702,441,925.5,110.25,0.1191,39.7,Aristazabal Island
1989,8,0,3702,441,925.5,110.25,0.1191,39.7,Aristazabal Island
1990,8,0,3702,441,925.5,110.25,0.1191,39.7,Aristazabal Island
1991,8,0,3702,441,925.5,110.25,0.1191,39.7,Aristazabal Island
1992,8,0,3702,441,925.5,110.25,0.1191,39.7,Aristazabal Island
1993,8,0,3702,441,925.5,110.25,0.1191,39.7,Aristazabal Island
1994,8,0,3702,441,925.5,110.25,0.1191,39.7,Aristazabal Island
1995,8,0,3702,441,925.5,110.25,0.1191,39.7,Aristazabal Island
1996,8,0,3702,441,925.5,110.25,0.1191,39.7,Aristazabal Island
1997,8,0,3702,441,925.5,110.25,0.1191,39.7,Aristazabal Island
1998,8,0,3702,441,925.5,110.25,0.1191,39.7,Aristazabal Island
1999,8,0,3702,441,925.5,110.25,0.1191,39.7,Aristazabal Island
2000,8,0,3702,441,925.5,110.25,0.1191,39.7,Aristazabal Island
2001,8,0,3702,441,925.5,110.25,0.1191,39.7,Aristazabal Island
2002,8,0,3702,441,925.5,110.25,0.1191,39.7,Aristazabal Island
2003,8,0,3702,441,925.5,110.25,0.1191,39.7,Aristazabal Island
2004,8,0,3702,441,925.5,110.25,0.1191,39.7,Aristazabal Island
2005,8,0,3702,441,925.5,110.25,0.1191,39.7,Aristazabal Island
2006,8,1,3702,442,925.5,110.5,0.1194,39.8,Aristazabal Island
2007,8,0,3702,442,925.5,110.5,0.1194,39.8,Aristazabal Island
2008,8,0,3702,442,925.5,110.5,0.1194,39.8,Aristazabal Island
2009,8,0,3702,442,925.5,110.5,0.1194,39.8,Aristazabal Island
2010,8,0,3702,442,925.5,110.5,0.1194,39.8,Aristazabal Island
2011,8,0,3702,442,925.5,110.5,0.1194,39.8,Aristazabal Island
2012,8,0,3702,442,925.5,110.5,0.1194,39.8,Aristazabal Island
2013,8,0,3702,442,925.5,110.5,0.1194,39.8,Aristazabal Island
1886,NA,10592,10551689,10592,2637922.25,2648,0.001,0.33,NA
1911,NA,10012,10551689,20604,2637922.25,5151,0.002,0.67,NA
1913,NA,9049,10551689,29653,2637922.25,7413.25,0.0028,0.93,NA
1914,NA,1048,10551689,30701,2637922.25,7675.25,0.0029,0.97,NA
1920,NA,5523,10551689,36224,2637922.25,9056,0.0034,1.13,NA
1921,NA,8,10551689,36232,2637922.25,9058,0.0034,1.13,NA
1922,NA,2838,10551689,39070,2637922.25,9767.5,0.0037,1.23,NA
1923,NA,17,10551689,39087,2637922.25,9771.75,0.0037,1.23,NA
1927,NA,7555,10551689,46642,2637922.25,11660.5,0.0044,1.47,NA
1928,NA,17,10551689,46659,2637922.25,11664.75,0.0044,1.47,NA
1931,NA,1,10551689,46660,2637922.25,11665,0.0044,1.47,NA
1934,NA,13,10551689,46673,2637922.25,11668.25,0.0044,1.47,NA
1936,NA,148,10551689,46821,2637922.25,11705.25,0.0044,1.47,NA
1937,NA,6,10551689,46827,2637922.25,11706.75,0.0044,1.47,NA
1938,NA,39514,10551689,86341,2637922.25,21585.25,0.0082,2.73,NA
1939,NA,21631,10551689,107972,2637922.25,26993,0.0102,3.4,NA
1940,NA,457,10551689,108429,2637922.25,27107.25,0.0103,3.43,NA
1941,NA,4368,10551689,112797,2637922.25,28199.25,0.0107,3.57,NA
1943,NA,62,10551689,112859,2637922.25,28214.75,0.0107,3.57,NA
1944,NA,1,10551689,112860,2637922.25,28215,0.0107,3.57,NA
1946,NA,2,10551689,112862,2637922.25,28215.5,0.0107,3.57,NA
1947,NA,16,10551689,112878,2637922.25,28219.5,0.0107,3.57,NA
1948,NA,108,10551689,112986,2637922.25,28246.5,0.0107,3.57,NA
1949,NA,1,10551689,112987,2637922.25,28246.75,0.0107,3.57,NA
1950,NA,6,10551689,112993,2637922.25,28248.25,0.0107,3.57,NA
1951,NA,5,10551689,112998,2637922.25,28249.5,0.0107,3.57,NA
1953,NA,1,10551689,112999,2637922.25,28249.75,0.0107,3.57,NA
1954,NA,1,10551689,113000,2637922.25,28250,0.0107,3.57,NA
1955,NA,125,10551689,113125,2637922.25,28281.25,0.0107,3.57,NA
1956,NA,235,10551689,113360,2637922.25,28340,0.0107,3.57,NA
1957,NA,4493,10551689,117853,2637922.25,29463.25,0.0112,3.73,NA
1958,NA,21,10551689,117874,2637922.25,29468.5,0.0112,3.73,NA
1959,NA,35,10551689,117909,2637922.25,29477.25,0.0112,3.73,NA
1960,NA,43,10551689,117952,2637922.25,29488,0.0112,3.73,NA
1961,NA,5610,10551689,123562,2637922.25,30890.5,0.0117,3.9,NA
1962,NA,938,10551689,124500,2637922.25,31125,0.0118,3.93,NA
1963,NA,430,10551689,124930,2637922.25,31232.5,0.0118,3.93,NA
1964,NA,76,10551689,125006,2637922.25,31251.5,0.0118,3.93,NA
1965,NA,304,10551689,125310,2637922.25,31327.5,0.0119,3.97,NA
1966,NA,25,10551689,125335,2637922.25,31333.75,0.0119,3.97,NA
1967,NA,2490,10551689,127825,2637922.25,31956.25,0.0121,4.03,NA
1968,NA,1593,10551689,129418,2637922.25,32354.5,0.0123,4.1,NA
1969,NA,591,10551689,130009,2637922.25,32502.25,0.0123,4.1,NA
1970,NA,25,10551689,130034,2637922.25,32508.5,0.0123,4.1,NA
1971,NA,2173,10551689,132207,2637922.25,33051.75,0.0125,4.17,NA
1972,NA,10942,10551689,143149,2637922.25,35787.25,0.0136,4.53,NA
1973,NA,27646,10551689,170795,2637922.25,42698.75,0.0162,5.4,NA
1974,NA,8199,10551689,178994,2637922.25,44748.5,0.017,5.67,NA
1975,NA,30195,10551689,209189,2637922.25,52297.25,0.0198,6.6,NA
1976,NA,15,10551689,209204,2637922.25,52301,0.0198,6.6,NA
1977,NA,501,10551689,209705,2637922.25,52426.25,0.0199,6.63,NA
1978,NA,243,10551689,209948,2637922.25,52487,0.0199,6.63,NA
1979,NA,36,10551689,209984,2637922.25,52496,0.0199,6.63,NA
1980,NA,62,10551689,210046,2637922.25,52511.5,0.0199,6.63,NA
1981,NA,3136,10551689,213182,2637922.25,53295.5,0.0202,6.73,NA
1982,NA,294,10551689,213476,2637922.25,53369,0.0202,6.73,NA
1983,NA,2014,10551689,215490,2637922.25,53872.5,0.0204,6.8,NA
1984,NA,1269,10551689,216759,2637922.25,54189.75,0.0205,6.83,NA
1985,NA,2307,10551689,219066,2637922.25,54766.5,0.0208,6.93,NA
1986,NA,30857,10551689,249923,2637922.25,62480.75,0.0237,7.9,NA
1987,NA,21130,10551689,271053,2637922.25,67763.25,0.0257,8.57,NA
1988,NA,99,10551689,271152,2637922.25,67788,0.0257,8.57,NA
1989,NA,119,10551689,271271,2637922.25,67817.75,0.0257,8.57,NA
1990,NA,62,10551689,271333,2637922.25,67833.25,0.0257,8.57,NA
1991,NA,720,10551689,272053,2637922.25,68013.25,0.0258,8.6,NA
1992,NA,865,10551689,272918,2637922.25,68229.5,0.0259,8.63,NA
1993,NA,38276,10551689,311194,2637922.25,77798.5,0.0295,9.83,NA
1994,NA,11514,10551689,322708,2637922.25,80677,0.0306,10.2,NA
1995,NA,33249,10551689,355957,2637922.25,88989.25,0.0337,11.23,NA
1996,NA,28728,10551689,384685,2637922.25,96171.25,0.0365,12.17,NA
1997,NA,2852,10551689,387537,2637922.25,96884.25,0.0367,12.23,NA
1998,NA,3586,10551689,391123,2637922.25,97780.75,0.0371,12.37,NA
1999,NA,22659,10551689,413782,2637922.25,103445.5,0.0392,13.07,NA
2000,NA,8197,10551689,421979,2637922.25,105494.75,0.04,13.33,NA
2001,NA,52775,10551689,474754,2637922.25,118688.5,0.045,15,NA
2002,NA,5,10551689,474759,2637922.25,118689.75,0.045,15,NA
2003,NA,503,10551689,475262,2637922.25,118815.5,0.045,15,NA
2004,NA,3462,10551689,478724,2637922.25,119681,0.0454,15.13,NA
2005,NA,108,10551689,478832,2637922.25,119708,0.0454,15.13,NA
2006,NA,18210,10551689,497042,2637922.25,124260.5,0.0471,15.7,NA
2007,NA,6540,10551689,503582,2637922.25,125895.5,0.0477,15.9,NA
2008,NA,67838,10551689,571420,2637922.25,142855,0.0542,18.07,NA
2009,NA,1099,10551689,572519,2637922.25,143129.75,0.0543,18.1,NA
2010,NA,7938,10551689,580457,2637922.25,145114.25,0.055,18.33,NA
2011,NA,325,10551689,580782,2637922.25,145195.5,0.055,18.33,NA
2012,NA,17329,10551689,598111,2637922.25,149527.75,0.0567,18.9,NA
2013,NA,11142,10551689,609253,2637922.25,152313.25,0.0577,19.23,NA
