sgc,pop,year,csdname,csdtype,rgn_id,area_total_km2,area_ohibc_km2,prop_area,fn
5917049,1674,2001,Highlands,DM,6,38.171461260725174,35.67316232349059,0.9345506078436381,FALSE
5917052,8735,2001,Sooke,DM,5,49.32379795855242,49.32387268182188,1.0000015149536847,FALSE
5917054,3801,2001,Capital H (Part 1),RDA,5,231.7916682448632,169.86803328244483,0.7328478826210326,TRUE
5917054,3801,2001,Capital H (Part 1),RDA,6,231.7916682448632,61.92354060511079,0.2671517103008861,TRUE
5917056,161,2001,Capital H (Part 2),RDA,5,1283.9084152181206,1247.5299863679315,0.9716658692948837,TRUE
5917056,161,2001,Capital H (Part 2),RDA,6,1283.9084152181206,36.37871740012306,0.02833435544850974,TRUE
5917801,257,2001,Cole Bay 3,R,6,2.821668945672481,2.821663076589599,0.9999979199959333,TRUE
5917802,100,2001,Union Bay 4,R,6,0.302771913875334,0.3027727446418181,1.0000027438690515,TRUE
5917803,1429,2001,East Saanich 2,R,6,2.6083808953220005,2.6083776563444037,0.9999987582420946,TRUE
5917804,586,2001,South Saanich 1,R,6,2.025810036208841,2.025812656271431,1.0000012933407096,TRUE
5917805,0,2001,Galiano Island 9,R,6,0.29232672835919515,0.2923273308612454,1.0000020610570015,TRUE
5917806,0,2001,Mayne Island 6,R,6,1.340444500497318,1.3404419447878086,0.9999980933865531,TRUE
5917809,159,2001,Becher Bay 1,R,5,2.6898256330235224,2.6898306131696104,1.0000018514754365,TRUE
5917811,NA,2001,Esquimalt,R,5,0.23072298595395124,0.23072312360141053,1.000000596591877,TRUE
5917812,1874,2001,New Songhees 1A,R,5,0.6998975064028483,0.6998973065793644,0.9999997144960769,TRUE
5917815,105,2001,Gordon River 2,R,5,0.9143343542734826,0.9143345344100539,1.0000001970138936,TRUE
5917816,0,2001,Pacheena 1,R,5,0.8257839320501964,0.8257826927501485,0.9999984992441728,TRUE
5917817,81,2001,T'Sou-ke 1 (Sooke 1),R,5,0.2714064837702634,0.2714068211894906,1.0000012432246368,TRUE
5917818,76,2001,T'Sou-ke 2 (Sooke 2),R,5,0.5192578614455866,0.5192586933437064,1.0000016020905633,TRUE
5919008,26148,2001,North Cowichan,DM,6,198.24281475969264,198.2428157537902,1.0000000050145452,FALSE
5919012,4699,2001,Duncan,C,6,2.0511577995399364,2.0511580563201512,1.0000001251879378,FALSE
5919013,2689,2001,Cowichan Valley D,RDA,6,15.371938187666847,15.371935029210801,0.9999997945310469,TRUE
5919015,2358,2001,Cowichan Valley G,RDA,6,288.14116799613623,288.1411778568508,1.0000000342218178,TRUE
5919016,2827,2001,Lake Cowichan,T,6,9.696993503391708,9.69699140209339,0.9999997833041431,FALSE
5919017,2250,2001,Cowichan Valley H,RDA,6,83.52284756602364,83.52285931173313,1.0000001406287,TRUE
5919021,6587,2001,Ladysmith,T,6,8.42821583970021,8.428214768886372,0.9999998729489304,FALSE
5919033,1763,2001,Cowichan Valley F,RDA,5,1831.5538466772643,1169.7501614967414,0.6386654498959218,TRUE
5919033,1763,2001,Cowichan Valley F,RDA,6,1831.5538466772643,661.8037874096163,0.3613346059195779,TRUE
5919035,1149,2001,Cowichan Valley I,RDA,5,542.7462826885129,169.02759078542798,0.3114302136684269,TRUE
5919035,1149,2001,Cowichan Valley I,RDA,6,542.7462826885129,373.71780471692966,0.6885681517074705,TRUE
5919043,3416,2001,Cowichan Valley A,RDA,6,49.468392845821256,49.46839337995122,1.000000010797399,TRUE
5919046,7081,2001,Cowichan Valley B,RDA,5,313.1362297500684,18.183108010339286,0.058067723510793506,TRUE
5919046,7081,2001,Cowichan Valley B,RDA,6,313.1362297500684,294.9532842113057,0.941932795341901,TRUE
5919049,4545,2001,Cowichan Valley C,RDA,6,23.101148240874135,23.101148735998805,1.000000021432903,TRUE
5919051,3805,2001,Cowichan Valley E,RDA,6,135.07280613808086,135.07262221411494,0.9999986383346049,TRUE
5919801,115,2001,Halalt 2,R,6,1.1491356508562802,1.1491342974769772,0.9999988222632358,TRUE
5919802,45,2001,Squaw-hay-one 11,R,6,0.350556852677159,0.3505569739696439,1.000000345999469,TRUE
5919803,67,2001,Tsussie 6,R,6,0.1667878286253698,0.16678777050505392,0.9999996515314314,TRUE
5919804,557,2001,Chemainus 13,R,6,11.616996081940133,11.617006623432646,1.0000009074198217,TRUE
5919805,0,2001,Claoose 4,R,5,0.9920379222407963,0.9920385498717762,1.0000006326683344,TRUE
5919806,15,2001,Cowichan 9,R,6,0.20679942904215212,0.20679944736697944,1.0000000886115952,TRUE
5919807,1191,2001,Cowichan 1,R,6,22.93664873994418,22.936649971255903,1.0000000536831573,TRUE
5919808,10,2001,Kil-pah-las 3,R,6,0.2003429087225981,0.20034285061224083,0.9999997099455248,TRUE
5919809,302,2001,Kuper Island 7,R,6,9.18550523617401,9.18550474739717,0.9999999467882466,TRUE
5919810,0,2001,Lyacksun 3,R,6,7.341738715612956,7.341737413748436,0.9999998226762663,TRUE
5919811,0,2001,Shingle Point 4,R,6,0.3784203785417173,0.3784213459802326,1.0000025565180157,TRUE
5919812,10,2001,Cowichan Lake,R,6,0.42011668802573343,0.4201168215790093,1.0000003178956696,TRUE
5919814,184,2001,Malachan 11,R,5,0.26246090097999947,0.26246068440661674,0.9999991748356348,TRUE
5919815,98,2001,Malahat 11,R,6,2.4829625997846487,2.4829617263536714,0.9999996482303127,TRUE
5919816,58,2001,Oyster Bay 12,R,6,0.9879098254587776,0.9879095214409912,0.9999996922616027,TRUE
5919817,0,2001,Portier Pass 5,R,6,0.01701135907899961,0.017011363915948895,1.0000002843364404,TRUE
5919818,29,2001,Theik 2,R,6,0.36670222603131086,0.36670109370674564,0.9999969121415557,TRUE
5919819,0,2001,Wyah 3,R,5,0.5719332818378592,0.5719332499803305,0.9999999442985227,TRUE
5921007,73000,2001,Nanaimo,C,6,90.37591161123473,90.37589089137553,0.9999997707369273,FALSE
5921010,6423,2001,Nanaimo A,RDA,6,61.798633792331884,61.79861692732667,0.9999997270974426,TRUE
5921014,3522,2001,Nanaimo B,RDA,6,57.16808834963386,57.16808818301814,0.9999999970855117,TRUE
5921016,929,2001,Nanaimo C,RDA,5,1090.2035824388495,19.344011723111784,0.017743485744046165,TRUE
5921016,929,2001,Nanaimo C,RDA,6,1090.2035824388495,1070.8595721717415,0.9822565155914877,TRUE
5921018,10323,2001,Parksville,C,6,14.613174319073647,14.613173574837145,0.999999949070853,FALSE
5921020,4656,2001,Nanaimo D,RDA,6,51.830012262182834,51.82998991770591,0.9999995688892217,TRUE
5921023,6921,2001,Qualicum Beach,T,6,12.497810249759405,12.497808881377312,0.9999998905102521,FALSE
5921030,4820,2001,Nanaimo E,RDA,6,74.80827226889461,74.80826323470642,0.9999998792354385,TRUE
5921032,5546,2001,Nanaimo F,RDA,5,267.8212876294987,0.4016654032188412,0.0014997515947070684,TRUE
5921032,5546,2001,Nanaimo F,RDA,6,267.8212876294987,267.4196582711652,0.9985003829908803,TRUE
5921034,7041,2001,Nanaimo G,RDA,6,54.433133466761,54.433105839137795,0.9999994924484142,TRUE
5921036,3108,2001,Nanaimo H,RDA,5,288.8466744878312,15.92507640031442,0.05513332091689125,TRUE
5921036,3108,2001,Nanaimo H,RDA,6,288.8466744878312,272.92161139673584,0.9448667251602156,TRUE
5921801,33,2001,Nanaimo River 3,R,6,1.0695194606770464,1.069521156555319,1.000001585645082,TRUE
5921802,20,2001,Nanaimo River 2,R,6,0.4773662228197792,0.4773660035990942,0.9999995407704306,TRUE
5921803,158,2001,Nanaimo River 4,R,6,0.8006435253845249,0.8006436812275862,1.0000001946472512,TRUE
5921804,238,2001,Nanaimo Town 1,R,6,0.2201427195514876,0.2201427040953692,0.9999999297904631,TRUE
5921805,207,2001,Nanoose,R,6,0.7330804484506542,0.7330802761437306,0.9999997649549596,TRUE
5921806,71,2001,Qualicum,R,6,0.8002798868534109,0.8002797208843296,0.9999997926112052,TRUE
5923008,17743,2001,Port Alberni,C,5,20.859764447541696,20.85976448382494,1.0000000017393889,FALSE
5923019,1559,2001,Ucluelet,DM,5,11.22448127121456,11.22448181114772,1.0000000481031726,FALSE
5923025,1466,2001,Tofino,DM,5,18.52982452394698,18.52984301708629,1.0000009980202071,FALSE
5923033,502,2001,Alberni-Clayoquot B,RDA,5,92.96838343532247,91.46132034739121,0.9837895095919387,TRUE
5923033,502,2001,Alberni-Clayoquot B,RDA,6,92.96838343532247,1.5070762025536477,0.01621063147346336,TRUE
5923035,2016,2001,Alberni-Clayoquot D,RDA,5,1529.8718451057111,1431.41909038334,0.9356464039538108,TRUE
5923035,2016,2001,Alberni-Clayoquot D,RDA,6,1529.8718451057111,98.45470392500505,0.06435487014155883,TRUE
5923037,2779,2001,Alberni-Clayoquot E,RDA,5,22.382716971756224,22.38272013162194,1.0000001411743589,TRUE
5923039,1897,2001,Alberni-Clayoquot F,RDA,5,189.93578183539645,188.87383676484157,0.9944089256890246,TRUE
5923039,1897,2001,Alberni-Clayoquot F,RDA,6,189.93578183539645,1.0619003449420714,0.005590838833423937,TRUE
5923047,285,2001,Alberni-Clayoquot A,RDA,5,1667.4246523104157,1667.4254997385635,1.000000508225752,TRUE
5923049,369,2001,Alberni-Clayoquot C,RDA,5,3339.794413710428,3337.389162692573,0.9992798206356711,TRUE
5923049,369,2001,Alberni-Clayoquot C,RDA,6,3339.794413710428,2.4053353579409458,7.202046174059792e-4,TRUE
5923801,117,2001,Ahahswinis 1,R,5,0.3966869191068181,0.3966869216171205,1.0000000063281704,TRUE
5923802,10,2001,Alberni 2,R,5,0.5334684353290312,0.5334683731059018,0.9999998833611788,TRUE
5923803,84,2001,Anacla 12,R,5,0.9561447469418347,0.9561453715328276,1.0000006532389525,TRUE
5923804,5,2001,Clakamucus 2,R,5,0.05344936660077423,0.053449370214649475,1.0000000676130603,TRUE
5923805,21,2001,Elhlateese 2,R,5,2.384407347567752,2.384408244901165,1.0000003763339407,TRUE
5923806,5,2001,Hesquiat 1,R,5,1.037454273814762,1.0374543320753584,1.0000000561572666,TRUE
5923807,208,2001,Ittatsoo 1,R,5,0.756196382471785,0.7561972175143845,1.000001104266853,TRUE
5923808,557,2001,Marktosis 15,R,5,0.8520134097173698,0.8520134153599153,1.0000000066226016,TRUE
5923809,5,2001,Numukamis 1,R,5,4.670841652139403,4.670839443549431,0.9999995271537473,TRUE
5923810,10,2001,Macoah 1,R,5,0.45921964702916424,0.4592200512023717,1.000000880130478,TRUE
5923812,0,2001,Openit 27,R,5,0.1438487961971462,0.143848852068631,1.000000388404257,TRUE
5923813,148,2001,Opitsat 1,R,5,0.7619410864109993,0.7619416667493358,1.000000761657754,TRUE
5923814,10,2001,Sachsa 4,R,5,0.0865825543979574,0.08658251217743196,0.9999995123668303,TRUE
5923815,0,2001,Stuart Bay 6,R,5,0.3046356653877795,0.3046356509253569,0.9999999525255109,TRUE
5923816,322,2001,Tsahaheh 1,R,5,4.117157478373283,4.117153213348693,0.9999989640851455,TRUE
5923821,0,2001,Keeshan 9,R,5,1.3137058140111426,1.3137013662248627,0.999996614320929,TRUE
5923822,10,2001,Klehkoot 2,R,5,1.256184831775805,1.256185092950927,1.0000002079113801,TRUE
5923823,140,2001,Esowista 3,R,5,0.1050127845463641,0.10501287307509034,1.0000008430280811,TRUE
5923824,77,2001,Refuge Cove 6,R,5,0.09306822741449065,0.09306821317229606,0.9999998469703895,TRUE
5925005,11172,2001,Comox,T,6,15.047507897661681,15.04750871941939,1.000000054610884,FALSE
5925010,18304,2001,Courtenay,C,6,17.130925116031445,17.130929547345463,1.0000002586733634,FALSE
5925014,2618,2001,Cumberland,VL,6,7.742345594274339,7.7423429688081145,0.9999996608952426,FALSE
5925018,4780,2001,Comox-Strathcona A,RDA,5,435.8353753987559,22.243577461298823,0.05103664988402481,TRUE
5925018,4780,2001,Comox-Strathcona A,RDA,6,435.8353753987559,413.5917929221599,0.9489633386086551,TRUE
5925019,1982,2001,Comox-Strathcona K,RDA,6,81.20407732469606,81.20407740662105,1.0000000010088779,TRUE
5925022,7941,2001,Comox-Strathcona B,RDA,6,70.58514991310979,70.58514210454992,0.9999998893738996,TRUE
5925024,7584,2001,Comox-Strathcona C,RDA,5,1100.0132839224466,1.0247366236707982,9.315674989094446e-4,TRUE
5925024,7584,2001,Comox-Strathcona C,RDA,6,1100.0132839224466,1098.9861782447551,0.9990662788416255,TRUE
5925025,1359,2001,Gold River,VL,5,10.682041816394486,10.682057825999655,1.0000014987401702,FALSE
5925029,224,2001,Zeballos,VL,5,1.9484462690947866,1.9484476139754654,1.0000006902323662,FALSE
5925030,600,2001,Tahsis,VL,5,5.885267346399479,5.88526754411472,1.0000000335949464,FALSE
5925034,28456,2001,Campbell River,DM,4,141.385149781047,77.57574143930164,0.548683801371202,FALSE
5925034,28456,2001,Campbell River,DM,6,141.385149781047,63.80940191147574,0.45131615314828155,FALSE
5925039,379,2001,Sayward,VL,4,5.438096604336627,5.438092928818062,0.9999993241167209,FALSE
5925042,4920,2001,Comox-Strathcona D,RDA,4,1720.522201200317,83.81298672563565,0.04871369091730625,TRUE
5925042,4920,2001,Comox-Strathcona D,RDA,5,1720.522201200317,8.62653890095127,0.005013907344487035,TRUE
5925042,4920,2001,Comox-Strathcona D,RDA,6,1720.522201200317,1628.0864022217693,0.9462745677364347,TRUE
5925046,785,2001,Comox-Strathcona H,RDA,4,2088.0320114500623,2087.8733893905605,0.9999240327453639,TRUE
5925046,785,2001,Comox-Strathcona H,RDA,6,2088.0320114500623,0.1553987202907391,7.442353347007373e-5,TRUE
5925049,156,2001,Comox-Strathcona G,RDA,4,5167.079631184968,82.94028059909823,0.016051674547171147,TRUE
5925049,156,2001,Comox-Strathcona G,RDA,5,5167.079631184968,5061.744744778591,0.9796142320372523,TRUE
5925049,156,2001,Comox-Strathcona G,RDA,6,5167.079631184968,22.39458054380645,0.004334088526263082,TRUE
5925052,938,2001,Comox-Strathcona I,RDA,6,129.76572046664884,129.76581330904432,1.0000007154616424,TRUE
5925054,2548,2001,Comox-Strathcona J,RDA,4,9671.40634669682,6203.310737295209,0.6414073108833745,TRUE
5925054,2548,2001,Comox-Strathcona J,RDA,6,9671.40634669682,3437.541944649188,0.35543351415725066,TRUE
5925801,254,2001,Comox 1,R,6,0.582742988599943,0.5827431528095026,1.0000002817872766,TRUE
5925802,0,2001,Pentledge 2,R,6,0.9417194500357449,0.9417210880574473,1.0000017393945748,TRUE
5925803,0,2001,Ahaminaquus 12,R,5,0.1700833761530742,0.17008337216255837,0.9999999765378844,TRUE
5925804,284,2001,Campbell River 11,R,4,1.4399023491621092,1.4399029128639698,1.0000003914861733,TRUE
5925805,10,2001,Chenahkint 12,R,5,0.21186993803646695,0.21186998863220216,1.0000002388056355,TRUE
5925806,160,2001,Houpsitas 6,R,5,0.5898714553606957,0.589871426433377,0.9999999509599617,TRUE
5925808,0,2001,Nuchatl 2,R,5,0.21981952818107606,0.21981943741831184,0.9999995871032707,TRUE
5925809,0,2001,Nuchatl 1,R,5,0.02749228847397119,0.02749228365736082,0.9999998248014031,TRUE
5925812,212,2001,Quinsam 12,R,4,1.3187438239399747,1.3187437250153795,0.9999999249857376,TRUE
5925813,10,2001,Village Island 1,R,5,0.49971460252111777,0.4997146299463436,1.0000000548817778,TRUE
5925814,5,2001,Yuquot 1,R,5,1.0596358427732875,1.0596403088547457,1.000004214732343,TRUE
5925815,0,2001,Aupe 6,R,6,0.0724732785377577,0.07247331254300382,1.0000004692108155,TRUE
5925816,0,2001,Aupe 6A,R,6,0.09757516132986546,0.09757516105012269,0.9999999971330535,TRUE
5925817,181,2001,Cape Mudge 10,R,4,4.96635830383487,4.966359477993279,1.0000002364224123,TRUE
5925818,0,2001,Squirrel Cove 8,R,6,0.15882764141225814,0.15882770285353157,1.0000003868424467,TRUE
5925819,0,2001,Tatpo-oose 10,R,4,0.1661362419768218,0.16613630220210365,1.000000362505382,TRUE
5925820,62,2001,Tork 7,R,6,2.51988001934183,2.519875039129842,0.999998023631304,TRUE
5925825,0,2001,Matsayno 5,R,4,0.47586265915458276,0.47586230686804837,0.9999992596886358,TRUE
5925830,0,2001,Saaiyouck 6,R,4,0.32725864088910445,0.3272587681410313,1.0000003888420683,TRUE
5925833,32,2001,Oclucje 7,R,5,0.1366329266001284,0.136632988006413,1.0000004494252308,TRUE
5925835,175,2001,Tsa Xana 18,R,5,1.8641595530222692,1.8641594983697831,0.9999999706825062,TRUE
