sgc,pop,year,csdname,csdtype,rgn_id,area_total_km2,area_ohibc_km2,prop_area,fn
5919043,4073,2006,Cowichan Valley A,RDA,6,49.46848714087986,49.46848505160267,0.9999999577654924,TRUE
5919046,7562,2006,Cowichan Valley B,RDA,5,313.13665139738004,18.183281464966022,0.058068199247270094,TRUE
5919046,7562,2006,Cowichan Valley B,RDA,6,313.13665139738004,294.9534406202994,0.9419320264940637,TRUE
5919049,4530,2006,Cowichan Valley C,RDA,6,22.764600557118044,22.76460129265055,1.000000032310363,TRUE
5919051,3878,2006,Cowichan Valley E,RDA,6,135.46408189021955,135.46399456133327,0.9999993553354878,TRUE
5919801,152,2006,Halalt 2,IRI,6,1.234363862979415,1.2343637093535216,0.9999998755424572,TRUE
5919802,43,2006,Squaw-hay-one 11,IRI,6,0.3505744372925721,0.3505743655486517,0.9999997953532466,TRUE
5919803,73,2006,Tsussie 6,IRI,6,0.16564095783373683,0.16564094061873852,0.9999998960704011,TRUE
5919804,684,2006,Chemainus 13,IRI,6,11.617037734116748,11.617048153947836,1.0000008969438963,TRUE
5919805,0,2006,Claoose 4,IRI,5,0.9920391508311391,0.9920397828397639,1.0000006370803252,TRUE
5919806,29,2006,Cowichan 9,IRI,6,0.21423491349763585,0.2142349084516163,0.9999999764463249,TRUE
5919807,1768,2006,Cowichan 1,IRI,6,23.664822189484035,23.664825169810317,1.0000001259390947,TRUE
5919808,5,2006,Kil-pah-las 3,IRI,6,0.20033746089253388,0.20033748346943314,1.0000001126943467,TRUE
5919809,361,2006,Kuper Island 7,IRI,6,9.185560353068755,9.18555990699619,0.9999999514376317,TRUE
5919810,0,2006,Lyacksun 3,IRI,6,7.341661505506955,7.3416601806802415,0.9999998195467453,TRUE
5919811,0,2006,Shingle Point 4,IRI,6,0.3785115233383365,0.3785125215058327,1.000002637086151,TRUE
5919812,15,2006,Cowichan Lake,IRI,6,0.4201152427939493,0.4201153554928005,1.0000002682569915,TRUE
5919814,199,2006,Malachan 11,IRI,5,0.26252103783127667,0.26252082342474536,0.9999991832786695,TRUE
5919815,90,2006,Malahat 11,IRI,6,2.4828306088770726,2.4828296983782283,0.9999996332819319,TRUE
5919816,84,2006,Oyster Bay 12,IRI,6,1.0036570603405852,1.00365674660255,0.9999996874051432,TRUE
5919817,0,2006,Portier Pass 5,IRI,6,0.017010342313680798,0.01701036614625959,1.0000014010640323,TRUE
5919818,41,2006,Theik 2,IRI,6,0.3667001666564869,0.366699047692664,0.9999969485592735,TRUE
5919819,0,2006,Wyah 3,IRI,5,0.5718963486055424,0.5718963020762466,0.9999999186403341,TRUE
5919820,15,2006,Est-Patrolas 4,IRI,6,0.31634469664451736,0.31634477922786397,1.0000002610549426,TRUE
5919821,32,2006,Tzart-Lam 5,IRI,6,0.08930002225086837,0.08930004073126614,1.0000002069472917,TRUE
5921007,78692,2006,Nanaimo,CY,6,91.26393503091329,91.26392246120355,0.9999998622707892,FALSE
5921008,3661,2006,Lantzville,DM,6,27.870146935219175,27.870137872147573,0.9999996748107708,FALSE
5921010,6751,2006,Nanaimo A,RDA,6,62.232589212050776,62.232584149210616,0.9999999186464805,TRUE
5921014,4050,2006,Nanaimo B,RDA,6,57.56938523276896,57.569385293553204,1.0000000010558432,TRUE
5921016,2508,2006,Nanaimo C,RDA,5,1114.319461821762,19.343998421193472,0.017359472829783163,TRUE
5921016,2508,2006,Nanaimo C,RDA,6,1114.319461821762,1094.9754869490898,0.9826405483028653,TRUE
5921018,10993,2006,Parksville,CY,6,14.742678587123486,14.742677989391918,0.9999999594557011,FALSE
5921023,8502,2006,Qualicum Beach,T,6,18.02090051684506,18.02089812056367,0.9999998670276555,FALSE
5921030,5462,2006,Nanaimo E,RDA,6,75.02118719925164,75.02118438832635,0.9999999625315809,TRUE
5921032,6680,2006,Nanaimo F,RDA,5,268.2743021132412,0.40166755564305,0.0014972271010642764,TRUE
5921032,6680,2006,Nanaimo F,RDA,6,268.2743021132412,267.8726321649361,0.9985027639802206,TRUE
5921034,7023,2006,Nanaimo G,RDA,6,49.59382256020535,49.59380120499432,0.999999569397761,TRUE
5921036,3474,2006,Nanaimo H,RDA,5,287.12678013665163,15.925268831055723,0.055464240651730376,TRUE
5921036,3474,2006,Nanaimo H,RDA,6,287.12678013665163,271.20152093588024,0.9445357928884511,TRUE
5921801,50,2006,Nanaimo River 3,IRI,6,1.0209890203541163,1.0209893889840842,1.0000003610518433,TRUE
5921802,21,2006,Nanaimo River 2,IRI,6,0.5174503095111426,0.5174500810979754,0.9999995585795138,TRUE
5921803,208,2006,Nanaimo River 4,IRI,6,0.8006466282532448,0.8006467832438471,1.0000001935817835,TRUE
5921804,279,2006,Nanaimo Town 1,IRI,6,0.22020709227802093,0.22020707615711912,0.9999999267920864,TRUE
5921805,191,2006,Nanoose,IRI,6,0.7315208195964321,0.7315206474766591,0.9999997647096728,TRUE
5921806,86,2006,Qualicum,IRI,6,0.800259910619826,0.8002597546720653,0.9999998051286105,TRUE
5923008,17548,2006,Port Alberni,CY,5,21.36594627565714,21.365946153903856,0.9999999943015263,FALSE
5923019,1487,2006,Ucluelet,DM,5,6.437977183058128,6.437979011698644,1.0000002840396083,FALSE
5923025,1655,2006,Tofino,DM,5,10.390974127495523,10.390972423497184,0.9999998360116849,FALSE
5923033,476,2006,Alberni-Clayoquot B,RDA,5,92.96892485145379,91.46186796957484,0.9837896707498023,TRUE
5923033,476,2006,Alberni-Clayoquot B,RDA,6,92.96892485145379,1.5070598469319325,0.01621036114314455,TRUE
5923035,2027,2006,Alberni-Clayoquot D,RDA,5,1537.5490673865115,1439.0936967314717,0.9359660301297624,TRUE
5923035,2027,2006,Alberni-Clayoquot D,RDA,6,1537.5490673865115,98.45535409841396,0.06403395910204412,TRUE
5923037,2822,2006,Alberni-Clayoquot E,RDA,5,22.38224654793755,22.382249742445136,1.0000001427250647,TRUE
5923039,1882,2006,Alberni-Clayoquot F,RDA,5,193.20915433443423,192.14710714304087,0.9945031217850319,TRUE
5923039,1882,2006,Alberni-Clayoquot F,RDA,6,193.20915433443423,1.0620054348153425,0.005496662093852295,TRUE
5923047,303,2006,Alberni-Clayoquot A,RDA,5,1724.3973287157778,1724.398092276434,1.0000004427985612,TRUE
5923049,401,2006,Alberni-Clayoquot C,RDA,5,3309.2666454859623,3306.861409293484,0.9992731815081268,TRUE
5923049,401,2006,Alberni-Clayoquot C,RDA,6,3309.2666454859623,2.405339263709086,7.268496381184975e-4,TRUE
5923801,148,2006,Ahahswinis 1,IRI,5,0.40899185143186734,0.4089918537606624,1.0000000056939888,TRUE
5923802,5,2006,Alberni 2,IRI,5,0.5334582968543433,0.5334582205494186,0.9999998569617811,TRUE
5923803,95,2006,Anacla 12,IRI,5,0.9617123117154669,0.9617123793189633,1.0000000702949265,TRUE
5923804,5,2006,Clakamucus 2,IRI,5,0.07988044959000312,0.07988045451641083,1.0000000616722582,TRUE
5923805,27,2006,Elhlateese 2,IRI,5,2.3843098201121187,2.3843112680356726,1.0000006072715641,TRUE
5923806,10,2006,Hesquiat 1,IRI,5,1.6424479769158344,1.6424478679663128,0.9999999336663791,TRUE
5923807,200,2006,Ittatsoo 1,IRI,5,0.7561940945913493,0.7561942908303738,1.0000002595088031,TRUE
5923808,661,2006,Marktosis 15,IRI,5,1.0080346607957855,1.008034159903789,0.999999503100423,TRUE
5923809,5,2006,Numukamis 1,IRI,5,6.76349427086325,6.76349339081771,0.9999998698830066,TRUE
5923810,19,2006,Macoah 1,IRI,5,0.45925495891936613,0.45925538118784454,1.0000009194641675,TRUE
5923812,0,2006,Openit 27,IRI,5,0.22015448052561842,0.22015445004137046,0.9999998615324663,TRUE
5923813,174,2006,Opitsat 1,IRI,5,0.7619480919324756,0.7619486752724945,1.0000007655902352,TRUE
5923814,0,2006,Sachsa 4,IRI,5,0.08658408294617943,0.08658404526947067,0.9999995648540991,TRUE
5923815,0,2006,Stuart Bay 6,IRI,5,0.30464505076057463,0.304645184506204,1.000000439021179,TRUE
5923816,425,2006,Tsahaheh 1,IRI,5,4.267629963884569,4.267627230610544,0.9999993595335003,TRUE
5923821,0,2006,Keeshan 9,IRI,5,1.31373678691153,1.3137323480361849,0.9999966211836425,TRUE
5923822,10,2006,Klehkoot 2,IRI,5,1.255913569509054,1.2559137176962676,1.0000001179915698,TRUE
5923823,160,2006,Esowista 3,IRI,5,0.10501856423271447,0.10501864748017489,1.0000007926928065,TRUE
5923824,103,2006,Refuge Cove 6,IRI,5,0.0930910346512557,0.09309102181512909,0.9999998621121071,TRUE
5923825,16,2006,Tin Wis 11,IRI,5,0.10625521451795752,0.10625535643699766,1.0000013356430624,TRUE
5925005,12136,2006,Comox,T,6,15.161481481786709,15.161482197247498,1.000000047189372,FALSE
5925010,21940,2006,Courtenay,CY,6,26.68452898283096,26.684531379472343,1.0000000898138912,FALSE
5925014,2762,2006,Cumberland,VL,6,30.530568958949868,30.530568492513524,0.9999999847223173,FALSE
5925018,4885,2006,Comox-Strathcona A,RDA,5,415.77818845263084,22.24358696222448,0.05349868651120613,TRUE
5925018,4885,2006,Comox-Strathcona A,RDA,6,415.77818845263084,393.5345790390828,0.9465012594904743,TRUE
5925019,2169,2006,Comox-Strathcona K,RDA,6,81.39249326317889,81.39249333848382,1.0000000009252072,TRUE
5925022,7219,2006,Comox-Strathcona B,RDA,6,57.666290346584624,57.66628699257564,0.999999941837615,TRUE
5925024,7441,2006,Comox-Strathcona C,RDA,5,1091.6694680348,1.0247437664410861,9.386941711265478e-4,TRUE
5925024,7441,2006,Comox-Strathcona C,RDA,6,1091.6694680348,1090.644438686114,0.9990610442274883,TRUE
5925025,1362,2006,Gold River,VL,5,10.389616990289964,10.389637653167256,1.0000019888006757,FALSE
5925029,189,2006,Zeballos,VL,5,1.4416653910879478,1.4416665661229808,1.0000008150539232,FALSE
5925030,366,2006,Tahsis,VL,5,5.708046510267582,5.708047993162684,1.0000002597902975,FALSE
5925034,29572,2006,Campbell River,CY,4,147.95574090647773,85.1424141284602,0.5754586716731621,FALSE
5925034,29572,2006,Campbell River,CY,6,147.95574090647773,62.81329865930746,0.42454113827872025,FALSE
5925039,341,2006,Sayward,VL,4,4.71613038483556,4.716126058488297,0.9999990826489283,FALSE
5925042,4984,2006,Comox-Strathcona D,RDA,4,1718.0211332240285,83.85704390944579,0.04881025168303963,TRUE
5925042,4984,2006,Comox-Strathcona D,RDA,5,1718.0211332240285,8.626556961845909,0.00502121702406382,TRUE
5925042,4984,2006,Comox-Strathcona D,RDA,6,1718.0211332240285,1625.5377235409605,0.9461686425768732,TRUE
5925046,755,2006,Comox-Strathcona H,RDA,4,2081.977130553592,2081.821694144094,0.999925341922725,TRUE
5925046,755,2006,Comox-Strathcona H,RDA,6,2081.977130553592,0.15539839143447207,7.463981671746417e-5,TRUE
5925049,74,2006,Comox-Strathcona G,RDA,4,5147.9310095124,83.16178805235346,0.01615440997532528,TRUE
5925049,74,2006,Comox-Strathcona G,RDA,5,5147.9310095124,5042.375046533482,0.9794954588972017,TRUE
5925049,74,2006,Comox-Strathcona G,RDA,6,5147.9310095124,22.394247966048834,0.004350145315597375,TRUE
5925052,1042,2006,Comox-Strathcona I,RDA,6,137.59794035777193,137.59794675261432,1.0000000464748409,TRUE
5925054,2472,2006,Comox-Strathcona J,RDA,4,9376.926575750047,5921.016588834198,0.6314453398991858,TRUE
5925054,2472,2006,Comox-Strathcona J,RDA,6,9376.926575750047,3425.356725062931,0.36529631509767274,TRUE
5925801,272,2006,Comox 1,IRI,6,0.582728345939884,0.5827284923616797,1.0000002512693895,TRUE
5925802,0,2006,Pentledge 2,IRI,6,0.9005880630052684,0.9005896787693016,1.0000017941210857,TRUE
5925803,0,2006,Ahaminaquus 12,IRI,5,0.1395779286831785,0.13957792459474505,0.9999999707085963,TRUE
5925804,381,2006,Campbell River 11,IRI,4,1.0987176868452915,1.098717928642393,1.0000002200720934,TRUE
5925805,10,2006,Chenahkint 12,IRI,5,0.211874291937178,0.21187436037248372,1.0000003229995726,TRUE
5925806,182,2006,Houpsitas 6,IRI,5,0.36029107061163707,0.36029119884328914,1.000000355911269,TRUE
5925808,0,2006,Nuchatl 2,IRI,5,0.2198342467458248,0.2198341586237401,0.9999995991430541,TRUE
5925809,0,2006,Nuchatl 1,IRI,5,0.02746754165504314,0.02746753349254653,0.999999702831192,TRUE
5925812,208,2006,Quinsam 12,IRI,4,1.3187530214051755,1.3187529445564803,0.9999999417262414,TRUE
5925813,0,2006,Village Island 1,IRI,5,0.4996835629320145,0.4996835945501253,1.0000000632762676,TRUE
5925814,5,2006,Yuquot 1,IRI,5,0.9877466854805949,0.9877473701875685,1.0000006932009833,TRUE
5925815,0,2006,Aupe 6,IRI,6,0.07247491431077197,0.07247493596525677,1.0000002987859316,TRUE
5925816,0,2006,Aupe 6A,IRI,6,0.09757263361114263,0.09757263343173944,0.9999999981613369,TRUE
5925817,175,2006,Cape Mudge 10,IRI,4,4.966341630604338,4.966342809427738,1.000000237362527,TRUE
5925818,5,2006,Squirrel Cove 8,IRI,6,0.15883241122861205,0.15883245221121609,1.0000002580241887,TRUE
5925819,0,2006,Tatpo-oose 10,IRI,4,0.16614585935021006,0.16614588799527288,1.0000001724091285,TRUE
5925820,74,2006,Tork 7,IRI,6,2.519888442875289,2.5198839848179735,0.9999982308513188,TRUE
5925825,0,2006,Matsayno 5,IRI,4,0.664952146051921,0.664952152237907,1.0000000093029042,TRUE
5925830,0,2006,Saaiyouck 6,IRI,4,0.3272629497132385,0.32726298184758423,1.0000000981912123,TRUE
5925833,54,2006,Oclucje 7,IRI,5,0.13663137987091392,0.13663143292087315,1.0000003882706834,TRUE
5925835,221,2006,Tsa Xana 18,IRI,5,1.8641602296318114,1.8641601825616247,0.9999999747499245,TRUE
5925836,79,2006,Ehatis 11,IRI,5,0.24346984035868943,0.24346992931879124,1.0000003653844833,TRUE
5925840,220,2006,Homalco 9,IRI,6,0.5555921450228095,0.5555920251431512,0.9999997842308258,TRUE
5927008,12957,2006,Powell River,CY,6,31.8120481487865,31.81205410901481,1.0000001873575786,FALSE
5927010,914,2006,Powell River A,RDA,6,4036.6689957627646,4036.669139351727,1.0000000355711511,TRUE
5927012,1489,2006,Powell River B,RDA,6,156.0275934067043,156.02758388167163,0.9999999389528963,TRUE
5927016,2074,2006,Powell River C,RDA,6,701.3292285204575,701.3292785628937,1.0000000713537012,TRUE
5927018,1107,2006,Powell River D,RDA,6,302.33192222338215,302.33192588301256,1.0000000121046773,TRUE
5927020,359,2006,Powell River E,RDA,6,72.98305169459427,72.98305194588677,1.0000000034431626,TRUE
5927802,682,2006,Sliammon 1,IRI,6,8.040959443498956,8.04096356072551,1.0000005120317523,TRUE
5927805,0,2006,Harwood Island 2,IRI,6,9.063647929458988,9.063647867400332,0.9999999931530158,TRUE
5927806,17,2006,Sechelt (Part),IGD,6,0.24024749722211436,0.24024771895959973,1.0000009229544031,TRUE
5929005,4182,2006,Gibsons,T,6,4.328194269469327,4.328194289250525,1.0000000045703121,FALSE
5929011,8454,2006,Sechelt,DM,6,39.690668830323276,39.69067460987402,1.0000001456148488,FALSE
5929018,2624,2006,Sunshine Coast A,RDA,6,1938.190518336004,1938.1904645089257,0.9999999722281799,TRUE
5929022,2558,2006,Sunshine Coast B,RDA,6,1292.6704768027353,1292.6706747595215,1.0000001531378566,TRUE
5929024,3307,2006,Sunshine Coast D,RDA,6,144.4113687741685,144.411381352054,1.000000087097613,TRUE
5929026,3552,2006,Sunshine Coast E,RDA,6,21.318547714829144,21.318579028951127,1.0000014688675045,TRUE
5929028,2235,2006,Sunshine Coast F,RDA,6,380.93781911766,380.9377956774888,0.9999999384671986,TRUE
5929801,20,2006,Chekwelp 26,IRI,6,0.13808208199562527,0.1380820879961513,1.0000000434562248,TRUE
5929802,0,2006,Chekwelp 26A,IRI,6,0.002671422928132117,0.002671415434348397,0.999997194834393,TRUE
5929803,827,2006,Sechelt (Part),IGD,6,10.71170526806806,10.711707272151408,1.0000001870928388,TRUE
5929804,0,2006,Schaltuuch 27,IRI,6,0.004562673751810566,0.004562666090447456,0.9999983208610725,TRUE
5931006,14949,2006,Squamish,DM,6,112.48422589410981,112.48422471161174,0.9999999894874321,FALSE
5931012,2192,2006,Pemberton,VL,6,4.559537162689528,4.559537090503266,0.9999999841680723,FALSE
5931017,1887,2006,Squamish-Lillooet C,RDA,6,5684.028502775689,5297.617904308908,0.9320181807184666,TRUE
5931020,9248,2006,Whistler,DM,6,164.88429051315657,164.8842902785181,0.9999999985769509,FALSE
5931021,839,2006,Squamish-Lillooet D,RDA,6,3164.172832742454,3164.17279438981,0.9999999878790932,TRUE
5931032,207,2006,Squamish-Lillooet A,RDA,6,3808.6310505987785,18.649903963635357,0.004896747339363125,TRUE
5931034,575,2006,Squamish-Lillooet B,RDA,6,3522.8719336027925,1.9874163183342228,5.641466268975947e-4,TRUE
5931801,82,2006,Cheakamus 11,IRI,6,18.878080835756972,18.878086408990928,1.000000295222486,TRUE
5931802,34,2006,Kowtain 17,IRI,6,0.2702688030137047,0.27026876748349515,0.999999868537511,TRUE
5931803,114,2006,Mount Currie  1,IRI,6,0.8218082231842466,0.8218072607137487,0.9999988288380783,TRUE
5931804,181,2006,Mount Currie 10,IRI,6,0.3842223854138386,0.3842223031941075,0.9999997860100448,TRUE
5931806,54,2006,Seaichem 16,IRI,6,0.05646505225126585,0.05646505839088559,1.0000001087330923,TRUE
5931807,96,2006,Stawamus 24,IRI,6,0.268098684860211,0.2680987165752007,1.000000118295954,TRUE
5931808,103,2006,Waiwakum 14,IRI,6,0.16950431072885588,0.1695043359228056,1.0000001486330914,TRUE
5931809,20,2006,Yekwaupsum 18,IRI,6,0.02927054106103815,0.029270547810627146,1.0000002305932434,TRUE
5931811,15,2006,Mount Currie  2,IRI,6,0.5037727591225802,0.5037727981763808,1.0000000775226525,TRUE
5931812,116,2006,Nesuch 3,IRI,6,5.069011188050494,5.069010052763989,0.999999776033932,TRUE
5931837,72,2006,Mount Currie  8,IRI,6,3.657428114000912,3.6574295899991616,1.0000004035617935,TRUE
5931838,799,2006,Mount Currie  6,IRI,6,17.920402306120295,17.92040716528873,1.0000002711528653,TRUE
5933037,1320,2006,Thompson-Nicola I (Blue Sky Country),RDA,6,5780.104392776643,0.2570546564369661,4.447232073493441e-5,TRUE
5941039,808,2006,Cariboo J,RDA,3,26666.490727863824,1670.2155135647208,0.06263349499600682,TRUE
5941039,808,2006,Cariboo J,RDA,4,26666.490727863824,5750.198026472743,0.21563384868127247,TRUE
5941039,808,2006,Cariboo J,RDA,6,26666.490727863824,6.315976201719516,2.3685067023535838e-4,TRUE
5943008,556,2006,Alert Bay,VL,4,1.7768740495270239,1.7768740449179112,0.9999999974060555,FALSE
5943012,2623,2006,Port McNeill,T,4,7.739884912284919,7.739879336926509,0.9999992796587451,FALSE
5943017,821,2006,Port Alice,VL,4,7.608706725386888,7.608709685772196,1.0000003890786455,FALSE
5943023,3822,2006,Port Hardy,DM,4,40.900515522773276,40.90050758112063,0.999999805830011,FALSE
5943027,150,2006,Mount Waddington B,RDA,3,2619.9297283734304,1.2405037875805358,4.7348742760008915e-4,TRUE
5943027,150,2006,Mount Waddington B,RDA,4,2619.9297283734304,2568.1742912964382,0.9802454865424486,TRUE
5943027,150,2006,Mount Waddington B,RDA,5,2619.9297283734304,50.514970086756975,0.019281040075116416,TRUE
5943031,736,2006,Mount Waddington C,RDA,4,1559.3883293994174,1552.1064391501616,0.9953302906582221,TRUE
5943031,736,2006,Mount Waddington C,RDA,5,1559.3883293994174,7.281815215145338,0.004669661224122317,TRUE
5943033,304,2006,Mount Waddington D,RDA,4,3445.6370204513187,3436.8328959014448,0.9974448485149139,TRUE
5943033,304,2006,Mount Waddington D,RDA,5,3445.6370204513187,8.803924670763324,0.0025550934757515935,TRUE
5943037,1051,2006,Mount Waddington A,RDA,3,13172.039953897876,143.04313297356833,0.010859603635748078,TRUE
5943037,1051,2006,Mount Waddington A,RDA,4,13172.039953897876,13028.996968968662,0.9891404076035402,TRUE
5943801,150,2006,Alert Bay 1,IRI,4,0.24926744075772167,0.24926744978869333,1.0000000362300494,TRUE
5943802,303,2006,Alert Bay 1A,IRI,4,1.7186466423497018,1.7186466120601316,0.9999999823759175,TRUE
5943804,5,2006,Fort Rupert 1,IRI,4,0.05407992065451294,0.05407992266676202,1.0000000372088025,TRUE
5943805,0,2006,Quattishe 1,IRI,4,0.8599751206180454,0.8599766243929267,1.0000017486260304,TRUE
5943806,432,2006,Tsulquate 4,IRI,4,0.5964560522227195,0.5964562262565661,1.000000291779832,TRUE
5943807,0,2006,Dead Point 5,IRI,4,0.37408611585438994,0.37408608073717353,0.9999999061253146,TRUE
5943808,40,2006,Gwayasdums 1,IRI,4,0.32042207480353196,0.32042210954380035,1.000000108420334,TRUE
5943809,0,2006,Hopetown 10A,IRI,4,0.44231997539554013,0.44232058295428756,1.0000013735729363,TRUE
5943810,0,2006,Karlukwees 1,IRI,4,0.10566500896318816,0.10566506989101693,1.0000005766131037,TRUE
5943813,148,2006,Quaee 7,IRI,4,2.202258862353824,2.2022587212675364,0.9999999359356476,TRUE
5943815,271,2006,Kippase 2,IRI,4,0.16614638992132152,0.16614634770547598,0.9999997459117494,TRUE
5943816,234,2006,Quatsino Subdivision 18,IRI,4,0.12972704840281232,0.12972709741307142,1.0000003777952224,TRUE
5943817,0,2006,Thomas Point 5,IRI,4,0.25312466460651906,0.25312467305508257,1.0000000333770853,TRUE
5943820,0,2006,Apsagayu 1A,IRI,4,0.09409289497016696,0.09409290198640478,1.0000000745671374,TRUE
5943824,0,2006,Compton Island 6,IRI,4,0.6021547901584524,0.6021547907003164,1.0000000008998748,TRUE
5943828,0,2006,Mahmalillikullah 1,IRI,4,1.7820322792324108,1.782032161348313,0.999999933848506,TRUE
5943832,0,2006,Glen-Gla-Ouch 5,IRI,4,0.17819064995843173,0.1781905558475256,0.9999994718527254,TRUE
5943836,5,2006,Hope Island 1,IRI,4,36.227614732051066,36.2276149768212,1.0000000067564518,TRUE
5945006,138,2006,Central Coast A,RDA,3,20327.6721434387,18746.636450870454,0.9222224915173787,TRUE
5945006,138,2006,Central Coast A,RDA,4,20327.6721434387,1550.7390875687975,0.07628709655617599,TRUE
5945006,138,2006,Central Coast A,RDA,8,20327.6721434387,25.726196561299112,0.0012655751420903808,TRUE
5945010,556,2006,Central Coast C,RDA,3,4049.663798624945,3287.960855062517,0.811909585229998,TRUE
5945010,556,2006,Central Coast C,RDA,4,4049.663798624945,0.20937342441893828,5.170143370667723e-5,TRUE
5945012,421,2006,Central Coast D,RDA,3,306.34689064584427,306.34688063690425,0.9999999673280835,TRUE
5945014,135,2006,Central Coast E,RDA,3,361.89602490167783,361.8961124299615,1.000000241860307,TRUE
5945801,1066,2006,Bella Bella 1,IRI,3,6.522542100685361,6.522542151122563,1.0000000077327522,TRUE
5945802,788,2006,Bella Coola 1,IRI,3,16.238929500473525,16.238937437615736,1.0000004887725025,TRUE
5945803,85,2006,Katit 1,IRI,3,7.095197333079817,7.095206358541221,1.0000012720522038,TRUE
5947007,577,2006,Port Edward,DM,1,183.788894891291,183.78887042019375,0.9999998668521443,FALSE
5947012,12815,2006,Prince Rupert,CY,1,54.80615636919725,54.80615633685533,0.9999999994098853,FALSE
5947016,52,2006,Skeena-Queen Charlotte A,RDA,1,3029.4465241665503,3029.446541355746,1.0000000056740384,TRUE
5947021,37,2006,Skeena-Queen Charlotte C,RDA,1,6867.75091158506,6867.750930762167,1.0000000027923417,TRUE
5947023,940,2006,Masset,VL,2,20.845169349448476,20.845174862450545,1.0000002644738442,FALSE
5947026,948,2006,Queen Charlotte,VL,2,37.07981996645283,37.07982605676663,1.0000001642487424,FALSE
5947027,607,2006,Skeena-Queen Charlotte D,RDA,2,6838.338493982988,6838.338478553202,0.9999999977436351,TRUE
5947030,440,2006,Port Clements,VL,2,18.87722699931509,18.877226973597896,0.9999999986376603,FALSE
5947032,402,2006,Skeena-Queen Charlotte E,RDA,2,3494.844052688644,3494.843989709211,0.9999999819793296,TRUE
5947803,694,2006,Masset 1,IRI,2,3.26108123882036,3.2610812571073966,1.0000000056076606,TRUE
5947804,781,2006,Skidegate 1,IRI,2,5.647004320660464,5.647004812983923,1.0000000871831205,TRUE
5947806,157,2006,Kulkayu (Hartley Bay) 4,IRI,1,1.2819899196760618,1.2819898550605178,0.9999999495974633,TRUE
5947807,417,2006,Dolphin Island 1,IRI,1,15.111243153063647,15.111243196678684,1.000000002886264,TRUE
5947809,679,2006,Lax Kw'alaams 1,IRI,1,111.18280937091421,111.182809940527,1.000000005123209,TRUE
5947810,118,2006,S1/2 Tsimpsean 2,IRI,1,33.104048715789055,33.10404693809573,0.9999999462998215,TRUE
5949005,8987,2006,Kitimat,DM,1,257.80941173675967,257.80940905045725,0.9999999895802779,FALSE
5949011,11320,2006,Terrace,CY,1,42.92269326294918,42.92269235499978,0.9999999788468679,FALSE
5949013,2822,2006,Kitimat-Stikine C (Part 1),RDA,1,9828.084415792327,8612.57983853431,0.8763233478840621,TRUE
5949018,4002,2006,Kitimat-Stikine E,RDA,1,17.222409049041996,17.22240954951905,1.0000000290596427,TRUE
5949020,5,2006,Kitimat-Stikine C (Part 2),RDA,1,18631.99856928285,11903.24166352856,0.638860164102445,TRUE
5949020,5,2006,Kitimat-Stikine C (Part 2),RDA,3,18631.99856928285,4082.6147946066294,0.21911845792739187,TRUE
5949020,5,2006,Kitimat-Stikine C (Part 2),RDA,8,18631.99856928285,2634.5882396285833,0.14140126888867563,TRUE
5949028,1618,2006,Kitimat-Stikine B,RDA,1,7543.35147850953,288.65746909703796,0.03826647477840619,TRUE
5949032,496,2006,Stewart,DM,1,578.8141925067647,39.55772726716897,0.06834270441063288,FALSE
5949035,97,2006,Nisga'a,NL,1,2066.4862359829153,793.5136231344692,0.3839917292055119,TRUE
5949039,46,2006,Kitimat-Stikine A,RDA,1,25854.851494983868,4377.736567160146,0.1693197335907915,TRUE
5949802,282,2006,Kitasoo 1,IRI,3,3.2722347228875877,3.2722350650774388,1.0000001045737485,TRUE
5949803,514,2006,Kitamaat 2,IRI,1,2.1015640302986185,2.101563989568807,0.999999980619286,TRUE
5949804,251,2006,Kitsumkaylum 1,IRI,1,4.9307199307408505,4.930718647255011,0.9999997396960572,TRUE
5949805,10,2006,Kshish 4,IRI,1,2.9454859476309623,2.9454846382459996,0.9999995554604619,TRUE
5949807,98,2006,Kulspai 6,IRI,1,0.06208926731732395,0.062089263303027956,0.9999999353463784,TRUE
5949831,0,2006,Gitzault 24,IRI,1,0.8333443317375258,0.8333443497533798,1.0000000216187395,TRUE
5949842,341,2006,Gingolx,NVL,1,5.259605007911537,5.259603475326885,0.9999997086122152,TRUE
5949844,78,2006,Kitselas 1,IRI,1,5.3667789318244905,5.366778805368943,0.9999999764373475,TRUE
5951031,1788,2006,Bulkley-Nechako E,RDA,1,17753.052730190193,7.613030236220914,4.2882935976833284e-4,TRUE
5951031,1788,2006,Bulkley-Nechako E,RDA,3,17753.052730190193,213.43166896738532,0.012022251733890883,TRUE
5951051,5290,2006,Bulkley-Nechako A,RDA,1,3724.5905096847764,313.1394887120107,0.08407353449937041,TRUE
5951053,1059,2006,Bulkley-Nechako G,RDA,1,15029.95744196065,10.606278652999771,7.056758938910334e-4,TRUE
5909014,442,2011,Fraser Valley A,RDA,6,2348.7563565993805,5.23099960988204,0.0022271359032980677,TRUE
5909016,721,2011,Fraser Valley B,RDA,6,3111.440288007738,50.01738153960817,0.016075314616316935,TRUE
5909020,77936,2011,Chilliwack,CY,6,281.4009569842191,281.40094071508764,0.9999999421852307,FALSE
5909027,1468,2011,Harrison Hot Springs,VL,6,7.217925100416696,7.217926976507729,1.0000002599211,FALSE
