order_no,issued_date,closes_area,area,subarea
PTN-2009-18,2009-01-16,Area 2,2,2
PTN-2009-18,2009-01-16,Area 2,2,3
PTN-2009-18,2009-01-16,Area 2,2,4
PTN-2009-18,2009-01-16,Area 2,2,5
PTN-2009-18,2009-01-16,Area 2,2,6
PTN-2009-18,2009-01-16,Area 2,2,7
PTN-2009-18,2009-01-16,Area 2,2,8
PTN-2009-18,2009-01-16,Area 2,2,9
PTN-2009-18,2009-01-16,Area 2,2,10
PTN-2009-18,2009-01-16,Area 2,2,11
PTN-2009-18,2009-01-16,Area 2,2,12
PTN-2009-18,2009-01-16,Area 2,2,13
PTN-2009-18,2009-01-16,Area 2,2,14
PTN-2009-18,2009-01-16,Area 2,2,15
PTN-2009-18,2009-01-16,Area 2,2,16
PTN-2009-18,2009-01-16,Area 2,2,17
PTN-2009-18,2009-01-16,Area 2,2,18
PTN-2009-18,2009-01-16,Area 2,2,19
PTN-2009-18,2009-01-16,Area 2,2,31
PTN-2009-18,2009-01-16,Area 2,2,32
PTN-2009-18,2009-01-16,Area 2,2,33
PTN-2009-18,2009-01-16,Area 2,2,34
PTN-2009-18,2009-01-16,Area 2,2,35
PTN-2009-18,2009-01-16,Area 2,2,35
PTN-2009-18,2009-01-16,Area 2,2,35
PTN-2009-18,2009-01-16,Area 2,2,35
PTN-2009-18,2009-01-16,Area 2,2,36
PTN-2009-18,2009-01-16,Area 2,2,37
PTN-2009-18,2009-01-16,Area 2,2,38
PTN-2009-18,2009-01-16,Area 2,2,39
PTN-2009-18,2009-01-16,Area 2,2,40
PTN-2009-18,2009-01-16,Area 2,2,41
PTN-2009-18,2009-01-16,Area 2,2,42
PTN-2009-18,2009-01-16,Area 2,2,43
PTN-2009-18,2009-01-16,Area 2,2,44
PTN-2009-18,2009-01-16,Area 2,2,45
PTN-2009-18,2009-01-16,Area 2,2,46
PTN-2009-18,2009-01-16,Area 2,2,47
PTN-2009-18,2009-01-16,Area 2,2,48
PTN-2009-18,2009-01-16,Area 2,2,49
PTN-2009-18,2009-01-16,Area 2,2,50
PTN-2009-18,2009-01-16,Area 2,2,51
PTN-2009-18,2009-01-16,Area 2,2,52
PTN-2009-18,2009-01-16,Area 2,2,53
PTN-2009-18,2009-01-16,Area 2,2,54
PTN-2009-18,2009-01-16,Area 2,2,55
PTN-2009-18,2009-01-16,Area 2,2,56
PTN-2009-18,2009-01-16,Area 2,2,57
PTN-2009-18,2009-01-16,Area 2,2,58
PTN-2009-18,2009-01-16,Area 2,2,59
PTN-2009-18,2009-01-16,Area 2,2,60
PTN-2009-18,2009-01-16,Area 2,2,61
PTN-2009-18,2009-01-16,Area 2,2,62
PTN-2009-18,2009-01-16,Area 2,2,63
PTN-2009-18,2009-01-16,Area 2,2,64
PTN-2009-18,2009-01-16,Area 2,2,65
PTN-2009-18,2009-01-16,Area 2,2,66
PTN-2009-18,2009-01-16,Area 2,2,67
PTN-2009-18,2009-01-16,Area 2,2,68
PTN-2009-18,2009-01-16,Area 2,2,69
PTN-2009-18,2009-01-16,Area 2,2,70
PTN-2009-18,2009-01-16,Area 2,2,71
PTN-2009-18,2009-01-16,Area 2,2,72
PTN-2009-18,2009-01-16,Area 2,2,73
PTN-2009-18,2009-01-16,Area 2,2,74
PTN-2009-18,2009-01-16,Area 2,2,75
PTN-2009-18,2009-01-16,Area 2,2,76
PTN-2009-18,2009-01-16,Area 2,2,77
PTN-2009-18,2009-01-16,Area 2,2,78
PTN-2009-18,2009-01-16,Area 2,2,79
PTN-2009-18,2009-01-16,Area 2,2,80
PTN-2009-18,2009-01-16,Area 2,2,81
PTN-2009-18,2009-01-16,Area 2,2,82
PTN-2009-18,2009-01-16,Area 2,2,83
PTN-2009-18,2009-01-16,Area 2,2,84
PTN-2009-18,2009-01-16,Area 2,2,85
PTN-2009-18,2009-01-16,Area 2,2,86
PTN-2009-18,2009-01-16,Area 2,2,87
PTN-2009-18,2009-01-16,Area 2,2,88
PTN-2009-18,2009-01-16,Area 2,2,89
PTN-2009-18,2009-01-16,Area 2,2,90
PTN-2009-18,2009-01-16,Area 2,2,91
PTN-2009-18,2009-01-16,Area 2,2,92
PTN-2009-18,2009-01-16,Area 2,2,93
PTN-2009-18,2009-01-16,Area 2,2,94
PTN-2009-18,2009-01-16,Area 2,2,95
PTN-2009-18,2009-01-16,Area 2,2,96
PTN-2009-18,2009-01-16,Area 2,2,97
PTN-2009-18,2009-01-16,Area 2,2,98
PTN-2009-18,2009-01-16,Area 2,2,99
PTN-2009-18,2009-01-16,Area 2,2,100
PTN-2009-33,2009-02-10,Area 23,23,1
PTN-2009-33,2009-02-10,Area 23,23,2
PTN-2009-33,2009-02-10,Area 23,23,3
PTN-2009-33,2009-02-10,Area 23,23,4
PTN-2009-33,2009-02-10,Area 23,23,5
PTN-2009-33,2009-02-10,Area 23,23,6
PTN-2009-33,2009-02-10,Area 23,23,7
PTN-2009-33,2009-02-10,Area 23,23,8
PTN-2009-33,2009-02-10,Area 23,23,9
PTN-2009-33,2009-02-10,Area 23,23,10
PTN-2009-33,2009-02-10,Area 23,23,11
PTN-2009-69,2009-04-01,Area 12.,12,1
PTN-2009-69,2009-04-01,Area 12.,12,2
PTN-2009-69,2009-04-01,Area 12.,12,3
PTN-2009-69,2009-04-01,Area 12.,12,4
PTN-2009-69,2009-04-01,Area 12.,12,5
PTN-2009-69,2009-04-01,Area 12.,12,6
PTN-2009-69,2009-04-01,Area 12.,12,7
PTN-2009-69,2009-04-01,Area 12.,12,8
PTN-2009-69,2009-04-01,Area 12.,12,9
PTN-2009-69,2009-04-01,Area 12.,12,10
PTN-2009-69,2009-04-01,Area 12.,12,11
PTN-2009-69,2009-04-01,Area 12.,12,12
PTN-2009-69,2009-04-01,Area 12.,12,13
PTN-2009-69,2009-04-01,Area 12.,12,14
PTN-2009-69,2009-04-01,Area 12.,12,14
PTN-2009-69,2009-04-01,Area 12.,12,14
PTN-2009-69,2009-04-01,Area 12.,12,14
PTN-2009-69,2009-04-01,Area 12.,12,15
PTN-2009-69,2009-04-01,Area 12.,12,16
PTN-2009-69,2009-04-01,Area 12.,12,17
PTN-2009-69,2009-04-01,Area 12.,12,18
PTN-2009-69,2009-04-01,Area 12.,12,19
PTN-2009-69,2009-04-01,Area 12.,12,20
PTN-2009-69,2009-04-01,Area 12.,12,21
PTN-2009-69,2009-04-01,Area 12.,12,22
PTN-2009-69,2009-04-01,Area 12.,12,23
PTN-2009-69,2009-04-01,Area 12.,12,24
PTN-2009-69,2009-04-01,Area 12.,12,25
PTN-2009-69,2009-04-01,Area 12.,12,26
PTN-2009-69,2009-04-01,Area 12.,12,27
PTN-2009-69,2009-04-01,Area 12.,12,28
PTN-2009-69,2009-04-01,Area 12.,12,29
PTN-2009-69,2009-04-01,Area 12.,12,30
PTN-2009-69,2009-04-01,Area 12.,12,31
PTN-2009-69,2009-04-01,Area 12.,12,32
PTN-2009-69,2009-04-01,Area 12.,12,33
PTN-2009-69,2009-04-01,Area 12.,12,34
PTN-2009-69,2009-04-01,Area 12.,12,35
PTN-2009-69,2009-04-01,Area 12.,12,36
PTN-2009-69,2009-04-01,Area 12.,12,37
PTN-2009-69,2009-04-01,Area 12.,12,38
PTN-2009-69,2009-04-01,Area 12.,12,39
PTN-2009-69,2009-04-01,Area 12.,12,40
PTN-2009-69,2009-04-01,Area 12.,12,41
PTN-2009-69,2009-04-01,Area 12.,12,42
PTN-2009-69,2009-04-01,Area 12.,12,43
PTN-2009-69,2009-04-01,Area 12.,12,44
PTN-2009-69,2009-04-01,Area 12.,12,45
PTN-2009-69,2009-04-01,Area 12.,12,46
PTN-2009-69,2009-04-01,Area 12.,12,47
PTN-2009-69,2009-04-01,Area 12.,12,48
PSN-2009-108,2009-05-15,"Area 14, Close Baynes Sound B and C",14,1
PSN-2009-108,2009-05-15,"Area 14, Close Baynes Sound B and C",14,2
PSN-2009-108,2009-05-15,"Area 14, Close Baynes Sound B and C",14,3
PSN-2009-108,2009-05-15,"Area 14, Close Baynes Sound B and C",14,4
PSN-2009-108,2009-05-15,"Area 14, Close Baynes Sound B and C",14,5
PSN-2009-108,2009-05-15,"Area 14, Close Baynes Sound B and C",14,6
PSN-2009-108,2009-05-15,"Area 14, Close Baynes Sound B and C",14,7
PSN-2009-108,2009-05-15,"Area 14, Close Baynes Sound B and C",14,8
PSN-2009-108,2009-05-15,"Area 14, Close Baynes Sound B and C",14,9
PSN-2009-108,2009-05-15,"Area 14, Close Baynes Sound B and C",14,10
PSN-2009-108,2009-05-15,"Area 14, Close Baynes Sound B and C",14,11
PSN-2009-108,2009-05-15,"Area 14, Close Baynes Sound B and C",14,12
PSN-2009-108,2009-05-15,"Area 14, Close Baynes Sound B and C",14,13
PSN-2009-108,2009-05-15,"Area 14, Close Baynes Sound B and C",14,14
PSN-2009-108,2009-05-15,"Area 14, Close Baynes Sound B and C",14,15
PSN-2009-126,2009-06-05,"Seasonal Sanitary Closure – May 31 to September 30 (Areas 7, 8 , 9, 10, 12, 13, 15, 16, 17, 18, 23, 25 and 28) reduced closure 18.C",7,1
PSN-2009-126,2009-06-05,"Seasonal Sanitary Closure – May 31 to September 30 (Areas 7, 8 , 9, 10, 12, 13, 15, 16, 17, 18, 23, 25 and 28) reduced closure 18.C",7,2
PSN-2009-126,2009-06-05,"Seasonal Sanitary Closure – May 31 to September 30 (Areas 7, 8 , 9, 10, 12, 13, 15, 16, 17, 18, 23, 25 and 28) reduced closure 18.C",7,3
PSN-2009-126,2009-06-05,"Seasonal Sanitary Closure – May 31 to September 30 (Areas 7, 8 , 9, 10, 12, 13, 15, 16, 17, 18, 23, 25 and 28) reduced closure 18.C",7,4
PSN-2009-126,2009-06-05,"Seasonal Sanitary Closure – May 31 to September 30 (Areas 7, 8 , 9, 10, 12, 13, 15, 16, 17, 18, 23, 25 and 28) reduced closure 18.C",7,5
PSN-2009-126,2009-06-05,"Seasonal Sanitary Closure – May 31 to September 30 (Areas 7, 8 , 9, 10, 12, 13, 15, 16, 17, 18, 23, 25 and 28) reduced closure 18.C",7,6
PSN-2009-126,2009-06-05,"Seasonal Sanitary Closure – May 31 to September 30 (Areas 7, 8 , 9, 10, 12, 13, 15, 16, 17, 18, 23, 25 and 28) reduced closure 18.C",7,7
PSN-2009-126,2009-06-05,"Seasonal Sanitary Closure – May 31 to September 30 (Areas 7, 8 , 9, 10, 12, 13, 15, 16, 17, 18, 23, 25 and 28) reduced closure 18.C",7,8
PSN-2009-126,2009-06-05,"Seasonal Sanitary Closure – May 31 to September 30 (Areas 7, 8 , 9, 10, 12, 13, 15, 16, 17, 18, 23, 25 and 28) reduced closure 18.C",7,9
PSN-2009-126,2009-06-05,"Seasonal Sanitary Closure – May 31 to September 30 (Areas 7, 8 , 9, 10, 12, 13, 15, 16, 17, 18, 23, 25 and 28) reduced closure 18.C",7,10
PSN-2009-126,2009-06-05,"Seasonal Sanitary Closure – May 31 to September 30 (Areas 7, 8 , 9, 10, 12, 13, 15, 16, 17, 18, 23, 25 and 28) reduced closure 18.C",7,11
PSN-2009-126,2009-06-05,"Seasonal Sanitary Closure – May 31 to September 30 (Areas 7, 8 , 9, 10, 12, 13, 15, 16, 17, 18, 23, 25 and 28) reduced closure 18.C",7,12
PSN-2009-126,2009-06-05,"Seasonal Sanitary Closure – May 31 to September 30 (Areas 7, 8 , 9, 10, 12, 13, 15, 16, 17, 18, 23, 25 and 28) reduced closure 18.C",7,13
PSN-2009-126,2009-06-05,"Seasonal Sanitary Closure – May 31 to September 30 (Areas 7, 8 , 9, 10, 12, 13, 15, 16, 17, 18, 23, 25 and 28) reduced closure 18.C",7,14
PSN-2009-126,2009-06-05,"Seasonal Sanitary Closure – May 31 to September 30 (Areas 7, 8 , 9, 10, 12, 13, 15, 16, 17, 18, 23, 25 and 28) reduced closure 18.C",7,14
PSN-2009-126,2009-06-05,"Seasonal Sanitary Closure – May 31 to September 30 (Areas 7, 8 , 9, 10, 12, 13, 15, 16, 17, 18, 23, 25 and 28) reduced closure 18.C",7,14
PSN-2009-126,2009-06-05,"Seasonal Sanitary Closure – May 31 to September 30 (Areas 7, 8 , 9, 10, 12, 13, 15, 16, 17, 18, 23, 25 and 28) reduced closure 18.C",7,14
PSN-2009-126,2009-06-05,"Seasonal Sanitary Closure – May 31 to September 30 (Areas 7, 8 , 9, 10, 12, 13, 15, 16, 17, 18, 23, 25 and 28) reduced closure 18.C",7,15
PSN-2009-126,2009-06-05,"Seasonal Sanitary Closure – May 31 to September 30 (Areas 7, 8 , 9, 10, 12, 13, 15, 16, 17, 18, 23, 25 and 28) reduced closure 18.C",7,16
PSN-2009-126,2009-06-05,"Seasonal Sanitary Closure – May 31 to September 30 (Areas 7, 8 , 9, 10, 12, 13, 15, 16, 17, 18, 23, 25 and 28) reduced closure 18.C",7,17
PSN-2009-126,2009-06-05,"Seasonal Sanitary Closure – May 31 to September 30 (Areas 7, 8 , 9, 10, 12, 13, 15, 16, 17, 18, 23, 25 and 28) reduced closure 18.C",7,18
PSN-2009-126,2009-06-05,"Seasonal Sanitary Closure – May 31 to September 30 (Areas 7, 8 , 9, 10, 12, 13, 15, 16, 17, 18, 23, 25 and 28) reduced closure 18.C",7,19
PSN-2009-126,2009-06-05,"Seasonal Sanitary Closure – May 31 to September 30 (Areas 7, 8 , 9, 10, 12, 13, 15, 16, 17, 18, 23, 25 and 28) reduced closure 18.C",7,20
PSN-2009-126,2009-06-05,"Seasonal Sanitary Closure – May 31 to September 30 (Areas 7, 8 , 9, 10, 12, 13, 15, 16, 17, 18, 23, 25 and 28) reduced closure 18.C",7,21
PSN-2009-126,2009-06-05,"Seasonal Sanitary Closure – May 31 to September 30 (Areas 7, 8 , 9, 10, 12, 13, 15, 16, 17, 18, 23, 25 and 28) reduced closure 18.C",7,22
PSN-2009-126,2009-06-05,"Seasonal Sanitary Closure – May 31 to September 30 (Areas 7, 8 , 9, 10, 12, 13, 15, 16, 17, 18, 23, 25 and 28) reduced closure 18.C",7,23
PSN-2009-126,2009-06-05,"Seasonal Sanitary Closure – May 31 to September 30 (Areas 7, 8 , 9, 10, 12, 13, 15, 16, 17, 18, 23, 25 and 28) reduced closure 18.C",7,24
PSN-2009-126,2009-06-05,"Seasonal Sanitary Closure – May 31 to September 30 (Areas 7, 8 , 9, 10, 12, 13, 15, 16, 17, 18, 23, 25 and 28) reduced closure 18.C",7,25
PSN-2009-126,2009-06-05,"Seasonal Sanitary Closure – May 31 to September 30 (Areas 7, 8 , 9, 10, 12, 13, 15, 16, 17, 18, 23, 25 and 28) reduced closure 18.C",7,26
PSN-2009-126,2009-06-05,"Seasonal Sanitary Closure – May 31 to September 30 (Areas 7, 8 , 9, 10, 12, 13, 15, 16, 17, 18, 23, 25 and 28) reduced closure 18.C",7,27
PSN-2009-126,2009-06-05,"Seasonal Sanitary Closure – May 31 to September 30 (Areas 7, 8 , 9, 10, 12, 13, 15, 16, 17, 18, 23, 25 and 28) reduced closure 18.C",7,28
PSN-2009-126,2009-06-05,"Seasonal Sanitary Closure – May 31 to September 30 (Areas 7, 8 , 9, 10, 12, 13, 15, 16, 17, 18, 23, 25 and 28) reduced closure 18.C",7,29
PSN-2009-126,2009-06-05,"Seasonal Sanitary Closure – May 31 to September 30 (Areas 7, 8 , 9, 10, 12, 13, 15, 16, 17, 18, 23, 25 and 28) reduced closure 18.C",7,30
PSN-2009-126,2009-06-05,"Seasonal Sanitary Closure – May 31 to September 30 (Areas 7, 8 , 9, 10, 12, 13, 15, 16, 17, 18, 23, 25 and 28) reduced closure 18.C",7,31
PSN-2009-126,2009-06-05,"Seasonal Sanitary Closure – May 31 to September 30 (Areas 7, 8 , 9, 10, 12, 13, 15, 16, 17, 18, 23, 25 and 28) reduced closure 18.C",7,32
PSN-2009-126,2009-06-05,"Seasonal Sanitary Closure – May 31 to September 30 (Areas 7, 8 , 9, 10, 12, 13, 15, 16, 17, 18, 23, 25 and 28) reduced closure 18.C",8,1
PSN-2009-126,2009-06-05,"Seasonal Sanitary Closure – May 31 to September 30 (Areas 7, 8 , 9, 10, 12, 13, 15, 16, 17, 18, 23, 25 and 28) reduced closure 18.C",8,2
PSN-2009-126,2009-06-05,"Seasonal Sanitary Closure – May 31 to September 30 (Areas 7, 8 , 9, 10, 12, 13, 15, 16, 17, 18, 23, 25 and 28) reduced closure 18.C",8,3
PSN-2009-126,2009-06-05,"Seasonal Sanitary Closure – May 31 to September 30 (Areas 7, 8 , 9, 10, 12, 13, 15, 16, 17, 18, 23, 25 and 28) reduced closure 18.C",8,4
PSN-2009-126,2009-06-05,"Seasonal Sanitary Closure – May 31 to September 30 (Areas 7, 8 , 9, 10, 12, 13, 15, 16, 17, 18, 23, 25 and 28) reduced closure 18.C",8,5
PSN-2009-126,2009-06-05,"Seasonal Sanitary Closure – May 31 to September 30 (Areas 7, 8 , 9, 10, 12, 13, 15, 16, 17, 18, 23, 25 and 28) reduced closure 18.C",8,6
PSN-2009-126,2009-06-05,"Seasonal Sanitary Closure – May 31 to September 30 (Areas 7, 8 , 9, 10, 12, 13, 15, 16, 17, 18, 23, 25 and 28) reduced closure 18.C",8,7
PSN-2009-126,2009-06-05,"Seasonal Sanitary Closure – May 31 to September 30 (Areas 7, 8 , 9, 10, 12, 13, 15, 16, 17, 18, 23, 25 and 28) reduced closure 18.C",8,8
PSN-2009-126,2009-06-05,"Seasonal Sanitary Closure – May 31 to September 30 (Areas 7, 8 , 9, 10, 12, 13, 15, 16, 17, 18, 23, 25 and 28) reduced closure 18.C",8,9
PSN-2009-126,2009-06-05,"Seasonal Sanitary Closure – May 31 to September 30 (Areas 7, 8 , 9, 10, 12, 13, 15, 16, 17, 18, 23, 25 and 28) reduced closure 18.C",8,10
PSN-2009-126,2009-06-05,"Seasonal Sanitary Closure – May 31 to September 30 (Areas 7, 8 , 9, 10, 12, 13, 15, 16, 17, 18, 23, 25 and 28) reduced closure 18.C",8,11
PSN-2009-126,2009-06-05,"Seasonal Sanitary Closure – May 31 to September 30 (Areas 7, 8 , 9, 10, 12, 13, 15, 16, 17, 18, 23, 25 and 28) reduced closure 18.C",8,12
PSN-2009-126,2009-06-05,"Seasonal Sanitary Closure – May 31 to September 30 (Areas 7, 8 , 9, 10, 12, 13, 15, 16, 17, 18, 23, 25 and 28) reduced closure 18.C",8,13
PSN-2009-126,2009-06-05,"Seasonal Sanitary Closure – May 31 to September 30 (Areas 7, 8 , 9, 10, 12, 13, 15, 16, 17, 18, 23, 25 and 28) reduced closure 18.C",8,14
PSN-2009-126,2009-06-05,"Seasonal Sanitary Closure – May 31 to September 30 (Areas 7, 8 , 9, 10, 12, 13, 15, 16, 17, 18, 23, 25 and 28) reduced closure 18.C",8,15
PSN-2009-126,2009-06-05,"Seasonal Sanitary Closure – May 31 to September 30 (Areas 7, 8 , 9, 10, 12, 13, 15, 16, 17, 18, 23, 25 and 28) reduced closure 18.C",8,16
PSN-2009-126,2009-06-05,"Seasonal Sanitary Closure – May 31 to September 30 (Areas 7, 8 , 9, 10, 12, 13, 15, 16, 17, 18, 23, 25 and 28) reduced closure 18.C",9,1
PSN-2009-126,2009-06-05,"Seasonal Sanitary Closure – May 31 to September 30 (Areas 7, 8 , 9, 10, 12, 13, 15, 16, 17, 18, 23, 25 and 28) reduced closure 18.C",9,2
PSN-2009-126,2009-06-05,"Seasonal Sanitary Closure – May 31 to September 30 (Areas 7, 8 , 9, 10, 12, 13, 15, 16, 17, 18, 23, 25 and 28) reduced closure 18.C",9,3
PSN-2009-126,2009-06-05,"Seasonal Sanitary Closure – May 31 to September 30 (Areas 7, 8 , 9, 10, 12, 13, 15, 16, 17, 18, 23, 25 and 28) reduced closure 18.C",9,4
PSN-2009-126,2009-06-05,"Seasonal Sanitary Closure – May 31 to September 30 (Areas 7, 8 , 9, 10, 12, 13, 15, 16, 17, 18, 23, 25 and 28) reduced closure 18.C",9,5
PSN-2009-126,2009-06-05,"Seasonal Sanitary Closure – May 31 to September 30 (Areas 7, 8 , 9, 10, 12, 13, 15, 16, 17, 18, 23, 25 and 28) reduced closure 18.C",9,6
PSN-2009-126,2009-06-05,"Seasonal Sanitary Closure – May 31 to September 30 (Areas 7, 8 , 9, 10, 12, 13, 15, 16, 17, 18, 23, 25 and 28) reduced closure 18.C",9,7
PSN-2009-126,2009-06-05,"Seasonal Sanitary Closure – May 31 to September 30 (Areas 7, 8 , 9, 10, 12, 13, 15, 16, 17, 18, 23, 25 and 28) reduced closure 18.C",9,8
PSN-2009-126,2009-06-05,"Seasonal Sanitary Closure – May 31 to September 30 (Areas 7, 8 , 9, 10, 12, 13, 15, 16, 17, 18, 23, 25 and 28) reduced closure 18.C",9,9
PSN-2009-126,2009-06-05,"Seasonal Sanitary Closure – May 31 to September 30 (Areas 7, 8 , 9, 10, 12, 13, 15, 16, 17, 18, 23, 25 and 28) reduced closure 18.C",9,10
PSN-2009-126,2009-06-05,"Seasonal Sanitary Closure – May 31 to September 30 (Areas 7, 8 , 9, 10, 12, 13, 15, 16, 17, 18, 23, 25 and 28) reduced closure 18.C",9,11
PSN-2009-126,2009-06-05,"Seasonal Sanitary Closure – May 31 to September 30 (Areas 7, 8 , 9, 10, 12, 13, 15, 16, 17, 18, 23, 25 and 28) reduced closure 18.C",9,12
PSN-2009-126,2009-06-05,"Seasonal Sanitary Closure – May 31 to September 30 (Areas 7, 8 , 9, 10, 12, 13, 15, 16, 17, 18, 23, 25 and 28) reduced closure 18.C",10,1
PSN-2009-126,2009-06-05,"Seasonal Sanitary Closure – May 31 to September 30 (Areas 7, 8 , 9, 10, 12, 13, 15, 16, 17, 18, 23, 25 and 28) reduced closure 18.C",10,2
PSN-2009-126,2009-06-05,"Seasonal Sanitary Closure – May 31 to September 30 (Areas 7, 8 , 9, 10, 12, 13, 15, 16, 17, 18, 23, 25 and 28) reduced closure 18.C",10,3
