"loiczid","weighted_mean_cat","weighted_mean_trend"
58424,0.166667,-0.0972223
58425,0.165432,-0.0789475
58426,0.15147,-0.0985913
58427,0.137143,-0.116162
58428,0.141317,-0.113402
58429,0.146479,-0.109195
58430,0.152066,-0.0987657
58431,0.146377,-0.0941175
58432,0.15302,-0.102151
58433,0.148837,-0.0740742
58434,0.130275,-0.0724638
58435,0.153846,-0.0769234
59134,0.177778,-0.130435
59135,0.192983,-0.130435
59136,0.207693,-0.136363
59137,0.196429,-0.130435
59138,0.196429,-0.130435
59139,0.192983,-0.130435
59140,0.189655,-0.14
59141,0.18125,-0.134616
59142,0.186667,-0.111111
59143,0.190323,-0.125
59144,0.177143,-0.132353
59145,0.174648,-0.111111
59146,0.164557,-0.0972223
59147,0.153398,-0.0888889
59148,0.146939,-0.0986843
59149,0.142446,-0.0952383
59150,0.143262,-0.0930231
59151,0.150994,-0.101064
59152,0.145223,-0.1
59153,0.148092,-0.0843373
59154,0.146309,-0.0869566
59855,0.163636,-0.155172
59856,0.192983,-0.130435
59857,0.196429,-0.130435
59858,0.196429,-0.130435
59859,0.2,-0.130435
59860,0.18125,-0.145834
59861,0.183334,-0.134616
59862,0.18209,-0.148148
59863,0.187302,-0.125
59864,0.190323,-0.125
59865,0.2,-0.129629
59866,0.173913,-0.1
59867,0.163158,-0.0857144
59868,0.149619,-0.0769229
59869,0.152857,-0.0999999
59870,0.166917,-0.0974025
59871,0.145679,-0.107143
59872,0.138462,-0.105
59873,0.141936,-0.0904256
59874,0.162904,-0.089286
60577,0.187097,-0.125
60578,0.2,-0.125
60579,0.196429,-0.125
60580,0.190164,-0.125
60581,0.190164,-0.148148
60582,0.190164,-0.142857
60583,0.190164,-0.142857
60584,0.196721,-0.120689
60585,0.206667,-0.137931
60586,0.196825,-0.133333
60587,0.190909,-0.112903
60588,0.170371,-0.118421
61298,0.19661,-0.125
61299,0.211765,-0.130435
61300,0.203509,-0.14
61301,0.2,-0.148148
61302,0.196721,-0.160714
61303,0.196774,-0.155172
61304,0.203334,-0.160714
61305,0.206667,-0.137931
62021,0.196875,-0.148148
62022,0.2,-0.148148
62023,0.203334,-0.160714
62024,0.19375,-0.155172
