ISO_3DIGIT,OHI gridcode,Country,Specie Common Name,Specie Scientific Name,Flagship Species,Priority Species_Regional and Local,Priority Species_Global,Nation Specific List,Taxa,Current Red List Category (Status),for pivot count,"Population Increasing, Decreasing, Stable or Unknown? (over 3 generations)",Year of last status assessment
NZL,115,New Zealand,Hector's Dolphin,Cephalorhynchus hectori,1,NA,1,NA,Cetacean,Endangered,1,decreasing,2008
ASM,111,American Samoa,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
AGO,151,Angola,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
AIA,85,Anguilla,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
ATG,87,Antigua and Barbuda,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
ARG,123,Argentina,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
NA,94,Aruba,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
AUS,12,Australia,Humpback Whale,Megaptera novaeangliae,1,1,NA,1-AUS,Cetacean,Least Concern,1,increasing,2008
BHS,80,Bahamas,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
BGD,154,Bangladesh,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
BRB,90,Barbados,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
BEN,72,Benin,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
BMU,85,Bermuda,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
BRA,122,Brazil,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
VGB,85,British Virgin Islands,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
CMR,148,Cameroon,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
CAN,166,Canada,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
CPV,41,Cape Verde,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
CYM,85,Cayman Islands,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
CHL,170,Chile,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
CCK,1,Cocos Islands,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
NA,98,Colombia,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
COM,20,Comoro Islands,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
NA,73,Congo,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
NA,150,"Congo, The Democratic Republic of the",Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
COK,115,Cook Islands,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
CRI,96,Costa Rica,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
NA,146,Cªte d'Ivoire,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
CUB,81,Cuba,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
DNK,126,Denmark,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
DJI,32,Djibouti,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
DMA,89,Dominica,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
DOM,83,Dominican Republic,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
TLS,171,East Timor,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
ECU,103,Ecuador,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
SLV,100,El Salvador,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
GNQ,77,Equatorial Guinea,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
FLK,68,Falkland Islands,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
NA,126,Faroe Islands,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
FJI,14,Fiji,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
FRA,130,France,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
PYF,109,French Polynesia,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
NA,67,French Southern Territories (the),Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
GAB,149,Gabon,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
GMB,48,Gambia,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
GHA,78,Ghana,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
GRL,126,Greenland,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
GRD,91,Grenada,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
NA,106,Guadeloupe,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
NA,111,Guam,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
GTM,102,Guatemala,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
HTI,82,Haiti,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
HND,99,Honduras,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
ISL,107,Iceland,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
IND,153,India,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
IDN,165,Indonesia,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
IRN,142,Iran,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
IRL,132,Ireland,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
JAM,118,Jamaica,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
JPN,160,Japan,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
KEN,29,Kenya,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
KIR,161,Kiribati,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
NA,17,"Korea, Democratic People's Republic of",Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
NA,16,"Korea, Republic of",Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
NA,28,Madagascar,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
MYS,156,Malaysia,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
MDV,25,Maldives,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
MHL,9,Marshall Islands,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
NA,106,Martinique,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
MRT,47,Mauritania,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
MUS,23,Mauritius,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
MEX,101,Mexico,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
SEP,45,Morocco,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
MOZ,27,Mozambique,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
MMR,155,Myanmar,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
NAM,74,Namibia,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
NRU,8,Nauru,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
ANT,94,Netherlands Antilles,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
NCL,3,New Caledonia,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
NZL,115,New Zealand,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
NIC,97,Nicaragua,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
NGA,147,Nigeria,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
NIU,115,Niue,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
NA,111,Northern Mariana Islands,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
NOR,169,Norway,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
OMN,34,Oman,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
NA,39,Pakistan,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
PLW,6,Palau,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
PAN,95,Panama,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
PNG,13,Papua New Guinea,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
PER,104,Peru,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
PHL,11,Philippines,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
PCN,108,Pitcairn,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
PRT,134,Portugal,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
NA,84,Puerto Rico,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
REU,21,R_union,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
RUS,56,Russia,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
SHN,68,Saint Helena,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
KNA,86,Saint Kitts and Nevis,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
LCA,88,Saint Lucia,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
SPM,167,Saint Pierre and Miquelon,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
NA,93,Saint Vincent and the Grenadines,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
WSM,112,Samoa,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
STP,76,Sao Tome and Principe,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
SEN,49,Senegal,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
SYC,22,Seychelles,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
SLB,5,Solomon Islands,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
SOM,30,Somalia,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
ZAF,75,South Africa,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
SGS,68,South Georgia and the South Sandwich Islands,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
ESP,133,Spain,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
LKA,26,Sri Lanka,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
TWN,10,Taiwan,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
TZA,152,Tanzania,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
TGO,71,Togo,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
TON,113,Tonga,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
TTO,92,Trinidad and Tobago,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
TUN,44,Tunisia,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
TCA,85,Turks and Caicos Islands,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
TUV,15,Tuvalu,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
ARE,40,United Arab Emirates,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
GBR,131,United Kingdom,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
USA,116,United States,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
URY,124,Uruguay,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
VUT,4,Vanuatu,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
VEN,105,Venezuela,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
VNM,157,Vietnam,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
NA,84,"Virgin Islands, U.S.",Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
WLF,109,Wallis and Futuna,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
ESH,46,Western Sahara,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
YEM,33,Yemen,Humpback Whale,Megaptera novaeangliae,1,1,NA,NA,Cetacean,Least Concern,1,increasing,2008
BGD,154,Bangladesh,Irrawaddy Dolphin,Orcaella brevirostris,1,NA,1,NA,Cetacean,Vulnerable,1,decreasing,2008
NA,ask,Brunei Darussalam,Irrawaddy Dolphin,Orcaella brevirostris,1,NA,1,NA,Cetacean,Vulnerable,1,decreasing,2008
KHM,18,Cambodia,Irrawaddy Dolphin,Orcaella brevirostris,1,NA,1,NA,Cetacean,Vulnerable,1,decreasing,2008
IND,153,India,Irrawaddy Dolphin,Orcaella brevirostris,1,NA,1,NA,Cetacean,Vulnerable,1,decreasing,2008
IDN,165,Indonesia,Irrawaddy Dolphin,Orcaella brevirostris,1,NA,1,NA,Cetacean,Vulnerable,1,decreasing,2008
MYS,156,Malaysia,Irrawaddy Dolphin,Orcaella brevirostris,1,NA,1,NA,Cetacean,Vulnerable,1,decreasing,2008
MMR,155,Myanmar,Irrawaddy Dolphin,Orcaella brevirostris,1,NA,1,NA,Cetacean,Vulnerable,1,decreasing,2008
PHL,11,Philippines,Irrawaddy Dolphin,Orcaella brevirostris,1,NA,1,NA,Cetacean,Vulnerable,1,decreasing,2008
SGP,158,Singapore,Irrawaddy Dolphin,Orcaella brevirostris,1,NA,1,NA,Cetacean,Vulnerable,1,decreasing,2008
THA,19,Thailand,Irrawaddy Dolphin,Orcaella brevirostris,1,NA,1,NA,Cetacean,Vulnerable,1,decreasing,2008
VNM,157,Vietnam,Irrawaddy Dolphin,Orcaella brevirostris,1,NA,1,NA,Cetacean,Vulnerable,1,decreasing,2008
NZL,115,New Zealand,Maui's Dolphin,Cephalorhynchus hectori maui,1,NA,1,NA,Cetacean,Critically Endangered,1,unknown,NA
NA,12,Australia,Indo-Pacific humpback dolphin,Sousa chinensis,NA,NA,NA,1-AUS,Cetacean,Near Threatened,1,decreasing,2008
NA,85,Anguilla,Minke whale,Balaenoptera acutorostrata,NA,1,NA,NA,Cetacean,Least concern,1,stable,2008
NA,162,Antarctica,Minke whale,Balaenoptera acutorostrata,NA,1,NA,NA,Cetacean,Least concern,1,stable,2008
NA,87,Antigua and Barbuda,Minke whale,Balaenoptera acutorostrata,NA,1,NA,NA,Cetacean,Least concern,1,stable,2008
NA,123,Argentina,Minke whale,Balaenoptera acutorostrata,NA,1,NA,NA,Cetacean,Least concern,1,stable,2008
NA,12,Australia,Minke whale,Balaenoptera acutorostrata,NA,1,NA,NA,Cetacean,Least concern,1,stable,2008
NA,80,Bahamas,Minke whale,Balaenoptera acutorostrata,NA,1,NA,NA,Cetacean,Least concern,1,stable,2008
NA,154,Bangladesh,Minke whale,Balaenoptera acutorostrata,NA,1,NA,NA,Cetacean,Least concern,1,stable,2008
NA,42,Belgium,Minke whale,Balaenoptera acutorostrata,NA,1,NA,NA,Cetacean,Least concern,1,stable,2008
NA,85,Bermuda,Minke whale,Balaenoptera acutorostrata,NA,1,NA,NA,Cetacean,Least concern,1,stable,2008
NA,122,Brazil,Minke whale,Balaenoptera acutorostrata,NA,1,NA,NA,Cetacean,Least concern,1,stable,2008
NA,166,Canada,Minke whale,Balaenoptera acutorostrata,NA,1,NA,NA,Cetacean,Least concern,1,stable,2008
NA,41,Cape Verde,Minke whale,Balaenoptera acutorostrata,NA,1,NA,NA,Cetacean,Least concern,1,stable,2008
NA,170,Chile,Minke whale,Balaenoptera acutorostrata,NA,1,NA,NA,Cetacean,Least concern,1,stable,2008
NA,159,China,Minke whale,Balaenoptera acutorostrata,NA,1,NA,NA,Cetacean,Least concern,1,stable,2008
NA,81,Cuba,Minke whale,Balaenoptera acutorostrata,NA,1,NA,NA,Cetacean,Least concern,1,stable,2008
NA,126,Denmark,Minke whale,Balaenoptera acutorostrata,NA,1,NA,NA,Cetacean,Least concern,1,stable,2008
NA,89,Dominica,Minke whale,Balaenoptera acutorostrata,NA,1,NA,NA,Cetacean,Least concern,1,stable,2008
NA,83,Dominican Republic,Minke whale,Balaenoptera acutorostrata,NA,1,NA,NA,Cetacean,Least concern,1,stable,2008
NA,103,Ecuador,Minke whale,Balaenoptera acutorostrata,NA,1,NA,NA,Cetacean,Least concern,1,stable,2008
NA,126,Faroe Islands,Minke whale,Balaenoptera acutorostrata,NA,1,NA,NA,Cetacean,Least concern,1,stable,2008
NA,130,France,Minke whale,Balaenoptera acutorostrata,NA,1,NA,NA,Cetacean,Least concern,1,stable,2008
NA,121,French Guiana,Minke whale,Balaenoptera acutorostrata,NA,1,NA,NA,Cetacean,Least concern,1,stable,2008
NA,48,Gambia,Minke whale,Balaenoptera acutorostrata,NA,1,NA,NA,Cetacean,Least concern,1,stable,2008
NA,63,Greece,Minke whale,Balaenoptera acutorostrata,NA,1,NA,NA,Cetacean,Least concern,1,stable,2008
NA,126,Greenland,Minke whale,Balaenoptera acutorostrata,NA,1,NA,NA,Cetacean,Least concern,1,stable,2008
NA,106,Guadeloupe,Minke whale,Balaenoptera acutorostrata,NA,1,NA,NA,Cetacean,Least concern,1,stable,2008
NA,107,Iceland,Minke whale,Balaenoptera acutorostrata,NA,1,NA,NA,Cetacean,Least concern,1,stable,2008
NA,165,Indonesia,Minke whale,Balaenoptera acutorostrata,NA,1,NA,NA,Cetacean,Least concern,1,stable,2008
NA,132,Ireland,Minke whale,Balaenoptera acutorostrata,NA,1,NA,NA,Cetacean,Least concern,1,stable,2008
NA,62,Israel,Minke whale,Balaenoptera acutorostrata,NA,1,NA,NA,Cetacean,Least concern,1,stable,2008
NA,135,Italy,Minke whale,Balaenoptera acutorostrata,NA,1,NA,NA,Cetacean,Least concern,1,stable,2008
NA,160,Japan,Minke whale,Balaenoptera acutorostrata,NA,1,NA,NA,Cetacean,Least concern,1,stable,2008
NA,17,"Korea, Democratic People's Republic of",Minke whale,Balaenoptera acutorostrata,NA,1,NA,NA,Cetacean,Least concern,1,stable,2008
NA,16,"Korea, Republic of",Minke whale,Balaenoptera acutorostrata,NA,1,NA,NA,Cetacean,Least concern,1,stable,2008
NA,47,Mauritania,Minke whale,Balaenoptera acutorostrata,NA,1,NA,NA,Cetacean,Least concern,1,stable,2008
NA,101,Mexico,Minke whale,Balaenoptera acutorostrata,NA,1,NA,NA,Cetacean,Least concern,1,stable,2008
NA,45,Morocco,Minke whale,Balaenoptera acutorostrata,NA,1,NA,NA,Cetacean,Least concern,1,stable,2008
NA,27,Mozambique,Minke whale,Balaenoptera acutorostrata,NA,1,NA,NA,Cetacean,Least concern,1,stable,2008
NA,128,Netherlands,Minke whale,Balaenoptera acutorostrata,NA,1,NA,NA,Cetacean,Least concern,1,stable,2008
NA,94,Netherlands Antilles,Minke whale,Balaenoptera acutorostrata,NA,1,NA,NA,Cetacean,Least concern,1,stable,2008
NA,3,New Caledonia,Minke whale,Balaenoptera acutorostrata,NA,1,NA,NA,Cetacean,Least concern,1,stable,2008
NA,115,New Zealand,Minke whale,Balaenoptera acutorostrata,NA,1,NA,NA,Cetacean,Least concern,1,stable,2008
NA,169,Norway,Minke whale,Balaenoptera acutorostrata,NA,1,NA,NA,Cetacean,Least concern,1,stable,2008
NA,13,Papua New Guinea,Minke whale,Balaenoptera acutorostrata,NA,1,NA,NA,Cetacean,Least concern,1,stable,2008
NA,134,Portugal,Minke whale,Balaenoptera acutorostrata,NA,1,NA,NA,Cetacean,Least concern,1,stable,2008
NA,84,Puerto Rico,Minke whale,Balaenoptera acutorostrata,NA,1,NA,NA,Cetacean,Least concern,1,stable,2008
NA,56,Russian Federation,Minke whale,Balaenoptera acutorostrata,NA,1,NA,NA,Cetacean,Least concern,1,stable,2008
NA,167,Saint Pierre and Miquelon,Minke whale,Balaenoptera acutorostrata,NA,1,NA,NA,Cetacean,Least concern,1,stable,2008
NA,49,Senegal,Minke whale,Balaenoptera acutorostrata,NA,1,NA,NA,Cetacean,Least concern,1,stable,2008
NA,75,South Africa,Minke whale,Balaenoptera acutorostrata,NA,1,NA,NA,Cetacean,Least concern,1,stable,2008
NA,133,Spain,Minke whale,Balaenoptera acutorostrata,NA,1,NA,NA,Cetacean,Least concern,1,stable,2008
NA,169,Svalbard and Jan Mayen,Minke whale,Balaenoptera acutorostrata,NA,1,NA,NA,Cetacean,Least concern,1,stable,2008
NA,168,Sweden,Minke whale,Balaenoptera acutorostrata,NA,1,NA,NA,Cetacean,Least concern,1,stable,2008
NA,10,"Taiwan, Province of China",Minke whale,Balaenoptera acutorostrata,NA,1,NA,NA,Cetacean,Least concern,1,stable,2008
NA,19,Thailand,Minke whale,Balaenoptera acutorostrata,NA,1,NA,NA,Cetacean,Least concern,1,stable,2008
NA,44,Tunisia,Minke whale,Balaenoptera acutorostrata,NA,1,NA,NA,Cetacean,Least concern,1,stable,2008
NA,85,Turks and Caicos Islands,Minke whale,Balaenoptera acutorostrata,NA,1,NA,NA,Cetacean,Least concern,1,stable,2008
NA,131,United Kingdom,Minke whale,Balaenoptera acutorostrata,NA,1,NA,NA,Cetacean,Least concern,1,stable,2008
NA,116,United States,Minke whale,Balaenoptera acutorostrata,NA,1,NA,NA,Cetacean,Least concern,1,stable,2008
NA,124,Uruguay,Minke whale,Balaenoptera acutorostrata,NA,1,NA,NA,Cetacean,Least concern,1,stable,2008
NA,85,"Virgin Islands, British",Minke whale,Balaenoptera acutorostrata,NA,1,NA,NA,Cetacean,Least concern,1,stable,2008
NA,84,"Virgin Islands, U.S.",Minke whale,Balaenoptera acutorostrata,NA,1,NA,NA,Cetacean,Least concern,1,stable,2008
NA,46,Western Sahara,Minke whale,Balaenoptera acutorostrata,NA,1,NA,NA,Cetacean,Least concern,1,stable,2008
BHS,80,Bahamas,North Atlantic Right Whale,Eubalaena glacialis,1,NA,1,NA,Cetacean,Endangered,1,unknown,2008
BEL,42,Belgium,North Atlantic Right Whale,Eubalaena glacialis,1,NA,1,NA,Cetacean,extinct,1,unknown,2008
BMU,85,Bermuda,North Atlantic Right Whale,Eubalaena glacialis,1,NA,1,NA,Cetacean,Endangered,1,unknown,2008
CAN,166,Canada,North Atlantic Right Whale,Eubalaena glacialis,1,NA,1,NA,Cetacean,Endangered,1,unknown,2008
NA,126,Faroe Islands,North Atlantic Right Whale,Eubalaena glacialis,1,NA,1,NA,Cetacean,extinct,1,unknown,2008
FRA,130,France,North Atlantic Right Whale,Eubalaena glacialis,1,NA,1,NA,Cetacean,extinct,1,unknown,2008
DEU,127,Germany,North Atlantic Right Whale,Eubalaena glacialis,1,NA,1,NA,Cetacean,extinct,1,unknown,2008
GRL,126,Greenland,North Atlantic Right Whale,Eubalaena glacialis,1,NA,1,NA,Cetacean,Endangered,1,unknown,2008
ISL,107,Iceland,North Atlantic Right Whale,Eubalaena glacialis,1,NA,1,NA,Cetacean,Endangered,1,unknown,2008
IRL,132,Ireland,North Atlantic Right Whale,Eubalaena glacialis,1,NA,1,NA,Cetacean,extinct,1,unknown,2008
AUG,45,Morocco,North Atlantic Right Whale,Eubalaena glacialis,1,NA,1,NA,Cetacean,extinct,1,unknown,2008
NLD,128,Netherlands,North Atlantic Right Whale,Eubalaena glacialis,1,NA,1,NA,Cetacean,extinct,1,unknown,2008
