"year","rgn_id","rgn_name","rgn_catch","unass_catch","unass_catch_prop","ass_catch_prop"
2014,4,"North Vancouver Island",10113444.7213302,5490220.95133018,0.5428635942164,0.4571364057836
2014,5,"West Vancouver Island",53490049.7501706,22189020.6701705,0.414825201580595,0.585174798419405
2014,6,"Strait of Georgia",18466806.5406231,15508684.9506231,0.839814123601027,0.160185876398973
2014,7,"Pacific Offshore",580588.92,9361.24,0.0161236972968757,0.983876302703124
2014,8,"Aristazabal Island",1373997.30205347,1330071.95205347,0.96803097798347,0.0319690220165298
2015,1,"North Coast",6897347.55693308,6183163.39693308,0.896455245425161,0.103544754574839
2015,2,"Haida Gwaii",20037997.9906813,13542664.7506813,0.675849191969145,0.324150808030855
2015,3,"Central Coast",10412239.05,4916529.47,0.472187532997526,0.527812467002474
2015,4,"North Vancouver Island",18706559.6350347,5466401.90503466,0.292218452333527,0.707781547666473
2015,5,"West Vancouver Island",55857245.3700677,32733550.7200677,0.586021571654672,0.413978428345328
2015,6,"Strait of Georgia",22049646.4780375,16916651.2580375,0.767207368829577,0.232792631170423
2015,7,"Pacific Offshore",166459.47,41301.17,0.248115472192721,0.751884527807279
2015,8,"Aristazabal Island",158817.12,130331.66,0.820639865525832,0.179360134474168
