filename,rgn_id,location,spp,area_km2
Finfish_Tenure_AtlanticSalmon,4,Quatsino Sound near Monday Rocks,"Atlantic Salmon (Salmo salar) , Pacific Halibut (Hippoglossus stenolepis), Pilchard",0.252
Finfish_Tenure_AtlanticSalmon,4,"Thorpe Point, Holberg Inlet","Atlantic Salmon (Salmo salar) , Chinook Salmon (Oncorhynchus tshawytscha), Black Cod (Anaplopoma fimbria), Rainbow Trout (Oncorhynchus mykiss), Pilchard",0.412
Finfish_Tenure_AtlanticSalmon,4,"Larsen Island, Indian Channel",Atlantic Salmon (Salmo salar),0.243
Finfish_Tenure_AtlanticSalmon,4,"Griffin Cove, Loughborough Inlet",Atlantic Salmon (Salmo salar),0.034
Finfish_Tenure_AtlanticSalmon,4,"Bennett Point, Clio Channel",Atlantic Salmon (Salmo salar),0.382
Finfish_Tenure_AtlanticSalmon,4,North side Swanson Island,"Atlantic Salmon (Salmo salar) , Black Cod (Anaplopoma fimbria)",0.244
Finfish_Tenure_AtlanticSalmon,4,"Loughborough Inlet, Poison Creek",Atlantic Salmon (Salmo salar),0.074
Finfish_Tenure_AtlanticSalmon,4,"Potts Bay, Midsummer Island",Atlantic Salmon (Salmo salar),0.05
Finfish_Tenure_AtlanticSalmon,4,"Doctor Islets, Knight Inlet",Atlantic Salmon (Salmo salar),0.385
Finfish_Tenure_AtlanticSalmon,4,"Spring Passage, Midsummer Island",Atlantic Salmon (Salmo salar),0.44
Finfish_Tenure_AtlanticSalmon,4,"Port Elizabeth, Gilford Island",Atlantic Salmon (Salmo salar),0.248
Finfish_Tenure_AtlanticSalmon,4,"Tribune Channel, Sargeaunt Passage",Atlantic Salmon (Salmo salar),0.272
Finfish_Tenure_AtlanticSalmon,4,"Humphrey Rock, Tribune Channel",Atlantic Salmon (Salmo salar),0.344
Finfish_Tenure_AtlanticSalmon,4,"Arrow Passage, Bonwick Island",Atlantic Salmon (Salmo salar),0.13
Finfish_Tenure_AtlanticSalmon,4,Upper Retreat Passage,"Atlantic Salmon (Salmo salar) , Black Cod (Anaplopoma fimbria)",0.113
Finfish_Tenure_AtlanticSalmon,4,"Hardy Bay, Port Hardy","Atlantic Salmon (Salmo salar) , Chinook Salmon (Oncorhynchus tshawytscha), Black Cod (Anaplopoma fimbria), Rainbow Trout (Oncorhynchus mykiss)",0.147
Finfish_Tenure_AtlanticSalmon,4,"Blunden Passage, Baker Island","Atlantic Salmon (Salmo salar) , Black Cod (Anaplopoma fimbria)",0.139
Finfish_Tenure_AtlanticSalmon,4,"Wicklow Point, Broughton Island",Atlantic Salmon (Salmo salar),0.142
Finfish_Tenure_AtlanticSalmon,4,"Raleigh Passage, Burdwood Group",Atlantic Salmon (Salmo salar),0.094
Finfish_Tenure_AtlanticSalmon,4,"Doyle Island, Gordon Group","Atlantic Salmon (Salmo salar) , Chinook Salmon (Oncorhynchus tshawytscha), Black Cod (Anaplopoma fimbria)",0.449
Finfish_Tenure_AtlanticSalmon,4,"Duncan Island, Goletas Channel","Atlantic Salmon (Salmo salar) , Chinook Salmon (Oncorhynchus tshawytscha), Black Cod (Anaplopoma fimbria)",0.426
Finfish_Tenure_AtlanticSalmon,4,"Sir Edmond Bay, NE Shore Broughton Inlet",Atlantic Salmon (Salmo salar),0.254
Finfish_Tenure_AtlanticSalmon,4,Cliff Bay Simoom Sound Wishart Peninsula,Atlantic Salmon (Salmo salar),0.235
Finfish_Tenure_AtlanticSalmon,4,"Cypress Hrbr, Harbour Pt, Sutlej Channel",Atlantic Salmon (Salmo salar),0.115
Finfish_Tenure_AtlanticSalmon,4,"Goletas Channel, S.E. Bell Island",Atlantic Salmon (Salmo salar),0.151
Finfish_Tenure_AtlanticSalmon,4,"Watson Cove, Tribune Channel (Glacial F)",Atlantic Salmon (Salmo salar),0.215
Finfish_Tenure_AtlanticSalmon,4,"Cecil Island, Greenway Sound",Atlantic Salmon (Salmo salar),0.604
Finfish_Tenure_AtlanticSalmon,4,"SE Broughton Is., Greenway Snd, Maude Is",Atlantic Salmon (Salmo salar),0.854
Finfish_Tenure_AtlanticSalmon,4,"Wehlis Bay, Wells Passage",Atlantic Salmon (Salmo salar),0.348
Finfish_Tenure_AtlanticSalmon,4,"Wells Passage, Mount Simmonds Bay",Atlantic Salmon (Salmo salar),0.39
Finfish_Tenure_AtlanticSalmon,4,"Shelter Passage, Wishart Island","Atlantic Salmon (Salmo salar) , Chinook Salmon (Oncorhynchus tshawytscha), Black Cod (Anaplopoma fimbria), Rainbow Trout (Oncorhynchus mykiss)",0.284
Finfish_Tenure_AtlanticSalmon,4,"Varg Island, Raynor Group","Atlantic Salmon (Salmo salar) , Chinook Salmon (Oncorhynchus tshawytscha), Black Cod (Anaplopoma fimbria)",0.326
Finfish_Tenure_AtlanticSalmon,4,Marsh Bay (Stuart Rock) N. of P. Hardy,Atlantic Salmon (Salmo salar),0.333
Finfish_Tenure_AtlanticSalmon,4,"Robertson Island, Richards Channel",Atlantic Salmon (Salmo salar),0.35
Finfish_Tenure_AtlanticSalmon,4,"Shelter Bay, Richards Channel","Atlantic Salmon (Salmo salar) , Chinook Salmon (Oncorhynchus tshawytscha), Black Cod (Anaplopoma fimbria), Rainbow Trout (Oncorhynchus mykiss)",0.282
Finfish_Tenure_AtlanticSalmon,4,"Thurlow Point South, Nodales Channel","Atlantic Salmon (Salmo salar) , Chinook Salmon (Oncorhynchus tshawytscha), Coho Salmon (Oncorhynchus kisutch), Black Cod (Anaplopoma fimbria), Steelhead Trout (Oncorhynchus mykiss)",0.163
Finfish_Tenure_AtlanticSalmon,4,"Middle Point Bay, N. of Duncan Bay","Atlantic Salmon (Salmo salar) , Chinook Salmon (Oncorhynchus tshawytscha), Coho Salmon (Oncorhynchus kisutch)",0.111
Finfish_Tenure_AtlanticSalmon,4,"Dunsterville Bay, Hoskyn Channel","Atlantic Salmon (Salmo salar) , Chinook Salmon (Oncorhynchus tshawytscha), Rainbow Trout (Oncorhynchus mykiss)",0.221
Finfish_Tenure_AtlanticSalmon,4,"Bear Bay, Read Island","Atlantic Salmon (Salmo salar) , Chinook Salmon (Oncorhynchus tshawytscha)",0.066
Finfish_Tenure_AtlanticSalmon,4,"Conville Bay, Hoskyn Channel",Atlantic Salmon (Salmo salar),0.112
Finfish_Tenure_AtlanticSalmon,4,"Conville Point, Hoskyn Channel","Atlantic Salmon (Salmo salar) , Chinook Salmon (Oncorhynchus tshawytscha), Rainbow Trout (Oncorhynchus mykiss)",0.212
Finfish_Tenure_AtlanticSalmon,4,"Cyrus Rocks, Okisollo Channel","Atlantic Salmon (Salmo salar) , Chinook Salmon (Oncorhynchus tshawytscha)",0.223
Finfish_Tenure_AtlanticSalmon,4,"Okisollo Channel, N of Quadra Island","Atlantic Salmon (Salmo salar) , Chinook Salmon (Oncorhynchus tshawytscha)",0.481
Finfish_Tenure_AtlanticSalmon,4,"Venture Point, Sonora Island","Atlantic Salmon (Salmo salar) , Chinook Salmon (Oncorhynchus tshawytscha)",0.661
Finfish_Tenure_AtlanticSalmon,4,"Sonora Island, Okisollo Channel","Atlantic Salmon (Salmo salar) , Chinook Salmon (Oncorhynchus tshawytscha), Black Cod (Anaplopoma fimbria), Black Cod (Anaplopoma fimbria), Rainbow Trout (Oncorhynchus mykiss)",0.5
Finfish_Tenure_AtlanticSalmon,4,"Barnes Bay, Sonora Island","Atlantic Salmon (Salmo salar) , Chinook Salmon (Oncorhynchus tshawytscha)",0.109
Finfish_Tenure_AtlanticSalmon,4,"Young Passage, Sonora Island","Atlantic Salmon (Salmo salar) , Chinook Salmon (Oncorhynchus tshawytscha), Coho Salmon (Oncorhynchus kisutch)",0.198
Finfish_Tenure_AtlanticSalmon,4,"Brougham Point, East Thurlow Island","Atlantic Salmon (Salmo salar) , Chinook Salmon (Oncorhynchus tshawytscha), Black Cod (Anaplopoma fimbria), Steelhead Trout (Oncorhynchus mykiss)",0.213
Finfish_Tenure_AtlanticSalmon,4,"Mayne Passage, East Thurlow Island","Atlantic Salmon (Salmo salar) , Chinook Salmon (Oncorhynchus tshawytscha), Coho Salmon (Oncorhynchus kisutch), Black Cod (Anaplopoma fimbria)",0
Finfish_Tenure_AtlanticSalmon,4,"Mayne Passage, East Thurlow Island","Atlantic Salmon (Salmo salar) , Chinook Salmon (Oncorhynchus tshawytscha), Coho Salmon (Oncorhynchus kisutch), Black Cod (Anaplopoma fimbria)",0.342
Finfish_Tenure_AtlanticSalmon,4,"Lees Bay, N. Shore, West Thurlow Is.","Atlantic Salmon (Salmo salar) , Chinook Salmon (Oncorhynchus tshawytscha), Coho Salmon (Oncorhynchus kisutch), Black Cod (Anaplopoma fimbria)",0.099
Finfish_Tenure_AtlanticSalmon,5,"South Side San Mateo Bay, Alberni Inlet",Atlantic Salmon (Salmo salar),0.037
Finfish_Tenure_AtlanticSalmon,5,"San Mateo Bay, Barkley Dist.",Atlantic Salmon (Salmo salar),0.04
Finfish_Tenure_AtlanticSalmon,5,"Jane Bay, Barkley Sound","Atlantic Salmon (Salmo salar), Chinook Salmon (Oncorhynchus tshawytscha), Coho Salmon (Oncorhynchus kisutch), Black Cod (Anaplopoma fimbria), Pacific Halibut (Hippoglossus stenolepis), Rainbow Trout (Oncorhynchus mykiss), Sockeye Salmon (Oncorhynchus ner",0.141
Finfish_Tenure_AtlanticSalmon,5,"East side Warn Bay, Fortune Channel","Atlantic Salmon (Salmo salar) , Chinook Salmon (Oncorhynchus tshawytscha), Coho Salmon (Oncorhynchus kisutch), Black Cod (Anaplopoma fimbria), Rainbow Trout (Oncorhynchus mykiss)",0.28
Finfish_Tenure_AtlanticSalmon,5,"Saranac Island, NW of Meares Island","Atlantic Salmon (Salmo salar) , Chinook Salmon (Oncorhynchus tshawytscha), Coho Salmon (Oncorhynchus kisutch), Black Cod (Anaplopoma fimbria), Rainbow Trout (Oncorhynchus mykiss)",0.119
Finfish_Tenure_AtlanticSalmon,5,"Hecate Bay, Cypress Bay, S-5 (Cormorant)","Atlantic Salmon (Salmo salar) , Chinook Salmon (Oncorhynchus tshawytscha), Coho Salmon (Oncorhynchus kisutch), Black Cod (Anaplopoma fimbria)",0.212
Finfish_Tenure_AtlanticSalmon,5,"Mussel Rock, Clayoquot Sound","Atlantic Salmon (Salmo salar) , Chinook Salmon (Oncorhynchus tshawytscha), Coho Salmon (Oncorhynchus kisutch)",0.217
Finfish_Tenure_AtlanticSalmon,5,"Rant Point, Clayoquot Sound","Atlantic Salmon (Salmo salar) , Chinook Salmon (Oncorhynchus tshawytscha)",0.536
Finfish_Tenure_AtlanticSalmon,5,East Shore of Bedwell Sound,"Atlantic Salmon (Salmo salar) , Chinook Salmon (Oncorhynchus tshawytscha), Coho Salmon (Oncorhynchus kisutch), Black Cod (Anaplopoma fimbria), Rainbow Trout (Oncorhynchus mykiss)",0.116
Finfish_Tenure_AtlanticSalmon,5,"West Side, Bedwell Sound","Atlantic Salmon (Salmo salar) , Chinook Salmon (Oncorhynchus tshawytscha), Coho Salmon (Oncorhynchus kisutch), Black Cod (Anaplopoma fimbria), Rainbow Trout (Oncorhynchus mykiss)",0.28
Finfish_Tenure_AtlanticSalmon,5,"McIntyre Lake, Bedwell Sound","Atlantic Salmon (Salmo salar) , Chinook Salmon (Oncorhynchus tshawytscha), Coho Salmon (Oncorhynchus kisutch), Black Cod (Anaplopoma fimbria), Rainbow Trout (Oncorhynchus mykiss)",0.302
Finfish_Tenure_AtlanticSalmon,5,"Bawden Point, Herbert Inlet","Atlantic Salmon (Salmo salar) , Chinook Salmon (Oncorhynchus tshawytscha), Coho Salmon (Oncorhynchus kisutch), Black Cod (Anaplopoma fimbria), Rainbow Trout (Oncorhynchus mykiss)",0.895
Finfish_Tenure_AtlanticSalmon,5,"Northeast McKay Island, Ross Passage","Atlantic Salmon (Salmo salar) , Chinook Salmon (Oncorhynchus tshawytscha), Coho Salmon (Oncorhynchus kisutch), Black Cod (Anaplopoma fimbria), Rainbow Trout (Oncorhynchus mykiss)",0.381
Finfish_Tenure_AtlanticSalmon,5,"Clayoquot Snd, Bedwell Snd, Bare Bluff","Atlantic Salmon (Salmo salar) , Chinook Salmon (Oncorhynchus tshawytscha)",0.278
Finfish_Tenure_AtlanticSalmon,5,"Herbert Inlet, NE of Binns Island","Atlantic Salmon (Salmo salar) , Chinook Salmon (Oncorhynchus tshawytscha), Coho Salmon (Oncorhynchus kisutch), Black Cod (Anaplopoma fimbria), Rainbow Trout (Oncorhynchus mykiss)",0.727
Finfish_Tenure_AtlanticSalmon,5,"Millar Channel, 2km S Hayden Passage","Atlantic Salmon (Salmo salar) , Chinook Salmon (Oncorhynchus tshawytscha), Coho Salmon (Oncorhynchus kisutch), Black Cod (Anaplopoma fimbria), Rainbow Trout (Oncorhynchus mykiss)",0.547
Finfish_Tenure_AtlanticSalmon,5,"Dixon Point, Shelter Inlet","Atlantic Salmon (Salmo salar) , Chinook Salmon (Oncorhynchus tshawytscha), Coho Salmon (Oncorhynchus kisutch), Black Cod (Anaplopoma fimbria), Rainbow Trout (Oncorhynchus mykiss)",0.442
Finfish_Tenure_AtlanticSalmon,5,"Muchalat Inlet South, Nootka District",Atlantic Salmon (Salmo salar),0.837
Finfish_Tenure_AtlanticSalmon,5,"Muchalat Inlet North, Nootka Sound",Atlantic Salmon (Salmo salar),0.723
Finfish_Tenure_AtlanticSalmon,5,"Gore Island, King Passage",Atlantic Salmon (Salmo salar),0.486
Finfish_Tenure_AtlanticSalmon,5,"Williamson Passage, Nootka Sound",Atlantic Salmon (Salmo salar),0.486
Finfish_Tenure_AtlanticSalmon,5,"Atrevida Point, Hanna Channel",Atlantic Salmon (Salmo salar),0.713
Finfish_Tenure_AtlanticSalmon,5,"Concepcion Pt., Bligh Island",Atlantic Salmon (Salmo salar),0.781
Finfish_Tenure_AtlanticSalmon,5,"Hecate, Hecate Channel",Atlantic Salmon (Salmo salar),0.548
Finfish_Tenure_AtlanticSalmon,5,"Esperanza, Hecate Channel",Atlantic Salmon (Salmo salar),0.514
Finfish_Tenure_AtlanticSalmon,5,"Steamer Point, Hecate Channel",Atlantic Salmon (Salmo salar),0.464
Finfish_Tenure_AtlanticSalmon,6,Northwest Sechelt Inlet (Salten),"Atlantic Salmon (Salmo salar) , Chinook Salmon (Oncorhynchus tshawytscha), Coho Salmon (Oncorhynchus kisutch), Black Cod (Anaplopoma fimbria), Rainbow Trout (Oncorhynchus mykiss)",0.163
Finfish_Tenure_AtlanticSalmon,6,Sechelt Inlet (Site 13),"Atlantic Salmon (Salmo salar) , Chinook Salmon (Oncorhynchus tshawytscha), Coho Salmon (Oncorhynchus kisutch), Rainbow Trout (Oncorhynchus mykiss)",0.128
Finfish_Tenure_AtlanticSalmon,6,North Salmon Inlet (Kunechin-Site 5),"Atlantic Salmon (Salmo salar) , Chinook Salmon (Oncorhynchus tshawytscha), Coho Salmon (Oncorhynchus kisutch), Rainbow Trout (Oncorhynchus mykiss)",0.206
Finfish_Tenure_AtlanticSalmon,6,"East Newcomb Point, Salmon Inlet","Atlantic Salmon (Salmo salar) , Chinook Salmon (Oncorhynchus tshawytscha), Coho Salmon (Oncorhynchus kisutch), Black Cod (Anaplopoma fimbria), Rainbow Trout (Oncorhynchus mykiss)",0.165
Finfish_Tenure_AtlanticSalmon,6,North Salmon Inlet (Site 9),"Atlantic Salmon (Salmo salar) , Chinook Salmon (Oncorhynchus tshawytscha), Coho Salmon (Oncorhynchus kisutch), Rainbow Trout (Oncorhynchus mykiss)",0.206
Finfish_Tenure_AtlanticSalmon,6,Sechelt Inlet (Vantage Point),"Atlantic Salmon (Salmo salar) , Chinook Salmon (Oncorhynchus tshawytscha), Coho Salmon (Oncorhynchus kisutch), Black Cod (Anaplopoma fimbria), Rainbow Trout (Oncorhynchus mykiss)",0.132
Finfish_Tenure_AtlanticSalmon,6,"Ahlstrom Point, Jervis Inlet","Atlantic Salmon (Salmo salar) , Chinook Salmon (Oncorhynchus tshawytscha), Coho Salmon (Oncorhynchus kisutch), Rainbow Trout (Oncorhynchus mykiss)",0.176
Finfish_Tenure_AtlanticSalmon,6,"Culloden Point, Jervis Inlet","Atlantic Salmon (Salmo salar) , Chinook Salmon (Oncorhynchus tshawytscha), Coho Salmon (Oncorhynchus kisutch), Rainbow Trout (Oncorhynchus mykiss)",0.258
Finfish_Tenure_AtlanticSalmon,6,"St. Vincent Bay, Jervis Inlet","Atlantic Salmon (Salmo salar), Chinook Salmon (Oncorhynchus tshawytscha), Coho Salmon (Oncorhynchus kisutch), Black Cod (Anaplopoma fimbria), Rainbow Trout (Oncorhynchus mykiss), Wolf Eel (Anarrhichthys ocellatus)",0.122
Finfish_Tenure_AtlanticSalmon,6,Jervis Inlet near Glacial Creek,"Atlantic Salmon (Salmo salar) , Chinook Salmon (Oncorhynchus tshawytscha), Rainbow Trout (Oncorhynchus mykiss)",0.088
Finfish_Tenure_AtlanticSalmon,6,"West Redonda Island, Doctor Bay","Atlantic Salmon (Salmo salar), Chinook Salmon (Oncorhynchus tshawytscha), Coho Salmon (Oncorhynchus kisutch), Black Cod (Anaplopoma fimbria)",0.047
Finfish_Tenure_AtlanticSalmon,6,"Mouth of Homfray Ck., Homfray Channel","Atlantic Salmon (Salmo salar), Rainbow Trout (Oncorhynchus mykiss)",0.361
Finfish_Tenure_AtlanticSalmon,6,"Raza Island, Raza Passage","Atlantic Salmon (Salmo salar) , Chinook Salmon (Oncorhynchus tshawytscha)",0.472
Finfish_Tenure_ChinookSalmon,3,"Lochalsh Bay, Jackson Passage","Atlantic Salmon (Salmo salar) , Chinook Salmon (Oncorhynchus tshawytscha), Coho Salmon (Oncorhynchus kisutch), Black Cod (Anaplopoma fimbria)",0.181
Finfish_Tenure_ChinookSalmon,3,Jackson Passage S.of Finlayson Channel,"Atlantic Salmon (Salmo salar) , Chinook Salmon (Oncorhynchus tshawytscha), Black Cod (Anaplopoma fimbria)",0.185
Finfish_Tenure_ChinookSalmon,3,"Goat Cove, Roderick Island","Atlantic Salmon (Salmo salar) , Chinook Salmon (Oncorhynchus tshawytscha), Black Cod (Anaplopoma fimbria)",0.732
Finfish_Tenure_ChinookSalmon,3,"Kid Bay, Roderick Island","Atlantic Salmon (Salmo salar) , Chinook Salmon (Oncorhynchus tshawytscha), Black Cod (Anaplopoma fimbria)",0.878
Finfish_Tenure_ChinookSalmon,4,"Sonora Pt., Nodales Channel","Atlantic Salmon (Salmo salar) , Chinook Salmon (Oncorhynchus tshawytscha)",0.459
Finfish_Tenure_ChinookSalmon,4,"Bickley Bay, East Thurlow Island","Atlantic Salmon (Salmo salar) , Chinook Salmon (Oncorhynchus tshawytscha), Black Cod (Anaplopoma fimbria)",0.172
Finfish_Tenure_ChinookSalmon,4,Frederick Arm,"Atlantic Salmon (Salmo salar) , Chinook Salmon (Oncorhynchus tshawytscha), Black Cod (Anaplopoma fimbria)",0.189
Finfish_Tenure_ChinookSalmon,4,"Althorpe, Sunderland Channel","Atlantic Salmon (Salmo salar) , Chinook Salmon (Oncorhynchus tshawytscha), Black Cod (Anaplopoma fimbria)",0.654
Finfish_Tenure_ChinookSalmon,4,"Shaw Point, Sunderland Channel","Atlantic Salmon (Salmo salar) , Chinook Salmon (Oncorhynchus tshawytscha), Black Cod (Anaplopoma fimbria)",0.359
Finfish_Tenure_ChinookSalmon,4,"Cleagh Creek, Quatsino Sound","Atlantic Salmon (Salmo salar) , Chinook Salmon (Oncorhynchus tshawytscha), Black Cod (Anaplopoma fimbria)",0.466
Finfish_Tenure_ChinookSalmon,4,"Thorpe Point, Holberg Inlet","Atlantic Salmon (Salmo salar) , Chinook Salmon (Oncorhynchus tshawytscha), Black Cod (Anaplopoma fimbria), Rainbow Trout (Oncorhynchus mykiss), Pilchard",0.412
Finfish_Tenure_ChinookSalmon,4,"Hardy Bay, Port Hardy","Atlantic Salmon (Salmo salar) , Chinook Salmon (Oncorhynchus tshawytscha), Black Cod (Anaplopoma fimbria), Rainbow Trout (Oncorhynchus mykiss)",0.147
Finfish_Tenure_ChinookSalmon,4,"Doyle Island, Gordon Group","Atlantic Salmon (Salmo salar) , Chinook Salmon (Oncorhynchus tshawytscha), Black Cod (Anaplopoma fimbria)",0.449
Finfish_Tenure_ChinookSalmon,4,"Duncan Island, Goletas Channel","Atlantic Salmon (Salmo salar) , Chinook Salmon (Oncorhynchus tshawytscha), Black Cod (Anaplopoma fimbria)",0.426
Finfish_Tenure_ChinookSalmon,4,"Shelter Passage, Wishart Island","Atlantic Salmon (Salmo salar) , Chinook Salmon (Oncorhynchus tshawytscha), Black Cod (Anaplopoma fimbria), Rainbow Trout (Oncorhynchus mykiss)",0.284
Finfish_Tenure_ChinookSalmon,4,"Varg Island, Raynor Group","Atlantic Salmon (Salmo salar) , Chinook Salmon (Oncorhynchus tshawytscha), Black Cod (Anaplopoma fimbria)",0.326
Finfish_Tenure_ChinookSalmon,4,"Shelter Bay, Richards Channel","Atlantic Salmon (Salmo salar) , Chinook Salmon (Oncorhynchus tshawytscha), Black Cod (Anaplopoma fimbria), Rainbow Trout (Oncorhynchus mykiss)",0.282
Finfish_Tenure_ChinookSalmon,4,"Thurlow Point South, Nodales Channel","Atlantic Salmon (Salmo salar) , Chinook Salmon (Oncorhynchus tshawytscha), Coho Salmon (Oncorhynchus kisutch), Black Cod (Anaplopoma fimbria), Steelhead Trout (Oncorhynchus mykiss)",0.163
Finfish_Tenure_ChinookSalmon,4,"Middle Point Bay, N. of Duncan Bay","Atlantic Salmon (Salmo salar) , Chinook Salmon (Oncorhynchus tshawytscha), Coho Salmon (Oncorhynchus kisutch)",0.111
Finfish_Tenure_ChinookSalmon,4,"East of Maude Island, Discovery Passage","Chinook Salmon (Oncorhynchus tshawytscha), Black Cod (Anaplopoma fimbria)",0.114
Finfish_Tenure_ChinookSalmon,4,"Dunsterville Bay, Hoskyn Channel","Atlantic Salmon (Salmo salar) , Chinook Salmon (Oncorhynchus tshawytscha), Rainbow Trout (Oncorhynchus mykiss)",0.221
Finfish_Tenure_ChinookSalmon,4,"Bear Bay, Read Island","Atlantic Salmon (Salmo salar) , Chinook Salmon (Oncorhynchus tshawytscha)",0.066
Finfish_Tenure_ChinookSalmon,4,"Conville Point, Hoskyn Channel","Atlantic Salmon (Salmo salar) , Chinook Salmon (Oncorhynchus tshawytscha), Rainbow Trout (Oncorhynchus mykiss)",0.212
Finfish_Tenure_ChinookSalmon,4,"Cyrus Rocks, Okisollo Channel","Atlantic Salmon (Salmo salar) , Chinook Salmon (Oncorhynchus tshawytscha)",0.223
Finfish_Tenure_ChinookSalmon,4,"Okisollo Channel, N of Quadra Island","Atlantic Salmon (Salmo salar) , Chinook Salmon (Oncorhynchus tshawytscha)",0.481
Finfish_Tenure_ChinookSalmon,4,"Venture Point, Sonora Island","Atlantic Salmon (Salmo salar) , Chinook Salmon (Oncorhynchus tshawytscha)",0.661
Finfish_Tenure_ChinookSalmon,4,"Sonora Island, Okisollo Channel","Atlantic Salmon (Salmo salar) , Chinook Salmon (Oncorhynchus tshawytscha), Black Cod (Anaplopoma fimbria), Black Cod (Anaplopoma fimbria), Rainbow Trout (Oncorhynchus mykiss)",0.5
Finfish_Tenure_ChinookSalmon,4,"Barnes Bay, Sonora Island","Atlantic Salmon (Salmo salar) , Chinook Salmon (Oncorhynchus tshawytscha)",0.109
Finfish_Tenure_ChinookSalmon,4,"Young Passage, Sonora Island","Atlantic Salmon (Salmo salar) , Chinook Salmon (Oncorhynchus tshawytscha), Coho Salmon (Oncorhynchus kisutch)",0.198
Finfish_Tenure_ChinookSalmon,4,"Brougham Point, East Thurlow Island","Atlantic Salmon (Salmo salar) , Chinook Salmon (Oncorhynchus tshawytscha), Black Cod (Anaplopoma fimbria), Steelhead Trout (Oncorhynchus mykiss)",0.213
Finfish_Tenure_ChinookSalmon,4,"Mayne Passage, East Thurlow Island","Atlantic Salmon (Salmo salar) , Chinook Salmon (Oncorhynchus tshawytscha), Coho Salmon (Oncorhynchus kisutch), Black Cod (Anaplopoma fimbria)",0
