sciname,comname,risk_score,risk_source,rgn_id
Eumetopias jubatus,Steller Sea Lion,0.4,bc,6
Eumetopias jubatus,Steller Sea Lion,0.4,bc,7
Eumetopias jubatus,Steller Sea Lion,0.4,bc,8
Gavia immer,Common Loon,0,bc,1
Gavia immer,Common Loon,0,bc,2
Gavia immer,Common Loon,0,bc,3
Gavia immer,Common Loon,0,bc,4
Gavia immer,Common Loon,0,bc,5
Gavia immer,Common Loon,0,bc,6
Gavia immer,Common Loon,0,bc,7
Gavia immer,Common Loon,0,bc,8
Globicephala macrorhynchus,Short-Finned Pilot Whale,0.4,iucn,1
Globicephala macrorhynchus,Short-Finned Pilot Whale,0.4,iucn,2
Globicephala macrorhynchus,Short-Finned Pilot Whale,0.4,iucn,3
Globicephala macrorhynchus,Short-Finned Pilot Whale,0.4,iucn,4
Globicephala macrorhynchus,Short-Finned Pilot Whale,0.4,iucn,5
Globicephala macrorhynchus,Short-Finned Pilot Whale,0.4,iucn,6
Globicephala macrorhynchus,Short-Finned Pilot Whale,0.4,iucn,7
Globicephala macrorhynchus,Short-Finned Pilot Whale,0.4,iucn,8
Grampus griseus,Risso's Dolphin,0.2,bc,1
Grampus griseus,Risso's Dolphin,0.2,bc,2
Grampus griseus,Risso's Dolphin,0.2,bc,3
Grampus griseus,Risso's Dolphin,0.2,bc,4
Grampus griseus,Risso's Dolphin,0.2,bc,5
Grampus griseus,Risso's Dolphin,0.2,bc,6
Grampus griseus,Risso's Dolphin,0.2,bc,7
Grampus griseus,Risso's Dolphin,0.2,bc,8
Haliaeetus leucocephalus,Bald Eagle,0,bc,1
Haliaeetus leucocephalus,Bald Eagle,0,bc,3
Haliaeetus leucocephalus,Bald Eagle,0,bc,2
Haliaeetus leucocephalus,Bald Eagle,0,bc,4
Haliaeetus leucocephalus,Bald Eagle,0,bc,5
Haliaeetus leucocephalus,Bald Eagle,0,bc,6
Haliaeetus leucocephalus,Bald Eagle,0,bc,7
Haliaeetus leucocephalus,Bald Eagle,0,bc,8
Haliotis kamtschatkana,Northern Abalone,0.6,bc,1
Haliotis kamtschatkana,Northern Abalone,0.6,bc,2
Haliotis kamtschatkana,Northern Abalone,0.6,bc,3
Haliotis kamtschatkana,Northern Abalone,0.6,bc,4
Haliotis kamtschatkana,Northern Abalone,0.6,bc,5
Haliotis kamtschatkana,Northern Abalone,0.6,bc,6
Haliotis kamtschatkana,Northern Abalone,0.6,bc,7
Haliotis kamtschatkana,Northern Abalone,0.6,bc,8
Hippoglossus stenolepis,Halibut,NA,iucn,1
Hippoglossus stenolepis,Halibut,NA,iucn,2
Hippoglossus stenolepis,Halibut,NA,iucn,3
Hippoglossus stenolepis,Halibut,NA,iucn,4
Hippoglossus stenolepis,Halibut,NA,iucn,5
Hippoglossus stenolepis,Halibut,NA,iucn,6
Hippoglossus stenolepis,Halibut,NA,iucn,7
Hippoglossus stenolepis,Halibut,NA,iucn,8
Hypomesus pretiosus,Surf Smelt,NA,iucn,1
Hypomesus pretiosus,Surf Smelt,NA,iucn,2
Hypomesus pretiosus,Surf Smelt,NA,iucn,3
Hypomesus pretiosus,Surf Smelt,NA,iucn,4
Hypomesus pretiosus,Surf Smelt,NA,iucn,5
Hypomesus pretiosus,Surf Smelt,NA,iucn,6
Hypomesus pretiosus,Surf Smelt,NA,iucn,7
Hypomesus pretiosus,Surf Smelt,NA,iucn,8
Kogia breviceps,Pygmy Sperm Whale,0,iucn,5
Kogia breviceps,Pygmy Sperm Whale,0,iucn,7
Lagenorhynchus obliquidens,White-Sided Dolphin,0.1,bc,1
Lagenorhynchus obliquidens,White-Sided Dolphin,0.1,bc,2
Lagenorhynchus obliquidens,White-Sided Dolphin,0.1,bc,3
Lagenorhynchus obliquidens,White-Sided Dolphin,0.1,bc,4
Lagenorhynchus obliquidens,White-Sided Dolphin,0.1,bc,5
Lagenorhynchus obliquidens,White-Sided Dolphin,0.1,bc,6
Lagenorhynchus obliquidens,White-Sided Dolphin,0.1,bc,7
Lagenorhynchus obliquidens,White-Sided Dolphin,0.1,bc,8
Lamna ditropis,Salmon Shark,0,iucn,1
Lamna ditropis,Salmon Shark,0,iucn,2
Lamna ditropis,Salmon Shark,0,iucn,3
Lamna ditropis,Salmon Shark,0,iucn,4
Lamna ditropis,Salmon Shark,0,iucn,5
Lamna ditropis,Salmon Shark,0,iucn,6
Lamna ditropis,Salmon Shark,0,iucn,7
Lamna ditropis,Salmon Shark,0,iucn,8
Megaptera novaeangliae,Humpback Whale,0.4,bc,1
Megaptera novaeangliae,Humpback Whale,0.4,bc,2
Megaptera novaeangliae,Humpback Whale,0.4,bc,3
Megaptera novaeangliae,Humpback Whale,0.4,bc,4
Megaptera novaeangliae,Humpback Whale,0.4,bc,5
Megaptera novaeangliae,Humpback Whale,0.4,bc,6
Megaptera novaeangliae,Humpback Whale,0.4,bc,7
Megaptera novaeangliae,Humpback Whale,0.4,bc,8
Mesoplodon densirostris,Blainville's Beaked Whale,NA,iucn,1
Mesoplodon densirostris,Blainville's Beaked Whale,NA,iucn,2
Mesoplodon densirostris,Blainville's Beaked Whale,NA,iucn,3
Mesoplodon densirostris,Blainville's Beaked Whale,NA,iucn,4
Mesoplodon densirostris,Blainville's Beaked Whale,NA,iucn,5
Mesoplodon densirostris,Blainville's Beaked Whale,NA,iucn,6
Mesoplodon densirostris,Blainville's Beaked Whale,NA,iucn,7
Mesoplodon densirostris,Blainville's Beaked Whale,NA,iucn,8
Oncorhynchus gorbuscha,Pink Salmon,0,bc,1
Oncorhynchus gorbuscha,Pink Salmon,0,bc,2
Oncorhynchus gorbuscha,Pink Salmon,0,bc,3
Oncorhynchus gorbuscha,Pink Salmon,0,bc,4
Oncorhynchus gorbuscha,Pink Salmon,0,bc,5
Oncorhynchus gorbuscha,Pink Salmon,0,bc,6
Oncorhynchus gorbuscha,Pink Salmon,0,bc,7
Oncorhynchus gorbuscha,Pink Salmon,0,bc,8
Oncorhynchus kisutch,Coho Salmon,0.2,bc,1
Oncorhynchus kisutch,Coho Salmon,0.2,bc,2
Oncorhynchus kisutch,Coho Salmon,0.2,bc,3
Oncorhynchus kisutch,Coho Salmon,0.2,bc,4
Oncorhynchus kisutch,Coho Salmon,0.2,bc,5
Oncorhynchus kisutch,Coho Salmon,0.2,bc,6
Oncorhynchus kisutch,Coho Salmon,0.2,bc,7
Oncorhynchus kisutch,Coho Salmon,0.2,bc,8
Oncorhynchus nerka,Sockeye Salmon,0.2,bc,1
Oncorhynchus nerka,Sockeye Salmon,0.2,bc,2
Oncorhynchus nerka,Sockeye Salmon,0.2,bc,3
Oncorhynchus nerka,Sockeye Salmon,0.2,bc,4
Oncorhynchus nerka,Sockeye Salmon,0.2,bc,5
Oncorhynchus nerka,Sockeye Salmon,0.2,bc,6
Oncorhynchus nerka,Sockeye Salmon,0.2,bc,7
Oncorhynchus nerka,Sockeye Salmon,0.2,bc,8
Oncorhynchus tshawytscha,Chinook Salmon,0.2,bc,1
Oncorhynchus tshawytscha,Chinook Salmon,0.2,bc,2
Oncorhynchus tshawytscha,Chinook Salmon,0.2,bc,3
Oncorhynchus tshawytscha,Chinook Salmon,0.2,bc,4
Oncorhynchus tshawytscha,Chinook Salmon,0.2,bc,5
Oncorhynchus tshawytscha,Chinook Salmon,0.2,bc,6
Oncorhynchus tshawytscha,Chinook Salmon,0.2,bc,7
Oncorhynchus tshawytscha,Chinook Salmon,0.2,bc,8
Orcinus orca pop. 2,Killer Whale (Northeast Pacific Offshore Population),0.6,bc,1
Orcinus orca pop. 2,Killer Whale (Northeast Pacific Offshore Population),0.6,bc,2
Orcinus orca pop. 2,Killer Whale (Northeast Pacific Offshore Population),0.6,bc,3
Orcinus orca pop. 2,Killer Whale (Northeast Pacific Offshore Population),0.6,bc,4
Orcinus orca pop. 2,Killer Whale (Northeast Pacific Offshore Population),0.6,bc,5
Orcinus orca pop. 2,Killer Whale (Northeast Pacific Offshore Population),0.6,bc,6
Orcinus orca pop. 2,Killer Whale (Northeast Pacific Offshore Population),0.6,bc,7
Orcinus orca pop. 2,Killer Whale (Northeast Pacific Offshore Population),0.6,bc,8
Orcinus orca pop. 3,Killer Whale (West Coast Transient Population),0.6,bc,1
Orcinus orca pop. 3,Killer Whale (West Coast Transient Population),0.6,bc,2
Orcinus orca pop. 3,Killer Whale (West Coast Transient Population),0.6,bc,3
Orcinus orca pop. 3,Killer Whale (West Coast Transient Population),0.6,bc,4
Orcinus orca pop. 3,Killer Whale (West Coast Transient Population),0.6,bc,5
Orcinus orca pop. 3,Killer Whale (West Coast Transient Population),0.6,bc,6
Orcinus orca pop. 3,Killer Whale (West Coast Transient Population),0.6,bc,7
Orcinus orca pop. 3,Killer Whale (West Coast Transient Population),0.6,bc,8
Orcinus orca pop. 5,Killer Whale (Northeast Pacific Southern Resident Population),0.8,bc,1
Orcinus orca pop. 5,Killer Whale (Northeast Pacific Southern Resident Population),0.8,bc,2
Orcinus orca pop. 5,Killer Whale (Northeast Pacific Southern Resident Population),0.8,bc,3
Orcinus orca pop. 5,Killer Whale (Northeast Pacific Southern Resident Population),0.8,bc,4
Orcinus orca pop. 5,Killer Whale (Northeast Pacific Southern Resident Population),0.8,bc,5
Orcinus orca pop. 5,Killer Whale (Northeast Pacific Southern Resident Population),0.8,bc,6
Orcinus orca pop. 5,Killer Whale (Northeast Pacific Southern Resident Population),0.8,bc,7
Orcinus orca pop. 5,Killer Whale (Northeast Pacific Southern Resident Population),0.8,bc,8
Orcinus orca pop. 6,Killer Whale (Northeast Pacific Northern Resident Population),0.6,bc,1
Orcinus orca pop. 6,Killer Whale (Northeast Pacific Northern Resident Population),0.6,bc,2
Orcinus orca pop. 6,Killer Whale (Northeast Pacific Northern Resident Population),0.6,bc,3
Orcinus orca pop. 6,Killer Whale (Northeast Pacific Northern Resident Population),0.6,bc,4
Orcinus orca pop. 6,Killer Whale (Northeast Pacific Northern Resident Population),0.6,bc,5
Orcinus orca pop. 6,Killer Whale (Northeast Pacific Northern Resident Population),0.6,bc,6
Orcinus orca pop. 6,Killer Whale (Northeast Pacific Northern Resident Population),0.6,bc,7
Orcinus orca pop. 6,Killer Whale (Northeast Pacific Northern Resident Population),0.6,bc,8
Phoca vitulina,Harbor Seal,0,bc,1
Phoca vitulina,Harbor Seal,0,bc,2
Phoca vitulina,Harbor Seal,0,bc,3
Phoca vitulina,Harbor Seal,0,bc,4
Phoca vitulina,Harbor Seal,0,bc,5
Phoca vitulina,Harbor Seal,0,bc,6
Phoca vitulina,Harbor Seal,0,bc,7
Phoca vitulina,Harbor Seal,0,bc,8
Phocoena phocoena,Harbor Porpoise,0.4,bc,1
Phocoena phocoena,Harbor Porpoise,0.4,bc,2
Phocoena phocoena,Harbor Porpoise,0.4,bc,3
Phocoena phocoena,Harbor Porpoise,0.4,bc,4
Phocoena phocoena,Harbor Porpoise,0.4,bc,5
Phocoena phocoena,Harbor Porpoise,0.4,bc,6
Phocoena phocoena,Harbor Porpoise,0.4,bc,7
Phocoena phocoena,Harbor Porpoise,0.4,bc,8
Phocoenoides dalli,Dall's Porpoise,0.1,bc,1
Phocoenoides dalli,Dall's Porpoise,0.1,bc,2
Phocoenoides dalli,Dall's Porpoise,0.1,bc,3
Phocoenoides dalli,Dall's Porpoise,0.1,bc,4
Phocoenoides dalli,Dall's Porpoise,0.1,bc,5
Phocoenoides dalli,Dall's Porpoise,0.1,bc,6
Phocoenoides dalli,Dall's Porpoise,0.1,bc,7
Phocoenoides dalli,Dall's Porpoise,0.1,bc,8
Physeter macrocephalus,Sperm Whale,0.3,bc,1
Physeter macrocephalus,Sperm Whale,0.3,bc,2
Physeter macrocephalus,Sperm Whale,0.3,bc,3
Physeter macrocephalus,Sperm Whale,0.3,bc,4
Physeter macrocephalus,Sperm Whale,0.3,bc,5
Physeter macrocephalus,Sperm Whale,0.3,bc,6
Physeter macrocephalus,Sperm Whale,0.3,bc,7
Physeter macrocephalus,Sperm Whale,0.3,bc,8
Pseudorca crassidens,False Killer Whale,0,iucn,1
Pseudorca crassidens,False Killer Whale,0,iucn,2
Pseudorca crassidens,False Killer Whale,0,iucn,3
Pseudorca crassidens,False Killer Whale,0,iucn,4
Pseudorca crassidens,False Killer Whale,0,iucn,5
Pseudorca crassidens,False Killer Whale,0,iucn,6
Pseudorca crassidens,False Killer Whale,0,iucn,7
Pseudorca crassidens,False Killer Whale,0,iucn,8
Ptychoramphus aleuticus,Cassin's Auklet,0.4,bc,1
Ptychoramphus aleuticus,Cassin's Auklet,0.4,bc,2
Ptychoramphus aleuticus,Cassin's Auklet,0.4,bc,3
Ptychoramphus aleuticus,Cassin's Auklet,0.4,bc,4
Ptychoramphus aleuticus,Cassin's Auklet,0.4,bc,5
Ptychoramphus aleuticus,Cassin's Auklet,0.4,bc,6
Ptychoramphus aleuticus,Cassin's Auklet,0.4,bc,7
Ptychoramphus aleuticus,Cassin's Auklet,0.4,bc,8
Squalus suckleyi,Spiny Dogfish,0,iucn,1
Squalus suckleyi,Spiny Dogfish,0,iucn,2
Squalus suckleyi,Spiny Dogfish,0,iucn,3
Squalus suckleyi,Spiny Dogfish,0,iucn,4
Squalus suckleyi,Spiny Dogfish,0,iucn,5
Squalus suckleyi,Spiny Dogfish,0,iucn,6
Squalus suckleyi,Spiny Dogfish,0,iucn,7
Squalus suckleyi,Spiny Dogfish,0,iucn,8
Stenella coeruleoalba,Striped Dolphin,0,iucn,5
Stenella coeruleoalba,Striped Dolphin,0,iucn,6
Stenella coeruleoalba,Striped Dolphin,0,iucn,7
Thaleichthys pacificus,Eulachon,0.5,bc,1
Thaleichthys pacificus,Eulachon,0.5,bc,2
Thaleichthys pacificus,Eulachon,0.5,bc,3
Thaleichthys pacificus,Eulachon,0.5,bc,4
Thaleichthys pacificus,Eulachon,0.5,bc,5
Thaleichthys pacificus,Eulachon,0.5,bc,6
Thaleichthys pacificus,Eulachon,0.5,bc,7
Thaleichthys pacificus,Eulachon,0.5,bc,8
Tursiops truncatus,Bottlenose Dolphin,0,iucn,1
Tursiops truncatus,Bottlenose Dolphin,0,iucn,2
Tursiops truncatus,Bottlenose Dolphin,0,iucn,3
Tursiops truncatus,Bottlenose Dolphin,0,iucn,4
Tursiops truncatus,Bottlenose Dolphin,0,iucn,5
Tursiops truncatus,Bottlenose Dolphin,0,iucn,6
Tursiops truncatus,Bottlenose Dolphin,0,iucn,7
Tursiops truncatus,Bottlenose Dolphin,0,iucn,8
Zalophus californianus,California Sea Lion,0,bc,1
Zalophus californianus,California Sea Lion,0,bc,2
Zalophus californianus,California Sea Lion,0,bc,3
Zalophus californianus,California Sea Lion,0,bc,4
Zalophus californianus,California Sea Lion,0,bc,5
Zalophus californianus,California Sea Lion,0,bc,6
Zalophus californianus,California Sea Lion,0,bc,7
Zalophus californianus,California Sea Lion,0,bc,8
Ziphius cavirostris,Cuvier's Beaked Whale,0,iucn,1
Ziphius cavirostris,Cuvier's Beaked Whale,0,iucn,2
Ziphius cavirostris,Cuvier's Beaked Whale,0,iucn,3
Ziphius cavirostris,Cuvier's Beaked Whale,0,iucn,4
Ziphius cavirostris,Cuvier's Beaked Whale,0,iucn,5
Ziphius cavirostris,Cuvier's Beaked Whale,0,iucn,6
Ziphius cavirostris,Cuvier's Beaked Whale,0,iucn,7
Ziphius cavirostris,Cuvier's Beaked Whale,0,iucn,8
