rgn_name,rgn_id,year,species,stockid,catch,rgn_catch,rgn_ass_catch_prop
West Vancouver Island,5,2009,arrowtooth_flounder,NA,968962.8,14065268.216425687,NA
Strait of Georgia,6,2009,arrowtooth_flounder,NA,311.93,18583680.768107597,NA
North Coast,1,2009,arrowtooth_flounder,NA,149790.01,5081576.212980492,NA
Haida Gwaii,2,2009,arrowtooth_flounder,NA,236428.75,14117849.720231751,NA
Central Coast,3,2009,arrowtooth_flounder,NA,204910.42,5085115.877180197,NA
North Vancouver Island,4,2009,arrowtooth_flounder,NA,100503.93,6671595.270052206,NA
Aristazabal Island,8,2009,arrowtooth_flounder,NA,0,454057.20029877074,NA
Pacific Offshore,7,2009,arrowtooth_flounder,NA,0,9615.72,NA
West Vancouver Island,5,2008,arrowtooth_flounder,NA,2665371.67,14536209.030206352,NA
Strait of Georgia,6,2008,arrowtooth_flounder,NA,58.05,12173825.160480563,NA
North Coast,1,2008,arrowtooth_flounder,NA,256722.32,9152255.537298894,NA
Haida Gwaii,2,2008,arrowtooth_flounder,NA,264179.27,11240284.73,NA
Central Coast,3,2008,arrowtooth_flounder,NA,166593.89,4152124.140710771,NA
North Vancouver Island,4,2008,arrowtooth_flounder,NA,50803.18,4130771.8948168396,NA
West Vancouver Island,5,2007,arrowtooth_flounder,NA,371983.86,9911612.701645885,NA
Strait of Georgia,6,2007,arrowtooth_flounder,NA,40.67,13407178.275038457,NA
North Coast,1,2007,arrowtooth_flounder,NA,346108.12,4634037.613483222,NA
Haida Gwaii,2,2007,arrowtooth_flounder,NA,249547.53,11755290.6,NA
Central Coast,3,2007,arrowtooth_flounder,NA,286285.52,9862748.438992398,NA
North Vancouver Island,4,2007,arrowtooth_flounder,NA,136818.43,4732867.0501448,NA
West Vancouver Island,5,2015,bocaccio,BOCACCBCW,6291.08,25031930.69394478,2.5132220430451304e-4
North Coast,1,2015,bocaccio,BOCACCBCW,67.11,728413.965742319,9.21316767061281e-5
Haida Gwaii,2,2015,bocaccio,BOCACCBCW,4523.35,11900006.517350571,3.8011323719905685e-4
Central Coast,3,2015,bocaccio,BOCACCBCW,6030.82,7489814.761486887,8.052028243756931e-4
North Vancouver Island,4,2015,bocaccio,BOCACCBCW,6782.35,14080445.392822538,4.816857571463813e-4
Aristazabal Island,8,2015,bocaccio,BOCACCBCW,0,28485.460000000003,0
West Vancouver Island,5,2014,bocaccio,BOCACCBCW,19737.6,32062018.96479735,6.156068967980772e-4
North Coast,1,2014,bocaccio,BOCACCBCW,199.33,835639.5377615126,2.3853586503812344e-4
Haida Gwaii,2,2014,bocaccio,BOCACCBCW,4705.86,10173143.454467628,4.625767857361117e-4
Central Coast,3,2014,bocaccio,BOCACCBCW,8143.07,2313565.739100734,0.003519705475568268
North Vancouver Island,4,2014,bocaccio,BOCACCBCW,7208.41,4692213.0761389965,0.001536249501681084
West Vancouver Island,5,2013,bocaccio,BOCACCBCW,15713.47,35427766.426492356,4.4353544084138765e-4
Strait of Georgia,6,2013,bocaccio,BOCACCBCW,0,0,0
North Coast,1,2013,bocaccio,BOCACCBCW,305.83,1183364.02,2.584411853252053e-4
Haida Gwaii,2,2013,bocaccio,BOCACCBCW,6325.66,6443468.015006261,9.817166757510247e-4
Central Coast,3,2013,bocaccio,BOCACCBCW,7907.35,4688138.166383292,0.0016866717062010569
North Vancouver Island,4,2013,bocaccio,BOCACCBCW,10108.84,18249848.253834505,5.539136468094202e-4
West Vancouver Island,5,2012,bocaccio,BOCACCBCW,13985.75,31486315.389975484,4.441850317123083e-4
Strait of Georgia,6,2012,bocaccio,BOCACCBCW,7.99,7.99,1
North Coast,1,2012,bocaccio,BOCACCBCW,331.84,1012947.5,3.2759841946399e-4
Haida Gwaii,2,2012,bocaccio,BOCACCBCW,9444.69,6389441.196061395,0.0014781715192592952
Central Coast,3,2012,bocaccio,BOCACCBCW,15092.54,6656683.4033447895,0.0022672762223326466
North Vancouver Island,4,2012,bocaccio,BOCACCBCW,29982.51,15909815.066224184,0.001884529133443638
Pacific Offshore,7,2012,bocaccio,BOCACCBCW,0,5900517.581515194,0
West Vancouver Island,5,2011,bocaccio,BOCACCBCW,18401.75,38430000.49333815,4.7883814113377246e-4
North Coast,1,2011,bocaccio,BOCACCBCW,100.56,1116084.9,9.010067244884328e-5
Haida Gwaii,2,2011,bocaccio,BOCACCBCW,4503.77,6944092.757467857,6.485757257715963e-4
Central Coast,3,2011,bocaccio,BOCACCBCW,21585.23,9898788.07529295,0.002180593203513067
North Vancouver Island,4,2011,bocaccio,BOCACCBCW,24386.73,12968920.78462711,0.001880397791380386
Aristazabal Island,8,2011,bocaccio,BOCACCBCW,22.77,30500.67,7.465409776244259e-4
West Vancouver Island,5,2010,bocaccio,BOCACCBCW,15512.27,50293848.72181379,3.084327486210439e-4
Strait of Georgia,6,2010,bocaccio,BOCACCBCW,0,1168.38,0
North Coast,1,2010,bocaccio,BOCACCBCW,509.09,1510411.17,3.370539162524864e-4
Haida Gwaii,2,2010,bocaccio,BOCACCBCW,6888.77,9271802.082339548,7.429806998492101e-4
Central Coast,3,2010,bocaccio,BOCACCBCW,12527.43,8697299.17568458,0.0014403816342231257
North Vancouver Island,4,2010,bocaccio,BOCACCBCW,14632.72,2809721.113500238,0.005207890537495781
Aristazabal Island,8,2010,bocaccio,BOCACCBCW,20.98,50359.26,4.166065982701096e-4
Pacific Offshore,7,2010,bocaccio,BOCACCBCW,0,8853016.400050795,0
West Vancouver Island,5,2009,bocaccio,BOCACCBCW,16530.3,37598428.74554375,4.396540108596748e-4
Strait of Georgia,6,2009,bocaccio,BOCACCBCW,0,564.2,0
North Coast,1,2009,bocaccio,BOCACCBCW,699.88,842187.1699999999,8.310266707102651e-4
Haida Gwaii,2,2009,bocaccio,BOCACCBCW,8229.78,7728132.262852078,0.0010649118985138575
Central Coast,3,2009,bocaccio,BOCACCBCW,17854.42,12261406.66,0.0014561477728526784
North Vancouver Island,4,2009,bocaccio,BOCACCBCW,22561.37,5620329.139967901,0.004014243550179136
Aristazabal Island,8,2009,bocaccio,BOCACCBCW,204.18,25609.350000000002,0.007972869284070075
Pacific Offshore,7,2009,bocaccio,BOCACCBCW,0,1363114.621520221,0
West Vancouver Island,5,2008,bocaccio,BOCACCBCW,31358.38,44525792.283606194,7.042744978071e-4
North Coast,1,2008,bocaccio,BOCACCBCW,890.56,3751913.03,2.373615787144192e-4
Haida Gwaii,2,2008,bocaccio,BOCACCBCW,9074.02,7450265.52737244,0.0012179458526225474
Central Coast,3,2008,bocaccio,BOCACCBCW,21181.62,22705959.03,9.328661243514979e-4
North Vancouver Island,4,2008,bocaccio,BOCACCBCW,12529.97,2432808.94,0.005150412674823531
Aristazabal Island,8,2008,bocaccio,BOCACCBCW,67.4,27200.52,0.0024778938049713757
West Vancouver Island,5,2007,bocaccio,BOCACCBCW,16810.36,30681373.5779273,5.479011543372902e-4
North Coast,1,2007,bocaccio,BOCACCBCW,1147.11,2272795.24,5.047133062457487e-4
Haida Gwaii,2,2007,bocaccio,BOCACCBCW,11001.3,8397989.8538013,0.0013099920566134436
Central Coast,3,2007,bocaccio,BOCACCBCW,37738.37,30044714.924770676,0.0012560734922762145
North Vancouver Island,4,2007,bocaccio,BOCACCBCW,12357.81,9928354.334587734,0.0012446987268523134
Pacific Offshore,7,2007,bocaccio,BOCACCBCW,50.72,1981902.384389407,2.5591573227571465e-5
West Vancouver Island,5,2015,dogfish,NA,162216.46,32733550.720067725,NA
Strait of Georgia,6,2015,dogfish,NA,105429.92,22049646.478037514,NA
North Coast,1,2015,dogfish,NA,0,6183163.396933077,NA
Haida Gwaii,2,2015,dogfish,NA,1876.9,13542664.750681318,NA
Central Coast,3,2015,dogfish,NA,382.74,4916529.47,NA
North Vancouver Island,4,2015,dogfish,NA,5745.64,5466401.905034657,NA
Aristazabal Island,8,2015,dogfish,NA,0,130331.65999999999,NA
West Vancouver Island,5,2014,dogfish,NA,128860.01,22189020.67017055,NA
Strait of Georgia,6,2014,dogfish,NA,46870.91,18466806.54062311,NA
North Coast,1,2014,dogfish,NA,5597.57,8738613.755689513,NA
Haida Gwaii,2,2014,dogfish,NA,1100.42,9029312.29,NA
Central Coast,3,2014,dogfish,NA,134.54,4845805.251217306,NA
North Vancouver Island,4,2014,dogfish,NA,9500.75,5490220.951330182,NA
Aristazabal Island,8,2014,dogfish,NA,296.62,1330071.9520534652,NA
Pacific Offshore,7,2014,dogfish,NA,0,9361.24,NA
West Vancouver Island,5,2013,dogfish,NA,315488.61,17316756.11883684,NA
Strait of Georgia,6,2013,dogfish,NA,60540.52,16316571.310460353,NA
North Coast,1,2013,dogfish,NA,675.66,4330308.408733,NA
Haida Gwaii,2,2013,dogfish,NA,623.22,6216991.811604084,NA
Central Coast,3,2013,dogfish,NA,325.73,9412649.495147534,NA
North Vancouver Island,4,2013,dogfish,NA,1460,4996359.600110408,NA
West Vancouver Island,5,2012,dogfish,NA,580154.02,15713811.249980953,NA
Strait of Georgia,6,2012,dogfish,NA,70884.07,11768691.668615397,NA
North Coast,1,2012,dogfish,NA,17136.24,3888577.477974049,NA
Haida Gwaii,2,2012,dogfish,NA,9208.43,10845063.119959434,NA
Central Coast,3,2012,dogfish,NA,13678.72,5370408.079975308,NA
North Vancouver Island,4,2012,dogfish,NA,117468.15,5365299.907356744,NA
Aristazabal Island,8,2012,dogfish,NA,25479.17,85526.64,NA
Pacific Offshore,7,2012,dogfish,NA,3514.14,14818.8,NA
West Vancouver Island,5,2011,dogfish,NA,739776.42,15620818.084793031,NA
Strait of Georgia,6,2011,dogfish,NA,62172.41,7693390.250764271,NA
North Coast,1,2011,dogfish,NA,13170.48,8595484.047202013,NA
Haida Gwaii,2,2011,dogfish,NA,4002.28,7319205.81,NA
Central Coast,3,2011,dogfish,NA,14511.33,5212590.872784705,NA
North Vancouver Island,4,2011,dogfish,NA,17062.74,6452203.007632233,NA
Aristazabal Island,8,2011,dogfish,NA,244.67,993976.140166846,NA
West Vancouver Island,5,2010,dogfish,NA,1309636.12,10583536.314029172,NA
Strait of Georgia,6,2010,dogfish,NA,155730.07,7877646.3494489,NA
North Coast,1,2010,dogfish,NA,104757.67,3841450.283543457,NA
Haida Gwaii,2,2010,dogfish,NA,20712.78,9241521.132846788,NA
Central Coast,3,2010,dogfish,NA,24615.75,9532951.747544048,NA
North Vancouver Island,4,2010,dogfish,NA,65576.96,5870856.955335896,NA
Aristazabal Island,8,2010,dogfish,NA,6939.5,588791.5203010635,NA
Pacific Offshore,7,2010,dogfish,NA,3278.45,34715.009999999995,NA
West Vancouver Island,5,2009,dogfish,NA,3427477.01,14065268.216425687,NA
Strait of Georgia,6,2009,dogfish,NA,232568.36,18583680.768107597,NA
North Coast,1,2009,dogfish,NA,44026.65,5081576.212980492,NA
Haida Gwaii,2,2009,dogfish,NA,33277.56,14117849.720231751,NA
Central Coast,3,2009,dogfish,NA,41877.68,5085115.877180197,NA
North Vancouver Island,4,2009,dogfish,NA,135762.91,6671595.270052206,NA
Aristazabal Island,8,2009,dogfish,NA,9671.36,454057.20029877074,NA
Pacific Offshore,7,2009,dogfish,NA,5773.62,9615.72,NA
West Vancouver Island,5,2008,dogfish,NA,1372207.18,14536209.030206352,NA
Strait of Georgia,6,2008,dogfish,NA,317244.28,12173825.160480563,NA
North Coast,1,2008,dogfish,NA,29376.84,9152255.537298894,NA
Haida Gwaii,2,2008,dogfish,NA,21973.33,11240284.73,NA
Central Coast,3,2008,dogfish,NA,53754.29,4152124.140710771,NA
North Vancouver Island,4,2008,dogfish,NA,31322.26,4130771.8948168396,NA
Aristazabal Island,8,2008,dogfish,NA,3201.72,1142380.2229039313,NA
Pacific Offshore,7,2008,dogfish,NA,2526.75,12437.29,NA
West Vancouver Island,5,2007,dogfish,NA,3139161.39,9911612.701645885,NA
Strait of Georgia,6,2007,dogfish,NA,293403.63,13407178.275038457,NA
North Coast,1,2007,dogfish,NA,28997.12,4634037.613483222,NA
Haida Gwaii,2,2007,dogfish,NA,33921.25,11755290.6,NA
Central Coast,3,2007,dogfish,NA,41293.13,9862748.438992398,NA
North Vancouver Island,4,2007,dogfish,NA,86972.78,4732867.0501448,NA
Aristazabal Island,8,2007,dogfish,NA,2765.42,187168.9044411718,NA
West Vancouver Island,5,2015,dungeness_crab,"alternative assessment method, excluded from scoring",1637359,32733550.720067725,NA
Strait of Georgia,6,2015,dungeness_crab,"alternative assessment method, excluded from scoring",2719563,22049646.478037514,NA
North Coast,1,2015,dungeness_crab,"alternative assessment method, excluded from scoring",781401,6183163.396933077,NA
Haida Gwaii,2,2015,dungeness_crab,"alternative assessment method, excluded from scoring",2736739,13542664.750681318,NA
Central Coast,3,2015,dungeness_crab,"alternative assessment method, excluded from scoring",66067,4916529.47,NA
North Vancouver Island,4,2015,dungeness_crab,"alternative assessment method, excluded from scoring",549963,5466401.905034657,NA
Aristazabal Island,8,2015,dungeness_crab,"alternative assessment method, excluded from scoring",1887,130331.65999999999,NA
Pacific Offshore,7,2015,dungeness_crab,"alternative assessment method, excluded from scoring",0,41301.17,NA
West Vancouver Island,5,2014,dungeness_crab,"alternative assessment method, excluded from scoring",1330841,22189020.67017055,NA
Strait of Georgia,6,2014,dungeness_crab,"alternative assessment method, excluded from scoring",2376739,18466806.54062311,NA
North Coast,1,2014,dungeness_crab,"alternative assessment method, excluded from scoring",655214,8738613.755689513,NA
Haida Gwaii,2,2014,dungeness_crab,"alternative assessment method, excluded from scoring",2833374,9029312.29,NA
Central Coast,3,2014,dungeness_crab,"alternative assessment method, excluded from scoring",207568,4845805.251217306,NA
North Vancouver Island,4,2014,dungeness_crab,"alternative assessment method, excluded from scoring",426018,5490220.951330182,NA
Aristazabal Island,8,2014,dungeness_crab,"alternative assessment method, excluded from scoring",5117,1330071.9520534652,NA
Pacific Offshore,7,2014,dungeness_crab,"alternative assessment method, excluded from scoring",0,9361.24,NA
West Vancouver Island,5,2013,dungeness_crab,"alternative assessment method, excluded from scoring",1151325,17316756.11883684,NA
Strait of Georgia,6,2013,dungeness_crab,"alternative assessment method, excluded from scoring",2342466,16316571.310460353,NA
North Coast,1,2013,dungeness_crab,"alternative assessment method, excluded from scoring",558070,4330308.408733,NA
Haida Gwaii,2,2013,dungeness_crab,"alternative assessment method, excluded from scoring",1791455,6216991.811604084,NA
Central Coast,3,2013,dungeness_crab,"alternative assessment method, excluded from scoring",647663,9412649.495147534,NA
North Vancouver Island,4,2013,dungeness_crab,"alternative assessment method, excluded from scoring",415767,4996359.600110408,NA
Pacific Offshore,7,2013,dungeness_crab,"alternative assessment method, excluded from scoring",0,30041.54,NA
West Vancouver Island,5,2012,dungeness_crab,"alternative assessment method, excluded from scoring",954025,15713811.249980953,NA
Strait of Georgia,6,2012,dungeness_crab,"alternative assessment method, excluded from scoring",2353641,11768691.668615397,NA
North Coast,1,2012,dungeness_crab,"alternative assessment method, excluded from scoring",407820,3888577.477974049,NA
Haida Gwaii,2,2012,dungeness_crab,"alternative assessment method, excluded from scoring",1835978,10845063.119959434,NA
Central Coast,3,2012,dungeness_crab,"alternative assessment method, excluded from scoring",752573,5370408.079975308,NA
North Vancouver Island,4,2012,dungeness_crab,"alternative assessment method, excluded from scoring",355825,5365299.907356744,NA
Aristazabal Island,8,2012,dungeness_crab,"alternative assessment method, excluded from scoring",2460,85526.64,NA
Pacific Offshore,7,2012,dungeness_crab,"alternative assessment method, excluded from scoring",0,14818.8,NA
West Vancouver Island,5,2011,dungeness_crab,"alternative assessment method, excluded from scoring",1198442,15620818.084793031,NA
Strait of Georgia,6,2011,dungeness_crab,"alternative assessment method, excluded from scoring",2368650,7693390.250764271,NA
North Coast,1,2011,dungeness_crab,"alternative assessment method, excluded from scoring",455123,8595484.047202013,NA
Haida Gwaii,2,2011,dungeness_crab,"alternative assessment method, excluded from scoring",1961424,7319205.81,NA
Central Coast,3,2011,dungeness_crab,"alternative assessment method, excluded from scoring",62606,5212590.872784705,NA
North Vancouver Island,4,2011,dungeness_crab,"alternative assessment method, excluded from scoring",515525,6452203.007632233,NA
Aristazabal Island,8,2011,dungeness_crab,"alternative assessment method, excluded from scoring",3680,993976.140166846,NA
Pacific Offshore,7,2011,dungeness_crab,"alternative assessment method, excluded from scoring",0,6367.5,NA
West Vancouver Island,5,2010,dungeness_crab,"alternative assessment method, excluded from scoring",1559837,10583536.314029172,NA
Strait of Georgia,6,2010,dungeness_crab,"alternative assessment method, excluded from scoring",3018593,7877646.3494489,NA
North Coast,1,2010,dungeness_crab,"alternative assessment method, excluded from scoring",787698,3841450.283543457,NA
Haida Gwaii,2,2010,dungeness_crab,"alternative assessment method, excluded from scoring",4384831,9241521.132846788,NA
Central Coast,3,2010,dungeness_crab,"alternative assessment method, excluded from scoring",59837,9532951.747544048,NA
North Vancouver Island,4,2010,dungeness_crab,"alternative assessment method, excluded from scoring",539909,5870856.955335896,NA
Aristazabal Island,8,2010,dungeness_crab,"alternative assessment method, excluded from scoring",2855,588791.5203010635,NA
Pacific Offshore,7,2010,dungeness_crab,"alternative assessment method, excluded from scoring",0,34715.009999999995,NA
West Vancouver Island,5,2009,dungeness_crab,"alternative assessment method, excluded from scoring",1167895,14065268.216425687,NA
Strait of Georgia,6,2009,dungeness_crab,"alternative assessment method, excluded from scoring",3634943,18583680.768107597,NA
North Coast,1,2009,dungeness_crab,"alternative assessment method, excluded from scoring",1100408,5081576.212980492,NA
Haida Gwaii,2,2009,dungeness_crab,"alternative assessment method, excluded from scoring",4535683,14117849.720231751,NA
Central Coast,3,2009,dungeness_crab,"alternative assessment method, excluded from scoring",14945,5085115.877180197,NA
North Vancouver Island,4,2009,dungeness_crab,"alternative assessment method, excluded from scoring",625230,6671595.270052206,NA
Pacific Offshore,7,2009,dungeness_crab,"alternative assessment method, excluded from scoring",0,9615.72,NA
West Vancouver Island,5,2008,dungeness_crab,"alternative assessment method, excluded from scoring",1053820,14536209.030206352,NA
Strait of Georgia,6,2008,dungeness_crab,"alternative assessment method, excluded from scoring",3010823,12173825.160480563,NA
North Coast,1,2008,dungeness_crab,"alternative assessment method, excluded from scoring",2145295,9152255.537298894,NA
Haida Gwaii,2,2008,dungeness_crab,"alternative assessment method, excluded from scoring",7126769,11240284.73,NA
Central Coast,3,2008,dungeness_crab,"alternative assessment method, excluded from scoring",4333,4152124.140710771,NA
North Vancouver Island,4,2008,dungeness_crab,"alternative assessment method, excluded from scoring",600529,4130771.8948168396,NA
Aristazabal Island,8,2008,dungeness_crab,"alternative assessment method, excluded from scoring",0,1142380.2229039313,NA
Pacific Offshore,7,2008,dungeness_crab,"alternative assessment method, excluded from scoring",0,12437.29,NA
West Vancouver Island,5,2007,dungeness_crab,"alternative assessment method, excluded from scoring",613037,9911612.701645885,NA
Strait of Georgia,6,2007,dungeness_crab,"alternative assessment method, excluded from scoring",3050063,13407178.275038457,NA
North Coast,1,2007,dungeness_crab,"alternative assessment method, excluded from scoring",1920573,4634037.613483222,NA
Haida Gwaii,2,2007,dungeness_crab,"alternative assessment method, excluded from scoring",8045446,11755290.6,NA
Central Coast,3,2007,dungeness_crab,"alternative assessment method, excluded from scoring",4855,9862748.438992398,NA
North Vancouver Island,4,2007,dungeness_crab,"alternative assessment method, excluded from scoring",556119,4732867.0501448,NA
Aristazabal Island,8,2007,dungeness_crab,"alternative assessment method, excluded from scoring",3321,187168.9044411718,NA
Pacific Offshore,7,2007,dungeness_crab,"alternative assessment method, excluded from scoring",0,9217.08,NA
West Vancouver Island,5,2015,pacific_cod,PCODWCVANI,473862.3,25031930.69394478,0.018930313677906884
Strait of Georgia,6,2015,pacific_cod,NA,4059.21,22049646.478037514,NA
North Coast,1,2015,pacific_cod,PCODHS,158769.87,728413.965742319,0.2179665375281476
Haida Gwaii,2,2015,pacific_cod,PCOD5AB,78699.47832990937,11900006.517350571,0.0066133979183257705
Haida Gwaii,2,2015,pacific_cod,PCODHS,330282.67167009064,11900006.517350571,0.027754831158161842
Central Coast,3,2015,pacific_cod,PCOD5AB,335951.14176323573,7489814.761486887,0.04485439926908717
Central Coast,3,2015,pacific_cod,PCODHS,43120.29823676429,7489814.761486887,0.005757191547445427
North Vancouver Island,4,2015,pacific_cod,PCOD5AB,19983.191581269733,14080445.392822538,0.0014192158716411132
North Vancouver Island,4,2015,pacific_cod,PCODWCVANI,14346.238418730267,14080445.392822538,0.0010188767484616088
Aristazabal Island,8,2015,pacific_cod,PCOD5AB,21.360258505456667,28485.460000000003,7.498653174446425e-4
Aristazabal Island,8,2015,pacific_cod,PCODHS,786.4197414945432,28485.460000000003,0.027607759941196075
Pacific Offshore,7,2015,pacific_cod,NA,151.44,41301.17,NA
West Vancouver Island,5,2014,pacific_cod,PCODWCVANI,319765.8,32062018.96479735,0.009973351969852192
Strait of Georgia,6,2014,pacific_cod,NA,3124.29,18466806.54062311,NA
North Coast,1,2014,pacific_cod,PCODHS,279056.36,835639.5377615126,0.33394346173175127
Haida Gwaii,2,2014,pacific_cod,PCOD5AB,65730.78343465402,10173143.454467628,0.00646120677731992
Haida Gwaii,2,2014,pacific_cod,PCODHS,275856.1965653459,10173143.454467628,0.02711612175725303
Central Coast,3,2014,pacific_cod,PCOD5AB,248023.26802254748,2313565.739100734,0.10720389908563926
Central Coast,3,2014,pacific_cod,PCODHS,31834.501977452554,2313565.739100734,0.013759929722086218
North Vancouver Island,4,2014,pacific_cod,PCOD5AB,22846.95330473478,4692213.0761389965,0.004869121016885804
North Vancouver Island,4,2014,pacific_cod,PCODWCVANI,16402.176695265218,4692213.0761389965,0.003495616339052063
Aristazabal Island,8,2014,pacific_cod,PCOD5AB,22.877567219516315,43925.350000000006,5.208283421649756e-4
Aristazabal Island,8,2014,pacific_cod,PCODHS,842.2824327804836,43925.350000000006,0.019175315228688754
West Vancouver Island,5,2013,pacific_cod,PCODWCVANI,364949.4,35427766.426492356,0.010301225191749495
Strait of Georgia,6,2013,pacific_cod,NA,3679.98,16316571.310460353,NA
North Coast,1,2013,pacific_cod,PCODHS,433372.4,1183364.02,0.36622070020347586
Haida Gwaii,2,2013,pacific_cod,PCOD5AB,37949.00145767451,6443468.015006261,0.005889530508926975
Haida Gwaii,2,2013,pacific_cod,PCODHS,159262.77854232548,6443468.015006261,0.024716934758024205
Central Coast,3,2013,pacific_cod,PCOD5AB,207543.9723956971,4688138.166383292,0.044270020428132745
Central Coast,3,2013,pacific_cod,PCODHS,26638.867604302908,4688138.166383292,0.0056821848373239635
North Vancouver Island,4,2013,pacific_cod,PCOD5AB,13589.733079991103,18249848.253834505,7.446491001444762e-4
North Vancouver Island,4,2013,pacific_cod,PCODWCVANI,9756.276920008895,18249848.253834505,5.345949612462662e-4
Aristazabal Island,8,2013,pacific_cod,PCOD5AB,8.626553185564298,32967.89,2.6166531086958545e-4
Aristazabal Island,8,2013,pacific_cod,PCODHS,317.6034468144357,32967.89,0.009633720775410125
West Vancouver Island,5,2012,pacific_cod,PCODWCVANI,377189.11,31486315.389975484,0.011979461722602457
Strait of Georgia,6,2012,pacific_cod,NA,3688.19,11768691.668615397,NA
North Coast,1,2012,pacific_cod,PCODHS,468486.34,1012947.5,0.4624981452641919
Haida Gwaii,2,2012,pacific_cod,PCOD5AB,42994.23342540255,6389441.196061395,0.006728950483479717
Haida Gwaii,2,2012,pacific_cod,PCODHS,180436.39657459743,6389441.196061395,0.028239777319779193
Central Coast,3,2012,pacific_cod,PCOD5AB,141206.4985428712,6656683.4033447895,0.021212740637765504
Central Coast,3,2012,pacific_cod,PCODHS,18124.261457128807,6656683.4033447895,0.0027227164578717826
North Vancouver Island,4,2012,pacific_cod,PCOD5AB,14081.771315983246,15909815.066224184,8.850996229288804e-4
North Vancouver Island,4,2012,pacific_cod,PCODWCVANI,10109.518684016755,15909815.066224184,6.354265365081964e-4
Aristazabal Island,8,2012,pacific_cod,PCOD5AB,9.257222631892681,28531.95,3.2445110242702234e-4
Aristazabal Island,8,2012,pacific_cod,PCODHS,340.8227773681073,28531.95,0.011945302629792471
West Vancouver Island,5,2011,pacific_cod,PCODWCVANI,609538.56,38430000.49333815,0.01586100838342856
Strait of Georgia,6,2011,pacific_cod,NA,4612.03,7693390.250764271,NA
North Coast,1,2011,pacific_cod,PCODHS,422841.38,1116084.9,0.3788613034725226
