year,rgn_id,n_fn,n_tot,pct_fn
2002,5,135,1394,0.09684361549497848
2002,6,221,1416,0.1560734463276836
2002,7,18,493,0.036511156186612576
2002,8,4,215,0.018604651162790697
2003,1,5,394,0.012690355329949238
2003,2,253,1335,0.1895131086142322
2003,3,29,859,0.033760186263096625
2003,4,144,895,0.16089385474860335
2003,5,149,1460,0.10205479452054794
2003,6,242,1430,0.16923076923076924
2003,7,21,495,0.04242424242424243
2003,8,5,193,0.025906735751295335
2004,1,13,422,0.030805687203791468
2004,2,256,1343,0.1906180193596426
2004,3,28,870,0.03218390804597701
2004,4,120,883,0.13590033975084936
2004,5,151,1457,0.10363761153054221
2004,6,235,1402,0.16761768901569188
2004,7,21,497,0.04225352112676056
2004,8,6,203,0.029556650246305417
2005,1,13,433,0.03002309468822171
2005,2,252,1346,0.18722139673105498
2005,3,28,896,0.03125
2005,4,108,861,0.1254355400696864
2005,5,132,1419,0.09302325581395349
2005,6,221,1338,0.16517189835575485
2005,7,20,500,0.04
2005,8,6,228,0.02631578947368421
2006,1,9,368,0.024456521739130436
2006,2,257,1399,0.1837026447462473
2006,3,32,925,0.034594594594594595
2006,4,95,780,0.12179487179487179
2006,5,127,1167,0.10882604970008569
2006,6,213,1281,0.16627634660421545
2006,7,24,586,0.040955631399317405
2006,8,3,226,0.01327433628318584
2007,1,2,194,0.010309278350515464
2007,2,253,1328,0.1905120481927711
2007,3,33,842,0.039192399049881234
2007,4,68,706,0.09631728045325778
2007,5,130,1188,0.10942760942760943
2007,6,184,1237,0.14874696847210994
2007,7,25,622,0.04019292604501608
2007,8,2,148,0.013513513513513514
2008,1,0,259,0.0
2008,2,244,1329,0.1835966892400301
2008,3,37,851,0.043478260869565216
2008,4,86,745,0.11543624161073826
2008,5,125,1159,0.10785159620362382
2008,6,186,1183,0.15722738799661876
2008,7,27,606,0.04455445544554455
2008,8,0,121,0.0
2009,1,14,468,0.029914529914529916
2009,2,249,1296,0.19212962962962962
2009,3,35,826,0.0423728813559322
2009,4,73,718,0.10167130919220056
2009,5,107,1107,0.0966576332429991
2009,6,155,1125,0.13777777777777778
2009,7,28,587,0.04770017035775128
2009,8,1,114,0.008771929824561403
2010,1,12,367,0.0326975476839237
2010,2,244,1247,0.19566960705693665
2010,3,36,815,0.044171779141104296
2010,4,61,697,0.08751793400286945
2010,5,124,1087,0.1140754369825207
2010,6,162,1084,0.14944649446494465
2010,7,32,587,0.054514480408858604
2010,8,2,110,0.01818181818181818
2011,1,15,179,0.08379888268156424
2011,2,274,1236,0.22168284789644013
2011,3,55,814,0.06756756756756757
2011,4,80,753,0.10624169986719788
2011,5,153,1081,0.14153561517113783
2011,6,177,1121,0.15789473684210525
2011,7,45,594,0.07575757575757576
2011,8,6,112,0.05357142857142857
2012,1,25,215,0.11627906976744186
2012,2,291,1158,0.25129533678756477
2012,3,66,718,0.09192200557103064
2012,4,101,728,0.13873626373626374
2012,5,147,999,0.14714714714714713
2012,6,184,1100,0.16727272727272727
2012,7,61,577,0.10571923743500866
2012,8,16,114,0.14035087719298245
2013,1,42,334,0.12574850299401197
2013,2,289,1144,0.2526223776223776
2013,3,71,702,0.10113960113960115
2013,4,102,704,0.14488636363636365
2013,5,144,984,0.14634146341463414
2013,6,166,1026,0.1617933723196881
2013,7,64,559,0.11449016100178891
2013,8,17,125,0.136
2014,1,17,99,0.1717171717171717
2014,2,292,1140,0.256140350877193
2014,3,68,688,0.09883720930232558
2014,4,103,806,0.12779156327543426
2014,5,140,975,0.14358974358974358
2014,6,157,1105,0.1420814479638009
2014,7,63,554,0.11371841155234658
2014,8,17,122,0.13934426229508196
2015,1,18,102,0.17647058823529413
2015,2,309,1147,0.26939843068875324
2015,3,91,706,0.12889518413597734
2015,4,107,786,0.1361323155216285
2015,5,140,957,0.14629049111807732
2015,6,146,1066,0.13696060037523453
2015,7,83,569,0.14586994727592267
2015,8,18,124,0.14516129032258066
2016,1,21,110,0.19090909090909092
2016,2,236,1071,0.2203548085901027
2016,3,83,691,0.12011577424023155
2016,4,97,784,0.12372448979591837
2016,5,133,918,0.144880174291939
2016,6,145,1049,0.13822688274547187
2016,7,70,532,0.13157894736842105
2016,8,21,137,0.15328467153284672
