iucn_sid,am_sid,risk_score,risk_source,year,cat_ts
198615,Fis-23484,0,iucn,2015,LC
198628,Fis-23637,0,iucn,2015,LC
198650,Fis-24929,0,iucn,2015,LC
198651,Fis-23759,0,iucn,2015,LC
198716,Fis-30711,0,iucn,2015,LC
198757,Fis-29880,0,iucn,2015,LC
198758,Fis-23888,0,iucn,2015,LC
199068,Fis-33178,0,iucn,2015,LC
199187,Fis-32379,0,iucn,2015,LC
199249,Fis-26350,NA,iucn,NA,DD
202413,Fis-22922,0,iucn,2013,LC
202415,Fis-22963,0.5,bc,2013,LC
202625,Fis-48267,0.2,bc,2013,LC
202670,Fis-30832,0,iucn,2014,LC
13462250,Fis-13152,0,iucn,2015,LC
13462713,Fis-49902,0,iucn,2015,LC
13462731,Fis-49909,0,iucn,2015,LC
13485635,Fis-47643,0,iucn,2015,LC
13485675,Fis-49913,0,iucn,2015,LC
15147816,Fis-27598,0,iucn,2015,LC
15148566,Fis-126093,0,iucn,2015,LC
15148858,Fis-27984,0,iucn,2015,LC
15149121,Fis-26352,0,iucn,2015,LC
15522140,Fis-50841,0,iucn,2015,LC
15598524,Fis-26206,0,iucn,2015,LC
15598887,Fis-25165,0,iucn,2015,LC
15601872,Fis-24154,0,iucn,2015,LC
15601909,Fis-32350,0,iucn,2015,LC
15601934,Fis-33227,0,iucn,2015,LC
15622831,Fis-31237,0,iucn,2015,LC
16509242,Fis-30341,0,iucn,2015,LC
16509297,Fis-25421,0,iucn,2015,LC
18123960,Fis-23904,0,iucn,2015,LC
18125776,Fis-25475,0,iucn,2015,LC
18127741,Fis-31020,0,iucn,2015,LC
18127840,Fis-64697,0,iucn,2015,LC
18128749,Fis-50491,0,iucn,2015,LC
18139045,Fis-27245,0,iucn,2015,LC
18140291,Fis-26351,0,iucn,2015,LC
18155920,Fis-32336,0,iucn,2015,LC
18155933,Fis-28109,0,iucn,2015,LC
18158583,Fis-32421,0,iucn,2015,LC
18180983,Fis-57570,0,iucn,2015,LC
18227109,Fis-33181,0,iucn,2015,LC
18227119,Fis-31004,0,iucn,2015,LC
18252612,Fis-31240,0,iucn,2015,LC
18252619,Fis-32102,0,iucn,2015,LC
18252629,Fis-32103,0,iucn,2015,LC
18253296,Fis-32330,0,iucn,2015,LC
18253303,Fis-28170,0,iucn,2015,LC
18256560,Fis-33821,0,iucn,2015,LC
18257303,Fis-34827,0,iucn,2015,LC
18257501,Fis-28178,0,iucn,2015,LC
19014407,Fis-24899,0,iucn,2013,LC
20431538,Fis-28451,0,iucn,2015,LC
20662028,Fis-49921,0,iucn,2015,LC
21104612,Fis-28112,0,iucn,2015,LC
21110056,Fis-27275,0,iucn,2015,LC
21110276,Fis-30920,0,iucn,2015,LC
21112867,Fis-50370,0,iucn,2015,LC
21112879,Fis-50569,0,iucn,2015,LC
21112898,Fis-50633,0,iucn,2015,LC
21132822,Fis-50301,0,iucn,2015,LC
21133028,Fis-34782,0,iucn,2015,LC
21133058,Fis-49750,0,iucn,2015,LC
22680409,ITS-175160,0,iucn,1988,LC
22680409,ITS-175160,0,iucn,1994,LC
22680409,ITS-175160,0,iucn,2000,LC
22680409,ITS-175160,0,iucn,2004,LC
22680409,ITS-175160,0,iucn,2008,LC
22680409,ITS-175160,0,iucn,2009,LC
22680409,ITS-175160,0,iucn,2012,LC
22680409,ITS-175160,0,iucn,2016,LC
22680415,ITS-175153,0,iucn,1988,LC
22680415,ITS-175153,0.4,iucn,1994,VU
22680415,ITS-175153,0.4,iucn,1996,VU
22680415,ITS-175153,0,iucn,2000,LC
22680415,ITS-175153,0,iucn,2004,LC
22680415,ITS-175153,0.4,iucn,2005,VU
22680415,ITS-175153,0.4,iucn,2006,VU
22680415,ITS-175153,0.4,iucn,2008,VU
22680415,ITS-175153,0.4,iucn,2010,VU
22680415,ITS-175153,0.4,iucn,2012,VU
22680415,ITS-175153,0.4,iucn,2013,VU
22680415,ITS-175153,0.4,iucn,2016,VU
22694218,ITS-660062,0,iucn,1988,LC
22694218,ITS-660062,0,iucn,1994,LC
22694218,ITS-660062,0,iucn,2000,LC
22694218,ITS-660062,0,iucn,2004,LC
22694218,ITS-660062,0,iucn,2008,LC
22694218,ITS-660062,0,iucn,2009,LC
22694218,ITS-660062,0,iucn,2012,LC
22694218,ITS-660062,0,iucn,2016,LC
22694245,ITS-176793,0.8,bc,1988,LC
22694245,ITS-176793,0.8,bc,1994,LC
22694245,ITS-176793,0.8,bc,2000,LC
22694245,ITS-176793,0.8,bc,2004,LC
22694245,ITS-176793,0.8,bc,2008,LC
22694245,ITS-176793,0.8,bc,2009,LC
22694245,ITS-176793,0.8,bc,2012,LC
22694245,ITS-176793,0.8,bc,2016,LC
22694251,ITS-176794,0,iucn,1988,LC
22694251,ITS-176794,0,iucn,1994,LC
22694251,ITS-176794,0,iucn,2000,LC
22694251,ITS-176794,0,iucn,2004,LC
22694251,ITS-176794,0,iucn,2008,LC
22694251,ITS-176794,0,iucn,2009,LC
22694251,ITS-176794,0,iucn,2012,LC
22694251,ITS-176794,0,iucn,2016,LC
22694343,ITS-176808,0,iucn,1988,LC
22694343,ITS-176808,0,iucn,1994,LC
22694343,ITS-176808,0,iucn,2000,LC
22694343,ITS-176808,0,iucn,2004,LC
22694343,ITS-176808,0,iucn,2008,LC
22694343,ITS-176808,0,iucn,2009,LC
22694343,ITS-176808,0,iucn,2012,LC
22694343,ITS-176808,0,iucn,2016,LC
22694346,ITS-176811,0,iucn,2000,LC
22694346,ITS-176811,0,iucn,2004,LC
22694346,ITS-176811,0,iucn,2008,LC
22694346,ITS-176811,0,iucn,2009,LC
22694346,ITS-176811,0,iucn,2012,LC
22694346,ITS-176811,0,iucn,2016,LC
22694479,ITS-176866,0,iucn,1988,LC
22694479,ITS-176866,0,iucn,1994,LC
22694479,ITS-176866,0,iucn,2000,LC
22694479,ITS-176866,0,iucn,2004,LC
22694479,ITS-176866,0,iucn,2008,LC
22694479,ITS-176866,0,iucn,2009,LC
22694479,ITS-176866,0,iucn,2012,LC
22694479,ITS-176866,0,iucn,2016,LC
22694552,ITS-176931,0,iucn,1988,LC
22694552,ITS-176931,0.2,iucn,1994,NT
22694552,ITS-176931,0.2,iucn,2000,NT
22694552,ITS-176931,0.2,iucn,2004,NT
22694552,ITS-176931,0.2,iucn,2006,NT
22694552,ITS-176931,0.2,iucn,2008,NT
22694552,ITS-176931,0.2,iucn,2010,NT
22694552,ITS-176931,0.2,iucn,2012,NT
22694552,ITS-176931,0.2,iucn,2016,NT
22694629,ITS-176890,0.2,bc,1988,LC
22694629,ITS-176890,0.2,bc,1994,LC
22694629,ITS-176890,0.2,bc,2000,LC
22694629,ITS-176890,0.2,bc,2004,LC
22694629,ITS-176890,0.2,bc,2008,LC
22694629,ITS-176890,0.2,bc,2009,LC
22694629,ITS-176890,0.2,bc,2010,LC
22694629,ITS-176890,0.2,bc,2012,LC
22694629,ITS-176890,0.2,bc,2016,LC
22694646,ITS-176887,0.8,bc,1988,LC
22694646,ITS-176887,0.8,bc,1994,LC
22694646,ITS-176887,0.8,bc,2000,LC
22694646,ITS-176887,0.8,bc,2004,LC
22694646,ITS-176887,0.8,bc,2008,LC
22694646,ITS-176887,0.8,bc,2009,LC
22694646,ITS-176887,0.8,bc,2012,LC
22694646,ITS-176887,0.8,bc,2016,LC
22694716,ITS-824103,0,iucn,1988,LC
22694716,ITS-824103,0,iucn,1994,LC
22694716,ITS-824103,0,iucn,2000,LC
22694716,ITS-824103,0,iucn,2004,LC
22694716,ITS-824103,0,iucn,2008,LC
22694716,ITS-824103,0,iucn,2009,LC
22694716,ITS-824103,0,iucn,2012,LC
22694716,ITS-824103,0,iucn,2015,LC
22694716,ITS-824103,0,iucn,2016,LC
22694918,ITS-177021,0,iucn,1988,LC
22694918,ITS-177021,0,iucn,1994,LC
22694918,ITS-177021,0,iucn,2000,LC
22694918,ITS-177021,0,iucn,2004,LC
22694918,ITS-177021,0,iucn,2008,LC
22694918,ITS-177021,0,iucn,2009,LC
22694918,ITS-177021,0,iucn,2012,LC
22694918,ITS-177021,0,iucn,2016,LC
22696887,ITS-174728,0,iucn,1988,LC
22696887,ITS-174728,0,iucn,1994,LC
22696887,ITS-174728,0,iucn,2000,LC
22696887,ITS-174728,0,iucn,2004,LC
22696887,ITS-174728,0,iucn,2008,LC
22696887,ITS-174728,0,iucn,2009,LC
22696887,ITS-174728,0,iucn,2012,LC
22696887,ITS-174728,0,iucn,2016,LC
22697611,ITS-174684,0.8,bc,1988,LC
22697611,ITS-174684,0.8,bc,1994,LC
22697611,ITS-174684,0.8,bc,2000,LC
22697611,ITS-174684,0.8,bc,2004,LC
22697611,ITS-174684,0.8,bc,2008,LC
22697611,ITS-174684,0.8,bc,2009,LC
22697611,ITS-174684,0.8,bc,2012,LC
22697611,ITS-174684,0.8,bc,2016,LC
22697724,ITS-174763,0,iucn,1988,LC
22697724,ITS-174763,0,iucn,1994,LC
22697724,ITS-174763,0,iucn,2000,LC
22697724,ITS-174763,0,iucn,2004,LC
22697724,ITS-174763,0,iucn,2008,LC
22697724,ITS-174763,0,iucn,2009,LC
22697724,ITS-174763,0,iucn,2012,LC
22697724,ITS-174763,0,iucn,2016,LC
22697852,ITS-174594,0,iucn,1988,LC
22697852,ITS-174594,0,iucn,1994,LC
22697852,ITS-174594,0.4,iucn,2000,VU
22697852,ITS-174594,0.4,iucn,2004,VU
22697852,ITS-174594,0.4,iucn,2005,VU
22697852,ITS-174594,0.2,iucn,2007,NT
22697852,ITS-174594,0.2,iucn,2008,NT
22697852,ITS-174594,0,iucn,2009,LC
22697852,ITS-174594,0,iucn,2012,LC
22697852,ITS-174594,0,iucn,2016,LC
22698175,ITS-174550,0,iucn,1988,LC
22698175,ITS-174550,0,iucn,1994,LC
22698175,ITS-174550,0,iucn,2000,LC
22698175,ITS-174550,0,iucn,2004,LC
22698175,ITS-174550,0,iucn,2008,LC
22698175,ITS-174550,0,iucn,2009,LC
22698175,ITS-174550,0,iucn,2012,LC
22698175,ITS-174550,0,iucn,2016,LC
22698305,ITS-174525,0.4,iucn,1996,VU
22698305,ITS-174525,0.4,iucn,2000,VU
22698305,ITS-174525,0.4,iucn,2003,VU
22698305,ITS-174525,0.4,iucn,2004,VU
22698305,ITS-174525,0.4,iucn,2005,VU
22698305,ITS-174525,0.4,iucn,2007,VU
22698305,ITS-174525,0.4,iucn,2008,VU
22698305,ITS-174525,0.4,iucn,2010,VU
22698305,ITS-174525,0.4,iucn,2012,VU
22698305,ITS-174525,0.4,iucn,2016,VU
22698375,ITS-554453,0.2,iucn,2000,NT
22698375,ITS-554453,0.4,iucn,2002,VU
22698375,ITS-554453,0.6,iucn,2003,EN
22698375,ITS-554453,0.6,iucn,2004,EN
22698375,ITS-554453,0.6,iucn,2005,EN
22698375,ITS-554453,0.6,iucn,2008,EN
22698375,ITS-554453,0.6,iucn,2010,EN
22698375,ITS-554453,0.6,iucn,2012,EN
22698375,ITS-554453,0.2,iucn,2013,NT
22698375,ITS-554453,0.2,iucn,2014,NT
22698375,ITS-554453,0.2,iucn,2016,NT
22724836,ITS-175163,0.1,bc,2012,EN
22724836,ITS-175163,0.1,bc,2013,EN
22724836,ITS-175163,0.1,bc,2015,VU
22724836,ITS-175163,0.1,bc,2016,VU
22724879,ITS-175171,0,iucn,2012,LC
22724879,ITS-175171,0,iucn,2013,LC
22724879,ITS-175171,0,iucn,2016,LC
42830239,Fis-50380,0,iucn,2015,LC
42830260,Fis-139531,0,iucn,2015,LC
42830277,Fis-50469,0,iucn,2015,LC
42830286,Fis-50636,0,iucn,2015,LC
57453720,Fis-34595,0,iucn,2015,LC
60469175,Fis-50764,0,iucn,2015,LC
60469186,Fis-29601,0,iucn,2015,LC
60469264,Fis-132165,0,iucn,2015,LC
60469615,Fis-143859,NA,iucn,NA,DD
60470361,Fis-50462,NA,iucn,NA,DD
60470687,Fis-50600,NA,iucn,NA,DD
60470770,Fis-50614,0,iucn,2015,LC
60471825,Fis-50466,0,iucn,2015,LC
60471850,Fis-112702,NA,iucn,NA,DD
60471877,Fis-27226,0,iucn,2015,LC
60472409,Fis-50635,NA,iucn,NA,DD
60477122,Fis-33155,NA,iucn,NA,DD
60477337,Fis-51000,NA,iucn,NA,DD
60479648,Fis-49729,0,iucn,2015,LC
60482374,Fis-168166,0,iucn,2015,LC
60482562,Fis-139713,0,iucn,2015,LC
60483137,Fis-150167,0,iucn,2015,LC
60483273,Fis-30919,0,iucn,2015,LC
62030608,ITS-176824,0,bc,2014,LC
62030608,ITS-176824,0,bc,2015,LC
62030608,ITS-176824,0,bc,2016,LC
65134524,Fis-29704,0,iucn,2016,LC
65374916,Fis-30693,0,iucn,2015,LC
67899637,Fis-27745,0,iucn,2016,LC
69743659,Fis-55752,0,iucn,2016,LC
69778452,Fis-47586,0,iucn,2016,LC
NA,ITS-96967,NA,iucn,NA,NE
NA,Fis-22919,0,bc,NA,NE
NA,Fis-22915,0,bc,NA,NE
NA,Fis-22916,0,bc,NA,NE
NA,Fis-22921,0.2,bc,NA,NE
NA,Fis-22917,0.2,bc,NA,NE
NA,Fis-22900,NA,iucn,NA,NE
NA,Fis-22880,NA,iucn,NA,NE
NA,Fis-22864,NA,iucn,NA,NE
NA,Fis-29393,NA,iucn,NA,NE
NA,Fis-22874,NA,iucn,NA,NE
NA,Fis-22964,NA,iucn,NA,NE
NA,Fis-23014,NA,iucn,NA,NE
NA,Fis-23264,NA,iucn,NA,NE
NA,Fis-23265,NA,iucn,NA,NE
NA,Fis-23262,NA,iucn,NA,NE
NA,Fis-29457,NA,iucn,NA,NE
NA,Fis-22996,NA,iucn,NA,NE
NA,Fis-29418,NA,iucn,NA,NE
NA,Fis-23237,NA,iucn,NA,NE
NA,Fis-23030,NA,iucn,NA,NE
NA,Fis-29299,NA,iucn,NA,NE
NA,Fis-29417,NA,iucn,NA,NE
NA,Fis-11256,NA,iucn,NA,NE
NA,Fis-153539,NA,iucn,NA,NE
NA,Fis-23635,NA,iucn,NA,NE
NA,Fis-30085,NA,iucn,NA,NE
NA,Fis-24151,NA,iucn,NA,NE
NA,Fis-48258,0,bc,NA,NE
NA,Fis-156254,0.2,bc,NA,NE
NA,Fis-24332,0.2,bc,NA,NE
NA,Fis-23897,NA,iucn,NA,NE
NA,Fis-24353,NA,iucn,NA,NE
NA,Fis-29725,NA,iucn,NA,NE
NA,Fis-30273,NA,iucn,NA,NE
NA,Fis-30707,NA,iucn,NA,NE
NA,Fis-29800,NA,iucn,NA,NE
NA,Fis-23929,NA,iucn,NA,NE
NA,Fis-23950,NA,iucn,NA,NE
NA,Fis-24003,NA,iucn,NA,NE
NA,Fis-149472,NA,iucn,NA,NE
NA,Fis-24300,NA,iucn,NA,NE
NA,Fis-24371,NA,iucn,NA,NE
NA,Fis-24636,NA,iucn,NA,NE
NA,Fis-24935,NA,iucn,NA,NE
NA,Fis-57562,NA,iucn,NA,NE
NA,Fis-24471,NA,iucn,NA,NE
NA,Fis-24432,NA,iucn,NA,NE
NA,Fis-24469,NA,iucn,NA,NE
NA,Fis-30256,NA,iucn,NA,NE
NA,Fis-30257,NA,iucn,NA,NE
NA,Fis-30258,NA,iucn,NA,NE
NA,Fis-30259,NA,iucn,NA,NE
NA,Fis-30260,NA,iucn,NA,NE
NA,Fis-30263,NA,iucn,NA,NE
NA,Fis-24756,NA,iucn,NA,NE
NA,Fis-30268,NA,iucn,NA,NE
NA,Fis-14540,NA,iucn,NA,NE
NA,Fis-30269,NA,iucn,NA,NE
NA,Fis-30736,NA,iucn,NA,NE
NA,Fis-30737,NA,iucn,NA,NE
NA,Fis-29736,NA,iucn,NA,NE
NA,Fis-30708,NA,iucn,NA,NE
NA,Fis-24418,NA,iucn,NA,NE
NA,Fis-29735,NA,iucn,NA,NE
NA,Fis-29938,NA,iucn,NA,NE
NA,Fis-30134,NA,iucn,NA,NE
NA,Fis-30480,NA,iucn,NA,NE
NA,Fis-25031,NA,iucn,NA,NE
NA,Fis-29727,NA,iucn,NA,NE
NA,Fis-29728,NA,iucn,NA,NE
NA,Fis-24938,NA,iucn,NA,NE
NA,Fis-24399,NA,iucn,NA,NE
NA,Fis-24407,NA,iucn,NA,NE
NA,Fis-29639,NA,iucn,NA,NE
NA,Fis-29640,NA,iucn,NA,NE
NA,Fis-24472,NA,iucn,NA,NE
NA,Fis-29743,NA,iucn,NA,NE
NA,Fis-24483,NA,iucn,NA,NE
NA,Fis-24495,NA,iucn,NA,NE
NA,Fis-24496,NA,iucn,NA,NE
NA,Fis-24610,NA,iucn,NA,NE
NA,Fis-24750,NA,iucn,NA,NE
NA,Fis-24751,NA,iucn,NA,NE
NA,Fis-49057,NA,iucn,NA,NE
NA,Fis-24753,NA,iucn,NA,NE
NA,Fis-30250,NA,iucn,NA,NE
NA,Fis-24897,NA,iucn,NA,NE
NA,Fis-30496,NA,iucn,NA,NE
NA,Fis-30516,NA,iucn,NA,NE
NA,Fis-144084,NA,iucn,NA,NE
NA,Fis-25045,NA,iucn,NA,NE
NA,Fis-25046,NA,iucn,NA,NE
NA,Fis-29659,NA,iucn,NA,NE
NA,Fis-30485,NA,iucn,NA,NE
NA,Fis-24891,NA,iucn,NA,NE
NA,Fis-24894,NA,iucn,NA,NE
NA,Fis-30487,NA,iucn,NA,NE
NA,Fis-10690,NA,iucn,NA,NE
NA,Fis-29627,NA,iucn,NA,NE
NA,Fis-29628,NA,iucn,NA,NE
NA,Fis-30556,NA,iucn,NA,NE
NA,Fis-24758,NA,iucn,NA,NE
NA,Fis-30630,NA,iucn,NA,NE
NA,Fis-30757,NA,iucn,NA,NE
NA,Fis-29620,NA,iucn,NA,NE
NA,Fis-24510,NA,iucn,NA,NE
NA,Fis-57210,NA,iucn,NA,NE
NA,Fis-24728,NA,iucn,NA,NE
NA,Fis-30146,NA,iucn,NA,NE
NA,Fis-30147,NA,iucn,NA,NE
NA,Fis-24947,NA,iucn,NA,NE
NA,Fis-30631,NA,iucn,NA,NE
NA,Fis-24949,NA,iucn,NA,NE
NA,Fis-24950,NA,iucn,NA,NE
NA,Fis-30632,NA,iucn,NA,NE
NA,Fis-24951,NA,iucn,NA,NE
NA,Fis-24952,NA,iucn,NA,NE
NA,Fis-30633,NA,iucn,NA,NE
NA,Fis-24953,NA,iucn,NA,NE
NA,Fis-24954,NA,iucn,NA,NE
NA,Fis-24955,NA,iucn,NA,NE
NA,Fis-24957,NA,iucn,NA,NE
NA,Fis-24959,NA,iucn,NA,NE
NA,Fis-30634,NA,iucn,NA,NE
NA,Fis-24960,NA,iucn,NA,NE
NA,Fis-24963,NA,iucn,NA,NE
NA,Fis-30637,NA,iucn,NA,NE
NA,Fis-24965,NA,iucn,NA,NE
NA,Fis-24968,NA,iucn,NA,NE
NA,Fis-30639,NA,iucn,NA,NE
NA,Fis-24970,NA,iucn,NA,NE
NA,Fis-24971,NA,iucn,NA,NE
NA,Fis-30641,NA,iucn,NA,NE
NA,Fis-30642,NA,iucn,NA,NE
NA,Fis-24974,NA,iucn,NA,NE
NA,Fis-24975,NA,iucn,NA,NE
NA,Fis-24976,NA,iucn,NA,NE
NA,Fis-24977,NA,iucn,NA,NE
NA,Fis-24978,NA,iucn,NA,NE
NA,Fis-30644,NA,iucn,NA,NE
NA,Fis-24979,NA,iucn,NA,NE
NA,Fis-24982,NA,iucn,NA,NE
NA,Fis-24984,NA,iucn,NA,NE
NA,Fis-30887,NA,iucn,NA,NE
NA,Fis-24987,NA,iucn,NA,NE
NA,Fis-24988,NA,iucn,NA,NE
NA,Fis-30889,NA,iucn,NA,NE
NA,Fis-24562,NA,iucn,NA,NE
NA,Fis-24672,NA,iucn,NA,NE
NA,Fis-24673,NA,iucn,NA,NE
NA,Fis-24674,NA,iucn,NA,NE
NA,Fis-30817,NA,iucn,NA,NE
NA,Fis-30854,NA,iucn,NA,NE
NA,Fis-24901,NA,iucn,NA,NE
NA,Fis-30910,NA,iucn,NA,NE
NA,Fis-150528,NA,iucn,NA,NE
NA,Fis-30764,NA,iucn,NA,NE
NA,Fis-24437,NA,iucn,NA,NE
NA,Fis-30765,NA,iucn,NA,NE
NA,Fis-24439,NA,iucn,NA,NE
NA,Fis-24440,NA,iucn,NA,NE
NA,Fis-30766,NA,iucn,NA,NE
NA,Fis-30768,NA,iucn,NA,NE
NA,Fis-30769,NA,iucn,NA,NE
NA,Fis-30774,NA,iucn,NA,NE
NA,Fis-24467,NA,iucn,NA,NE
NA,Fis-24498,NA,iucn,NA,NE
NA,Fis-24511,NA,iucn,NA,NE
NA,Fis-24513,NA,iucn,NA,NE
NA,Fis-30807,NA,iucn,NA,NE
NA,Fis-24552,NA,iucn,NA,NE
NA,Fis-24553,NA,iucn,NA,NE
NA,Fis-24554,NA,iucn,NA,NE
NA,Fis-14939,NA,iucn,NA,NE
NA,Fis-24652,NA,iucn,NA,NE
NA,Fis-24668,NA,iucn,NA,NE
NA,Fis-115192,NA,iucn,NA,NE
NA,Fis-24671,NA,iucn,NA,NE
NA,Fis-30821,NA,iucn,NA,NE
NA,Fis-30822,NA,iucn,NA,NE
NA,Fis-30825,NA,iucn,NA,NE
NA,Fis-30827,NA,iucn,NA,NE
NA,Fis-30828,NA,iucn,NA,NE
NA,Fis-30829,NA,iucn,NA,NE
NA,Fis-30830,NA,iucn,NA,NE
NA,Fis-30843,NA,iucn,NA,NE
NA,Fis-24767,NA,iucn,NA,NE
NA,Fis-24773,NA,iucn,NA,NE
NA,Fis-24808,NA,iucn,NA,NE
NA,Fis-24812,NA,iucn,NA,NE
NA,Fis-24813,NA,iucn,NA,NE
NA,Fis-30851,NA,iucn,NA,NE
NA,Fis-24825,NA,iucn,NA,NE
NA,Fis-30852,NA,iucn,NA,NE
NA,Fis-30857,NA,iucn,NA,NE
NA,Fis-30881,NA,iucn,NA,NE
NA,Fis-30882,NA,iucn,NA,NE
NA,Fis-30883,NA,iucn,NA,NE
NA,Fis-14977,NA,iucn,NA,NE
NA,Fis-155578,NA,iucn,NA,NE
NA,Fis-30901,NA,iucn,NA,NE
NA,Fis-25035,NA,iucn,NA,NE
NA,Fis-62940,NA,iucn,NA,NE
NA,Fis-30905,NA,iucn,NA,NE
NA,Fis-30759,NA,iucn,NA,NE
NA,Fis-24404,NA,iucn,NA,NE
NA,Fis-147788,NA,iucn,NA,NE
NA,Fis-24421,NA,iucn,NA,NE
NA,Fis-24441,NA,iucn,NA,NE
NA,Fis-30771,NA,iucn,NA,NE
NA,Fis-24456,NA,iucn,NA,NE
NA,Fis-24457,NA,iucn,NA,NE
NA,Fis-30773,NA,iucn,NA,NE
NA,Fis-24458,NA,iucn,NA,NE
NA,Fis-24468,NA,iucn,NA,NE
NA,Fis-24693,NA,iucn,NA,NE
NA,Fis-125929,NA,iucn,NA,NE
NA,Fis-30850,NA,iucn,NA,NE
NA,Fis-24846,NA,iucn,NA,NE
NA,Fis-24941,NA,iucn,NA,NE
NA,Fis-25004,NA,iucn,NA,NE
NA,Fis-25041,NA,iucn,NA,NE
NA,Fis-30906,NA,iucn,NA,NE
NA,Fis-30907,NA,iucn,NA,NE
NA,Fis-25042,NA,iucn,NA,NE
NA,Fis-24433,NA,iucn,NA,NE
NA,Fis-30777,NA,iucn,NA,NE
NA,Fis-24611,NA,iucn,NA,NE
NA,Fis-24744,NA,iucn,NA,NE
NA,Fis-30834,NA,iucn,NA,NE
NA,Fis-30835,NA,iucn,NA,NE
NA,Fis-30836,NA,iucn,NA,NE
NA,Fis-24745,NA,iucn,NA,NE
NA,Fis-30837,NA,iucn,NA,NE
NA,Fis-30840,NA,iucn,NA,NE
NA,Fis-30841,NA,iucn,NA,NE
NA,Fis-24746,NA,iucn,NA,NE
NA,Fis-30856,NA,iucn,NA,NE
NA,Fis-8227,NA,iucn,NA,NE
NA,Fis-24507,NA,iucn,NA,NE
NA,Fis-30787,NA,iucn,NA,NE
NA,Fis-24545,NA,iucn,NA,NE
NA,Fis-10768,NA,iucn,NA,NE
NA,Fis-30819,NA,iucn,NA,NE
NA,Fis-24715,NA,iucn,NA,NE
NA,Fis-17283,NA,iucn,NA,NE
NA,Fis-24786,NA,iucn,NA,NE
NA,Fis-30858,NA,iucn,NA,NE
NA,Fis-30864,NA,iucn,NA,NE
NA,Fis-30865,NA,iucn,NA,NE
NA,Fis-30866,NA,iucn,NA,NE
NA,Fis-30880,NA,iucn,NA,NE
NA,Fis-1099,NA,iucn,NA,NE
NA,Fis-31255,NA,iucn,NA,NE
NA,Fis-31256,NA,iucn,NA,NE
NA,Fis-25573,NA,iucn,NA,NE
NA,Fis-139602,NA,iucn,NA,NE
NA,Fis-32138,NA,iucn,NA,NE
NA,Fis-32327,NA,iucn,NA,NE
NA,Fis-26523,NA,iucn,NA,NE
NA,Fis-32343,NA,iucn,NA,NE
NA,Fis-32387,NA,iucn,NA,NE
NA,Fis-26609,NA,iucn,NA,NE
NA,Fis-32495,NA,iucn,NA,NE
NA,Fis-26926,NA,iucn,NA,NE
NA,Fis-27016,NA,iucn,NA,NE
NA,Fis-27025,NA,iucn,NA,NE
NA,Fis-27028,NA,iucn,NA,NE
NA,Fis-32896,NA,iucn,NA,NE
NA,Fis-33019,NA,iucn,NA,NE
NA,Fis-27194,NA,iucn,NA,NE
NA,Fis-33124,NA,iucn,NA,NE
NA,Fis-33191,NA,iucn,NA,NE
NA,Fis-33413,NA,iucn,NA,NE
NA,Fis-27841,NA,iucn,NA,NE
NA,Fis-34636,NA,iucn,NA,NE
NA,Fis-34639,NA,iucn,NA,NE
NA,Fis-34692,NA,iucn,NA,NE
NA,Fis-34702,NA,iucn,NA,NE
NA,Fis-28129,NA,iucn,NA,NE
NA,Fis-34713,NA,iucn,NA,NE
NA,Fis-28136,NA,iucn,NA,NE
NA,Fis-28156,NA,iucn,NA,NE
NA,Fis-57568,NA,iucn,NA,NE
NA,Fis-34768,NA,iucn,NA,NE
NA,Fis-28175,NA,iucn,NA,NE
NA,Fis-34787,NA,iucn,NA,NE
NA,Fis-28181,NA,iucn,NA,NE
NA,Fis-28186,NA,iucn,NA,NE
NA,Fis-34794,NA,iucn,NA,NE
NA,Fis-34795,NA,iucn,NA,NE
NA,Fis-28189,NA,iucn,NA,NE
NA,Fis-34804,NA,iucn,NA,NE
NA,Fis-34829,NA,iucn,NA,NE
NA,Fis-34831,NA,iucn,NA,NE
NA,Fis-28224,NA,iucn,NA,NE
NA,Fis-35069,NA,iucn,NA,NE
NA,Fis-35216,NA,iucn,NA,NE
NA,Fis-147731,NA,iucn,NA,NE
NA,Fis-35242,NA,iucn,NA,NE
NA,Fis-35470,NA,iucn,NA,NE
NA,Fis-28931,NA,iucn,NA,NE
NA,Fis-29256,NA,iucn,NA,NE
NA,Fis-47542,NA,iucn,NA,NE
NA,Fis-47774,NA,iucn,NA,NE
NA,Fis-49870,NA,iucn,NA,NE
NA,Fis-50075,NA,iucn,NA,NE
NA,Fis-50089,NA,iucn,NA,NE
NA,Fis-50127,NA,iucn,NA,NE
NA,Fis-143470,NA,iucn,NA,NE
NA,Fis-50295,NA,iucn,NA,NE
NA,Fis-167420,NA,iucn,NA,NE
NA,Fis-50433,NA,iucn,NA,NE
NA,Fis-50631,NA,iucn,NA,NE
NA,Fis-51602,NA,iucn,NA,NE
NA,Fis-52195,NA,iucn,NA,NE
NA,Fis-52352,NA,iucn,NA,NE
NA,Fis-52688,NA,iucn,NA,NE
NA,Fis-52868,NA,iucn,NA,NE
NA,Fis-52885,NA,iucn,NA,NE
NA,Fis-52893,NA,iucn,NA,NE
NA,Fis-52894,NA,iucn,NA,NE
NA,Fis-52940,NA,iucn,NA,NE
NA,Fis-53166,NA,iucn,NA,NE
NA,Fis-53240,NA,iucn,NA,NE
NA,Fis-53392,NA,iucn,NA,NE
