iucn_sid,am_sid,risk_score,risk_source,year,cat_ts
60191,Fis-24068,0,iucn,2015,LC
60231,Fis-23213,0,iucn,2015,LC
63119,Fis-131852,0,iucn,2007,LC
63119,Fis-131852,0,iucn,2016,LC
153538,NA,0,bc,2010,LC
161350,Fis-131458,0,iucn,2009,LC
161350,Fis-131458,0,iucn,2015,LC
161375,Fis-24315,0,iucn,2009,LC
161375,Fis-24315,0,iucn,2015,LC
161402,NA,0,iucn,2009,LC
161402,NA,0,iucn,2016,LC
161403,Fis-30664,NA,iucn,NA,DD
161452,Fis-131850,0,iucn,2009,LC
161452,Fis-131850,0,iucn,2016,LC
161466,Fis-30566,0,iucn,2016,LC
161471,Fis-24311,0,iucn,2009,LC
161471,Fis-24311,0,iucn,2015,LC
161595,Fis-24312,0,iucn,2009,LC
161629,Fis-24314,0,iucn,2009,LC
161629,Fis-24314,0,iucn,2016,LC
161661,Fis-24308,0,iucn,2009,LC
161661,Fis-24308,0,iucn,2015,LC
161706,Fis-24310,NA,iucn,NA,DD
170306,Fis-29507,0,iucn,2011,LC
170310,Fis-22777,0,iucn,2011,LC
170341,Fis-123736,0,iucn,2011,LC
170341,Fis-123736,0.4,iucn,2014,VU
170352,Fis-21631,0,iucn,2011,LC
173320,NA,0.2,bc,2010,LC
173348,NA,0,iucn,2010,LC
173366,NA,0.2,bc,2010,LC
173367,NA,0,bc,2010,LC
173373,NA,0,iucn,2010,LC
180325,NA,NA,iucn,NA,DD
180331,NA,0,iucn,2013,LC
180381,W-Hol-152565,NA,iucn,NA,DD
180436,W-Hol-529363,0,iucn,2013,LC
180446,NA,NA,iucn,NA,DD
195488,Fis-164793,0,iucn,2016,LC
19711843,NA,0,iucn,2013,LC
19717509,NA,0,iucn,2013,LC
19718050,NA,0,iucn,2013,LC
19743170,NA,0,iucn,2013,LC
22679859,NA,0.2,bc,1988,LC
22679859,NA,0.2,bc,1994,NT
22679859,NA,0.2,bc,2000,LC
22679859,NA,0.2,bc,2004,LC
22679859,NA,0.2,bc,2008,LC
22679859,NA,0.2,bc,2009,LC
22679859,NA,0.2,bc,2012,LC
22679859,NA,0.2,bc,2016,LC
22679881,NA,0.2,bc,1988,LC
22679881,NA,0.2,bc,1994,LC
22679881,NA,0.2,bc,2000,LC
22679881,NA,0.2,bc,2004,LC
22679881,NA,0.2,bc,2008,LC
22679881,NA,0.2,bc,2009,LC
22679881,NA,0.2,bc,2012,LC
22679881,NA,0.2,bc,2015,LC
22679881,NA,0.2,bc,2016,LC
22679896,NA,0,iucn,1988,LC
22679896,NA,0,iucn,1994,LC
22679896,NA,0,iucn,2000,LC
22679896,NA,0,iucn,2004,LC
22679896,NA,0,iucn,2008,LC
22679896,NA,0,iucn,2009,LC
22679896,NA,0,iucn,2012,LC
22679896,NA,0,iucn,2016,LC
22679946,NA,0.4,bc,1988,LC
22679946,NA,0.4,bc,1994,LC
22679946,NA,0.4,bc,2000,LC
22679946,NA,0.4,bc,2004,LC
22679946,NA,0.4,bc,2008,LC
22679946,NA,0.4,bc,2009,LC
22679946,NA,0.4,bc,2012,LC
22679946,NA,0.4,bc,2016,LC
22680157,NA,0,iucn,1988,LC
22680157,NA,0,iucn,1994,LC
22680157,NA,0,iucn,2000,LC
22680157,NA,0,iucn,2004,LC
22680157,NA,0,iucn,2008,LC
22680157,NA,0,iucn,2009,LC
22680157,NA,0,iucn,2012,LC
22680157,NA,0,iucn,2016,LC
22680163,NA,0,iucn,1988,LC
22680163,NA,0,iucn,1994,LC
22680163,NA,0,iucn,2000,LC
22680163,NA,0,iucn,2004,LC
22680163,NA,0,iucn,2008,LC
22680163,NA,0,iucn,2009,LC
22680163,NA,0,iucn,2012,LC
22680163,NA,0,iucn,2016,LC
22680229,NA,0,iucn,1988,LC
22680229,NA,0,iucn,1994,LC
22680229,NA,0,iucn,2000,LC
22680229,NA,0,iucn,2004,LC
22680229,NA,0,iucn,2008,LC
22680229,NA,0,iucn,2009,LC
22680229,NA,0,iucn,2012,LC
22680229,NA,0,iucn,2016,LC
22680247,NA,0,iucn,1988,LC
22680247,NA,0,iucn,1994,LC
22680247,NA,0,iucn,2000,LC
22680247,NA,0,iucn,2004,LC
22680247,NA,0,iucn,2008,LC
22680247,NA,0,iucn,2009,LC
22680247,NA,0,iucn,2012,LC
22680247,NA,0,iucn,2016,LC
22680301,NA,0.2,bc,1988,LC
22680301,NA,0.2,bc,1994,LC
22680301,NA,0.2,bc,2000,LC
22680301,NA,0.2,bc,2004,LC
22680301,NA,0.2,bc,2008,LC
22680301,NA,0.2,bc,2009,LC
22680301,NA,0.2,bc,2012,LC
22680301,NA,0.2,bc,2013,LC
22680301,NA,0.2,bc,2016,LC
22680364,NA,0.2,bc,1988,LC
22680364,NA,0.2,bc,1994,LC
22680364,NA,0.2,bc,2000,LC
22680364,NA,0.2,bc,2004,LC
22680364,NA,0.2,bc,2008,LC
22680364,NA,0.2,bc,2009,LC
22680364,NA,0.2,bc,2012,LC
22680364,NA,0.2,bc,2016,LC
22680367,NA,0.2,bc,1988,LC
22680367,NA,0.2,bc,1994,LC
22680367,NA,0.2,bc,2000,LC
22680367,NA,0.2,bc,2004,LC
22680367,NA,0.2,bc,2008,LC
22680367,NA,0.2,bc,2009,LC
22680367,NA,0.2,bc,2012,LC
22680367,NA,0.2,bc,2016,LC
22680391,NA,0,iucn,1988,LC
22680391,NA,0,iucn,1994,LC
22680391,NA,0,iucn,2000,LC
22680391,NA,0,iucn,2004,LC
22680391,NA,0,iucn,2008,LC
22680391,NA,0,iucn,2009,LC
22680391,NA,0,iucn,2012,LC
22680391,NA,0,iucn,2015,LC
22680391,NA,0,iucn,2016,LC
22680398,NA,0.2,bc,1988,LC
22680398,NA,0.2,bc,1994,LC
22680398,NA,0.2,bc,2000,LC
22680398,NA,0.2,bc,2004,LC
22680398,NA,0.2,bc,2008,LC
22680398,NA,0.2,bc,2009,LC
22680398,NA,0.2,bc,2012,LC
22680398,NA,0.2,bc,2016,LC
22680402,NA,0,bc,1988,LC
22680402,NA,0,bc,1994,LC
22680402,NA,0,bc,2000,LC
22680402,NA,0,bc,2004,LC
22680402,NA,0,bc,2008,LC
22680402,NA,0,bc,2009,LC
22680402,NA,0,bc,2012,LC
22680402,NA,0,bc,2016,LC
22680423,ITS-175149,0.2,bc,1988,LC
22680423,ITS-175149,0.2,bc,1994,LC
22680423,ITS-175149,0.2,bc,2000,LC
22680423,ITS-175149,0.2,bc,2004,LC
22680423,ITS-175149,0.2,bc,2008,LC
22680423,ITS-175149,0.2,bc,2009,LC
22680423,ITS-175149,0.2,bc,2012,LC
22680423,ITS-175149,0.2,bc,2016,LC
22680427,ITS-175147,0.5,bc,1988,LC
22680427,ITS-175147,0.5,bc,1994,LC
22680427,ITS-175147,0.5,bc,2000,LC
22680427,ITS-175147,0.5,bc,2004,LC
22680427,ITS-175147,0.5,bc,2008,LC
22680427,ITS-175147,0.5,bc,2009,LC
22680427,ITS-175147,0.5,bc,2011,LC
22680427,ITS-175147,0.5,bc,2012,VU
22680427,ITS-175147,0.5,bc,2016,VU
22680441,ITS-175170,0.4,bc,1988,LC
22680441,ITS-175170,0.4,bc,1994,LC
22680441,ITS-175170,0.4,bc,2000,LC
22680441,ITS-175170,0.4,bc,2004,LC
22680441,ITS-175170,0.4,bc,2008,LC
22680441,ITS-175170,0.4,bc,2009,LC
22680441,ITS-175170,0.4,bc,2012,LC
22680441,ITS-175170,0.4,bc,2016,LC
22680455,ITS-175141,0,bc,1988,LC
22680455,ITS-175141,0,bc,1994,LC
22680455,ITS-175141,0,bc,2000,LC
22680455,ITS-175141,0,bc,2004,LC
22680455,ITS-175141,0,bc,2008,LC
22680455,ITS-175141,0,bc,2009,LC
22680455,ITS-175141,0,bc,2012,LC
22680455,ITS-175141,0,bc,2016,LC
22680459,ITS-175144,0.1,bc,1988,LC
22680459,ITS-175144,0.1,bc,1994,LC
22680459,ITS-175144,0.1,bc,2000,LC
22680459,ITS-175144,0.1,bc,2004,LC
22680459,ITS-175144,0.1,bc,2008,LC
22680459,ITS-175144,0.1,bc,2009,LC
22680459,ITS-175144,0.1,bc,2012,LC
22680459,ITS-175144,0.1,bc,2016,LC
22680462,ITS-175145,0,bc,1988,LC
22680462,ITS-175145,0,bc,1994,LC
22680462,ITS-175145,0,bc,2000,LC
22680462,ITS-175145,0,bc,2004,LC
22680462,ITS-175145,0,bc,2008,LC
22680462,ITS-175145,0,bc,2009,LC
22680462,ITS-175145,0,bc,2012,LC
22680462,ITS-175145,0,bc,2016,LC
22680472,NA,0,bc,1988,LC
22680472,NA,0,bc,1994,LC
22680472,NA,0,bc,2000,LC
22680472,NA,0,bc,2004,LC
22680472,NA,0,bc,2008,LC
22680472,NA,0,bc,2009,LC
22680472,NA,0,bc,2012,LC
22680472,NA,0,bc,2016,LC
22680485,ITS-175187,0.2,bc,1988,LC
22680485,ITS-175187,0.2,bc,1994,LC
22680485,ITS-175187,0.2,bc,2000,LC
22680485,ITS-175187,0.2,bc,2004,LC
22680485,ITS-175187,0.2,bc,2008,LC
22680485,ITS-175187,0.2,bc,2009,LC
22680485,ITS-175187,0.2,bc,2012,LC
22680485,ITS-175187,0.2,bc,2016,LC
22680492,NA,0,bc,1988,LC
22680492,NA,0,bc,1994,LC
22680492,NA,0,bc,2000,LC
22680492,NA,0,bc,2004,LC
22680492,NA,0,bc,2008,LC
22680492,NA,0,bc,2009,LC
22680492,NA,0,bc,2012,LC
22680492,NA,0,bc,2016,LC
22689714,NA,0.2,bc,1988,LC
22689714,NA,0.2,bc,1994,LC
22689714,NA,0.2,bc,2000,LC
22689714,NA,0.2,bc,2004,LC
22689714,NA,0.2,bc,2008,LC
22689714,NA,0.2,bc,2009,LC
22689714,NA,0.2,bc,2012,LC
22689714,NA,0.2,bc,2016,LC
22693162,NA,0,iucn,1988,LC
22693162,NA,0,iucn,1994,LC
22693162,NA,0,iucn,2000,LC
22693162,NA,0,iucn,2004,LC
22693162,NA,0,iucn,2008,LC
22693162,NA,0,iucn,2009,LC
22693162,NA,0,iucn,2012,LC
22693162,NA,0,iucn,2016,LC
22693195,NA,0.4,bc,1988,LC
22693195,NA,0.4,bc,1994,LC
22693195,NA,0.4,bc,2000,NT
22693195,NA,0.4,bc,2004,NT
22693195,NA,0.4,bc,2006,NT
22693195,NA,0.4,bc,2008,LC
22693195,NA,0.4,bc,2009,LC
22693195,NA,0.4,bc,2012,LC
22693195,NA,0.4,bc,2016,LC
22693207,NA,0,iucn,1988,LC
22693207,NA,0,iucn,1994,LC
22693207,NA,0,iucn,2000,LC
22693207,NA,0,iucn,2004,LC
22693207,NA,0,iucn,2008,LC
22693207,NA,0,iucn,2009,LC
22693207,NA,0,iucn,2012,LC
22693207,NA,0,iucn,2015,LC
22693207,NA,0,iucn,2016,LC
22693231,NA,0,bc,1988,LC
22693231,NA,0,bc,1994,LC
22693231,NA,0,bc,2000,LC
22693231,NA,0,bc,2004,LC
22693231,NA,0,bc,2008,LC
22693231,NA,0,bc,2009,LC
22693231,NA,0,bc,2012,LC
22693231,NA,0,bc,2016,LC
22693235,NA,0.1,bc,1988,LC
22693235,NA,0.1,bc,1994,LC
22693235,NA,0.1,bc,2000,LC
22693235,NA,0.1,bc,2004,LC
22693235,NA,0.1,bc,2008,LC
22693235,NA,0.1,bc,2009,LC
22693235,NA,0.1,bc,2012,LC
22693235,NA,0.1,bc,2014,LC
22693235,NA,0.1,bc,2016,LC
22693277,NA,0,bc,1988,LC
22693277,NA,0,bc,1994,LC
22693277,NA,0,bc,2000,LC
22693277,NA,0,bc,2004,LC
22693277,NA,0,bc,2008,LC
22693277,NA,0,bc,2009,LC
22693277,NA,0,bc,2012,LC
22693277,NA,0,bc,2016,LC
22693305,NA,0.4,bc,1988,LC
22693305,NA,0.4,bc,1994,LC
22693305,NA,0.4,bc,2000,LC
22693305,NA,0.4,bc,2004,LC
22693305,NA,0.4,bc,2008,LC
22693305,NA,0.4,bc,2009,LC
22693305,NA,0.4,bc,2012,LC
22693305,NA,0.4,bc,2016,LC
22693319,NA,0,iucn,1988,LC
22693319,NA,0,iucn,1994,LC
22693319,NA,0,iucn,2000,LC
22693319,NA,0,iucn,2004,LC
22693319,NA,0,iucn,2008,LC
22693319,NA,0,iucn,2009,LC
22693319,NA,0,iucn,2012,LC
22693319,NA,0,iucn,2016,LC
22693341,NA,0.2,bc,1988,LC
22693341,NA,0.2,bc,1994,LC
22693341,NA,0.2,bc,2000,LC
22693341,NA,0.2,bc,2004,LC
22693341,NA,0.2,bc,2008,LC
22693341,NA,0.2,bc,2009,LC
22693341,NA,0.2,bc,2012,LC
22693341,NA,0.2,bc,2016,LC
22693344,NA,0.5,bc,1988,LC
22693344,NA,0.5,bc,1994,LC
22693344,NA,0.5,bc,2000,LC
22693344,NA,0.5,bc,2004,LC
22693344,NA,0.5,bc,2008,LC
22693344,NA,0.5,bc,2009,LC
22693344,NA,0.5,bc,2012,LC
22693344,NA,0.5,bc,2016,LC
22693348,NA,0.2,bc,1988,LC
22693348,NA,0.2,bc,1994,LC
22693348,NA,0.2,bc,2000,LC
22693348,NA,0.2,bc,2004,LC
22693348,NA,0.2,bc,2008,LC
22693348,NA,0.2,bc,2009,LC
22693348,NA,0.2,bc,2012,LC
22693348,NA,0.2,bc,2016,LC
22693356,NA,0.2,bc,1988,LC
22693356,NA,0.2,bc,1994,LC
22693356,NA,0.2,bc,2000,LC
22693356,NA,0.2,bc,2004,LC
22693356,NA,0.2,bc,2008,LC
22693356,NA,0.2,bc,2009,LC
22693356,NA,0.2,bc,2012,LC
22693356,NA,0.2,bc,2016,LC
22693363,ITS-176642,0.7,bc,1988,LC
22693363,ITS-176642,0.7,bc,1994,LC
22693363,ITS-176642,0.7,bc,2000,LC
22693363,ITS-176642,0.7,bc,2004,LC
22693363,ITS-176642,0.7,bc,2008,LC
22693363,ITS-176642,0.7,bc,2009,LC
22693363,ITS-176642,0.7,bc,2012,LC
22693363,ITS-176642,0.7,bc,2015,NT
22693363,ITS-176642,0.7,bc,2016,NT
22693373,NA,0,iucn,1988,LC
22693373,NA,0,iucn,1994,LC
22693373,NA,0,iucn,2000,LC
22693373,NA,0,iucn,2004,LC
22693373,NA,0,iucn,2008,LC
22693373,NA,0,iucn,2009,LC
22693373,NA,0.2,iucn,2012,NT
22693373,NA,0.2,iucn,2016,NT
22693376,NA,0.2,bc,1988,LC
22693376,NA,0.2,bc,1994,LC
22693376,NA,0.2,bc,2000,LC
22693376,NA,0.2,bc,2004,LC
22693376,NA,0.2,bc,2008,LC
22693376,NA,0.2,bc,2009,LC
22693376,NA,0.2,bc,2012,LC
22693376,NA,0.2,bc,2016,LC
22693396,NA,0.2,bc,1988,LC
22693396,NA,0.2,bc,1994,LC
22693396,NA,0.2,bc,2000,LC
22693396,NA,0.2,bc,2004,LC
22693396,NA,0.2,bc,2008,LC
22693396,NA,0.2,bc,2009,LC
22693396,NA,0.2,bc,2012,LC
22693396,NA,0.2,bc,2015,LC
22693396,NA,0.2,bc,2016,LC
22693424,NA,0.2,bc,1988,LC
22693424,NA,0.2,bc,1994,LC
22693424,NA,0.2,bc,2000,LC
22693424,NA,0.2,bc,2004,LC
22693424,NA,0.2,bc,2008,LC
22693424,NA,0.2,bc,2009,LC
22693424,NA,0.2,bc,2012,LC
22693424,NA,0.2,bc,2016,LC
22693427,ITS-176661,0.2,bc,1988,LC
22693427,ITS-176661,0.2,bc,1994,LC
22693427,ITS-176661,0.2,bc,2000,LC
22693427,ITS-176661,0.2,bc,2004,LC
22693427,ITS-176661,0.2,bc,2008,LC
22693427,ITS-176661,0.2,bc,2009,LC
22693427,ITS-176661,0.2,bc,2012,LC
22693427,ITS-176661,0.2,bc,2016,LC
22693468,NA,0,iucn,1988,LC
22693468,NA,0,iucn,1994,LC
22693468,NA,0,iucn,2000,LC
22693468,NA,0,iucn,2004,LC
22693468,NA,0,iucn,2008,LC
22693468,NA,0,iucn,2009,LC
22693468,NA,0,iucn,2012,LC
22693468,NA,0,iucn,2015,LC
22693468,NA,0,iucn,2016,LC
22693735,ITS-554381,0,iucn,1988,LC
22693735,ITS-554381,0,iucn,1994,LC
22693735,ITS-554381,0,iucn,2000,LC
22693735,ITS-554381,0,iucn,2004,LC
22693735,ITS-554381,0,iucn,2008,LC
22693735,ITS-554381,0,iucn,2009,LC
22693735,ITS-554381,0,iucn,2012,LC
22693735,ITS-554381,0,iucn,2016,LC
22693749,ITS-176567,0,bc,1988,LC
22693749,ITS-176567,0,bc,1994,LC
22693749,ITS-176567,0,bc,2000,LC
22693749,ITS-176567,0,bc,2004,LC
22693749,ITS-176567,0,bc,2008,LC
22693749,ITS-176567,0,bc,2009,LC
22693749,ITS-176567,0,bc,2011,LC
22693749,ITS-176567,0,bc,2012,LC
22693749,ITS-176567,0,bc,2016,LC
22693764,NA,0.1,bc,1988,LC
22693764,NA,0.1,bc,1994,LC
22693764,NA,0.1,bc,2000,LC
22693764,NA,0.1,bc,2004,LC
22693764,NA,0.1,bc,2008,LC
22693764,NA,0.1,bc,2009,LC
22693764,NA,0.1,bc,2012,LC
22693764,NA,0.1,bc,2016,LC
22693777,NA,0.1,bc,1988,LC
22693777,NA,0.1,bc,1994,LC
22693777,NA,0.1,bc,2000,LC
22693777,NA,0.1,bc,2004,LC
22693777,NA,0.1,bc,2008,LC
22693777,NA,0.1,bc,2009,LC
22693777,NA,0.1,bc,2012,LC
22693777,NA,0.1,bc,2016,LC
22694240,ITS-176792,0,iucn,1988,LC
22694240,ITS-176792,0,iucn,1994,LC
22694240,ITS-176792,0,iucn,2000,LC
22694240,ITS-176792,0,iucn,2004,LC
22694240,ITS-176792,0,iucn,2008,LC
22694240,ITS-176792,0,iucn,2009,LC
22694240,ITS-176792,0,iucn,2012,LC
22694240,ITS-176792,0,iucn,2016,LC
22694296,ITS-176841,0,iucn,1988,LC
22694296,ITS-176841,0.2,iucn,1994,NT
22694296,ITS-176841,0.2,iucn,2000,NT
22694296,ITS-176841,0.2,iucn,2004,NT
22694296,ITS-176841,0.2,iucn,2006,NT
22694296,ITS-176841,0.2,iucn,2008,NT
22694296,ITS-176841,0.2,iucn,2010,NT
22694296,ITS-176841,0.2,iucn,2012,NT
22694296,ITS-176841,0.2,iucn,2016,NT
22694308,ITS-176832,0.2,bc,1988,LC
22694308,ITS-176832,0.2,bc,1994,LC
22694308,ITS-176832,0.2,bc,2000,LC
22694308,ITS-176832,0.2,bc,2004,LC
22694308,ITS-176832,0.2,bc,2008,LC
22694308,ITS-176832,0.2,bc,2009,LC
22694308,ITS-176832,0.2,bc,2012,LC
22694308,ITS-176832,0.2,bc,2016,LC
22694317,ITS-176830,0.2,bc,1988,LC
22694317,ITS-176830,0.2,bc,1994,LC
22694317,ITS-176830,0.2,bc,2000,LC
22694317,ITS-176830,0.2,bc,2004,LC
22694317,ITS-176830,0.2,bc,2008,LC
22694317,ITS-176830,0.2,bc,2009,LC
22694317,ITS-176830,0.2,bc,2012,LC
22694317,ITS-176830,0.2,bc,2016,LC
22694321,ITS-176829,0.5,bc,1988,LC
22694321,ITS-176829,0.5,bc,1994,LC
22694321,ITS-176829,0.5,bc,2000,LC
22694321,ITS-176829,0.5,bc,2004,LC
22694321,ITS-176829,0.5,bc,2008,LC
22694321,ITS-176829,0.5,bc,2009,LC
22694321,ITS-176829,0.5,bc,2012,LC
22694321,ITS-176829,0.5,bc,2016,LC
22694334,ITS-176814,0.2,bc,1988,LC
22694334,ITS-176814,0.2,bc,1994,LC
22694334,ITS-176814,0.2,bc,2000,LC
22694334,ITS-176814,0.2,bc,2004,LC
22694334,ITS-176814,0.2,bc,2008,LC
22694334,ITS-176814,0.2,bc,2009,LC
22694334,ITS-176814,0.2,bc,2012,LC
22694334,ITS-176814,0.2,bc,2016,LC
22694337,ITS-176817,0,iucn,1988,LC
22694337,ITS-176817,0,iucn,1994,LC
22694337,ITS-176817,0,iucn,2000,LC
22694337,ITS-176817,0,iucn,2004,LC
22694337,ITS-176817,0,iucn,2008,LC
22694337,ITS-176817,0,iucn,2009,LC
22694337,ITS-176817,0,iucn,2012,LC
22694337,ITS-176817,0,iucn,2016,LC
22694362,ITS-176816,0,iucn,1988,LC
22694362,ITS-176816,0,iucn,1994,LC
22694362,ITS-176816,0,iucn,2000,LC
22694362,ITS-176816,0,iucn,2004,LC
22694362,ITS-176816,0,iucn,2008,LC
22694362,ITS-176816,0,iucn,2009,LC
22694362,ITS-176816,0,iucn,2012,LC
22694362,ITS-176816,0,iucn,2016,LC
22694420,NA,0,iucn,1988,LC
22694420,NA,0,iucn,1994,LC
22694420,NA,0,iucn,2000,LC
22694420,NA,0,iucn,2004,LC
22694420,NA,0,iucn,2008,LC
22694420,NA,0,iucn,2009,LC
22694420,NA,0,iucn,2012,LC
22694420,NA,0,iucn,2016,LC
