sgc,name,type,pop,prev_pop,year
5951829,Babine 25,IRI,81,105,2011
5951830,Jean Baptiste 28,IRI,5,5,2011
5951833,Tatla't East 2,IRI,0,5,2011
5951840,Williams Prairie Meadow 1A,IRI,10,19,2011
5951844,Poison Creek 17A,IRI,0,5,2011
5951845,Tadinlay 15,IRI,0,0,2011
5951846,Nedoats 11,IRI,0,5,2011
5951847,Babine Lake 21B,IRI,0,0,2011
5951848,North Tacla Lake,IRI,183,131,2011
5951849,Mission Lands 17,IRI,0,5,2011
5953007,Valemount,VL,1020,1018,2011
5953012,McBride,VL,586,660,2011
5953019,Fraser-Fort George H,RDA,1665,1877,2011
5953023,Prince George,CY,71974,70981,2011
5953033,Mackenzie,DM,3507,4539,2011
5953038,Fraser-Fort George A,RDA,3362,3275,2011
5953042,Fraser-Fort George C,RDA,3434,3217,2011
5953044,Fraser-Fort George D,RDA,4175,4361,2011
5953046,Fraser-Fort George E,RDA,479,502,2011
5953048,Fraser-Fort George F,RDA,1207,1284,2011
5953050,Fraser-Fort George G,RDA,317,349,2011
5953801,Fort George (Shelley) 2,IRI,80,107,2011
5953802,McLeod Lake 1,IRI,73,94,2011
5955003,Tumbler Ridge,DM,2710,2454,2011
5955005,Pouce Coupe,VL,738,739,2011
5955010,Chetwynd,DM,2635,2633,2011
5955014,Dawson Creek,CY,11583,10994,2011
5955021,Peace River D,RDA,5479,5749,2011
5955023,Peace River E,RDA,2764,3031,2011
5955025,Hudson's Hope,DM,970,1012,2011
5955030,Taylor,DM,1373,1384,2011
5955034,Fort St. John,CY,18609,17402,2011
5955040,Peace River B,RDA,5552,5538,2011
5955042,Peace River C,RDA,6398,6350,2011
5955801,East Moberly Lake 169,IRI,324,275,2011
5955802,West Moberly Lake 168A,IRI,95,51,2011
5955803,Blueberry River 205,IRI,210,187,2011
5955804,Doig River 206,IRI,120,124,2011
5955807,Fort Ware 1,IRI,250,239,2011
5955808,Halfway River 168,IRI,170,102,2011
5955812,Ingenika Point,S-E,102,0,2011
5957022,Stikine Region,RDA,402,373,2011
5957802,Unnamed 10,IRI,15,19,2011
5957803,Five Mile Point  3,IRI,49,95,2011
5957804,Good Hope Lake,S-E,0,32,2011
5957813,Lower Post,S-E,105,113,2011
5957814,Liard River 3,IRI,58,0,2011
5959007,Northern Rockies,RGM,4987,5702,2011
5959805,Fontas 1,IRI,5,0,2011
5959806,Fort Nelson 2,IRI,457,359,2011
5959809,Kahntah 3,IRI,0,0,2011
5959810,Prophet River 4,IRI,129,86,2011
59,British Columbia,NA,4400057,4113487,2011
5901003,Elkford,DM,2499,2523,2016
5901006,Sparwood,DM,3784,3667,2016
5901012,Fernie,CY,5249,4448,2016
5901017,East Kootenay A,RDA,1943,1899,2016
5901019,East Kootenay B,RDA,1976,1746,2016
5901022,Cranbrook,CY,20047,19319,2016
5901028,Kimberley,CY,7425,6652,2016
5901035,East Kootenay C,RDA,6036,5713,2016
5901037,East Kootenay E,RDA,1753,1634,2016
5901039,Invermere,DM,3391,2955,2016
5901040,Radium Hot Springs,VL,776,777,2016
5901043,Canal Flats,VL,668,715,2016
5901046,East Kootenay F,RDA,2726,2635,2016
5901048,East Kootenay G,RDA,1462,1412,2016
5901801,Tobacco Plains 2,IRI,75,57,2016
5901802,Isidore's Ranch 4,IRI,0,0,2016
5901803,Kootenay 1,IRI,170,104,2016
5901804,Columbia Lake 3,IRI,140,131,2016
5901805,Cassimayooks (Mayook) 5,IRI,0,5,2016
5901806,Shuswap,IRI,319,293,2016
5903004,Creston,T,5351,5306,2016
5903010,Central Kootenay A,RDA,1930,2030,2016
5903011,Salmo,VL,1141,1139,2016
5903013,Central Kootenay B,RDA,4657,4464,2016
5903015,Nelson,CY,10572,10230,2016
5903017,Central Kootenay C,RDA,1482,1372,2016
5903019,Slocan,VL,272,296,2016
5903023,Kaslo,VL,968,1031,2016
5903027,Silverton,VL,195,195,2016
5903032,New Denver,VL,473,504,2016
5903039,Central Kootenay D,RDA,1343,1408,2016
5903041,Central Kootenay E,RDA,3772,3781,2016
5903043,Central Kootenay F,RDA,3963,3976,2016
5903045,Castlegar,CY,8039,7816,2016
5903047,Central Kootenay G,RDA,1623,1597,2016
5903050,Nakusp,VL,1605,1569,2016
5903052,Central Kootenay H,RDA,4667,4289,2016
5903056,Central Kootenay I,RDA,2534,2570,2016
5903058,Central Kootenay J,RDA,3137,2996,2016
5903060,Central Kootenay K,RDA,1681,1759,2016
5903807,Creston 1,IRI,112,113,2016
5905005,Fruitvale,VL,1920,2011,2016
5905009,Montrose,VL,996,1030,2016
5905014,Trail,CY,7709,7681,2016
5905018,Warfield,VL,1680,1700,2016
5905023,Rossland,CY,3729,3556,2016
5905026,Kootenay Boundary A,RDA,1891,1850,2016
5905030,Kootenay Boundary B / Lower Columbia-Old-Glory,RDA,1442,1395,2016
5905032,Grand Forks,CY,4049,3985,2016
5905037,Midway,VL,649,674,2016
5905042,Greenwood,CY,665,708,2016
5905050,Kootenay Boundary C / Christina Lake,RDA,1337,1391,2016
5905052,Kootenay Boundary D / Rural Grand Forks,RDA,3225,3187,2016
5905054,Kootenay Boundary E / West Boundary,RDA,2155,1970,2016
5907005,Osoyoos,T,5085,4845,2016
5907009,Keremeos,VL,1502,1330,2016
5907014,Oliver,T,4928,4824,2016
5907022,Okanagan-Similkameen A,RDA,1858,1892,2016
5907024,Princeton,T,2828,2724,2016
5907026,Okanagan-Similkameen B,RDA,1047,1140,2016
5907028,Okanagan-Similkameen C,RDA,3557,3473,2016
5907035,Summerland,DM,11615,11280,2016
5907041,Penticton,CY,33761,32877,2016
5907047,Okanagan-Similkameen D,RDA,5874,5717,2016
5907049,Okanagan-Similkameen E,RDA,1903,1844,2016
5907051,Okanagan-Similkameen F,RDA,2014,2100,2016
5907053,Okanagan-Similkameen G,RDA,2236,2314,2016
5907055,Okanagan-Similkameen H,RDA,1953,1768,2016
5907801,Lower Similkameen 2,IRI,58,50,2016
5907802,Osoyoos 1,IRI,762,628,2016
5907803,Penticton 1,IRI,1783,1667,2016
5907805,Chopaka 7 & 8,IRI,81,70,2016
5907806,Blind Creek 6,IRI,26,25,2016
5907807,Chuchuwayha 2,IRI,58,76,2016
5907808,Alexis 9,IRI,10,25,2016
5907809,Ashnola 10,IRI,83,73,2016
5909009,Hope,DM,6181,5969,2016
5909014,Fraser Valley A,RDA,405,437,2016
5909016,Fraser Valley B,RDA,915,721,2016
5909020,Chilliwack,CY,83788,77936,2016
5909027,Harrison Hot Springs,VL,1468,1468,2016
5909032,Kent,DM,6067,5664,2016
5909034,Fraser Valley D,RDA,1529,1346,2016
5909035,Fraser Valley H,RDA,1847,1769,2016
5909036,Fraser Valley E,RDA,1540,1589,2016
5909048,Fraser Valley C,RDA,1023,973,2016
5909052,Abbotsford,CY,141397,133497,2016
5909056,Mission,DM,38833,36426,2016
5909060,Fraser Valley F,RDA,1293,1303,2016
5909062,Fraser Valley G,RDA,1776,1764,2016
5909804,Chawathil 4,IRI,186,163,2016
5909805,Inkahtsaph 6,IRI,0,0,2016
5909806,Kopchitchin 2,IRI,42,32,2016
5909807,Ohamil 1,IRI,90,77,2016
5909808,Puckatholetchin 11,IRI,5,5,2016
5909809,Saddle Rock 9,IRI,0,0,2016
5909810,Lukseetsissum 9,IRI,18,21,2016
5909812,Schkam 2,IRI,131,132,2016
5909814,Skawahlook 1,IRI,0,0,2016
5909815,Speyum 3,IRI,5,0,2016
5909816,Spuzzum 1,IRI,39,32,2016
5909817,Tuckkwiowhum 1,IRI,34,36,2016
5909818,Yale Town 1,IRI,10,10,2016
5909819,Kahmoose 4,IRI,65,88,2016
5909821,Kwawkwawapilt 6,IRI,324,342,2016
5909824,Skwah 4,IRI,192,216,2016
5909825,Skwali 3,IRI,10,10,2016
5909826,Skway 5,IRI,84,98,2016
5909827,Soowahlie 14,IRI,247,187,2016
5909830,Tzeachten 13,IRI,2358,1467,2016
5909831,Yakweakwioose 12,IRI,44,39,2016
5909832,Seabird Island,IRI,767,594,2016
5909833,Scowlitz 1,IRI,10,10,2016
5909834,Tseatah 2,IRI,23,16,2016
5909835,Aitchelitch 9,IRI,15,18,2016
5909836,Boston Bar 1A,IRI,0,0,2016
5909837,Cheam 1,IRI,202,223,2016
5909838,Schelowat 1,IRI,10,10,2016
5909839,Chehalis 5,IRI,537,537,2016
5909841,Stullawheets 8,IRI,51,48,2016
5909842,Douglas 8,IRI,67,10,2016
5909843,Peters 1,IRI,30,27,2016
5909844,Popkum 1,IRI,10,5,2016
5909845,Skookumchuck 4,IRI,85,94,2016
5909847,Bucktum 4,IRI,0,5,2016
5909848,Tipella 7,IRI,0,26,2016
5909849,Skwahla 2,IRI,0,0,2016
5909850,Boothroyd 13,IRI,0,5,2016
5909852,Paqulh,IRI,0,0,2016
5909875,Q'alatk�7em,IRI,80,84,2016
5909876,Albert Flat 5,IRI,20,15,2016
5909877,Upper Sumas 6,IRI,178,187,2016
5909878,Matsqui Main 2,IRI,110,81,2016
5909879,Holachten 8,IRI,300,316,2016
5909880,Lakahahmen 11,IRI,177,185,2016
5909881,Skweahm 10,IRI,213,292,2016
5909882,Squawkum Creek 3,IRI,116,108,2016
5909883,Sachteen,IRI,10,5,2016
5909884,Skowkale,IRI,841,795,2016
5909885,Squiaala,IRI,136,80,2016
5915001,Langley,DM,117285,104177,2016
5915002,Langley,CY,25888,25081,2016
5915004,Surrey,CY,517887,468251,2016
5915007,White Rock,CY,19952,19339,2016
5915011,Delta,DM,102238,99863,2016
5915015,Richmond,CY,198309,190473,2016
5915020,Greater Vancouver A,RDA,16133,12988,2016
5915022,Vancouver,CY,631486,603502,2016
5915025,Burnaby,CY,232755,223218,2016
5915029,New Westminster,CY,70996,65976,2016
5915034,Coquitlam,CY,139284,126804,2016
5915036,Belcarra,VL,643,644,2016
5915038,Anmore,VL,2210,2092,2016
5915039,Port Coquitlam,CY,58612,55958,2016
5915043,Port Moody,CY,33551,33011,2016
5915046,North Vancouver,DM,85935,84412,2016
5915051,North Vancouver,CY,52898,48196,2016
5915055,West Vancouver,DM,42473,42694,2016
5915062,Bowen Island,IM,3680,3402,2016
5915065,Lions Bay,VL,1334,1318,2016
5915070,Pitt Meadows,CY,18573,17736,2016
5915075,Maple Ridge,CY,82256,76052,2016
5915801,Semiahmoo,IRI,120,108,2016
5915802,Tsawwassen,IRI,816,720,2016
5915803,Musqueam 2,IRI,1652,1569,2016
5915804,Coquitlam 2,IRI,0,5,2016
5915805,Coquitlam 1,IRI,54,39,2016
5915806,Burrard Inlet 3,IRI,1855,1472,2016
5915807,Mission 1,IRI,576,574,2016
5915808,Capilano 5,IRI,2931,2700,2016
5915809,Barnston Island 3,IRI,49,47,2016
5915810,Musqueam 4,IRI,10,5,2016
5915811,Seymour Creek 2,IRI,123,107,2016
5915813,Katzie 2,IRI,40,0,2016
5915816,McMillan Island 6,IRI,94,68,2016
5915825,Matsqui 4,IRI,471,498,2016
5915830,Katzie 1,IRI,262,229,2016
5915835,Langley 5,IRI,0,0,2016
5915840,Whonnock 1,IRI,0,0,2016
5917005,North Saanich,DM,11249,11089,2016
5917010,Sidney,T,11672,11178,2016
5917015,Central Saanich,DM,16814,15936,2016
5917021,Saanich,DM,114148,109752,2016
5917027,Saltspring Island,RDA,10557,10234,2016
5917029,Southern Gulf Islands,RDA,4732,4868,2016
5917030,Oak Bay,DM,18094,18015,2016
5917034,Victoria,CY,85792,80017,2016
5917040,Esquimalt,DM,17655,16209,2016
5917041,Colwood,CY,16859,16093,2016
5917042,Metchosin,DM,4708,4803,2016
5917044,Langford,CY,35342,29228,2016
5917047,View Royal,T,10408,9381,2016
5917049,Highlands,DM,2225,2120,2016
5917052,Sooke,DM,13001,11435,2016
5917054,Juan de Fuca (Part 1),RDA,4670,4237,2016
5917056,Juan de Fuca (Part 2),RDA,190,229,2016
5917801,Cole Bay 3,IRI,332,322,2016
5917802,Union Bay 4,IRI,94,116,2016
5917803,East Saanich 2,IRI,1689,1709,2016
5917804,South Saanich 1,IRI,822,818,2016
5917805,Galiano Island 9,IRI,0,0,2016
5917809,Becher Bay 1,IRI,129,324,2016
5917811,Esquimalt,IRI,NA,NA,2016
5917812,New Songhees 1A,IRI,1842,1678,2016
5917815,Gordon River 2,IRI,111,96,2016
5917819,T'Sou-ke,IRI,225,219,2016
5919008,North Cowichan,DM,29676,28807,2016
5919012,Duncan,CY,4944,4932,2016
5919013,Cowichan Valley D,RDA,3243,2971,2016
5919015,Cowichan Valley G,RDA,2325,2221,2016
5919016,Lake Cowichan,T,3226,2974,2016
5919017,Cowichan Valley H,RDA,2446,2332,2016
5919021,Ladysmith,T,8537,7921,2016
5919033,Cowichan Valley F,RDA,1629,1649,2016
5919035,Cowichan Valley I,RDA,1206,1111,2016
5919043,Cowichan Valley A,RDA,4733,4393,2016
5919046,Cowichan Valley B,RDA,8558,8127,2016
5919049,Cowichan Valley C,RDA,5019,4796,2016
5919051,Cowichan Valley E,RDA,4121,3854,2016
5919801,Halalt 2,IRI,168,160,2016
5919802,Squaw-hay-one 11,IRI,35,40,2016
5919803,Tsussie 6,IRI,103,88,2016
5919804,Chemainus 13,IRI,735,683,2016
5919808,Kil-pah-las 3,IRI,0,0,2016
5919809,Penelakut Island 7,IRI,452,446,2016
5919811,Shingle Point 4,IRI,0,0,2016
5919812,Cowichan Lake,IRI,21,33,2016
5919814,Malachan 11,IRI,158,162,2016
5919815,Malahat 11,IRI,143,102,2016
5919816,Oyster Bay 12,IRI,77,89,2016
5919817,Portier Pass 5,IRI,0,0,2016
5919818,Theik 2,IRI,36,31,2016
5919820,Est-Patrolas 4,IRI,23,41,2016
5919821,Tzart-Lam 5,IRI,39,32,2016
5919822,Cowichan,IRI,2086,2337,2016
5921007,Nanaimo,CY,90504,83810,2016
5921008,Lantzville,DM,3605,3601,2016
5921010,Nanaimo A,RDA,7058,6908,2016
5921014,Nanaimo B,RDA,4033,4045,2016
5921016,Nanaimo C,RDA,2808,2834,2016
5921018,Parksville,CY,12514,11977,2016
5921023,Qualicum Beach,T,8943,8687,2016
5921030,Nanaimo E,RDA,6125,5674,2016
5921032,Nanaimo F,RDA,7724,7422,2016
5921034,Nanaimo G,RDA,7465,7158,2016
5921036,Nanaimo H,RDA,3884,3509,2016
5921804,Nanaimo Town 1,IRI,360,377,2016
5921805,Nanoose,IRI,230,204,2016
5921806,Qualicum,IRI,74,81,2016
5921807,Nanaimo River,IRI,371,287,2016
5923008,Port Alberni,CY,17678,17743,2016
5923019,Ucluelet,DM,1717,1627,2016
5923025,Tofino,DM,1932,1876,2016
5923033,Alberni-Clayoquot B,RDA,443,456,2016
5923035,Alberni-Clayoquot D,RDA,1616,1701,2016
5923037,Alberni-Clayoquot E,RDA,2754,2885,2016
5923039,Alberni-Clayoquot F,RDA,1935,1916,2016
5923047,Alberni-Clayoquot A,RDA,243,192,2016
5923049,Alberni-Clayoquot C,RDA,677,433,2016
5923801,Ahahswinis 1,IRI,119,160,2016
5923802,Alberni 2,IRI,10,10,2016
5923803,Anacla 12,IRI,82,73,2016
5923804,Clakamucus 2,IRI,0,0,2016
5923805,Elhlateese 2,IRI,5,19,2016
5923806,Hesquiat 1,IRI,5,5,2016
5923807,Ittatsoo 1,IRI,274,240,2016
5923808,Marktosis 15,IRI,622,695,2016
5923809,Numukamis 1,IRI,5,10,2016
5923810,Macoah 1,IRI,19,22,2016
5923813,Opitsat 1,IRI,150,156,2016
5923814,Sachsa 4,IRI,0,0,2016
5923816,Tsahaheh 1,IRI,542,584,2016
5923822,Klehkoot 2,IRI,15,10,2016
5923823,Esowista 3,IRI,94,176,2016
5923824,Refuge Cove 6,IRI,44,72,2016
5923825,Tin Wis 11,IRI,0,0,2016
5924025,Gold River,VL,1212,1267,2016
5924029,Zeballos,VL,107,125,2016
5924030,Tahsis,VL,248,316,2016
5924034,Campbell River,CY,32588,31186,2016
5924039,Sayward,VL,311,317,2016
5924042,Strathcona D (Oyster Bay - Buttle Lake),RDA,4396,4037,2016
5924048,Strathcona A,RDA,764,807,2016
5924052,Strathcona B,RDA,1035,1007,2016
5924054,Strathcona C,RDA,2431,2601,2016
5924803,Ahaminaquus 12,IRI,0,0,2016
5924804,Campbell River 11,IRI,381,424,2016
5924805,Chenahkint 12,IRI,0,0,2016
5924806,Houpsitas 6,IRI,181,182,2016
5924812,Quinsam 12,IRI,294,246,2016
5924813,Village Island 1,IRI,0,0,2016
5924814,Yuquot 1,IRI,5,10,2016
5924817,Cape Mudge 10,IRI,147,143,2016
5924818,Squirrel Cove 8,IRI,0,0,2016
5924820,Tork 7,IRI,64,47,2016
5924833,Oclucje 7,IRI,30,30,2016
5924835,Tsa Xana 18,IRI,187,234,2016
5924836,Ehatis 11,IRI,88,70,2016
5924840,Homalco 9,IRI,202,203,2016
5926005,Comox,T,14028,13627,2016
5926010,Courtenay,CY,25599,24216,2016
5926014,Cumberland,VL,3753,3398,2016
5926021,Comox Valley A,RDA,7213,6735,2016
5926022,Comox Valley B (Lazo North),RDA,7095,6958,2016
5926024,Comox Valley C (Puntledge - Black Creek),RDA,8617,8353,2016
5926801,Comox 1,IRI,222,251,2016
5926802,Pentledge 2,IRI,0,0,2016
5927008,Powell River,CY,13157,13165,2016
5927010,Powell River A,RDA,1105,1008,2016
5927012,Powell River B,RDA,1541,1488,2016
5927016,Powell River C,RDA,2064,2014,2016
5927018,Powell River D,RDA,1076,1053,2016
5927020,Powell River E,RDA,399,426,2016
5927802,Sliammon 1,IRI,707,730,2016
5927806,Sechelt (Part),IGD,21,22,2016
5929005,Gibsons,T,4605,4437,2016
5929011,Sechelt,DM,10216,9291,2016
5929018,Sunshine Coast A,RDA,2624,2678,2016
5929022,Sunshine Coast B,RDA,2726,2675,2016
5929024,Sunshine Coast D,RDA,3421,3244,2016
5929026,Sunshine Coast E,RDA,3664,3482,2016
5929028,Sunshine Coast F,RDA,2043,2015,2016
5929801,Chekwelp 26,IRI,0,0,2016
5929803,Sechelt (Part),IGD,671,797,2016
5931006,Squamish,DM,19512,17158,2016
5931012,Pemberton,VL,2574,2434,2016
5931017,Squamish-Lillooet C,RDA,1663,1739,2016
5931020,Whistler,DM,11854,9824,2016
5931021,Squamish-Lillooet D,RDA,1057,836,2016
5931026,Lillooet,DM,2275,2321,2016
5931032,Squamish-Lillooet A,RDA,187,224,2016
5931034,Squamish-Lillooet B,RDA,363,451,2016
5931801,Cheakamus 11,IRI,57,56,2016
5931802,Kowtain 17,IRI,35,37,2016
5931806,Seaichem 16,IRI,51,53,2016
5931807,Stawamus 24,IRI,107,97,2016
5931808,Waiwakum 14,IRI,160,111,2016
5931809,Yekwaupsum 18,IRI,28,23,2016
5931812,Nesuch 3,IRI,138,110,2016
5931813,Bridge River 1,IRI,241,236,2016
5931814,Cayoosh Creek 1,IRI,66,54,2016
5931815,Chilhil 6,IRI,70,70,2016
5931816,Fountain  1,IRI,111,130,2016
5931817,Fountain  3,IRI,10,10,2016
5931818,Fountain 10,IRI,5,5,2016
5931819,Fountain 11,IRI,0,0,2016
5931820,Fountain 12,IRI,10,15,2016
5931821,Lillooet 1,IRI,243,222,2016
5931822,Fountain Creek 8,IRI,0,5,2016
5931823,McCartney's Flat 4,IRI,26,32,2016
5931824,Seton Lake 5,IRI,0,5,2016
5931826,Necait 6,IRI,20,16,2016
5931827,Nesikep 6,IRI,10,5,2016
5931828,Pashilqua 2,IRI,45,30,2016
5931829,Pavilion 1,IRI,52,51,2016
5931831,Slosh 1,IRI,177,223,2016
5931832,Towinock 2,IRI,5,5,2016
5931833,Mission 5,IRI,23,25,2016
5931842,Fountain 1B,IRI,73,51,2016
5931843,Mount Currie,IRI,1285,1306,2016
5931844,Nequatque,IRI,132,292,2016
5933006,Merritt,CY,7139,7113,2016
5933008,Thompson-Nicola M (Beautiful Nicola Valley - North),RDA,1598,1823,2016
5933012,Thompson-Nicola N (Beautiful Nicola Valley - South),RDA,762,749,2016
5933015,Lytton,VL,249,228,2016
5933019,Ashcroft,VL,1558,1628,2016
5933024,Cache Creek,VL,963,1040,2016
5933028,Clinton,VL,641,636,2016
5933032,Thompson-Nicola E (Bonaparte Plateau),RDA,1094,1072,2016
5933035,Logan Lake,DM,1993,2073,2016
5933037,Thompson-Nicola I (Blue Sky Country),RDA,1262,1256,2016
5933039,Thompson-Nicola J (Copper Desert Country),RDA,1580,1560,2016
5933042,Kamloops,CY,90280,85678,2016
5933044,Thompson-Nicola P (Rivers and the Peaks),RDA,3672,3620,2016
5933045,Sun Peaks Mountain,VL,616,371,2016
5933054,Chase,VL,2286,2495,2016
5933060,Thompson-Nicola L (Grasslands),RDA,2955,3049,2016
5933067,Clearwater,DM,2324,2331,2016
5933068,Thompson-Nicola A (Wells Gray Country),RDA,1493,1536,2016
5933070,Thompson-Nicola B (Thompson Headwaters),RDA,233,283,2016
5933072,Thompson-Nicola O (Lower North Thompson),RDA,1323,1335,2016
5933074,Barriere,DM,1713,1773,2016
5933801,Coldwater 1,IRI,318,349,2016
5933802,Douglas Lake 3,IRI,149,158,2016
5933803,Hamilton Creek 2,IRI,0,0,2016
5933805,Joeyaska 2,IRI,42,44,2016
5933806,Nicola Lake 1,IRI,123,144,2016
5933807,Nicola Mameet 1,IRI,532,603,2016
5933808,Nooaitch 10,IRI,142,127,2016
5933809,Paul's Basin 2,IRI,25,36,2016
5933810,Chuchhraischin,IRI,0,0,2016
5933811,Zoht 4,IRI,25,25,2016
5933812,Bonaparte 3,IRI,121,138,2016
5933813,Halhalaeden,IRI,5,5,2016
5933814,Canoe Creek 1,IRI,60,97,2016
5933817,Skeetchestn,IRI,293,253,2016
5933819,High Bar 1,IRI,0,5,2016
5933821,Canoe Creek 2,IRI,34,0,2016
5933823,Kitzowit 20,IRI,16,20,2016
5933824,Skuppah 2A,IRI,0,0,2016
5933825,Inklyuhkinatko 2,IRI,30,41,2016
5933828,Basque 18,IRI,0,5,2016
5933829,Klahkamich 17,IRI,32,52,2016
5933831,Kleetlekut 22,IRI,10,5,2016
5933832,Klickkumcheen 18,IRI,80,87,2016
5933833,Inkluckcheen,IRI,141,199,2016
5933834,Kumcheen 1,IRI,41,39,2016
5933836,Lower Hat Creek 2,IRI,25,54,2016
5933837,Peq-Paq 22,IRI,0,0,2016
5933839,Lytton 4A,IRI,0,0,2016
5933840,Lytton 4E,IRI,5,5,2016
5933841,Lytton 9A,IRI,5,5,2016
5933842,Lytton 9B,IRI,0,0,2016
5933844,Ashcroft 4,IRI,68,76,2016
5933845,105 Mile Post 2,IRI,10,21,2016
5933846,Oregon Jack Creek 5,IRI,0,5,2016
5933848,Nickel Palm 4,IRI,5,10,2016
5933849,Siska Flat,IRI,90,106,2016
5933850,Nickeyeah 25,IRI,10,16,2016
5933851,Nicomen 1,IRI,63,64,2016
5933852,Nohomeen 23,IRI,5,5,2016
5933853,Nuuautin 2,IRI,139,128,2016
5933854,Paska Island 3,IRI,5,0,2016
5933855,Papyum 27,IRI,20,29,2016
5933857,Pemynoos 9,IRI,0,0,2016
5933858,Seah 5,IRI,10,20,2016
5933859,Shackan 11,IRI,64,55,2016
5933861,Kloklowuck 7,IRI,5,5,2016
5933865,Skuppah 4,IRI,5,5,2016
5933866,Skwayaynope 26,IRI,10,5,2016
5933868,Spintlum Flat 3,IRI,10,5,2016
5933870,Nkaih 10,IRI,0,0,2016
5933872,Marble Canyon 3,IRI,84,68,2016
5933873,Stryen 9,IRI,71,75,2016
5933874,Tsaukan 12,IRI,0,0,2016
5933875,Upper Hat Creek 1,IRI,25,29,2016
5933876,Upper Nepa 6,IRI,15,10,2016
5933877,Whispering Pines 4,IRI,59,60,2016
5933878,Yawaucht 11,IRI,5,10,2016
5933879,Zacht 5,IRI,5,25,2016
5933880,Kamloops 1,IRI,3021,2577,2016
5933881,Spences Bridge,IRI,5,0,2016
5933882,Kanaka Bar,IRI,71,15,2016
5933884,Sahhaltkum 4,IRI,304,320,2016
5933886,Nekalliston 2,IRI,0,0,2016
5933887,North Thompson 1,IRI,218,252,2016
5933888,Louis Creek 4,IRI,10,15,2016
5933889,Squaam 2,IRI,10,10,2016
5933895,Shawniken 4B,IRI,16,15,2016
5933896,Nekliptum  1,IRI,0,53,2016
5933897,Boothroyd 8A (Part),IRI,0,0,2016
5933898,Neskonlith,IRI,237,237,2016
5935010,Kelowna,CY,127380,117312,2016
5935012,Central Okanagan,RDA,3824,3795,2016
5935016,Lake Country,DM,12922,11708,2016
5935018,Peachland,DM,5428,5200,2016
5935020,Central Okanagan J,RDA,1981,1947,2016
5935029,West Kelowna,DM,32655,30902,2016
5935801,Duck Lake 7,IRI,1664,1917,2016
5935802,Tsinstikeptum  9,IRI,7612,5872,2016
5935803,Tsinstikeptum 10,IRI,1416,1186,2016
5937005,Lumby,VL,1833,1731,2016
5937010,Coldstream,DM,10648,10314,2016
5937014,Vernon,CY,40116,38180,2016
5937017,North Okanagan B,RDA,3203,3041,2016
5937021,North Okanagan C,RDA,3870,3847,2016
5937022,North Okanagan D,RDA,2672,2848,2016
5937023,North Okanagan E,RDA,1010,939,2016
5937024,Spallumcheen,DM,5106,5040,2016
5937028,Armstrong,CY,5114,4830,2016
5937033,Enderby,CY,2964,2932,2016
5937041,North Okanagan F,RDA,4000,3938,2016
5937801,Okanagan (Part) 1,IRI,2869,2604,2016
5937802,Enderby 2,IRI,316,390,2016
5937803,Priest's Valley 6,IRI,628,598,2016
5937805,Harris 3,IRI,5,5,2016
5939007,Golden,T,3708,3701,2016
5939011,Columbia-Shuswap A,RDA,3148,3065,2016
5939019,Revelstoke,CY,7547,7139,2016
5939023,Columbia-Shuswap B,RDA,598,552,2016
5939032,Salmon Arm,CY,17706,17464,2016
5939037,Columbia-Shuswap C,RDA,7921,7662,2016
5939039,Columbia-Shuswap D,RDA,4044,4047,2016
5939043,Columbia-Shuswap E,RDA,1185,1335,2016
5939044,Columbia-Shuswap F,RDA,2454,2368,2016
5939045,Sicamous,DM,2429,2441,2016
5939801,Chum Creek 2,IRI,41,51,2016
5939802,Hustalen 1,IRI,31,26,2016
5939803,North Bay 5,IRI,51,75,2016
5939804,Okanagan (Part) 1,IRI,75,69,2016
5939805,Quaaout 1,IRI,171,234,2016
5939806,Salmon River 1,IRI,39,45,2016
5939807,Scotch Creek 4,IRI,20,19,2016
5939808,Switsemalph 3,IRI,71,90,2016
5939811,Switsemalph,IRI,127,129,2016
5941005,One Hundred Mile House,DM,1980,1886,2016
5941009,Williams Lake,CY,10753,10832,2016
5941010,Cariboo D,RDA,2929,2988,2016
5941012,Cariboo E,RDA,4064,4129,2016
5941013,Quesnel,CY,9879,10007,2016
5941014,Cariboo F,RDA,4554,4564,2016
5941015,Cariboo G,RDA,5156,4955,2016
5941016,Cariboo H,RDA,1784,1569,2016
5941017,Cariboo L,RDA,4204,4177,2016
5941019,Cariboo A,RDA,6265,6250,2016
5941021,Cariboo B,RDA,3842,4006,2016
5941025,Wells,DM,217,245,2016
5941026,Cariboo C,RDA,1225,1225,2016
5941027,Cariboo I,RDA,1440,1511,2016
5941039,Cariboo J,RDA,642,600,2016
5941041,Cariboo K,RDA,398,494,2016
5941801,Alkali Lake 1,IRI,328,353,2016
5941802,Canim Lake 1,IRI,228,224,2016
5941803,Canim Lake 4,IRI,0,0,2016
5941804,Canoe Creek 3,IRI,0,0,2016
5941805,Deep Creek 2,IRI,91,111,2016
5941806,Dog Creek 1,IRI,79,80,2016
5941807,Dog Creek 2,IRI,20,30,2016
5941808,Lohbiee 3,IRI,91,118,2016
5941809,Quesnel 1,IRI,102,73,2016
5941810,Soda Creek 1,IRI,59,33,2016
5941811,Johny Sticks 2,IRI,10,20,2016
5941812,Williams Lake 1,IRI,191,227,2016
5941813,Canim Lake 2,IRI,5,5,2016
