"dir","shp","data_type","dupes","domain","category","layer"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_eco_set_inverts_complete/MarxanData_Inverts","BCMCA_ECO_Inverts_Sponge_DFOobervers_MARXAN.shp","marxan",FALSE,"eco","inverts","dfoobervers"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_eco_set_inverts_complete/MarxanData_Inverts","BCMCA_ECO_Inverts_Sponge_DFOsurveys_MARXAN.shp","marxan",FALSE,"eco","inverts","dfosurveys"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_eco_set_inverts_complete/MarxanData_Inverts","BCMCA_ECO_Inverts_SpongeReefs_MARXAN.shp","marxan",FALSE,"eco","inverts","spongereefs"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_eco_set_mammals_complete/FeatureData_Mammals","BCMCA_ECO_Mammals_CaliforniaSeaLionHaulouts_PlyData.shp","poly_feature",TRUE,"eco","mammals","californiasealionhaulouts"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_eco_set_mammals_complete/FeatureData_Mammals","BCMCA_ECO_Mammals_CaliforniaSeaLionHaulouts_PtDATA.shp","pt_feature",TRUE,"eco","mammals","californiasealionhaulouts"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_eco_set_mammals_complete/FeatureData_Mammals","BCMCA_ECO_Mammals_Chlorophyll_DATA.shp","feature",TRUE,"eco","mammals","chlorophyll"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_eco_set_mammals_complete/FeatureData_Mammals","BCMCA_ECO_Mammals_HarbourSealHaulouts_DATA.shp","feature",TRUE,"eco","mammals","harboursealhaulouts"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_eco_set_mammals_complete/FeatureData_Mammals","BCMCA_ECO_Mammals_StellerSeaLionHaulouts_PlyData.shp","poly_feature",TRUE,"eco","mammals","stellersealionhaulouts"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_eco_set_mammals_complete/FeatureData_Mammals","BCMCA_ECO_Mammals_StellerSeaLionHaulouts_PtDATA.shp","pt_feature",TRUE,"eco","mammals","stellersealionhaulouts"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_eco_set_mammals_complete/FeatureData_Mammals","BCMCA_ECO_Mammals_StellerSeaLionRookeries_PlyData.shp","poly_feature",TRUE,"eco","mammals","stellersealionrookeries"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_eco_set_mammals_complete/FeatureData_Mammals","BCMCA_ECO_Mammals_StellerSeaLionRookeries_PtDATA.shp","pt_feature",TRUE,"eco","mammals","stellersealionrookeries"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_eco_set_physical_complete/FeatureData_Physical","BCMCA_ECO_Physical_BenthicClasses_DATA.shp","feature",TRUE,"eco","physical","benthicclasses"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_eco_set_physical_complete/FeatureData_Physical","BCMCA_ECO_Physical_Ecosections_Data.shp","feature",TRUE,"eco","physical","ecosections"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_eco_set_physical_complete/FeatureData_Physical","BCMCA_ECO_Physical_HighRugosity_DATA.shp","feature",TRUE,"eco","physical","highrugosity"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_eco_set_physical_complete/FeatureData_Physical","BCMCA_ECO_Physical_highTidalCurrent_Data.shp","feature",FALSE,"eco","physical","hightidalcurrent"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_eco_set_physical_complete/FeatureData_Physical","BCMCA_ECO_Physical_HydothermalVents_DATA.shp","feature",FALSE,"eco","physical","hydothermalvents"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_eco_set_physical_complete/FeatureData_Physical","BCMCA_ECO_Physical_Seamounts_DATA.shp","feature",TRUE,"eco","physical","seamounts"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_eco_set_physical_complete/FeatureData_Physical","dfo_endeavour_vent_zones.shp",NA,FALSE,NA,NA,"dfo_endeavour_vent_zones"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_eco_set_physical_complete/FeatureData_Physical","foreman_rms_tidal_albA.shp",NA,FALSE,NA,NA,"foreman_rms_tidal_alba"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_eco_set_physical_complete/FeatureData_Physical","PacificCoastUpperOceanSubRegionsApril2013.shp",NA,FALSE,NA,NA,"pacificcoastupperoceansubregionsapril2013"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_eco_set_physical_complete/MarxanData_Physical","BCMCA_ECO_Physical_CoastalClasses_MARXAN.shp","marxan",FALSE,"eco","physical","coastalclasses"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_eco_set_physical_complete/MarxanData_Physical","BCMCA_ECO_Physical_Exposure_MARXAN.shp","marxan",FALSE,"eco","physical","exposure"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_eco_set_physical_complete/MarxanData_Physical","BCMCA_ECO_Physical_HydrothermalVents_MARXAN.shp","marxan",FALSE,"eco","physical","hydrothermalvents"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_eco_set_plants_complete/FeatureData_Plants/Algae","BCMCA_ECO_Algae_Eisenia_arborea_Data.shp","feature",TRUE,"eco","algae","arborea"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_eco_set_plants_complete/FeatureData_Plants/Algae","BCMCA_ECO_Algae_Lithothrix_aspergillum_Data.shp","feature",FALSE,"eco","algae","aspergillum"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_eco_set_plants_complete/FeatureData_Plants/Algae","BCMCA_ECO_Algae_Postelsia_palmaeformis_Data.shp","feature",FALSE,"eco","algae","palmaeformis"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_eco_set_plants_complete/FeatureData_Plants/Algae","BCMCA_ECO_Algae_Pterygophora_californica_Data.shp","feature",FALSE,"eco","algae","californica"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_eco_set_plants_complete/FeatureData_Plants/Algae","BCMCA_ECO_Algae_Rhodolith_spp_Data.shp","feature",TRUE,"eco","algae","spp"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_eco_set_plants_complete/FeatureData_Plants/Algae","bcmca_eco_algae_stephanocystis_geminata_data.shp","feature",FALSE,"eco","algae","geminata"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_eco_set_plants_complete/FeatureData_Plants/Kelp","BCMCA_ECO_Kelp_GiantKelp_Polygons_DATA.shp","feature",TRUE,"eco","kelp","polygons"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_eco_set_plants_complete/FeatureData_Plants/VascularPlants","BCMCA_ECO_VascPlants_DuneVegetation_DATA.shp","feature",TRUE,"eco","vascplants","dunevegetation"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_eco_set_plants_complete/FeatureData_Plants/VascularPlants","BCMCA_ECO_VascPlants_Eelgrass_Polygons_DATA.shp","feature",FALSE,"eco","vascplants","polygons"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_eco_set_plants_complete/FeatureData_Plants/VascularPlants","BCMCA_ECO_VascPlants_PriorityEelgrassHabitat_DATA.shp","feature",TRUE,"eco","vascplants","priorityeelgrasshabitat"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_eco_set_plants_complete/MarxanData_Plants/Algae","BCMCA_ECO_Algae_BoulderCobbleFloor_MARXAN.shp","marxan",FALSE,"eco","algae","bouldercobblefloor"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_eco_set_plants_complete/MarxanData_Plants/Algae","BCMCA_ECO_Algae_Cystoseira_MARXAN.shp","marxan",FALSE,"eco","algae","cystoseira"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_eco_set_plants_complete/MarxanData_Plants/Algae","BCMCA_ECO_Algae_Lithothrix_spp_MARXAN.shp","marxan",FALSE,"eco","algae","spp"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_eco_set_plants_complete/MarxanData_Plants/Algae","BCMCA_ECO_Algae_MudflatsEstuarine_MARXAN.shp","marxan",FALSE,"eco","algae","mudflatsestuarine"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_eco_set_plants_complete/MarxanData_Plants/Algae","BCMCA_ECO_Algae_Postelsia_spp_MARXAN.shp","marxan",FALSE,"eco","algae","spp"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_eco_set_plants_complete/MarxanData_Plants/Algae","BCMCA_ECO_Algae_Pterygophora_spp_MARXAN.shp","marxan",FALSE,"eco","algae","spp"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_eco_set_plants_complete/MarxanData_Plants/Algae","BCMCA_ECO_Algae_RockyIntertidalExposed_MARXAN.shp","marxan",FALSE,"eco","algae","rockyintertidalexposed"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_eco_set_plants_complete/MarxanData_Plants/Algae","BCMCA_ECO_Algae_RockyIntertidalSemiExposed_MARXAN.shp","marxan",FALSE,"eco","algae","rockyintertidalsemiexposed"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_eco_set_plants_complete/MarxanData_Plants/Algae","BCMCA_ECO_Algae_RockyIntertidalSheltered_MARXAN.shp","marxan",FALSE,"eco","algae","rockyintertidalsheltered"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_eco_set_plants_complete/MarxanData_Plants/Kelp","BCMCA_ECO_Kelp_BullKelp_Bioband_MARXAN.shp","marxan",FALSE,"eco","kelp","bioband"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_eco_set_plants_complete/MarxanData_Plants/Kelp","BCMCA_ECO_Kelp_BullKelp_Polygons_MARXAN.shp","marxan",FALSE,"eco","kelp","polygons"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_eco_set_plants_complete/MarxanData_Plants/Kelp","BCMCA_ECO_Kelp_GiantKelp_Bioband_MARXAN.shp","marxan",FALSE,"eco","kelp","bioband"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_eco_set_plants_complete/MarxanData_Plants/Kelp","BCMCA_ECO_Kelp_GiantPerrenialKelp_MARXAN.shp","marxan",FALSE,"eco","kelp","giantperrenialkelp"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_eco_set_plants_complete/MarxanData_Plants/VascularPlants","BCMCA_ECO_VascPlants_Eelgrass_Bioband_MARXAN.shp","marxan",FALSE,"eco","vascplants","bioband"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_eco_set_plants_complete/MarxanData_Plants/VascularPlants","BCMCA_ECO_VascPlants_EelgrassPolygons_MARXAN.shp","marxan",FALSE,"eco","vascplants","eelgrasspolygons"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_eco_set_plants_complete/MarxanData_Plants/VascularPlants","BCMCA_ECO_VascPlants_SaltMarsh_Bioband_MARXAN.shp","marxan",FALSE,"eco","vascplants","bioband"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_eco_set_plants_complete/MarxanData_Plants/VascularPlants","BCMCA_ECO_VascPlants_Surfgrass_Bioband_MARXAN.shp","marxan",FALSE,"eco","vascplants","bioband"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_eco_set_seabirds_complete/FeatureData_Seabirds","BCMCA_ECO_Birds_MarineBirdSurveyEffort_DATA.shp","feature",FALSE,"eco","birds","marinebirdsurveyeffort"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_eco_set_seabirds_complete/FeatureData_Seabirds","BCMCA_ECO_Birds_SemiPalmatedPloverNests_ptData.shp","pt_feature",FALSE,"eco","birds","semipalmatedplovernests"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_hu_set_commercialfish_complete/FeatureData_commercialFish","BCMCA_hu_CommercialFish_Crab_data.shp","feature",TRUE,"hu","commercialfish","crab"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_hu_set_commercialfish_complete/FeatureData_commercialFish","BCMCA_hu_CommercialFish_Geoduck_data.shp","feature",TRUE,"hu","commercialfish","geoduck"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_hu_set_commercialfish_complete/FeatureData_commercialFish","BCMCA_hu_CommercialFish_GreenSeaUrchin_data.shp","feature",TRUE,"hu","commercialfish","greenseaurchin"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_hu_set_commercialfish_complete/FeatureData_commercialFish","BCMCA_hu_CommercialFish_GroundfishTrawl_data.shp","feature",TRUE,"hu","commercialfish","groundfishtrawl"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_hu_set_commercialfish_complete/FeatureData_commercialFish","BCMCA_hu_CommercialFish_Halibut_data.shp","feature",TRUE,"hu","commercialfish","halibut"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_hu_set_commercialfish_complete/FeatureData_commercialFish","BCMCA_hu_CommercialFish_HerringRoe_Gillnet_Data.shp","feature",TRUE,"hu","commercialfish","gillnet"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_hu_set_commercialfish_complete/FeatureData_commercialFish","BCMCA_hu_CommercialFish_HerringRoe_Seine_Data.shp","feature",TRUE,"hu","commercialfish","seine"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_hu_set_commercialfish_complete/FeatureData_commercialFish","BCMCA_hu_CommercialFish_HumpbackShrimp_data.shp","feature",TRUE,"hu","commercialfish","humpbackshrimp"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_hu_set_commercialfish_complete/FeatureData_commercialFish","BCMCA_hu_CommercialFish_Krill_data.shp","feature",TRUE,"hu","commercialfish","krill"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_hu_set_commercialfish_complete/FeatureData_commercialFish","BCMCA_hu_CommercialFish_PinkShrimp_data.shp","feature",TRUE,"hu","commercialfish","pinkshrimp"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_hu_set_commercialfish_complete/FeatureData_commercialFish","BCMCA_hu_CommercialFish_Prawn_data.shp","feature",TRUE,"hu","commercialfish","prawn"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_hu_set_commercialfish_complete/FeatureData_commercialFish","BCMCA_hu_CommercialFish_RedSeaUrchin_data.shp","feature",TRUE,"hu","commercialfish","redseaurchin"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_hu_set_commercialfish_complete/FeatureData_commercialFish","BCMCA_hu_CommercialFish_rockfishZN_data.shp","feature",TRUE,"hu","commercialfish","rockfishzn"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_hu_set_commercialfish_complete/FeatureData_commercialFish","BCMCA_hu_CommercialFish_Sablefish_Longline_data.shp","feature",TRUE,"hu","commercialfish","longline"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_hu_set_commercialfish_complete/FeatureData_commercialFish","BCMCA_hu_CommercialFish_Sablefish_Trap_data.shp","feature",TRUE,"hu","commercialfish","trap"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_hu_set_commercialfish_complete/FeatureData_commercialFish","bcmca_hu_commercialFish_Sardines_Catch_data.shp","feature",FALSE,"hu","commercialfish","catch"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_hu_set_commercialfish_complete/FeatureData_commercialFish","BCMCA_hu_CommercialFish_Schedule2_data.shp","feature",TRUE,"hu","commercialfish","schedule2"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_hu_set_commercialfish_complete/FeatureData_commercialFish","BCMCA_hu_CommercialFish_SeaCucumber_data.shp","feature",TRUE,"hu","commercialfish","seacucumber"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_hu_set_commercialfish_complete/FeatureData_commercialFish","BCMCA_hu_CommercialFish_ShrimpTrawl_data.shp","feature",TRUE,"hu","commercialfish","shrimptrawl"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_hu_set_commercialfish_complete/FeatureData_commercialFish","BCMCA_hu_CommercialFish_SidestripeShrimp_data.shp","feature",TRUE,"hu","commercialfish","sidestripeshrimp"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_hu_set_commercialfish_complete/FeatureData_commercialFish","bcmca_hu_commercialFisheries_Sardines_Presence.shp",NA,FALSE,"hu","commercialfisheries","presence"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_hu_set_commercialfish_complete/MarxanData_commercialFish","BCMCA_hu_CommercialFish_sardine_marxan_data.shp","feature",FALSE,"hu","commercialfish","sardine"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_hu_set_oceanenergy_complete/FeatureData_oceanEnergy","bcmca_hu_oceanenergy_offshorepetroleumtenures_exploratorywells_data.shp","feature",TRUE,"hu","oceanenergy","exploratorywells"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_hu_set_oceanenergy_complete/FeatureData_oceanEnergy","bcmca_hu_oceanenergy_offshorepetroleumtenures_federal_data.shp","feature",TRUE,"hu","oceanenergy","federal"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_hu_set_oceanenergy_complete/FeatureData_oceanEnergy","bcmca_hu_oceanenergy_offshorepetroleumtenures_provincial_data.shp","feature",TRUE,"hu","oceanenergy","provincial"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_hu_set_oceanenergy_complete/FeatureData_oceanEnergy","bcmca_hu_oceanenergy_oilandgasprospectivity_data.shp","feature",TRUE,"hu","oceanenergy","oilandgasprospectivity"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_hu_set_oceanenergy_complete/FeatureData_oceanEnergy","bcmca_hu_oceanenergy_tidalcurrentpower_data.shp","feature",FALSE,"hu","oceanenergy","tidalcurrentpower"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_hu_set_oceanenergy_complete/FeatureData_oceanEnergy","bcmca_hu_oceanenergy_TidalEnergyAreas_data.shp","feature",TRUE,"hu","oceanenergy","tidalenergyareas"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_hu_set_oceanenergy_complete/FeatureData_oceanEnergy","bcmca_hu_oceanenergy_WaveEnergyAreas_data.shp","feature",TRUE,"hu","oceanenergy","waveenergyareas"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_hu_set_oceanenergy_complete/FeatureData_oceanEnergy","bcmca_hu_oceanenergy_windenergy_data.shp","feature",TRUE,"hu","oceanenergy","windenergy"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_hu_set_shippingtrans_complete/FeatureData_shippingTransportation","bcmca_hu_shippingtrans_FerryRoutes_data.shp","feature",TRUE,"hu","shippingtrans","ferryroutes"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_hu_set_shippingtrans_complete/FeatureData_shippingTransportation","bcmca_hu_shippingtrans_pilotageareas_data.shp","feature",FALSE,"hu","shippingtrans","pilotageareas"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_hu_set_shippingtrans_complete/FeatureData_shippingTransportation","bcmca_hu_shippingtrans_tankerexclusionzone_data.shp","feature",FALSE,"hu","shippingtrans","tankerexclusionzone"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_hu_set_shippingtrans_complete/FeatureData_shippingTransportation","bcmca_hu_shippingtrans_TowBoatReserves_data.shp","feature",TRUE,"hu","shippingtrans","towboatreserves"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_hu_set_shippingtrans_complete/FeatureData_shippingTransportation","BCMCA_HU_ShippingTrans_VesselTraffic_Data.shp","feature",FALSE,"hu","shippingtrans","vesseltraffic"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_hu_set_sportfish_complete/FeatureData_sportFish","bcmca_hu_sportfish_anadromous_data.shp","feature",TRUE,"hu","sportfish","anadromous"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_hu_set_sportfish_complete/FeatureData_sportFish","bcmca_hu_sportfish_crab_data.shp","feature",TRUE,"hu","sportfish","crab"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_hu_set_sportfish_complete/FeatureData_sportFish","bcmca_hu_sportfish_groundfish_data.shp","feature",TRUE,"hu","sportfish","groundfish"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_hu_set_sportfish_complete/FeatureData_sportFish","bcmca_hu_sportfish_prawnandshrimp_data.shp","feature",TRUE,"hu","sportfish","prawnandshrimp"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_hu_set_tourismrec_complete/FeatureData_tourismRecreation","bcmca_hu_tourismrec_anchorages_data.shp","feature",TRUE,"hu","tourismrec","anchorages"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_hu_set_tourismrec_complete/FeatureData_tourismRecreation","bcmca_hu_tourismrec_coastalcampsites_data.shp","feature",TRUE,"hu","tourismrec","coastalcampsites"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_hu_set_tourismrec_complete/FeatureData_tourismRecreation","bcmca_hu_tourismrec_divesites_data.shp","feature",TRUE,"hu","tourismrec","divesites"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_hu_set_tourismrec_complete/FeatureData_tourismRecreation","bcmca_hu_tourismrec_kayakroutes_data.shp","feature",TRUE,"hu","tourismrec","kayakroutes"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_hu_set_tourismrec_complete/FeatureData_tourismRecreation","bcmca_hu_tourismrec_marinas_data.shp","feature",TRUE,"hu","tourismrec","marinas"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_hu_set_tourismrec_complete/FeatureData_tourismRecreation","bcmca_hu_tourismrec_recreationalboatingroutes_data.shp","feature",TRUE,"hu","tourismrec","recreationalboatingroutes"
