"country","commodity","year","tonnes","product"
"Albania","Other seaweeds and aquatic plants and products thereof",1986,,"seaweeds"
"Albania","Other seaweeds and aquatic plants and products thereof",1987,,"seaweeds"
"Albania","Other seaweeds and aquatic plants and products thereof",1988,,"seaweeds"
"Albania","Other seaweeds and aquatic plants and products thereof",1989,,"seaweeds"
"Albania","Other seaweeds and aquatic plants and products thereof",1990,,"seaweeds"
"Albania","Other seaweeds and aquatic plants and products thereof",1991,,"seaweeds"
"Albania","Other seaweeds and aquatic plants and products thereof",1992,,"seaweeds"
"Albania","Other seaweeds and aquatic plants and products thereof",1993,,"seaweeds"
"Albania","Other seaweeds and aquatic plants and products thereof",1994,,"seaweeds"
"Albania","Other seaweeds and aquatic plants and products thereof",1995,,"seaweeds"
"Albania","Other seaweeds and aquatic plants and products thereof",1996,,"seaweeds"
"Albania","Other seaweeds and aquatic plants and products thereof",1997,,"seaweeds"
"Albania","Other seaweeds and aquatic plants and products thereof",1998,,"seaweeds"
"Albania","Other seaweeds and aquatic plants and products thereof",1999,,"seaweeds"
"Albania","Other seaweeds and aquatic plants and products thereof",2000,,"seaweeds"
"Albania","Other seaweeds and aquatic plants and products thereof",2001,,"seaweeds"
"Albania","Other seaweeds and aquatic plants and products thereof",2002,,"seaweeds"
"Albania","Other seaweeds and aquatic plants and products thereof",2003,,"seaweeds"
"Albania","Other seaweeds and aquatic plants and products thereof",2004,,"seaweeds"
"Albania","Other seaweeds and aquatic plants and products thereof",2005,,"seaweeds"
"Albania","Other seaweeds and aquatic plants and products thereof",2006,,"seaweeds"
"Albania","Other seaweeds and aquatic plants and products thereof",2007,,"seaweeds"
"Albania","Other seaweeds and aquatic plants and products thereof",2008,,"seaweeds"
"Albania","Other seaweeds and aquatic plants and products thereof",2009,,"seaweeds"
"Albania","Other seaweeds and aquatic plants and products thereof",2010,,"seaweeds"
"Algeria","Fish liver oils, nei",2004,0.1,"fish_oil"
"Algeria","Fish liver oils, nei",2005,0,"fish_oil"
"Algeria","Fish liver oils, nei",2006,0,"fish_oil"
"Algeria","Fish liver oils, nei",2007,0,"fish_oil"
"Algeria","Fish liver oils, nei",2008,0,"fish_oil"
"Algeria","Fish liver oils, nei",2009,0,"fish_oil"
"Algeria","Fish liver oils, nei",2010,0,"fish_oil"
"Algeria","Fish liver oils, nei",2011,0,"fish_oil"
"Algeria","Fish liver oils, nei",1976,,"fish_oil"
"Algeria","Fish liver oils, nei",1977,,"fish_oil"
"Algeria","Fish liver oils, nei",1978,,"fish_oil"
"Algeria","Fish liver oils, nei",1979,,"fish_oil"
"Algeria","Fish liver oils, nei",1980,,"fish_oil"
"Algeria","Fish liver oils, nei",1981,,"fish_oil"
"Algeria","Fish liver oils, nei",1982,,"fish_oil"
"Algeria","Fish liver oils, nei",1983,,"fish_oil"
"Algeria","Fish liver oils, nei",1984,,"fish_oil"
"Algeria","Fish liver oils, nei",1985,,"fish_oil"
"Algeria","Fish liver oils, nei",1986,,"fish_oil"
"Algeria","Fish liver oils, nei",1987,,"fish_oil"
"Algeria","Fish liver oils, nei",1988,,"fish_oil"
"Algeria","Fish liver oils, nei",1989,,"fish_oil"
"Algeria","Fish liver oils, nei",1990,,"fish_oil"
"Algeria","Fish liver oils, nei",1991,,"fish_oil"
"Algeria","Fish liver oils, nei",1992,,"fish_oil"
"Algeria","Fish liver oils, nei",1993,,"fish_oil"
"Algeria","Fish liver oils, nei",1994,,"fish_oil"
"Algeria","Fish liver oils, nei",1995,,"fish_oil"
"Algeria","Fish liver oils, nei",1996,,"fish_oil"
"Algeria","Fish liver oils, nei",1997,,"fish_oil"
"Algeria","Fish liver oils, nei",1998,,"fish_oil"
"Algeria","Fish liver oils, nei",1999,,"fish_oil"
"Algeria","Fish liver oils, nei",2000,,"fish_oil"
"Algeria","Fish liver oils, nei",2001,,"fish_oil"
"Algeria","Fish liver oils, nei",2002,,"fish_oil"
"Algeria","Fish liver oils, nei",2003,,"fish_oil"
"Algeria","Ornamental fish nei",2001,0.1,"ornamentals"
"Algeria","Ornamental fish nei",2002,0.1,"ornamentals"
"Algeria","Ornamental fish nei",2003,1,"ornamentals"
"Algeria","Ornamental fish nei",2004,1,"ornamentals"
"Algeria","Ornamental fish nei",2005,1,"ornamentals"
"Algeria","Ornamental fish nei",2006,0.1,"ornamentals"
"Algeria","Ornamental fish nei",2007,0.1,"ornamentals"
"Algeria","Ornamental fish nei",2008,0,"ornamentals"
"Algeria","Ornamental fish nei",2009,0,"ornamentals"
"Algeria","Ornamental fish nei",2010,0,"ornamentals"
"Algeria","Ornamental fish nei",2011,0,"ornamentals"
"Algeria","Ornamental fish nei",1976,,"ornamentals"
"Algeria","Ornamental fish nei",1977,,"ornamentals"
"Algeria","Ornamental fish nei",1978,,"ornamentals"
"Algeria","Ornamental fish nei",1979,,"ornamentals"
"Algeria","Ornamental fish nei",1980,,"ornamentals"
"Algeria","Ornamental fish nei",1981,,"ornamentals"
"Algeria","Ornamental fish nei",1982,,"ornamentals"
"Algeria","Ornamental fish nei",1983,,"ornamentals"
"Algeria","Ornamental fish nei",1984,,"ornamentals"
"Algeria","Ornamental fish nei",1985,,"ornamentals"
"Algeria","Ornamental fish nei",1986,,"ornamentals"
"Algeria","Ornamental fish nei",1987,,"ornamentals"
"Algeria","Ornamental fish nei",1988,,"ornamentals"
"Algeria","Ornamental fish nei",1989,,"ornamentals"
"Algeria","Ornamental fish nei",1990,,"ornamentals"
"Algeria","Ornamental fish nei",1991,,"ornamentals"
"Algeria","Ornamental fish nei",1992,,"ornamentals"
"Algeria","Ornamental fish nei",1993,,"ornamentals"
"Algeria","Ornamental fish nei",1994,,"ornamentals"
"Algeria","Ornamental fish nei",1995,,"ornamentals"
"Algeria","Ornamental fish nei",1996,,"ornamentals"
"Algeria","Ornamental fish nei",1997,,"ornamentals"
"Algeria","Ornamental fish nei",1998,,"ornamentals"
"Algeria","Ornamental fish nei",1999,,"ornamentals"
"Algeria","Ornamental fish nei",2000,,"ornamentals"
"Algeria","Other seaweeds and aquatic plants and products thereof",1996,36,"seaweeds"
"Algeria","Other seaweeds and aquatic plants and products thereof",1997,0,"seaweeds"
"Algeria","Other seaweeds and aquatic plants and products thereof",1998,0,"seaweeds"
"Algeria","Other seaweeds and aquatic plants and products thereof",1999,0,"seaweeds"
"Algeria","Other seaweeds and aquatic plants and products thereof",2000,0,"seaweeds"
"Algeria","Other seaweeds and aquatic plants and products thereof",2001,0,"seaweeds"
"Algeria","Other seaweeds and aquatic plants and products thereof",2002,0,"seaweeds"
"Algeria","Other seaweeds and aquatic plants and products thereof",2003,0,"seaweeds"
"Algeria","Other seaweeds and aquatic plants and products thereof",2004,0,"seaweeds"
"Algeria","Other seaweeds and aquatic plants and products thereof",2005,0,"seaweeds"
"Algeria","Other seaweeds and aquatic plants and products thereof",2006,0,"seaweeds"
"Algeria","Other seaweeds and aquatic plants and products thereof",2007,0,"seaweeds"
"Algeria","Other seaweeds and aquatic plants and products thereof",2008,0,"seaweeds"
"Algeria","Other seaweeds and aquatic plants and products thereof",2009,0,"seaweeds"
"Algeria","Other seaweeds and aquatic plants and products thereof",2010,0,"seaweeds"
"Algeria","Other seaweeds and aquatic plants and products thereof",2011,0,"seaweeds"
"Algeria","Other seaweeds and aquatic plants and products thereof",1976,,"seaweeds"
"Algeria","Other seaweeds and aquatic plants and products thereof",1977,,"seaweeds"
"Algeria","Other seaweeds and aquatic plants and products thereof",1978,,"seaweeds"
"Algeria","Other seaweeds and aquatic plants and products thereof",1979,,"seaweeds"
"Algeria","Other seaweeds and aquatic plants and products thereof",1980,,"seaweeds"
"Algeria","Other seaweeds and aquatic plants and products thereof",1981,,"seaweeds"
"Algeria","Other seaweeds and aquatic plants and products thereof",1982,,"seaweeds"
"Algeria","Other seaweeds and aquatic plants and products thereof",1983,,"seaweeds"
"Algeria","Other seaweeds and aquatic plants and products thereof",1984,,"seaweeds"
"Algeria","Other seaweeds and aquatic plants and products thereof",1985,,"seaweeds"
"Algeria","Other seaweeds and aquatic plants and products thereof",1986,,"seaweeds"
"Algeria","Other seaweeds and aquatic plants and products thereof",1987,,"seaweeds"
"Algeria","Other seaweeds and aquatic plants and products thereof",1988,,"seaweeds"
"Algeria","Other seaweeds and aquatic plants and products thereof",1989,,"seaweeds"
"Algeria","Other seaweeds and aquatic plants and products thereof",1990,,"seaweeds"
"Algeria","Other seaweeds and aquatic plants and products thereof",1991,,"seaweeds"
"Algeria","Other seaweeds and aquatic plants and products thereof",1992,,"seaweeds"
"Algeria","Other seaweeds and aquatic plants and products thereof",1993,,"seaweeds"
"Algeria","Other seaweeds and aquatic plants and products thereof",1994,,"seaweeds"
"Algeria","Other seaweeds and aquatic plants and products thereof",1995,,"seaweeds"
"Angola","Fish body oils, nei",1998,931,"fish_oil"
"Angola","Fish body oils, nei",1999,688,"fish_oil"
"Angola","Fish body oils, nei",2000,400,"fish_oil"
"Angola","Fish body oils, nei",2003,922,"fish_oil"
"Angola","Fish body oils, nei",2004,811,"fish_oil"
"Angola","Fish body oils, nei",2005,851,"fish_oil"
"Angola","Fish body oils, nei",2006,500,"fish_oil"
"Angola","Fish body oils, nei",2011,499,"fish_oil"
"Angola","Fish body oils, nei",1976,,"fish_oil"
"Angola","Fish body oils, nei",1977,,"fish_oil"
"Angola","Fish body oils, nei",1978,,"fish_oil"
"Angola","Fish body oils, nei",1979,,"fish_oil"
"Angola","Fish body oils, nei",1980,,"fish_oil"
"Angola","Fish body oils, nei",1981,,"fish_oil"
"Angola","Fish body oils, nei",1982,,"fish_oil"
"Angola","Fish body oils, nei",1983,,"fish_oil"
"Angola","Fish body oils, nei",1984,,"fish_oil"
"Angola","Fish body oils, nei",1985,,"fish_oil"
"Angola","Fish body oils, nei",1986,,"fish_oil"
"Angola","Fish body oils, nei",1987,,"fish_oil"
"Angola","Fish body oils, nei",1988,,"fish_oil"
"Angola","Fish body oils, nei",1989,,"fish_oil"
"Angola","Fish body oils, nei",1990,,"fish_oil"
"Angola","Fish body oils, nei",1991,,"fish_oil"
"Angola","Fish body oils, nei",1992,,"fish_oil"
"Angola","Fish body oils, nei",1993,,"fish_oil"
"Angola","Fish body oils, nei",1994,,"fish_oil"
"Angola","Fish body oils, nei",1995,,"fish_oil"
"Angola","Fish body oils, nei",1996,,"fish_oil"
"Angola","Fish body oils, nei",1997,,"fish_oil"
"Angola","Fish body oils, nei",2001,,"fish_oil"
"Angola","Fish body oils, nei",2002,,"fish_oil"
"Angola","Fish body oils, nei",2007,,"fish_oil"
"Angola","Fish body oils, nei",2008,,"fish_oil"
"Angola","Fish body oils, nei",2009,,"fish_oil"
"Angola","Fish body oils, nei",2010,,"fish_oil"
"Angola","Fish liver oils, nei",1997,90,"fish_oil"
"Angola","Fish liver oils, nei",1998,34,"fish_oil"
"Angola","Fish liver oils, nei",1999,2,"fish_oil"
"Angola","Fish liver oils, nei",2008,40,"fish_oil"
"Angola","Fish liver oils, nei",2009,8,"fish_oil"
"Angola","Fish liver oils, nei",2010,8,"fish_oil"
"Angola","Fish liver oils, nei",2011,160,"fish_oil"
"Angola","Fish liver oils, nei",1976,,"fish_oil"
"Angola","Fish liver oils, nei",1977,,"fish_oil"
"Angola","Fish liver oils, nei",1978,,"fish_oil"
"Angola","Fish liver oils, nei",1979,,"fish_oil"
"Angola","Fish liver oils, nei",1980,,"fish_oil"
"Angola","Fish liver oils, nei",1981,,"fish_oil"
"Angola","Fish liver oils, nei",1982,,"fish_oil"
"Angola","Fish liver oils, nei",1983,,"fish_oil"
"Angola","Fish liver oils, nei",1984,,"fish_oil"
"Angola","Fish liver oils, nei",1985,,"fish_oil"
"Angola","Fish liver oils, nei",1986,,"fish_oil"
"Angola","Fish liver oils, nei",1987,,"fish_oil"
"Angola","Fish liver oils, nei",1988,,"fish_oil"
"Angola","Fish liver oils, nei",1989,,"fish_oil"
"Angola","Fish liver oils, nei",1990,,"fish_oil"
"Angola","Fish liver oils, nei",1991,,"fish_oil"
"Angola","Fish liver oils, nei",1992,,"fish_oil"
"Angola","Fish liver oils, nei",1993,,"fish_oil"
"Angola","Fish liver oils, nei",1994,,"fish_oil"
"Angola","Fish liver oils, nei",1995,,"fish_oil"
"Angola","Fish liver oils, nei",1996,,"fish_oil"
"Angola","Fish liver oils, nei",2000,,"fish_oil"
"Angola","Fish liver oils, nei",2001,,"fish_oil"
"Angola","Fish liver oils, nei",2002,,"fish_oil"
"Angola","Fish liver oils, nei",2003,,"fish_oil"
"Angola","Fish liver oils, nei",2004,,"fish_oil"
"Angola","Fish liver oils, nei",2005,,"fish_oil"
"Angola","Fish liver oils, nei",2006,,"fish_oil"
"Angola","Fish liver oils, nei",2007,,"fish_oil"
"Angola","Ornamental fish nei",2003,0.1,"ornamentals"
"Angola","Ornamental fish nei",2004,0,"ornamentals"
"Angola","Ornamental fish nei",2005,0,"ornamentals"
"Angola","Ornamental fish nei",2006,0,"ornamentals"
"Angola","Ornamental fish nei",2007,0,"ornamentals"
"Angola","Ornamental fish nei",2008,0,"ornamentals"
"Angola","Ornamental fish nei",2009,0,"ornamentals"
"Angola","Ornamental fish nei",2010,0,"ornamentals"
"Angola","Ornamental fish nei",2011,0,"ornamentals"
"Angola","Ornamental fish nei",1976,,"ornamentals"
"Angola","Ornamental fish nei",1977,,"ornamentals"
"Angola","Ornamental fish nei",1978,,"ornamentals"
"Angola","Ornamental fish nei",1979,,"ornamentals"
"Angola","Ornamental fish nei",1980,,"ornamentals"
"Angola","Ornamental fish nei",1981,,"ornamentals"
"Angola","Ornamental fish nei",1982,,"ornamentals"
"Angola","Ornamental fish nei",1983,,"ornamentals"
"Angola","Ornamental fish nei",1984,,"ornamentals"
"Angola","Ornamental fish nei",1985,,"ornamentals"
"Angola","Ornamental fish nei",1986,,"ornamentals"
"Angola","Ornamental fish nei",1987,,"ornamentals"
"Angola","Ornamental fish nei",1988,,"ornamentals"
"Angola","Ornamental fish nei",1989,,"ornamentals"
"Angola","Ornamental fish nei",1990,,"ornamentals"
"Angola","Ornamental fish nei",1991,,"ornamentals"
"Angola","Ornamental fish nei",1992,,"ornamentals"
"Angola","Ornamental fish nei",1993,,"ornamentals"
"Angola","Ornamental fish nei",1994,,"ornamentals"
"Angola","Ornamental fish nei",1995,,"ornamentals"
"Angola","Ornamental fish nei",1996,,"ornamentals"
"Angola","Ornamental fish nei",1997,,"ornamentals"
"Angola","Ornamental fish nei",1998,,"ornamentals"
"Angola","Ornamental fish nei",1999,,"ornamentals"
"Angola","Ornamental fish nei",2000,,"ornamentals"
"Angola","Ornamental fish nei",2001,,"ornamentals"
"Angola","Ornamental fish nei",2002,,"ornamentals"
"Antigua and Barbuda","Ornamental fish nei",2002,0.1,"ornamentals"
"Antigua and Barbuda","Ornamental fish nei",2003,0.1,"ornamentals"
"Antigua and Barbuda","Ornamental fish nei",2010,0.1,"ornamentals"
"Antigua and Barbuda","Ornamental fish nei",2011,0,"ornamentals"
"Antigua and Barbuda","Ornamental fish nei",1976,,"ornamentals"
"Antigua and Barbuda","Ornamental fish nei",1977,,"ornamentals"
"Antigua and Barbuda","Ornamental fish nei",1978,,"ornamentals"
"Antigua and Barbuda","Ornamental fish nei",1979,,"ornamentals"
"Antigua and Barbuda","Ornamental fish nei",1980,,"ornamentals"
"Antigua and Barbuda","Ornamental fish nei",1981,,"ornamentals"
"Antigua and Barbuda","Ornamental fish nei",1982,,"ornamentals"
"Antigua and Barbuda","Ornamental fish nei",1983,,"ornamentals"
"Antigua and Barbuda","Ornamental fish nei",1984,,"ornamentals"
"Antigua and Barbuda","Ornamental fish nei",1985,,"ornamentals"
"Antigua and Barbuda","Ornamental fish nei",1986,,"ornamentals"
"Antigua and Barbuda","Ornamental fish nei",1987,,"ornamentals"
"Antigua and Barbuda","Ornamental fish nei",1988,,"ornamentals"
"Antigua and Barbuda","Ornamental fish nei",1989,,"ornamentals"
"Antigua and Barbuda","Ornamental fish nei",1990,,"ornamentals"
"Antigua and Barbuda","Ornamental fish nei",1991,,"ornamentals"
"Antigua and Barbuda","Ornamental fish nei",1992,,"ornamentals"
"Antigua and Barbuda","Ornamental fish nei",1993,,"ornamentals"
"Antigua and Barbuda","Ornamental fish nei",1994,,"ornamentals"
"Antigua and Barbuda","Ornamental fish nei",1995,,"ornamentals"
"Antigua and Barbuda","Ornamental fish nei",1996,,"ornamentals"
"Antigua and Barbuda","Ornamental fish nei",1997,,"ornamentals"
"Antigua and Barbuda","Ornamental fish nei",1998,,"ornamentals"
"Antigua and Barbuda","Ornamental fish nei",1999,,"ornamentals"
"Antigua and Barbuda","Ornamental fish nei",2000,,"ornamentals"
"Antigua and Barbuda","Ornamental fish nei",2001,,"ornamentals"
"Antigua and Barbuda","Ornamental fish nei",2004,,"ornamentals"
"Antigua and Barbuda","Ornamental fish nei",2005,,"ornamentals"
"Antigua and Barbuda","Ornamental fish nei",2006,,"ornamentals"
"Antigua and Barbuda","Ornamental fish nei",2007,,"ornamentals"
"Antigua and Barbuda","Ornamental fish nei",2008,,"ornamentals"
"Antigua and Barbuda","Ornamental fish nei",2009,,"ornamentals"
"Argentina","Agar agar nei",1994,49,"seaweeds"
"Argentina","Agar agar nei",1995,55,"seaweeds"
"Argentina","Agar agar nei",1996,25,"seaweeds"
"Argentina","Agar agar nei",1997,2,"seaweeds"
"Argentina","Agar agar nei",1998,1,"seaweeds"
"Argentina","Agar agar nei",1999,1,"seaweeds"
"Argentina","Agar agar nei",2000,1,"seaweeds"
"Argentina","Agar agar nei",2001,1,"seaweeds"
"Argentina","Agar agar nei",2002,1,"seaweeds"
"Argentina","Agar agar nei",2003,3,"seaweeds"
"Argentina","Agar agar nei",2004,4,"seaweeds"
"Argentina","Agar agar nei",2005,2,"seaweeds"
"Argentina","Agar agar nei",2006,2,"seaweeds"
"Argentina","Agar agar nei",2007,5,"seaweeds"
"Argentina","Agar agar nei",2008,1,"seaweeds"
"Argentina","Agar agar nei",2009,1,"seaweeds"
"Argentina","Agar agar nei",2010,2,"seaweeds"
"Argentina","Agar agar nei",2011,0.1,"seaweeds"
"Argentina","Agar agar nei",1976,,"seaweeds"
"Argentina","Agar agar nei",1977,,"seaweeds"
"Argentina","Agar agar nei",1978,,"seaweeds"
"Argentina","Agar agar nei",1979,,"seaweeds"
"Argentina","Agar agar nei",1980,,"seaweeds"
"Argentina","Agar agar nei",1981,,"seaweeds"
"Argentina","Agar agar nei",1982,,"seaweeds"
"Argentina","Agar agar nei",1983,,"seaweeds"
"Argentina","Agar agar nei",1984,,"seaweeds"
"Argentina","Agar agar nei",1985,,"seaweeds"
"Argentina","Agar agar nei",1986,,"seaweeds"
"Argentina","Agar agar nei",1987,,"seaweeds"
"Argentina","Agar agar nei",1988,,"seaweeds"
"Argentina","Agar agar nei",1989,,"seaweeds"
"Argentina","Agar agar nei",1990,,"seaweeds"
"Argentina","Agar agar nei",1991,,"seaweeds"
"Argentina","Agar agar nei",1992,,"seaweeds"
"Argentina","Agar agar nei",1993,,"seaweeds"
"Argentina","Fish body oils, nei",1988,74,"fish_oil"
"Argentina","Fish body oils, nei",1989,184,"fish_oil"
"Argentina","Fish body oils, nei",1990,353,"fish_oil"
"Argentina","Fish body oils, nei",1991,375,"fish_oil"
"Argentina","Fish body oils, nei",1992,368,"fish_oil"
"Argentina","Fish body oils, nei",1993,46,"fish_oil"
"Argentina","Fish body oils, nei",1994,209,"fish_oil"
"Argentina","Fish body oils, nei",1995,537,"fish_oil"
"Argentina","Fish body oils, nei",1996,531,"fish_oil"
"Argentina","Fish body oils, nei",1997,575,"fish_oil"
"Argentina","Fish body oils, nei",1998,443,"fish_oil"
"Argentina","Fish body oils, nei",1999,113,"fish_oil"
"Argentina","Fish body oils, nei",2000,96,"fish_oil"
"Argentina","Fish body oils, nei",2001,913,"fish_oil"
"Argentina","Fish body oils, nei",2002,1249,"fish_oil"
"Argentina","Fish body oils, nei",2003,1000,"fish_oil"
"Argentina","Fish body oils, nei",2004,992,"fish_oil"
"Argentina","Fish body oils, nei",2005,685,"fish_oil"
"Argentina","Fish body oils, nei",2006,463,"fish_oil"
"Argentina","Fish body oils, nei",2007,959,"fish_oil"
"Argentina","Fish body oils, nei",2008,1543,"fish_oil"
"Argentina","Fish body oils, nei",2009,1015,"fish_oil"
"Argentina","Fish body oils, nei",2010,1243,"fish_oil"
"Argentina","Fish body oils, nei",2011,1224,"fish_oil"
"Argentina","Fish body oils, nei",1976,,"fish_oil"
"Argentina","Fish body oils, nei",1977,,"fish_oil"
"Argentina","Fish body oils, nei",1978,,"fish_oil"
"Argentina","Fish body oils, nei",1979,,"fish_oil"
"Argentina","Fish body oils, nei",1980,,"fish_oil"
"Argentina","Fish body oils, nei",1981,,"fish_oil"
"Argentina","Fish body oils, nei",1982,,"fish_oil"
"Argentina","Fish body oils, nei",1983,,"fish_oil"
"Argentina","Fish body oils, nei",1984,,"fish_oil"
"Argentina","Fish body oils, nei",1985,,"fish_oil"
"Argentina","Fish body oils, nei",1986,,"fish_oil"
"Argentina","Fish body oils, nei",1987,,"fish_oil"
"Argentina","Fish liver oils, nei",1987,1,"fish_oil"
"Argentina","Fish liver oils, nei",1988,6,"fish_oil"
"Argentina","Fish liver oils, nei",1990,1,"fish_oil"
"Argentina","Fish liver oils, nei",1991,0.1,"fish_oil"
"Argentina","Fish liver oils, nei",1992,1,"fish_oil"
"Argentina","Fish liver oils, nei",1993,1,"fish_oil"
"Argentina","Fish liver oils, nei",1994,1995,"fish_oil"
"Argentina","Fish liver oils, nei",1995,5,"fish_oil"
"Argentina","Fish liver oils, nei",1996,0,"fish_oil"
"Argentina","Fish liver oils, nei",1997,0.1,"fish_oil"
"Argentina","Fish liver oils, nei",1998,0.1,"fish_oil"
"Argentina","Fish liver oils, nei",1999,0,"fish_oil"
"Argentina","Fish liver oils, nei",2000,0.1,"fish_oil"
"Argentina","Fish liver oils, nei",2001,0,"fish_oil"
"Argentina","Fish liver oils, nei",2002,0.1,"fish_oil"
"Argentina","Fish liver oils, nei",2003,31,"fish_oil"
"Argentina","Fish liver oils, nei",2004,27,"fish_oil"
"Argentina","Fish liver oils, nei",2005,5,"fish_oil"
"Argentina","Fish liver oils, nei",2006,2,"fish_oil"
"Argentina","Fish liver oils, nei",2007,0.1,"fish_oil"
"Argentina","Fish liver oils, nei",2008,0.1,"fish_oil"
"Argentina","Fish liver oils, nei",2009,0,"fish_oil"
"Argentina","Fish liver oils, nei",2010,0.1,"fish_oil"
"Argentina","Fish liver oils, nei",2011,0,"fish_oil"
"Argentina","Fish liver oils, nei",1976,,"fish_oil"
"Argentina","Fish liver oils, nei",1977,,"fish_oil"
"Argentina","Fish liver oils, nei",1978,,"fish_oil"
"Argentina","Fish liver oils, nei",1979,,"fish_oil"
"Argentina","Fish liver oils, nei",1980,,"fish_oil"
"Argentina","Fish liver oils, nei",1981,,"fish_oil"
"Argentina","Fish liver oils, nei",1982,,"fish_oil"
"Argentina","Fish liver oils, nei",1983,,"fish_oil"
"Argentina","Fish liver oils, nei",1984,,"fish_oil"
"Argentina","Fish liver oils, nei",1985,,"fish_oil"
"Argentina","Fish liver oils, nei",1986,,"fish_oil"
"Argentina","Fish liver oils, nei",1989,,"fish_oil"
"Argentina","Hake liver oil",2005,0,"fish_oil"
"Argentina","Hake liver oil",2006,23,"fish_oil"
"Argentina","Hake liver oil",2007,0.1,"fish_oil"
"Argentina","Hake liver oil",2008,0,"fish_oil"
