year,rgn_id,n_cells
1995,15067,0
1997,15067,6
1998,15067,0
1999,15067,0
2000,15067,0
2004,15067,0
2007,15067,0
2008,15067,0
2009,15067,0
2010,15067,0
2011,15067,0
NA,15067,206
1,15068,1
1927,15068,0
1936,15068,0
1947,15068,0
1956,15068,0
1957,15068,0
1960,15068,0
1962,15068,0
1963,15068,0
1965,15068,0
1966,15068,0
1969,15068,0
1971,15068,0
1973,15068,0
1975,15068,3
1980,15068,0
1981,15068,0
1982,15068,0
1984,15068,0
1986,15068,0
1988,15068,0
1989,15068,0
1990,15068,0
1992,15068,0
1995,15068,0
1997,15068,0
1998,15068,19
1999,15068,24
2000,15068,0
2004,15068,0
2007,15068,10
2008,15068,0
2009,15068,0
2010,15068,0
2011,15068,0
NA,15068,78
1,15069,0
1927,15069,0
1936,15069,0
1947,15069,0
1956,15069,0
1957,15069,0
1960,15069,0
1962,15069,0
1963,15069,0
1965,15069,0
1966,15069,0
1969,15069,0
1971,15069,0
1973,15069,0
1975,15069,0
1980,15069,0
1981,15069,0
1982,15069,0
1984,15069,0
1986,15069,0
1988,15069,0
1989,15069,0
1990,15069,0
1992,15069,0
1995,15069,0
1997,15069,0
1998,15069,0
1999,15069,0
2000,15069,0
2004,15069,0
2007,15069,0
2008,15069,0
2009,15069,0
2010,15069,0
2011,15069,0
NA,15069,260
1,15070,0
1927,15070,72
1936,15070,0
1947,15070,0
1956,15070,2
1957,15070,0
1960,15070,0
1962,15070,0
1963,15070,0
1965,15070,0
1966,15070,0
1969,15070,0
1971,15070,0
1973,15070,0
1975,15070,0
1980,15070,0
1981,15070,0
1982,15070,0
1984,15070,0
1986,15070,0
1988,15070,0
1989,15070,0
1990,15070,0
1992,15070,0
1995,15070,0
1997,15070,0
1998,15070,0
1999,15070,0
2000,15070,0
2004,15070,0
2007,15070,0
2008,15070,0
2009,15070,0
2010,15070,0
2011,15070,0
NA,15070,93
1,15071,0
1927,15071,136
1936,15071,0
1947,15071,0
1956,15071,0
1957,15071,0
1960,15071,0
1962,15071,0
1963,15071,0
1965,15071,0
1966,15071,0
1969,15071,0
1971,15071,0
1973,15071,0
1975,15071,0
1980,15071,0
1981,15071,0
1982,15071,0
1984,15071,0
1986,15071,0
1988,15071,0
1989,15071,0
1990,15071,0
1992,15071,0
1995,15071,0
1997,15071,0
1998,15071,0
1999,15071,0
2000,15071,0
2004,15071,0
2007,15071,0
2008,15071,0
2009,15071,0
2010,15071,0
2011,15071,0
NA,15071,85
1,15072,0
1927,15072,0
1936,15072,0
1947,15072,0
1956,15072,0
1957,15072,0
1960,15072,0
1962,15072,0
1963,15072,0
1965,15072,0
1966,15072,0
1969,15072,0
1971,15072,0
1973,15072,0
1975,15072,0
1980,15072,0
1981,15072,0
1982,15072,0
1984,15072,0
1986,15072,0
1988,15072,0
1989,15072,0
1990,15072,0
1992,15072,0
1995,15072,0
1997,15072,0
1998,15072,0
1999,15072,0
2000,15072,0
2004,15072,0
2007,15072,0
2008,15072,0
2009,15072,0
2010,15072,0
2011,15072,0
NA,15072,149
1,15073,0
1927,15073,130
1936,15073,0
1947,15073,0
1956,15073,0
1957,15073,0
1960,15073,0
1962,15073,0
1963,15073,0
1965,15073,0
1966,15073,0
1969,15073,0
1971,15073,0
1973,15073,0
1975,15073,0
1980,15073,0
1981,15073,0
1982,15073,0
1984,15073,0
1986,15073,0
1988,15073,0
1989,15073,0
1990,15073,0
1992,15073,0
1995,15073,0
1997,15073,0
1998,15073,0
1999,15073,0
2000,15073,0
2004,15073,0
2007,15073,0
2008,15073,0
2009,15073,0
2010,15073,0
2011,15073,0
NA,15073,93
1,15074,0
1927,15074,101
1936,15074,0
1947,15074,0
1956,15074,0
1957,15074,0
1960,15074,0
1962,15074,0
1963,15074,0
1965,15074,0
1966,15074,0
1969,15074,0
1971,15074,0
1973,15074,0
1975,15074,0
1980,15074,0
1981,15074,0
1982,15074,0
1984,15074,0
1986,15074,0
1988,15074,0
1989,15074,0
1990,15074,0
1992,15074,0
1995,15074,0
1997,15074,0
1998,15074,0
1999,15074,0
2000,15074,0
2004,15074,0
2007,15074,0
2008,15074,0
2009,15074,0
2010,15074,0
2011,15074,0
NA,15074,17
1,15075,0
1927,15075,5
1936,15075,0
1947,15075,0
1956,15075,0
1957,15075,0
1960,15075,0
1962,15075,0
1963,15075,0
1965,15075,0
1966,15075,0
1969,15075,0
1971,15075,0
1973,15075,0
1975,15075,0
1980,15075,0
1981,15075,0
1982,15075,0
1984,15075,0
1986,15075,0
1988,15075,0
1989,15075,0
1990,15075,0
1992,15075,0
1995,15075,48
1997,15075,0
1998,15075,0
1999,15075,0
2000,15075,0
2004,15075,0
2007,15075,0
2008,15075,0
2009,15075,0
2010,15075,0
2011,15075,0
NA,15075,82
1,15076,0
1927,15076,0
1936,15076,0
1947,15076,0
1956,15076,0
1957,15076,0
1960,15076,0
1962,15076,0
1963,15076,0
1965,15076,0
1966,15076,0
1969,15076,0
1971,15076,0
1973,15076,0
1975,15076,0
1980,15076,0
1981,15076,0
1982,15076,0
1984,15076,0
1986,15076,0
1988,15076,0
1989,15076,0
1990,15076,0
1992,15076,0
1995,15076,54
1997,15076,0
1998,15076,0
1999,15076,0
2000,15076,0
2004,15076,0
2007,15076,0
2008,15076,0
2009,15076,0
2010,15076,0
2011,15076,0
NA,15076,189
1,15077,0
1927,15077,0
1936,15077,0
1947,15077,0
1956,15077,0
1957,15077,0
1960,15077,0
1962,15077,0
1963,15077,0
1965,15077,0
1966,15077,0
1969,15077,0
1971,15077,0
1973,15077,0
1975,15077,0
1980,15077,0
1981,15077,0
1982,15077,0
1984,15077,0
1986,15077,0
1988,15077,0
1989,15077,0
1990,15077,0
1992,15077,0
1995,15077,0
1997,15077,0
1998,15077,10
1999,15077,2
2000,15077,0
2004,15077,0
2007,15077,0
2008,15077,0
2009,15077,0
2010,15077,0
2011,15077,0
NA,15077,68
1,15078,0
1927,15078,0
1936,15078,0
1947,15078,0
1956,15078,0
1957,15078,0
1960,15078,0
1962,15078,0
1963,15078,0
1965,15078,0
1966,15078,0
1969,15078,0
1971,15078,0
1973,15078,0
1975,15078,0
1980,15078,0
1981,15078,0
1982,15078,0
1984,15078,0
1986,15078,0
1988,15078,0
1989,15078,0
1990,15078,0
1992,15078,0
1995,15078,0
1997,15078,0
1998,15078,0
1999,15078,2
2000,15078,0
2004,15078,0
2007,15078,0
2008,15078,0
2009,15078,0
2010,15078,0
2011,15078,0
NA,15078,124
1,15079,0
1927,15079,28
1936,15079,0
1947,15079,0
1956,15079,3
1957,15079,0
1960,15079,0
1962,15079,0
1963,15079,0
1965,15079,0
1966,15079,0
1969,15079,0
1971,15079,0
1973,15079,0
1975,15079,0
1980,15079,0
1981,15079,0
1982,15079,0
1984,15079,0
1986,15079,0
1988,15079,0
1989,15079,0
1990,15079,0
1992,15079,0
1995,15079,0
1997,15079,0
1998,15079,0
1999,15079,0
2000,15079,0
2004,15079,0
2007,15079,0
2008,15079,0
2009,15079,0
2010,15079,0
2011,15079,0
NA,15079,101
1,15080,0
1927,15080,0
1936,15080,0
1947,15080,0
1956,15080,0
1957,15080,0
1960,15080,0
1962,15080,0
1963,15080,0
1965,15080,0
1966,15080,0
1969,15080,0
1971,15080,0
1973,15080,0
1975,15080,0
1980,15080,0
1981,15080,0
1982,15080,0
1984,15080,0
1986,15080,0
1988,15080,0
1989,15080,0
1990,15080,0
1992,15080,0
1995,15080,0
1997,15080,0
1998,15080,0
1999,15080,0
2000,15080,0
2004,15080,0
2007,15080,0
2008,15080,0
2009,15080,0
2010,15080,0
2011,15080,0
NA,15080,117
1,15081,0
1927,15081,152
1936,15081,0
1947,15081,0
1956,15081,0
1957,15081,0
1960,15081,0
1962,15081,0
1963,15081,0
1965,15081,0
1966,15081,0
1969,15081,0
1971,15081,0
1973,15081,0
1975,15081,0
1980,15081,0
1981,15081,0
1982,15081,0
1984,15081,0
1986,15081,0
1988,15081,0
1989,15081,0
1990,15081,0
1992,15081,0
1995,15081,0
1997,15081,0
1998,15081,0
1999,15081,0
2000,15081,0
2004,15081,0
2007,15081,0
2008,15081,0
2009,15081,0
2010,15081,0
2011,15081,0
NA,15081,78
1,15082,0
1927,15082,31
1936,15082,0
1947,15082,0
1956,15082,0
1957,15082,0
1960,15082,0
1962,15082,0
1963,15082,0
1965,15082,0
1966,15082,0
1969,15082,0
1971,15082,0
1973,15082,0
1975,15082,0
1980,15082,0
1981,15082,0
1982,15082,0
1984,15082,0
1986,15082,0
1988,15082,0
1989,15082,0
1990,15082,0
1992,15082,0
1995,15082,0
1997,15082,0
1998,15082,0
1999,15082,0
2000,15082,0
2004,15082,0
2007,15082,0
2008,15082,0
2009,15082,0
2010,15082,0
2011,15082,0
NA,15082,63
1,15083,0
1927,15083,275
1936,15083,0
1947,15083,0
1956,15083,0
1957,15083,0
1960,15083,0
1962,15083,0
1963,15083,0
1965,15083,0
1966,15083,0
1969,15083,0
1971,15083,0
1973,15083,0
1975,15083,0
1980,15083,0
1981,15083,0
1982,15083,0
1984,15083,0
1986,15083,0
1988,15083,0
1989,15083,0
1990,15083,0
1992,15083,0
1995,15083,0
1997,15083,0
1998,15083,0
1999,15083,0
2000,15083,0
2004,15083,0
2007,15083,0
2008,15083,0
2009,15083,0
2010,15083,0
2011,15083,0
NA,15083,10
1,15084,0
1927,15084,0
1936,15084,0
1947,15084,0
1956,15084,0
1957,15084,0
1960,15084,0
1962,15084,0
1963,15084,0
1965,15084,0
1966,15084,0
1969,15084,0
1971,15084,0
1973,15084,0
1975,15084,0
1980,15084,0
1981,15084,0
1982,15084,0
1984,15084,0
1986,15084,0
1988,15084,0
1989,15084,0
1990,15084,0
1992,15084,0
1995,15084,0
1997,15084,0
1998,15084,0
1999,15084,0
2000,15084,0
2004,15084,0
2007,15084,0
2008,15084,0
2009,15084,0
2010,15084,0
2011,15084,0
NA,15084,182
1,15085,0
1927,15085,13
1936,15085,0
1947,15085,0
1956,15085,0
1957,15085,0
1960,15085,0
1962,15085,0
1963,15085,0
1965,15085,0
1966,15085,0
1969,15085,0
1971,15085,0
1973,15085,0
1975,15085,0
1980,15085,0
1981,15085,0
1982,15085,0
1984,15085,0
1986,15085,0
1988,15085,0
1989,15085,0
1990,15085,0
1992,15085,0
1995,15085,0
1997,15085,0
1998,15085,0
1999,15085,0
2000,15085,0
2004,15085,0
2007,15085,0
2008,15085,0
2009,15085,0
2010,15085,0
2011,15085,0
NA,15085,78
1,15086,0
1927,15086,0
1936,15086,0
1947,15086,0
1956,15086,0
1957,15086,0
1960,15086,0
1962,15086,0
1963,15086,0
1965,15086,0
1966,15086,0
1969,15086,0
1971,15086,0
1973,15086,10
1975,15086,0
1980,15086,0
1981,15086,0
1982,15086,0
1984,15086,0
1986,15086,0
1988,15086,0
1989,15086,0
1990,15086,0
1992,15086,0
1995,15086,0
1997,15086,0
1998,15086,0
1999,15086,0
2000,15086,0
2004,15086,0
2007,15086,0
2008,15086,0
2009,15086,0
2010,15086,0
2011,15086,0
NA,15086,204
1,15087,0
1927,15087,0
1936,15087,0
1947,15087,0
1956,15087,0
1957,15087,0
1960,15087,0
1962,15087,0
1963,15087,0
1965,15087,0
1966,15087,0
1969,15087,0
1971,15087,0
1973,15087,0
1975,15087,0
1980,15087,0
1981,15087,0
1982,15087,0
1984,15087,0
1986,15087,0
1988,15087,0
1989,15087,0
1990,15087,0
1992,15087,0
1995,15087,0
1997,15087,87
1998,15087,0
1999,15087,0
2000,15087,0
2004,15087,0
2007,15087,0
2008,15087,0
2009,15087,24
2010,15087,0
2011,15087,0
NA,15087,202
1,15088,0
1927,15088,0
1936,15088,0
1947,15088,0
1956,15088,0
1957,15088,0
1960,15088,0
1962,15088,0
1963,15088,0
1965,15088,0
1966,15088,0
1969,15088,0
1971,15088,0
1973,15088,0
1975,15088,0
1980,15088,0
1981,15088,0
1982,15088,0
1984,15088,0
1986,15088,0
1988,15088,0
1989,15088,0
1990,15088,0
1992,15088,0
1995,15088,0
1997,15088,6
1998,15088,0
1999,15088,0
2000,15088,0
2004,15088,0
2007,15088,0
2008,15088,0
2009,15088,2
2010,15088,0
2011,15088,0
NA,15088,174
1,15089,0
1927,15089,0
1936,15089,0
1947,15089,0
1956,15089,0
1957,15089,0
1960,15089,0
1962,15089,0
1963,15089,0
1965,15089,0
1966,15089,0
1969,15089,0
1971,15089,0
1973,15089,0
1975,15089,0
1980,15089,0
1981,15089,0
1982,15089,0
1984,15089,0
1986,15089,0
1988,15089,0
1989,15089,0
1990,15089,0
1992,15089,0
1995,15089,0
1997,15089,0
1998,15089,0
1999,15089,0
2000,15089,0
2004,15089,0
2007,15089,0
2008,15089,0
2009,15089,103
2010,15089,0
2011,15089,0
NA,15089,18
1,15090,0
1927,15090,0
1936,15090,0
1947,15090,0
1956,15090,0
1957,15090,0
1960,15090,0
1962,15090,0
1963,15090,0
1965,15090,0
1966,15090,0
1969,15090,0
1971,15090,0
1973,15090,0
1975,15090,0
1980,15090,0
1981,15090,0
1982,15090,0
1984,15090,0
1986,15090,0
1988,15090,0
1989,15090,0
1990,15090,0
1992,15090,0
1995,15090,0
1997,15090,1
1998,15090,0
1999,15090,0
2000,15090,0
2004,15090,0
2007,15090,0
2008,15090,0
2009,15090,190
2010,15090,0
2011,15090,0
NA,15090,15
1,15091,0
1927,15091,0
1936,15091,0
1947,15091,0
1956,15091,0
1957,15091,0
1960,15091,0
1962,15091,0
1963,15091,0
1965,15091,0
1966,15091,0
1969,15091,0
1971,15091,0
1973,15091,0
1975,15091,0
1980,15091,0
1981,15091,0
1982,15091,0
1984,15091,0
1986,15091,0
1988,15091,0
1989,15091,0
1990,15091,0
1992,15091,0
1995,15091,0
1997,15091,0
1998,15091,0
1999,15091,0
2000,15091,0
2004,15091,0
2007,15091,0
2008,15091,0
2009,15091,0
2010,15091,0
2011,15091,0
NA,15091,137
1,15092,0
1927,15092,88
1936,15092,0
1947,15092,0
1956,15092,0
1957,15092,0
1960,15092,0
1962,15092,0
1963,15092,0
1965,15092,0
1966,15092,0
1969,15092,0
1971,15092,0
1973,15092,0
1975,15092,0
1980,15092,0
1981,15092,0
1982,15092,0
1984,15092,0
1986,15092,0
1988,15092,0
1989,15092,0
1990,15092,0
1992,15092,0
1995,15092,0
1997,15092,0
1998,15092,0
1999,15092,0
2000,15092,0
2004,15092,0
2007,15092,0
2008,15092,0
2009,15092,0
2010,15092,0
2011,15092,0
NA,15092,3
1,15093,0
1927,15093,137
1936,15093,0
1947,15093,0
1956,15093,0
1957,15093,0
1960,15093,0
1962,15093,0
1963,15093,0
1965,15093,0
1966,15093,0
1969,15093,0
1971,15093,0
1973,15093,0
1975,15093,0
1980,15093,0
1981,15093,0
1982,15093,0
1984,15093,0
1986,15093,0
1988,15093,0
1989,15093,0
1990,15093,0
1992,15093,0
1995,15093,0
1997,15093,0
1998,15093,0
1999,15093,0
2000,15093,0
2004,15093,0
2007,15093,0
2008,15093,0
2009,15093,0
2010,15093,0
2011,15093,0
NA,15093,0
1,15094,0
1927,15094,102
1936,15094,0
1947,15094,0
1956,15094,0
1957,15094,0
1960,15094,0
1962,15094,0
1963,15094,0
1965,15094,0
1966,15094,0
1969,15094,0
1971,15094,0
1973,15094,0
1975,15094,0
1980,15094,0
1981,15094,0
1982,15094,0
1984,15094,0
1986,15094,0
1988,15094,0
1989,15094,0
1990,15094,0
1992,15094,0
1995,15094,0
1997,15094,0
1998,15094,0
1999,15094,0
2000,15094,0
2004,15094,0
2007,15094,0
2008,15094,0
2009,15094,0
2010,15094,0
2011,15094,0
NA,15094,0
1,15095,0
1927,15095,2
1936,15095,0
1947,15095,0
1956,15095,0
1957,15095,0
1960,15095,0
1962,15095,0
1963,15095,0
1965,15095,0
1966,15095,0
1969,15095,0
1971,15095,0
1973,15095,0
1975,15095,0
1980,15095,0
1981,15095,0
1982,15095,0
1984,15095,0
1986,15095,0
1988,15095,0
1989,15095,0
1990,15095,0
1992,15095,0
1995,15095,0
1997,15095,0
1998,15095,0
1999,15095,0
2000,15095,0
2004,15095,0
2007,15095,0
2008,15095,0
2009,15095,0
2010,15095,0
2011,15095,0
NA,15095,247
1,15096,0
1927,15096,26
1936,15096,0
1947,15096,0
1956,15096,0
1957,15096,0
1960,15096,0
1962,15096,0
1963,15096,0
1965,15096,0
1966,15096,0
1969,15096,0
1971,15096,0
1973,15096,0
1975,15096,0
1980,15096,0
1981,15096,0
1982,15096,0
1984,15096,0
1986,15096,0
1988,15096,0
1989,15096,0
1990,15096,0
1992,15096,0
1995,15096,0
1997,15096,0
1998,15096,0
1999,15096,0
2000,15096,0
2004,15096,0
2007,15096,0
2008,15096,0
2009,15096,0
2010,15096,0
2011,15096,0
NA,15096,124
1,15097,0
1927,15097,0
1936,15097,0
1947,15097,0
1956,15097,0
1957,15097,0
1960,15097,0
1962,15097,0
1963,15097,0
1965,15097,0
1966,15097,0
1969,15097,0
1971,15097,0
1973,15097,6
1975,15097,0
1980,15097,0
1981,15097,0
1982,15097,0
1984,15097,0
1986,15097,0
1988,15097,0
1989,15097,0
1990,15097,0
1992,15097,0
1995,15097,0
1997,15097,0
1998,15097,0
1999,15097,0
2000,15097,0
2004,15097,0
2007,15097,0
2008,15097,0
2009,15097,0
2010,15097,0
2011,15097,0
NA,15097,122
1,15098,0
1927,15098,60
1936,15098,0
1947,15098,0
1956,15098,0
1957,15098,0
1960,15098,0
1962,15098,0
1963,15098,0
1965,15098,0
1966,15098,0
1969,15098,0
1971,15098,0
1973,15098,0
1975,15098,0
1980,15098,0
1981,15098,0
1982,15098,0
1984,15098,0
1986,15098,0
1988,15098,0
1989,15098,0
1990,15098,0
1992,15098,0
1995,15098,0
1997,15098,0
1998,15098,0
1999,15098,0
2000,15098,0
2004,15098,0
2007,15098,0
2008,15098,0
2009,15098,0
2010,15098,0
2011,15098,0
NA,15098,82
1,15099,0
1927,15099,344
1936,15099,0
1947,15099,0
1956,15099,0
1957,15099,0
1960,15099,0
1962,15099,0
1963,15099,0
1965,15099,0
1966,15099,0
1969,15099,0
1971,15099,0
1973,15099,0
1975,15099,0
1980,15099,0
1981,15099,0
1982,15099,0
1984,15099,0
1986,15099,0
1988,15099,0
1989,15099,0
1990,15099,0
1992,15099,0
1995,15099,0
1997,15099,0
1998,15099,0
1999,15099,0
2000,15099,0
2004,15099,0
2007,15099,0
2008,15099,0
2009,15099,0
2010,15099,0
2011,15099,0
NA,15099,7
1,15100,0
1927,15100,364
1936,15100,0
1947,15100,0
1956,15100,0
1957,15100,0
1960,15100,0
1962,15100,0
1963,15100,0
1965,15100,0
1966,15100,0
1969,15100,0
1971,15100,0
1973,15100,0
1975,15100,0
1980,15100,0
1981,15100,0
1982,15100,0
1984,15100,0
1986,15100,0
1988,15100,0
1989,15100,0
1990,15100,0
1992,15100,0
1995,15100,0
1997,15100,0
1998,15100,0
1999,15100,0
2000,15100,0
2004,15100,0
2007,15100,0
2008,15100,0
2009,15100,0
2010,15100,0
2011,15100,0
NA,15100,0
1,15101,0
1927,15101,0
1936,15101,0
1947,15101,0
1956,15101,0
1957,15101,0
1960,15101,0
1962,15101,0
1963,15101,0
1965,15101,0
1966,15101,0
1969,15101,0
1971,15101,0
1973,15101,0
1975,15101,0
1980,15101,0
1981,15101,0
1982,15101,0
1984,15101,0
1986,15101,0
1988,15101,0
1989,15101,0
1990,15101,0
1992,15101,0
1995,15101,0
1997,15101,0
1998,15101,0
1999,15101,0
2000,15101,0
2004,15101,0
2007,15101,0
2008,15101,0
2009,15101,0
2010,15101,0
2011,15101,0
NA,15101,108
1,15102,0
1927,15102,0
1936,15102,0
1947,15102,0
1956,15102,0
1957,15102,0
1960,15102,0
1962,15102,0
1963,15102,0
1965,15102,0
1966,15102,0
1969,15102,0
1971,15102,0
1973,15102,0
1975,15102,0
1980,15102,0
1981,15102,0
1982,15102,0
1984,15102,0
1986,15102,0
1988,15102,0
1989,15102,0
1990,15102,0
1992,15102,0
1995,15102,0
1997,15102,0
1998,15102,1
1999,15102,0
2000,15102,0
2004,15102,0
2007,15102,0
2008,15102,15
2009,15102,0
2010,15102,0
2011,15102,0
NA,15102,107
1,15103,0
1927,15103,0
1936,15103,0
1947,15103,0
1956,15103,0
1957,15103,0
1960,15103,0
1962,15103,0
1963,15103,0
1965,15103,0
1966,15103,0
1969,15103,0
1971,15103,0
1973,15103,0
1975,15103,0
1980,15103,0
1981,15103,0
1982,15103,0
1984,15103,0
1986,15103,0
1988,15103,0
1989,15103,0
1990,15103,0
1992,15103,0
1995,15103,0
1997,15103,0
1998,15103,60
1999,15103,0
2000,15103,0
2004,15103,0
2007,15103,0
2008,15103,22
2009,15103,0
2010,15103,0
2011,15103,0
NA,15103,1
1,15104,0
1927,15104,0
1936,15104,0
1947,15104,0
1956,15104,0
1957,15104,0
1960,15104,0
1962,15104,0
1963,15104,0
1965,15104,0
1966,15104,0
1969,15104,0
1971,15104,0
1973,15104,0
1975,15104,0
1980,15104,0
1981,15104,0
1982,15104,0
1984,15104,0
1986,15104,0
1988,15104,0
1989,15104,0
1990,15104,0
1992,15104,0
1995,15104,0
1997,15104,0
1998,15104,0
1999,15104,0
2000,15104,0
2004,15104,0
2007,15104,0
2008,15104,0
2009,15104,0
2010,15104,0
2011,15104,0
NA,15104,182
1,15105,0
1927,15105,0
1936,15105,0
1947,15105,0
1956,15105,0
1957,15105,0
1960,15105,0
1962,15105,0
1963,15105,0
1965,15105,0
1966,15105,0
1969,15105,0
1971,15105,0
1973,15105,0
1975,15105,0
1980,15105,0
1981,15105,0
1982,15105,0
1984,15105,0
1986,15105,0
1988,15105,0
1989,15105,0
1990,15105,0
1992,15105,0
1995,15105,0
1997,15105,0
1998,15105,0
1999,15105,0
2000,15105,0
2004,15105,0
2007,15105,0
2008,15105,0
2009,15105,0
2010,15105,0
2011,15105,0
NA,15105,121
1,15106,0
1927,15106,0
1936,15106,0
1947,15106,0
1956,15106,0
1957,15106,0
1960,15106,0
1962,15106,0
1963,15106,0
1965,15106,0
1966,15106,0
1969,15106,0
1971,15106,0
1973,15106,0
1975,15106,0
1980,15106,0
1981,15106,0
1982,15106,0
1984,15106,0
1986,15106,0
1988,15106,0
1989,15106,0
1990,15106,0
1992,15106,0
1995,15106,0
1997,15106,0
1998,15106,0
1999,15106,0
2000,15106,0
