year,rgn_id,n_cells
1986,15155,0
1988,15155,0
1989,15155,0
1990,15155,0
1992,15155,0
1995,15155,0
1997,15155,0
1998,15155,0
1999,15155,0
2000,15155,0
2004,15155,0
2007,15155,0
2008,15155,0
2009,15155,0
2010,15155,0
2011,15155,0
NA,15155,90
1,15156,0
1927,15156,0
1936,15156,0
1947,15156,0
1956,15156,0
1957,15156,0
1960,15156,0
1962,15156,0
1963,15156,0
1965,15156,0
1966,15156,0
1969,15156,0
1971,15156,0
1973,15156,0
1975,15156,0
1980,15156,0
1981,15156,0
1982,15156,0
1984,15156,0
1986,15156,0
1988,15156,0
1989,15156,0
1990,15156,0
1992,15156,0
1995,15156,0
1997,15156,0
1998,15156,0
1999,15156,0
2000,15156,0
2004,15156,0
2007,15156,0
2008,15156,0
2009,15156,0
2010,15156,0
2011,15156,0
NA,15156,110
1,15157,0
1927,15157,0
1936,15157,0
1947,15157,0
1956,15157,0
1957,15157,0
1960,15157,0
1962,15157,0
1963,15157,0
1965,15157,0
1966,15157,0
1969,15157,0
1971,15157,0
1973,15157,0
1975,15157,0
1980,15157,0
1981,15157,0
1982,15157,0
1984,15157,0
1986,15157,0
1988,15157,0
1989,15157,0
1990,15157,0
1992,15157,0
1995,15157,0
1997,15157,0
1998,15157,0
1999,15157,0
2000,15157,0
2004,15157,0
2007,15157,0
2008,15157,0
2009,15157,0
2010,15157,0
2011,15157,0
NA,15157,270
1,15162,0
1927,15162,0
1936,15162,0
1947,15162,0
1956,15162,0
1957,15162,0
1960,15162,0
1962,15162,0
1963,15162,0
1965,15162,0
1966,15162,0
1969,15162,0
1971,15162,0
1973,15162,0
1975,15162,81
1980,15162,0
1981,15162,0
1982,15162,0
1984,15162,0
1986,15162,0
1988,15162,0
1989,15162,0
1990,15162,0
1992,15162,0
1995,15162,0
1997,15162,0
1998,15162,0
1999,15162,0
2000,15162,0
2004,15162,0
2007,15162,0
2008,15162,0
2009,15162,0
2010,15162,0
2011,15162,0
NA,15162,212
1,15163,0
1927,15163,0
1936,15163,0
1947,15163,0
1956,15163,0
1957,15163,0
1960,15163,0
1962,15163,0
1963,15163,0
1965,15163,0
1966,15163,0
1969,15163,0
1971,15163,0
1973,15163,0
1975,15163,25
1980,15163,0
1981,15163,0
1982,15163,0
1984,15163,0
1986,15163,0
1988,15163,0
1989,15163,0
1990,15163,0
1992,15163,0
1995,15163,0
1997,15163,0
1998,15163,0
1999,15163,0
2000,15163,0
2004,15163,0
2007,15163,0
2008,15163,0
2009,15163,0
2010,15163,0
2011,15163,0
NA,15163,138
1,15164,0
1927,15164,0
1936,15164,0
1947,15164,0
1956,15164,0
1957,15164,0
1960,15164,0
1962,15164,1
1963,15164,0
1965,15164,0
1966,15164,0
1969,15164,0
1971,15164,0
1973,15164,0
1975,15164,0
1980,15164,0
1981,15164,0
1982,15164,0
1984,15164,3
1986,15164,0
1988,15164,0
1989,15164,0
1990,15164,0
1992,15164,0
1995,15164,0
1997,15164,13
1998,15164,0
1999,15164,0
2000,15164,0
2004,15164,0
2007,15164,9
2008,15164,0
2009,15164,0
2010,15164,0
2011,15164,0
NA,15164,209
1,15165,0
1927,15165,0
1936,15165,0
1947,15165,0
1956,15165,0
1957,15165,0
1960,15165,0
1962,15165,0
1963,15165,0
1965,15165,0
1966,15165,0
1969,15165,0
1971,15165,0
1973,15165,0
1975,15165,0
1980,15165,0
1981,15165,0
1982,15165,0
1984,15165,0
1986,15165,0
1988,15165,0
1989,15165,0
1990,15165,0
1992,15165,0
1995,15165,0
1997,15165,0
1998,15165,0
1999,15165,0
2000,15165,0
2004,15165,0
2007,15165,0
2008,15165,0
2009,15165,0
2010,15165,0
2011,15165,0
NA,15165,195
1,15166,0
1927,15166,0
1936,15166,0
1947,15166,0
1956,15166,0
1957,15166,0
1960,15166,0
1962,15166,0
1963,15166,0
1965,15166,0
1966,15166,0
1969,15166,0
1971,15166,0
1973,15166,0
1975,15166,0
1980,15166,0
1981,15166,0
1982,15166,0
1984,15166,0
1986,15166,0
1988,15166,0
1989,15166,0
1990,15166,0
1992,15166,0
1995,15166,0
1997,15166,0
1998,15166,0
1999,15166,0
2000,15166,0
2004,15166,0
2007,15166,0
2008,15166,0
2009,15166,0
2010,15166,0
2011,15166,0
NA,15166,41
1,NA,10
1927,NA,3218
1936,NA,144
1947,NA,3
1956,NA,0
1957,NA,4
1960,NA,1
1962,NA,0
1963,NA,92
1965,NA,40
1966,NA,6
1969,NA,4
1971,NA,21
1973,NA,0
1975,NA,9
1980,NA,5
1981,NA,3
1982,NA,68
1984,NA,0
1986,NA,19
1988,NA,0
1989,NA,2
1990,NA,16
1992,NA,2
1995,NA,1178
1997,NA,19
1998,NA,64
1999,NA,158
2000,NA,6
2004,NA,6
2007,NA,2
2008,NA,78
2009,NA,449
2010,NA,67
2011,NA,27
NA,NA,35458
