goal,lag,yrs,rgns,adj_r_squared,aic,intercept,factor_rgn_code_cc,factor_rgn_code_hg,factor_rgn_code_nc,factor_rgn_code_nv,factor_rgn_code_po,factor_rgn_code_sg,factor_rgn_code_wv,factor_year_2002,factor_year_2003,factor_year_2004,factor_year_2005,factor_year_2006,factor_year_2007,factor_year_2008,factor_year_2009,factor_year_2010,factor_year_2011,factor_year_2012,factor_year_2013,factor_year_2014,factor_year_2015,pressures,na,rmse,rsquared,mae,rmsesd,rsquaredsd,maesd
SAL,6,7,6,1,-3923.0262326545726,-0.3863***,0.0000°,0.0000°,0.0000,0.0000°,NA,0.0000°,0.0000°,NA,NA,0.3701***,0.5046***,0.0516***,0.4376***,0.6069***,0.3282***,0.7657***,NA,NA,NA,NA,NA,-0.0000*,NA,1.8029788332091846e-16,1,1.4979887420283423e-16,7.612697326234964e-17,0,6.715800519088885e-17
SPP,1,14,7,0.7806658199265951,-1507.2739348914292,-0.0012*,-0.0004,-0.0004,-0.0002,-0.0004,-0.0001,-0.0003,-0.0003,0.0000,0.0006**,-0.0011***,0.0007***,0.0012***,0.0020***,0.0011***,0.0008***,0.0006*,0.0003,0.0022***,0.0008**,0.0016***,0.0002,0.0000,NA,4.4913593509777973e-4,0.7635421502716435,3.2177439256031584e-4,1.0565584933977258e-4,0.08534829495935431,7.094461819462803e-5
SPP,2,13,7,0.7677908135280294,-1310.26454883523,-0.0020*,-0.0006,-0.0005,-0.0003,-0.0006,-0.0002,-0.0005,-0.0004,0.0006°,-0.0005,-0.0003,0.0020***,0.0032***,0.0031***,0.0018***,0.0013***,0.0009*,0.0025***,0.0029***,0.0023***,0.0017***,NA,0.0000,NA,7.198971793505814e-4,0.7227922782532129,5.267357030930634e-4,1.3769082214431627e-4,0.08838617141238206,9.744181064296904e-5
SPP,3,12,7,0.7844951941194932,-1169.0578852398803,-0.0024°,-0.0009,-0.0008,-0.0004,-0.0010,-0.0005,-0.0008,-0.0007,-0.0011**,-0.0003,0.0003,0.0034***,0.0037***,0.0032***,0.0018***,0.0010*,0.0025***,0.0026***,0.0039***,0.0018***,NA,NA,0.0001,NA,8.764237747541022e-4,0.7493054402070535,6.404394990061962e-4,1.4454062598693934e-4,0.08442177170063768,9.347800990638695e-5
SPP,4,11,7,0.7814110495382316,-1052.8976707169381,-0.0043**,-0.0010,-0.0010,-0.0005,-0.0013,-0.0007°,-0.0009,-0.0009,0.0007,0.0020***,0.0034***,0.0055***,0.0055***,0.0048***,0.0031***,0.0042***,0.0043***,0.0052***,0.0051***,NA,NA,NA,0.0001,NA,0.001038763630590506,0.744013821327053,7.668640716317612e-4,1.9448753833683528e-4,0.08050273001774204,1.3001188127116208e-4
SPP,5,10,7,0.7585079028819166,-967.7082030166299,-0.0044**,-0.0012,-0.0010,-0.0004,-0.0014,-0.0009*,-0.0010,-0.0010,0.0012**,0.0033***,0.0037***,0.0055***,0.0053***,0.0044***,0.0046***,0.0042***,0.0050***,0.0046***,NA,NA,NA,NA,0.0001,NA,0.0010608931754396852,0.7265246151402416,7.656861887642367e-4,2.409419326263297e-4,0.09271834407297223,1.7003387626753286e-4
SPP,6,9,7,0.7444441640511552,-886.8241835404096,-0.0045*,-0.0016,-0.0013,-0.0004,-0.0018,-0.0012**,-0.0011,-0.0014,0.0020***,0.0031***,0.0032***,0.0048***,0.0044***,0.0054***,0.0041***,0.0046***,0.0040***,NA,NA,NA,NA,NA,0.0001,NA,9.912556416370023e-4,0.7284247687269497,7.363599973364806e-4,2.5300757270609633e-4,0.078522074284683,1.6301648650634824e-4
TR,1,8,4,-0.037947408418284034,-84.54104604772242,-0.4966,NA,NA,0.0651,0.0469,NA,0.0382,0.0572,NA,NA,NA,NA,NA,NA,-0.0090,-0.0356,-0.0052,0.0265,0.0074,0.0985°,0.0577,-0.0346,0.0180,NA,0.09941562693257439,0.09367719837584769,0.07479054208283037,0.03217091004451425,0.1611389875643671,0.02060278575582244
TR,2,7,4,0.02610033524154165,-49.311028181539996,-0.8912,NA,NA,0.1119,0.0816,NA,0.0644,0.1005,NA,NA,NA,NA,NA,NA,-0.0316,-0.0220,0.0390,0.0356,0.1090,0.1847*,0.0468,NA,0.0317,NA,0.1338977262363417,0.16350785870881498,0.10073185729026711,0.0435898673376749,0.17677633572591311,0.02976814354675424
TR,3,6,4,0.052048738145434426,-34.33370394394152,-1.2112,NA,NA,0.1313,0.1015,NA,0.0776,0.1255,NA,NA,NA,NA,NA,NA,0.0079,0.0529,0.0754,0.1494°,0.2171*,0.2054*,NA,NA,0.0418,NA,0.15765202039401502,0.16871935274070465,0.12115419791708006,0.04610461187325179,0.1377357331797771,0.03540567216389464
TR,4,5,4,0.21227430162235228,-39.089732290001265,-1.4845°,NA,NA,0.1107,0.1029,NA,0.0860,0.1223,NA,NA,NA,NA,NA,NA,0.0474,0.0614,0.1603*,0.2129**,0.2065*,NA,NA,NA,0.0521°,NA,0.1306457920808059,0.26748516370490727,0.10474306875228627,0.03605504052940206,0.21399096707683748,0.02813063366291419
TR,5,4,4,0.036559621265123354,-27.39383899039553,-0.5167,NA,NA,-0.0172,-0.0121,NA,0.0176,-0.0038,NA,NA,NA,NA,NA,NA,-0.0037,0.0701,0.1670*,0.1402°,NA,NA,NA,NA,0.0177,NA,0.14455927724421422,0.18198000863088182,0.12135518788309994,0.03565363044797098,0.2420791393132849,0.025510059879421478
TR,6,3,4,-0.23069561531713023,-20.74989687094957,-0.3036,NA,NA,-0.0331,-0.0304,NA,0.0085,-0.0157,NA,NA,NA,NA,NA,NA,0.0565,0.1178,0.1339,NA,NA,NA,NA,NA,0.0090,NA,0.1539675844069164,0.37038495637503377,0.12153873222056788,0.07516096405505662,0.33099476524663646,0.05904354832350605
