term,estimate,std.error,statistic,p.value,adj_r_squared,aic,yrs,rgns,params,goal,lag,model_error
factor(year)2015,-0.354133266946891,0.2072167334319127,-1.7089993702813204,0.09237346658308991,0.6467332924623949,4.249715687605679,14,6,41,FIS,1,NA
(Intercept),0.01628303205804501,0.031133474914625675,0.5230072165955261,0.6021618892343117,0.03726535616155924,-550.8002104574867,14,7,43,HAB,1,NA
prs_omit_soc,-0.0013232144302671156,0.0025498763559764124,-0.5189327816487099,0.6049895520474436,0.03726535616155924,-550.8002104574867,14,7,43,HAB,1,NA
factor(rgn_code)CC,-6.024856154093898e-4,0.009821232535279674,-0.06134521438578617,0.9512105045533925,0.03726535616155924,-550.8002104574867,14,7,43,HAB,1,NA
factor(rgn_code)HG,0.008094699089125386,0.021720558047803488,0.3726745450697097,0.7102037518228783,0.03726535616155924,-550.8002104574867,14,7,43,HAB,1,NA
factor(rgn_code)NC,0.008404067979635634,0.01821292835503286,0.46143419750033227,0.6455202142682559,0.03726535616155924,-550.8002104574867,14,7,43,HAB,1,NA
factor(rgn_code)NV,0.02635585249372557,0.05214331118660419,0.5054503040554219,0.6143892091750347,0.03726535616155924,-550.8002104574867,14,7,43,HAB,1,NA
factor(rgn_code)PO,0.00440587891051422,0.011576229721647367,0.38059705244750763,0.7043344790399471,0.03726535616155924,-550.8002104574867,14,7,43,HAB,1,NA
factor(rgn_code)SG,0.011264732146407082,0.025384949735425818,0.44375633057435804,0.6582070689681755,0.03726535616155924,-550.8002104574867,14,7,43,HAB,1,NA
factor(rgn_code)WV,0.021912985769454045,0.04264332215751095,0.513866759454491,0.6085137835924936,0.03726535616155924,-550.8002104574867,14,7,43,HAB,1,NA
factor(year)2002,-4.151585274963076e-4,0.011130054972034516,-0.03730067178818424,0.9703219281183195,0.03726535616155924,-550.8002104574867,14,7,43,HAB,1,NA
factor(year)2003,-0.0016704350505952297,0.01153927638770259,-0.1447608146707893,0.8852000804875315,0.03726535616155924,-550.8002104574867,14,7,43,HAB,1,NA
factor(year)2004,-0.0016391318754933873,0.011541889557170946,-0.14201590366761038,0.8873619961843403,0.03726535616155924,-550.8002104574867,14,7,43,HAB,1,NA
factor(year)2005,7.803638417761207e-4,0.011469904130624107,0.06803577718601725,0.9458972022881758,0.03726535616155924,-550.8002104574867,14,7,43,HAB,1,NA
factor(year)2006,-0.021710684292379823,0.011488559581396135,-1.8897655653487462,0.06177535958430621,0.03726535616155924,-550.8002104574867,14,7,43,HAB,1,NA
factor(year)2007,-0.013864990388154854,0.011648503409208802,-1.190280837038155,0.2368409767503364,0.03726535616155924,-550.8002104574867,14,7,43,HAB,1,NA
factor(year)2008,0.011244162399477039,0.012109835146335004,0.928514902441099,0.3554453417631963,0.03726535616155924,-550.8002104574867,14,7,43,HAB,1,NA
factor(year)2009,0.00399901745498588,0.013706032622763507,0.2917706067869821,0.7710850968379283,0.03726535616155924,-550.8002104574867,14,7,43,HAB,1,NA
factor(year)2010,-0.004298162911020139,0.01441713495294444,-0.29812878391225134,0.7662425288778092,0.03726535616155924,-550.8002104574867,14,7,43,HAB,1,NA
factor(year)2011,-0.013147754945384707,0.014953091259419347,-0.8792666825398119,0.38142972314084755,0.03726535616155924,-550.8002104574867,14,7,43,HAB,1,NA
factor(year)2012,-0.011916617986460258,0.015785620312544484,-0.7549033709489633,0.4521359641800591,0.03726535616155924,-550.8002104574867,14,7,43,HAB,1,NA
factor(year)2013,0.014886632929584977,0.017086177730744088,0.8712675920957237,0.38575935987104526,0.03726535616155924,-550.8002104574867,14,7,43,HAB,1,NA
factor(year)2014,-0.02345105430064868,0.01929674493393848,-1.2152854992348339,0.22720695155410184,0.03726535616155924,-550.8002104574867,14,7,43,HAB,1,NA
factor(year)2015,-0.0064920207984980344,0.016725622985822856,-0.3881482204878627,0.6987568953107351,0.03726535616155924,-550.8002104574867,14,7,43,HAB,1,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ICO,1,no change in status
(Intercept),1.7809783939540214,1.5902288119717498,1.1199510287741286,0.26661789965789845,0.2123541393149484,111.78262902626577,14,5,39,LSP,1,NA
prs_omit_soc,-0.08030690274908164,0.07450481055596472,-1.0778754036124774,0.2848432665382349,0.2123541393149484,111.78262902626577,14,5,39,LSP,1,NA
factor(rgn_code)HG,-0.14232981289443225,0.1492859763724833,-0.9534037714252895,0.343713643394857,0.2123541393149484,111.78262902626577,14,5,39,LSP,1,NA
factor(rgn_code)NC,0.12462199248822713,0.14993401586565622,0.8311789140623755,0.4087396464140378,0.2123541393149484,111.78262902626577,14,5,39,LSP,1,NA
factor(rgn_code)NV,0.5023748459637816,0.612801488598779,0.8198003028884655,0.41515286044533584,0.2123541393149484,111.78262902626577,14,5,39,LSP,1,NA
factor(rgn_code)SG,0.21215924473723657,0.3938997581282137,0.5386122747203594,0.5918878796866349,0.2123541393149484,111.78262902626577,14,5,39,LSP,1,NA
factor(rgn_code)WV,0.8150758471244198,0.9473131899131897,0.8604080000185705,0.3925440141748998,0.2123541393149484,111.78262902626577,14,5,39,LSP,1,NA
factor(year)2002,-0.005356538955967058,0.2331133236061141,-0.022978261701668636,0.9817339355022432,0.2123541393149484,111.78262902626577,14,5,39,LSP,1,NA
factor(year)2003,0.15565021966986928,0.2366055663088039,0.6578468211805449,0.5128253598700527,0.2123541393149484,111.78262902626577,14,5,39,LSP,1,NA
factor(year)2004,-0.04258783147967428,0.23585990046845945,-0.18056410349994773,0.8572390272600381,0.2123541393149484,111.78262902626577,14,5,39,LSP,1,NA
factor(year)2005,0.918340743838041,0.23427248238317816,3.919968467897116,2.0609904379221812e-4,0.2123541393149484,111.78262902626577,14,5,39,LSP,1,NA
factor(year)2006,0.06972073505766642,0.23553436958496549,0.2960108759520793,0.768110842152854,0.2123541393149484,111.78262902626577,14,5,39,LSP,1,NA
factor(year)2007,0.3914894941659087,0.2341091638438305,1.672251900515366,0.09900370385682648,0.2123541393149484,111.78262902626577,14,5,39,LSP,1,NA
factor(year)2008,-0.08164020223529812,0.2455562465925182,-0.3324704761869642,0.7405419869260274,0.2123541393149484,111.78262902626577,14,5,39,LSP,1,NA
factor(year)2009,-0.1017446462289755,0.2564343126989639,-0.39676689581092317,0.6927638863239667,0.2123541393149484,111.78262902626577,14,5,39,LSP,1,NA
factor(year)2010,-0.10179720172000309,0.25743828937246255,-0.39542370316453807,0.6937501244724571,0.2123541393149484,111.78262902626577,14,5,39,LSP,1,NA
factor(year)2011,-0.11269019062210338,0.25478384912784613,-0.44229722962367757,0.6596574517779595,0.2123541393149484,111.78262902626577,14,5,39,LSP,1,NA
factor(year)2012,-0.15246690365691073,0.27240668351827224,-0.5597032410795593,0.5774943550825615,0.2123541393149484,111.78262902626577,14,5,39,LSP,1,NA
factor(year)2013,-0.1693065570602059,0.2803896266473982,-0.6038260369493486,0.5479394085182315,0.2123541393149484,111.78262902626577,14,5,39,LSP,1,NA
factor(year)2014,-0.2010277836460931,0.29783905685157774,-0.6749544058161296,0.5019602172102933,0.2123541393149484,111.78262902626577,14,5,39,LSP,1,NA
factor(year)2015,-0.13758533047431862,0.2650674647431913,-0.5190577825445954,0.6053813529575218,0.2123541393149484,111.78262902626577,14,5,39,LSP,1,NA
(Intercept),-14.66988818374966,8.286460536790909,-1.7703443006356072,0.10434235505431624,0.2631380747648998,91.62093531948278,3,4,15,MAR,1,NA
prs_omit_soc,0.5041055366352949,0.2941175114561193,1.7139596147797023,0.11453785041076338,0.2631380747648998,91.62093531948278,3,4,15,MAR,1,NA
factor(rgn_code)HG,3.8137270603876354,1.5414432279974308,2.4741274872265304,0.030894219703347738,0.2631380747648998,91.62093531948278,3,4,15,MAR,1,NA
factor(rgn_code)NV,-6.1410432541427165,3.807660243728731,-1.612812819698685,0.13508141169005916,0.2631380747648998,91.62093531948278,3,4,15,MAR,1,NA
factor(rgn_code)SG,-6.533215512055133,4.088636809062776,-1.5978957821770232,0.13837200117255902,0.2631380747648998,91.62093531948278,3,4,15,MAR,1,NA
factor(rgn_code)WV,-6.736422081372286,4.215514839397889,-1.5980069666495265,0.13834721642100334,0.2631380747648998,91.62093531948278,3,4,15,MAR,1,NA
factor(year)2012,0.5636021057561621,1.249622342764846,0.45101794875815593,0.6607379556764493,0.2631380747648998,91.62093531948278,3,4,15,MAR,1,NA
factor(year)2013,1.811849966518244,1.6507457409172632,1.097594815244812,0.29582672070966065,0.2631380747648998,91.62093531948278,3,4,15,MAR,1,NA
factor(year)2014,5.191255395716258,1.9814606594795956,2.619913431478207,0.023832309887300722,0.2631380747648998,91.62093531948278,3,4,15,MAR,1,NA
(Intercept),-0.2705367808813836,3.5480064032585117e-16,-762503643265471.25,0,1,-6283.842033997347,12,6,37,SAL,1,NA
prs_omit_soc,3.2644286611091983e-18,2.4269810461737367e-17,0.13450573362555682,0.8933832459022352,1,-6283.842033997347,12,6,37,SAL,1,NA
factor(rgn_code)CC,2.96877322825275e-17,9.732545872729624e-17,0.3050356265539098,0.7612314427386736,1,-6283.842033997347,12,6,37,SAL,1,NA
factor(rgn_code)HG,-9.070677747627983e-17,4.3341068212769927e-16,-0.2092859756731934,0.8348243281929792,1,-6283.842033997347,12,6,37,SAL,1,NA
factor(rgn_code)NC,-4.796569405301407e-17,1.2653098895814379e-16,-0.37908258244058324,0.7057578783193083,1,-6283.842033997347,12,6,37,SAL,1,NA
factor(rgn_code)NV,-6.187949706769807e-17,3.539083252737085e-16,-0.17484611875078443,0.8616981967916715,1,-6283.842033997347,12,6,37,SAL,1,NA
factor(rgn_code)SG,-1.3004059870962857e-16,3.3725983772820046e-16,-0.38557985316481413,0.700960706572784,1,-6283.842033997347,12,6,37,SAL,1,NA
factor(rgn_code)WV,-3.370601919780008e-17,5.344238132493061e-16,-0.06306983027733531,0.9498881225980481,1,-6283.842033997347,12,6,37,SAL,1,NA
factor(year)2004,0.25243958371571734,1.2027942925767248e-16,2098776035716968,0,1,-6283.842033997347,12,6,37,SAL,1,NA
factor(year)2005,0.4773149452601732,1.1858551300170194e-16,4025069615825019,0,1,-6283.842033997347,12,6,37,SAL,1,NA
factor(year)2006,-0.179544973972691,1.1865984891396907e-16,-1513106376048607.2,0,1,-6283.842033997347,12,6,37,SAL,1,NA
