term,estimate,std.error,statistic,p.value,goal,n_obs,years,yr_lag,r_squared
(Intercept),1.0305197532459638,0.15571918698528828,6.617808461479593,4.7893324367777015e-9,SAL,77,11,3,-0.01276848382160689
pressures,-0.14106966090798526,0.6897499869923636,-0.20452289027668671,0.838498914089217,SAL,77,11,3,-0.01276848382160689
(Intercept),1.0003906943231304,6.636372500712144e-4,1507.4360190236146,1.4250597841998044e-223,SPP,104,13,3,-0.007691424457642038
pressures,-0.0014419117863617849,0.0031182025720999113,-0.46241761175597673,0.6447667816495305,SPP,104,13,3,-0.007691424457642038
(Intercept),0.9271060124710573,0.36378923658563217,2.5484701558860614,0.015657376697004777,TR,35,7,3,-0.029149037756001972
pressures,0.28618837431735344,1.487759225225596,0.19236202301078478,0.8486375402485846,TR,35,7,3,-0.029149037756001972
(Intercept),1.0185452606793075,0.06677967990946275,15.252323192627022,1.1583601211637418e-25,AO,84,12,4,-0.0074348730896889315
pressures,-0.14628744677159375,0.23501403281555253,-0.6224626036965435,0.5353648812725917,AO,84,12,4,-0.0074348730896889315
(Intercept),0.9978482857895582,9.59585673764733e-4,1039.8740967804467,1.0382945537927496e-170,CPP,84,12,4,-6.054284623895345e-4
pressures,0.004306593249854431,0.004418983513726144,0.9745664894375349,0.3326416021084049,CPP,84,12,4,-6.054284623895345e-4
(Intercept),0.999550584883166,2.3666256198109526e-4,4223.5264273147295,1.2724140591443813e-220,CSS,84,12,4,-0.010745545908737775
pressures,3.7374440238107726e-4,0.0010898536611198494,0.3429308132956551,0.7325280896517337,CSS,84,12,4,-0.010745545908737775
(Intercept),0.9939280031369934,0.0037632521687064797,264.11411156606874,6.345929583129646e-122,CW,84,12,4,0.01866315361438231
pressures,0.018926908078585138,0.011786801591277266,1.6057713309259276,0.11216863093597575,CW,84,12,4,0.01866315361438231
(Intercept),1.848600852336236,0.43704602724441183,4.2297623982346195,6.0507400122228375e-5,FIS,84,12,4,0.008114788274819373
pressures,-2.9340752700286896,2.26433682998244,-1.2957768611004061,0.19868798323092574,FIS,84,12,4,0.008114788274819373
(Intercept),1.0027457791634324,0.007952259139120805,126.09571212669198,1.1650270745217646e-106,HAB,96,12,4,5.812724898023314e-4
pressures,-0.041697362584187166,0.04059105018130365,-1.027255082042521,0.3069365285460706,HAB,96,12,4,5.812724898023314e-4
(Intercept),1.0034546925840284,0.0017281486817112483,580.6529861715295,6.877538880893647e-169,ICO,96,12,4,8.256434511973998e-4
pressures,-0.007232261470772789,0.006964081655107409,-1.0385089993120198,0.30169714019468125,ICO,96,12,4,8.256434511973998e-4
(Intercept),1.8913426868414382,1.274620855320826,1.4838472781503182,0.14168320643800572,LSP,84,12,4,-0.01214368075402894
pressures,-0.3566649403969521,5.52483160080901,-0.06455670799897775,0.9486840758277773,LSP,84,12,4,-0.01214368075402894
(Intercept),0.7189475242554134,0.5138531659887599,1.3991302804800465,0.16618950971782515,LVF,72,12,4,-0.009186420063486356
pressures,0.3075224983738821,0.5170809497029423,0.5947279600042328,0.5539429116449768,LVF,72,12,4,-0.009186420063486356
(Intercept),1.0278490065486003,0.01502367139003718,68.41530141761551,7.465130069127508e-66,LVO,72,12,4,0.015802625764057887
pressures,-0.03072114544138061,0.02100053559340982,-1.462874377881163,0.14797747249090615,LVO,72,12,4,0.015802625764057887
(Intercept),1.0166829682149243,0.1683573682652075,6.0388385651964995,7.272028859815303e-8,SAL,70,10,4,-0.014408755283361607
pressures,-0.1048910905600521,0.7432236641023305,-0.14112991233499017,0.8881845724659618,SAL,70,10,4,-0.014408755283361607
(Intercept),1.000591038486518,7.927874550167468e-4,1262.1176485006079,1.4016945497869973e-200,SPP,96,12,4,-0.0076226327333253074
pressures,-0.0019683435456708757,0.003711029210486223,-0.5304036788794183,0.5970828749656729,SPP,96,12,4,-0.0076226327333253074
(Intercept),0.6129761923546186,0.39992515998079425,1.532727254229406,0.13656535058041422,TR,30,6,4,-0.003655206712271042
pressures,1.5410501289276084,1.6295005094819788,0.9457193293038682,0.3523821209126178,TR,30,6,4,-0.003655206712271042
(Intercept),0.9737172511944006,0.06575253133633559,14.808817720091538,5.7548161596080524e-24,AO,77,11,5,-0.012743131064654412
pressures,-0.04799207204100233,0.22955570210973186,-0.20906503998781625,0.8349642644000882,AO,77,11,5,-0.012743131064654412
(Intercept),0.997247727197175,0.0012396609206099946,804.452016367882,2.308795797935352e-149,CPP,77,11,5,-7.099441769091719e-4
pressures,0.005526742624205365,0.005682045811184267,0.9726677340979528,0.33384511604326694,CPP,77,11,5,-7.099441769091719e-4
(Intercept),0.9994236961451675,3.057290721266351e-4,3268.9848210810624,4.973688517754577e-195,CSS,77,11,5,-0.011657157392798378
pressures,4.939833514263017e-4,0.0014013239949353246,0.35251187677629153,0.7254431178070383,CSS,77,11,5,-0.011657157392798378
(Intercept),0.9924325278603396,0.00484512141791848,204.83130189267786,7.840174305916189e-105,CW,77,11,5,0.018642938729976466
pressures,0.02372060876226082,0.015173815862339835,1.5632592999321564,0.12220156350521165,CW,77,11,5,0.018642938729976466
(Intercept),1.9156556237173195,0.5247846647249838,3.6503650973132555,4.817815079990651e-4,FIS,77,11,5,0.003241718292020912
pressures,-3.0184722266552364,2.7028630052073077,-1.1167684861718405,0.26765831127923434,FIS,77,11,5,0.003241718292020912
(Intercept),1.0043435111729129,0.00965140451396782,104.06190204953019,3.045970740631825e-92,HAB,88,11,5,0.005785385651840391
pressures,-0.06020868417340078,0.049057965403183974,-1.2272968044755703,0.22306006791054478,HAB,88,11,5,0.005785385651840391
(Intercept),1.0048351389946168,0.0020653033300004845,486.53150575919574,1.0437875687949065e-149,ICO,88,11,5,0.006327706602378691
pressures,-0.010241988159230884,0.00821592580864958,-1.246601831341795,0.2159282775500109,ICO,88,11,5,0.006327706602378691
(Intercept),2.2784331194750345,1.8165246535516404,1.2542814186530735,0.21363482011130092,LSP,77,11,5,-0.013298940871031117
pressures,-0.397120410918905,7.870978695834406,-0.05045375248303935,0.9598949326174762,LSP,77,11,5,-0.013298940871031117
(Intercept),0.3773619392616368,0.6693398643537387,0.5637822567552995,0.5748726070848131,LVF,66,11,5,-6.032058087555026e-4
pressures,0.6600220542335614,0.6733463366622437,0.9802118438859705,0.3306724985104701,LVF,66,11,5,-6.032058087555026e-4
(Intercept),1.0298626265647266,0.01787115908902118,57.6270750786055,7.13751786314826e-57,LVO,66,11,5,0.006026830811574069
pressures,-0.029547827947363263,0.0250250868182075,-1.180728289256729,0.24208022120812914,LVO,66,11,5,0.006026830811574069
(Intercept),1.0128566958676906,0.1445334473396032,7.0077668146102585,2.247119363636347e-9,SAL,63,9,5,-0.016170183354960566
pressures,-0.07358835053215461,0.6356566964075786,-0.11576744325677689,0.9082171227123812,SAL,63,9,5,-0.016170183354960566
(Intercept),1.0005647350330789,7.871561148039312e-4,1271.113463029255,1.4322793010983577e-185,SPP,88,11,5,-0.01046631920088914
pressures,-0.001152876693140436,0.003666642250140642,-0.3144230100703757,0.753961301280796,SPP,88,11,5,-0.01046631920088914
(Intercept),0.5798240049055006,0.5568400655165219,1.041275656714211,0.3085701416001324,TR,25,5,5,-0.019336477156239207
pressures,1.664585430821303,2.2553620926963074,0.738056845156635,0.4679442497418146,TR,25,5,5,-0.019336477156239207
(Intercept),0.9216289791472776,0.0850595267542732,10.835105887783193,1.8595003443398763e-16,AO,70,10,6,-0.012863773318462224
pressures,0.10348469603564675,0.29426561985822114,0.3516710381780456,0.7261724029771672,AO,70,10,6,-0.012863773318462224
(Intercept),0.9965992117545635,0.0015397669417964229,647.2402963735838,1.3632400475849316e-130,CPP,70,10,6,-5.755719969955386e-4
pressures,0.006878368836422521,0.007019078529566843,0.9799532527593753,0.3305828823365162,CPP,70,10,6,-5.755719969955386e-4
(Intercept),0.999284510922322,3.794953365541755e-4,2633.1931243104154,4.9707833699725635e-172,CSS,70,10,6,-0.012594676019741513
pressures,6.513786654185482e-4,0.0017299420428980308,0.3765320740614793,0.7076937289237488,CSS,70,10,6,-0.012594676019741513
(Intercept),0.9955676446432332,0.004337559481008886,229.52253427350607,5.426177612140628e-100,CW,70,10,6,-0.0023437419791141334
pressures,0.012460697958532446,0.013606593769730543,0.9157837861120484,0.36301659855780133,CW,70,10,6,-0.0023437419791141334
(Intercept),1.9745976837789674,0.5921705004325442,3.3345086969658992,0.001386435093029343,FIS,70,10,6,0.0019867411482710207
pressures,-3.2323535284362968,3.030890555508194,-1.0664698936627632,0.2899831560497663,FIS,70,10,6,0.0019867411482710207
(Intercept),1.0070307835330137,0.011795892526420534,85.37130880749024,8.429625848888301e-79,HAB,80,10,6,0.01177215265378162
pressures,-0.08324745987912804,0.05975158529024872,-1.3932259617003633,0.1675092695057952,HAB,80,10,6,0.01177215265378162
(Intercept),1.0062284431796822,0.0024303896523601726,414.01939076004743,4.0828922181923655e-132,ICO,80,10,6,0.009685227892174963
pressures,-0.01283186218866519,0.009637898726587076,-1.3313962464937774,0.18693679690814638,ICO,80,10,6,0.009685227892174963
(Intercept),2.2462181005863013,2.261773049393374,0.9931226747921306,0.3241710480690355,LSP,70,10,6,-0.014554779795807438
pressures,0.986801659706141,9.805669663817408,0.10063582534779913,0.9201356860573832,LSP,70,10,6,-0.014554779795807438
(Intercept),-0.21168075227910732,0.8319273782730421,-0.2544461906260678,0.800050847174849,LVF,60,10,6,0.02119539657129188
pressures,1.2625935553931629,0.8366120149020744,1.5091745431613837,0.1366828563969469,LVF,60,10,6,0.02119539657129188
(Intercept),1.0272714669468388,0.019057331492092235,53.90426604968807,3.0119543020660825e-51,LVO,60,10,6,-0.006670878616637399
pressures,-0.020870309096999703,0.026743045149592207,-0.7804013709081273,0.43832807850339717,LVO,60,10,6,-0.006670878616637399
(Intercept),1.0644486678187546,0.1631257970245913,6.525323935479613,2.4261574096489787e-8,SAL,56,8,6,-0.018085282308851314
pressures,-0.10829524039912182,0.7144012332784514,-0.1515888206157557,0.8800761686448982,SAL,56,8,6,-0.018085282308851314
(Intercept),1.0004517004425744,7.831693950656939e-4,1277.4397298283782,2.8238277295299023e-170,SPP,80,10,6,-0.012643793769779643
pressures,4.235581070176314e-4,0.0036303823323960848,0.11667038571611803,0.9074211390477829,SPP,80,10,6,-0.012643793769779643
(Intercept),0.8730050580349885,0.6319185300946203,1.3815152056140356,0.18402968540388245,TR,20,4,6,-0.05384435524010378
pressures,0.4379358240313022,2.561604227237627,0.17096154799196353,0.8661611239000587,TR,20,4,6,-0.05384435524010378
