intercept,rmse,rsquared,mae,goal,model,lag
TRUE,0.06482468100920026,0.19536385757075442,0.0503709196052235,HAB,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),3
TRUE,0.06260181159656221,0.22506216830667675,0.048639028413315834,HAB,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),3
TRUE,0.06341140678062886,0.21266572369780576,0.050261335358777255,HAB,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),3
TRUE,0.06439512217666353,0.20107279467669467,0.04991912062166653,HAB,intercept only,3
TRUE,0.07045524575951789,0.19630159601493322,0.05449372372226371,HAB,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),4
TRUE,0.06470902688466713,0.26787440669101087,0.049969867037733894,HAB,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),4
TRUE,0.06435671939344224,0.2768024695498317,0.05171932153399925,HAB,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),4
TRUE,0.06979021074236587,0.20422100973711302,0.054352115469142495,HAB,intercept only,4
TRUE,0.07233284438942125,0.24760451445564105,0.05631981295776423,HAB,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),5
TRUE,0.06408267374684994,0.34552143995396695,0.05015878504327126,HAB,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),5
TRUE,0.06497113692380521,0.33394560713777666,0.05248905900441541,HAB,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),5
TRUE,0.07223197244599319,0.24527701390248707,0.055872441442453916,HAB,intercept only,5
TRUE,0.0678477336689038,0.3447747731811438,0.05198408429695247,HAB,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),6
TRUE,0.057159375128106614,0.4907841652034734,0.04486257040678852,HAB,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),6
TRUE,0.055875490175743496,0.5109950114104822,0.0453199448101724,HAB,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),6
TRUE,0.06754632079192431,0.34602051297558895,0.05137380189682357,HAB,intercept only,6
TRUE,0.07385213902687926,0.10940451017255096,0.04457822292444178,ICO,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),1
TRUE,0.07805187390431917,0.18433729125275342,0.04550863820853249,ICO,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),1
TRUE,0.07844416721328722,0.1818602236656259,0.045959704776838806,ICO,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),1
TRUE,0.07330368489757891,0.11479593947676663,0.0438868539696726,ICO,intercept only,1
TRUE,0.10299984219492701,0.09793007672994711,0.0677531510319535,ICO,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),2
TRUE,0.10724324116179412,0.1960751806785099,0.06976298737011792,ICO,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),2
TRUE,0.1069220045486306,0.206103139673655,0.06953149331038809,ICO,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),2
TRUE,0.10249138009132525,0.09896879488848752,0.0657192192336443,ICO,intercept only,2
TRUE,0.11585001869480274,0.18241131547055783,0.08567670210992277,ICO,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),3
TRUE,0.11823394152481295,0.29823950899774104,0.08909118172898987,ICO,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),3
TRUE,0.11898883508841553,0.2985891309683666,0.08866062774241865,ICO,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),3
TRUE,0.11530088612124836,0.18354548499933593,0.08441291003705204,ICO,intercept only,3
TRUE,0.11980884647167994,0.2650476453478205,0.09625467375837296,ICO,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),4
TRUE,0.11857787269399099,0.39064281753375846,0.09730485087791647,ICO,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),4
TRUE,0.11825376999707427,0.4005722842152456,0.0949435140742727,ICO,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),4
TRUE,0.12010796219760418,0.2579855352332112,0.09594153602230845,ICO,intercept only,4
TRUE,0.13242306647325752,0.2692939777693449,0.10905867543253767,ICO,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),5
TRUE,0.12699865668499283,0.4214202097952391,0.10497663297284668,ICO,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),5
TRUE,0.12680551038577723,0.42824385688697186,0.10305358069820024,ICO,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),5
TRUE,0.13344894296824025,0.25706971573599674,0.10988494839378089,ICO,intercept only,5
TRUE,0.1310598218485321,0.2897408235149905,0.10536245284286501,ICO,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),6
TRUE,0.1242415865974331,0.44736599684537315,0.10249523825441718,ICO,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),6
TRUE,0.12461841762830136,0.45297536680764816,0.1017008555068851,ICO,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),6
TRUE,0.13142143758137526,0.28247243170872527,0.10689793193749365,ICO,intercept only,6
TRUE,0.018513440685313087,0.19022931465469772,0.013791799239296984,LSP,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),1
TRUE,0.018465103391080463,0.1878634272376605,0.013789663428660146,LSP,intercept only,1
TRUE,0.019872810666801334,0.40322475615926784,0.014617515387821063,LSP,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),2
TRUE,0.020051234805512408,0.38952513092416163,0.014597840621303523,LSP,intercept only,2
TRUE,0.022969933287112682,0.40928244413122666,0.0166628402734627,LSP,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),3
TRUE,0.024117742520908876,0.350083932962459,0.01755775824504106,LSP,intercept only,3
TRUE,0.021393401806759815,0.5334294757310997,0.016705311923432716,LSP,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),4
TRUE,0.02351474755501435,0.44007672126920033,0.017314872058940448,LSP,intercept only,4
TRUE,0.024405543136670545,0.5325364913977869,0.018876365548328767,LSP,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),5
TRUE,0.026406570948030367,0.45455414239927366,0.01990086655351245,LSP,intercept only,5
TRUE,0.025083118494616946,0.6163729844474959,0.019104972582710676,LSP,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),6
TRUE,0.026222302970939824,0.580071939154089,0.020035667431153488,LSP,intercept only,6
TRUE,0.023773581457145976,0.343027437846674,0.014712289213922605,SAL,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),1
TRUE,0.02495703009143385,0.2673699205391164,0.016498091905957097,SAL,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),1
TRUE,0.024959682832401842,0.2691255690014,0.016102136412635273,SAL,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),1
TRUE,0.02395935917511108,0.3320675585653077,0.01458059421215675,SAL,intercept only,1
TRUE,0.03383477092741081,0.49781522748915763,0.023025702180614938,SAL,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),2
TRUE,0.03454962942582195,0.43371187363046393,0.025883419722341875,SAL,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),2
TRUE,0.03455828291479341,0.43450041399157285,0.025628698815690264,SAL,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),2
TRUE,0.03454994026304875,0.4765307739940053,0.023514039351707636,SAL,intercept only,2
TRUE,0.040973538855897385,0.5437063972438534,0.02932465313520034,SAL,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),3
TRUE,0.039510472390935164,0.52970179970818565,0.031060369830141255,SAL,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),3
TRUE,0.04001124815697777,0.5192626538742174,0.03166795443079708,SAL,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),3
TRUE,0.042157207830068606,0.5172602293786497,0.0308342544991776,SAL,intercept only,3
TRUE,0.04594078129739896,0.540692949095991,0.03375866518743492,SAL,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),4
TRUE,0.04530473222516164,0.4993381851487325,0.03612048026377895,SAL,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),4
TRUE,0.0459950078419136,0.4865048257120727,0.03688048947910546,SAL,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),4
TRUE,0.047239253636152605,0.5141965691569305,0.03550799390809023,SAL,intercept only,4
TRUE,0.04739559969542996,0.5461872554969148,0.03608948440621551,SAL,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),5
TRUE,0.047002322088777054,0.5123812695329153,0.0377857319060544,SAL,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),5
TRUE,0.04804885329685875,0.49434316014978513,0.03901390830268885,SAL,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),5
TRUE,0.04904460034592585,0.5139463890709424,0.0378942038305811,SAL,intercept only,5
TRUE,0.046493245432267426,0.5339073924124468,0.03635624834415098,SAL,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),6
TRUE,0.0455511214418355,0.5319357799080042,0.03746202684953005,SAL,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),6
TRUE,0.0490786833783139,0.4788958836530504,0.0393162699950793,SAL,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),6
TRUE,0.04719926303714966,0.5144884244989877,0.037627742856918146,SAL,intercept only,6
TRUE,0.033581499808305645,0.3777435477209312,0.026677871481153116,SPP,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),1
TRUE,0.03204938875980777,0.3660565635117459,0.025621023092799844,SPP,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),1
TRUE,0.03242410986488423,0.3551949023037644,0.02591240300910926,SPP,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),1
TRUE,0.03363617102423448,0.3742669504622553,0.026739384206768753,SPP,intercept only,1
TRUE,0.041134259925595475,0.5097816750346759,0.03239160074890557,SPP,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),2
TRUE,0.03940950842589562,0.507625962512737,0.03175127541031578,SPP,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),2
TRUE,0.04013500934485674,0.49153718730391727,0.032011102501382255,SPP,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),2
TRUE,0.04151445598199759,0.5001157254075851,0.03262586132135178,SPP,intercept only,2
TRUE,0.04830701964397147,0.5072756885020938,0.03828149545786431,SPP,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),3
TRUE,0.04565643154817254,0.5112048280234381,0.03760755580024128,SPP,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),3
