goal,yr_lag,r_squared,aic,model,intercept,res_ecol,res_reg,res_soc,best_model
CPP,6,0.15826109969192215,-171.57005572011377,prs_res_reg_soc.csv,0.27572 **,NA,-0.04091,-0.39105 ***,TRUE
CSS,1,-0.008659391495206892,-194.42643327670305,prs_res_reg_only.csv,-0.01029,NA,0.02554,NA,FALSE
CSS,1,0.010996531572419754,-475.0511761717308,prs_res_reg_soc.csv,0.02031,NA,0.00512,-0.03832,TRUE
CSS,2,-0.00864174903272752,-60.51117843006659,prs_res_reg_only.csv,-0.02126,NA,0.06284,NA,FALSE
CSS,2,0.018357681050098162,-345.2492081156195,prs_res_reg_soc.csv,0.04912,NA,0.00412,-0.08305 .,TRUE
CSS,3,-0.009263711097626137,17.344458239202307,prs_res_reg_only.csv,-0.03169,NA,0.10188,NA,FALSE
CSS,3,0.03978184874409152,-278.762975358361,prs_res_reg_soc.csv,0.09132,NA,-0.00247,-0.14215 *,TRUE
CSS,4,-0.010192660607303727,32.42168634152351,prs_res_reg_only.csv,-0.04292,NA,0.11724,NA,FALSE
CSS,4,0.06594062672309886,-231.20123829082434,prs_res_reg_soc.csv,0.14311 *,NA,-0.01522,-0.21118 *,TRUE
CSS,5,-0.012073830308685585,36.53995867203166,prs_res_reg_only.csv,-0.04509,NA,0.10206,NA,FALSE
CSS,5,0.10161957251532094,-196.60025471837992,prs_res_reg_soc.csv,0.20281 *,NA,-0.03016,-0.29038 **,TRUE
CSS,6,-0.014443009676713858,4.786334361706283,prs_res_reg_only.csv,-0.03681,NA,0.04076,NA,FALSE
CSS,6,0.15826109969192215,-171.57005572011377,prs_res_reg_soc.csv,0.27572 **,NA,-0.04091,-0.39105 ***,TRUE
CW,1,-0.007484891957400208,-670.6053252602306,prs_res_reg_only.csv,-0.00538,NA,0.00794,NA,TRUE
CW,1,0.025528090026931127,-477.9300900704735,prs_res_reg_soc.csv,0.02332,NA,0.01898,-0.04689 *,FALSE
CW,2,-0.008660795928917109,-557.7029430970861,prs_res_reg_only.csv,-0.00555,NA,0.00752,NA,TRUE
CW,2,0.08058031997470483,-399.77872590824785,prs_res_reg_soc.csv,0.06113,NA,0.01992,-0.09772 **,FALSE
CW,3,-0.009611098813885555,-470.588541246545,prs_res_reg_only.csv,-0.00476,NA,0.0067,NA,TRUE
CW,3,0.12027463008176376,-339.0762338361056,prs_res_reg_soc.csv,0.10538 .,NA,0.01257,-0.14903 ***,FALSE
CW,4,-0.010344762225287019,-400.34805553623966,prs_res_reg_only.csv,-0.00666,NA,0.01121,NA,TRUE
CW,4,0.15929298836054895,-290.588520862442,prs_res_reg_soc.csv,0.14922 .,NA,0.01473,-0.20651 ***,FALSE
CW,5,-0.011599617026046616,-328.6371188891264,prs_res_reg_only.csv,-0.00313,NA,0.00627,NA,TRUE
CW,5,0.19423731940357247,-241.27897098412546,prs_res_reg_soc.csv,0.21677 ***,NA,NA,-0.28188 ***,FALSE
CW,6,-0.011854950330291159,-281.26872503687247,prs_res_reg_only.csv,-0.02035,NA,0.04071,NA,TRUE
CW,6,0.21861968291640765,-208.0913236838333,prs_res_reg_soc.csv,0.27046 ***,NA,NA,-0.34675 ***,FALSE
FIS,1,-0.014785139689815985,-444.3517759814267,prs_res_reg_ecol.csv,0.0201,-0.05272,0.02028,NA,FALSE
FIS,1,-0.007865688066584164,-446.1515320507009,prs_res_reg_only.csv,-0.03216,NA,0.03255,NA,TRUE
FIS,1,0.023848733607661265,-396.86991426971673,prs_res_reg_soc.csv,0.07205,NA,-0.05203,-0.07382 *,FALSE
FIS,1,0.034421060813633164,-396.89046146871937,prs_res_all.csv,-0.10933,0.20163,-0.06487,-0.05923,FALSE
FIS,2,-0.014302309643284605,-298.555011376254,prs_res_reg_ecol.csv,0.07888,-0.13124,0.00718,NA,FALSE
FIS,2,-0.008778740037074906,-300.1437565575361,prs_res_reg_only.csv,-0.05222,NA,0.03998,NA,TRUE
FIS,2,0.059616631377309104,-297.8100226339681,prs_res_reg_soc.csv,0.16869 .,NA,-0.14851,-0.15166 *,FALSE
FIS,2,0.08665492621804871,-299.3041190530994,prs_res_all.csv,-0.20771,0.41826 .,-0.1756,-0.12096 .,FALSE
FIS,3,-0.013274976846312514,-224.7614697344261,prs_res_reg_ecol.csv,0.1906,-0.22014,-0.10029,NA,FALSE
FIS,3,-0.009624640638711268,-226.11216873562384,prs_res_reg_only.csv,-0.03161,NA,-0.04011,NA,FALSE
FIS,3,0.15598027870341513,-255.22810211402606,prs_res_reg_soc.csv,0.31496 **,NA,-0.29515,-0.26577 ***,FALSE
FIS,3,0.18804491954434965,-257.29610335974974,prs_res_all.csv,-0.16367,0.53178 .,-0.33066 .,-0.22604 **,TRUE
FIS,4,-0.00909242597699822,-170.30726082377385,prs_res_reg_only.csv,0.0018,NA,-0.1496,NA,FALSE
FIS,4,-0.004117591355487393,-169.80845991952708,prs_res_reg_ecol.csv,0.43705,-0.42483,-0.27998,NA,FALSE
FIS,4,0.20800454208933605,-212.06742856023428,prs_res_reg_soc.csv,0.45679 ***,NA,-0.46922 .,-0.35645 ***,FALSE
FIS,4,0.2461962564011122,-214.67704201792287,prs_res_all.csv,-0.16074,0.68644 *,-0.51806 *,-0.30381 **,TRUE
FIS,5,-0.007354771624549006,-128.92276172252312,prs_res_reg_only.csv,0.05481,NA,-0.30747,NA,FALSE
FIS,5,0.01333699993553894,-129.7784174644235,prs_res_reg_ecol.csv,0.80193,-0.71386 .,-0.56145,NA,FALSE
FIS,5,0.23098440881330584,-174.92184422528243,prs_res_reg_soc.csv,0.58221 ***,NA,-0.64655 *,-0.42626 ***,FALSE
FIS,5,0.27846329924368085,-178.18391473473378,prs_res_all.csv,-0.20583,0.87885 *,-0.72045 *,-0.35557 **,TRUE
FIS,6,-0.0030876180600654113,-98.65763052864014,prs_res_reg_only.csv,0.14589,NA,-0.55385,NA,FALSE
FIS,6,0.04088539576512895,-101.27610839557263,prs_res_reg_ecol.csv,1.29555 *,-1.06966 *,-1.00138,NA,FALSE
FIS,6,0.2823506048760185,-148.82393009242216,prs_res_reg_soc.csv,0.71301 ***,NA,-0.78295 .,-0.53109 ***,FALSE
FIS,6,0.341459601807239,-153.04322116119414,prs_res_all.csv,-0.24727,1.07714 *,-0.89925 *,-0.43656 **,TRUE
HAB,1,-0.008459818503555816,-467.66020824725035,prs_res_reg_ecol.csv,-0.10726,0.05134,0.0914,NA,FALSE
HAB,1,-0.0013600590751172703,-469.4867374575213,prs_res_reg_only.csv,-0.05114,NA,0.07116,NA,TRUE
HAB,1,0.016842229642541118,-369.4395495568259,prs_res_all.csv,-0.03472,0.12939,-0.05552,-0.07362,FALSE
HAB,1,0.021395089981680715,-370.81682042933454,prs_res_reg_soc.csv,0.08352,NA,-0.05156,-0.08312 .,FALSE
HAB,2,0.01413044787054496,-364.9457157200509,prs_res_reg_ecol.csv,-0.27849,0.12972,0.25894 .,NA,FALSE
HAB,2,0.018384255567425845,-366.4071782113762,prs_res_reg_only.csv,-0.13477 *,NA,0.20388 .,NA,TRUE
HAB,2,0.08097179774691343,-318.50367628704623,prs_res_reg_soc.csv,0.131,NA,-0.04334,-0.16068 **,FALSE
HAB,2,0.093844707255342,-318.7320815188973,prs_res_all.csv,-0.13871,0.29534,-0.05285,-0.13891 *,FALSE
HAB,3,0.015147845474412613,-291.92460512334316,prs_res_reg_ecol.csv,-0.37453,0.16507,0.35604 .,NA,FALSE
HAB,3,0.02003673197215783,-293.4175164297664,prs_res_reg_only.csv,-0.18867 *,NA,0.27995 .,NA,TRUE
HAB,3,0.2132558990005623,-282.09925171987476,prs_res_reg_soc.csv,0.23801 *,NA,-0.07625,-0.29015 ***,FALSE
HAB,3,0.2237025002967954,-282.18889010397925,prs_res_all.csv,-0.0556,0.32168,-0.08711,-0.26632 ***,FALSE
HAB,4,0.0020373889846143634,-230.67125456136412,prs_res_reg_ecol.csv,-0.27438,0.0398,0.35206,NA,FALSE
HAB,4,0.012477491056844259,-232.65409285242006,prs_res_reg_only.csv,-0.22785 .,NA,0.3303,NA,FALSE
HAB,4,0.2998848640775702,-240.68829430633826,prs_res_reg_soc.csv,0.48656 ***,NA,-0.40046 .,-0.39855 ***,FALSE
HAB,4,0.3139798296417037,-241.2037273953069,prs_res_all.csv,0.10729,0.41718,-0.41783 .,-0.36736 ***,TRUE
HAB,5,0.007260719149660866,-180.74349537785935,prs_res_reg_ecol.csv,-0.42202,0.04431,0.6057,NA,FALSE
HAB,5,0.018687004440928634,-182.7329852234389,prs_res_reg_only.csv,-0.36387 *,NA,0.56908,NA,FALSE
HAB,5,0.3750582514638131,-203.38947756789094,prs_res_reg_soc.csv,1.15072 ***,NA,-1.593 **,-0.45407 ***,FALSE
HAB,5,0.4057045663199149,-205.76410445621926,prs_res_all.csv,0.60146,0.64795 *,-1.70093 **,-0.40199 ***,TRUE
HAB,6,0.023248195484053436,-143.18808838300941,prs_res_reg_ecol.csv,-0.5874,0.0538,0.88188,NA,FALSE
HAB,6,0.03564598737733249,-145.17774569173798,prs_res_reg_only.csv,-0.51599 *,NA,0.83574 .,NA,FALSE
HAB,6,0.38877515980686095,-167.26305515535304,prs_res_reg_soc.csv,1.37089 ***,NA,-1.89933 **,-0.54086 ***,FALSE
HAB,6,0.4321002793816132,-170.7362312078831,prs_res_all.csv,0.65082,0.86907 *,-2.08526 **,-0.46469 ***,TRUE
ICO,1,-0.01158390135606302,-360.19500860974597,prs_res_reg_ecol.csv,-0.18837,0.14041,0.09769,NA,FALSE
ICO,1,-0.0074433439557908265,-361.66591097066237,prs_res_reg_only.csv,-0.03489,NA,0.04233,NA,TRUE
ICO,1,0.015008461766703896,-261.30080586084966,prs_res_all.csv,0.20065,-0.1755,0.11105,-0.15904 .,FALSE
ICO,1,0.022590142410712333,-262.9557600629158,prs_res_reg_soc.csv,0.04028,NA,0.10567,-0.14614 .,FALSE
ICO,2,-0.008599693350948012,-259.0844565698202,prs_res_reg_ecol.csv,-0.35513,0.24851,0.20852,NA,FALSE
ICO,2,-0.00630077860157896,-260.31719288425285,prs_res_reg_only.csv,-0.0798,NA,0.10304,NA,TRUE
ICO,2,0.05387622328844177,-186.158404515155,prs_res_all.csv,0.32685,-0.30961,0.2805,-0.30736 *,FALSE
ICO,2,0.05986048103381458,-187.64790241129705,prs_res_reg_soc.csv,0.04411,NA,0.27053,-0.28454 *,FALSE
ICO,3,-0.014381115953174373,-195.95148858842595,prs_res_reg_ecol.csv,-0.36179,0.25564,0.18431,NA,FALSE
ICO,3,-0.009115467009157996,-197.46811949008344,prs_res_reg_only.csv,-0.07394,NA,0.06646,NA,TRUE
ICO,3,0.10009846541073086,-141.43252926988094,prs_res_all.csv,0.67078,-0.55292,0.30006,-0.51132 **,FALSE
ICO,3,0.10037686982991112,-142.40966844055117,prs_res_reg_soc.csv,0.16612,NA,0.2814,-0.47037 **,FALSE
ICO,4,-0.019746635251417066,-154.73862981304285,prs_res_reg_ecol.csv,-0.00962,0.02074,-0.12095,NA,FALSE
ICO,4,-0.008920471223147208,-156.73651701131524,prs_res_reg_only.csv,0.01463,NA,-0.13229,NA,TRUE
ICO,4,0.15565519318529364,-116.79888567473668,prs_res_reg_soc.csv,0.52609 .,NA,-0.12023,-0.68099 ***,FALSE
ICO,4,0.1638659795442311,-116.55358598781666,prs_res_all.csv,1.27689 .,-0.82585,-0.08584,-0.74272 ***,FALSE
ICO,5,0.012013589917970746,-121.12131495355447,prs_res_reg_only.csv,0.29635,NA,-0.7108,NA,TRUE
ICO,5,0.021106952108854715,-120.96426306335331,prs_res_reg_ecol.csv,1.3833,-0.82844,-1.39538 .,NA,FALSE
ICO,5,0.25465405182062006,-95.7684594126796,prs_res_reg_soc.csv,1.86518 **,NA,-2.4806 *,-0.82545 ***,FALSE
ICO,5,0.2630907559145431,-95.57580801046531,prs_res_all.csv,2.67076 **,-0.95031,-2.32231 *,-0.90184 ***,FALSE
ICO,6,0.007673487311193994,-99.66221737864569,prs_res_reg_only.csv,0.28306,NA,-0.71203,NA,FALSE
ICO,6,0.020254545042424188,-99.71524183725714,prs_res_reg_ecol.csv,1.61183,-1.00095,-1.57052 .,NA,TRUE
ICO,6,0.28446146719625454,-80.81516715168787,prs_res_reg_soc.csv,2.19031 **,NA,-2.99574 *,-0.91096 ***,FALSE
ICO,6,0.2854317631595815,-79.9585591486742,prs_res_all.csv,2.87893 **,-0.83112,-2.81793 .,-0.98381 ***,FALSE
LSP,1,0,-699.334846950752,prs_res_reg_only.csv,-0.00133,NA,NA,NA,TRUE
LSP,1,0.09787903326530567,-510.159901550123,prs_res_reg_soc.csv,0.04707 **,NA,NA,-0.06429 **,FALSE
LSP,2,0,-554.5015537012275,prs_res_reg_only.csv,-0.00218,NA,NA,NA,TRUE
LSP,2,0.16598306649759986,-409.9204085606267,prs_res_reg_soc.csv,0.09488 ***,NA,NA,-0.12867 ***,FALSE
LSP,3,0,-452.29637195817025,prs_res_reg_only.csv,-0.00354,NA,NA,NA,TRUE
LSP,3,0.23507148404617806,-340.481326315497,prs_res_reg_soc.csv,0.15445 ***,NA,NA,-0.20912 ***,FALSE
LSP,4,0,-373.8194250900889,prs_res_reg_only.csv,-0.00453,NA,NA,NA,TRUE
LSP,4,0.2759726568555063,-284.3650343858926,prs_res_reg_soc.csv,0.21744 ***,NA,NA,-0.29298 ***,FALSE
LSP,5,0,-304.8952480235631,prs_res_reg_only.csv,-0.00534,NA,NA,NA,TRUE
LSP,5,0.29194114310435615,-232.6907290147805,prs_res_reg_soc.csv,0.28988 ***,NA,NA,-0.3885 ***,FALSE
LSP,6,0,-250.24171775727604,prs_res_reg_only.csv,-0.00511,NA,NA,NA,TRUE
LSP,6,0.31121297049591756,-191.9835260832289,prs_res_reg_soc.csv,0.37514 ***,NA,NA,-0.49844 ***,FALSE
SAL,1,0.012364502945954925,-571.5600807224201,prs_res_reg_only.csv,-0.043 *,NA,0.05847,NA,FALSE
SAL,1,0.020960622679534358,-571.6303837864236,prs_res_reg_ecol.csv,-0.16501 .,0.11689,0.09309 *,NA,TRUE
SAL,1,0.08651264338191034,-473.0298803228482,prs_res_all.csv,-0.03883,0.06306,0.04815,-0.06771 **,FALSE
SAL,1,0.09230501250842793,-474.56190799054866,prs_res_reg_soc.csv,0.01903,NA,0.04961,-0.07234 **,FALSE
SAL,2,0.013463926646534174,-413.57949680670833,prs_res_reg_only.csv,-0.08084 *,NA,0.10864,NA,TRUE
SAL,2,0.021857102876956414,-413.55927650243666,prs_res_reg_ecol.csv,-0.29543 .,0.20349,0.17338 *,NA,FALSE
SAL,2,0.1423787612677765,-363.60284629201806,prs_res_all.csv,-0.04604,0.11542,0.07179,-0.14568 ***,FALSE
SAL,2,0.14703323550555147,-365.0164802322567,prs_res_reg_soc.csv,0.05983,NA,0.07459,-0.15419 ***,FALSE
SAL,3,0.007610814634549934,-322.8489826355528,prs_res_reg_only.csv,-0.1042 .,NA,0.13391,NA,TRUE
SAL,3,0.011544758014824241,-322.28670857513686,prs_res_reg_ecol.csv,-0.3648,0.24415,0.21802 .,NA,FALSE
SAL,3,0.180054634563229,-292.09444560525014,prs_res_all.csv,0.00278,0.14262,0.05407,-0.23727 ***,FALSE
SAL,3,0.18608486541276137,-293.62321538241855,prs_res_reg_soc.csv,0.13353 .,NA,0.0577,-0.24783 ***,FALSE
SAL,4,0.003340298153151733,-263.5777687949093,prs_res_reg_ecol.csv,-0.38182,0.2255,0.26286,NA,FALSE
SAL,4,0.006215345110285986,-264.82835077152697,prs_res_reg_only.csv,-0.13427 .,NA,0.17156,NA,TRUE
SAL,4,0.22897068081016836,-248.85649572713305,prs_res_all.csv,0.02833,0.23562,-0.03954,-0.31829 ***,FALSE
SAL,4,0.23056098203699016,-249.95404050374128,prs_res_reg_soc.csv,0.24373 *,NA,-0.03213,-0.3359 ***,FALSE
SAL,5,-0.007592260152095909,-217.8859260594109,prs_res_reg_ecol.csv,-0.35083,0.15134,0.30703,NA,FALSE
SAL,5,0.0020613890351359743,-219.70385941480532,prs_res_reg_only.csv,-0.17021,NA,0.2175,NA,TRUE
SAL,5,0.3061077752690028,-214.7671255374041,prs_res_reg_soc.csv,0.64819 ***,NA,-0.70895 *,-0.39873 ***,FALSE
SAL,5,0.3139050020561017,-214.56898460152246,prs_res_all.csv,0.31378,0.38524,-0.75741 *,-0.36775 ***,FALSE
SAL,6,0.002733347255891916,-183.03066831039786,prs_res_reg_ecol.csv,-0.41153,0.13537,0.42269,NA,FALSE
SAL,6,0.014223952282893082,-184.92551533472988,prs_res_reg_only.csv,-0.24867 *,NA,0.33993,NA,TRUE
SAL,6,0.3609233331329872,-184.17028735135673,prs_res_reg_soc.csv,0.79774 ***,NA,-0.86707 .,-0.49566 ***,FALSE
SAL,6,0.37454530576733636,-184.52499381495213,prs_res_all.csv,0.36901,0.50158,-0.94813 *,-0.45164 ***,FALSE
SPP,1,0.023565109291779907,-491.03597876533394,prs_res_reg_only.csv,-0.08314 *,NA,0.1398 .,NA,TRUE
SPP,1,0.0889062103814493,-436.7840740398201,prs_res_reg_soc.csv,-0.02598,NA,0.1381 .,-0.07268 *,FALSE
SPP,2,0.041875835614550105,-380.8126684465647,prs_res_reg_only.csv,-0.15807 **,NA,0.26356 *,NA,TRUE
SPP,2,0.13977783823570245,-344.7928001678641,prs_res_reg_soc.csv,-0.02125,NA,0.22528 *,-0.1478 **,FALSE
SPP,3,0.04347911582552899,-309.58241953537134,prs_res_reg_only.csv,-0.21259 **,NA,0.35032 *,NA,TRUE
SPP,3,0.22310447111686293,-290.06656609177026,prs_res_reg_soc.csv,0.0313,NA,0.27712 .,-0.26106 ***,FALSE
SPP,4,0.03405524231018919,-248.1233072683583,prs_res_reg_only.csv,-0.26218 *,NA,0.42844 *,NA,TRUE
SPP,4,0.24718646250272935,-241.53716045815122,prs_res_reg_soc.csv,0.1649,NA,0.17267,-0.36923 ***,FALSE
SPP,5,0.003666420607248755,-196.87359850792407,prs_res_reg_only.csv,-0.24238,NA,0.37019,NA,FALSE
SPP,5,0.30572286147504946,-202.01064821169652,prs_res_reg_soc.csv,0.8132 **,NA,-0.95287 .,-0.44784 ***,TRUE
SPP,6,0.007131480475501939,-160.27347439822714,prs_res_reg_only.csv,-0.31394,NA,0.48088,NA,FALSE
SPP,6,0.34120863515773936,-170.18741684397324,prs_res_reg_soc.csv,1.00016 **,NA,-1.18905 .,-0.54143 ***,TRUE
TR,1,0,-579.0683714814573,prs_res_reg_only.csv,0.00159,NA,NA,NA,TRUE
TR,1,0.05272724696596698,-430.2260053217521,prs_res_reg_soc.csv,0.0581 *,NA,NA,-0.07492 *,FALSE
TR,2,0,-439.5811067036643,prs_res_reg_only.csv,0.00364,NA,NA,NA,TRUE
TR,2,0.09726927514100059,-334.084881849035,prs_res_reg_soc.csv,0.11859 **,NA,NA,-0.15225 **,FALSE
TR,3,0,-358.3441348608402,prs_res_reg_only.csv,0.00512,NA,NA,NA,TRUE
TR,3,0.15325663123523559,-280.602181298804,prs_res_reg_soc.csv,0.18574 ***,NA,NA,-0.23889 ***,FALSE
TR,4,0,-305.47136104577714,prs_res_reg_only.csv,0.00453,NA,NA,NA,TRUE
TR,4,0.22346869425742255,-243.93848275259072,prs_res_reg_soc.csv,0.26144 ***,NA,NA,-0.33903 ***,FALSE
TR,5,0,-254.90981686438977,prs_res_reg_only.csv,0.00256,NA,NA,NA,TRUE
TR,5,0.2782277556123306,-205.47652405886964,prs_res_reg_soc.csv,0.35367 ***,NA,NA,-0.46223 ***,FALSE
TR,6,0,-213.10691327135544,prs_res_reg_only.csv,0.00249,NA,NA,NA,TRUE
TR,6,0.2781800384959715,-167.98018270595622,prs_res_reg_soc.csv,0.43297 ***,NA,NA,-0.56402 ***,FALSE
