goal,model,lag,yrs,rgns,adj_r_squared,aic,model_error,intercept,factor_rgn_code_cc,factor_rgn_code_hg,factor_rgn_code_nc,factor_rgn_code_nv,factor_rgn_code_po,factor_rgn_code_sg,factor_rgn_code_wv,factor_year_2002,factor_year_2003,factor_year_2004,factor_year_2005,factor_year_2006,factor_year_2007,factor_year_2008,factor_year_2009,factor_year_2010,factor_year_2011,factor_year_2012,factor_year_2013,factor_year_2014,factor_year_2015,res_ecol,res_reg,res_soc
MAR,intercept only,2,13,6,0.823923822243635,-316.97465818761077,NA,-0.1223***,-0.0050,-0.0076,0.0057,-0.0120,NA,0.0120,-0.0010,0.1488***,0.2857***,0.2644***,0.2204***,0.1384***,-0.0017,0.0077,0.0907***,0.0767**,0.0309,0.0207,0.1412***,0.1883***,NA,NA,NA,NA
MAR,d_prs ~ res_reg + factor(year) + factor(rgn_code),3,11,6,0.824580552856995,-249.47195914321492,NA,-0.3171**,-0.0114,-0.0139,0.0075,-0.0369°,NA,0.0102,-0.0166,0.1268***,0.2918***,0.2027***,0.1321***,-0.0678*,-0.0798**,-0.1087***,-0.0012,-0.0879**,-0.0691*,-0.1223***,NA,NA,NA,NA,0.4177**,NA
MAR,d_prs ~ res_ecol + factor(year) + factor(rgn_code),3,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAR,d_prs ~ res_soc + factor(year) + factor(rgn_code),3,12,5,0.8026375662802144,-206.78419004468694,NA,-0.2512,NA,-0.0264,-0.0279,-0.0736,NA,-0.0414,-0.0725,0.1186***,0.2701***,0.1840***,0.1136**,-0.0753*,-0.0855*,-0.1093**,-0.0072,-0.0945**,-0.0851*,-0.0340,0.0700*,NA,NA,NA,NA,0.3396
MAR,d_prs ~ res_reg + res_ecol + factor(year) + factor(rgn_code),3,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAR,d_prs ~ res_reg + res_soc + factor(year) + factor(rgn_code),3,11,5,0.8026375662802144,-206.78419004468694,NA,-0.4951*,NA,-0.0264,-0.0279,-0.0736,NA,-0.0414,-0.0725,0.1186***,0.2701***,0.1840***,0.1136**,-0.0753*,-0.0855*,-0.1093**,-0.0072,-0.0945**,-0.0851*,-0.1138**,NA,NA,NA,NA,0.3563*,0.3396
MAR,d_prs ~ res_ecol + res_soc + factor(year) + factor(rgn_code),3,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAR,d_prs ~ res_reg + res_ecol + res_soc + factor(year) + factor(rgn_code),3,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAR,intercept only,3,12,6,0.8245805528569949,-249.4719591432148,NA,-0.0312,-0.0114,-0.0139,0.0075,-0.0369°,NA,0.0102,-0.0166,0.1268***,0.2918***,0.2027***,0.1321***,-0.0678*,-0.0798**,-0.1087***,-0.0012,-0.0879**,-0.0691*,-0.0288,0.0821**,NA,NA,NA,NA,NA
MAR,d_prs ~ res_reg + factor(year) + factor(rgn_code),4,10,6,0.8526158544638321,-223.9152809710041,NA,0.2224*,-0.0152,-0.0230,0.0107,-0.0416°,NA,0.0170,-0.0220,0.1530***,0.2582***,0.1403***,-0.0580°,-0.1192***,-0.1698***,-0.1736***,-0.1400***,-0.1617***,-0.0945**,NA,NA,NA,NA,NA,-0.2843*,NA
MAR,d_prs ~ res_ecol + factor(year) + factor(rgn_code),4,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAR,d_prs ~ res_soc + factor(year) + factor(rgn_code),4,11,5,0.835904913961123,-185.63839113987575,NA,-0.2896,NA,-0.0429,-0.0388,-0.0929°,NA,-0.0557,-0.1005,0.1398***,0.2379***,0.1202***,-0.0694*,-0.1250***,-0.1724***,-0.1749***,-0.1447***,-0.1739***,-0.0992**,-0.0730*,NA,NA,NA,NA,NA,0.4819
MAR,d_prs ~ res_reg + res_ecol + factor(year) + factor(rgn_code),4,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAR,d_prs ~ res_reg + res_soc + factor(year) + factor(rgn_code),4,10,5,0.8359049139611232,-185.63839113987584,NA,-0.0666,NA,-0.0429,-0.0388,-0.0929°,NA,-0.0557,-0.1005,0.1398***,0.2379***,0.1202***,-0.0694*,-0.1250***,-0.1724***,-0.1749***,-0.1447***,-0.1739***,-0.0992**,NA,NA,NA,NA,NA,-0.3259*,0.4819
MAR,d_prs ~ res_ecol + res_soc + factor(year) + factor(rgn_code),4,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAR,d_prs ~ res_reg + res_ecol + res_soc + factor(year) + factor(rgn_code),4,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAR,intercept only,4,11,6,0.8526158544638321,-223.91528097100405,NA,0.0279,-0.0152,-0.0230,0.0107,-0.0416°,NA,0.0170,-0.0220,0.1530***,0.2582***,0.1403***,-0.0580°,-0.1192***,-0.1698***,-0.1736***,-0.1400***,-0.1617***,-0.0945**,-0.0637*,NA,NA,NA,NA,NA,NA
MAR,d_prs ~ res_reg + factor(year) + factor(rgn_code),5,NA,NA,NA,NA,degenerate model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAR,d_prs ~ res_ecol + factor(year) + factor(rgn_code),5,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAR,d_prs ~ res_soc + factor(year) + factor(rgn_code),5,10,5,0.839435474018239,-160.4867638073093,NA,-0.2416,NA,-0.0558,-0.0332,-0.0977,NA,-0.0396,-0.1022,0.0902*,0.1577***,-0.0863*,-0.1341***,-0.2280***,-0.2535***,-0.3196***,-0.2415***,-0.2054***,-0.1542***,NA,NA,NA,NA,NA,NA,0.5126
MAR,d_prs ~ res_reg + res_ecol + factor(year) + factor(rgn_code),5,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAR,d_prs ~ res_reg + res_soc + factor(year) + factor(rgn_code),5,NA,NA,NA,NA,degenerate model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAR,d_prs ~ res_ecol + res_soc + factor(year) + factor(rgn_code),5,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAR,d_prs ~ res_reg + res_ecol + res_soc + factor(year) + factor(rgn_code),5,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAR,intercept only,5,10,6,0.8580493142213494,-195.84195114052457,NA,0.1059***,-0.0189,-0.0359,0.0147,-0.0480°,NA,0.0329,-0.0235,0.0976**,0.1751***,-0.0787*,-0.1295***,-0.2298***,-0.2545***,-0.3230***,-0.2345***,-0.2074***,-0.1487***,NA,NA,NA,NA,NA,NA,NA
MAR,d_prs ~ res_reg + factor(year) + factor(rgn_code),6,NA,NA,NA,NA,degenerate model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAR,d_prs ~ res_ecol + factor(year) + factor(rgn_code),6,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAR,d_prs ~ res_soc + factor(year) + factor(rgn_code),6,9,5,0.8776399006127837,-166.53625141729938,NA,-0.3306,NA,-0.0880*,-0.0478,-0.1084°,NA,-0.0427,-0.1177,0.0612°,-0.0124,-0.1010**,-0.1900***,-0.2600***,-0.3479***,-0.3648***,-0.2216***,-0.2108***,NA,NA,NA,NA,NA,NA,NA,0.6734
MAR,d_prs ~ res_reg + res_ecol + factor(year) + factor(rgn_code),6,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAR,d_prs ~ res_reg + res_soc + factor(year) + factor(rgn_code),6,NA,NA,NA,NA,degenerate model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAR,d_prs ~ res_ecol + res_soc + factor(year) + factor(rgn_code),6,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAR,d_prs ~ res_reg + res_ecol + res_soc + factor(year) + factor(rgn_code),6,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAR,intercept only,6,9,6,0.8895837537866671,-202.3595108340816,NA,0.1212***,-0.0171,-0.0518*,0.0197,-0.0385°,NA,0.0573*,-0.0099,0.0716*,-0.0019,-0.0936**,-0.1865***,-0.2581***,-0.3468***,-0.3602***,-0.2228***,-0.2066***,NA,NA,NA,NA,NA,NA,NA,NA
SAL,d_prs ~ res_reg + factor(year) + factor(rgn_code),1,14,7,0.4468717530774513,-559.2950731160048,NA,0.0013,-0.0031,0.0037,-0.0066,0.0158*,-0.0273,0.0109,0.0053,-0.0099,0.0096,0.0476***,0.0240*,0.0118,-0.0187°,-0.0293**,-0.0083,0.0107,0.0238*,0.0332*,0.0394**,0.0364**,0.0373**,NA,-0.1237°,NA
SAL,d_prs ~ res_ecol + factor(year) + factor(rgn_code),1,14,7,0.4296618790311978,-555.6183338656615,NA,-0.5920,-0.0142,-0.0130,0.0076,0.0117,-0.0435,0.0203,-0.0180,-0.0099,0.0099,0.0479***,0.0249°,0.0122,-0.0187°,-0.0318**,-0.0111,0.0065,0.0193°,0.0201°,0.0266*,0.0243*,0.0244*,0.6469,NA,NA
SAL,d_prs ~ res_soc + factor(year) + factor(rgn_code),1,14,5,0.40044361009020746,-412.85567142430165,NA,-0.1020,NA,-0.0054,-0.0181,0.0015,NA,-0.0108,-0.0168,-0.0047,-0.0046,0.0474***,0.0272*,0.0169,-0.0159,-0.0273*,-0.0051,0.0045,0.0209,0.0204,0.0288*,0.0253*,0.0254*,NA,NA,0.1073
SAL,d_prs ~ res_reg + res_ecol + factor(year) + factor(rgn_code),1,14,7,0.44267016931010317,-557.6305274296245,NA,-2.1663,-0.0573,-0.0522,0.0343,-0.0048,-0.2270,0.0530,-0.0831,-0.0099,0.0112,0.0492***,0.0278*,0.0128,-0.0177,-0.0281*,-0.0082,0.0119,0.0250*,0.0352*,0.0388**,0.0355**,0.0365**,2.5068,-0.1317°,NA
SAL,d_prs ~ res_reg + res_soc + factor(year) + factor(rgn_code),1,14,5,0.4039979303062393,-412.7046936442698,NA,0.0674,NA,0.0150,0.0090,0.0329,NA,0.0332,0.0283,-0.0043,-0.0036,0.0489***,0.0291*,0.0191,-0.0137,-0.0222,-0.0005,0.0117,0.0280*,0.0419°,0.0486*,0.0439*,0.0454*,NA,-0.1795,-0.0904
SAL,d_prs ~ res_ecol + res_soc + factor(year) + factor(rgn_code),1,14,5,0.39175562101044414,-410.874759586852,NA,0.8324,NA,-0.0044,-0.0579,-0.0124,NA,-0.0508,-0.0020,-0.0047,-0.0053,0.0467**,0.0253,0.0163,-0.0164,-0.0279*,-0.0051,0.0040,0.0204,0.0199,0.0294*,0.0260°,0.0261°,-1.0523,NA,0.1060
SAL,d_prs ~ res_reg + res_ecol + res_soc + factor(year) + factor(rgn_code),1,14,5,0.39525812392009074,-410.72786950856005,NA,1.0866,NA,0.0161,-0.0343,0.0178,NA,-0.0104,0.0444,-0.0043,-0.0044,0.0481**,0.0271,0.0185,-0.0142,-0.0227,-0.0005,0.0112,0.0274°,0.0413°,0.0493*,0.0447*,0.0462*,-1.1477,-0.1796,-0.0920
SAL,intercept only,1,14,7,0.4353750550580864,-557.5956758269809,NA,-0.0321***,-0.0002,0.0015,-0.0030,0.0170*,0.0074,0.0095,0.0048,-0.0099,0.0095,0.0474***,0.0239*,0.0119,-0.0189°,-0.0320**,-0.0111,0.0063,0.0191°,0.0198°,0.0270*,0.0247*,0.0248*,NA,NA,NA
SAL,d_prs ~ res_reg + factor(year) + factor(rgn_code),2,13,7,0.5859609959605113,-442.99658292447293,NA,-0.0053,-0.0061,0.0060,-0.0120,0.0323**,-0.0553°,0.0198°,0.0078,0.0080,0.0656***,0.0801***,0.0447**,0.0022,-0.0391*,-0.0265°,0.0101,0.0431**,0.0567***,0.0820***,0.0850***,0.0813***,NA,NA,-0.2475*,NA
SAL,d_prs ~ res_ecol + factor(year) + factor(rgn_code),2,13,7,0.5651800645756774,-437.511738883478,NA,5.9933,0.1513,0.1605,-0.1197,0.0927,0.5670,-0.1001,0.2548,0.0080,0.0608***,0.0752***,0.0338°,-0.0004,-0.0423**,-0.0347*,0.0049,0.0317*,0.0448**,0.0519**,0.0640***,0.0624***,NA,-7.0083,NA,NA
SAL,d_prs ~ res_soc + factor(year) + factor(rgn_code),2,13,5,0.5518448724154599,-330.67174959831584,NA,-0.2338*,NA,-0.0141,-0.0407,-0.0023,NA,-0.0315,-0.0449,-0.0058,0.0456*,0.0777***,0.0470**,0.0038,-0.0383*,-0.0277,0.0031,0.0286,0.0445*,0.0526**,0.0574**,0.0540**,NA,NA,NA,0.2571
SAL,d_prs ~ res_reg + res_ecol + factor(year) + factor(rgn_code),2,13,7,0.5824536701062432,-441.3032360910805,NA,3.3120,0.0769,0.0919,-0.0747,0.0640,0.2504,-0.0444,0.1435,0.0080,0.0631***,0.0776***,0.0389*,0.0007,-0.0406*,-0.0282°,0.0100,0.0414*,0.0549**,0.0791***,0.0860***,0.0828***,NA,-3.8359,-0.2374*,NA
SAL,d_prs ~ res_reg + res_soc + factor(year) + factor(rgn_code),2,13,5,0.5581596176799607,-331.18663445973567,NA,0.0432,NA,0.0182,0.0029,0.0484,NA,0.0397,0.0283,-0.0052,0.0473**,0.0801***,0.0501**,0.0074,-0.0346°,-0.0192,0.0106,0.0406*,0.0562**,0.0880**,0.0902**,0.0847**,NA,NA,-0.2963,-0.0643
SAL,d_prs ~ res_ecol + res_soc + factor(year) + factor(rgn_code),2,13,5,0.5487919749842767,-329.42433167288675,NA,8.9366,NA,-0.0047,-0.4314,-0.1380,NA,-0.4244,0.1003,-0.0058,0.0382°,0.0704***,0.0289,-0.0012,-0.0433*,-0.0328°,0.0034,0.0238,0.0396*,0.0477*,0.0636**,0.0614**,NA,-10.3276,NA,0.2439
SAL,d_prs ~ res_reg + res_ecol + res_soc + factor(year) + factor(rgn_code),2,13,5,0.5557058758016502,-330.06546322680936,NA,9.8136,NA,0.0289,-0.4123,-0.0951,NA,-0.3772,0.1845,-0.0051,0.0395°,0.0724***,0.0308,0.0022,-0.0400*,-0.0245,0.0112,0.0357°,0.0512*,0.0835*,0.0974**,0.0932**,NA,-10.9970,-0.3023,-0.0850
SAL,intercept only,2,13,7,0.5660841218619284,-438.50726481295754,NA,-0.0723***,0.0001,0.0034,-0.0045,0.0349**,0.0138,0.0170,0.0068,0.0080,0.0654***,0.0798***,0.0444**,0.0023,-0.0396*,-0.0320*,0.0046,0.0342*,0.0473**,0.0553***,0.0602***,0.0580***,NA,NA,NA,NA
SAL,d_prs ~ res_reg + factor(year) + factor(rgn_code),3,12,7,0.6270444088118332,-371.52905408316127,NA,0.0018,-0.0094,0.0051,-0.0165,0.0482**,-0.0776°,0.0269°,0.0046,0.0450*,0.0801***,0.0822***,0.0172,-0.0357°,-0.0552**,-0.0255,0.0228,0.0570**,0.0780***,0.1081***,0.1103***,NA,NA,NA,-0.3489*,NA
SAL,d_prs ~ res_ecol + factor(year) + factor(rgn_code),3,12,7,0.6099060019415843,-366.85650290984995,NA,15.3710,0.3863,0.4057,-0.2994,0.2013*,1.4330,-0.2746,0.6371,0.0450*,0.0681**,0.0701***,-0.0101,-0.0424*,-0.0629**,-0.0401*,0.0157,0.0380°,0.0583**,0.0617**,0.0850***,NA,NA,-17.8687,NA,NA
SAL,d_prs ~ res_soc + factor(year) + factor(rgn_code),3,12,5,0.6320765945214848,-285.5918113413115,NA,-0.4193**,NA,-0.0302,-0.0730*,-0.0172,NA,-0.0677°,-0.0941*,0.0442*,0.0767***,0.0976***,0.0341°,-0.0188,-0.0378°,-0.0184,0.0279,0.0527*,0.0777***,0.0822***,0.0871***,NA,NA,NA,NA,0.4906*
SAL,d_prs ~ res_reg + res_ecol + factor(year) + factor(rgn_code),3,12,7,0.6290359633859606,-371.34651576065943,NA,11.8369,0.2871,0.3124,-0.2408,0.1627°,1.0126,-0.2016,0.4900,0.0450*,0.0712***,0.0733***,-0.0034,-0.0410*,-0.0606**,-0.0314,0.0227,0.0510*,0.0720***,0.0985***,0.1149***,NA,NA,-13.6837,-0.3219*,NA
SAL,d_prs ~ res_reg + res_soc + factor(year) + factor(rgn_code),3,12,5,0.6290968341786194,-284.29601036465385,NA,-0.2473,NA,-0.0108,-0.0466,0.0137,NA,-0.0240,-0.0490,0.0446*,0.0777***,0.0991***,0.0360°,-0.0165,-0.0355°,-0.0130,0.0326,0.0602**,0.0851***,0.1045**,0.1078**,NA,NA,NA,-0.1867,0.2926
SAL,d_prs ~ res_ecol + res_soc + factor(year) + factor(rgn_code),3,12,5,0.6292331985746731,-284.32469272603225,NA,12.2779,NA,-0.0167,-0.6146,-0.2043,NA,-0.6116,0.1081,0.0443*,0.0665**,0.0875***,0.0090,-0.0257,-0.0448*,-0.0255,0.0284,0.0460*,0.0709**,0.0754**,0.0956***,NA,NA,-14.2986,NA,0.4710*
SAL,d_prs ~ res_reg + res_ecol + res_soc + factor(year) + factor(rgn_code),3,12,5,0.6267546771159405,-283.16156522066285,NA,13.5422,NA,0.0055,-0.6319,-0.1865,NA,-0.6102,0.1743,0.0447*,0.0668**,0.0883***,0.0089,-0.0239,-0.0429°,-0.0202,0.0336,0.0536*,0.0784**,0.0991*,0.1188**,NA,NA,-15.5117,-0.2031,0.2539
SAL,intercept only,3,12,7,0.6033776799641617,-365.88491577082743,NA,-0.0933***,0.0001,0.0043,-0.0054,0.0523***,0.0192,0.0234,0.0031,0.0450*,0.0797***,0.0817***,0.0168,-0.0355°,-0.0559**,-0.0332°,0.0150,0.0445*,0.0648***,0.0704***,0.0754***,NA,NA,NA,NA,NA
SAL,d_prs ~ res_reg + factor(year) + factor(rgn_code),4,11,7,0.6290161417162962,-321.6884752852819,NA,0.0402,-0.0148,0.0015,-0.0205,0.0616***,-0.1000*,0.0394*,0.0109,0.0231,0.0455*,0.0173,-0.0568**,-0.0879***,-0.0919***,-0.0489*,-0.0014,0.0410°,0.0598**,0.0958***,NA,NA,NA,NA,-0.4324*,NA
SAL,d_prs ~ res_ecol + factor(year) + factor(rgn_code),4,11,7,0.6404500228339498,-324.6937905124978,NA,46.0322**,1.1522**,1.2063**,-0.8819**,0.5169**,4.2467**,-0.8512**,1.9060**,0.0230,0.0105,-0.0179,-0.1373***,-0.1083***,-0.1134***,-0.0791***,-0.0090,0.0062,0.0242,0.0231,NA,NA,NA,-53.2848**,NA,NA
SAL,d_prs ~ res_soc + factor(year) + factor(rgn_code),4,11,5,0.6103869149603265,-244.19432780049976,NA,-0.4665**,NA,-0.0356,-0.0818*,-0.0110,NA,-0.0682,-0.1018*,0.0261,0.0480*,0.0353,-0.0369,-0.0671**,-0.0772**,-0.0429°,0.0016,0.0350,0.0567*,0.0611**,NA,NA,NA,NA,NA,0.5797*
SAL,d_prs ~ res_reg + res_ecol + factor(year) + factor(rgn_code),4,11,7,0.6588890156141753,-329.0192805336721,NA,41.8654**,1.0341**,1.0922**,-0.8135**,0.4705**,3.7520**,-0.7657*,1.7320**,0.0231,0.0141,-0.0142,-0.1294***,-0.1066***,-0.1108***,-0.0689**,-0.0009,0.0215,0.0401°,0.0660*,NA,NA,NA,-48.3508**,-0.3751*,NA
SAL,d_prs ~ res_reg + res_soc + factor(year) + factor(rgn_code),4,11,5,0.6064022110357591,-242.8075332499809,NA,-0.2793,NA,-0.0154,-0.0540,0.0219,NA,-0.0213,-0.0532,0.0265,0.0491*,0.0369,-0.0348,-0.0647**,-0.0747**,-0.0369,0.0068,0.0435,0.0650*,0.0860°,NA,NA,NA,NA,-0.2082,0.3665
SAL,d_prs ~ res_ecol + res_soc + factor(year) + factor(rgn_code),4,11,5,0.6155032483197405,-244.49191615032203,NA,33.2468,NA,0.0033,-1.5185,-0.5031,NA,-1.5092,0.4409,0.0262,0.0211,0.0085,-0.1034°,-0.0854**,-0.0957***,-0.0615*,0.0029,0.0172,0.0386,0.0430,NA,NA,NA,-37.9539,NA,0.5103*
SAL,d_prs ~ res_reg + res_ecol + res_soc + factor(year) + factor(rgn_code),4,11,5,0.6128655785402719,-243.3711485222566,NA,35.3261,NA,0.0293,-1.5648,-0.4912,NA,-1.5331,0.5282,0.0268,0.0209,0.0089,-0.1046°,-0.0835**,-0.0938***,-0.0556°,0.0092,0.0261,0.0475,0.0715,NA,NA,NA,-40.0454,-0.2461,0.2545
SAL,intercept only,4,11,7,0.6032765486734093,-315.9937901295332,NA,-0.0784***,-0.0019,0.0047,-0.0058,0.0671***,0.0190,0.0356*,0.0091,0.0230,0.0451*,0.0168,-0.0573**,-0.0877***,-0.0928***,-0.0585**,-0.0110,0.0255,0.0435*,0.0490*,NA,NA,NA,NA,NA,NA
SAL,d_prs ~ res_reg + factor(year) + factor(rgn_code),5,10,7,0.6365386950259573,-289.54654486374534,NA,0.0676,-0.0232,-0.0073,-0.0274,0.0731***,-0.1345*,0.0563**,0.0185,0.0109,0.0031,-0.0359°,-0.0868***,-0.1027***,-0.0946***,-0.0500*,0.0043,0.0460*,0.0651**,NA,NA,NA,NA,NA,-0.5525*,NA
SAL,d_prs ~ res_ecol + factor(year) + factor(rgn_code),5,10,7,0.6517908370571973,-293.3190606795651,NA,55.2092**,1.3792**,1.4443**,-1.0576**,0.6216***,5.0914**,-1.0097**,2.2915**,0.0109,-0.0390,-0.0782**,-0.1834***,-0.1272***,-0.1205***,-0.0870***,-0.0056,0.0031,0.0210,NA,NA,NA,NA,-63.8988**,NA,NA
SAL,d_prs ~ res_soc + factor(year) + factor(rgn_code),5,10,5,0.6247043837103532,-219.23800800418738,NA,-0.6085**,NA,-0.0513°,-0.1047*,-0.0194,NA,-0.0829,-0.1283*,0.0157,0.0045,-0.0194,-0.0681**,-0.0898***,-0.0843***,-0.0516*,0.0016,0.0321,0.0544*,NA,NA,NA,NA,NA,NA,0.7850**
SAL,d_prs ~ res_reg + res_ecol + factor(year) + factor(rgn_code),5,10,7,0.6838127212378842,-301.0929962121179,NA,55.5701**,1.3662**,1.4393**,-1.0817***,0.6159***,4.9597**,-1.0095**,2.3024**,0.0109,-0.0386,-0.0776**,-0.1830***,-0.1275***,-0.1195***,-0.0748***,0.0068,0.0229,0.0419°,NA,NA,NA,NA,-64.1386**,-0.5555**,NA
SAL,d_prs ~ res_reg + res_soc + factor(year) + factor(rgn_code),5,10,5,0.6178606262006558,-217.40617057792107,NA,-0.5049,NA,-0.0409,-0.0901,-0.0016,NA,-0.0574,-0.1018,0.0159,0.0051,-0.0185,-0.0670**,-0.0885***,-0.0830**,-0.0482°,0.0046,0.0370,0.0592*,NA,NA,NA,NA,NA,-0.1205,0.6694
SAL,d_prs ~ res_ecol + res_soc + factor(year) + factor(rgn_code),5,10,5,0.6285232409034979,-219.27391067457205,NA,32.2922,NA,-0.0131,-1.5068,-0.4990,NA,-1.4884,0.4014,0.0158,-0.0218,-0.0455,-0.1330*,-0.1076***,-0.1024***,-0.0698*,0.0029,0.0147,0.0367,NA,NA,NA,NA,-37.0379,NA,0.7156*
SAL,d_prs ~ res_reg + res_ecol + res_soc + factor(year) + factor(rgn_code),5,10,5,0.6223315605974993,-217.57243167761635,NA,33.5396,NA,0.0020,-1.5349,-0.4918,NA,-1.5023,0.4542,0.0161,-0.0218,-0.0452,-0.1337*,-0.1065***,-0.1012***,-0.0659*,0.0070,0.0205,0.0425,NA,NA,NA,NA,-38.2885,-0.1586,0.5611
SAL,intercept only,5,10,7,0.6060300026863592,-283.1873672383741,NA,-0.0851***,-0.0050,0.0031,-0.0074,0.0808***,0.0155,0.0521**,0.0161,0.0109,0.0026,-0.0366°,-0.0875***,-0.1024***,-0.0957***,-0.0622**,-0.0080,0.0262,0.0442*,NA,NA,NA,NA,NA,NA,NA
SAL,d_prs ~ res_reg + factor(year) + factor(rgn_code),6,9,7,0.6433537901822165,-270.1588649635654,NA,0.0778,-0.0320,-0.0199,-0.0346°,0.0823***,-0.1678*,0.0700***,0.0250,-0.0180,-0.0381°,-0.0549**,-0.0896***,-0.0937***,-0.0862***,-0.0331,0.0189,0.0619**,NA,NA,NA,NA,NA,NA,-0.6443*,NA
SAL,d_prs ~ res_ecol + factor(year) + factor(rgn_code),6,9,7,0.6430552167926915,-270.0919194085084,NA,44.4064*,1.1061*,1.1608*,-0.8545*,0.5290**,4.0957*,-0.7873*,1.8543*,-0.0180,-0.0721**,-0.0892***,-0.1676***,-0.1133***,-0.1074***,-0.0673**,0.0065,0.0201,NA,NA,NA,NA,NA,-51.4355*,NA,NA
SAL,d_prs ~ res_soc + factor(year) + factor(rgn_code),6,9,5,0.6440706922738446,-203.21383879061835,NA,-0.7456***,NA,-0.0678*,-0.1226**,-0.0242,NA,-0.0937,-0.1487*,-0.0162,-0.0387°,-0.0409°,-0.0804***,-0.0874***,-0.0835***,-0.0422°,0.0079,0.0389°,NA,NA,NA,NA,NA,NA,NA,0.9672**
SAL,d_prs ~ res_reg + res_ecol + factor(year) + factor(rgn_code),6,9,7,0.6799199660315162,-278.113563498741,NA,45.9582**,1.1161**,1.1755**,-0.9064**,0.5321**,4.0388**,-0.8094*,1.9134**,-0.0180,-0.0725**,-0.0894***,-0.1691***,-0.1143***,-0.1067***,-0.0532*,0.0214,0.0434°,NA,NA,NA,NA,NA,-53.0145**,-0.6639**,NA
SAL,d_prs ~ res_reg + res_soc + factor(year) + factor(rgn_code),6,9,5,0.637603595447919,-201.51281894960053,NA,-0.6119°,NA,-0.0555,-0.1050°,-0.0021,NA,-0.0615,-0.1152,-0.0159,-0.0379,-0.0398°,-0.0790**,-0.0858***,-0.0817**,-0.0375,0.0122,0.0458°,NA,NA,NA,NA,NA,NA,-0.1687,0.8236°
