term,estimate,std.error,statistic,p.value,adj_r_squared,aic,yrs,rgns,params,goal,lag,model_error
factor(year)2007,0.2865919082328735,0.14008342933972284,2.045865878524762,0.04494948595458563,0.5977606915749093,15.28474625315146,14,6,41,FIS,1,NA
factor(year)2008,0.04322941165575191,0.1460188019465522,0.29605373472092544,0.7681627501750343,0.5977606915749093,15.28474625315146,14,6,41,FIS,1,NA
factor(year)2009,0.2557637279619746,0.1510132937472957,1.6936504172272897,0.0952709853370274,0.5977606915749093,15.28474625315146,14,6,41,FIS,1,NA
factor(year)2010,0.19676985127138164,0.15076763239897392,1.3051199925370771,0.19659878393108254,0.5977606915749093,15.28474625315146,14,6,41,FIS,1,NA
factor(year)2011,0.07647787115523483,0.15409776100783482,0.4962944993817688,0.6214138415293531,0.5977606915749093,15.28474625315146,14,6,41,FIS,1,NA
factor(year)2012,0.033385147606048104,0.1563996536478894,0.2134604957707247,0.831657094928429,0.5977606915749093,15.28474625315146,14,6,41,FIS,1,NA
factor(year)2013,0.06186882507261958,0.15599838373759511,0.39659914154424275,0.693003325689689,0.5977606915749093,15.28474625315146,14,6,41,FIS,1,NA
factor(year)2014,0.05401656460944128,0.16326533902511858,0.33085139155672694,0.7418546328012742,0.5977606915749093,15.28474625315146,14,6,41,FIS,1,NA
factor(year)2015,0.09537060738231819,0.15373678106909536,0.6203499690776983,0.537265061730574,0.5977606915749093,15.28474625315146,14,6,41,FIS,1,NA
(Intercept),-0.009821391236828514,0.022301248048230516,-0.4403964843397089,0.6606298168105899,0.03739467414982833,-550.8163303727848,14,7,43,HAB,1,NA
pressures,0.0010042406200680303,0.001889893421290331,0.5313742080663901,0.59637423682074,0.03739467414982833,-550.8163303727848,14,7,43,HAB,1,NA
factor(rgn_code)CC,-0.01816717709592511,0.028805818170996766,-0.6306773509463027,0.529734647024527,0.03739467414982833,-550.8163303727848,14,7,43,HAB,1,NA
factor(rgn_code)HG,-0.016607041930590535,0.028006439387411892,-0.5929722697293299,0.5545797118717923,0.03739467414982833,-550.8163303727848,14,7,43,HAB,1,NA
factor(rgn_code)NC,-0.009689209569058535,0.019853329241267082,-0.48803953489667457,0.6266232144443618,0.03739467414982833,-550.8163303727848,14,7,43,HAB,1,NA
factor(rgn_code)NV,-0.016743752741479285,0.03185529769126953,-0.525619094938428,0.6003524299944296,0.03739467414982833,-550.8163303727848,14,7,43,HAB,1,NA
factor(rgn_code)PO,-0.0031366270892718806,0.010160109725672006,-0.30871980460471055,0.7581967468826853,0.03739467414982833,-550.8163303727848,14,7,43,HAB,1,NA
factor(rgn_code)SG,-0.00998013745195311,0.018373759898068682,-0.5431733900584034,0.588256474891967,0.03739467414982833,-550.8163303727848,14,7,43,HAB,1,NA
factor(rgn_code)WV,-0.011438859295025933,0.02333343773736225,-0.4902346333952183,0.6250749321286071,0.03739467414982833,-550.8163303727848,14,7,43,HAB,1,NA
factor(year)2002,2.447836511415901e-4,0.011110073852256784,0.022032585417230802,0.9824672221470141,0.03739467414982833,-550.8163303727848,14,7,43,HAB,1,NA
factor(year)2003,8.838702389219937e-4,0.011234768441962072,0.07867275978922018,0.9374549814575424,0.03739467414982833,-550.8163303727848,14,7,43,HAB,1,NA
factor(year)2004,9.766240030161623e-4,0.011251643740456573,0.08679834036200408,0.9310107328350262,0.03739467414982833,-550.8163303727848,14,7,43,HAB,1,NA
factor(year)2005,0.0032902778915094148,0.011263037213255627,0.29213060644397415,0.7708106667832588,0.03739467414982833,-550.8163303727848,14,7,43,HAB,1,NA
factor(year)2006,-0.019029665945617336,0.011308116310466196,-1.6828325269350546,0.09562374928985048,0.03739467414982833,-550.8163303727848,14,7,43,HAB,1,NA
factor(year)2007,-0.010813840066890087,0.011335526480116619,-0.9539777517928603,0.3424662246993019,0.03739467414982833,-550.8163303727848,14,7,43,HAB,1,NA
factor(year)2008,0.015169685754429726,0.011415333477619962,1.328886780589482,0.187002852373625,0.03739467414982833,-550.8163303727848,14,7,43,HAB,1,NA
factor(year)2009,0.010258016135369388,0.011775209350325283,0.8711536101127592,0.38582127395618715,0.03739467414982833,-550.8163303727848,14,7,43,HAB,1,NA
factor(year)2010,0.002734874541321553,0.011887104304915352,0.23007071118158479,0.8185213159208922,0.03739467414982833,-550.8163303727848,14,7,43,HAB,1,NA
factor(year)2011,-0.005630635720890711,0.011927273121894287,-0.4720807231750936,0.6379294640382209,0.03739467414982833,-550.8163303727848,14,7,43,HAB,1,NA
factor(year)2012,-0.003532006894073642,0.012101507866504145,-0.2918650248412357,0.7710131185312974,0.03739467414982833,-550.8163303727848,14,7,43,HAB,1,NA
factor(year)2013,0.024572947352882707,0.012408172026818204,1.9803841613230668,0.05049308976965852,0.03739467414982833,-550.8163303727848,14,7,43,HAB,1,NA
factor(year)2014,-0.01176434431868339,0.012903770472304227,-0.9116982004549427,0.36418783918693676,0.03739467414982833,-550.8163303727848,14,7,43,HAB,1,NA
factor(year)2015,0.00286208576719389,0.012338259278199527,0.23196835977105051,0.8170512693760266,0.03739467414982833,-550.8163303727848,14,7,43,HAB,1,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ICO,1,no change in status
(Intercept),-0.20766735747202408,1.332936771904377,-0.1557968553717129,0.8766480532257941,0.1996402722838786,113.22377317648856,14,5,39,LSP,1,NA
pressures,0.010002513325832277,0.04600057418745403,0.21744322766649973,0.8285046646173206,0.1996402722838786,113.22377317648856,14,5,39,LSP,1,NA
factor(rgn_code)HG,-0.0798017527889542,0.21812836984380515,-0.3658476558830826,0.7155980174035512,0.1996402722838786,113.22377317648856,14,5,39,LSP,1,NA
factor(rgn_code)NC,0.22958095245485968,0.3687786578069705,0.6225440317509617,0.5356362358842461,0.1996402722838786,113.22377317648856,14,5,39,LSP,1,NA
factor(rgn_code)NV,-0.10540059895846894,0.21362534140300538,-0.4933899614448369,0.6233038340359209,0.1996402722838786,113.22377317648856,14,5,39,LSP,1,NA
factor(rgn_code)SG,-0.11093489164361929,0.3576920868211556,-0.31014074879181275,0.7573887418775909,0.1996402722838786,113.22377317648856,14,5,39,LSP,1,NA
factor(rgn_code)WV,-0.15474261752837562,0.2322945940919682,-0.6661481647184229,0.5075375278079608,0.1996402722838786,113.22377317648856,14,5,39,LSP,1,NA
factor(year)2002,0.014863054527629068,0.23458739638438247,0.06335828248536957,0.9496643949734134,0.1996402722838786,113.22377317648856,14,5,39,LSP,1,NA
factor(year)2003,0.2078820332612839,0.23549718539751216,0.8827368060063447,0.38044359073162703,0.1996402722838786,113.22377317648856,14,5,39,LSP,1,NA
factor(year)2004,0.005843446122063078,0.23585801253297678,0.02477527076272666,0.9803057283478469,0.1996402722838786,113.22377317648856,14,5,39,LSP,1,NA
factor(year)2005,0.9552937511030205,0.23601631032780057,4.047575143328963,1.332362053539624e-4,0.1996402722838786,113.22377317648856,14,5,39,LSP,1,NA
factor(year)2006,0.1178943019291268,0.2369831864451065,0.4974796047669618,0.6204325558967165,0.1996402722838786,113.22377317648856,14,5,39,LSP,1,NA
factor(year)2007,0.4263367157031865,0.23569147842991464,1.8088762417007038,0.07482681852248056,0.1996402722838786,113.22377317648856,14,5,39,LSP,1,NA
factor(year)2008,0.010820291117670867,0.23679399947367646,0.0456949548625438,0.9636853774447767,0.1996402722838786,113.22377317648856,14,5,39,LSP,1,NA
factor(year)2009,0.022619497133712876,0.2370977492094755,0.09540156837899201,0.9242723979761265,0.1996402722838786,113.22377317648856,14,5,39,LSP,1,NA
factor(year)2010,0.023726312552999493,0.23622059020732475,0.10044133973323628,0.9202852276515162,0.1996402722838786,113.22377317648856,14,5,39,LSP,1,NA
factor(year)2011,0.004023405107603757,0.23525775066858323,0.017102115004371036,0.9864045079132577,0.1996402722838786,113.22377317648856,14,5,39,LSP,1,NA
factor(year)2012,0.0074694928415418365,0.23654923042913223,0.031576906117983,0.9749006226198178,0.1996402722838786,113.22377317648856,14,5,39,LSP,1,NA
factor(year)2013,0.007557626482731146,0.23721473454999686,0.031859852622848996,0.9746757951923078,0.1996402722838786,113.22377317648856,14,5,39,LSP,1,NA
factor(year)2014,0.009558129147897637,0.23880614983534554,0.04002463569086421,0.9681890710299244,0.1996402722838786,113.22377317648856,14,5,39,LSP,1,NA
factor(year)2015,0.005557123817564734,0.23597153981384175,0.023549974806066683,0.9812795489186807,0.1996402722838786,113.22377317648856,14,5,39,LSP,1,NA
(Intercept),0.01218486343869699,0.16336073197040638,0.0745886927153604,0.9407577954809694,0.5706627724169147,-525.8409463518364,14,5,39,LVF,1,NA
pressures,-2.9434261340890934e-4,0.001637566447908052,-0.17974392048940932,0.85788042772313855,0.5706627724169147,-525.8409463518364,14,5,39,LVF,1,NA
factor(rgn_code)HG,0.0018716352447763539,0.00429797738113206,0.4354688447158317,0.6645813639245921,0.5706627724169147,-525.8409463518364,14,5,39,LVF,1,NA
factor(rgn_code)NC,0.01441218755139155,0.004256442779160683,3.3859699986930054,0.0011741277434864624,0.5706627724169147,-525.8409463518364,14,5,39,LVF,1,NA
factor(rgn_code)NV,0.007294611658432075,0.004256442779160687,1.7137812104854544,0.09105840413231817,0.5706627724169147,-525.8409463518364,14,5,39,LVF,1,NA
factor(rgn_code)SG,2.8443671274702064e-4,0.00760242569280451,0.03741394184440793,0.9702629917399528,0.5706627724169147,-525.8409463518364,14,5,39,LVF,1,NA
factor(rgn_code)WV,-2.58622305175975e-4,0.004256442779160689,-0.06076019779760124,0.9517258381076813,0.5706627724169147,-525.8409463518364,14,5,39,LVF,1,NA
factor(year)2002,-4.676463096820001e-4,0.006764526778020339,-0.06913215440309903,0.945084385174636,0.5706627724169147,-525.8409463518364,14,5,39,LVF,1,NA
factor(year)2003,-0.001023776833927022,0.006814535866970962,-0.15023427184367982,0.8810180944482325,0.5706627724169147,-525.8409463518364,14,5,39,LVF,1,NA
factor(year)2004,-0.0016825104234887039,0.00681325518237828,-0.2469466324761075,0.8056827940248834,0.5706627724169147,-525.8409463518364,14,5,39,LVF,1,NA
factor(year)2005,-0.0023694598658870903,0.006811562538427675,-0.3478584909878897,0.7290054344075075,0.5706627724169147,-525.8409463518364,14,5,39,LVF,1,NA
factor(year)2006,0.026936886628058695,0.006809886975287053,3.955555609925999,1.8262699600367206e-4,0.5706627724169147,-525.8409463518364,14,5,39,LVF,1,NA
factor(year)2007,0.026661440660435826,0.006782322649106684,3.9310192156587345,1.9851672798154411e-4,0.5706627724169147,-525.8409463518364,14,5,39,LVF,1,NA
factor(year)2008,0.026403152541628692,0.006760779528973443,3.905341451895821,2.1656346283306272e-4,0.5706627724169147,-525.8409463518364,14,5,39,LVF,1,NA
factor(year)2009,0.026167693044299424,0.006744714532234216,3.8797332221014345,2.3612282035217943e-4,0.5706627724169147,-525.8409463518364,14,5,39,LVF,1,NA
factor(year)2010,0.025962838863336495,0.00673450810139669,3.8551945401850483,2.5644645570130196e-4,0.5706627724169147,-525.8409463518364,14,5,39,LVF,1,NA
factor(year)2011,0.029138979698904555,0.0067302062592581174,4.32958197363131,4.9542000392047656e-5,0.5706627724169147,-525.8409463518364,14,5,39,LVF,1,NA
factor(year)2012,0.028722849047948352,0.006730206259258115,4.267751676768749,6.171841678109821e-5,0.5706627724169147,-525.8409463518364,14,5,39,LVF,1,NA
factor(year)2013,0.028206750796528242,0.006730206259258117,4.19106780831967,8.087844870537863e-5,0.5706627724169147,-525.8409463518364,14,5,39,LVF,1,NA
factor(year)2014,0.027679567855049842,0.006730206259258115,4.112736933875341,1.0633024589203267e-4,0.5706627724169147,-525.8409463518364,14,5,39,LVF,1,NA
