term,estimate,std.error,statistic,p.value,adj_r_squared,aicc,yrs,rgns,params,goal,model,lag,model_error
factor(rgn_code)NV,0.02137643096572851,0.05566319479777647,0.38403169353445765,0.7021531999021352,0.4756248620419007,-295.1039259276848,14,5,40,FIS,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),1,NA
factor(rgn_code)SG,0.008147130837082165,0.07535734729111737,0.10811329127083665,0.9142242000341033,0.4756248620419007,-295.1039259276848,14,5,40,FIS,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),1,NA
factor(rgn_code)WV,0.0109402512580803,0.07797364421805185,0.14030704051084353,0.8888321818709684,0.4756248620419007,-295.1039259276848,14,5,40,FIS,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),1,NA
(Intercept),-0.057194094193100314,0.01630237868813103,-3.508328157947929,6.825460562748324e-4,0.4822575798028951,-410.63036900042795,14,7,42,FIS,intercept only,1,NA
factor(year)2002,-0.03521371748651997,0.019037076894046948,-1.849743932984354,0.06736395845053318,0.4822575798028951,-410.63036900042795,14,7,42,FIS,intercept only,1,NA
factor(year)2003,0.03239968791594996,0.01903707689404699,1.7019255685247319,0.09193973621925138,0.4822575798028951,-410.63036900042795,14,7,42,FIS,intercept only,1,NA
factor(year)2004,0.06097529799790908,0.019037076894047003,3.2029758737265164,0.0018350805067767304,0.4822575798028951,-410.63036900042795,14,7,42,FIS,intercept only,1,NA
factor(year)2005,0.028848938613360988,0.01903707689404694,1.5154079995538758,0.13288801476125803,0.4822575798028951,-410.63036900042795,14,7,42,FIS,intercept only,1,NA
factor(year)2006,0.011459918522409488,0.019037076894047027,0.6019788955095859,0.5485783955377923,0.4822575798028951,-410.63036900042795,14,7,42,FIS,intercept only,1,NA
factor(year)2007,-0.031121861429902153,0.019037076894047017,-1.6348025278835798,0.10529873188961435,0.4822575798028951,-410.63036900042795,14,7,42,FIS,intercept only,1,NA
factor(year)2008,-0.0621848585942456,0.019037076894047027,-3.2665129704703277,0.0015012085378691984,0.4822575798028951,-410.63036900042795,14,7,42,FIS,intercept only,1,NA
factor(year)2009,-0.03034317370423135,0.019037076894046982,-1.5938987835742713,0.11417897015135442,0.4822575798028951,-410.63036900042795,14,7,42,FIS,intercept only,1,NA
factor(year)2010,0.005240615879671118,0.019037076894046927,0.27528469359231866,0.7836770995643075,0.4822575798028951,-410.63036900042795,14,7,42,FIS,intercept only,1,NA
factor(year)2011,0.02915086375153439,0.019037076894047,1.5312678471477954,0.1289249983831723,0.4822575798028951,-410.63036900042795,14,7,42,FIS,intercept only,1,NA
factor(year)2012,0.016738128979017396,0.01903707689404696,0.8792383973745221,0.381422858225442,0.4822575798028951,-410.63036900042795,14,7,42,FIS,intercept only,1,NA
factor(year)2013,0.010830044135296332,0.019037076894046958,0.5688921779100956,0.5707307950562017,0.4822575798028951,-410.63036900042795,14,7,42,FIS,intercept only,1,NA
factor(year)2014,0.08934965126208806,0.019037076894046955,4.693454344875206,8.728568148264358e-6,0.4822575798028951,-410.63036900042795,14,7,42,FIS,intercept only,1,NA
factor(year)2015,0.03552821852212503,0.019037076894046958,1.8662643808112673,0.0649946689866453,0.4822575798028951,-410.63036900042795,14,7,42,FIS,intercept only,1,NA
factor(rgn_code)CC,0.015162501724463593,0.013902715258439852,1.0906144190257345,0.2781168675529634,0.4822575798028951,-410.63036900042795,14,7,42,FIS,intercept only,1,NA
factor(rgn_code)HG,0.019504559274546203,0.013902715258439854,1.40293165126184,0.16379749731340493,0.4822575798028951,-410.63036900042795,14,7,42,FIS,intercept only,1,NA
factor(rgn_code)NC,0.011629760871929726,0.01390271525843986,0.8365100382006097,0.4049031535725669,0.4822575798028951,-410.63036900042795,14,7,42,FIS,intercept only,1,NA
factor(rgn_code)NV,0.04257765384312377,0.013902715258439854,3.062542320089334,0.0028332797458741794,0.4822575798028951,-410.63036900042795,14,7,42,FIS,intercept only,1,NA
factor(rgn_code)PO,0.011583765601373796,0.013902715258439858,0.8332016721943357,0.40675708736537164,0.4822575798028951,-410.63036900042795,14,7,42,FIS,intercept only,1,NA
factor(rgn_code)SG,0.02682952128696582,0.013902715258439856,1.929804415053279,0.056522799891335226,0.4822575798028951,-410.63036900042795,14,7,42,FIS,intercept only,1,NA
factor(rgn_code)WV,0.0322953894709287,0.01390271525843985,2.322955542898234,0.022249260106745765,0.4822575798028951,-410.63036900042795,14,7,42,FIS,intercept only,1,NA
(Intercept),-0.11941567761443768,0.022101675549740758,-5.403014687537496,5.31228280892942e-7,0.6671208740412341,-328.4133305112848,13,7,41,FIS,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),2,NA
res_reg,-0.44233934884763365,0.11984577409269279,-3.6909048499742125,3.824944515428888e-4,0.6671208740412341,-328.4133305112848,13,7,41,FIS,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),2,NA
factor(year)2002,0.029797030664018096,0.02398718206630494,1.2422063826277583,0.21738757316178645,0.6671208740412341,-328.4133305112848,13,7,41,FIS,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),2,NA
factor(year)2003,0.1266507625257656,0.023987822002320525,5.279794160283235,8.898725422991968e-7,0.6671208740412341,-328.4133305112848,13,7,41,FIS,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),2,NA
factor(year)2004,0.1235026238037819,0.023988276683325836,5.148457533409564,1.5327008956704074e-6,0.6671208740412341,-328.4133305112848,13,7,41,FIS,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),2,NA
factor(year)2005,0.07434551746523496,0.023988276683325822,3.099243786733221,0.002589304767342362,0.6671208740412341,-328.4133305112848,13,7,41,FIS,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),2,NA
factor(year)2006,0.014489301385785,0.023987373253655818,0.6040386845432001,0.5473375222824205,0.6671208740412341,-328.4133305112848,13,7,41,FIS,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),2,NA
factor(year)2007,-0.05252796522820192,0.023989809063246412,-2.1895949688352205,0.031140063519289638,0.6671208740412341,-328.4133305112848,13,7,41,FIS,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),2,NA
factor(year)2008,-0.03896918897851918,0.0242661249660838,-1.605909020619712,0.11179711866865395,0.6671208740412341,-328.4133305112848,13,7,41,FIS,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),2,NA
factor(year)2009,0.023027613252111834,0.02426635150377115,0.9489524310456474,0.34518602551692845,0.6671208740412341,-328.4133305112848,13,7,41,FIS,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),2,NA
factor(year)2010,0.09019667880247481,0.024757721703136695,3.6431736281714198,4.498346287849783e-4,0.6671208740412341,-328.4133305112848,13,7,41,FIS,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),2,NA
factor(year)2011,0.10099223457382292,0.024845647672916936,4.0647857485280925,1.0270480202189903e-4,0.6671208740412341,-328.4133305112848,13,7,41,FIS,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),2,NA
factor(year)2012,0.08780967762276602,0.025086542440903494,3.500270227737432,7.251282451862724e-4,0.6671208740412341,-328.4133305112848,13,7,41,FIS,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),2,NA
factor(year)2013,0.15565433934464346,0.02508698109990907,6.2045863041371545,1.643114706413353e-8,0.6671208740412341,-328.4133305112848,13,7,41,FIS,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),2,NA
factor(year)2014,0.18424498115591387,0.025086981099909065,7.34424681958172,8.958182686607596e-11,0.6671208740412341,-328.4133305112848,13,7,41,FIS,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),2,NA
factor(rgn_code)CC,0.014958256988397537,0.01868002151085522,0.8007622999633638,0.4253781264446457,0.6671208740412341,-328.4133305112848,13,7,41,FIS,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),2,NA
factor(rgn_code)HG,0.04939869473053524,0.018229437675882372,2.709830967298017,0.008059868930204852,0.6671208740412341,-328.4133305112848,13,7,41,FIS,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),2,NA
factor(rgn_code)NC,0.0057775828613874395,0.0189399778427228,0.30504697045394524,0.7610347199253383,0.6671208740412341,-328.4133305112848,13,7,41,FIS,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),2,NA
factor(rgn_code)NV,0.07928071353457916,0.018232367169494158,4.348349986458656,3.604593752004082e-5,0.6671208740412341,-328.4133305112848,13,7,41,FIS,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),2,NA
factor(rgn_code)PO,-0.00788300057466449,0.019789244532184412,-0.3983477268090706,0.691317319212502,0.6671208740412341,-328.4133305112848,13,7,41,FIS,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),2,NA
factor(rgn_code)SG,0.05937501481660574,0.0182408558643344,3.2550564106314375,0.0015982748917043109,0.6671208740412341,-328.4133305112848,13,7,41,FIS,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),2,NA
factor(rgn_code)WV,0.06680249344113184,0.018148783934244128,3.680824769481398,3.958643476610738e-4,0.6671208740412341,-328.4133305112848,13,7,41,FIS,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),2,NA
(Intercept),-0.5613054126901311,0.1641345835536251,-3.419787594652438,0.0010956016489228695,0.6282908021095946,-234.05635340157076,13,5,37,FIS,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),2,NA
res_soc,0.6924364139460925,0.253975181694766,2.7263940095464942,0.008251319049252057,0.6282908021095946,-234.05635340157076,13,5,37,FIS,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),2,NA
factor(year)2002,0.026621778512020727,0.028324827500029414,0.9398743385813411,0.3508159069032829,0.6282908021095946,-234.05635340157076,13,5,37,FIS,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),2,NA
factor(year)2003,0.11633113005354272,0.028339023694702748,4.104980161165108,1.1676934952577197e-4,0.6282908021095946,-234.05635340157076,13,5,37,FIS,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),2,NA
factor(year)2004,0.13115716344767064,0.02836230940295772,4.6243471074324125,1.8772254758556636e-5,0.6282908021095946,-234.05635340157076,13,5,37,FIS,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),2,NA
factor(year)2005,0.08632808215620719,0.028395430834957228,3.0402103302454515,0.0034230268299926866,0.6282908021095946,-234.05635340157076,13,5,37,FIS,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),2,NA
factor(year)2006,0.021072319321871785,0.02843727873738503,0.7410104010468866,0.46139740772995097,0.6282908021095946,-234.05635340157076,13,5,37,FIS,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),2,NA
factor(year)2007,-0.047966791950408164,0.02837781564794039,-1.6902919007400594,0.09583768026576868,0.6282908021095946,-234.05635340157076,13,5,37,FIS,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),2,NA
factor(year)2008,-0.04135386450225957,0.028338716415053727,-1.4592709103892971,0.14938155886401322,0.6282908021095946,-234.05635340157076,13,5,37,FIS,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),2,NA
factor(year)2009,0.008600886075886502,0.028321260495043476,0.3036900874306689,0.7623491321801714,0.6282908021095946,-234.05635340157076,13,5,37,FIS,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),2,NA
factor(year)2010,0.06100434508444239,0.028325138725764795,2.1537174336573437,0.03503500143478625,0.6282908021095946,-234.05635340157076,13,5,37,FIS,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),2,NA
factor(year)2011,0.074304401629778985,0.02835038469632448,2.620930982972244,0.010942016352312095,0.6282908021095946,-234.05635340157076,13,5,37,FIS,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),2,NA
factor(year)2012,0.04561968800688561,0.028350384696324473,1.609138235531599,0.11250826595534669,0.6282908021095946,-234.05635340157076,13,5,37,FIS,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),2,NA
factor(year)2013,0.13187973731080052,0.028350384696324487,4.651779463433461,1.699928491612396e-5,0.6282908021095946,-234.05635340157076,13,5,37,FIS,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),2,NA
factor(year)2014,0.1701566989933123,0.028350384696324483,6.001918521245761,1.0056818709429363e-7,0.6282908021095946,-234.05635340157076,13,5,37,FIS,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),2,NA
factor(rgn_code)HG,-0.03615461488671682,0.025341277626080363,-1.4267084485711858,0.15852439412212163,0.6282908021095946,-234.05635340157076,13,5,37,FIS,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),2,NA
factor(rgn_code)NC,-0.10285385914143366,0.04021567731841992,-2.5575563063890927,0.012920808428639083,0.6282908021095946,-234.05635340157076,13,5,37,FIS,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),2,NA
factor(rgn_code)NV,-0.04512495813869027,0.04106804086886435,-1.0987852642588962,0.27597813438667324,0.6282908021095946,-234.05635340157076,13,5,37,FIS,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),2,NA
factor(rgn_code)SG,-0.1098567169147828,0.051289812325489646,-2.141881826699276,0.03601465967342157,0.6282908021095946,-234.05635340157076,13,5,37,FIS,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),2,NA
factor(rgn_code)WV,-0.10664798163284829,0.05428243263910329,-1.9646868507514634,0.053795087474713336,0.6282908021095946,-234.05635340157076,13,5,37,FIS,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),2,NA
(Intercept),-0.2281425799081827,0.29521600902796363,-0.7727988080977426,0.44253123249838344,0.6330660964829757,-232.77840482218204,13,5,38,FIS,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),2,NA
res_reg,-0.3144149116939885,0.2322383200620505,-1.3538459613813159,0.1806225220278629,0.6330660964829757,-232.77840482218204,13,5,38,FIS,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),2,NA
res_soc,0.1810017422396903,0.4542913089491712,0.3984266013328946,0.6916628755273958,0.6330660964829757,-232.77840482218204,13,5,38,FIS,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),2,NA
factor(year)2002,0.027668892512213036,0.02815292308317666,0.98280709361747,0.3294617625468448,0.6330660964829757,-232.77840482218204,13,5,38,FIS,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),2,NA
factor(year)2003,0.1189821514747258,0.028224409071814865,4.2155763535025566,8.106302880669834e-5,0.6330660964829757,-232.77840482218204,13,5,38,FIS,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),2,NA
factor(year)2004,0.13502822707047799,0.028324229311562997,4.767233931952192,1.1429361580324867e-5,0.6330660964829757,-232.77840482218204,13,5,38,FIS,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),2,NA
factor(year)2005,0.09124758685601281,0.028445492225098082,3.2078048125847882,0.0021036129808998877,0.6330660964829757,-232.77840482218204,13,5,38,FIS,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),2,NA
factor(year)2006,0.026797886589571267,0.028568780809516903,0.9380129578593809,0.3518200312879586,0.6330660964829757,-232.77840482218204,13,5,38,FIS,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),2,NA
factor(year)2007,-0.04221526171321994,0.028513204143843392,-1.4805513087989837,0.14371017372458908,0.6330660964829757,-232.77840482218204,13,5,38,FIS,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),2,NA
factor(year)2008,-0.027799212970628696,0.029883190936815393,-0.930262535530659,0.35578618597963707,0.6330660964829757,-232.77840482218204,13,5,38,FIS,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),2,NA
factor(year)2009,0.020592378196145927,0.029499866474721408,0.6980498780830634,0.48771456466140095,0.6330660964829757,-232.77840482218204,13,5,38,FIS,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),2,NA
factor(year)2010,0.08003520929082784,0.0314579472346982,2.5441968191283886,0.013417187720122396,0.6330660964829757,-232.77840482218204,13,5,38,FIS,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),2,NA
factor(year)2011,0.09297736358628675,0.03136323688439649,2.964533409896345,0.0042758702401231785,0.6330660964829757,-232.77840482218204,13,5,38,FIS,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),2,NA
factor(year)2012,0.066870852239284,0.03224609931461869,2.073765623148356,0.04219472917830747,0.6330660964829757,-232.77840482218204,13,5,38,FIS,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),2,NA
factor(year)2013,0.15313614179172708,0.03224798365680301,4.748704397194818,1.2226773599188636e-5,0.6330660964829757,-232.77840482218204,13,5,38,FIS,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),2,NA
factor(year)2014,0.19141310347423893,0.032247983656803016,5.935661141215523,1.3652465425516534e-7,0.6330660964829757,-232.77840482218204,13,5,38,FIS,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),2,NA
factor(rgn_code)HG,0.015333825556258639,0.045610366761370154,0.33619167406576683,0.7378435279129367,0.6330660964829757,-232.77840482218204,13,5,38,FIS,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),2,NA
factor(rgn_code)NC,-0.03356593801218124,0.06492896946218085,-0.5169639729417295,0.6069915293990065,0.6330660964829757,-232.77840482218204,13,5,38,FIS,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),2,NA
factor(rgn_code)NV,0.035447891767548825,0.07215842480787715,0.49125090884299855,0.6249560707795195,0.6330660964829757,-232.77840482218204,13,5,38,FIS,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),2,NA
factor(rgn_code)SG,0.003425675535805834,0.0979707728954696,0.03496630101572104,0.9722171662305513,0.6330660964829757,-232.77840482218204,13,5,38,FIS,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),2,NA
factor(rgn_code)WV,0.009875378476355508,0.10157016396223449,0.09722715895218345,0.9228546570473133,0.6330660964829757,-232.77840482218204,13,5,38,FIS,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),2,NA
(Intercept),-0.14726804864964552,0.022167503015004055,-6.643420711388525,2.195348042817966e-9,0.6209465936963094,-315.80187785723797,13,7,40,FIS,intercept only,2,NA
factor(year)2002,0.02978044293843612,0.025596827665948754,1.1634427252894621,0.24769152511289844,0.6209465936963094,-315.80187785723797,13,7,40,FIS,intercept only,2,NA
factor(year)2003,0.12600384122807606,0.025596827665948948,4.92263505745663,3.788726087390753e-6,0.6209465936963094,-315.80187785723797,13,7,40,FIS,intercept only,2,NA
factor(year)2004,0.12265664979911044,0.025596827665948826,4.791869187847805,6.397514547412386e-6,0.6209465936963094,-315.80187785723797,13,7,40,FIS,intercept only,2,NA
factor(year)2005,0.0734995434605639,0.025596827665948927,2.871431742236528,0.005082655724327894,0.6209465936963094,-315.80187785723797,13,7,40,FIS,intercept only,2,NA
factor(year)2006,0.014843172864863093,0.025596827665948885,0.5798832987655249,0.5634263268361978,0.6209465936963094,-315.80187785723797,13,7,40,FIS,intercept only,2,NA
factor(year)2007,-0.05383839554916298,0.025596827665948868,-2.103322968446731,0.03819720255881198,0.6209465936963094,-315.80187785723797,13,7,40,FIS,intercept only,2,NA
factor(year)2008,-0.05251030229511728,0.025596827665948833,-2.0514378961487925,0.04309862485215974,0.6209465936963094,-315.80187785723797,13,7,40,FIS,intercept only,2,NA
factor(year)2009,0.009480970693653022,0.02559682766594893,0.37039631697272446,0.7119479624958891,0.6209465936963094,-315.80187785723797,13,7,40,FIS,intercept only,2,NA
factor(year)2010,0.06757655035077903,0.025596827665948927,2.6400361495059443,0.009754445943530091,0.6209465936963094,-315.80187785723797,13,7,40,FIS,intercept only,2,NA
factor(year)2011,0.07709485125232944,0.025596827665948906,3.011890858447573,0.0033610834998159668,0.6209465936963094,-315.80187785723797,13,7,40,FIS,intercept only,2,NA
factor(year)2012,0.06069980478026656,0.0255968276659489,2.371379983974134,0.0198301728348626,0.6209465936963094,-315.80187785723797,13,7,40,FIS,intercept only,2,NA
factor(year)2013,0.12853893726028334,0.025596827665948896,5.021674519115386,2.5357023273446046e-6,0.6209465936963094,-315.80187785723797,13,7,40,FIS,intercept only,2,NA
factor(year)2014,0.1571295790715538,0.0255968276659489,6.138634877812655,2.1402825937855536e-8,0.6209465936963094,-315.80187785723797,13,7,40,FIS,intercept only,2,NA
factor(rgn_code)CC,0.03152702516951882,0.01934938295893679,1.6293555839183809,0.10669477214399131,0.6209465936963094,-315.80187785723797,13,7,40,FIS,intercept only,2,NA
factor(rgn_code)HG,0.042472924354292334,0.019349382958936786,2.1950531675572433,0.030704358508622357,0.6209465936963094,-315.80187785723797,13,7,40,FIS,intercept only,2,NA
factor(rgn_code)NC,0.025970374136281938,0.01934938295893679,1.3421809982983022,0.1828764057541097,0.6209465936963094,-315.80187785723797,13,7,40,FIS,intercept only,2,NA
factor(rgn_code)NV,0.08631074961447914,0.019349382958936793,4.46064609903311,2.3308063386044604e-5,0.6209465936963094,-315.80187785723797,13,7,40,FIS,intercept only,2,NA
factor(rgn_code)PO,0.021371428218051478,0.019349382958936796,1.1045017954012208,0.27228742462896693,0.6209465936963094,-315.80187785723797,13,7,40,FIS,intercept only,2,NA
factor(rgn_code)SG,0.052051139026399976,0.019349382958936803,2.6900671270429,0.008498840883041568,0.6209465936963094,-315.80187785723797,13,7,40,FIS,intercept only,2,NA
factor(rgn_code)WV,0.06397468117528451,0.019349382958936803,3.306290506061685,0.0013541614918402085,0.6209465936963094,-315.80187785723797,13,7,40,FIS,intercept only,2,NA
(Intercept),-0.13274291438173202,0.026114537650538866,-5.083104137552782,2.2573038124214995e-6,0.6813638272788713,-274.1114341604642,12,7,39,FIS,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),3,NA
res_reg,-0.5140989604337892,0.1477361773319271,-3.4798447456694,8.021061150586064e-4,0.6813638272788713,-274.1114341604642,12,7,39,FIS,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),3,NA
factor(year)2002,0.056291174760853546,0.02763260343002303,2.0371288902765046,0.04482367325017145,0.6813638272788713,-274.1114341604642,12,7,39,FIS,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),3,NA
factor(year)2003,0.12304308603353575,0.02763344758348284,4.45268675440561,2.6220306656854915e-5,0.6813638272788713,-274.1114341604642,12,7,39,FIS,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),3,NA
factor(year)2004,0.10248483323400426,0.02763404736106029,3.708643612532045,3.75353501478412e-4,0.6813638272788713,-274.1114341604642,12,7,39,FIS,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),3,NA
factor(year)2005,0.013179531223189288,0.027634047361060274,0.4769309052339849,0.6346646703203058,0.6813638272788713,-274.1114341604642,12,7,39,FIS,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),3,NA
factor(year)2006,-0.07097997448712283,0.02763285562974117,-2.568680394028016,0.011998495595719695,0.6813638272788713,-274.1114341604642,12,7,39,FIS,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),3,NA
factor(year)2007,-0.10378858301762112,0.027636068737768832,-3.755548012361775,3.2007615675361164e-4,0.6813638272788713,-274.1114341604642,12,7,39,FIS,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),3,NA
factor(year)2008,-0.05938149773962275,0.028000257405219033,-2.1207482802838267,0.036927372358501916,0.6813638272788713,-274.1114341604642,12,7,39,FIS,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),3,NA
factor(year)2009,0.02366730448011145,0.0280005557420329,0.8452440979442201,0.40040459029704234,0.6813638272788713,-274.1114341604642,12,7,39,FIS,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),3,NA
factor(year)2010,0.07701091864551649,0.028646756057837876,2.68829456605946,0.008677049208148293,0.6813638272788713,-274.1114341604642,12,7,39,FIS,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),3,NA
factor(year)2011,0.0820188861805998,0.028762201541752564,2.851620591752593,0.0054872786279641875,0.6813638272788713,-274.1114341604642,12,7,39,FIS,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),3,NA
factor(year)2012,0.1429268627460834,0.029078214462824103,4.915255815614554,4.4045467085091044e-6,0.6813638272788713,-274.1114341604642,12,7,39,FIS,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),3,NA
factor(year)2013,0.16236186073674508,0.029078789542329838,5.583515108164863,2.902153901719109e-7,0.6813638272788713,-274.1114341604642,12,7,39,FIS,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),3,NA
factor(rgn_code)CC,0.025574693415273034,0.022499851880507987,1.1366605234156602,0.25895132523620285,0.6813638272788713,-274.1114341604642,12,7,39,FIS,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),3,NA
factor(rgn_code)HG,0.0660077658732567,0.02168233012277975,3.044311450820871,0.003123885814742321,0.6813638272788713,-274.1114341604642,12,7,39,FIS,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),3,NA
factor(rgn_code)NC,0.015377920690174116,0.02281255448427576,0.6740990230083093,0.5021214838127165,0.6813638272788713,-274.1114341604642,12,7,39,FIS,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),3,NA
factor(rgn_code)NV,0.1079849894043909,0.021827351399570254,4.947232828556421,3.881054198770773e-6,0.6813638272788713,-274.1114341604642,12,7,39,FIS,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),3,NA
factor(rgn_code)PO,-0.003685208223278229,0.023896345295193484,-0.1542163949237657,0.8778134853299542,0.6813638272788713,-274.1114341604642,12,7,39,FIS,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),3,NA
factor(rgn_code)SG,0.07747370961270875,0.021791051811586217,3.555299224772449,6.264798259755579e-4,0.6813638272788713,-274.1114341604642,12,7,39,FIS,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),3,NA
factor(rgn_code)WV,0.08013979626702036,0.021697457816139618,3.6935108686976457,3.950477893488041e-4,0.6813638272788713,-274.1114341604642,12,7,39,FIS,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),3,NA
(Intercept),-0.70297162346176,0.1882369466539604,-3.734503964059969,4.258096791104402e-4,0.6624052647053722,-204.19516784031632,12,5,35,FIS,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),3,NA
res_soc,0.890688476579054,0.2908580291984498,3.0622791436551524,0.003306007304593119,0.6624052647053722,-204.19516784031632,12,5,35,FIS,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),3,NA
factor(year)2002,0.06451340846283517,0.03055291313596275,2.1115305167708778,0.03897212201395744,0.6624052647053722,-204.19516784031632,12,5,35,FIS,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),3,NA
factor(year)2003,0.1308323650494041,0.03057017359379755,4.279739028892822,6.966191427660017e-5,0.6624052647053722,-204.19516784031632,12,5,35,FIS,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),3,NA
factor(year)2004,0.12759984816915496,0.03059848316769999,4.170136391069555,1.011698311888966e-4,0.6624052647053722,-204.19516784031632,12,5,35,FIS,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),3,NA
factor(year)2005,0.03496991029415404,0.030638745435048288,1.1413623435818376,0.2583306163182044,0.6624052647053722,-204.19516784031632,12,5,35,FIS,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),3,NA
