term,estimate,std.error,statistic,p.value,adj_r_squared,aicc,yrs,rgns,params,goal,model,lag,model_error
factor(year)2010,0.010064312052423783,0.03274066344176103,0.3073948721389273,0.7593128102203642,0.35322751271561614,-258.6145972288239,14,6,41,AO,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),1,NA
factor(year)2011,0.07872547599779144,0.03271661821549022,2.4062840321472336,0.018336227626066962,0.35322751271561614,-258.6145972288239,14,6,41,AO,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),1,NA
factor(year)2012,0.054388464199315915,0.033530929665250404,1.6220386593003147,0.10858780365405482,0.35322751271561614,-258.6145972288239,14,6,41,AO,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),1,NA
factor(year)2013,0.06674455216447249,0.03344816520889781,1.995462284631303,0.04927271164508186,0.35322751271561614,-258.6145972288239,14,6,41,AO,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),1,NA
factor(year)2014,0.12403680615619782,0.03337264606350717,3.7167207514848957,3.652276996843748e-4,0.35322751271561614,-258.6145972288239,14,6,41,AO,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),1,NA
factor(year)2015,0.1136095728992553,0.0334526026088612,3.3961355481848656,0.001051003995962843,0.35322751271561614,-258.6145972288239,14,6,41,AO,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),1,NA
factor(rgn_code)CC,0.00798617943884884,0.02185070491573219,0.3654884119138375,0.7156766435233578,0.35322751271561614,-258.6145972288239,14,6,41,AO,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),1,NA
factor(rgn_code)HG,0.03024484015596943,0.02340943145590434,1.2919937937382524,0.1999451577112202,0.35322751271561614,-258.6145972288239,14,6,41,AO,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),1,NA
factor(rgn_code)NC,-0.007829558293271598,0.022770488860834215,-0.34384673693759055,0.7318311047120556,0.35322751271561614,-258.6145972288239,14,6,41,AO,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),1,NA
factor(rgn_code)NV,0.02489642117544604,0.02242263719181474,1.1103252914663553,0.27006524879521643,0.35322751271561614,-258.6145972288239,14,6,41,AO,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),1,NA
factor(rgn_code)SG,0.020920932246972945,0.022475146444362736,0.9308474273465914,0.3546321112870765,0.35322751271561614,-258.6145972288239,14,6,41,AO,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),1,NA
factor(rgn_code)WV,0.035381327634783695,0.023049329364799788,1.5350263374177362,0.12858068713691226,0.35322751271561614,-258.6145972288239,14,6,41,AO,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),1,NA
(Intercept),-0.2188133421848714,0.31481810209775646,-0.6950468881135878,0.4893599865867587,0.3295401371122866,-229.00506434023163,14,5,39,AO,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),1,NA
res_soc,0.23807613897941116,0.5391654882319391,0.4415641285945868,0.6601853705487691,0.3295401371122866,-229.00506434023163,14,5,39,AO,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),1,NA
factor(year)2002,0.09025115516248333,0.03235259231236047,2.789611240147901,0.0068162023458582036,0.3295401371122866,-229.00506434023163,14,5,39,AO,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),1,NA
factor(year)2003,0.09770090594064648,0.03282628045290032,2.9763014448386658,0.004020364859991778,0.3295401371122866,-229.00506434023163,14,5,39,AO,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),1,NA
factor(year)2004,0.12354449743602142,0.03360607646577911,3.6762547261899536,4.641687808788687e-4,0.3295401371122866,-229.00506434023163,14,5,39,AO,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),1,NA
factor(year)2005,0.10655563249341274,0.034669674107377306,3.073453536465142,0.003029120427814896,0.3295401371122866,-229.00506434023163,14,5,39,AO,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),1,NA
factor(year)2006,0.08328787696554704,0.035979875753053205,2.314846152810279,0.023602630431497965,0.3295401371122866,-229.00506434023163,14,5,39,AO,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),1,NA
factor(year)2007,0.03309892785943241,0.03460007651753381,0.9566142965799315,0.34210173180367487,0.3295401371122866,-229.00506434023163,14,5,39,AO,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),1,NA
factor(year)2008,-0.03352611385918818,0.033507206968476345,-1.0005642634054706,0.32053356642266256,0.3295401371122866,-229.00506434023163,14,5,39,AO,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),1,NA
factor(year)2009,-0.009373903973867179,0.03273164396531251,-0.286386592246977,0.7754401791858495,0.3295401371122866,-229.00506434023163,14,5,39,AO,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),1,NA
factor(year)2010,0.020225911720287124,0.03229062389101847,0.6263710415924448,0.5331383955037761,0.3295401371122866,-229.00506434023163,14,5,39,AO,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),1,NA
factor(year)2011,0.0600089714936476,0.03220519002342345,1.863332321591704,0.06667161831291925,0.3295401371122866,-229.00506434023163,14,5,39,AO,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),1,NA
factor(year)2012,0.043356556353814704,0.03220519002342343,1.3462599140784661,0.18262493092949794,0.3295401371122866,-229.00506434023163,14,5,39,AO,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),1,NA
factor(year)2013,0.07159626626007606,0.03220519002342345,2.2231282041187375,0.02948525169396168,0.3295401371122866,-229.00506434023163,14,5,39,AO,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),1,NA
factor(year)2014,0.08858406627979128,0.032205190023423445,2.7506146125938833,0.0075900893027823196,0.3295401371122866,-229.00506434023163,14,5,39,AO,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),1,NA
factor(year)2015,0.09823431873637471,0.03220519002342345,3.0502635961758653,0.0032425430528751596,0.3295401371122866,-229.00506434023163,14,5,39,AO,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),1,NA
factor(rgn_code)HG,-0.0072738482788221506,0.04828647273193606,-0.15063946209538143,0.8806996447417176,0.3295401371122866,-229.00506434023163,14,5,39,AO,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),1,NA
factor(rgn_code)NC,-0.0038015127176412498,0.024295853829354844,-0.1564675497449762,0.8761214033130826,0.3295401371122866,-229.00506434023163,14,5,39,AO,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),1,NA
factor(rgn_code)NV,0.010641819742877517,0.03206362211981074,0.331896992270951,0.7409731073889122,0.3295401371122866,-229.00506434023163,14,5,39,AO,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),1,NA
factor(rgn_code)SG,-0.007578113814069046,0.061083343518669495,-0.12406186985741659,0.901626992058098,0.3295401371122866,-229.00506434023163,14,5,39,AO,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),1,NA
factor(rgn_code)WV,0.0027939925612628777,0.04070209230223024,0.06864493698545769,0.9454707912867442,0.3295401371122866,-229.00506434023163,14,5,39,AO,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),1,NA
(Intercept),0.035983403261787325,0.37786695107092155,0.09522770689473085,0.9244140335508451,0.33402169957161987,-227.2997687983296,14,5,40,AO,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),1,NA
res_reg,-0.06952789222211517,0.05745672876053775,-1.2100913804523465,0.23043359027252433,0.33402169957161987,-227.2997687983296,14,5,40,AO,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),1,NA
res_soc,-0.1681854736142157,0.633616301860483,-0.2654374155468758,0.7914755735044279,0.33402169957161987,-227.2997687983296,14,5,40,AO,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),1,NA
factor(year)2002,0.08776552947353278,0.03230964367865945,2.716388034062474,0.008361613727607903,0.33402169957161987,-227.2997687983296,14,5,40,AO,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),1,NA
factor(year)2003,0.09410862442515064,0.03285079173010893,2.864729264314708,0.005547252345470227,0.33402169957161987,-227.2997687983296,14,5,40,AO,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),1,NA
factor(year)2004,0.11758399237484043,0.033853825540725475,3.4732852342902647,8.988278622482127e-4,0.33402169957161987,-227.2997687983296,14,5,40,AO,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),1,NA
factor(year)2005,0.09807278372545403,0.035257526934620045,2.7816126725880617,0.006993054964637108,0.33402169957161987,-227.2997687983296,14,5,40,AO,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),1,NA
factor(year)2006,0.07187771863068176,0.03707839716844457,1.9385335969121402,0.05671022151474122,0.33402169957161987,-227.2997687983296,14,5,40,AO,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),1,NA
factor(year)2007,0.024794193400196292,0.035160523984638536,0.7051713282495095,0.4831121788308611,0.33402169957161987,-227.2997687983296,14,5,40,AO,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),1,NA
factor(year)2008,-0.03232654076195326,0.033409742796524894,-0.9675782587980801,0.33668387350720985,0.33402169957161987,-227.2997687983296,14,5,40,AO,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),1,NA
factor(year)2009,-0.0055542616860085785,0.03277442056675792,-0.16946940906842742,0.8659305776355233,0.33402169957161987,-227.2997687983296,14,5,40,AO,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),1,NA
factor(year)2010,0.030209841616856633,0.03322328222923363,0.9092973237386693,0.3664048946938975,0.33402169957161987,-227.2997687983296,14,5,40,AO,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),1,NA
factor(year)2011,0.07251313217297671,0.033719686382515705,2.1504687603078105,0.035076359402538726,0.33402169957161987,-227.2997687983296,14,5,40,AO,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),1,NA
factor(year)2012,0.06029080256589633,0.03501540753831417,1.7218363801685186,0.08964549541700463,0.33402169957161987,-227.2997687983296,14,5,40,AO,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),1,NA
factor(year)2013,0.08810059833858416,0.034874939993285885,2.5261863778273246,0.013864402964168016,0.33402169957161987,-227.2997687983296,14,5,40,AO,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),1,NA
factor(year)2014,0.10477320524689254,0.03477390134715537,3.0129839099996,0.0036316421616625497,0.33402169957161987,-227.2997687983296,14,5,40,AO,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),1,NA
factor(year)2015,0.11473517442027178,0.034873816582805535,3.2900091146560007,0.0015896191505609186,0.33402169957161987,-227.2997687983296,14,5,40,AO,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),1,NA
factor(rgn_code)HG,0.03860128502257042,0.061263383641764285,0.6300873821839522,0.530749085191085,0.33402169957161987,-227.2997687983296,14,5,40,AO,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),1,NA
factor(rgn_code)NC,-0.021572620302005345,0.028319856825504336,-0.7617489182564456,0.4488438244475397,0.33402169957161987,-227.2997687983296,14,5,40,AO,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),1,NA
factor(rgn_code)NV,0.02340765888786742,0.03365257030366529,0.6955682337678071,0.48906963417209803,0.33402169957161987,-227.2997687983296,14,5,40,AO,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),1,NA
factor(rgn_code)SG,0.029604884860589258,0.06819391102033676,0.4341279803083959,0.6655698775785353,0.33402169957161987,-227.2997687983296,14,5,40,AO,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),1,NA
factor(rgn_code)WV,0.040768293951130165,0.051287189678554224,0.7949020838663238,0.42943622605724974,0.33402169957161987,-227.2997687983296,14,5,40,AO,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),1,NA
(Intercept),-0.09071157148830138,0.026773872764360145,-3.3880631422530496,0.0010734849114260136,0.35165063305214417,-260.3895771008972,14,6,40,AO,intercept only,1,NA
factor(year)2002,0.06708809634898667,0.03200089871064203,2.096444132885438,0.03905112386291993,0.35165063305214417,-260.3895771008972,14,6,40,AO,intercept only,1,NA
factor(year)2003,0.10060271149603303,0.03200089871064223,3.143746443051506,0.002305687126068678,0.35165063305214417,-260.3895771008972,14,6,40,AO,intercept only,1,NA
factor(year)2004,0.12714584526741746,0.032000898710642066,3.9731960785568328,1.4927269436890126e-4,0.35165063305214417,-260.3895771008972,14,6,40,AO,intercept only,1,NA
factor(year)2005,0.1115639432987501,0.03200089871064217,3.48627531706316,7.814529447899629e-4,0.35165063305214417,-260.3895771008972,14,6,40,AO,intercept only,1,NA
factor(year)2006,0.08249651474768893,0.03200089871064218,2.577943685070757,0.011683515194328335,0.35165063305214417,-260.3895771008972,14,6,40,AO,intercept only,1,NA
factor(year)2007,0.03525379159586188,0.032000898710642184,1.1016500478512472,0.2737604673761103,0.35165063305214417,-260.3895771008972,14,6,40,AO,intercept only,1,NA
factor(year)2008,-0.04106029329158595,0.03200089871064212,-1.2830981299263031,0.20298655919317632,0.35165063305214417,-260.3895771008972,14,6,40,AO,intercept only,1,NA
factor(year)2009,-0.00849443537943599,0.032000898710642156,-0.26544365070006914,0.7913180712814648,0.35165063305214417,-260.3895771008972,14,6,40,AO,intercept only,1,NA
factor(year)2010,0.0022731135485856042,0.03200089871064216,0.07103280345778731,0.9435404942648011,0.35165063305214417,-260.3895771008972,14,6,40,AO,intercept only,1,NA
factor(year)2011,0.07105693638653561,0.032000898710642156,2.2204669009156626,0.029079522768616008,0.35165063305214417,-260.3895771008972,14,6,40,AO,intercept only,1,NA
factor(year)2012,0.04326188734718006,0.03200089871064216,1.3518960119952181,0.1800375721407439,0.35165063305214417,-260.3895771008972,14,6,40,AO,intercept only,1,NA
factor(year)2013,0.05592226371893523,0.032000898710642156,1.7475216625818646,0.08420130613945348,0.35165063305214417,-260.3895771008972,14,6,40,AO,intercept only,1,NA
factor(year)2014,0.11349914924344782,0.03200089871064215,3.546748804454757,6.408676939753284e-4,0.35165063305214417,-260.3895771008972,14,6,40,AO,intercept only,1,NA
factor(year)2015,0.10277077267971658,0.032000898710642156,3.2114964523024265,0.001872149685581072,0.35165063305214417,-260.3895771008972,14,6,40,AO,intercept only,1,NA
factor(rgn_code)CC,0.008918911205776469,0.021860775570294012,0.40798695257162443,0.6843213068511268,0.35165063305214417,-260.3895771008972,14,6,40,AO,intercept only,1,NA
factor(rgn_code)HG,0.020978432586342546,0.021860775570294012,0.9596380750026794,0.33999151084995094,0.35165063305214417,-260.3895771008972,14,6,40,AO,intercept only,1,NA
factor(rgn_code)NC,-7.361001822385234e-4,0.021860775570294023,-0.033672189711273955,0.9732184400511114,0.35165063305214417,-260.3895771008972,14,6,40,AO,intercept only,1,NA
factor(rgn_code)NV,0.030497948773368262,0.02186077557029402,1.3950991205824852,0.16666376239237185,0.35165063305214417,-260.3895771008972,14,6,40,AO,intercept only,1,NA
factor(rgn_code)SG,0.02677050338322835,0.021860775570294026,1.224590742315932,0.22415266983377793,0.35165063305214417,-260.3895771008972,14,6,40,AO,intercept only,1,NA
factor(rgn_code)WV,0.027275147384993585,0.021860775570294016,1.2476751932834902,0.21561708501851212,0.35165063305214417,-260.3895771008972,14,6,40,AO,intercept only,1,NA
(Intercept),-0.0806888397084742,0.040594889832793066,-1.987660024225333,0.05040473746645557,0.5407004912595212,-189.72363621757663,13,6,39,AO,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),2,NA
res_reg,-0.10090683076813015,0.06798599254194798,-1.4842297213778222,0.14183020578583835,0.5407004912595212,-189.72363621757663,13,6,39,AO,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),2,NA
factor(year)2002,0.09580117071670778,0.04133486011677797,2.317684647923164,0.023124112836214974,0.5407004912595212,-189.72363621757663,13,6,39,AO,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),2,NA
factor(year)2003,0.1621583764865964,0.041352729420992364,3.921346396165039,1.8972579495275658e-4,0.5407004912595212,-189.72363621757663,13,6,39,AO,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),2,NA
factor(year)2004,0.1737599030245057,0.041354425498666095,4.201724505400526,7.063192437494805e-5,0.5407004912595212,-189.72363621757663,13,6,39,AO,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),2,NA
factor(year)2005,0.12662003213362344,0.04135154908725385,3.0620384224651125,0.003027206899869699,0.5407004912595212,-189.72363621757663,13,6,39,AO,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),2,NA
factor(year)2006,0.04842908547946767,0.04133607670866651,1.1715936618947207,0.24497278663866054,0.5407004912595212,-189.72363621757663,13,6,39,AO,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),2,NA
factor(year)2007,-0.06980750162336799,0.041341548556165016,-1.6885555587868277,0.0953508536560708,0.5407004912595212,-189.72363621757663,13,6,39,AO,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),2,NA
factor(year)2008,-0.09816658788685642,0.04185223256776569,-2.3455520019848035,0.021574689185622976,0.5407004912595212,-189.72363621757663,13,6,39,AO,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),2,NA
factor(year)2009,-0.05894067234647289,0.041862636198304826,-1.4079541495492254,0.16316925138991287,0.5407004912595212,-189.72363621757663,13,6,39,AO,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),2,NA
factor(year)2010,0.016671975400115148,0.04244039080026579,0.39283274931602974,0.695528445986897,0.5407004912595212,-189.72363621757663,13,6,39,AO,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),2,NA
factor(year)2011,0.05835744890622309,0.042406290340418276,1.376150765317037,0.17276416854322768,0.5407004912595212,-189.72363621757663,13,6,39,AO,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),2,NA
factor(year)2012,0.050508389157327756,0.04355985293826133,1.1595169806682954,0.24982851480042212,0.5407004912595212,-189.72363621757663,13,6,39,AO,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),2,NA
factor(year)2013,0.1142236906775696,0.043442725328978096,2.6292938532881975,0.010326335368177364,0.5407004912595212,-189.72363621757663,13,6,39,AO,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),2,NA
factor(year)2014,0.16684468402994743,0.04333582853923712,3.8500402473875153,2.4243280538092127e-4,0.5407004912595212,-189.72363621757663,13,6,39,AO,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),2,NA
factor(rgn_code)CC,0.016561523239928672,0.02928030874446147,0.5656198295061139,0.5732968204395242,0.5407004912595212,-189.72363621757663,13,6,39,AO,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),2,NA
factor(rgn_code)HG,0.055164765384868815,0.030742306992442348,1.7944250377315683,0.07667027404417481,0.5407004912595212,-189.72363621757663,13,6,39,AO,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),2,NA
factor(rgn_code)NC,-0.013277839117600181,0.03057409761734446,-0.43428392503292595,0.6652968099173946,0.5407004912595212,-189.72363621757663,13,6,39,AO,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),2,NA
factor(rgn_code)NV,0.050138354820946404,0.030084250524284463,1.6665981019029863,0.0996573678133828,0.5407004912595212,-189.72363621757663,13,6,39,AO,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),2,NA
factor(rgn_code)SG,0.03808708559200592,0.030120850024314534,1.2644757887397196,0.20987333526214672,0.5407004912595212,-189.72363621757663,13,6,39,AO,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),2,NA
factor(rgn_code)WV,0.06830906487185238,0.030885594938440952,2.211680396897043,0.02995444232539021,0.5407004912595212,-189.72363621757663,13,6,39,AO,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),2,NA
(Intercept),-0.5321354495879148,0.43297410706796546,-1.2290237242856272,0.22356267812568295,0.5151759568713201,-166.99080408983747,13,5,37,AO,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),2,NA
res_soc,0.793399294496104,0.7404267519724486,1.0715432585094204,0.2879494500535313,0.5151759568713201,-166.99080408983747,13,5,37,AO,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),2,NA
factor(year)2002,0.09775862316566404,0.04244422784685445,2.303225388347098,0.024526121326037646,0.5151759568713201,-166.99080408983747,13,5,37,AO,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),2,NA
factor(year)2003,0.13667589911401704,0.04312468902801367,3.1693190651237573,0.0023440806050467797,0.5151759568713201,-166.99080408983747,13,5,37,AO,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),2,NA
factor(year)2004,0.14757266213235318,0.04424291678676075,3.3355093391246036,0.0014204332858415675,0.5151759568713201,-166.99080408983747,13,5,37,AO,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),2,NA
factor(year)2005,0.10717208682431473,0.04576446511763689,2.3418188445736323,0.02231441177089262,0.5151759568713201,-166.99080408983747,13,5,37,AO,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),2,NA
factor(year)2006,0.03811221443348597,0.047633553799851555,0.8001127649141463,0.4266054607348242,0.5151759568713201,-166.99080408983747,13,5,37,AO,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),2,NA
factor(year)2007,-0.07576657810520956,0.04566502272389932,-1.6591818767574211,0.10197228733527736,0.5151759568713201,-166.99080408983747,13,5,37,AO,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),2,NA
factor(year)2008,-0.11421645811156576,0.04410126799396152,-2.589867895118223,0.01187465812160308,0.5151759568713201,-166.99080408983747,13,5,37,AO,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),2,NA
factor(year)2009,-0.06788763105257103,0.04298881621294973,-1.5791928467227927,0.11922204920927079,0.5151759568713201,-166.99080408983747,13,5,37,AO,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),2,NA
factor(year)2010,-0.006245932795302043,0.0423551395187844,-0.14746575896726744,0.8832279944449615,0.5151759568713201,-166.99080408983747,13,5,37,AO,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),2,NA
factor(year)2011,0.013652745114028133,0.042232289337028356,0.3232774099711829,0.7475390962827795,0.5151759568713201,-166.99080408983747,13,5,37,AO,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),2,NA
factor(year)2012,0.02460666483128654,0.04223228933702838,0.582650507883122,0.5621758741293978,0.5151759568713201,-166.99080408983747,13,5,37,AO,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),2,NA
factor(year)2013,0.06802380477464058,0.04223228933702838,1.6107060697512021,0.11216533391559189,0.5151759568713201,-166.99080408983747,13,5,37,AO,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),2,NA
factor(year)2014,0.09749684392293155,0.04223228933702837,2.3085853372729286,0.024207758236244745,0.5151759568713201,-166.99080408983747,13,5,37,AO,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),2,NA
factor(rgn_code)HG,-0.04234793587793206,0.0659924255410766,-0.6417090375254177,0.5233538707695526,0.5151759568713201,-166.99080408983747,13,5,37,AO,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),2,NA
factor(rgn_code)NC,9.734335019436946e-4,0.03339567483934674,0.029148490234932958,0.9768368682657578,0.5151759568713201,-166.99080408983747,13,5,37,AO,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),2,NA
factor(rgn_code)NV,0.006769444357276453,0.042636968955666606,0.15876936196649527,0.8743505357701227,0.5151759568713201,-166.99080408983747,13,5,37,AO,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),2,NA
factor(rgn_code)SG,-0.054443890584818175,0.08327856236589166,-0.6537563694437252,0.5156109340894272,0.5151759568713201,-166.99080408983747,13,5,37,AO,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),2,NA
factor(rgn_code)WV,-0.015718877309695817,0.05427807737438383,-0.28959900700377855,0.7730591672156015,0.5151759568713201,-166.99080408983747,13,5,37,AO,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),2,NA
(Intercept),-0.1536309318760505,0.5181852818924675,-0.29647876395673395,0.7678396875866123,0.5205925582796432,-165.57048328307042,13,5,38,AO,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),2,NA
res_reg,-0.10344269693668844,0.0788031926914894,-1.312671395709327,0.19405565126064886,0.5205925582796432,-165.57048328307042,13,5,38,AO,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),2,NA
res_soc,0.19077018261824383,0.8676789467421707,0.2198626385191421,0.8266889980035413,0.5205925582796432,-165.57048328307042,13,5,38,AO,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),2,NA
factor(year)2002,0.09407126129800317,0.04229983693622918,2.2239154595282264,0.029746823775870443,0.5205925582796432,-165.57048328307042,13,5,38,AO,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),2,NA
factor(year)2003,0.13135278886793936,0.04307442012666875,3.0494383553317914,0.0033508453919126667,0.5205925582796432,-165.57048328307042,13,5,38,AO,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),2,NA
