goal,yr_lag,r_squared,aic,model,intercept,res_ecol,res_reg,res_soc,best_model
CW,4,0.9712927580348617,-402.81885101463405,prs_v_res_reg_only_RE.csv,-0.0428°,NA,0.0503,NA,TRUE
CW,4,0.9901014385382895,-331.29185181589753,prs_v_res_soc_only_RE.csv,-0.0339,NA,NA,0.0330,FALSE
CW,5,0.9908908941083473,-278.47778530346034,prs_v_res_soc_only_RE.csv,-0.0404,NA,NA,0.0376,TRUE
CW,6,0.9900484481980993,-269.40890882065094,prs_v_res_soc_only_RE.csv,-0.0593,NA,NA,0.0619,TRUE
FIS,1,0.0028668434630069006,-250.29134996112674,prs_v_res_all_RE.csv,-0.3093,0.2318,0.0066,0.1104,FALSE
FIS,1,0.042936646024956004,-252.27675577466152,prs_v_res_reg_soc_RE.csv,-0.0944,NA,0.0140,0.0936,FALSE
FIS,1,0.06234740291129262,-342.36221458480253,prs_v_res_reg_ecol_RE.csv,-0.0155,-0.0134,0.0110,NA,FALSE
FIS,1,0.22159759893898925,-255.16691993321746,prs_v_res_soc_ecol_RE.csv,-0.3104,0.2338,NA,0.1101,FALSE
FIS,1,0.6463747356189011,-346.0012307064694,prs_v_res_reg_only_RE.csv,-0.0277***,NA,0.0168,NA,FALSE
FIS,1,0.990602974625829,-257.1491654774697,prs_v_res_soc_only_RE.csv,-0.0926,NA,NA,0.0927,FALSE
FIS,1,0.9989044035212647,-347.30659016907174,prs_v_res_ecol_only_RE.csv,-0.0106,-0.0180,NA,NA,TRUE
FIS,2,0.00233107986389154,-165.38434763293475,prs_v_res_all_RE.csv,-0.5954,0.4470,0.0313,0.2087,FALSE
FIS,2,0.028708885146501474,-166.1526998949637,prs_v_res_reg_soc_RE.csv,-0.1790°,NA,0.0448,0.1739,FALSE
FIS,2,0.047830043144542596,-220.92756216979566,prs_v_res_reg_ecol_RE.csv,-0.0203,-0.0396,0.0388,NA,FALSE
FIS,2,0.2195665723762881,-169.2583608771996,prs_v_res_soc_ecol_RE.csv,-0.5979,0.4544,NA,0.2066,FALSE
FIS,2,0.5690688099638669,-223.21268802623152,prs_v_res_reg_only_RE.csv,-0.0560***,NA,0.0492,NA,FALSE
FIS,2,0.9909350886097974,-169.9994436291833,prs_v_res_soc_only_RE.csv,-0.1739°,NA,NA,0.1718,FALSE
FIS,2,0.9989004516684608,-224.75661396965938,prs_v_res_ecol_only_RE.csv,-0.0030,-0.0561,NA,NA,TRUE
FIS,3,5.604210339160692e-4,-133.65447288575828,prs_v_res_all_RE.csv,-0.6280,0.4423,0.0457,0.2234,FALSE
FIS,3,0.021095859331147278,-134.26227739166325,prs_v_res_reg_soc_RE.csv,-0.2122°,NA,0.0559,0.1842,FALSE
FIS,3,0.047997345399565156,-171.792955492438,prs_v_res_reg_ecol_RE.csv,-0.0280,-0.0645,0.0645,NA,FALSE
FIS,3,0.2131448331368545,-137.084165045338,prs_v_res_soc_ecol_RE.csv,-0.6292,0.4506,NA,0.2198,FALSE
FIS,3,0.5408478196014439,-173.56459231168026,prs_v_res_reg_only_RE.csv,-0.0857***,NA,0.0766,NA,FALSE
FIS,3,0.9911722385360865,-137.69008511091994,prs_v_res_soc_only_RE.csv,-0.2065°,NA,NA,0.1822,FALSE
FIS,3,0.9988962590612513,-175.105842961287,prs_v_res_ecol_only_RE.csv,0.0013,-0.0926,NA,NA,TRUE
FIS,4,2.2411880146134604e-6,-108.32140396131034,prs_v_res_all_RE.csv,-0.7483,0.4721,0.0737,0.3125,FALSE
FIS,4,0.015177253037313976,-108.56803087619714,prs_v_res_reg_soc_RE.csv,-0.3011°,NA,0.0804,0.2666,FALSE
FIS,4,0.044426259545284584,-136.29188602763912,prs_v_res_reg_ecol_RE.csv,0.0555,-0.1942,0.0937,NA,FALSE
FIS,4,0.20597416277566818,-111.29683866688951,prs_v_res_soc_ecol_RE.csv,-0.7456,0.4804,NA,0.3062,FALSE
FIS,4,0.4843509752613941,-137.41874809514175,prs_v_res_reg_only_RE.csv,-0.1172***,NA,0.1160,NA,FALSE
FIS,4,0.9914112063661351,-111.55157079720436,prs_v_res_soc_only_RE.csv,-0.2938°,NA,NA,0.2646,FALSE
FIS,4,0.9988916533652723,-139.13650281390292,prs_v_res_ecol_only_RE.csv,0.0989,-0.2364,NA,NA,TRUE
FIS,5,1.701614930235337e-5,-95.28460847062975,prs_v_res_all_RE.csv,-1.0002,0.5646,0.1026,0.4956°,FALSE
FIS,5,0.006376530413968448,-95.17915513734948,prs_v_res_reg_soc_RE.csv,-0.4579*,NA,0.1078,0.4315°,FALSE
FIS,5,0.04147169306183824,-117.94653288925882,prs_v_res_reg_ecol_RE.csv,0.1631,-0.3563,0.1172,NA,FALSE
FIS,5,0.20012237075689887,-97.89207378077793,prs_v_res_soc_ecol_RE.csv,-0.9913,0.5695,NA,0.4873°,FALSE
FIS,5,0.42729773525345954,-118.4945960144642,prs_v_res_reg_only_RE.csv,-0.1532***,NA,0.1514,NA,FALSE
FIS,5,0.9917593525114651,-97.79836136413755,prs_v_res_soc_only_RE.csv,-0.4513*,NA,NA,0.4322°,FALSE
FIS,5,0.9988897633145234,-120.43008668656384,prs_v_res_ecol_only_RE.csv,0.2175,-0.4096,NA,NA,TRUE
FIS,6,2.2404121423519244e-5,-93.3046205896293,prs_v_res_all_RE.csv,-1.2853,0.7010,0.1699,0.6619°,FALSE
FIS,6,5.257073329696525e-4,-92.86041141549481,prs_v_res_reg_soc_RE.csv,-0.6027*,NA,0.1734,0.5706°,FALSE
FIS,6,0.04051439264522638,-115.60283840627127,prs_v_res_reg_ecol_RE.csv,0.2162,-0.4663,0.2066,NA,FALSE
FIS,6,0.1927435695068721,-95.5054085499824,prs_v_res_soc_ecol_RE.csv,-1.2668,0.6998,NA,0.6528°,FALSE
FIS,6,0.3773146490532141,-115.7712021186886,prs_v_res_reg_only_RE.csv,-0.1973***,NA,0.2470,NA,FALSE
FIS,6,0.9921416340588648,-95.06987961621682,prs_v_res_soc_only_RE.csv,-0.5998*,NA,NA,0.5807°,FALSE
FIS,6,0.9988892185349381,-117.60818458334113,prs_v_res_ecol_only_RE.csv,0.3121,-0.5611,NA,NA,TRUE
HAB,1,0.0025463848775751164,-241.21435067217286,prs_v_res_all_RE.csv,-0.1600,0.0860,0.0037,0.0837,FALSE
HAB,1,0.22159759912167454,-245.958166739928,prs_v_res_soc_ecol_RE.csv,-0.1594,0.0867,NA,0.0835,FALSE
HAB,1,0.2507631149523577,-243.64106767882328,prs_v_res_reg_soc_RE.csv,-0.0806,NA,0.0057,0.0774,FALSE
HAB,1,0.5134392615635753,-347.79017983072583,prs_v_res_reg_ecol_RE.csv,-0.0463,0.0240,0.0126,NA,FALSE
HAB,1,0.8645423274660357,-350.9722942325365,prs_v_res_reg_only_RE.csv,-0.0239°,NA,0.0081,NA,FALSE
HAB,1,0.9906029746304307,-248.39854575302832,prs_v_res_soc_only_RE.csv,-0.0787,NA,NA,0.0771,FALSE
HAB,1,0.9989044818725239,-353.5067034489473,prs_v_res_ecol_only_RE.csv,-0.0158,-0.0068,NA,NA,TRUE
HAB,2,0.0023667085721099414,-202.33256165354692,prs_v_res_all_RE.csv,-0.3572,0.1848,0.0785,0.1745°,FALSE
HAB,2,0.22054541936285185,-206.24872310720943,prs_v_res_soc_ecol_RE.csv,-0.3466,0.2007,NA,0.1728°,FALSE
HAB,2,0.23628310839579975,-204.24713325532315,prs_v_res_reg_soc_RE.csv,-0.1866*,NA,0.0829,0.1610°,FALSE
HAB,2,0.5230623115978111,-280.75864009623,prs_v_res_reg_ecol_RE.csv,-0.1882,0.1420,0.0729,NA,FALSE
HAB,2,0.8655083411848113,-283.20695181511763,prs_v_res_reg_only_RE.csv,-0.0558***,NA,0.0453,NA,FALSE
HAB,2,0.9909463911010971,-208.1261631663053,prs_v_res_soc_only_RE.csv,-0.1598*,NA,NA,0.1578°,FALSE
HAB,2,0.998900832362191,-285.1409095042106,prs_v_res_ecol_only_RE.csv,-0.0140,-0.0339,NA,NA,TRUE
HAB,3,0.00209796683214461,-176.7783998408078,prs_v_res_all_RE.csv,-0.2382,0.0205,0.1228,0.1586,FALSE
HAB,3,0.2171606932638895,-178.74333436233258,prs_v_res_reg_soc_RE.csv,-0.2192*,NA,0.1233,0.1571,FALSE
HAB,3,0.21946570263076887,-180.06988547631653,prs_v_res_soc_ecol_RE.csv,-0.2236,0.0437,NA,0.1594,FALSE
HAB,3,0.5433115609356314,-237.88564889830246,prs_v_res_reg_ecol_RE.csv,-0.2028,0.1288,0.0783,NA,FALSE
HAB,3,0.8665492195735738,-240.12398794467407,prs_v_res_reg_only_RE.csv,-0.0825***,NA,0.0521,NA,FALSE
HAB,3,0.9913427667822088,-182.03460088077594,prs_v_res_soc_only_RE.csv,-0.1829*,NA,NA,0.1562,FALSE
HAB,3,0.9988966567009173,-242.07277279045786,prs_v_res_ecol_only_RE.csv,-0.0173,-0.0587,NA,NA,TRUE
HAB,4,0.0017317997884030737,-153.67260627983688,prs_v_res_all_RE.csv,-0.1940,-0.0720,0.0331,0.2118,FALSE
HAB,4,0.20344177467151278,-155.41533199719993,prs_v_res_reg_soc_RE.csv,-0.2605*,NA,0.0310,0.2172°,FALSE
HAB,4,0.21859514503495422,-157.15815905762764,prs_v_res_soc_ecol_RE.csv,-0.1909,-0.0662,NA,0.2133°,FALSE
HAB,4,0.5405613445129981,-203.48177047433427,prs_v_res_reg_ecol_RE.csv,-0.0313,-0.0828,0.0425,NA,FALSE
HAB,4,0.8655034716494495,-205.33356806036073,prs_v_res_reg_only_RE.csv,-0.1089***,NA,0.0609,NA,FALSE
HAB,4,0.9918053751006217,-158.92368390636662,prs_v_res_soc_only_RE.csv,-0.2526**,NA,NA,0.2182°,FALSE
HAB,4,0.9988920016163764,-207.67160109974975,prs_v_res_ecol_only_RE.csv,0.0682,-0.1836,NA,NA,TRUE
HAB,5,4.470599721274624e-4,-136.31186138053076,prs_v_res_all_RE.csv,-0.2516,-0.1072,-0.0405,0.3241*,FALSE
HAB,5,0.21846978881709458,-138.95617743807617,prs_v_res_soc_ecol_RE.csv,-0.2529,-0.1144,NA,0.3198*,FALSE
HAB,5,0.22853614990629073,-137.87723205588009,prs_v_res_reg_soc_RE.csv,-0.3500**,NA,-0.0473,0.3327*,FALSE
HAB,5,0.5754769029478287,-176.80103829940384,prs_v_res_reg_ecol_RE.csv,0.1862,-0.3444,-0.0056,NA,FALSE
HAB,5,0.8700151590398166,-177.72130491439214,prs_v_res_reg_only_RE.csv,-0.1382***,NA,0.0800,NA,FALSE
HAB,5,0.9923523293205317,-140.5400192394672,prs_v_res_soc_only_RE.csv,-0.3595**,NA,NA,0.3284*,FALSE
HAB,5,0.9988902240951029,-180.3509952398431,prs_v_res_ecol_only_RE.csv,0.1737,-0.3318,NA,NA,TRUE
HAB,6,0.0011381644903753572,-123.54065365721118,prs_v_res_all_RE.csv,-0.3577,-0.1109,0.0233,0.4126*,FALSE
HAB,6,0.1581371745927559,-124.63074637073652,prs_v_res_reg_soc_RE.csv,-0.4710**,NA,0.0687,0.4181*,FALSE
HAB,6,0.2106618435833659,-125.81076059166946,prs_v_res_soc_ecol_RE.csv,-0.3562,-0.1078,NA,0.4154*,FALSE
HAB,6,0.5695014976795465,-162.99097402174672,prs_v_res_reg_ecol_RE.csv,0.1075,-0.3075,0.0737,NA,FALSE
HAB,6,0.8645240915705514,-163.6312914848155,prs_v_res_reg_only_RE.csv,-0.1819***,NA,0.1500,NA,FALSE
HAB,6,0.9928338860238528,-126.91576890248456,prs_v_res_soc_only_RE.csv,-0.4593***,NA,NA,0.4269*,FALSE
HAB,6,0.998889871368826,-166.00746543602025,prs_v_res_ecol_only_RE.csv,0.2786,-0.4815,NA,NA,TRUE
ICO,1,0.002546384865259182,-172.4301992464279,prs_v_res_all_RE.csv,0.3332,-0.3574,0.1106,-0.1008,FALSE
ICO,1,0.22159759916429825,-175.83639016270078,prs_v_res_soc_ecol_RE.csv,0.3495,-0.3337,NA,-0.1058,FALSE
ICO,1,0.25076311506227716,-173.53595311146663,prs_v_res_reg_soc_RE.csv,0.0032,NA,0.1024,-0.0748,FALSE
ICO,1,0.5134392618127882,-260.3040809336661,prs_v_res_reg_ecol_RE.csv,-0.0586,0.0458,-0.0039,NA,FALSE
ICO,1,0.8645423275129267,-262.7297665629715,prs_v_res_reg_only_RE.csv,-0.0160,NA,-0.0124,NA,FALSE
ICO,1,0.9906029746322157,-177.0236336293197,prs_v_res_soc_only_RE.csv,0.0388,NA,NA,-0.0810,FALSE
ICO,1,0.9989044818725252,-265.31418787649216,prs_v_res_ecol_only_RE.csv,-0.0680,0.0552,NA,NA,TRUE
ICO,2,0.0023667085567313432,-108.9562313057461,prs_v_res_all_RE.csv,0.5912,-0.6609,0.2535,-0.1749,FALSE
ICO,2,0.22054541941333958,-110.83552510382908,prs_v_res_soc_ecol_RE.csv,0.6254,-0.6095,NA,-0.1805,FALSE
ICO,2,0.23628310849102616,-108.94665803084597,prs_v_res_reg_soc_RE.csv,-0.0191,NA,0.2377,-0.1263,FALSE
ICO,2,0.5263582351543502,-171.57926122825623,prs_v_res_reg_ecol_RE.csv,-0.0990,0.0683,-0.0013,NA,FALSE
ICO,2,0.8655083417839365,-173.2675135760777,prs_v_res_reg_only_RE.csv,-0.0351,NA,-0.0149,NA,FALSE
ICO,2,0.9909463911029144,-110.97666881102987,prs_v_res_soc_only_RE.csv,0.0578,NA,NA,-0.1352,FALSE
ICO,2,0.9989008438764807,-175.80679391341178,prs_v_res_ecol_only_RE.csv,-0.1020,0.0714,NA,NA,TRUE
ICO,3,0.0030731778507213352,-75.59234748148505,prs_v_res_all_RE.csv,1.0894,-1.1446,0.2981,-0.3234,FALSE
ICO,3,0.2094333542043213,-74.37941728451995,prs_v_res_reg_soc_RE.csv,0.0258,NA,0.2812,-0.2348,FALSE
ICO,3,0.21621117981208143,-77.17551467761751,prs_v_res_soc_ecol_RE.csv,1.1363,-1.0947,NA,-0.3292,FALSE
ICO,3,0.4482901340426249,-123.71443634643543,prs_v_res_reg_ecol_RE.csv,-0.2774,0.2263,0.0633,NA,FALSE
ICO,3,0.8502105734131571,-124.43781475517773,prs_v_res_reg_only_RE.csv,-0.0614,NA,-0.0007,NA,FALSE
ICO,3,0.9910718334548801,-76.07665643008747,prs_v_res_soc_only_RE.csv,0.1189,NA,NA,-0.2503,FALSE
ICO,3,0.9988963283292764,-127.06758560235073,prs_v_res_ecol_only_RE.csv,-0.1291,0.0766,NA,NA,TRUE
ICO,4,0.010248604918448373,-61.69529035784889,prs_v_res_all_RE.csv,1.8592,-1.8033,0.0782,-0.5350,FALSE
ICO,4,0.1970365534644556,-63.77255081784223,prs_v_res_soc_ecol_RE.csv,1.8859,-1.8004,NA,-0.5444,FALSE
ICO,4,0.21206471175566063,-59.546003872971156,prs_v_res_reg_soc_RE.csv,0.1974,NA,0.0756,-0.4224,FALSE
ICO,4,0.4140490155137224,-101.1653431032829,prs_v_res_reg_ecol_RE.csv,-0.0195,-0.0706,-0.0277,NA,FALSE
ICO,4,0.8309811794737985,-101.2560179921992,prs_v_res_reg_only_RE.csv,-0.0805,NA,-0.0327,NA,FALSE
ICO,4,0.9904944176094225,-61.613524280547324,prs_v_res_soc_only_RE.csv,0.2267,NA,NA,-0.4329,FALSE
ICO,4,0.9988913997064449,-103.95258093343953,prs_v_res_ecol_only_RE.csv,-0.0850,-0.0042,NA,NA,TRUE
ICO,5,0.022770751456489803,-50.168721463929906,prs_v_res_all_RE.csv,3.0337,-2.5725,-0.6763,-0.9667°,FALSE
ICO,5,0.1838353608354363,-50.18164759667319,prs_v_res_soc_ecol_RE.csv,2.6286,-2.4722,NA,-0.7930,FALSE
ICO,5,0.297155041373633,-47.34802421318061,prs_v_res_reg_soc_RE.csv,0.6631,NA,-0.6600,-0.8135,FALSE
ICO,5,0.513505607922546,-81.73187265165875,prs_v_res_reg_ecol_RE.csv,1.1108,-1.2550,-0.5118,NA,FALSE
ICO,5,0.8494128825100289,-80.45210389245543,prs_v_res_reg_only_RE.csv,-0.0563,NA,-0.2623,NA,FALSE
ICO,5,0.9902678123172102,-47.371938708579876,prs_v_res_soc_only_RE.csv,0.3650,NA,NA,-0.6592,FALSE
