sgc,name,year,ohibc_pop,fn,rgn_id
5921803,Nanaimo River 4,1996,184,FALSE,6
5921804,Nanaimo Town 1,1996,183,FALSE,6
5921805,Nanoose,1996,190,FALSE,6
5921806,Qualicum,1996,68,FALSE,6
5923008,Port Alberni,1996,18782,FALSE,5
5923019,Ucluelet,1996,1658,FALSE,5
5923025,Tofino,1996,1170,FALSE,5
5923033,Alberni-Clayoquot B,1996,503,FALSE,5
5923033,Alberni-Clayoquot B,1996,8,FALSE,6
5923035,Alberni-Clayoquot D,1996,1921,FALSE,5
5923035,Alberni-Clayoquot D,1996,132,FALSE,6
5923037,Alberni-Clayoquot E,1996,3e3,FALSE,5
5923039,Alberni-Clayoquot F,1996,2015,FALSE,5
5923039,Alberni-Clayoquot F,1996,11,FALSE,6
5923047,Alberni-Clayoquot A,1996,387,FALSE,5
5923049,Alberni-Clayoquot C,1996,355,FALSE,5
5923049,Alberni-Clayoquot C,1996,0,FALSE,6
5923801,Ahahswinis 1,1996,101,FALSE,5
5923802,Alberni 2,1996,8,FALSE,5
5923803,Anacla 12,1996,91,FALSE,5
5923804,Clakamucus 2,1996,4,FALSE,5
5923805,Elhlateese 2,1996,27,FALSE,5
5923806,Hesquiat 1,1996,5,FALSE,5
5923807,Ittatsoo 1,1996,191,FALSE,5
5923808,Marktosis 15,1996,480,FALSE,5
5923809,Numukamis 1,1996,4,FALSE,5
5923810,Macoah 1,1996,13,FALSE,5
5923812,Openit 27,1996,0,FALSE,5
5923813,Opitsat 1,1996,151,FALSE,5
5923814,Sachsa 4,1996,7,FALSE,5
5923815,Stuart Bay 6,1996,0,FALSE,5
5923816,Tsahaheh 1,1996,403,FALSE,5
5923821,Keeshan 9,1996,0,FALSE,5
5923822,Klehkoot 2,1996,9,FALSE,5
5923823,Esowista 3,1996,125,FALSE,5
5923824,Refuge Cove 6,1996,91,FALSE,5
5925005,Comox,1996,11069,FALSE,6
5925010,Courtenay,1996,17404,FALSE,6
5925014,Cumberland,1996,2548,FALSE,6
5925018,Comox-Strathcona A,1996,253,FALSE,5
5925018,Comox-Strathcona A,1996,4698,FALSE,6
5925019,Comox-Strathcona K,1996,2037,FALSE,6
5925022,Comox-Strathcona B,1996,8074,FALSE,6
5925024,Comox-Strathcona C,1996,8,FALSE,5
5925024,Comox-Strathcona C,1996,8607,FALSE,6
5925025,Gold River,1996,2041,FALSE,5
5925029,Zeballos,1996,232,FALSE,5
5925030,Tahsis,1996,940,FALSE,5
5925034,Campbell River,1996,15830,FALSE,4
5925034,Campbell River,1996,13021,FALSE,6
5925039,Sayward,1996,440,FALSE,4
5925042,Comox-Strathcona D,1996,223,FALSE,4
5925042,Comox-Strathcona D,1996,23,FALSE,5
5925042,Comox-Strathcona D,1996,4329,FALSE,6
5925046,Comox-Strathcona H,1996,894,FALSE,4
5925046,Comox-Strathcona H,1996,0,FALSE,6
5925049,Comox-Strathcona G,1996,3,FALSE,4
5925049,Comox-Strathcona G,1996,201,FALSE,5
5925049,Comox-Strathcona G,1996,1,FALSE,6
5925052,Comox-Strathcona I,1996,885,FALSE,6
5925054,Comox-Strathcona J,1996,1713,FALSE,4
5925054,Comox-Strathcona J,1996,949,FALSE,6
5925801,Comox 1,1996,214,FALSE,6
5925803,Ahaminaquus 12,1996,134,FALSE,5
5925804,Campbell River 11,1996,239,FALSE,4
5925805,Chenahkint 12,1996,9,FALSE,5
5925806,Houpsitas 6,1996,166,FALSE,5
5925808,Nuchatl 2,1996,0,FALSE,5
5925809,Nuchatl 1,1996,0,FALSE,5
5925812,Quinsam 12,1996,184,FALSE,4
5925813,Village Island 1,1996,11,FALSE,5
5925814,Yuquot 1,1996,3,FALSE,5
5925815,Aupe 6,1996,0,FALSE,6
5925816,Aupe 6A,1996,0,FALSE,6
5925817,Cape Mudge 10,1996,189,FALSE,4
5925818,Squirrel Cove 8,1996,0,FALSE,6
5925819,Tatpo-oose 10,1996,0,FALSE,4
5925820,Tork 7,1996,67,FALSE,6
5925825,Matsayno 5,1996,0,FALSE,4
5925830,Saaiyouck 6,1996,0,FALSE,4
5925833,Oclucje 7,1996,18,FALSE,5
5925835,Tsa Xana 18,1996,0,FALSE,5
5927008,Powell River,1996,13131,FALSE,6
5927010,Powell River A,1996,1005,FALSE,6
5927012,Powell River B,1996,1379,FALSE,6
5927016,Powell River C,1996,2289,FALSE,6
5927018,Powell River D,1996,1155,FALSE,6
5927020,Powell River E,1996,379,FALSE,6
5927802,Sliammon 1,1996,565,FALSE,6
5927805,Harwood Island 2,1996,0,FALSE,6
5927806,Sechelt (Part),1996,33,TRUE,6
5929005,Gibsons,1996,3732,FALSE,6
5929011,Sechelt,1996,7343,FALSE,6
5929018,Sunshine Coast A,1996,2581,FALSE,6
5929022,Sunshine Coast B,1996,2316,FALSE,6
5929024,Sunshine Coast D,1996,2866,FALSE,6
5929026,Sunshine Coast E,1996,3367,FALSE,6
5929028,Sunshine Coast F,1996,1945,FALSE,6
5929801,Chekwelp 26,1996,28,FALSE,6
5929802,Chekwelp 26A,1996,0,FALSE,6
5929803,Sechelt (Part),1996,736,TRUE,6
5929804,Schaltuuch 27,1996,0,FALSE,6
5931006,Squamish,1996,13994,FALSE,6
5931012,Pemberton,1996,857,FALSE,6
5931017,Squamish-Lillooet C,1996,1442,FALSE,6
5931020,Whistler,1996,7172,FALSE,6
5931021,Squamish-Lillooet D,1996,644,FALSE,6
5931032,Squamish-Lillooet A,1996,1,FALSE,6
5931034,Squamish-Lillooet B,1996,0,FALSE,6
5931801,Cheakamus 11,1996,48,FALSE,6
5931802,Kowtain 17,1996,39,FALSE,6
5931806,Seaichem 16,1996,44,FALSE,6
5931807,Stawamus 24,1996,21,FALSE,6
5931808,Waiwakum 14,1996,100,FALSE,6
5931809,Yekwaupsum 18,1996,38,FALSE,6
5933037,Thompson-Nicola I,1996,0,FALSE,6
5941039,Cariboo J,1996,55,FALSE,3
5941039,Cariboo J,1996,188,FALSE,4
5941039,Cariboo J,1996,0,FALSE,6
5943008,Alert Bay,1996,612,FALSE,4
5943012,Port McNeill,1996,2925,FALSE,4
5943017,Port Alice,1996,1331,FALSE,4
5943023,Port Hardy,1996,5283,FALSE,4
5943027,Mount Waddington B,1996,202,FALSE,4
5943027,Mount Waddington B,1996,4,FALSE,5
5943031,Mount Waddington C,1996,912,FALSE,4
5943031,Mount Waddington C,1996,4,FALSE,5
5943033,Mount Waddington D,1996,509,FALSE,4
5943033,Mount Waddington D,1996,1,FALSE,5
5943037,Mount Waddington A,1996,11,FALSE,3
5943037,Mount Waddington A,1996,1041,FALSE,4
5943801,Alert Bay 1,1996,204,FALSE,4
5943802,Alert Bay 1A,1996,451,FALSE,4
5943804,Fort Rupert 1,1996,20,FALSE,4
5943805,Quattishe 1,1996,0,FALSE,4
5943806,Tsulquate 4,1996,387,FALSE,4
5943808,Gwayasdums 1,1996,28,FALSE,4
5943809,Hopetown 10A,1996,10,FALSE,4
5943810,Karlukwees 1,1996,0,FALSE,4
5943813,Quaee 7,1996,130,FALSE,4
5943815,Kippase 2,1996,287,FALSE,4
5943816,Quatsino Subdivision 18,1996,217,FALSE,4
5943817,Thomas Point 5,1996,32,FALSE,4
5943820,Apsagayu 1A,1996,0,FALSE,4
5943824,Compton Island 6,1996,0,FALSE,4
5943828,Mahmalillikullah 1,1996,0,FALSE,4
5943832,Glen-Gla-Ouch 5,1996,0,FALSE,4
5943836,Hope Island 1,1996,0,FALSE,4
5945006,Central Coast A,1996,226,FALSE,3
5945006,Central Coast A,1996,18,FALSE,4
5945010,Central Coast C,1996,717,FALSE,3
5945010,Central Coast C,1996,0,FALSE,4
5945012,Central Coast D,1996,439,FALSE,3
5945014,Central Coast E,1996,205,FALSE,3
5945801,Bella Bella 1,1996,1211,FALSE,3
5945802,Bella Coola 1,1996,873,FALSE,3
5945803,Katit 1,1996,66,FALSE,3
5947007,Port Edward,1996,700,FALSE,1
5947012,Prince Rupert,1996,16714,FALSE,1
5947016,Skeena-Queen Charlotte A,1996,113,FALSE,1
5947021,Skeena-Queen Charlotte C,1996,45,FALSE,1
5947023,Masset,1996,1293,FALSE,2
5947025,Skeena-Queen Charlotte F,1996,1222,FALSE,2
5947027,Skeena-Queen Charlotte D,1996,520,FALSE,2
5947030,Port Clements,1996,558,FALSE,2
5947032,Skeena-Queen Charlotte E,1996,618,FALSE,2
5947803,Masset 1,1996,692,FALSE,2
5947804,Skidegate 1,1996,695,FALSE,2
5947806,Kulkayu (Hartley Bay) 4,1996,155,FALSE,1
5947807,Dolphin Island 1,1996,451,FALSE,1
5947809,Lax Kw'alaams,1996,1019,FALSE,1
5949005,Kitimat,1996,11136,FALSE,1
5949011,Terrace,1996,12783,FALSE,1
5949013,Kitimat-Stikine C (Part 1),1996,2710,FALSE,1
5949018,Kitimat-Stikine E,1996,4722,FALSE,1
5949020,Kitimat-Stikine C (Part 2),1996,133,FALSE,1
5949020,Kitimat-Stikine C (Part 2),1996,49,FALSE,3
5949028,Kitimat-Stikine B,1996,80,FALSE,1
5949032,Stewart,1996,59,FALSE,1
5949035,Nisga'a,1996,38,TRUE,1
5949039,Kitimat-Stikine A,1996,25,FALSE,1
5949802,Kitasoo 1,1996,311,FALSE,3
5949803,Kitamaat 2,1996,558,FALSE,1
5949804,Kitsumkaylum 1,1996,248,FALSE,1
5949805,Kshish 4,1996,1,FALSE,1
5949807,Kulspai 6,1996,95,FALSE,1
5949831,Gitzault 24,1996,0,FALSE,1
5949842,Gingolx,1996,318,TRUE,1
5951031,Bulkley-Nechako E,1996,1,FALSE,1
5951031,Bulkley-Nechako E,1996,21,FALSE,3
5951051,Bulkley-Nechako A,1996,468,FALSE,1
5951053,Bulkley-Nechako G,1996,1,FALSE,1
5909014,Fraser Valley A,2001,1,FALSE,6
5909016,Fraser Valley B,2001,12,FALSE,6
5909020,Chilliwack,2001,62927,FALSE,6
5909027,Harrison Hot Springs,2001,1343,FALSE,6
5909032,Kent,2001,4905,FALSE,6
5909034,Fraser Valley D,2001,900,FALSE,6
5909036,Fraser Valley E,2001,3392,FALSE,6
5909048,Fraser Valley C,2001,714,FALSE,6
5909052,Abbotsford,2001,115463,FALSE,6
5909056,Mission,2001,31272,FALSE,6
5909060,Fraser Valley F,2001,1237,FALSE,6
5909062,Fraser Valley G,2001,1827,FALSE,6
5909064,Fraser Valley H,2001,387,FALSE,6
5909807,Ohamil 1,2001,64,FALSE,6
5909810,Lukseetsissum 9,2001,16,FALSE,6
5909821,Kwawkwawapilt 6,2001,360,FALSE,6
5909822,Skowkale 10,2001,267,FALSE,6
5909823,Skowkale 11,2001,186,FALSE,6
5909824,Skwah 4,2001,205,FALSE,6
5909825,Skwali 3,2001,5,FALSE,6
5909826,Skway 5,2001,84,FALSE,6
5909827,Soowahlie 14,2001,234,FALSE,6
5909828,Squiaala 7,2001,111,FALSE,6
5909829,Squiaala 8,2001,5,FALSE,6
5909830,Tzeachten 13,2001,683,FALSE,6
5909831,Yakweakwioose 12,2001,42,FALSE,6
5909832,Seabird Island,2001,535,FALSE,6
5909833,Scowlitz 1,2001,10,FALSE,6
5909834,Tseatah 2,2001,0,FALSE,6
5909835,Aitchelitch 9,2001,18,FALSE,6
5909837,Cheam 1,2001,212,FALSE,6
5909838,Schelowat 1,2001,5,FALSE,6
5909839,Chehalis 5,2001,460,FALSE,6
5909842,Douglas 8,2001,48,FALSE,6
5909843,Peters 1,2001,44,FALSE,6
5909844,Popkum 1,2001,0,FALSE,6
5909845,Skookumchuck 4,2001,66,FALSE,6
5909846,Franks 10,2001,0,FALSE,6
5909848,Tipella 7,2001,0,FALSE,6
5909849,Skwahla 2,2001,0,FALSE,6
5909852,Baptiste Smith 1A,2001,0,FALSE,6
5909855,Sachteen 2,2001,5,FALSE,6
5909860,Sachteen 2A,2001,5,FALSE,6
5909865,Samahquam 1,2001,0,FALSE,6
5909875,Baptiste Smith 1B,2001,53,FALSE,6
5909877,Upper Sumas 6,2001,175,FALSE,6
5909878,Matsqui Main 2,2001,73,FALSE,6
5909879,Holachten 8,2001,322,FALSE,6
5909880,Lakahahmen 11,2001,242,FALSE,6
5909881,Skweahm 10,2001,259,FALSE,6
5909882,Squawkum Creek 3,2001,83,FALSE,6
5915001,Langley,2001,86896,FALSE,6
5915002,Langley,2001,23643,FALSE,6
5915004,Surrey,2001,347825,FALSE,6
5915007,White Rock,2001,18250,FALSE,6
5915011,Delta,2001,96949,FALSE,6
5915015,Richmond,2001,164345,FALSE,6
5915020,Greater Vancouver A,2001,8034,FALSE,6
5915022,Vancouver,2001,545671,FALSE,6
5915025,Burnaby,2001,193954,FALSE,6
5915029,New Westminster,2001,54656,FALSE,6
5915034,Coquitlam,2001,112890,FALSE,6
5915036,Belcarra,2001,682,FALSE,6
5915038,Anmore,2001,1344,FALSE,6
5915039,Port Coquitlam,2001,51257,FALSE,6
5915043,Port Moody,2001,23816,FALSE,6
5915046,North Vancouver,2001,82310,FALSE,6
5915051,North Vancouver,2001,44303,FALSE,6
5915055,West Vancouver,2001,41421,FALSE,6
5915062,Bowen Island,2001,2957,FALSE,6
5915065,Lions Bay,2001,1379,FALSE,6
5915070,Pitt Meadows,2001,14670,FALSE,6
5915075,Maple Ridge,2001,63169,FALSE,6
5915801,Semiahmoo,2001,131,FALSE,6
5915802,Tsawwassen,2001,474,FALSE,6
5915803,Musqueam 2,2001,1305,FALSE,6
5915804,Coquitlam 2,2001,5,FALSE,6
5915805,Coquitlam 1,2001,15,FALSE,6
5915806,Burrard Inlet 3,2001,1203,FALSE,6
5915807,Mission 1,2001,339,FALSE,6
5915808,Capilano 5,2001,2230,FALSE,6
5915809,Barnston Island 3,2001,46,FALSE,6
5915810,Musqueam 4,2001,5,FALSE,6
5915811,Seymour Creek 2,2001,54,FALSE,6
5915813,Katzie 2,2001,31,FALSE,6
5915816,McMillan Island 6,2001,59,FALSE,6
5915825,Matsqui 4,2001,417,FALSE,6
5915830,Katzie 1,2001,224,FALSE,6
5915835,Langley 5,2001,0,FALSE,6
5915840,Whonnock 1,2001,5,FALSE,6
5917005,North Saanich,2001,10436,FALSE,6
5917010,Sidney,2001,10929,FALSE,6
5917015,Central Saanich,2001,1263,FALSE,5
5917015,Central Saanich,2001,14085,FALSE,6
5917021,Saanich,2001,89402,FALSE,5
5917021,Saanich,2001,14252,FALSE,6
5917027,Capital F,2001,9279,FALSE,6
5917029,Capital G,2001,19,FALSE,5
5917029,Capital G,2001,4288,FALSE,6
5917030,Oak Bay,2001,17798,FALSE,5
5917034,Victoria,2001,74125,FALSE,5
5917040,Esquimalt,2001,16127,FALSE,5
5917041,Colwood,2001,13745,FALSE,5
5917042,Metchosin,2001,4857,FALSE,5
5917044,Langford,2001,13575,FALSE,5
5917044,Langford,2001,5265,FALSE,6
5917047,View Royal,2001,7239,FALSE,5
5917047,View Royal,2001,32,FALSE,6
5917049,Highlands,2001,110,FALSE,5
5917049,Highlands,2001,1564,FALSE,6
5917052,Sooke,2001,8735,FALSE,5
5917054,Capital H (Part 1),2001,2786,FALSE,5
5917054,Capital H (Part 1),2001,1015,FALSE,6
5917056,Capital H (Part 2),2001,156,FALSE,5
5917056,Capital H (Part 2),2001,5,FALSE,6
5917801,Cole Bay 3,2001,257,FALSE,6
5917802,Union Bay 4,2001,100,FALSE,6
5917803,East Saanich 2,2001,1429,FALSE,6
5917804,South Saanich 1,2001,586,FALSE,6
5917805,Galiano Island 9,2001,0,FALSE,6
5917806,Mayne Island 6,2001,0,FALSE,6
5917809,Becher Bay 1,2001,159,FALSE,5
5917812,New Songhees 1A,2001,1874,FALSE,5
5917815,Gordon River 2,2001,105,FALSE,5
5917816,Pacheena 1,2001,0,FALSE,5
5917817,T'Sou-ke 1 (Sooke 1),2001,81,FALSE,5
5917818,T'Sou-ke 2 (Sooke 2),2001,76,FALSE,5
5919008,North Cowichan,2001,26148,FALSE,6
5919012,Duncan,2001,4699,FALSE,6
5919013,Cowichan Valley D,2001,2689,FALSE,6
5919015,Cowichan Valley G,2001,2358,FALSE,6
5919016,Lake Cowichan,2001,2827,FALSE,6
5919017,Cowichan Valley H,2001,2250,FALSE,6
5919021,Ladysmith,2001,6587,FALSE,6
5919033,Cowichan Valley F,2001,1126,FALSE,5
5919033,Cowichan Valley F,2001,637,FALSE,6
5919035,Cowichan Valley I,2001,358,FALSE,5
5919035,Cowichan Valley I,2001,791,FALSE,6
5919043,Cowichan Valley A,2001,3416,FALSE,6
5919046,Cowichan Valley B,2001,411,FALSE,5
5919046,Cowichan Valley B,2001,6670,FALSE,6
5919049,Cowichan Valley C,2001,4545,FALSE,6
5919051,Cowichan Valley E,2001,3805,FALSE,6
5919801,Halalt 2,2001,115,FALSE,6
5919802,Squaw-hay-one 11,2001,45,FALSE,6
5919803,Tsussie 6,2001,67,FALSE,6
5919804,Chemainus 13,2001,557,FALSE,6
5919805,Claoose 4,2001,0,FALSE,5
5919806,Cowichan 9,2001,15,FALSE,6
5919807,Cowichan 1,2001,1191,FALSE,6
5919808,Kil-pah-las 3,2001,10,FALSE,6
5919809,Kuper Island 7,2001,302,FALSE,6
5919810,Lyacksun 3,2001,0,FALSE,6
5919811,Shingle Point 4,2001,0,FALSE,6
5919812,Cowichan Lake,2001,10,FALSE,6
5919814,Malachan 11,2001,184,FALSE,5
5919815,Malahat 11,2001,98,FALSE,6
5919816,Oyster Bay 12,2001,58,FALSE,6
5919817,Portier Pass 5,2001,0,FALSE,6
5919818,Theik 2,2001,29,FALSE,6
5919819,Wyah 3,2001,0,FALSE,5
5921007,Nanaimo,2001,73e3,FALSE,6
5921010,Nanaimo A,2001,6423,FALSE,6
5921014,Nanaimo B,2001,3522,FALSE,6
5921016,Nanaimo C,2001,16,FALSE,5
5921016,Nanaimo C,2001,913,FALSE,6
5921018,Parksville,2001,10323,FALSE,6
5921020,Nanaimo D,2001,4656,FALSE,6
5921023,Qualicum Beach,2001,6921,FALSE,6
5921030,Nanaimo E,2001,4820,FALSE,6
5921032,Nanaimo F,2001,8,FALSE,5
5921032,Nanaimo F,2001,5538,FALSE,6
5921034,Nanaimo G,2001,7041,FALSE,6
5921036,Nanaimo H,2001,171,FALSE,5
5921036,Nanaimo H,2001,2937,FALSE,6
5921801,Nanaimo River 3,2001,33,FALSE,6
5921802,Nanaimo River 2,2001,20,FALSE,6
5921803,Nanaimo River 4,2001,158,FALSE,6
5921804,Nanaimo Town 1,2001,238,FALSE,6
5921805,Nanoose,2001,207,FALSE,6
5921806,Qualicum,2001,71,FALSE,6
5923008,Port Alberni,2001,17743,FALSE,5
5923019,Ucluelet,2001,1559,FALSE,5
5923025,Tofino,2001,1466,FALSE,5
5923033,Alberni-Clayoquot B,2001,494,FALSE,5
5923033,Alberni-Clayoquot B,2001,8,FALSE,6
5923035,Alberni-Clayoquot D,2001,1886,FALSE,5
5923035,Alberni-Clayoquot D,2001,130,FALSE,6
5923037,Alberni-Clayoquot E,2001,2779,FALSE,5
5923039,Alberni-Clayoquot F,2001,1886,FALSE,5
5923039,Alberni-Clayoquot F,2001,11,FALSE,6
5923047,Alberni-Clayoquot A,2001,285,FALSE,5
5923049,Alberni-Clayoquot C,2001,369,FALSE,5
5923049,Alberni-Clayoquot C,2001,0,FALSE,6
5923801,Ahahswinis 1,2001,117,FALSE,5
5923802,Alberni 2,2001,10,FALSE,5
5923803,Anacla 12,2001,84,FALSE,5
