iucn_sid,cat_ts,yr_ts
22694497,LC,NA
22694497,LC,NA
22694623,LC,2015
22694623,LC,NA
22694623,LC,NA
22694623,LC,NA
22694623,LC,NA
22694623,LC,NA
22694623,LC,NA
22694629,LC,2012
22694629,LC,NA
22694629,LC,NA
22694629,LC,NA
22694629,LC,NA
22694629,LC,NA
22694629,LC,NA
22694629,LC,NA
22694524,LC,2015
22694524,LC,2012
22694524,LC,NA
22694524,LC,NA
22694524,LC,NA
22694524,LC,NA
22694524,LC,NA
22694524,LC,NA
22694787,LC,2012
22694787,LC,NA
22694787,LC,NA
22694787,LC,NA
22694787,LC,NA
22694787,LC,NA
22694787,LC,NA
22694841,LC,2015
22694841,LC,NA
22694841,LC,NA
22694841,LC,NA
22694841,LC,NA
22694841,LC,NA
22694841,LC,NA
22694847,LC,2015
22694847,LC,NA
22694847,LC,NA
22694847,LC,NA
22694847,LC,NA
22694847,LC,NA
22694847,LC,NA
22694864,LC,2012
22694864,LC,NA
22694864,LC,NA
22694864,LC,NA
22694864,LC,NA
22694864,LC,NA
22694864,LC,NA
22694870,EN,2012
22694870,EN,NA
22694870,EN,NA
22694870,EN,NA
22694870,EN,NA
22694870,VU,NA
22694870,NE,NA
22694870,NE,NA
22694875,NT,2014
22694875,CR,2013
22694875,CR,2012
22694875,CR,NA
22694875,CR,NA
22694875,CR,NA
22694875,CR,NA
22694875,CR,NA
22694875,LC,NA
22694875,LC,NA
22694875,LC,NA
22694896,LC,2012
22694896,LC,NA
22694896,LC,NA
22694896,LC,NA
22694896,LC,NA
22694896,LC,NA
22694896,LC,NA
22694903,NT,2015
22694903,LC,2012
22694903,LC,NA
22694903,LC,NA
22694903,LC,NA
22694903,LC,NA
22694903,LC,NA
22694903,LC,NA
22694924,LC,2012
22694924,LC,NA
22694924,LC,NA
22694924,LC,NA
22694924,LC,NA
22694924,LC,NA
22694924,LC,NA
22694934,LC,2012
22694934,LC,NA
22694934,LC,NA
22694934,LC,NA
22694934,LC,NA
22694934,LC,NA
22694934,LC,NA
11145,LC,2012
11145,LC,NA
11145,LC,1996
11145,DD,1994
12125,LC,2012
12125,LC,NA
12125,LC,1996
12125,DD,1994
9461,LC,2012
9461,LC,NA
9461,DD,1996
9461,DD,1994
17032,LC,2012
17032,LC,NA
17032,LR/CD,1996
17032,DD,1994
2478,EN,2013
2478,EN,NA
2478,EN,1996
2478,VU,1994
2478,VU,1990
2478,VU,1988
2478,VU,1986
2478,T,1965
41666,LC,2015
41666,LC,NA
41666,LC,1996
41666,CR,1965
8239,NT,2012
8239,EN,NA
8239,EN,1996
8239,VU,1994
3590,VU,2015
3590,VU,NA
3590,VU,1996
13581,LC,2015
13581,LC,NA
13581,LC,1996
22694931,LC,2012
22694931,LC,NA
22694931,LC,NA
22694931,LC,NA
22694931,LC,NA
22694931,LC,NA
22694931,LC,NA
12302,LC,2015
12302,LC,NA
12302,LC,2004
12302,LC,2000
12302,LC,2000
22679859,LC,2012
22679859,LC,NA
22679859,LC,NA
22679859,LC,NA
22679859,LC,NA
22679859,NT,NA
22679859,LC,NA
22679881,LC,2015
22679881,LC,2012
22679881,LC,NA
22679881,LC,NA
22679881,LC,NA
22679881,LC,NA
22679881,LC,NA
22679881,LC,NA
22679896,LC,2015
22679896,LC,NA
22679896,LC,NA
22679896,LC,NA
22679896,LC,NA
22679896,LC,NA
22679896,LC,NA
22679946,LC,2015
22679946,LC,NA
22679946,LC,NA
22679946,LC,NA
22679946,LC,NA
22679946,LC,NA
22679946,LC,NA
22680157,LC,2012
22680157,LC,NA
22680157,LC,NA
22680157,LC,NA
22680157,LC,NA
22680157,LC,NA
22680157,LC,NA
22680163,LC,2012
22680163,LC,NA
22680163,LC,NA
22680163,LC,NA
22680163,LC,NA
22680163,LC,NA
22680163,LC,NA
22680229,LC,2012
22680229,LC,NA
22680229,LC,NA
22680229,LC,NA
22680229,LC,NA
22680229,LC,NA
22680229,LC,NA
22680247,LC,2012
22680247,LC,NA
22680247,LC,NA
22680247,LC,NA
22680247,LC,NA
22680247,LC,NA
22680247,LC,NA
22680301,LC,2013
22680301,LC,2012
22680301,LC,NA
22680301,LC,NA
22680301,LC,NA
22680301,LC,NA
22680301,LC,NA
22680301,LC,NA
22680364,LC,2012
22680364,LC,NA
22680364,LC,NA
22680364,LC,NA
22680364,LC,NA
22680364,LC,NA
22680364,LC,NA
22680367,LC,2012
22680367,LC,NA
22680367,LC,NA
22680367,LC,NA
22680367,LC,NA
22680367,LC,NA
22680367,LC,NA
22680391,LC,2015
22680391,LC,2012
22680391,LC,NA
22680391,LC,NA
22680391,LC,NA
22680391,LC,NA
22680391,LC,NA
22680391,LC,NA
22680398,LC,2012
22680398,LC,NA
22680398,LC,NA
22680398,LC,NA
22680398,LC,NA
22680398,LC,NA
22680398,LC,NA
22680402,LC,2012
22680402,LC,NA
22680402,LC,NA
22680402,LC,NA
22680402,LC,NA
22680402,LC,NA
22680402,LC,NA
22680472,LC,2012
22680472,LC,NA
22680472,LC,NA
22680472,LC,NA
22680472,LC,NA
22680472,LC,NA
22680472,LC,NA
22680492,LC,2012
22680492,LC,NA
22680492,LC,NA
22680492,LC,NA
22680492,LC,NA
22680492,LC,NA
22680492,LC,NA
22689714,LC,2012
22689714,LC,NA
22689714,LC,NA
22689714,LC,NA
22689714,LC,NA
22689714,LC,NA
22689714,LC,NA
22693162,LC,2012
22693162,LC,NA
22693162,LC,NA
22693162,LC,NA
22693162,LC,NA
22693162,LC,NA
22693162,LC,NA
22693178,LC,2012
22693178,LC,NA
22693178,LC,NA
22693178,LC,NA
22693178,LC,NA
22693178,LC,NA
22693178,LC,NA
22693195,LC,2012
22693195,LC,NA
22693195,LC,NA
22693195,NT,NA
22693195,NT,NA
22693195,NT,NA
22693195,LC,NA
22693195,LC,NA
22693207,LC,2015
22693207,LC,2012
22693207,LC,NA
22693207,LC,NA
22693207,LC,NA
22693207,LC,NA
22693207,LC,NA
22693207,LC,NA
22693231,LC,2012
22693231,LC,NA
22693231,LC,NA
22693231,LC,NA
22693231,LC,NA
22693231,LC,NA
22693231,LC,NA
22693235,LC,2014
22693235,LC,2012
22693235,LC,NA
22693235,LC,NA
22693235,LC,NA
22693235,LC,NA
22693235,LC,NA
22693235,LC,NA
22693277,LC,2012
22693277,LC,NA
22693277,LC,NA
22693277,LC,NA
22693277,LC,NA
22693277,LC,NA
22693277,LC,NA
22693305,LC,2012
22693305,LC,NA
22693305,LC,NA
22693305,LC,NA
22693305,LC,NA
22693305,LC,NA
22693305,LC,NA
22693319,LC,2012
22693319,LC,NA
22693319,LC,NA
22693319,LC,NA
22693319,LC,NA
22693319,LC,NA
22693319,LC,NA
22693341,LC,2012
22693341,LC,NA
22693341,LC,NA
22693341,LC,NA
22693341,LC,NA
22693341,LC,NA
22693341,LC,NA
22693344,LC,2012
22693344,LC,NA
22693344,LC,NA
22693344,LC,NA
22693344,LC,NA
22693344,LC,NA
22693344,LC,NA
22693348,LC,2012
22693348,LC,NA
22693348,LC,NA
22693348,LC,NA
22693348,LC,NA
22693348,LC,NA
22693348,LC,NA
22693356,LC,2012
22693356,LC,NA
22693356,LC,NA
22693356,LC,NA
22693356,LC,NA
22693356,LC,NA
22693356,LC,NA
22693363,NT,2015
22693363,LC,2012
22693363,LC,NA
22693363,LC,NA
22693363,LC,NA
22693363,LC,NA
22693363,LC,NA
22693363,LC,NA
22693369,LC,2012
22693369,LC,NA
22693369,LC,NA
22693369,LC,NA
22693369,LC,NA
22693369,LC,NA
22693369,LC,NA
22693373,NT,2012
22693373,LC,NA
22693373,LC,NA
22693373,LC,NA
22693373,LC,NA
22693373,LC,NA
22693373,LC,NA
22693376,LC,2012
22693376,LC,NA
22693376,LC,NA
22693376,LC,NA
22693376,LC,NA
22693376,LC,NA
22693376,LC,NA
22693396,LC,2015
22693396,LC,2012
22693396,LC,NA
22693396,LC,NA
22693396,LC,NA
22693396,LC,NA
22693396,LC,NA
22693396,LC,NA
22693424,LC,2015
22693424,LC,NA
22693424,LC,NA
22693424,LC,NA
22693424,LC,NA
22693424,LC,NA
22693424,LC,NA
22693427,LC,2012
22693427,LC,NA
22693427,LC,NA
22693427,LC,NA
22693427,LC,NA
22693427,LC,NA
22693427,LC,NA
22693431,NT,2015
22693431,LC,2012
22693431,LC,NA
22693431,LC,NA
22693431,LC,NA
22693431,LC,NA
22693431,LC,NA
22693431,LC,NA
22693468,LC,2015
22693468,LC,2012
22693468,LC,NA
22693468,LC,NA
22693468,LC,NA
22693468,LC,NA
22693468,LC,NA
22693468,LC,NA
22693735,LC,2012
22693735,LC,NA
22693735,LC,NA
22693735,LC,NA
22693735,LC,NA
22693735,LC,NA
22693735,LC,NA
22693740,LC,2012
22693740,LC,NA
22693740,LC,NA
22693740,LC,NA
22693740,LC,NA
22693740,LC,NA
22693740,LC,NA
22693749,LC,2012
22693749,LC,NA
22693749,LC,NA
22693749,LC,NA
22693749,LC,NA
22693749,LC,NA
22693749,LC,NA
22693749,LC,NA
22693764,LC,2012
22693764,LC,NA
22693764,LC,NA
22693764,LC,NA
22693764,LC,NA
22693764,LC,NA
22693764,LC,NA
22693777,LC,2012
22693777,LC,NA
22693777,LC,NA
22693777,LC,NA
22693777,LC,NA
22693777,LC,NA
22693777,LC,NA
22694906,LC,2012
22694906,LC,NA
22694906,LC,NA
22694906,LC,NA
22694906,LC,NA
22694906,LC,NA
22694906,LC,NA
22694938,LC,2015
22694938,LC,2013
22694938,LC,2012
22694938,LC,NA
22694938,LC,NA
22694938,LC,NA
22694938,LC,NA
22694938,LC,NA
22694938,LC,NA
22695144,LC,2012
22695144,LC,NA
22695144,LC,NA
22695144,LC,NA
22695144,LC,NA
22695144,LC,NA
22695144,LC,NA
22696453,LC,2015
22696453,LC,2012
22696453,LC,NA
22696453,LC,NA
22696453,LC,NA
22696453,LC,NA
22696453,LC,NA
22696453,LC,NA
22696610,LC,2015
22696610,LC,NA
22696610,LC,NA
22696610,LC,NA
22696610,LC,NA
22696610,LC,NA
22696610,LC,NA
22696974,LC,2012
22696974,LC,NA
22696974,LC,NA
22696974,LC,NA
22696974,LC,NA
22696974,LC,NA
22696974,LC,NA
22696998,LC,2012
22696998,LC,NA
22696998,LC,NA
22696998,LC,NA
22696998,LC,NA
22696998,LC,NA
22696998,LC,NA
22697829,LC,2012
22697829,LC,NA
22697829,LC,NA
22697829,LC,NA
22697829,LC,NA
22697829,LC,NA
22697829,LC,NA
22697839,LC,2012
22697839,LC,NA
22697839,LC,NA
22697839,LC,NA
22697839,LC,NA
22697839,LC,NA
22697839,LC,NA
22697842,LC,2012
22697842,LC,NA
22697842,LC,NA
22697842,LC,NA
22697842,LC,NA
22697842,LC,NA
22697842,LC,NA
22697847,NT,2015
22697847,NT,2012
22697847,NT,NA
22697847,LC,NA
22697847,LC,NA
22697847,LC,NA
22697847,LC,NA
22697847,LC,NA
22697847,LC,NA
22697963,NT,2014
22697963,NT,2012
22697963,NT,NA
22697963,NT,NA
22697963,NT,NA
22697963,NT,NA
22697963,LC,NA
22697963,LC,NA
22698039,NT,2012
22698039,NT,NA
22698039,NT,NA
22698039,NT,NA
22698039,NT,NA
22698039,LC,NA
22698039,NT,NA
22698182,VU,2012
22698182,VU,NA
22698182,VU,NA
22698182,VU,NA
22698182,VU,NA
22698182,VU,NA
22698182,NT,NA
22698182,LC,NA
22698188,LC,2012
22698188,LC,NA
22698188,LC,NA
22698188,LC,NA
22698188,LC,NA
22698188,LC,NA
22698188,LC,NA
22698195,VU,2012
22698195,VU,NA
22698195,VU,NA
22698195,VU,NA
22698195,VU,NA
22698195,VU,NA
22698195,VU,NA
22698195,VU,NA
22698195,VU,NA
22698195,T,NA
22698209,NT,2015
22698209,NT,NA
22698209,NT,NA
22698209,NT,NA
22698209,LC,NA
22698209,LC,NA
22698209,LC,NA
22698216,LC,2012
22698216,LC,NA
22698216,LC,NA
22698216,LC,NA
22698216,LC,NA
22698216,LC,NA
22698216,LC,NA
22698335,VU,2015
22698335,VU,2012
22698335,VU,NA
22698335,VU,NA
22698335,VU,NA
22698335,VU,NA
22698335,VU,NA
22698335,VU,NA
22698335,VU,NA
22698335,EN,NA
22698335,T,NA
22698350,NT,2014
22698350,NT,2013
22698350,VU,2012
22698350,EN,NA
22698350,EN,NA
22698350,EN,NA
22698350,EN,NA
22698350,EN,NA
22698350,VU,NA
22698350,LC,NA
22698350,LC,NA
22698365,NT,2013
22698365,NT,2012
22698365,NT,NA
22698365,VU,NA
22698365,VU,NA
22698365,VU,NA
22698365,VU,NA
22698365,LC,NA
22698365,LC,NA
22698365,LC,NA
22698572,LC,2012
22698572,LC,NA
22698572,LC,NA
22698572,LC,NA
22698572,LC,NA
22698572,LC,NA
22698572,LC,NA
22705986,LC,2012
22705986,LC,NA
22705986,LC,NA
22705986,LC,NA
22705986,LC,NA
22705986,LC,NA
22705986,LC,NA
22710886,LC,2015
22710886,LC,2014
22710886,LC,2012
22710886,LC,NA
22710886,LC,NA
22710886,LC,NA
22710886,LC,NA
22710886,LC,NA
22710886,LC,NA
22711374,LC,2012
22711374,LC,NA
22711374,LC,NA
22711374,LC,NA
22711374,LC,NA
22711374,LC,NA
22711374,LC,NA
22712077,LC,2012
22712077,LC,NA
22712077,LC,NA
22712077,LC,NA
22712077,LC,NA
22712077,LC,NA
22712077,LC,NA
22717415,LC,2012
22717415,LC,NA
22717415,LC,NA
22717415,LC,NA
22717415,LC,NA
22717415,LC,NA
22717415,LC,NA
22717434,LC,2012
22717434,LC,NA
22717434,LC,NA
22717434,LC,NA
22717434,LC,NA
22717434,LC,NA
22717434,LC,NA
22718575,LC,2013
22718575,LC,2012
22718575,LC,NA
22718575,LC,NA
22718575,LC,NA
22718575,LC,NA
22718575,LC,NA
22718575,LC,NA
22721033,LC,2012
22721033,LC,NA
22721033,LC,NA
22721033,LC,NA
22721033,LC,NA
22721033,LC,NA
22721033,LC,NA
22721043,LC,2012
22721043,LC,NA
22721043,LC,NA
22721043,LC,NA
22721043,LC,NA
22721043,LC,NA
22721043,LC,NA
22721058,LC,2012
22721058,LC,NA
22721058,LC,NA
22721058,LC,NA
22721058,LC,NA
22721058,LC,NA
22721058,LC,NA
22721836,LC,2012
22721836,LC,NA
22721836,LC,NA
22721836,LC,NA
22721836,LC,NA
22721836,LC,NA
22721836,LC,NA
22724332,LC,2012
22724332,LC,NA
22724332,LC,NA
22724332,LC,NA
22724332,LC,NA
22724332,LC,NA
22724332,LC,NA
22728995,LC,2015
22728995,LC,NA
22728995,LC,NA
22728995,LC,NA
22728995,LC,NA
22728995,NE,NA
22728995,NE,NA
22735128,LC,2012
22735128,LC,NA
22735128,LC,NA
22735128,NE,NA
22735128,NE,NA
22735128,NE,NA
22735128,NE,NA
