year,rgn_id,prod,n_sources,score,sources,values
2012,5.0,0.10342120090270372,3,0.46939291000347017,"nutr_score, chem_score, trash_score","0.9739, 0.4848, 0.2191"
2012,6.0,0.049856363350242953,3,0.3680500368867259,"nutr_score, chem_score, trash_score","0.9469, 0.2318, 0.2272"
2012,7.0,0.30507837716969044,1,0.30507837716969044,trash_score,0.3051
2012,8.0,0.11632136845151006,3,0.48814985830750385,"nutr_score, chem_score, trash_score","0.9978, 0.7468, 0.1561"
2013,1.0,0.1570760990650467,3,0.5395562186861471,"nutr_score, chem_score, trash_score","0.9825, 0.6823, 0.2343"
2013,2.0,0.180073226427597,3,0.5646981721779681,"nutr_score, chem_score, trash_score","0.9967, 0.7965, 0.2268"
2013,3.0,0.11339794089101257,3,0.48402566413758,"nutr_score, chem_score, trash_score","0.9879, 0.6993, 0.1641"
2013,4.0,0.15850979308453209,3,0.5411928285170746,"nutr_score, chem_score, trash_score","0.9849, 0.6259, 0.2571"
2013,5.0,0.10285794777386385,3,0.46853922156200567,"nutr_score, chem_score, trash_score","0.9678, 0.4852, 0.2191"
2013,6.0,0.04981211322772811,3,0.36794111678901714,"nutr_score, chem_score, trash_score","0.9352, 0.2345, 0.2272"
2013,7.0,0.30507837716969044,1,0.30507837716969044,trash_score,0.3051
2013,8.0,0.11627875077678065,3,0.4880902351176974,"nutr_score, chem_score, trash_score","0.9974, 0.7469, 0.1561"
