loiczid,mean_cat_score,mean_pop_trend_score,n_cat_species,n_trend_species,source,year
51928,0.0223684210526316,-0.1,152,20,aquamaps,1991
51929,0.0225165562913907,-0.1,151,20,aquamaps,1991
51930,0.0225806451612903,-0.111111111111111,124,18,aquamaps,1991
51931,0.0235294117647059,-0.138888888888889,119,18,aquamaps,1991
51932,0.0251968503937008,-0.131578947368421,127,19,aquamaps,1991
51933,0.0263473053892216,-0.111111111111111,167,27,aquamaps,1991
51934,0.0551414768806073,-0.107142857142857,207,42,aquamaps,1991
51935,0.0824463118580766,-0.121621621621622,153,37,aquamaps,1991
51936,0.101599147121535,-0.118421052631579,134,38,aquamaps,1991
51937,0.0911513859275053,-0.108108108108108,134,37,aquamaps,1991
51938,0.100944510035419,-0.111111111111111,121,36,aquamaps,1991
51939,0.0885093167701863,-0.108108108108108,138,37,aquamaps,1991
51940,0.0788018433179724,-0.102564102564103,155,39,aquamaps,1991
51941,0.103236607142857,-0.111111111111111,128,36,aquamaps,1991
51942,0.0755912961210974,-0.0810810810810811,151,37,aquamaps,1991
51943,0.0813824884792627,-0.1125,155,40,aquamaps,1991
52643,0.0205128205128205,-0.125,117,16,aquamaps,1991
52644,0.0205128205128205,-0.125,117,16,aquamaps,1991
52645,0.0208695652173913,-0.125,115,16,aquamaps,1991
52646,0.0210526315789474,-0.125,114,16,aquamaps,1991
52647,0.0203389830508475,-0.117647058823529,118,17,aquamaps,1991
52648,0.0232876712328767,-0.105263157894737,146,19,aquamaps,1991
52649,0.0324175824175824,-0.1,182,30,aquamaps,1991
52650,0.0232876712328767,-0.105263157894737,146,19,aquamaps,1991
52651,0.0279411764705882,-0.131578947368421,136,19,aquamaps,1991
52652,0.0267605633802817,-0.131578947368421,142,19,aquamaps,1991
52653,0.0244274809160305,-0.131578947368421,131,19,aquamaps,1991
52654,0.0329608938547486,-0.1,179,30,aquamaps,1991
52655,0.0551414768806073,-0.107142857142857,207,42,aquamaps,1991
52656,0.0703896103896104,-0.1125,165,40,aquamaps,1991
52657,0.0747739602169982,-0.1,158,40,aquamaps,1991
52658,0.0908791208791209,-0.111111111111111,130,36,aquamaps,1991
52659,0.076221198156682,-0.102564102564103,155,39,aquamaps,1991
52660,0.0782967032967033,-0.102564102564103,156,39,aquamaps,1991
52661,0.0756073858114674,-0.102564102564103,147,39,aquamaps,1991
52662,0.0803571428571429,-0.102564102564103,152,39,aquamaps,1991
52663,0.137181996086106,-0.12,73,25,aquamaps,1991
52664,0.146551724137931,-0.142857142857143,58,21,aquamaps,1991
53363,0.0205128205128205,-0.125,117,16,aquamaps,1991
53364,0.0203389830508475,-0.125,118,16,aquamaps,1991
53365,0.0195121951219512,-0.117647058823529,123,17,aquamaps,1991
53366,0.019672131147541,-0.117647058823529,122,17,aquamaps,1991
53367,0.0201680672268908,-0.117647058823529,119,17,aquamaps,1991
53368,0.0203389830508475,-0.117647058823529,118,17,aquamaps,1991
53369,0.0233333333333333,-0.138888888888889,120,18,aquamaps,1991
53370,0.0229508196721311,-0.138888888888889,122,18,aquamaps,1991
53371,0.0231404958677686,-0.138888888888889,121,18,aquamaps,1991
53372,0.0231404958677686,-0.138888888888889,121,18,aquamaps,1991
53373,0.025,-0.131578947368421,128,19,aquamaps,1991
53374,0.0253968253968254,-0.131578947368421,126,19,aquamaps,1991
53375,0.0283783783783784,-0.125,148,20,aquamaps,1991
53376,0.0521200260926288,-0.0975609756097561,219,41,aquamaps,1991
53377,0.065668202764977,-0.107142857142857,186,42,aquamaps,1991
53378,0.0763392857142857,-0.1125,160,40,aquamaps,1991
53379,0.0872448979591837,-0.118421052631579,140,38,aquamaps,1991
53380,0.0623280423280423,-0.125,135,36,aquamaps,1991
53381,0.0764502164502164,-0.109756097560976,165,41,aquamaps,1991
53382,0.0829887218045113,-0.1125,152,40,aquamaps,1991
53383,0.103138528138528,-0.121621621621622,132,37,aquamaps,1991
53384,0.0932485322896282,-0.118421052631579,146,38,aquamaps,1991
53386,0.143859649122807,-0.142857142857143,57,21,aquamaps,1991
54084,0.0206896551724138,-0.125,116,16,aquamaps,1991
54085,0.0201680672268908,-0.117647058823529,119,17,aquamaps,1991
54086,0.02,-0.117647058823529,120,17,aquamaps,1991
54087,0.0205128205128205,-0.117647058823529,117,17,aquamaps,1991
54088,0.02,-0.117647058823529,120,17,aquamaps,1991
54089,0.023728813559322,-0.138888888888889,118,18,aquamaps,1991
54090,0.0235294117647059,-0.138888888888889,119,18,aquamaps,1991
54091,0.0233333333333333,-0.138888888888889,120,18,aquamaps,1991
54092,0.025,-0.119047619047619,152,21,aquamaps,1991
54093,0.0258503401360544,-0.125,147,20,aquamaps,1991
54094,0.025,-0.131578947368421,128,19,aquamaps,1991
54095,0.026890756302521,-0.138888888888889,119,18,aquamaps,1991
54096,0.0270676691729323,-0.131578947368421,133,19,aquamaps,1991
54097,0.0530332681017613,-0.0952380952380952,219,42,aquamaps,1991
