sciname,iucn_sid,presence,subpop,loiczid,prop_area
Branta canadensis,22679935,1,"NA",52667.0,0.9
Branta canadensis,22679935,1,"NA",52668.0,0.14
Branta canadensis,22679935,1,"NA",53376.0,0.26
Branta canadensis,22679935,1,"NA",53377.0,0.64
Branta canadensis,22679935,1,"NA",53378.0,0.04
Branta canadensis,22679935,1,"NA",53381.0,0.02
Branta canadensis,22679935,1,"NA",53382.0,0.34
Branta canadensis,22679935,1,"NA",53383.0,0.76
Branta canadensis,22679935,1,"NA",53384.0,0.83
Branta canadensis,22679935,1,"NA",53385.0,1.0
Branta canadensis,22679935,1,"NA",53386.0,0.95
Branta canadensis,22679935,1,"NA",53387.0,0.98
Branta canadensis,22679935,1,"NA",53388.0,0.85
Branta canadensis,22679935,1,"NA",53389.0,0.16
Branta canadensis,22679935,1,"NA",54097.0,0.08
Branta canadensis,22679935,1,"NA",54098.0,0.34
Branta canadensis,22679935,1,"NA",54099.0,0.01
Branta canadensis,22679935,1,"NA",54103.0,0.13
Branta canadensis,22679935,1,"NA",54104.0,0.51
Branta canadensis,22679935,1,"NA",54105.0,0.81
Branta canadensis,22679935,1,"NA",54106.0,0.87
Branta canadensis,22679935,1,"NA",54107.0,0.9
Branta canadensis,22679935,1,"NA",54108.0,0.99
Branta canadensis,22679935,1,"NA",54109.0,0.98
Branta canadensis,22679935,1,"NA",54111.0,0.03
Branta canadensis,22679935,1,"NA",54116.0,0.06
Branta canadensis,22679935,1,"NA",54818.0,0.02
Branta canadensis,22679935,1,"NA",54824.0,0.22
Branta canadensis,22679935,1,"NA",54825.0,0.69
Branta canadensis,22679935,1,"NA",54826.0,0.94
Branta canadensis,22679935,1,"NA",54827.0,0.92
Branta canadensis,22679935,1,"NA",54828.0,1.0
Branta canadensis,22679935,1,"NA",54829.0,1.0
Branta canadensis,22679935,1,"NA",54830.0,1.0
Branta canadensis,22679935,1,"NA",54831.0,0.88
Branta canadensis,22679935,1,"NA",54832.0,0.35
Branta canadensis,22679935,1,"NA",54836.0,0.04
Branta canadensis,22679935,1,"NA",55544.0,0.02
Branta canadensis,22679935,1,"NA",55545.0,0.32
Branta canadensis,22679935,1,"NA",55546.0,0.88
Branta canadensis,22679935,1,"NA",55547.0,0.92
Branta canadensis,22679935,1,"NA",55548.0,1.0
Branta canadensis,22679935,1,"NA",55549.0,0.98
Branta canadensis,22679935,1,"NA",55550.0,1.0
Branta canadensis,22679935,1,"NA",55551.0,0.99
Branta canadensis,22679935,1,"NA",55552.0,1.0
Branta canadensis,22679935,1,"NA",55553.0,0.86
Branta canadensis,22679935,1,"NA",55554.0,0.58
Branta canadensis,22679935,1,"NA",55555.0,0.31
Branta canadensis,22679935,1,"NA",56263.0,0.01
Branta canadensis,22679935,1,"NA",56264.0,0.42
Branta canadensis,22679935,1,"NA",56265.0,0.67
Branta canadensis,22679935,1,"NA",56266.0,0.5
Branta canadensis,22679935,1,"NA",56267.0,0.55
Branta canadensis,22679935,1,"NA",56268.0,0.77
Branta canadensis,22679935,1,"NA",56269.0,0.85
Branta canadensis,22679935,1,"NA",56270.0,0.98
Branta canadensis,22679935,1,"NA",56271.0,0.88
Branta canadensis,22679935,1,"NA",56272.0,1.0
Branta canadensis,22679935,1,"NA",56273.0,1.0
Branta canadensis,22679935,1,"NA",56274.0,1.0
Branta canadensis,22679935,1,"NA",56275.0,1.0
Branta canadensis,22679935,1,"NA",56276.0,0.68
Branta canadensis,22679935,1,"NA",56984.0,0.01
Branta canadensis,22679935,1,"NA",56985.0,0.57
Branta canadensis,22679935,1,"NA",56986.0,0.9
Branta canadensis,22679935,1,"NA",56987.0,1.0
Branta canadensis,22679935,1,"NA",56988.0,0.94
Branta canadensis,22679935,1,"NA",56989.0,0.91
Branta canadensis,22679935,1,"NA",56990.0,0.64
Branta canadensis,22679935,1,"NA",56991.0,0.8
Branta canadensis,22679935,1,"NA",56992.0,0.99
Branta canadensis,22679935,1,"NA",56993.0,0.96
Branta canadensis,22679935,1,"NA",56994.0,1.0
Branta canadensis,22679935,1,"NA",56995.0,1.0
Branta canadensis,22679935,1,"NA",56996.0,1.0
Branta canadensis,22679935,1,"NA",57706.0,0.12
Branta canadensis,22679935,1,"NA",57707.0,0.65
Branta canadensis,22679935,1,"NA",57708.0,0.95
Branta canadensis,22679935,1,"NA",57709.0,1.0
Branta canadensis,22679935,1,"NA",57710.0,0.89
Branta canadensis,22679935,1,"NA",57711.0,0.28
Branta canadensis,22679935,1,"NA",57712.0,0.59
Branta canadensis,22679935,1,"NA",57713.0,0.89
Branta canadensis,22679935,1,"NA",57714.0,0.91
Branta canadensis,22679935,1,"NA",57715.0,1.0
Branta canadensis,22679935,1,"NA",57716.0,0.99
Branta canadensis,22679935,1,"NA",58427.0,0.02
Branta canadensis,22679935,1,"NA",58428.0,0.29
Branta canadensis,22679935,1,"NA",58429.0,0.77
Branta canadensis,22679935,1,"NA",58430.0,0.99
Branta canadensis,22679935,1,"NA",58431.0,0.88
Branta canadensis,22679935,1,"NA",58432.0,0.66
Branta canadensis,22679935,1,"NA",58433.0,0.29
Branta canadensis,22679935,1,"NA",58434.0,0.42
Branta canadensis,22679935,1,"NA",58435.0,0.87
Branta canadensis,22679935,1,"NA",58436.0,0.95
Branta canadensis,22679935,1,"NA",59149.0,0.02
Branta canadensis,22679935,1,"NA",59150.0,0.18
Branta canadensis,22679935,1,"NA",59151.0,0.71
Branta canadensis,22679935,1,"NA",59152.0,0.98
Branta canadensis,22679935,1,"NA",59153.0,0.85
Branta canadensis,22679935,1,"NA",59154.0,0.34
Branta canadensis,22679935,1,"NA",59155.0,0.35
Branta canadensis,22679935,1,"NA",59156.0,0.98
Branta canadensis,22679935,1,"NA",59871.0,0.29
Branta canadensis,22679935,1,"NA",59872.0,0.56
Branta canadensis,22679935,1,"NA",59873.0,0.57
Branta canadensis,22679935,1,"NA",59874.0,0.31
Branta canadensis,22679935,1,"NA",59875.0,0.35
Branta canadensis,22679935,1,"NA",59876.0,0.83
Branta canadensis,22679935,1,"NA",60591.0,0.08
Branta canadensis,22679935,1,"NA",60592.0,0.88
Branta canadensis,22679935,1,"NA",60593.0,1.0
Branta canadensis,22679935,1,"NA",60594.0,0.99
Branta canadensis,22679935,1,"NA",60595.0,0.74
Branta canadensis,22679935,1,"NA",60596.0,0.75
Branta canadensis,22679935,1,"NA",61312.0,0.46
Branta canadensis,22679935,1,"NA",61313.0,1.0
Branta canadensis,22679935,1,"NA",61314.0,0.97
Branta canadensis,22679935,1,"NA",61315.0,0.75
Branta canadensis,22679935,1,"NA",61316.0,0.9
Branta canadensis,22679935,1,"NA",62032.0,0.09
Branta canadensis,22679935,1,"NA",62033.0,0.89
Branta canadensis,22679935,1,"NA",62034.0,0.98
Branta canadensis,22679935,1,"NA",62035.0,0.42
Branta canadensis,22679935,1,"NA",62036.0,0.09
Branta canadensis,22679935,1,"NA",62752.0,0.06
Branta canadensis,22679935,1,"NA",62753.0,0.8
Branta canadensis,22679935,1,"NA",62754.0,0.9
Branta canadensis,22679935,1,"NA",62755.0,0.09
