fn,year,rgn_id,rgn_median,median_income,category_pop
FALSE,2014,6,62151.022,62309.684,7961124.2
FALSE,2015,6,67418.40599999999,67591.562,5593269.6
FALSE,2016,6,72685.79,72873.44,3225415
TRUE,2001,6,22845.2,13055.52,20239
TRUE,2002,6,23086.994,13172.872000000001,23526.8
TRUE,2003,6,23328.788,13290.224,26814.6
TRUE,2004,6,23570.582,13407.576000000001,30102.4
TRUE,2005,6,23812.376,13524.928,33390.2
TRUE,2006,6,24054.17,13642.28,36678
TRUE,2007,6,28513.11,17072.228,51650.4
TRUE,2008,6,32972.05,20502.176,66622.8
TRUE,2009,6,37430.99,23932.124,81595.2
TRUE,2010,6,41889.93000000001,27362.072,96567.6
TRUE,2011,6,46348.87,30792.02,111540
TRUE,2012,6,51616.254,34781.684,94748
TRUE,2013,6,56883.638,38771.348,77956
TRUE,2014,6,62151.022,42761.011999999995,61164
TRUE,2015,6,67418.40599999999,46750.676,44372
TRUE,2016,6,72685.79,50740.34,27580
