rgn_id,cell_id,ohibc_wt,area_km2
4,56270,1,1950.92
4,56271,1,1950.92
4,56983,0.67,1971.63
4,56984,0.98989898989899,1971.63
4,56985,0.4888888888888889,1971.63
4,56988,1,1971.63
4,56989,1,1971.63
4,56990,0.8333333333333334,1971.63
4,57703,0.02,1992.18
4,57704,0.1,1992.18
8,52663,0.07142857142857142,1845.17
8,53381,0.12244897959183673,1866.61
8,53382,0.5,1866.61
8,53383,0.14285714285714285,1866.61
8,54100,0.06,1887.91
8,54101,0.66,1887.91
8,54102,0.44,1887.91
8,54103,0.05813953488372093,1887.91
7,51209,1,1801.87
7,51210,1,1801.87
7,51211,1,1801.87
7,51212,0.42857142857142855,1801.87
7,51924,1,1823.59
7,51925,1,1823.59
7,51926,1,1823.59
7,51927,1,1823.59
7,51928,1,1823.59
7,51929,1,1823.59
7,51930,1,1823.59
7,51931,1,1823.59
7,51932,0.94,1823.59
7,51933,0.21,1823.59
7,52643,1,1845.17
7,52644,1,1845.17
7,52645,1,1845.17
7,52646,1,1845.17
7,52647,1,1845.17
7,52648,1,1845.17
7,52649,1,1845.17
7,52650,1,1845.17
7,52651,1,1845.17
7,52652,1,1845.17
7,52653,0.8,1845.17
7,52654,0.19,1845.17
7,53363,1,1866.61
7,53364,1,1866.61
7,53365,1,1866.61
7,53366,1,1866.61
7,53367,1,1866.61
7,53368,1,1866.61
7,53369,1,1866.61
7,53370,1,1866.61
7,53371,1,1866.61
7,53372,1,1866.61
7,53373,1,1866.61
7,53374,0.96,1866.61
7,53375,0.37,1866.61
7,54084,1,1887.91
7,54085,1,1887.91
7,54086,1,1887.91
7,54087,1,1887.91
7,54088,1,1887.91
7,54089,1,1887.91
7,54090,1,1887.91
7,54091,1,1887.91
7,54092,1,1887.91
7,54093,1,1887.91
7,54094,1,1887.91
7,54095,1,1887.91
7,54096,0.76,1887.91
7,54097,0.0967741935483871,1887.91
7,54805,1,1909.06
7,54806,1,1909.06
7,54807,1,1909.06
7,54808,1,1909.06
7,54809,1,1909.06
7,54810,1,1909.06
7,54811,1,1909.06
7,54812,1,1909.06
7,54813,1,1909.06
7,54814,1,1909.06
7,54815,1,1909.06
7,54816,1,1909.06
7,54817,0.98,1909.06
7,54818,0.7448979591836735,1909.06
7,54819,0.13,1909.06
7,55526,1,1930.06
7,55527,1,1930.06
7,55528,1,1930.06
7,55529,1,1930.06
7,55530,1,1930.06
7,55531,1,1930.06
7,55532,1,1930.06
7,55533,1,1930.06
7,55534,1,1930.06
7,55535,1,1930.06
7,55536,1,1930.06
7,55537,1,1930.06
7,55538,1,1930.06
7,55539,0.91,1930.06
7,55540,0.21,1930.06
7,56247,1,1950.92
7,56248,1,1950.92
7,56249,1,1950.92
7,56250,1,1950.92
7,56251,1,1950.92
7,56252,1,1950.92
7,56253,1,1950.92
7,56254,1,1950.92
7,56255,1,1950.92
7,56256,1,1950.92
7,56257,1,1950.92
7,56258,1,1950.92
7,56259,1,1950.92
7,56260,1,1950.92
7,56261,0.73,1950.92
7,56262,0.26,1950.92
7,56263,0.020202020202020204,1950.92
7,56968,1,1971.63
7,56969,1,1971.63
7,56970,1,1971.63
7,56971,1,1971.63
7,56972,1,1971.63
7,56973,1,1971.63
7,56974,1,1971.63
7,56975,1,1971.63
7,56976,1,1971.63
7,56977,1,1971.63
7,56978,1,1971.63
7,56979,1,1971.63
7,56980,1,1971.63
7,56981,1,1971.63
7,56982,1,1971.63
7,56983,0.33,1971.63
7,57690,1,1992.18
7,57691,1,1992.18
7,57692,1,1992.18
7,57693,1,1992.18
7,57694,1,1992.18
7,57695,1,1992.18
7,57696,1,1992.18
7,57697,1,1992.18
7,57698,1,1992.18
7,57699,1,1992.18
7,57700,1,1992.18
7,57701,1,1992.18
7,57702,1,1992.18
7,57703,0.98,1992.18
7,57704,0.65,1992.18
7,57705,0.01,1992.18
7,58411,1,2012.58
7,58412,1,2012.58
7,58413,1,2012.58
7,58414,1,2012.58
7,58415,1,2012.58
7,58416,1,2012.58
7,58417,1,2012.58
7,58418,1,2012.58
7,58419,1,2012.58
7,58420,1,2012.58
7,58421,1,2012.58
7,58422,1,2012.58
7,58423,1,2012.58
7,58424,1,2012.58
7,58425,0.54,2012.58
7,59134,1,2032.83
7,59135,1,2032.83
7,59136,1,2032.83
7,59137,1,2032.83
7,59138,1,2032.83
7,59139,1,2032.83
7,59140,1,2032.83
7,59141,1,2032.83
7,59142,1,2032.83
7,59143,1,2032.83
7,59144,1,2032.83
7,59145,0.89,2032.83
7,59146,0.3,2032.83
7,59855,1,2052.92
7,59856,1,2052.92
7,59857,1,2052.92
7,59858,1,2052.92
7,59859,1,2052.92
7,59860,1,2052.92
7,59861,1,2052.92
7,59862,1,2052.92
7,59863,1,2052.92
7,59864,1,2052.92
7,59865,1,2052.92
7,59866,1,2052.92
7,59867,0.72,2052.92
7,59868,0.021739130434782608,2052.92
7,60577,1,2072.85
7,60578,1,2072.85
7,60579,1,2072.85
7,60580,1,2072.85
7,60581,1,2072.85
7,60582,1,2072.85
7,60583,1,2072.85
7,60584,1,2072.85
7,60585,1,2072.85
7,60586,1,2072.85
7,60587,1,2072.85
7,60588,0.75,2072.85
7,61298,1,2092.63
7,61299,1,2092.63
7,61300,1,2092.63
7,61301,1,2092.63
7,61302,1,2092.63
7,61303,1,2092.63
7,61304,1,2092.63
7,61305,1,2092.63
7,62021,1,2112.24
7,62022,1,2112.24
7,62023,1,2112.24
7,62024,1,2112.24
