"stock_id","common","bbmsy_q2.5","bbmsy_q25","bbmsy_q50","bbmsy_q75","bbmsy_q98","bbmsy_sd","bbmsy_mean","year","model"
"Atheresthes_stomias-67","Arrowtooth flounder",1.28066983055588e+00,1.54992469994545e+00,1.68449192328508e+00,1.79916066487571e+00,1.95181380215599e+00,1.7686566631748e-01,1.66528290878354e+00,1956,"CMSY"
"Atheresthes_stomias-67","Arrowtooth flounder",1.3206227771052e+00,1.58561670170986e+00,1.70954553163557e+00,1.81535942187508e+00,1.96006495184957e+00,1.67742834681437e-01,1.6900743143444e+00,1957,"CMSY"
"Atheresthes_stomias-67","Arrowtooth flounder",1.34780279761097e+00,1.61002803136571e+00,1.72775910988197e+00,1.82884985083602e+00,1.96192525408042e+00,1.60109117488118e-01,1.70896922262963e+00,1958,"CMSY"
"Atheresthes_stomias-67","Arrowtooth flounder",1.3779142998468e+00,1.6310831044681e+00,1.74308940521819e+00,1.83742867398756e+00,1.96505438798564e+00,1.52507399864602e-01,1.72407886828613e+00,1959,"CMSY"
"Atheresthes_stomias-67","Arrowtooth flounder",1.40289390166839e+00,1.64661684596469e+00,1.75290739126033e+00,1.84395819320805e+00,1.96597286757541e+00,1.45810154333172e-01,1.73551578417464e+00,1960,"CMSY"
"Atheresthes_stomias-67","Arrowtooth flounder",1.42486127728796e+00,1.6611928870687e+00,1.76173996881559e+00,1.84975947784541e+00,1.96976743301821e+00,1.40783544364372e-01,1.74595490494538e+00,1961,"CMSY"
"Atheresthes_stomias-67","Arrowtooth flounder",1.44284160507679e+00,1.67016113041171e+00,1.7684055264535e+00,1.85417324078053e+00,1.96992648473696e+00,1.36641835830756e-01,1.75276196133296e+00,1962,"CMSY"
"Atheresthes_stomias-67","Arrowtooth flounder",1.45528335015264e+00,1.67637383946875e+00,1.77224871287105e+00,1.85480679496833e+00,1.97246636938483e+00,1.33359245981561e-01,1.75749647851366e+00,1963,"CMSY"
"Atheresthes_stomias-67","Arrowtooth flounder",1.47055988496594e+00,1.68104894532713e+00,1.77533001631697e+00,1.85817053409144e+00,1.97127239371296e+00,1.30461456542303e-01,1.76173959837077e+00,1964,"CMSY"
"Atheresthes_stomias-67","Arrowtooth flounder",1.47683156054391e+00,1.68754546291663e+00,1.77824650148106e+00,1.85916486106578e+00,1.97177498050323e+00,1.27775054627714e-01,1.76530003981421e+00,1965,"CMSY"
"Atheresthes_stomias-67","Arrowtooth flounder",1.4901030617795e+00,1.69029828679773e+00,1.78044504171289e+00,1.85893726238432e+00,1.97249966885117e+00,1.25386085813549e-01,1.76775694884841e+00,1966,"CMSY"
"Atheresthes_stomias-67","Arrowtooth flounder",1.4959915258939e+00,1.6940065509354e+00,1.78192248550104e+00,1.86063640819095e+00,1.97358554279897e+00,1.23565122663488e-01,1.77057268304074e+00,1967,"CMSY"
"Atheresthes_stomias-67","Arrowtooth flounder",1.50358651990279e+00,1.69770005550834e+00,1.78625786508435e+00,1.86547192601165e+00,1.97366703427786e+00,1.22249584192589e-01,1.77433154827653e+00,1968,"CMSY"
"Atheresthes_stomias-67","Arrowtooth flounder",1.50774894694609e+00,1.69949962989137e+00,1.78845575950906e+00,1.86708096761701e+00,1.97528345900329e+00,1.21812441781221e-01,1.77662790129809e+00,1969,"CMSY"
"Atheresthes_stomias-67","Arrowtooth flounder",1.51279161579831e+00,1.70295228560296e+00,1.78937603453895e+00,1.86754715398886e+00,1.97395188237484e+00,1.20103273607171e-01,1.77808636879578e+00,1970,"CMSY"
"Atheresthes_stomias-67","Arrowtooth flounder",1.51736662486967e+00,1.70582559856208e+00,1.79145788244879e+00,1.8688590748684e+00,1.97460165507026e+00,1.19130964586803e-01,1.78062712694399e+00,1971,"CMSY"
"Atheresthes_stomias-67","Arrowtooth flounder",1.52013511046616e+00,1.70639675431546e+00,1.79052923319793e+00,1.86816329928678e+00,1.97476437781832e+00,1.17947666068814e-01,1.78069644442281e+00,1972,"CMSY"
"Atheresthes_stomias-67","Arrowtooth flounder",1.52363186916815e+00,1.70752713107975e+00,1.79321338426047e+00,1.8696274304027e+00,1.97605122115859e+00,1.17315620930095e-01,1.78265856940743e+00,1973,"CMSY"
"Atheresthes_stomias-67","Arrowtooth flounder",1.5267539185658e+00,1.70977819726846e+00,1.79355866775102e+00,1.86930180775186e+00,1.97480576416401e+00,1.16637339094028e-01,1.78315891607882e+00,1974,"CMSY"
"Atheresthes_stomias-67","Arrowtooth flounder",1.5324040189945e+00,1.71168078546172e+00,1.79598197435407e+00,1.87237825055159e+00,1.97640166196861e+00,1.16108665911593e-01,1.78597593935645e+00,1975,"CMSY"
"Atheresthes_stomias-67","Arrowtooth flounder",1.53290049105757e+00,1.70879451114391e+00,1.79349707876327e+00,1.86890865000084e+00,1.9746284772365e+00,1.15541522309932e-01,1.78321779367142e+00,1976,"CMSY"
"Atheresthes_stomias-67","Arrowtooth flounder",1.53115880650139e+00,1.70554948575811e+00,1.79027263348362e+00,1.86621089880351e+00,1.97356457361205e+00,1.15886245701675e-01,1.78018072182375e+00,1977,"CMSY"
"Atheresthes_stomias-67","Arrowtooth flounder",1.52238813366687e+00,1.70076541693413e+00,1.78347793192822e+00,1.86106909028109e+00,1.97171382755939e+00,1.16831795817521e-01,1.77482199703382e+00,1978,"CMSY"
"Atheresthes_stomias-67","Arrowtooth flounder",1.51777279732757e+00,1.69533076146193e+00,1.78090099355682e+00,1.85935658057078e+00,1.97147597194136e+00,1.17936165951632e-01,1.77200373887886e+00,1979,"CMSY"
"Atheresthes_stomias-67","Arrowtooth flounder",1.51980191350089e+00,1.69653069911781e+00,1.78179550890387e+00,1.86009997327805e+00,1.97280470588601e+00,1.17517855830116e-01,1.77302337520125e+00,1980,"CMSY"
"Atheresthes_stomias-67","Arrowtooth flounder",1.51852667050771e+00,1.69368553129348e+00,1.77948801177171e+00,1.85857586891116e+00,1.97240450774827e+00,1.18303105357664e-01,1.77094979779653e+00,1981,"CMSY"
"Atheresthes_stomias-67","Arrowtooth flounder",1.51145681795349e+00,1.68830845926886e+00,1.7737849980648e+00,1.85272046727743e+00,1.96952604585505e+00,1.18477591851293e-01,1.76560279835359e+00,1982,"CMSY"
"Atheresthes_stomias-67","Arrowtooth flounder",1.51073615479933e+00,1.68637241576029e+00,1.77279778534567e+00,1.85102795897027e+00,1.9677001086264e+00,1.18322254777516e-01,1.76414526129226e+00,1983,"CMSY"
"Atheresthes_stomias-67","Arrowtooth flounder",1.51174918520405e+00,1.68691479308372e+00,1.77229356529501e+00,1.85159673511372e+00,1.96727064040652e+00,1.18385729892019e-01,1.7645785862519e+00,1984,"CMSY"
"Atheresthes_stomias-67","Arrowtooth flounder",1.51666886960095e+00,1.68899872261897e+00,1.77397675761926e+00,1.85297923864291e+00,1.96706801048052e+00,1.17805006228266e-01,1.76590508637997e+00,1985,"CMSY"
"Atheresthes_stomias-67","Arrowtooth flounder",1.51869084306266e+00,1.69251836156363e+00,1.77759912135439e+00,1.8567999129092e+00,1.97102052329152e+00,1.17603041770772e-01,1.76994006269352e+00,1986,"CMSY"
"Atheresthes_stomias-67","Arrowtooth flounder",1.51014630915122e+00,1.68728428993112e+00,1.77401814657945e+00,1.85363257861156e+00,1.96945101588267e+00,1.19673879457819e-01,1.76561171583667e+00,1987,"CMSY"
"Atheresthes_stomias-67","Arrowtooth flounder",1.50250993601993e+00,1.67389161160409e+00,1.76178302533214e+00,1.84564411485283e+00,1.96824986228664e+00,1.22105065318327e-01,1.75529011657354e+00,1988,"CMSY"
"Atheresthes_stomias-67","Arrowtooth flounder",1.4700301252416e+00,1.64954446108798e+00,1.74034175422691e+00,1.82593185193351e+00,1.95929302162569e+00,1.2663489798254e-01,1.73409953109275e+00,1989,"CMSY"
"Atheresthes_stomias-67","Arrowtooth flounder",1.39463078619036e+00,1.56939219245966e+00,1.66140972022197e+00,1.75049283769222e+00,1.9111693510193e+00,1.31893853070345e-01,1.65901056793602e+00,1990,"CMSY"
"Atheresthes_stomias-67","Arrowtooth flounder",1.31430300433841e+00,1.48541959627918e+00,1.58040517542014e+00,1.67615138545481e+00,1.85234088591056e+00,1.38576038855714e-01,1.58126826374614e+00,1991,"CMSY"
"Atheresthes_stomias-67","Arrowtooth flounder",1.25367190217956e+00,1.4265236453511e+00,1.52330980239101e+00,1.62451123348081e+00,1.81660991379662e+00,1.44032083729031e-01,1.52639957194271e+00,1992,"CMSY"
"Atheresthes_stomias-67","Arrowtooth flounder",1.21949401077033e+00,1.39722602984917e+00,1.49677506838589e+00,1.59942376187692e+00,1.79734176852528e+00,1.47968112148895e-01,1.49992828728148e+00,1993,"CMSY"
"Atheresthes_stomias-67","Arrowtooth flounder",1.16294794944507e+00,1.34205938642501e+00,1.44343962281357e+00,1.55026441106531e+00,1.75559312478815e+00,1.52154904212151e-01,1.44813425685637e+00,1994,"CMSY"
"Atheresthes_stomias-67","Arrowtooth flounder",1.14317494984476e+00,1.32549940155316e+00,1.42816241506702e+00,1.53681823512708e+00,1.75060236651012e+00,1.553360705199e-01,1.43322146894806e+00,1995,"CMSY"
"Atheresthes_stomias-67","Arrowtooth flounder",1.11396882962789e+00,1.29481535943191e+00,1.40068900676854e+00,1.51135527329186e+00,1.72593060094871e+00,1.57955788267229e-01,1.40600293101135e+00,1996,"CMSY"
"Atheresthes_stomias-67","Arrowtooth flounder",1.11200671079961e+00,1.29322330131364e+00,1.40130626882059e+00,1.5141942843832e+00,1.73274125349305e+00,1.60241736586244e-01,1.4065316291746e+00,1997,"CMSY"
"Atheresthes_stomias-67","Arrowtooth flounder",1.11655479621814e+00,1.29885714218883e+00,1.40787523100857e+00,1.52110364299568e+00,1.74638133191942e+00,1.62018951297488e-01,1.41354356350839e+00,1998,"CMSY"
"Atheresthes_stomias-67","Arrowtooth flounder",1.1031076144603e+00,1.2878737212401e+00,1.3960484317805e+00,1.51003920897375e+00,1.73749229027874e+00,1.62795318974794e-01,1.40251363787815e+00,1999,"CMSY"
"Atheresthes_stomias-67","Arrowtooth flounder",1.0728419552792e+00,1.25243414425653e+00,1.36044844137482e+00,1.47520530128461e+00,1.70583442736954e+00,1.62839109958094e-01,1.36788274822742e+00,2000,"CMSY"
"Atheresthes_stomias-67","Arrowtooth flounder",1.05538894426403e+00,1.23456498478e+00,1.34421542531169e+00,1.45984643747576e+00,1.69259300012369e+00,1.63879516576892e-01,1.35177534158704e+00,2001,"CMSY"
"Atheresthes_stomias-67","Arrowtooth flounder",1.04668444720852e+00,1.22510599014858e+00,1.33316368682441e+00,1.44983089588845e+00,1.68196075796588e+00,1.64120714065581e-01,1.34121704480746e+00,2002,"CMSY"
"Atheresthes_stomias-67","Arrowtooth flounder",1.00611004938412e+00,1.18153566004061e+00,1.29007237061072e+00,1.40905702963422e+00,1.64434880698911e+00,1.64694062242291e-01,1.2992737775758e+00,2003,"CMSY"
"Atheresthes_stomias-67","Arrowtooth flounder",1.0059638794492e+00,1.18114777334638e+00,1.29127345208803e+00,1.40928568594362e+00,1.65001770023415e+00,1.661843439998e-01,1.30076331996946e+00,2004,"CMSY"
"Atheresthes_stomias-67","Arrowtooth flounder",9.99343810857284e-01,1.17031808331152e+00,1.27955065687871e+00,1.40040790252649e+00,1.64027628695468e+00,1.66659987637254e-01,1.29055813651701e+00,2005,"CMSY"
"Atheresthes_stomias-67","Arrowtooth flounder",9.754816029133e-01,1.13968742616227e+00,1.25043350042509e+00,1.37317380816991e+00,1.61472346947242e+00,1.67095377175637e-01,1.26296429739837e+00,2006,"CMSY"
"Atheresthes_stomias-67","Arrowtooth flounder",9.63125249070178e-01,1.12303210508297e+00,1.23248837900627e+00,1.35759403017999e+00,1.60421976910087e+00,1.68565796539975e-01,1.24696122066648e+00,2007,"CMSY"
"Atheresthes_stomias-67","Arrowtooth flounder",9.12497493557145e-01,1.06601311652326e+00,1.17582921724004e+00,1.30489342199363e+00,1.55481997830161e+00,1.69582488841507e-01,1.19252500595151e+00,2008,"CMSY"
"Atheresthes_stomias-67","Arrowtooth flounder",8.40635777677782e-01,9.84973103990981e-01,1.09559937624452e+00,1.23165540150426e+00,1.48797393709032e+00,1.72624979407702e-01,1.1169524392078e+00,2009,"CMSY"
