assessid,stockid,stocklong,tsid,tsyear,tsvalue,assessyear,scientificname,commonname,areaname,managementauthority,assessorfull,region,FisheryType,metric
DFO-PAC-RSOLEHSTR-1945-2014-OSGOOD,RSOLEHSTR,Rock sole Hecate Strait,SSBdivSSBmsy-calc-dimensionless,2012,2.781784463,1945-2014,Lepidopsetta bilineata,Rock sole,Hecate Strait,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans - Pacific Region,Canada West Coast,Flatfish,BdivBmsypref
DFO-PAC-RSOLEHSTR-1945-2014-OSGOOD,RSOLEHSTR,Rock sole Hecate Strait,SSBdivSSBmsy-calc-dimensionless,2013,2.987842572,1945-2014,Lepidopsetta bilineata,Rock sole,Hecate Strait,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans - Pacific Region,Canada West Coast,Flatfish,BdivBmsypref
DFO-PAC-RSOLEHSTR-1945-2014-OSGOOD,RSOLEHSTR,Rock sole Hecate Strait,SSBdivSSBmsy-calc-dimensionless,2014,3.173294869,1945-2014,Lepidopsetta bilineata,Rock sole,Hecate Strait,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans - Pacific Region,Canada West Coast,Flatfish,BdivBmsypref
DFO-PAC-RSOLEHSTR-1945-2014-OSGOOD,RSOLEHSTR,Rock sole Hecate Strait,TC-MT,1945,121,1945-2014,Lepidopsetta bilineata,Rock sole,Hecate Strait,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans - Pacific Region,Canada West Coast,Flatfish,TCbest
DFO-PAC-RSOLEHSTR-1945-2014-OSGOOD,RSOLEHSTR,Rock sole Hecate Strait,TC-MT,1946,410,1945-2014,Lepidopsetta bilineata,Rock sole,Hecate Strait,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans - Pacific Region,Canada West Coast,Flatfish,TCbest
DFO-PAC-RSOLEHSTR-1945-2014-OSGOOD,RSOLEHSTR,Rock sole Hecate Strait,TC-MT,1947,1180,1945-2014,Lepidopsetta bilineata,Rock sole,Hecate Strait,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans - Pacific Region,Canada West Coast,Flatfish,TCbest
DFO-PAC-RSOLEHSTR-1945-2014-OSGOOD,RSOLEHSTR,Rock sole Hecate Strait,TC-MT,1948,902,1945-2014,Lepidopsetta bilineata,Rock sole,Hecate Strait,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans - Pacific Region,Canada West Coast,Flatfish,TCbest
DFO-PAC-RSOLEHSTR-1945-2014-OSGOOD,RSOLEHSTR,Rock sole Hecate Strait,TC-MT,1949,658,1945-2014,Lepidopsetta bilineata,Rock sole,Hecate Strait,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans - Pacific Region,Canada West Coast,Flatfish,TCbest
DFO-PAC-RSOLEHSTR-1945-2014-OSGOOD,RSOLEHSTR,Rock sole Hecate Strait,TC-MT,1950,668,1945-2014,Lepidopsetta bilineata,Rock sole,Hecate Strait,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans - Pacific Region,Canada West Coast,Flatfish,TCbest
DFO-PAC-RSOLEHSTR-1945-2014-OSGOOD,RSOLEHSTR,Rock sole Hecate Strait,TC-MT,1951,1300,1945-2014,Lepidopsetta bilineata,Rock sole,Hecate Strait,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans - Pacific Region,Canada West Coast,Flatfish,TCbest
DFO-PAC-RSOLEHSTR-1945-2014-OSGOOD,RSOLEHSTR,Rock sole Hecate Strait,TC-MT,1952,2320,1945-2014,Lepidopsetta bilineata,Rock sole,Hecate Strait,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans - Pacific Region,Canada West Coast,Flatfish,TCbest
DFO-PAC-RSOLEHSTR-1945-2014-OSGOOD,RSOLEHSTR,Rock sole Hecate Strait,TC-MT,1953,686,1945-2014,Lepidopsetta bilineata,Rock sole,Hecate Strait,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans - Pacific Region,Canada West Coast,Flatfish,TCbest
DFO-PAC-RSOLEHSTR-1945-2014-OSGOOD,RSOLEHSTR,Rock sole Hecate Strait,TC-MT,1954,872,1945-2014,Lepidopsetta bilineata,Rock sole,Hecate Strait,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans - Pacific Region,Canada West Coast,Flatfish,TCbest
DFO-PAC-RSOLEHSTR-1945-2014-OSGOOD,RSOLEHSTR,Rock sole Hecate Strait,TC-MT,1955,1340,1945-2014,Lepidopsetta bilineata,Rock sole,Hecate Strait,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans - Pacific Region,Canada West Coast,Flatfish,TCbest
DFO-PAC-RSOLEHSTR-1945-2014-OSGOOD,RSOLEHSTR,Rock sole Hecate Strait,TC-MT,1956,1160,1945-2014,Lepidopsetta bilineata,Rock sole,Hecate Strait,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans - Pacific Region,Canada West Coast,Flatfish,TCbest
DFO-PAC-RSOLEHSTR-1945-2014-OSGOOD,RSOLEHSTR,Rock sole Hecate Strait,TC-MT,1957,1150,1945-2014,Lepidopsetta bilineata,Rock sole,Hecate Strait,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans - Pacific Region,Canada West Coast,Flatfish,TCbest
DFO-PAC-RSOLEHSTR-1945-2014-OSGOOD,RSOLEHSTR,Rock sole Hecate Strait,TC-MT,1958,1260,1945-2014,Lepidopsetta bilineata,Rock sole,Hecate Strait,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans - Pacific Region,Canada West Coast,Flatfish,TCbest
DFO-PAC-RSOLEHSTR-1945-2014-OSGOOD,RSOLEHSTR,Rock sole Hecate Strait,TC-MT,1959,416,1945-2014,Lepidopsetta bilineata,Rock sole,Hecate Strait,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans - Pacific Region,Canada West Coast,Flatfish,TCbest
DFO-PAC-RSOLEHSTR-1945-2014-OSGOOD,RSOLEHSTR,Rock sole Hecate Strait,TC-MT,1960,1130,1945-2014,Lepidopsetta bilineata,Rock sole,Hecate Strait,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans - Pacific Region,Canada West Coast,Flatfish,TCbest
DFO-PAC-RSOLEHSTR-1945-2014-OSGOOD,RSOLEHSTR,Rock sole Hecate Strait,TC-MT,1961,744,1945-2014,Lepidopsetta bilineata,Rock sole,Hecate Strait,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans - Pacific Region,Canada West Coast,Flatfish,TCbest
DFO-PAC-RSOLEHSTR-1945-2014-OSGOOD,RSOLEHSTR,Rock sole Hecate Strait,TC-MT,1962,829,1945-2014,Lepidopsetta bilineata,Rock sole,Hecate Strait,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans - Pacific Region,Canada West Coast,Flatfish,TCbest
DFO-PAC-RSOLEHSTR-1945-2014-OSGOOD,RSOLEHSTR,Rock sole Hecate Strait,TC-MT,1963,879,1945-2014,Lepidopsetta bilineata,Rock sole,Hecate Strait,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans - Pacific Region,Canada West Coast,Flatfish,TCbest
DFO-PAC-RSOLEHSTR-1945-2014-OSGOOD,RSOLEHSTR,Rock sole Hecate Strait,TC-MT,1964,743,1945-2014,Lepidopsetta bilineata,Rock sole,Hecate Strait,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans - Pacific Region,Canada West Coast,Flatfish,TCbest
DFO-PAC-RSOLEHSTR-1945-2014-OSGOOD,RSOLEHSTR,Rock sole Hecate Strait,TC-MT,1965,879,1945-2014,Lepidopsetta bilineata,Rock sole,Hecate Strait,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans - Pacific Region,Canada West Coast,Flatfish,TCbest
DFO-PAC-RSOLEHSTR-1945-2014-OSGOOD,RSOLEHSTR,Rock sole Hecate Strait,TC-MT,1966,2530,1945-2014,Lepidopsetta bilineata,Rock sole,Hecate Strait,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans - Pacific Region,Canada West Coast,Flatfish,TCbest
DFO-PAC-RSOLEHSTR-1945-2014-OSGOOD,RSOLEHSTR,Rock sole Hecate Strait,TC-MT,1967,2170,1945-2014,Lepidopsetta bilineata,Rock sole,Hecate Strait,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans - Pacific Region,Canada West Coast,Flatfish,TCbest
DFO-PAC-RSOLEHSTR-1945-2014-OSGOOD,RSOLEHSTR,Rock sole Hecate Strait,TC-MT,1968,2390,1945-2014,Lepidopsetta bilineata,Rock sole,Hecate Strait,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans - Pacific Region,Canada West Coast,Flatfish,TCbest
DFO-PAC-RSOLEHSTR-1945-2014-OSGOOD,RSOLEHSTR,Rock sole Hecate Strait,TC-MT,1969,2410,1945-2014,Lepidopsetta bilineata,Rock sole,Hecate Strait,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans - Pacific Region,Canada West Coast,Flatfish,TCbest
DFO-PAC-RSOLEHSTR-1945-2014-OSGOOD,RSOLEHSTR,Rock sole Hecate Strait,TC-MT,1970,1400,1945-2014,Lepidopsetta bilineata,Rock sole,Hecate Strait,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans - Pacific Region,Canada West Coast,Flatfish,TCbest
DFO-PAC-RSOLEHSTR-1945-2014-OSGOOD,RSOLEHSTR,Rock sole Hecate Strait,TC-MT,1971,1530,1945-2014,Lepidopsetta bilineata,Rock sole,Hecate Strait,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans - Pacific Region,Canada West Coast,Flatfish,TCbest
DFO-PAC-RSOLEHSTR-1945-2014-OSGOOD,RSOLEHSTR,Rock sole Hecate Strait,TC-MT,1972,506,1945-2014,Lepidopsetta bilineata,Rock sole,Hecate Strait,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans - Pacific Region,Canada West Coast,Flatfish,TCbest
DFO-PAC-RSOLEHSTR-1945-2014-OSGOOD,RSOLEHSTR,Rock sole Hecate Strait,TC-MT,1973,504,1945-2014,Lepidopsetta bilineata,Rock sole,Hecate Strait,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans - Pacific Region,Canada West Coast,Flatfish,TCbest
DFO-PAC-RSOLEHSTR-1945-2014-OSGOOD,RSOLEHSTR,Rock sole Hecate Strait,TC-MT,1974,621,1945-2014,Lepidopsetta bilineata,Rock sole,Hecate Strait,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans - Pacific Region,Canada West Coast,Flatfish,TCbest
DFO-PAC-RSOLEHSTR-1945-2014-OSGOOD,RSOLEHSTR,Rock sole Hecate Strait,TC-MT,1975,1270,1945-2014,Lepidopsetta bilineata,Rock sole,Hecate Strait,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans - Pacific Region,Canada West Coast,Flatfish,TCbest
DFO-PAC-RSOLEHSTR-1945-2014-OSGOOD,RSOLEHSTR,Rock sole Hecate Strait,TC-MT,1976,1440,1945-2014,Lepidopsetta bilineata,Rock sole,Hecate Strait,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans - Pacific Region,Canada West Coast,Flatfish,TCbest
DFO-PAC-RSOLEHSTR-1945-2014-OSGOOD,RSOLEHSTR,Rock sole Hecate Strait,TC-MT,1977,846,1945-2014,Lepidopsetta bilineata,Rock sole,Hecate Strait,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans - Pacific Region,Canada West Coast,Flatfish,TCbest
DFO-PAC-RSOLEHSTR-1945-2014-OSGOOD,RSOLEHSTR,Rock sole Hecate Strait,TC-MT,1978,874,1945-2014,Lepidopsetta bilineata,Rock sole,Hecate Strait,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans - Pacific Region,Canada West Coast,Flatfish,TCbest
DFO-PAC-RSOLEHSTR-1945-2014-OSGOOD,RSOLEHSTR,Rock sole Hecate Strait,TC-MT,1979,1320,1945-2014,Lepidopsetta bilineata,Rock sole,Hecate Strait,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans - Pacific Region,Canada West Coast,Flatfish,TCbest
DFO-PAC-RSOLEHSTR-1945-2014-OSGOOD,RSOLEHSTR,Rock sole Hecate Strait,TC-MT,1980,976,1945-2014,Lepidopsetta bilineata,Rock sole,Hecate Strait,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans - Pacific Region,Canada West Coast,Flatfish,TCbest
DFO-PAC-RSOLEHSTR-1945-2014-OSGOOD,RSOLEHSTR,Rock sole Hecate Strait,TC-MT,1981,584,1945-2014,Lepidopsetta bilineata,Rock sole,Hecate Strait,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans - Pacific Region,Canada West Coast,Flatfish,TCbest
DFO-PAC-RSOLEHSTR-1945-2014-OSGOOD,RSOLEHSTR,Rock sole Hecate Strait,TC-MT,1982,295,1945-2014,Lepidopsetta bilineata,Rock sole,Hecate Strait,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans - Pacific Region,Canada West Coast,Flatfish,TCbest
DFO-PAC-RSOLEHSTR-1945-2014-OSGOOD,RSOLEHSTR,Rock sole Hecate Strait,TC-MT,1983,250,1945-2014,Lepidopsetta bilineata,Rock sole,Hecate Strait,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans - Pacific Region,Canada West Coast,Flatfish,TCbest
DFO-PAC-RSOLEHSTR-1945-2014-OSGOOD,RSOLEHSTR,Rock sole Hecate Strait,TC-MT,1984,189,1945-2014,Lepidopsetta bilineata,Rock sole,Hecate Strait,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans - Pacific Region,Canada West Coast,Flatfish,TCbest
DFO-PAC-RSOLEHSTR-1945-2014-OSGOOD,RSOLEHSTR,Rock sole Hecate Strait,TC-MT,1985,111,1945-2014,Lepidopsetta bilineata,Rock sole,Hecate Strait,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans - Pacific Region,Canada West Coast,Flatfish,TCbest
DFO-PAC-RSOLEHSTR-1945-2014-OSGOOD,RSOLEHSTR,Rock sole Hecate Strait,TC-MT,1986,225,1945-2014,Lepidopsetta bilineata,Rock sole,Hecate Strait,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans - Pacific Region,Canada West Coast,Flatfish,TCbest
DFO-PAC-RSOLEHSTR-1945-2014-OSGOOD,RSOLEHSTR,Rock sole Hecate Strait,TC-MT,1987,550,1945-2014,Lepidopsetta bilineata,Rock sole,Hecate Strait,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans - Pacific Region,Canada West Coast,Flatfish,TCbest
DFO-PAC-RSOLEHSTR-1945-2014-OSGOOD,RSOLEHSTR,Rock sole Hecate Strait,TC-MT,1988,1400,1945-2014,Lepidopsetta bilineata,Rock sole,Hecate Strait,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans - Pacific Region,Canada West Coast,Flatfish,TCbest
DFO-PAC-RSOLEHSTR-1945-2014-OSGOOD,RSOLEHSTR,Rock sole Hecate Strait,TC-MT,1989,1500,1945-2014,Lepidopsetta bilineata,Rock sole,Hecate Strait,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans - Pacific Region,Canada West Coast,Flatfish,TCbest
DFO-PAC-RSOLEHSTR-1945-2014-OSGOOD,RSOLEHSTR,Rock sole Hecate Strait,TC-MT,1990,1550,1945-2014,Lepidopsetta bilineata,Rock sole,Hecate Strait,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans - Pacific Region,Canada West Coast,Flatfish,TCbest
DFO-PAC-RSOLEHSTR-1945-2014-OSGOOD,RSOLEHSTR,Rock sole Hecate Strait,TC-MT,1991,2640,1945-2014,Lepidopsetta bilineata,Rock sole,Hecate Strait,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans - Pacific Region,Canada West Coast,Flatfish,TCbest
DFO-PAC-RSOLEHSTR-1945-2014-OSGOOD,RSOLEHSTR,Rock sole Hecate Strait,TC-MT,1992,2230,1945-2014,Lepidopsetta bilineata,Rock sole,Hecate Strait,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans - Pacific Region,Canada West Coast,Flatfish,TCbest
DFO-PAC-RSOLEHSTR-1945-2014-OSGOOD,RSOLEHSTR,Rock sole Hecate Strait,TC-MT,1993,2200,1945-2014,Lepidopsetta bilineata,Rock sole,Hecate Strait,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans - Pacific Region,Canada West Coast,Flatfish,TCbest
DFO-PAC-RSOLEHSTR-1945-2014-OSGOOD,RSOLEHSTR,Rock sole Hecate Strait,TC-MT,1994,1440,1945-2014,Lepidopsetta bilineata,Rock sole,Hecate Strait,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans - Pacific Region,Canada West Coast,Flatfish,TCbest
DFO-PAC-RSOLEHSTR-1945-2014-OSGOOD,RSOLEHSTR,Rock sole Hecate Strait,TC-MT,1995,1400,1945-2014,Lepidopsetta bilineata,Rock sole,Hecate Strait,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans - Pacific Region,Canada West Coast,Flatfish,TCbest
DFO-PAC-RSOLEHSTR-1945-2014-OSGOOD,RSOLEHSTR,Rock sole Hecate Strait,TC-MT,1996,720,1945-2014,Lepidopsetta bilineata,Rock sole,Hecate Strait,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans - Pacific Region,Canada West Coast,Flatfish,TCbest
DFO-PAC-RSOLEHSTR-1945-2014-OSGOOD,RSOLEHSTR,Rock sole Hecate Strait,TC-MT,1997,757,1945-2014,Lepidopsetta bilineata,Rock sole,Hecate Strait,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans - Pacific Region,Canada West Coast,Flatfish,TCbest
DFO-PAC-RSOLEHSTR-1945-2014-OSGOOD,RSOLEHSTR,Rock sole Hecate Strait,TC-MT,1998,633,1945-2014,Lepidopsetta bilineata,Rock sole,Hecate Strait,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans - Pacific Region,Canada West Coast,Flatfish,TCbest
DFO-PAC-RSOLEHSTR-1945-2014-OSGOOD,RSOLEHSTR,Rock sole Hecate Strait,TC-MT,1999,765,1945-2014,Lepidopsetta bilineata,Rock sole,Hecate Strait,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans - Pacific Region,Canada West Coast,Flatfish,TCbest
DFO-PAC-RSOLEHSTR-1945-2014-OSGOOD,RSOLEHSTR,Rock sole Hecate Strait,TC-MT,2000,739,1945-2014,Lepidopsetta bilineata,Rock sole,Hecate Strait,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans - Pacific Region,Canada West Coast,Flatfish,TCbest
DFO-PAC-RSOLEHSTR-1945-2014-OSGOOD,RSOLEHSTR,Rock sole Hecate Strait,TC-MT,2001,655,1945-2014,Lepidopsetta bilineata,Rock sole,Hecate Strait,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans - Pacific Region,Canada West Coast,Flatfish,TCbest
DFO-PAC-RSOLEHSTR-1945-2014-OSGOOD,RSOLEHSTR,Rock sole Hecate Strait,TC-MT,2002,685,1945-2014,Lepidopsetta bilineata,Rock sole,Hecate Strait,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans - Pacific Region,Canada West Coast,Flatfish,TCbest
DFO-PAC-RSOLEHSTR-1945-2014-OSGOOD,RSOLEHSTR,Rock sole Hecate Strait,TC-MT,2003,692,1945-2014,Lepidopsetta bilineata,Rock sole,Hecate Strait,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans - Pacific Region,Canada West Coast,Flatfish,TCbest
DFO-PAC-RSOLEHSTR-1945-2014-OSGOOD,RSOLEHSTR,Rock sole Hecate Strait,TC-MT,2004,838,1945-2014,Lepidopsetta bilineata,Rock sole,Hecate Strait,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans - Pacific Region,Canada West Coast,Flatfish,TCbest
DFO-PAC-RSOLEHSTR-1945-2014-OSGOOD,RSOLEHSTR,Rock sole Hecate Strait,TC-MT,2005,594,1945-2014,Lepidopsetta bilineata,Rock sole,Hecate Strait,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans - Pacific Region,Canada West Coast,Flatfish,TCbest
DFO-PAC-SABLEFPCAN-1913-2010-HIVELY,SABLEFPCAN,Sablefish Pacific Coast of Canada,ERdivERmsy-calc-dimensionless,1965,0.088272727,1913-2010,Anoplopoma fimbria,Sablefish,Pacific Coast of Canada,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans - Pacific Region,Canada West Coast,Other Marine,UdivUmsypref
DFO-PAC-SABLEFPCAN-1913-2010-HIVELY,SABLEFPCAN,Sablefish Pacific Coast of Canada,ERdivERmsy-calc-dimensionless,1966,0.124545455,1913-2010,Anoplopoma fimbria,Sablefish,Pacific Coast of Canada,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans - Pacific Region,Canada West Coast,Other Marine,UdivUmsypref
DFO-PAC-SABLEFPCAN-1913-2010-HIVELY,SABLEFPCAN,Sablefish Pacific Coast of Canada,ERdivERmsy-calc-dimensionless,1967,0.16,1913-2010,Anoplopoma fimbria,Sablefish,Pacific Coast of Canada,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans - Pacific Region,Canada West Coast,Other Marine,UdivUmsypref
DFO-PAC-SABLEFPCAN-1913-2010-HIVELY,SABLEFPCAN,Sablefish Pacific Coast of Canada,ERdivERmsy-calc-dimensionless,1968,0.27,1913-2010,Anoplopoma fimbria,Sablefish,Pacific Coast of Canada,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans - Pacific Region,Canada West Coast,Other Marine,UdivUmsypref
DFO-PAC-SABLEFPCAN-1913-2010-HIVELY,SABLEFPCAN,Sablefish Pacific Coast of Canada,ERdivERmsy-calc-dimensionless,1969,0.449090909,1913-2010,Anoplopoma fimbria,Sablefish,Pacific Coast of Canada,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans - Pacific Region,Canada West Coast,Other Marine,UdivUmsypref
DFO-PAC-SABLEFPCAN-1913-2010-HIVELY,SABLEFPCAN,Sablefish Pacific Coast of Canada,ERdivERmsy-calc-dimensionless,1970,0.525454545,1913-2010,Anoplopoma fimbria,Sablefish,Pacific Coast of Canada,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans - Pacific Region,Canada West Coast,Other Marine,UdivUmsypref
DFO-PAC-SABLEFPCAN-1913-2010-HIVELY,SABLEFPCAN,Sablefish Pacific Coast of Canada,ERdivERmsy-calc-dimensionless,1971,0.380909091,1913-2010,Anoplopoma fimbria,Sablefish,Pacific Coast of Canada,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans - Pacific Region,Canada West Coast,Other Marine,UdivUmsypref
DFO-PAC-SABLEFPCAN-1913-2010-HIVELY,SABLEFPCAN,Sablefish Pacific Coast of Canada,ERdivERmsy-calc-dimensionless,1972,0.760909091,1913-2010,Anoplopoma fimbria,Sablefish,Pacific Coast of Canada,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans - Pacific Region,Canada West Coast,Other Marine,UdivUmsypref
DFO-PAC-SABLEFPCAN-1913-2010-HIVELY,SABLEFPCAN,Sablefish Pacific Coast of Canada,ERdivERmsy-calc-dimensionless,1973,0.43727272700000003,1913-2010,Anoplopoma fimbria,Sablefish,Pacific Coast of Canada,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans - Pacific Region,Canada West Coast,Other Marine,UdivUmsypref
DFO-PAC-SABLEFPCAN-1913-2010-HIVELY,SABLEFPCAN,Sablefish Pacific Coast of Canada,ERdivERmsy-calc-dimensionless,1974,0.584545455,1913-2010,Anoplopoma fimbria,Sablefish,Pacific Coast of Canada,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans - Pacific Region,Canada West Coast,Other Marine,UdivUmsypref
DFO-PAC-SABLEFPCAN-1913-2010-HIVELY,SABLEFPCAN,Sablefish Pacific Coast of Canada,ERdivERmsy-calc-dimensionless,1975,1,1913-2010,Anoplopoma fimbria,Sablefish,Pacific Coast of Canada,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans - Pacific Region,Canada West Coast,Other Marine,UdivUmsypref
DFO-PAC-SABLEFPCAN-1913-2010-HIVELY,SABLEFPCAN,Sablefish Pacific Coast of Canada,ERdivERmsy-calc-dimensionless,1976,1.054545455,1913-2010,Anoplopoma fimbria,Sablefish,Pacific Coast of Canada,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans - Pacific Region,Canada West Coast,Other Marine,UdivUmsypref
DFO-PAC-SABLEFPCAN-1913-2010-HIVELY,SABLEFPCAN,Sablefish Pacific Coast of Canada,ERdivERmsy-calc-dimensionless,1977,0.945454545,1913-2010,Anoplopoma fimbria,Sablefish,Pacific Coast of Canada,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans - Pacific Region,Canada West Coast,Other Marine,UdivUmsypref
DFO-PAC-SABLEFPCAN-1913-2010-HIVELY,SABLEFPCAN,Sablefish Pacific Coast of Canada,ERdivERmsy-calc-dimensionless,1978,0.799090909,1913-2010,Anoplopoma fimbria,Sablefish,Pacific Coast of Canada,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans - Pacific Region,Canada West Coast,Other Marine,UdivUmsypref
DFO-PAC-SABLEFPCAN-1913-2010-HIVELY,SABLEFPCAN,Sablefish Pacific Coast of Canada,ERdivERmsy-calc-dimensionless,1979,1.045454545,1913-2010,Anoplopoma fimbria,Sablefish,Pacific Coast of Canada,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans - Pacific Region,Canada West Coast,Other Marine,UdivUmsypref
DFO-PAC-SABLEFPCAN-1913-2010-HIVELY,SABLEFPCAN,Sablefish Pacific Coast of Canada,ERdivERmsy-calc-dimensionless,1980,0.894545455,1913-2010,Anoplopoma fimbria,Sablefish,Pacific Coast of Canada,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans - Pacific Region,Canada West Coast,Other Marine,UdivUmsypref
DFO-PAC-SABLEFPCAN-1913-2010-HIVELY,SABLEFPCAN,Sablefish Pacific Coast of Canada,ERdivERmsy-calc-dimensionless,1981,0.719090909,1913-2010,Anoplopoma fimbria,Sablefish,Pacific Coast of Canada,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans - Pacific Region,Canada West Coast,Other Marine,UdivUmsypref
DFO-PAC-SABLEFPCAN-1913-2010-HIVELY,SABLEFPCAN,Sablefish Pacific Coast of Canada,ERdivERmsy-calc-dimensionless,1982,0.757272727,1913-2010,Anoplopoma fimbria,Sablefish,Pacific Coast of Canada,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans - Pacific Region,Canada West Coast,Other Marine,UdivUmsypref
DFO-PAC-SABLEFPCAN-1913-2010-HIVELY,SABLEFPCAN,Sablefish Pacific Coast of Canada,ERdivERmsy-calc-dimensionless,1983,0.82,1913-2010,Anoplopoma fimbria,Sablefish,Pacific Coast of Canada,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans - Pacific Region,Canada West Coast,Other Marine,UdivUmsypref
