year,species,rgn_id,tot_harvest,rgn_harvest,genetic_escapees,whence
1999,scallops_nei,5,30,0.042,0.55,genus average from global assessment
1999,scallops_nei,6,30,25.749,0.55,genus average from global assessment
2000,atlantic_salmon,3,39300,2743.14,0.1,species in MSI
2000,atlantic_salmon,4,39300,22263.45,0.1,species in MSI
2000,atlantic_salmon,5,39300,11793.929999999998,0.1,species in MSI
2000,atlantic_salmon,6,39300,2491.62,0.1,species in MSI
2000,atlantic_salmon,8,39300,7.86,0.1,species in MSI
2000,chinook_spring_king_salmon,3,8e3,0,1,high risk analogous to native coho/silver salmon
2000,chinook_spring_king_salmon,4,8e3,58.4,1,high risk analogous to native coho/silver salmon
2000,chinook_spring_king_salmon,5,8e3,6915.2,1,high risk analogous to native coho/silver salmon
2000,chinook_spring_king_salmon,6,8e3,1026.4,1,high risk analogous to native coho/silver salmon
2000,chinook_spring_king_salmon,8,8e3,0,1,high risk analogous to native coho/silver salmon
2000,coho_silver_salmon,3,2100,0,1,species in MSI
2000,coho_silver_salmon,4,2100,0,1,species in MSI
2000,coho_silver_salmon,5,2100,0,1,species in MSI
2000,coho_silver_salmon,6,2100,2100,1,species in MSI
2000,coho_silver_salmon,8,2100,0,1,species in MSI
2000,japanese_carpet_shell,2,1e3,0,0.925,genus average from global assessment
2000,japanese_carpet_shell,4,1e3,10.8,0.925,genus average from global assessment
2000,japanese_carpet_shell,5,1e3,10.9,0.925,genus average from global assessment
2000,japanese_carpet_shell,6,1e3,978.3,0.925,genus average from global assessment
2000,pacific_cupped_oyster,2,5500,0,0.1,species in MSI
2000,pacific_cupped_oyster,4,5500,403.70000000000005,0.1,species in MSI
2000,pacific_cupped_oyster,5,5500,100.10000000000001,0.1,species in MSI
2000,pacific_cupped_oyster,6,5500,4996.2,0.1,species in MSI
2000,rainbow_trout,3,0,0,1,high risk analogous to native coho/silver salmon
2000,rainbow_trout,4,0,0,1,high risk analogous to native coho/silver salmon
2000,rainbow_trout,5,0,0,1,high risk analogous to native coho/silver salmon
2000,rainbow_trout,6,0,0,1,high risk analogous to native coho/silver salmon
2000,rainbow_trout,8,0,0,1,high risk analogous to native coho/silver salmon
2000,scallops_nei,2,50,0.7849999999999999,0.55,genus average from global assessment
2000,scallops_nei,4,50,6.23,0.55,genus average from global assessment
2000,scallops_nei,5,50,0.06999999999999999,0.55,genus average from global assessment
2000,scallops_nei,6,50,42.915,0.55,genus average from global assessment
2001,atlantic_salmon,3,58e3,4048.4,0.1,species in MSI
2001,atlantic_salmon,4,58e3,32857,0.1,species in MSI
2001,atlantic_salmon,5,58e3,17405.8,0.1,species in MSI
2001,atlantic_salmon,6,58e3,3677.2,0.1,species in MSI
2001,atlantic_salmon,8,58e3,11.600000000000001,0.1,species in MSI
2001,chinook_spring_king_salmon,3,7500,0,1,high risk analogous to native coho/silver salmon
2001,chinook_spring_king_salmon,4,7500,54.75,1,high risk analogous to native coho/silver salmon
2001,chinook_spring_king_salmon,5,7500,6483,1,high risk analogous to native coho/silver salmon
2001,chinook_spring_king_salmon,6,7500,962.25,1,high risk analogous to native coho/silver salmon
2001,chinook_spring_king_salmon,8,7500,0,1,high risk analogous to native coho/silver salmon
2001,coho_silver_salmon,3,2500,0,1,species in MSI
2001,coho_silver_salmon,4,2500,0,1,species in MSI
2001,coho_silver_salmon,5,2500,0,1,species in MSI
2001,coho_silver_salmon,6,2500,2500,1,species in MSI
2001,coho_silver_salmon,8,2500,0,1,species in MSI
2001,japanese_carpet_shell,2,1400,0,0.925,genus average from global assessment
2001,japanese_carpet_shell,4,1400,15.120000000000001,0.925,genus average from global assessment
2001,japanese_carpet_shell,5,1400,15.26,0.925,genus average from global assessment
2001,japanese_carpet_shell,6,1400,1369.62,0.925,genus average from global assessment
2001,pacific_cupped_oyster,2,7400,0,0.1,species in MSI
2001,pacific_cupped_oyster,4,7400,543.1600000000001,0.1,species in MSI
2001,pacific_cupped_oyster,5,7400,134.68,0.1,species in MSI
2001,pacific_cupped_oyster,6,7400,6722.16,0.1,species in MSI
2001,rainbow_trout,3,0,0,1,high risk analogous to native coho/silver salmon
2001,rainbow_trout,4,0,0,1,high risk analogous to native coho/silver salmon
2001,rainbow_trout,5,0,0,1,high risk analogous to native coho/silver salmon
2001,rainbow_trout,6,0,0,1,high risk analogous to native coho/silver salmon
2001,rainbow_trout,8,0,0,1,high risk analogous to native coho/silver salmon
2001,scallops_nei,2,120,1.884,0.55,genus average from global assessment
2001,scallops_nei,4,120,14.952,0.55,genus average from global assessment
2001,scallops_nei,5,120,0.168,0.55,genus average from global assessment
2001,scallops_nei,6,120,102.996,0.55,genus average from global assessment
2002,atlantic_salmon,3,72800,5081.4400000000005,0.1,species in MSI
2002,atlantic_salmon,4,72800,41241.2,0.1,species in MSI
2002,atlantic_salmon,5,72800,21847.28,0.1,species in MSI
2002,atlantic_salmon,6,72800,4615.5199999999995,0.1,species in MSI
2002,atlantic_salmon,8,72800,14.56,0.1,species in MSI
2002,chinook_spring_king_salmon,3,10400,0,1,high risk analogous to native coho/silver salmon
2002,chinook_spring_king_salmon,4,10400,75.92,1,high risk analogous to native coho/silver salmon
2002,chinook_spring_king_salmon,5,10400,8989.76,1,high risk analogous to native coho/silver salmon
2002,chinook_spring_king_salmon,6,10400,1334.32,1,high risk analogous to native coho/silver salmon
2002,chinook_spring_king_salmon,8,10400,0,1,high risk analogous to native coho/silver salmon
2002,coho_silver_salmon,3,2300,0,1,species in MSI
2002,coho_silver_salmon,4,2300,0,1,species in MSI
2002,coho_silver_salmon,5,2300,0,1,species in MSI
2002,coho_silver_salmon,6,2300,2300,1,species in MSI
2002,coho_silver_salmon,8,2300,0,1,species in MSI
2002,japanese_carpet_shell,2,1400,0,0.925,genus average from global assessment
2002,japanese_carpet_shell,4,1400,15.120000000000001,0.925,genus average from global assessment
2002,japanese_carpet_shell,5,1400,15.26,0.925,genus average from global assessment
2002,japanese_carpet_shell,6,1400,1369.62,0.925,genus average from global assessment
2002,pacific_cupped_oyster,2,7200,0,0.1,species in MSI
2002,pacific_cupped_oyster,4,7200,528.48,0.1,species in MSI
2002,pacific_cupped_oyster,5,7200,131.04000000000002,0.1,species in MSI
2002,pacific_cupped_oyster,6,7200,6540.48,0.1,species in MSI
2002,rainbow_trout,3,0,0,1,high risk analogous to native coho/silver salmon
2002,rainbow_trout,4,0,0,1,high risk analogous to native coho/silver salmon
2002,rainbow_trout,5,0,0,1,high risk analogous to native coho/silver salmon
2002,rainbow_trout,6,0,0,1,high risk analogous to native coho/silver salmon
2002,rainbow_trout,8,0,0,1,high risk analogous to native coho/silver salmon
2002,scallops_nei,2,100,1.5699999999999998,0.55,genus average from global assessment
2002,scallops_nei,4,100,12.46,0.55,genus average from global assessment
2002,scallops_nei,5,100,0.13999999999999999,0.55,genus average from global assessment
2002,scallops_nei,6,100,85.83,0.55,genus average from global assessment
2003,atlantic_salmon,3,72678,5072.9244,0.1,species in MSI
2003,atlantic_salmon,4,72678,41172.087,0.1,species in MSI
2003,atlantic_salmon,5,72678,21810.6678,0.1,species in MSI
2003,atlantic_salmon,6,72678,4607.7852,0.1,species in MSI
2003,atlantic_salmon,8,72678,14.5356,0.1,species in MSI
2003,blue_mussel,2,7,0,1,species in MSI
2003,blue_mussel,4,7,4.802700000000001,1,species in MSI
2003,blue_mussel,5,7,0,1,species in MSI
2003,blue_mussel,6,7,2.1973000000000003,1,species in MSI
2003,chinook_spring_king_salmon,3,15700,0,1,high risk analogous to native coho/silver salmon
2003,chinook_spring_king_salmon,4,15700,114.61,1,high risk analogous to native coho/silver salmon
2003,chinook_spring_king_salmon,5,15700,13571.08,1,high risk analogous to native coho/silver salmon
2003,chinook_spring_king_salmon,6,15700,2014.31,1,high risk analogous to native coho/silver salmon
2003,chinook_spring_king_salmon,8,15700,0,1,high risk analogous to native coho/silver salmon
2003,coho_silver_salmon,3,1400,0,1,species in MSI
2003,coho_silver_salmon,4,1400,0,1,species in MSI
2003,coho_silver_salmon,5,1400,0,1,species in MSI
2003,coho_silver_salmon,6,1400,1400,1,species in MSI
2003,coho_silver_salmon,8,1400,0,1,species in MSI
2003,japanese_carpet_shell,2,1589,0,0.925,genus average from global assessment
2003,japanese_carpet_shell,4,1589,17.1612,0.925,genus average from global assessment
2003,japanese_carpet_shell,5,1589,17.3201,0.925,genus average from global assessment
2003,japanese_carpet_shell,6,1589,1554.5186999999999,0.925,genus average from global assessment
2003,pacific_cupped_oyster,2,7837,0,0.1,species in MSI
2003,pacific_cupped_oyster,4,7837,575.2358,0.1,species in MSI
2003,pacific_cupped_oyster,5,7837,142.6334,0.1,species in MSI
2003,pacific_cupped_oyster,6,7837,7119.1308,0.1,species in MSI
2003,rainbow_trout,3,0,0,1,high risk analogous to native coho/silver salmon
2003,rainbow_trout,4,0,0,1,high risk analogous to native coho/silver salmon
2003,rainbow_trout,5,0,0,1,high risk analogous to native coho/silver salmon
2003,rainbow_trout,6,0,0,1,high risk analogous to native coho/silver salmon
2003,rainbow_trout,8,0,0,1,high risk analogous to native coho/silver salmon
2003,scallops_nei,2,130,2.041,0.55,genus average from global assessment
2003,scallops_nei,4,130,16.198,0.55,genus average from global assessment
2003,scallops_nei,5,130,0.182,0.55,genus average from global assessment
2003,scallops_nei,6,130,111.579,0.55,genus average from global assessment
2004,atlantic_salmon,3,61774,4311.8252,0.1,species in MSI
2004,atlantic_salmon,4,61774,34994.971,0.1,species in MSI
2004,atlantic_salmon,5,61774,18538.377399999998,0.1,species in MSI
2004,atlantic_salmon,6,61774,3916.4716,0.1,species in MSI
2004,atlantic_salmon,8,61774,12.354800000000001,0.1,species in MSI
2004,blue_mussel,2,78,0,1,species in MSI
2004,blue_mussel,4,78,53.515800000000006,1,species in MSI
2004,blue_mussel,5,78,0,1,species in MSI
2004,blue_mussel,6,78,24.4842,1,species in MSI
2004,chinook_spring_king_salmon,3,0,0,1,high risk analogous to native coho/silver salmon
2004,chinook_spring_king_salmon,4,0,0,1,high risk analogous to native coho/silver salmon
2004,chinook_spring_king_salmon,5,0,0,1,high risk analogous to native coho/silver salmon
2004,chinook_spring_king_salmon,6,0,0,1,high risk analogous to native coho/silver salmon
2004,chinook_spring_king_salmon,8,0,0,1,high risk analogous to native coho/silver salmon
2004,coho_silver_salmon,3,0,0,1,species in MSI
2004,coho_silver_salmon,4,0,0,1,species in MSI
2004,coho_silver_salmon,5,0,0,1,species in MSI
2004,coho_silver_salmon,6,0,0,1,species in MSI
2004,coho_silver_salmon,8,0,0,1,species in MSI
2004,japanese_carpet_shell,2,1528,0,0.925,genus average from global assessment
2004,japanese_carpet_shell,4,1528,16.5024,0.925,genus average from global assessment
2004,japanese_carpet_shell,5,1528,16.6552,0.925,genus average from global assessment
2004,japanese_carpet_shell,6,1528,1494.8424,0.925,genus average from global assessment
2004,pacific_cupped_oyster,2,7562,0,0.1,species in MSI
2004,pacific_cupped_oyster,4,7562,555.0508000000001,0.1,species in MSI
2004,pacific_cupped_oyster,5,7562,137.6284,0.1,species in MSI
2004,pacific_cupped_oyster,6,7562,6869.3207999999995,0.1,species in MSI
2004,rainbow_trout,3,0,0,1,high risk analogous to native coho/silver salmon
2004,rainbow_trout,4,0,0,1,high risk analogous to native coho/silver salmon
2004,rainbow_trout,5,0,0,1,high risk analogous to native coho/silver salmon
2004,rainbow_trout,6,0,0,1,high risk analogous to native coho/silver salmon
2004,rainbow_trout,8,0,0,1,high risk analogous to native coho/silver salmon
2004,scallops_nei,2,77,1.2088999999999999,0.55,genus average from global assessment
2004,scallops_nei,4,77,9.5942,0.55,genus average from global assessment
2004,scallops_nei,5,77,0.10779999999999999,0.55,genus average from global assessment
2004,scallops_nei,6,77,66.0891,0.55,genus average from global assessment
2005,atlantic_salmon,3,63370,4423.226,0.1,species in MSI
2005,atlantic_salmon,4,63370,35899.105,0.1,species in MSI
2005,atlantic_salmon,5,63370,19017.337,0.1,species in MSI
2005,atlantic_salmon,6,63370,4017.658,0.1,species in MSI
2005,atlantic_salmon,8,63370,12.674000000000001,0.1,species in MSI
2005,blue_mussel,2,78,0,1,species in MSI
2005,blue_mussel,4,78,53.515800000000006,1,species in MSI
2005,blue_mussel,5,78,0,1,species in MSI
2005,blue_mussel,6,78,24.4842,1,species in MSI
2005,chinook_spring_king_salmon,3,0,0,1,high risk analogous to native coho/silver salmon
2005,chinook_spring_king_salmon,4,0,0,1,high risk analogous to native coho/silver salmon
2005,chinook_spring_king_salmon,5,0,0,1,high risk analogous to native coho/silver salmon
2005,chinook_spring_king_salmon,6,0,0,1,high risk analogous to native coho/silver salmon
2005,chinook_spring_king_salmon,8,0,0,1,high risk analogous to native coho/silver salmon
2005,coho_silver_salmon,3,0,0,1,species in MSI
2005,coho_silver_salmon,4,0,0,1,species in MSI
2005,coho_silver_salmon,5,0,0,1,species in MSI
2005,coho_silver_salmon,6,0,0,1,species in MSI
2005,coho_silver_salmon,8,0,0,1,species in MSI
2005,japanese_carpet_shell,2,1856,0,0.925,genus average from global assessment
2005,japanese_carpet_shell,4,1856,20.044800000000002,0.925,genus average from global assessment
2005,japanese_carpet_shell,5,1856,20.2304,0.925,genus average from global assessment
2005,japanese_carpet_shell,6,1856,1815.7248,0.925,genus average from global assessment
2005,pacific_cupped_oyster,2,8011,0,0.1,species in MSI
2005,pacific_cupped_oyster,4,8011,588.0074000000001,0.1,species in MSI
2005,pacific_cupped_oyster,5,8011,145.80020000000002,0.1,species in MSI
2005,pacific_cupped_oyster,6,8011,7277.1924,0.1,species in MSI
2005,rainbow_trout,3,0,0,1,high risk analogous to native coho/silver salmon
2005,rainbow_trout,4,0,0,1,high risk analogous to native coho/silver salmon
2005,rainbow_trout,5,0,0,1,high risk analogous to native coho/silver salmon
2005,rainbow_trout,6,0,0,1,high risk analogous to native coho/silver salmon
2005,rainbow_trout,8,0,0,1,high risk analogous to native coho/silver salmon
2005,scallops_nei,2,226,3.5481999999999996,0.55,genus average from global assessment
2005,scallops_nei,4,226,28.1596,0.55,genus average from global assessment
2005,scallops_nei,5,226,0.3164,0.55,genus average from global assessment
2005,scallops_nei,6,226,193.9758,0.55,genus average from global assessment
2006,atlantic_salmon,3,70181,4898.6338000000005,0.1,species in MSI
2006,atlantic_salmon,4,70181,39757.5365,0.1,species in MSI
2006,atlantic_salmon,5,70181,21061.318099999997,0.1,species in MSI
2006,atlantic_salmon,6,70181,4449.4754,0.1,species in MSI
2006,atlantic_salmon,8,70181,14.036200000000001,0.1,species in MSI
2006,blue_mussel,2,252,0,1,species in MSI
2006,blue_mussel,4,252,172.8972,1,species in MSI
2006,blue_mussel,5,252,0,1,species in MSI
2006,blue_mussel,6,252,79.1028,1,species in MSI
2006,chinook_spring_king_salmon,3,0,0,1,high risk analogous to native coho/silver salmon
2006,chinook_spring_king_salmon,4,0,0,1,high risk analogous to native coho/silver salmon
2006,chinook_spring_king_salmon,5,0,0,1,high risk analogous to native coho/silver salmon
2006,chinook_spring_king_salmon,6,0,0,1,high risk analogous to native coho/silver salmon
2006,chinook_spring_king_salmon,8,0,0,1,high risk analogous to native coho/silver salmon
2006,coho_silver_salmon,3,0,0,1,species in MSI
2006,coho_silver_salmon,4,0,0,1,species in MSI
2006,coho_silver_salmon,5,0,0,1,species in MSI
2006,coho_silver_salmon,6,0,0,1,species in MSI
2006,coho_silver_salmon,8,0,0,1,species in MSI
2006,japanese_carpet_shell,2,1707,0,0.925,genus average from global assessment
2006,japanese_carpet_shell,4,1707,18.4356,0.925,genus average from global assessment
2006,japanese_carpet_shell,5,1707,18.6063,0.925,genus average from global assessment
2006,japanese_carpet_shell,6,1707,1669.9580999999998,0.925,genus average from global assessment
2006,pacific_cupped_oyster,2,8212,0,0.1,species in MSI
2006,pacific_cupped_oyster,4,8212,602.7608,0.1,species in MSI
2006,pacific_cupped_oyster,5,8212,149.4584,0.1,species in MSI
2006,pacific_cupped_oyster,6,8212,7459.7807999999995,0.1,species in MSI
2006,rainbow_trout,3,0,0,1,high risk analogous to native coho/silver salmon
2006,rainbow_trout,4,0,0,1,high risk analogous to native coho/silver salmon
2006,rainbow_trout,5,0,0,1,high risk analogous to native coho/silver salmon
2006,rainbow_trout,6,0,0,1,high risk analogous to native coho/silver salmon
2006,rainbow_trout,8,0,0,1,high risk analogous to native coho/silver salmon
2006,scallops_nei,2,46,0.7222,0.55,genus average from global assessment
2006,scallops_nei,4,46,5.7316,0.55,genus average from global assessment
2006,scallops_nei,5,46,0.0644,0.55,genus average from global assessment
2006,scallops_nei,6,46,39.4818,0.55,genus average from global assessment
2007,atlantic_salmon,3,70998,4955.6604,0.1,species in MSI
2007,atlantic_salmon,4,70998,40220.367,0.1,species in MSI
2007,atlantic_salmon,5,70998,21306.499799999998,0.1,species in MSI
2007,atlantic_salmon,6,70998,4501.2732,0.1,species in MSI
2007,atlantic_salmon,8,70998,14.1996,0.1,species in MSI
2007,blue_mussel,2,543,0,1,species in MSI
2007,blue_mussel,4,543,372.5523,1,species in MSI
2007,blue_mussel,5,543,0,1,species in MSI
2007,blue_mussel,6,543,170.4477,1,species in MSI
2007,chinook_spring_king_salmon,3,0,0,1,high risk analogous to native coho/silver salmon
2007,chinook_spring_king_salmon,4,0,0,1,high risk analogous to native coho/silver salmon
2007,chinook_spring_king_salmon,5,0,0,1,high risk analogous to native coho/silver salmon
2007,chinook_spring_king_salmon,6,0,0,1,high risk analogous to native coho/silver salmon
2007,chinook_spring_king_salmon,8,0,0,1,high risk analogous to native coho/silver salmon
2007,coho_silver_salmon,3,0,0,1,species in MSI
2007,coho_silver_salmon,4,0,0,1,species in MSI
2007,coho_silver_salmon,5,0,0,1,species in MSI
2007,coho_silver_salmon,6,0,0,1,species in MSI
2007,coho_silver_salmon,8,0,0,1,species in MSI
2007,japanese_carpet_shell,2,1658,0,0.925,genus average from global assessment
2007,japanese_carpet_shell,4,1658,17.9064,0.925,genus average from global assessment
2007,japanese_carpet_shell,5,1658,18.0722,0.925,genus average from global assessment
2007,japanese_carpet_shell,6,1658,1622.0213999999999,0.925,genus average from global assessment
2007,pacific_cupped_oyster,2,7493,0,0.1,species in MSI
2007,pacific_cupped_oyster,4,7493,549.9862,0.1,species in MSI
2007,pacific_cupped_oyster,5,7493,136.3726,0.1,species in MSI
2007,pacific_cupped_oyster,6,7493,6806.6412,0.1,species in MSI
2007,rainbow_trout,3,0,0,1,high risk analogous to native coho/silver salmon
2007,rainbow_trout,4,0,0,1,high risk analogous to native coho/silver salmon
2007,rainbow_trout,5,0,0,1,high risk analogous to native coho/silver salmon
2007,rainbow_trout,6,0,0,1,high risk analogous to native coho/silver salmon
2007,rainbow_trout,8,0,0,1,high risk analogous to native coho/silver salmon
2007,scallops_nei,2,157,2.4648999999999996,0.55,genus average from global assessment
2007,scallops_nei,4,157,19.5622,0.55,genus average from global assessment
2007,scallops_nei,5,157,0.2198,0.55,genus average from global assessment
2007,scallops_nei,6,157,134.7531,0.55,genus average from global assessment
2008,atlantic_salmon,3,73265,5113.897,0.1,species in MSI
2008,atlantic_salmon,4,73265,41504.6225,0.1,species in MSI
2008,atlantic_salmon,5,73265,21986.8265,0.1,species in MSI
2008,atlantic_salmon,6,73265,4645.001,0.1,species in MSI
2008,atlantic_salmon,8,73265,14.653,0.1,species in MSI
2008,blue_mussel,2,285,0,1,species in MSI
2008,blue_mussel,4,285,195.5385,1,species in MSI
2008,blue_mussel,5,285,0,1,species in MSI
2008,blue_mussel,6,285,89.4615,1,species in MSI
2008,chinook_spring_king_salmon,3,0,0,1,high risk analogous to native coho/silver salmon
2008,chinook_spring_king_salmon,4,0,0,1,high risk analogous to native coho/silver salmon
2008,chinook_spring_king_salmon,5,0,0,1,high risk analogous to native coho/silver salmon
2008,chinook_spring_king_salmon,6,0,0,1,high risk analogous to native coho/silver salmon
2008,chinook_spring_king_salmon,8,0,0,1,high risk analogous to native coho/silver salmon
2008,coho_silver_salmon,3,0,0,1,species in MSI
2008,coho_silver_salmon,4,0,0,1,species in MSI
2008,coho_silver_salmon,5,0,0,1,species in MSI
2008,coho_silver_salmon,6,0,0,1,species in MSI
2008,coho_silver_salmon,8,0,0,1,species in MSI
2008,japanese_carpet_shell,2,1305,0,0.925,genus average from global assessment
2008,japanese_carpet_shell,4,1305,14.094000000000001,0.925,genus average from global assessment
2008,japanese_carpet_shell,5,1305,14.2245,0.925,genus average from global assessment
2008,japanese_carpet_shell,6,1305,1276.6815,0.925,genus average from global assessment
2008,pacific_cupped_oyster,2,5670,0,0.1,species in MSI
2008,pacific_cupped_oyster,4,5670,416.17800000000005,0.1,species in MSI
2008,pacific_cupped_oyster,5,5670,103.194,0.1,species in MSI
2008,pacific_cupped_oyster,6,5670,5150.628,0.1,species in MSI
2008,rainbow_trout,3,0,0,1,high risk analogous to native coho/silver salmon
2008,rainbow_trout,4,0,0,1,high risk analogous to native coho/silver salmon
2008,rainbow_trout,5,0,0,1,high risk analogous to native coho/silver salmon
2008,rainbow_trout,6,0,0,1,high risk analogous to native coho/silver salmon
2008,rainbow_trout,8,0,0,1,high risk analogous to native coho/silver salmon
2008,scallops_nei,2,276,4.3332,0.55,genus average from global assessment
2008,scallops_nei,4,276,34.3896,0.55,genus average from global assessment
2008,scallops_nei,5,276,0.3864,0.55,genus average from global assessment
2008,scallops_nei,6,276,236.89079999999998,0.55,genus average from global assessment
2009,atlantic_salmon,3,68662,4792.6076,0.1,species in MSI
2009,atlantic_salmon,4,68662,38897.023,0.1,species in MSI
2009,atlantic_salmon,5,68662,20605.4662,0.1,species in MSI
2009,atlantic_salmon,6,68662,4353.1708,0.1,species in MSI
2009,atlantic_salmon,8,68662,13.7324,0.1,species in MSI
2009,blue_mussel,2,312,0,1,species in MSI
2009,blue_mussel,4,312,214.06320000000002,1,species in MSI
2009,blue_mussel,5,312,0,1,species in MSI
2009,blue_mussel,6,312,97.9368,1,species in MSI
2009,chinook_spring_king_salmon,3,0,0,1,high risk analogous to native coho/silver salmon
2009,chinook_spring_king_salmon,4,0,0,1,high risk analogous to native coho/silver salmon
2009,chinook_spring_king_salmon,5,0,0,1,high risk analogous to native coho/silver salmon
2009,chinook_spring_king_salmon,6,0,0,1,high risk analogous to native coho/silver salmon
2009,chinook_spring_king_salmon,8,0,0,1,high risk analogous to native coho/silver salmon
2009,coho_silver_salmon,3,0,0,1,species in MSI
2009,coho_silver_salmon,4,0,0,1,species in MSI
2009,coho_silver_salmon,5,0,0,1,species in MSI
2009,coho_silver_salmon,6,0,0,1,species in MSI
2009,coho_silver_salmon,8,0,0,1,species in MSI
2009,japanese_carpet_shell,2,1359,0,0.925,genus average from global assessment
2009,japanese_carpet_shell,4,1359,14.677200000000001,0.925,genus average from global assessment
2009,japanese_carpet_shell,5,1359,14.8131,0.925,genus average from global assessment
2009,japanese_carpet_shell,6,1359,1329.5096999999998,0.925,genus average from global assessment
2009,pacific_cupped_oyster,2,5735,0,0.1,species in MSI
2009,pacific_cupped_oyster,4,5735,420.949,0.1,species in MSI
2009,pacific_cupped_oyster,5,5735,104.37700000000001,0.1,species in MSI
2009,pacific_cupped_oyster,6,5735,5209.674,0.1,species in MSI
2009,rainbow_trout,3,0,0,1,high risk analogous to native coho/silver salmon
2009,rainbow_trout,4,0,0,1,high risk analogous to native coho/silver salmon
2009,rainbow_trout,5,0,0,1,high risk analogous to native coho/silver salmon
2009,rainbow_trout,6,0,0,1,high risk analogous to native coho/silver salmon
2009,rainbow_trout,8,0,0,1,high risk analogous to native coho/silver salmon
2009,scallops_nei,2,385,6.044499999999999,0.55,genus average from global assessment
2009,scallops_nei,4,385,47.971000000000004,0.55,genus average from global assessment
2009,scallops_nei,5,385,0.539,0.55,genus average from global assessment
2009,scallops_nei,6,385,330.4455,0.55,genus average from global assessment
2010,atlantic_salmon,3,70831,4944.0038,0.1,species in MSI
2010,atlantic_salmon,4,70831,40125.7615,0.1,species in MSI
2010,atlantic_salmon,5,70831,21256.3831,0.1,species in MSI
2010,atlantic_salmon,6,70831,4490.6854,0.1,species in MSI
2010,atlantic_salmon,8,70831,14.1662,0.1,species in MSI
2010,blue_mussel,2,364,0,1,species in MSI
2010,blue_mussel,4,364,249.74040000000002,1,species in MSI
2010,blue_mussel,5,364,0,1,species in MSI
2010,blue_mussel,6,364,114.2596,1,species in MSI
2010,chinook_spring_king_salmon,3,0,0,1,high risk analogous to native coho/silver salmon
2010,chinook_spring_king_salmon,4,0,0,1,high risk analogous to native coho/silver salmon
2010,chinook_spring_king_salmon,5,0,0,1,high risk analogous to native coho/silver salmon
2010,chinook_spring_king_salmon,6,0,0,1,high risk analogous to native coho/silver salmon
2010,chinook_spring_king_salmon,8,0,0,1,high risk analogous to native coho/silver salmon
2010,coho_silver_salmon,3,0,0,1,species in MSI
2010,coho_silver_salmon,4,0,0,1,species in MSI
2010,coho_silver_salmon,5,0,0,1,species in MSI
2010,coho_silver_salmon,6,0,0,1,species in MSI
2010,coho_silver_salmon,8,0,0,1,species in MSI
2010,japanese_carpet_shell,2,1485,0,0.925,genus average from global assessment
2010,japanese_carpet_shell,4,1485,16.038,0.925,genus average from global assessment
2010,japanese_carpet_shell,5,1485,16.1865,0.925,genus average from global assessment
2010,japanese_carpet_shell,6,1485,1452.7755,0.925,genus average from global assessment
2010,pacific_cupped_oyster,2,7550,0,0.1,species in MSI
2010,pacific_cupped_oyster,4,7550,554.1700000000001,0.1,species in MSI
2010,pacific_cupped_oyster,5,7550,137.41,0.1,species in MSI
2010,pacific_cupped_oyster,6,7550,6858.42,0.1,species in MSI
2010,rainbow_trout,3,0,0,1,high risk analogous to native coho/silver salmon
2010,rainbow_trout,4,0,0,1,high risk analogous to native coho/silver salmon
2010,rainbow_trout,5,0,0,1,high risk analogous to native coho/silver salmon
2010,rainbow_trout,6,0,0,1,high risk analogous to native coho/silver salmon
2010,rainbow_trout,8,0,0,1,high risk analogous to native coho/silver salmon
2010,scallops_nei,2,695,10.911499999999998,0.55,genus average from global assessment
2010,scallops_nei,4,695,86.59700000000001,0.55,genus average from global assessment
2010,scallops_nei,5,695,0.973,0.55,genus average from global assessment
2010,scallops_nei,6,695,596.5185,0.55,genus average from global assessment
2011,atlantic_salmon,3,83144,5803.4512,0.1,species in MSI
2011,atlantic_salmon,4,83144,47101.076,0.1,species in MSI
2011,atlantic_salmon,5,83144,24951.514399999996,0.1,species in MSI
2011,atlantic_salmon,6,83144,5271.3296,0.1,species in MSI
2011,atlantic_salmon,8,83144,16.628800000000002,0.1,species in MSI
2011,blue_mussel,2,288,0,1,species in MSI
2011,blue_mussel,4,288,197.5968,1,species in MSI
2011,blue_mussel,5,288,0,1,species in MSI
2011,blue_mussel,6,288,90.4032,1,species in MSI
2011,chinook_spring_king_salmon,3,0,0,1,high risk analogous to native coho/silver salmon
2011,chinook_spring_king_salmon,4,0,0,1,high risk analogous to native coho/silver salmon
2011,chinook_spring_king_salmon,5,0,0,1,high risk analogous to native coho/silver salmon
2011,chinook_spring_king_salmon,6,0,0,1,high risk analogous to native coho/silver salmon
2011,chinook_spring_king_salmon,8,0,0,1,high risk analogous to native coho/silver salmon
2011,coho_silver_salmon,3,0,0,1,species in MSI
2011,coho_silver_salmon,4,0,0,1,species in MSI
2011,coho_silver_salmon,5,0,0,1,species in MSI
2011,coho_silver_salmon,6,0,0,1,species in MSI
2011,coho_silver_salmon,8,0,0,1,species in MSI
2011,japanese_carpet_shell,2,1172,0,0.925,genus average from global assessment
2011,japanese_carpet_shell,4,1172,12.6576,0.925,genus average from global assessment
2011,japanese_carpet_shell,5,1172,12.7748,0.925,genus average from global assessment
2011,japanese_carpet_shell,6,1172,1146.5675999999999,0.925,genus average from global assessment
2011,pacific_cupped_oyster,2,6242,0,0.1,species in MSI
2011,pacific_cupped_oyster,4,6242,458.16280000000006,0.1,species in MSI
