year,species,rgn_id,tot_harvest,rgn_harvest,genetic_escapees,whence
1960,pacific_cupped_oyster,4,2300,168.82000000000002,0.1,species in MSI
1960,pacific_cupped_oyster,5,2300,41.86,0.1,species in MSI
1960,pacific_cupped_oyster,6,2300,2089.32,0.1,species in MSI
1960,rainbow_trout,3,100,0,1,high risk analogous to native coho/silver salmon
1960,rainbow_trout,4,100,0.44,1,high risk analogous to native coho/silver salmon
1960,rainbow_trout,5,100,52.800000000000004,1,high risk analogous to native coho/silver salmon
1960,rainbow_trout,6,100,46.760000000000005,1,high risk analogous to native coho/silver salmon
1960,rainbow_trout,8,100,0,1,high risk analogous to native coho/silver salmon
1961,pacific_cupped_oyster,2,2300,0,0.1,species in MSI
1961,pacific_cupped_oyster,4,2300,168.82000000000002,0.1,species in MSI
1961,pacific_cupped_oyster,5,2300,41.86,0.1,species in MSI
1961,pacific_cupped_oyster,6,2300,2089.32,0.1,species in MSI
1961,rainbow_trout,3,100,0,1,high risk analogous to native coho/silver salmon
1961,rainbow_trout,4,100,0.44,1,high risk analogous to native coho/silver salmon
1961,rainbow_trout,5,100,52.800000000000004,1,high risk analogous to native coho/silver salmon
1961,rainbow_trout,6,100,46.760000000000005,1,high risk analogous to native coho/silver salmon
1961,rainbow_trout,8,100,0,1,high risk analogous to native coho/silver salmon
1962,pacific_cupped_oyster,2,2400,0,0.1,species in MSI
1962,pacific_cupped_oyster,4,2400,176.16000000000003,0.1,species in MSI
1962,pacific_cupped_oyster,5,2400,43.68,0.1,species in MSI
1962,pacific_cupped_oyster,6,2400,2180.16,0.1,species in MSI
1962,rainbow_trout,3,100,0,1,high risk analogous to native coho/silver salmon
1962,rainbow_trout,4,100,0.44,1,high risk analogous to native coho/silver salmon
1962,rainbow_trout,5,100,52.800000000000004,1,high risk analogous to native coho/silver salmon
1962,rainbow_trout,6,100,46.760000000000005,1,high risk analogous to native coho/silver salmon
1962,rainbow_trout,8,100,0,1,high risk analogous to native coho/silver salmon
1963,pacific_cupped_oyster,2,2500,0,0.1,species in MSI
1963,pacific_cupped_oyster,4,2500,183.50000000000003,0.1,species in MSI
1963,pacific_cupped_oyster,5,2500,45.5,0.1,species in MSI
1963,pacific_cupped_oyster,6,2500,2271,0.1,species in MSI
1963,rainbow_trout,3,100,0,1,high risk analogous to native coho/silver salmon
1963,rainbow_trout,4,100,0.44,1,high risk analogous to native coho/silver salmon
1963,rainbow_trout,5,100,52.800000000000004,1,high risk analogous to native coho/silver salmon
1963,rainbow_trout,6,100,46.760000000000005,1,high risk analogous to native coho/silver salmon
1963,rainbow_trout,8,100,0,1,high risk analogous to native coho/silver salmon
1964,pacific_cupped_oyster,2,2500,0,0.1,species in MSI
1964,pacific_cupped_oyster,4,2500,183.50000000000003,0.1,species in MSI
1964,pacific_cupped_oyster,5,2500,45.5,0.1,species in MSI
1964,pacific_cupped_oyster,6,2500,2271,0.1,species in MSI
1964,rainbow_trout,3,100,0,1,high risk analogous to native coho/silver salmon
1964,rainbow_trout,4,100,0.44,1,high risk analogous to native coho/silver salmon
1964,rainbow_trout,5,100,52.800000000000004,1,high risk analogous to native coho/silver salmon
1964,rainbow_trout,6,100,46.760000000000005,1,high risk analogous to native coho/silver salmon
1964,rainbow_trout,8,100,0,1,high risk analogous to native coho/silver salmon
1965,pacific_cupped_oyster,2,2500,0,0.1,species in MSI
1965,pacific_cupped_oyster,4,2500,183.50000000000003,0.1,species in MSI
1965,pacific_cupped_oyster,5,2500,45.5,0.1,species in MSI
1965,pacific_cupped_oyster,6,2500,2271,0.1,species in MSI
1965,rainbow_trout,3,100,0,1,high risk analogous to native coho/silver salmon
1965,rainbow_trout,4,100,0.44,1,high risk analogous to native coho/silver salmon
1965,rainbow_trout,5,100,52.800000000000004,1,high risk analogous to native coho/silver salmon
1965,rainbow_trout,6,100,46.760000000000005,1,high risk analogous to native coho/silver salmon
1965,rainbow_trout,8,100,0,1,high risk analogous to native coho/silver salmon
1966,pacific_cupped_oyster,2,2500,0,0.1,species in MSI
1966,pacific_cupped_oyster,4,2500,183.50000000000003,0.1,species in MSI
1966,pacific_cupped_oyster,5,2500,45.5,0.1,species in MSI
1966,pacific_cupped_oyster,6,2500,2271,0.1,species in MSI
1966,rainbow_trout,3,100,0,1,high risk analogous to native coho/silver salmon
1966,rainbow_trout,4,100,0.44,1,high risk analogous to native coho/silver salmon
1966,rainbow_trout,5,100,52.800000000000004,1,high risk analogous to native coho/silver salmon
1966,rainbow_trout,6,100,46.760000000000005,1,high risk analogous to native coho/silver salmon
1966,rainbow_trout,8,100,0,1,high risk analogous to native coho/silver salmon
1967,pacific_cupped_oyster,2,2500,0,0.1,species in MSI
1967,pacific_cupped_oyster,4,2500,183.50000000000003,0.1,species in MSI
1967,pacific_cupped_oyster,5,2500,45.5,0.1,species in MSI
1967,pacific_cupped_oyster,6,2500,2271,0.1,species in MSI
1967,rainbow_trout,3,100,0,1,high risk analogous to native coho/silver salmon
1967,rainbow_trout,4,100,0.44,1,high risk analogous to native coho/silver salmon
1967,rainbow_trout,5,100,52.800000000000004,1,high risk analogous to native coho/silver salmon
1967,rainbow_trout,6,100,46.760000000000005,1,high risk analogous to native coho/silver salmon
1967,rainbow_trout,8,100,0,1,high risk analogous to native coho/silver salmon
1968,pacific_cupped_oyster,2,2600,0,0.1,species in MSI
1968,pacific_cupped_oyster,4,2600,190.84000000000003,0.1,species in MSI
1968,pacific_cupped_oyster,5,2600,47.32,0.1,species in MSI
1968,pacific_cupped_oyster,6,2600,2361.84,0.1,species in MSI
1968,rainbow_trout,3,100,0,1,high risk analogous to native coho/silver salmon
1968,rainbow_trout,4,100,0.44,1,high risk analogous to native coho/silver salmon
1968,rainbow_trout,5,100,52.800000000000004,1,high risk analogous to native coho/silver salmon
1968,rainbow_trout,6,100,46.760000000000005,1,high risk analogous to native coho/silver salmon
1968,rainbow_trout,8,100,0,1,high risk analogous to native coho/silver salmon
1969,pacific_cupped_oyster,2,2600,0,0.1,species in MSI
1969,pacific_cupped_oyster,4,2600,190.84000000000003,0.1,species in MSI
1969,pacific_cupped_oyster,5,2600,47.32,0.1,species in MSI
1969,pacific_cupped_oyster,6,2600,2361.84,0.1,species in MSI
1969,rainbow_trout,3,100,0,1,high risk analogous to native coho/silver salmon
1969,rainbow_trout,4,100,0.44,1,high risk analogous to native coho/silver salmon
1969,rainbow_trout,5,100,52.800000000000004,1,high risk analogous to native coho/silver salmon
1969,rainbow_trout,6,100,46.760000000000005,1,high risk analogous to native coho/silver salmon
1969,rainbow_trout,8,100,0,1,high risk analogous to native coho/silver salmon
1970,pacific_cupped_oyster,2,2700,0,0.1,species in MSI
1970,pacific_cupped_oyster,4,2700,198.18,0.1,species in MSI
1970,pacific_cupped_oyster,5,2700,49.14,0.1,species in MSI
1970,pacific_cupped_oyster,6,2700,2452.68,0.1,species in MSI
1970,rainbow_trout,3,100,0,1,high risk analogous to native coho/silver salmon
1970,rainbow_trout,4,100,0.44,1,high risk analogous to native coho/silver salmon
1970,rainbow_trout,5,100,52.800000000000004,1,high risk analogous to native coho/silver salmon
1970,rainbow_trout,6,100,46.760000000000005,1,high risk analogous to native coho/silver salmon
1970,rainbow_trout,8,100,0,1,high risk analogous to native coho/silver salmon
1971,pacific_cupped_oyster,2,2900,0,0.1,species in MSI
1971,pacific_cupped_oyster,4,2900,212.86,0.1,species in MSI
1971,pacific_cupped_oyster,5,2900,52.78,0.1,species in MSI
1971,pacific_cupped_oyster,6,2900,2634.36,0.1,species in MSI
1971,rainbow_trout,3,100,0,1,high risk analogous to native coho/silver salmon
1971,rainbow_trout,4,100,0.44,1,high risk analogous to native coho/silver salmon
1971,rainbow_trout,5,100,52.800000000000004,1,high risk analogous to native coho/silver salmon
1971,rainbow_trout,6,100,46.760000000000005,1,high risk analogous to native coho/silver salmon
1971,rainbow_trout,8,100,0,1,high risk analogous to native coho/silver salmon
1972,pacific_cupped_oyster,2,3700,0,0.1,species in MSI
1972,pacific_cupped_oyster,4,3700,271.58000000000004,0.1,species in MSI
1972,pacific_cupped_oyster,5,3700,67.34,0.1,species in MSI
1972,pacific_cupped_oyster,6,3700,3361.08,0.1,species in MSI
1972,rainbow_trout,3,100,0,1,high risk analogous to native coho/silver salmon
1972,rainbow_trout,4,100,0.44,1,high risk analogous to native coho/silver salmon
1972,rainbow_trout,5,100,52.800000000000004,1,high risk analogous to native coho/silver salmon
1972,rainbow_trout,6,100,46.760000000000005,1,high risk analogous to native coho/silver salmon
1972,rainbow_trout,8,100,0,1,high risk analogous to native coho/silver salmon
1973,pacific_cupped_oyster,2,4500,0,0.1,species in MSI
1973,pacific_cupped_oyster,4,4500,330.3,0.1,species in MSI
1973,pacific_cupped_oyster,5,4500,81.9,0.1,species in MSI
1973,pacific_cupped_oyster,6,4500,4087.7999999999997,0.1,species in MSI
1973,rainbow_trout,3,100,0,1,high risk analogous to native coho/silver salmon
1973,rainbow_trout,4,100,0.44,1,high risk analogous to native coho/silver salmon
1973,rainbow_trout,5,100,52.800000000000004,1,high risk analogous to native coho/silver salmon
1973,rainbow_trout,6,100,46.760000000000005,1,high risk analogous to native coho/silver salmon
1973,rainbow_trout,8,100,0,1,high risk analogous to native coho/silver salmon
1974,pacific_cupped_oyster,2,3676,0,0.1,species in MSI
1974,pacific_cupped_oyster,4,3676,269.81840000000005,0.1,species in MSI
1974,pacific_cupped_oyster,5,3676,66.9032,0.1,species in MSI
1974,pacific_cupped_oyster,6,3676,3339.2784,0.1,species in MSI
1974,rainbow_trout,3,49,0,1,high risk analogous to native coho/silver salmon
1974,rainbow_trout,4,49,0.21560000000000001,1,high risk analogous to native coho/silver salmon
1974,rainbow_trout,5,49,25.872,1,high risk analogous to native coho/silver salmon
1974,rainbow_trout,6,49,22.9124,1,high risk analogous to native coho/silver salmon
1974,rainbow_trout,8,49,0,1,high risk analogous to native coho/silver salmon
1975,pacific_cupped_oyster,2,3036,0,0.1,species in MSI
1975,pacific_cupped_oyster,4,3036,222.84240000000003,0.1,species in MSI
1975,pacific_cupped_oyster,5,3036,55.2552,0.1,species in MSI
1975,pacific_cupped_oyster,6,3036,2757.9024,0.1,species in MSI
1975,rainbow_trout,3,49,0,1,high risk analogous to native coho/silver salmon
1975,rainbow_trout,4,49,0.21560000000000001,1,high risk analogous to native coho/silver salmon
1975,rainbow_trout,5,49,25.872,1,high risk analogous to native coho/silver salmon
1975,rainbow_trout,6,49,22.9124,1,high risk analogous to native coho/silver salmon
1975,rainbow_trout,8,49,0,1,high risk analogous to native coho/silver salmon
1976,pacific_cupped_oyster,2,3036,0,0.1,species in MSI
1976,pacific_cupped_oyster,4,3036,222.84240000000003,0.1,species in MSI
1976,pacific_cupped_oyster,5,3036,55.2552,0.1,species in MSI
1976,pacific_cupped_oyster,6,3036,2757.9024,0.1,species in MSI
1976,rainbow_trout,3,47,0,1,high risk analogous to native coho/silver salmon
1976,rainbow_trout,4,47,0.2068,1,high risk analogous to native coho/silver salmon
1976,rainbow_trout,5,47,24.816000000000003,1,high risk analogous to native coho/silver salmon
1976,rainbow_trout,6,47,21.9772,1,high risk analogous to native coho/silver salmon
1976,rainbow_trout,8,47,0,1,high risk analogous to native coho/silver salmon
1977,pacific_cupped_oyster,2,2998,0,0.1,species in MSI
1977,pacific_cupped_oyster,4,2998,220.05320000000003,0.1,species in MSI
1977,pacific_cupped_oyster,5,2998,54.5636,0.1,species in MSI
1977,pacific_cupped_oyster,6,2998,2723.3831999999998,0.1,species in MSI
1977,rainbow_trout,3,60,0,1,high risk analogous to native coho/silver salmon
1977,rainbow_trout,4,60,0.264,1,high risk analogous to native coho/silver salmon
1977,rainbow_trout,5,60,31.68,1,high risk analogous to native coho/silver salmon
1977,rainbow_trout,6,60,28.056,1,high risk analogous to native coho/silver salmon
1977,rainbow_trout,8,60,0,1,high risk analogous to native coho/silver salmon
1978,pacific_cupped_oyster,2,2793,0,0.1,species in MSI
1978,pacific_cupped_oyster,4,2793,205.0062,0.1,species in MSI
1978,pacific_cupped_oyster,5,2793,50.8326,0.1,species in MSI
1978,pacific_cupped_oyster,6,2793,2537.1612,0.1,species in MSI
1978,rainbow_trout,3,58,0,1,high risk analogous to native coho/silver salmon
1978,rainbow_trout,4,58,0.25520000000000004,1,high risk analogous to native coho/silver salmon
1978,rainbow_trout,5,58,30.624000000000002,1,high risk analogous to native coho/silver salmon
1978,rainbow_trout,6,58,27.120800000000003,1,high risk analogous to native coho/silver salmon
1978,rainbow_trout,8,58,0,1,high risk analogous to native coho/silver salmon
1979,pacific_cupped_oyster,2,2231,0,0.1,species in MSI
1979,pacific_cupped_oyster,4,2231,163.7554,0.1,species in MSI
1979,pacific_cupped_oyster,5,2231,40.6042,0.1,species in MSI
1979,pacific_cupped_oyster,6,2231,2026.6404,0.1,species in MSI
1979,rainbow_trout,3,48,0,1,high risk analogous to native coho/silver salmon
1979,rainbow_trout,4,48,0.2112,1,high risk analogous to native coho/silver salmon
1979,rainbow_trout,5,48,25.344,1,high risk analogous to native coho/silver salmon
1979,rainbow_trout,6,48,22.4448,1,high risk analogous to native coho/silver salmon
1979,rainbow_trout,8,48,0,1,high risk analogous to native coho/silver salmon
1980,pacific_cupped_oyster,2,1922,0,0.1,species in MSI
1980,pacific_cupped_oyster,4,1922,141.0748,0.1,species in MSI
1980,pacific_cupped_oyster,5,1922,34.9804,0.1,species in MSI
1980,pacific_cupped_oyster,6,1922,1745.9448,0.1,species in MSI
1980,rainbow_trout,3,130,0,1,high risk analogous to native coho/silver salmon
1980,rainbow_trout,4,130,0.5720000000000001,1,high risk analogous to native coho/silver salmon
1980,rainbow_trout,5,130,68.64,1,high risk analogous to native coho/silver salmon
1980,rainbow_trout,6,130,60.788000000000004,1,high risk analogous to native coho/silver salmon
1980,rainbow_trout,8,130,0,1,high risk analogous to native coho/silver salmon
1981,pacific_cupped_oyster,2,2409,0,0.1,species in MSI
1981,pacific_cupped_oyster,4,2409,176.8206,0.1,species in MSI
1981,pacific_cupped_oyster,5,2409,43.8438,0.1,species in MSI
1981,pacific_cupped_oyster,6,2409,2188.3356,0.1,species in MSI
1981,rainbow_trout,3,100,0,1,high risk analogous to native coho/silver salmon
1981,rainbow_trout,4,100,0.44,1,high risk analogous to native coho/silver salmon
1981,rainbow_trout,5,100,52.800000000000004,1,high risk analogous to native coho/silver salmon
1981,rainbow_trout,6,100,46.760000000000005,1,high risk analogous to native coho/silver salmon
1981,rainbow_trout,8,100,0,1,high risk analogous to native coho/silver salmon
1982,pacific_cupped_oyster,2,1579,0,0.1,species in MSI
1982,pacific_cupped_oyster,4,1579,115.89860000000002,0.1,species in MSI
1982,pacific_cupped_oyster,5,1579,28.7378,0.1,species in MSI
1982,pacific_cupped_oyster,6,1579,1434.3636,0.1,species in MSI
1982,rainbow_trout,3,130,0,1,high risk analogous to native coho/silver salmon
1982,rainbow_trout,4,130,0.5720000000000001,1,high risk analogous to native coho/silver salmon
1982,rainbow_trout,5,130,68.64,1,high risk analogous to native coho/silver salmon
1982,rainbow_trout,6,130,60.788000000000004,1,high risk analogous to native coho/silver salmon
1982,rainbow_trout,8,130,0,1,high risk analogous to native coho/silver salmon
1983,pacific_cupped_oyster,2,2453,0,0.1,species in MSI
1983,pacific_cupped_oyster,4,2453,180.05020000000002,0.1,species in MSI
1983,pacific_cupped_oyster,5,2453,44.644600000000004,0.1,species in MSI
1983,pacific_cupped_oyster,6,2453,2228.3052,0.1,species in MSI
1983,rainbow_trout,3,60,0,1,high risk analogous to native coho/silver salmon
1983,rainbow_trout,4,60,0.264,1,high risk analogous to native coho/silver salmon
1983,rainbow_trout,5,60,31.68,1,high risk analogous to native coho/silver salmon
1983,rainbow_trout,6,60,28.056,1,high risk analogous to native coho/silver salmon
1983,rainbow_trout,8,60,0,1,high risk analogous to native coho/silver salmon
1984,chinook_spring_king_salmon,3,43,0,1,high risk analogous to native coho/silver salmon
1984,chinook_spring_king_salmon,4,43,0.3139,1,high risk analogous to native coho/silver salmon
1984,chinook_spring_king_salmon,5,43,37.1692,1,high risk analogous to native coho/silver salmon
1984,chinook_spring_king_salmon,6,43,5.5169,1,high risk analogous to native coho/silver salmon
1984,chinook_spring_king_salmon,8,43,0,1,high risk analogous to native coho/silver salmon
1984,coho_silver_salmon,3,64,0,1,species in MSI
1984,coho_silver_salmon,4,64,0,1,species in MSI
1984,coho_silver_salmon,5,64,0,1,species in MSI
1984,coho_silver_salmon,6,64,64,1,species in MSI
1984,coho_silver_salmon,8,64,0,1,species in MSI
1984,pacific_cupped_oyster,2,2897,0,0.1,species in MSI
1984,pacific_cupped_oyster,4,2897,212.6398,0.1,species in MSI
1984,pacific_cupped_oyster,5,2897,52.7254,0.1,species in MSI
1984,pacific_cupped_oyster,6,2897,2631.6348,0.1,species in MSI
1984,rainbow_trout,3,193,0,1,high risk analogous to native coho/silver salmon
1984,rainbow_trout,4,193,0.8492000000000001,1,high risk analogous to native coho/silver salmon
1984,rainbow_trout,5,193,101.90400000000001,1,high risk analogous to native coho/silver salmon
1984,rainbow_trout,6,193,90.24680000000001,1,high risk analogous to native coho/silver salmon
1984,rainbow_trout,8,193,0,1,high risk analogous to native coho/silver salmon
1985,chinook_spring_king_salmon,3,54,0,1,high risk analogous to native coho/silver salmon
1985,chinook_spring_king_salmon,4,54,0.3942,1,high risk analogous to native coho/silver salmon
1985,chinook_spring_king_salmon,5,54,46.6776,1,high risk analogous to native coho/silver salmon
1985,chinook_spring_king_salmon,6,54,6.9281999999999995,1,high risk analogous to native coho/silver salmon
1985,chinook_spring_king_salmon,8,54,0,1,high risk analogous to native coho/silver salmon
1985,coho_silver_salmon,3,66,0,1,species in MSI
1985,coho_silver_salmon,4,66,0,1,species in MSI
1985,coho_silver_salmon,5,66,0,1,species in MSI
1985,coho_silver_salmon,6,66,66,1,species in MSI
1985,coho_silver_salmon,8,66,0,1,species in MSI
1985,pacific_cupped_oyster,2,3420,0,0.1,species in MSI
1985,pacific_cupped_oyster,4,3420,251.02800000000002,0.1,species in MSI
1985,pacific_cupped_oyster,5,3420,62.244,0.1,species in MSI
1985,pacific_cupped_oyster,6,3420,3106.728,0.1,species in MSI
1985,rainbow_trout,3,200,0,1,high risk analogous to native coho/silver salmon
1985,rainbow_trout,4,200,0.88,1,high risk analogous to native coho/silver salmon
1985,rainbow_trout,5,200,105.60000000000001,1,high risk analogous to native coho/silver salmon
1985,rainbow_trout,6,200,93.52000000000001,1,high risk analogous to native coho/silver salmon
1985,rainbow_trout,8,200,0,1,high risk analogous to native coho/silver salmon
1986,chinook_spring_king_salmon,3,87,0,1,high risk analogous to native coho/silver salmon
1986,chinook_spring_king_salmon,4,87,0.6351,1,high risk analogous to native coho/silver salmon
1986,chinook_spring_king_salmon,5,87,75.2028,1,high risk analogous to native coho/silver salmon
1986,chinook_spring_king_salmon,6,87,11.1621,1,high risk analogous to native coho/silver salmon
1986,chinook_spring_king_salmon,8,87,0,1,high risk analogous to native coho/silver salmon
1986,coho_silver_salmon,3,304,0,1,species in MSI
1986,coho_silver_salmon,4,304,0,1,species in MSI
1986,coho_silver_salmon,5,304,0,1,species in MSI
1986,coho_silver_salmon,6,304,304,1,species in MSI
1986,coho_silver_salmon,8,304,0,1,species in MSI
1986,japanese_carpet_shell,2,7,0,0.925,genus average from global assessment
1986,japanese_carpet_shell,4,7,0.0756,0.925,genus average from global assessment
1986,japanese_carpet_shell,5,7,0.0763,0.925,genus average from global assessment
1986,japanese_carpet_shell,6,7,6.8481,0.925,genus average from global assessment
1986,pacific_cupped_oyster,2,2864,0,0.1,species in MSI
1986,pacific_cupped_oyster,4,2864,210.21760000000003,0.1,species in MSI
1986,pacific_cupped_oyster,5,2864,52.1248,0.1,species in MSI
1986,pacific_cupped_oyster,6,2864,2601.6576,0.1,species in MSI
1986,rainbow_trout,3,9,0,1,high risk analogous to native coho/silver salmon
1986,rainbow_trout,4,9,0.0396,1,high risk analogous to native coho/silver salmon
1986,rainbow_trout,5,9,4.752000000000001,1,high risk analogous to native coho/silver salmon
1986,rainbow_trout,6,9,4.2084,1,high risk analogous to native coho/silver salmon
1986,rainbow_trout,8,9,0,1,high risk analogous to native coho/silver salmon
1987,atlantic_salmon,3,3,0.2094,0.1,species in MSI
1987,atlantic_salmon,4,3,1.6995,0.1,species in MSI
1987,atlantic_salmon,5,3,0.9002999999999999,0.1,species in MSI
1987,atlantic_salmon,6,3,0.19019999999999998,0.1,species in MSI
1987,atlantic_salmon,8,3,6.000000000000001e-4,0.1,species in MSI
1987,chinook_spring_king_salmon,3,949,0,1,high risk analogous to native coho/silver salmon
1987,chinook_spring_king_salmon,4,949,6.9277,1,high risk analogous to native coho/silver salmon
1987,chinook_spring_king_salmon,5,949,820.3155999999999,1,high risk analogous to native coho/silver salmon
1987,chinook_spring_king_salmon,6,949,121.7567,1,high risk analogous to native coho/silver salmon
1987,chinook_spring_king_salmon,8,949,0,1,high risk analogous to native coho/silver salmon
1987,coho_silver_salmon,3,790,0,1,species in MSI
