MR.Occur.ID,Within.geo.of.reference,Species.ID,Ecoregion.code,Occur.ref
97,Yes,284,20202,"Ref006, Ref009"
98,Yes,284,25196,"Ref006, Ref009"
99,Yes,284,20197,"Ref006, Ref009"
100,Yes,284,25199,"Ref006, Ref009"
101,Yes,284,20200,"Ref006, Ref009"
102,Yes,629,20070,Ref005
103,Yes,629,20043,Ref005
104,Yes,629,25042,Ref005
105,Yes,285,20209,Ref006
106,Yes,285,20207,Ref006
107,Yes,285,20205,Ref006
108,Yes,285,20204,Ref006
109,Yes,285,20206,Ref006
110,Yes,373,25152,Ref009
111,Yes,371,25152,Ref009
112,Yes,261,20030,"Ref009, Ref002"
113,Yes,261,20029,Ref009
114,Yes,261,25035,"Ref009, Ref002"
115,Yes,261,20207,Ref009
116,Yes,261,20204,Ref009
117,Yes,261,20203,Ref009
118,Yes,261,25059,Ref009
119,Yes,261,25058,Ref009
120,Yes,255,20024,Ref011
121,Yes,255,20025,Ref011
122,Yes,375,25152,Ref009
123,Yes,380,25152,Ref009
124,Yes,498,20070,Ref019
125,Yes,498,25042,Ref019
126,Yes,384,25152,Ref009
127,Yes,540,20070,Ref019
128,Yes,286,20029,Ref006
129,Yes,286,20028,Ref006
130,Yes,286,25080,Ref006
131,Yes,286,25081,Ref006
132,Yes,286,20143,Ref006
133,Yes,286,20176,Ref006
134,Yes,286,20192,Ref006
135,Yes,286,20208,Ref006
136,Yes,286,20209,Ref006
137,Yes,286,20207,Ref006
138,Yes,286,20205,Ref006
139,Yes,286,20204,Ref006
140,Yes,286,20206,Ref006
141,Yes,286,25196,Ref006
142,Yes,286,20197,Ref006
143,Yes,286,25199,Ref006
144,Yes,286,20026,Ref006
145,Yes,286,20021,Ref006
146,Yes,286,20025,Ref006
147,Yes,260,25152,Ref009
148,Yes,708,20025,Ref012
149,Yes,31,20205,Ref006
150,Yes,31,20204,Ref006
151,Yes,31,20206,Ref006
152,Yes,31,25196,Ref006
153,Yes,31,20197,Ref006
154,Yes,31,25199,Ref006
155,Yes,709,25058,Ref002
156,Yes,287,20205,Ref006
157,Yes,287,20206,Ref006
159,Yes,288,25032,Ref006
160,Yes,288,25033,Ref006
161,Yes,288,25035,Ref006
162,Yes,288,20052,Ref006
163,Yes,288,20069,Ref006
164,Yes,288,20108,Ref006
165,Yes,288,20117,Ref006
166,Yes,288,20131,Ref006
167,Yes,288,20126,Ref006
168,Yes,288,20128,Ref006
169,Yes,288,20137,Ref006
170,Yes,288,20139,Ref006
171,Yes,288,20150,Ref006
172,Yes,288,25147,Ref006
173,Yes,288,20205,Ref006
174,Yes,288,20204,Ref006
175,Yes,288,20206,Ref006
176,Yes,288,25196,Ref006
177,Yes,288,20197,Ref006
178,Yes,288,25199,Ref006
179,Yes,288,20200,Ref006
180,Yes,288,20024,Ref006
181,Yes,288,20026,Ref006
182,Yes,288,20021,Ref006
183,Yes,288,20025,Ref006
184,Yes,288,20022,Ref006
185,Yes,289,20149,Ref006
186,Yes,289,20205,Ref006
187,Yes,289,20204,Ref006
188,Yes,289,20206,Ref006
189,Yes,289,25196,Ref006
190,Yes,289,20197,Ref006
191,Yes,289,25199,Ref006
192,Yes,379,25152,Ref009
193,Yes,710,25035,"Ref002, Ref037"
194,Yes,710,20024,Ref002
195,Yes,710,20026,Ref002
196,Yes,710,20021,Ref002
197,Yes,710,20025,Ref002
198,Yes,710,20022,Ref002
199,Yes,710,20027,Ref002
200,Yes,381,25152,Ref009
201,Yes,290,20049,Ref006
202,Yes,290,20050,Ref006
203,Yes,290,20137,Ref006
204,Yes,290,20143,Ref006
205,Yes,290,20150,Ref006
206,Yes,290,20211,Ref006
207,Yes,290,20209,Ref006
208,Yes,290,20205,Ref006
209,Yes,290,20204,Ref006
210,Yes,290,20206,Ref006
211,Yes,290,25196,Ref006
212,Yes,290,20197,Ref006
213,Yes,290,25199,Ref006
214,Yes,290,20200,Ref006
215,Yes,290,25058,Ref006
216,Yes,290,25057,Ref006
217,Yes,290,25056,Ref006
219,Yes,290,25055,Ref006
220,Yes,374,25152,Ref009
221,Yes,262,25152,Ref009
222,Yes,397,25152,Ref009
223,Yes,486,20008,Ref016
224,Yes,486,20037,Ref016
225,Yes,608,20064,Ref005
226,Yes,608,20070,Ref005
227,Yes,608,20065,Ref005
228,Yes,608,20043,Ref005
229,Yes,608,25042,Ref005
230,Yes,291,25014,Ref006
231,Yes,291,20029,Ref006
232,Yes,291,20051,Ref006
233,Yes,291,20053,Ref006
234,Yes,291,20054,Ref006
235,Yes,291,20061,Ref006
236,Yes,291,20075,Ref006
237,Yes,291,25085,Ref006
238,Yes,291,20094,Ref006
239,Yes,291,20093,Ref006
240,Yes,291,20092,Ref006
242,Yes,291,20104,Ref006
243,Yes,291,20103,Ref006
244,Yes,291,20106,Ref006
245,Yes,291,20105,Ref006
246,Yes,291,20107,Ref006
247,Yes,291,20108,Ref006
248,Yes,291,20109,Ref006
249,Yes,291,20111,Ref006
250,Yes,291,20120,Ref006
251,Yes,291,20119,Ref006
252,Yes,291,20132,Ref006
253,Yes,291,25184,Ref006
254,Yes,291,25185,Ref006
255,Yes,291,20182,Ref006
256,Yes,291,20181,Ref006
257,Yes,291,20183,Ref006
258,Yes,291,25086,Ref006
259,Yes,291,20191,Ref006
260,Yes,291,25190,Ref006
261,Yes,291,20192,Ref006
262,Yes,291,20193,Ref006
263,Yes,291,20211,Ref006
264,Yes,291,20209,Ref006
265,Yes,291,20204,Ref006
266,Yes,291,20206,Ref006
267,Yes,291,20197,Ref006
268,Yes,291,25059,Ref006
269,Yes,291,25058,Ref006
270,Yes,291,25057,Ref006
271,Yes,291,25056,Ref006
273,Yes,291,25055,Ref006
275,Yes,515,25058,"Ref024, Ref005"
276,Yes,515,20024,Ref024
277,Yes,515,20025,Ref024
278,Yes,515,20027,Ref024
279,Yes,292,20204,Ref006
281,Yes,266,20123,Ref009
282,Yes,266,25152,Ref009
283,Yes,257,20024,Ref011
284,Yes,35,20211,Ref006
285,Yes,35,20209,Ref006
286,Yes,711,20026,Ref012
287,Yes,606,20041,Ref005
288,Yes,159,25152,Ref009
289,Yes,147,25152,Ref009
290,Yes,150,25152,Ref009
291,Yes,293,20205,Ref006
292,Yes,293,20206,Ref006
293,Yes,293,25199,Ref006
294,Yes,265,20123,Ref009
295,Yes,265,25152,Ref009
296,Yes,630,20038,Ref005
297,Yes,630,20041,Ref005
298,Yes,630,25040,Ref005
299,Yes,294,25152,Ref006
300,Yes,107,20203,Ref007
301,Yes,107,20202,Ref007
302,Yes,148,25152,Ref009
303,Yes,184,20211,Ref007
304,Yes,184,20204,Ref007
305,Yes,184,20206,Ref007
306,Yes,149,25152,Ref009
307,Yes,295,20204,Ref006
308,Yes,160,25152,Ref009
309,Yes,525,20043,Ref019
310,Yes,525,25042,"Ref019, Ref005"
311,Yes,619,25058,Ref005
312,Yes,619,25056,Ref005
313,Yes,619,25040,Ref005
314,Yes,487,25058,Ref016
315,Yes,523,20028,Ref019
316,Yes,523,20070,Ref019
317,Yes,523,20076,Ref019
318,Yes,523,20043,Ref019
319,Yes,607,25058,Ref005
320,Yes,607,25042,Ref005
321,Yes,297,20205,Ref006
322,Yes,297,20204,Ref006
323,Yes,297,20206,Ref006
2337,Yes,28,20066,Ref673
324,Yes,297,20203,Ref006
325,Yes,258,20025,Ref012
326,Yes,604,25040,Ref005
327,Yes,254,25031,Ref011
328,Yes,254,20044,Ref011
329,Yes,569,20041,Ref005
331,Yes,32,20211,Ref006
332,Yes,32,20207,Ref006
335,Yes,32,20205,Ref006
336,Yes,32,20204,Ref006
339,Yes,32,20206,Ref006
340,Yes,32,25196,Ref006
342,Yes,32,20197,Ref006
345,Yes,32,25199,Ref006
346,Yes,298,20211,Ref006
347,Yes,298,20205,Ref006
348,Yes,298,20204,Ref006
349,Yes,298,20206,Ref006
350,Yes,299,20211,Ref006
351,Yes,299,20209,Ref006
352,Yes,299,20205,Ref006
353,Yes,299,20204,Ref006
355,Yes,33,20211,Ref006
356,Yes,33,20207,Ref006
357,Yes,33,20205,Ref006
358,Yes,33,20204,Ref006
359,Yes,33,25196,Ref006
360,Yes,33,20197,Ref006
361,Yes,33,25199,Ref006
362,Yes,268,25152,Ref009
363,Yes,355,25152,Ref009
364,Yes,613,20070,Ref005
365,Yes,712,20044,Ref002
366,Yes,712,20041,Ref002
367,Yes,38,20141,Ref006
368,Yes,38,20142,Ref006
369,Yes,713,25152,Ref002
370,Yes,713,25058,Ref002
371,Yes,713,25057,Ref002
372,Yes,713,25056,Ref002
373,Yes,472,20024,Ref016
374,Yes,529,20070,Ref019
375,Yes,529,20043,Ref019
376,Yes,542,20070,Ref019
377,Yes,542,20043,Ref019
378,Yes,614,25058,Ref005
379,Yes,614,25056,Ref005
380,Yes,614,25040,Ref005
381,Yes,161,25152,Ref009
382,Yes,524,20070,Ref019
383,Yes,524,20043,Ref019
384,Yes,524,25042,Ref019
385,Yes,372,25152,Ref009
386,Yes,501,20070,Ref019
387,Yes,501,20069,Ref019
388,Yes,501,20043,Ref019
389,Yes,27,20143,Ref006
390,Yes,27,20150,Ref006
391,Yes,27,20149,Ref006
392,Yes,27,20148,Ref006
393,Yes,396,25152,Ref009
394,Yes,356,25152,Ref009
395,Yes,602,25152,Ref005
396,Yes,602,25059,Ref005
398,Yes,300,20144,Ref006
399,Yes,300,20207,Ref006
400,Yes,611,20070,Ref005
401,Yes,611,25059,Ref005
402,Yes,611,25058,Ref005
403,Yes,611,25057,Ref005
404,Yes,34,20207,Ref006
405,Yes,34,20205,Ref006
406,Yes,34,20204,Ref006
407,Yes,34,20206,Ref006
408,Yes,34,25196,Ref006
409,Yes,34,20197,Ref006
410,Yes,34,25199,Ref006
411,Yes,34,20200,Ref006
412,Yes,714,25058,Ref005
413,Yes,714,25057,Ref005
414,Yes,714,25056,Ref005
415,Yes,301,20207,Ref006
416,Yes,301,20205,Ref006
417,Yes,301,20204,Ref006
418,Yes,301,20206,Ref006
419,Yes,301,25196,Ref006
420,Yes,301,20197,Ref006
421,Yes,301,25199,Ref006
422,Yes,473,20062,Ref016
423,Yes,473,20070,Ref016
424,Yes,473,25042,Ref016
425,Yes,473,20041,Ref016
426,Yes,621,20041,Ref005
427,Yes,631,25058,Ref005
428,Yes,631,25057,Ref005
429,Yes,302,20211,Ref006
430,Yes,302,20209,Ref006
431,Yes,302,20207,Ref006
432,Yes,302,20205,Ref006
433,Yes,302,20204,Ref006
434,Yes,302,20206,Ref006
435,Yes,376,25152,Ref009
436,Yes,377,25152,Ref009
437,Yes,474,20054,Ref016
438,Yes,474,25058,Ref016
439,Yes,474,25057,Ref016
440,Yes,474,25056,Ref016
441,Yes,474,25055,Ref016
443,Yes,715,25035,Ref002
444,Yes,715,25059,Ref002
445,Yes,715,25058,Ref002
446,Yes,715,25057,Ref002
447,Yes,715,25056,Ref002
448,Yes,715,25055,Ref002
449,Yes,715,20026,Ref002
450,Yes,715,20025,Ref002
451,Yes,715,20027,Ref002
452,Yes,528,20070,Ref019
453,Yes,314,25152,Ref009
454,Yes,313,25152,Ref009
455,Yes,716,25058,Ref002
456,Yes,716,25057,Ref002
457,Yes,716,25056,Ref002
458,Yes,717,25058,Ref002
459,Yes,717,25057,Ref002
460,Yes,717,25056,Ref002
461,Yes,717,20026,Ref002
462,Yes,717,20025,Ref002
463,Yes,36,20207,Ref006
464,Yes,36,20205,Ref006
465,Yes,36,20206,Ref006
466,Yes,304,20144,Ref006
467,Yes,304,20145,Ref006
468,Yes,304,20143,Ref006
469,Yes,304,20142,Ref006
470,Yes,304,20150,Ref006
471,Yes,304,20211,Ref006
472,Yes,304,20210,Ref006
473,Yes,304,20208,Ref006
474,Yes,304,20207,Ref006
475,Yes,304,20205,Ref006
476,Yes,304,20204,Ref006
477,Yes,304,20206,Ref006
478,Yes,304,20202,Ref006
479,Yes,267,20120,Ref009
480,Yes,267,25152,Ref009
481,Yes,635,25058,Ref005
482,Yes,635,25042,Ref005
483,Yes,635,20041,Ref005
484,Yes,623,25059,Ref005
485,Yes,623,25058,Ref005
486,Yes,623,25057,Ref005
487,Yes,623,25056,Ref005
488,Yes,623,20041,Ref005
489,Yes,616,25152,Ref005
491,Yes,616,20041,Ref005
492,Yes,305,20129,Ref006
493,Yes,305,20133,Ref006
494,Yes,305,20126,Ref006
495,Yes,305,20130,Ref006
496,Yes,305,20128,Ref006
497,Yes,305,20143,Ref006
498,Yes,305,20142,Ref006
499,Yes,305,20150,Ref006
500,Yes,305,20211,Ref006
501,Yes,305,20208,Ref006
502,Yes,305,20209,Ref006
503,Yes,305,20207,Ref006
504,Yes,305,20205,Ref006
505,Yes,305,20204,Ref006
506,Yes,305,20206,Ref006
507,Yes,305,20203,Ref006
508,Yes,305,20202,Ref006
509,Yes,305,25196,Ref006
510,Yes,305,20197,Ref006
511,Yes,305,25199,Ref006
512,Yes,306,20211,Ref006
513,Yes,306,20207,Ref006
514,Yes,306,20205,Ref006
515,Yes,306,20204,Ref006
516,Yes,306,20206,Ref006
517,Yes,306,25196,Ref006
518,Yes,306,20197,Ref006
519,Yes,306,25199,Ref006
520,Yes,548,20082,Ref019
521,Yes,548,20043,Ref019
522,Yes,548,25058,"Ref019, Ref005"
523,Yes,548,25042,Ref019
524,Yes,624,25040,Ref005
525,Yes,263,25152,Ref009
526,Yes,37,20205,Ref006
527,Yes,37,20204,Ref006
528,Yes,37,20206,Ref006
529,Yes,37,25196,Ref006
530,Yes,37,20197,Ref006
531,Yes,37,25199,Ref006
532,Yes,37,20200,Ref006
533,Yes,307,20143,Ref006
534,Yes,307,20142,Ref006
535,Yes,307,20150,Ref006
536,Yes,307,20211,Ref006
537,Yes,307,20209,Ref006
538,Yes,307,20207,Ref006
539,Yes,307,20205,Ref006
540,Yes,307,20204,Ref006
541,Yes,307,20206,Ref006
542,Yes,584,20043,Ref019
543,Yes,677,25152,Ref002
544,Yes,718,25058,Ref002
545,Yes,718,25057,Ref002
546,Yes,718,25056,Ref002
547,No,705,20207,Ref002
548,No,705,20205,Ref002
549,No,705,20204,Ref002
550,No,705,20206,Ref002
551,No,259,25147,Ref009
552,No,259,20155,Ref009
553,No,28,20061,Ref006
554,No,28,25152,Ref006
555,No,28,25059,Ref006
556,No,28,25058,Ref006
557,No,385,25032,"Ref009, Ref006"
558,No,385,25034,"Ref009, Ref006"
559,No,385,25035,"Ref009, Ref006"
560,No,385,20051,Ref009
561,No,385,20048,Ref009
562,No,385,20047,Ref009
563,No,385,20049,Ref009
564,No,385,20050,Ref009
565,No,385,20061,Ref009
566,No,385,20087,Ref009
567,No,385,20088,Ref009
568,No,385,20104,Ref009
569,No,385,20107,Ref009
570,No,385,20144,Ref009
571,No,385,20145,Ref009
572,No,385,20117,Ref009
573,No,385,20131,Ref009
574,No,385,20133,Ref009
575,No,385,20137,Ref009
576,No,385,20143,Ref009
577,No,385,20142,Ref009
578,No,385,20150,Ref009
579,No,385,20166,Ref009
580,No,385,20164,Ref009
581,No,385,20211,Ref009
582,No,385,20205,Ref009
583,No,385,20204,Ref009
584,No,385,20206,Ref009
585,No,385,20202,Ref009
586,No,385,25196,Ref009
587,No,385,20197,Ref009
588,No,385,25199,Ref009
589,No,385,25059,Ref009
590,No,385,25058,Ref009
591,No,385,25057,Ref009
593,No,385,25055,Ref009
594,No,385,20027,Ref009
595,Yes,560,20041,"Ref019, Ref330"
596,No,560,20020,Ref019
597,No,560,20025,Ref019
598,No,378,20087,Ref009
599,No,395,20064,Ref009
600,No,395,20066,Ref009
601,No,29,20030,Ref006
602,No,29,25035,Ref006
603,No,29,20104,Ref006
604,No,29,20107,Ref006
605,No,29,25040,Ref006
606,No,151,20097,Ref009
607,No,151,20098,Ref009
608,No,151,20096,Ref009
609,No,151,20094,Ref009
610,No,151,20127,Ref009
611,No,151,25147,Ref009
612,No,151,20158,Ref009
613,No,579,20028,Ref019
614,No,579,25035,Ref019
615,No,579,20064,Ref019
616,No,579,25080,Ref019
617,No,579,20094,Ref019
618,No,579,20092,Ref019
619,No,579,20104,Ref019
620,No,579,20118,Ref019
621,No,579,20121,Ref019
622,No,579,20161,Ref019
623,No,579,25152,Ref019
624,No,382,25035,Ref009
625,No,382,20063,Ref009
626,No,382,20062,Ref009
627,No,382,20064,Ref009
628,No,382,20070,Ref009
629,No,382,20065,Ref009
630,No,382,20127,Ref009
631,No,382,20168,Ref009
632,No,382,20180,Ref009
633,No,382,25059,Ref009
634,No,382,25058,"Ref009, Ref005"
635,No,382,25042,Ref009
636,No,382,25040,Ref009
637,No,382,20025,Ref009
638,No,383,20044,Ref009
639,No,383,20168,Ref009
640,No,383,20025,Ref009
641,No,706,20044,Ref025
642,No,706,20061,Ref025
643,No,706,20087,Ref025
644,No,706,20088,Ref025
645,No,706,20167,Ref025
646,No,706,20166,Ref025
647,No,706,20168,Ref025
648,No,706,20170,Ref025
649,No,706,25059,Ref025
650,No,706,25058,Ref025
651,No,706,25057,Ref025
652,No,706,25056,Ref025
653,No,522,20075,Ref019
654,No,522,25081,Ref019
655,No,522,20170,Ref019
656,No,707,25032,Ref009
657,No,707,20070,Ref009
658,Yes,30,20039,"Ref006, Ref096"
659,Yes,30,25152,"Ref006, Ref096"
660,No,283,20051,Ref006
661,No,283,20048,Ref006
662,No,283,20061,Ref006
663,No,283,20070,Ref006
664,No,283,20113,Ref006
665,No,283,20121,Ref006
666,No,283,25059,Ref006
667,No,283,25058,Ref006
668,No,283,25057,Ref006
669,No,283,25056,Ref006
671,No,283,25055,Ref006
672,No,283,25040,Ref006
673,No,152,20029,Ref009
674,No,152,20069,Ref009
675,No,152,20067,Ref009
676,No,152,20095,Ref009
677,No,152,20118,Ref009
678,No,152,20182,Ref009
679,No,152,20043,Ref009
681,No,284,20051,"Ref006, Ref009"
682,No,284,20052,"Ref006, Ref009"
683,No,284,20049,"Ref006, Ref009"
684,No,284,20050,"Ref006, Ref009"
685,No,284,20060,"Ref006, Ref009"
686,No,284,20061,"Ref006, Ref009"
687,No,284,20062,"Ref006, Ref009"
688,No,284,20065,"Ref006, Ref009"
689,No,284,20066,"Ref006, Ref009"
690,No,284,20076,"Ref006, Ref009"
691,No,284,20092,"Ref006, Ref009"
692,No,284,20103,"Ref006, Ref009"
693,No,284,20112,"Ref006, Ref009"
694,No,284,20114,"Ref006, Ref009"
695,No,284,20113,"Ref006, Ref009"
696,No,284,20121,"Ref006, Ref009"
698,No,284,20173,"Ref006, Ref009"
699,No,284,20172,"Ref006, Ref009"
700,No,284,20174,"Ref006, Ref009"
701,No,284,20167,"Ref006, Ref009"
702,No,284,20171,"Ref006, Ref009"
703,No,284,20166,"Ref006, Ref009"
704,No,284,20168,"Ref006, Ref009"
705,No,284,20170,"Ref006, Ref009"
706,No,284,20177,"Ref006, Ref009"
707,No,284,20175,"Ref006, Ref009"
708,No,284,20176,"Ref006, Ref009"
709,No,284,20186,"Ref006, Ref009"
710,No,284,25059,"Ref006, Ref009"
711,No,284,25058,"Ref006, Ref009"
712,No,284,25057,"Ref006, Ref009"
713,No,285,20039,Ref006
714,No,285,20038,Ref006
715,No,285,20051,Ref006
716,No,285,20066,Ref006
717,No,285,20067,Ref006
718,No,285,20076,Ref006
719,No,285,20074,Ref006
720,No,285,20075,Ref006
721,No,285,25085,Ref006
722,No,285,20093,Ref006
723,No,285,20100,Ref006
724,No,285,25152,Ref006
725,No,285,20167,Ref006
726,No,285,20168,Ref006
727,No,285,20170,Ref006
728,No,285,20187,Ref006
729,No,285,20186,Ref006
731,No,285,25185,Ref006
732,No,285,20183,Ref006
733,No,285,25086,Ref006
734,No,285,20191,Ref006
735,No,285,25190,Ref006
736,No,285,25059,Ref006
737,No,285,25058,Ref006
738,No,285,25057,Ref006
739,No,285,25056,Ref006
741,No,285,25055,Ref006
742,No,285,25040,Ref006
743,No,373,20067,Ref009
744,No,373,20084,Ref009
745,No,373,20126,Ref009
746,No,373,20138,Ref009
747,No,373,20124,Ref009
748,No,375,20187,Ref009
749,No,375,20186,Ref009
750,No,375,25196,Ref009
751,No,375,20223,Ref009
752,No,375,20217,Ref009
753,No,375,20214,Ref009
754,No,375,20227,Ref009
755,Yes,498,25032,"Ref019, Ref037"
758,No,498,20065,Ref019
759,No,498,20066,Ref019
760,No,498,25152,Ref019
761,No,384,20123,Ref009
762,No,286,20054,Ref006
763,No,286,20060,Ref006
764,No,286,25059,Ref006
765,No,286,25058,Ref006
766,No,286,25057,Ref006
767,No,286,25056,Ref006
769,No,286,25055,Ref006
770,No,260,20005,Ref009
771,No,260,20012,Ref009
772,No,260,20013,Ref009
773,No,260,25014,Ref009
774,No,260,20037,Ref009
775,No,260,20039,Ref009
776,No,260,20038,Ref009
777,No,260,20053,Ref009
778,No,260,20054,Ref009
779,No,260,25059,Ref009
780,No,260,25058,Ref009
781,No,260,25057,Ref009
782,No,260,25056,Ref009
783,No,260,25055,Ref009
785,No,260,20041,"Ref009, Ref332"
786,No,260,20025,Ref009
787,No,708,20029,Ref012
788,No,708,20024,Ref012
790,Yes,31,20037,"Ref006, Ref002"
791,Yes,31,20039,"Ref006, Ref002"
792,Yes,31,20038,"Ref006, Ref002"
793,Yes,31,20030,"Ref006, Ref002"
794,Yes,31,25032,"Ref006, Ref002"
795,Yes,31,20029,"Ref006, Ref002"
796,Yes,31,25034,"Ref006, Ref002"
797,Yes,31,25035,"Ref006, Ref002"
798,Yes,31,20177,"Ref006, Ref002"
799,Yes,31,20175,"Ref006, Ref002"
800,Yes,31,20176,"Ref006, Ref002"
801,Yes,31,25058,"Ref006, Ref002"
802,Yes,31,25042,"Ref006, Ref002"
803,Yes,31,25040,"Ref006, Ref002"
804,Yes,31,20023,"Ref006, Ref002"
805,Yes,31,20026,"Ref006, Ref002"
806,Yes,31,20021,"Ref006, Ref002"
807,Yes,31,20025,"Ref006, Ref002"
808,Yes,31,20022,"Ref006, Ref002"
809,Yes,31,20027,"Ref006, Ref002"
810,Yes,288,20070,Ref005
811,Yes,288,20043,Ref005
812,Yes,288,25058,Ref005
813,Yes,288,25057,Ref005
814,Yes,288,25042,Ref005
815,Yes,288,20041,Ref005
816,No,289,20030,Ref006
817,No,289,20029,Ref006
818,No,289,25034,Ref006
819,No,289,20028,Ref006
820,No,289,25035,Ref006
821,No,289,20044,Ref006
822,No,289,20060,Ref006
823,No,289,20061,Ref006
824,No,289,25080,Ref006
825,No,289,25085,Ref006
826,No,289,20124,Ref006
827,No,289,20148,Ref006
828,No,289,20125,Ref006
829,No,289,25152,Ref006
830,No,289,20178,Ref006
832,No,289,20177,Ref006
833,No,289,20175,Ref006
834,No,289,20176,Ref006
835,No,289,20187,Ref006
836,No,289,20188,Ref006
837,No,289,25086,Ref006
838,No,289,20191,Ref006
839,No,289,25190,Ref006
840,No,289,20192,Ref006
841,No,289,20193,Ref006
842,No,289,25059,Ref006
843,No,289,25058,Ref006
844,No,289,25057,Ref006
845,No,289,25056,Ref006
846,No,289,25055,Ref006
848,No,289,20023,Ref006
849,No,289,20026,Ref006
850,No,289,20021,Ref006
851,No,289,20025,Ref006
852,No,289,20022,Ref006
853,No,289,20027,Ref006
854,No,379,25058,Ref009
855,No,379,25057,Ref009
856,No,379,25056,Ref009
857,No,710,25058,Ref002
858,No,710,25057,Ref002
859,No,710,25056,Ref002
860,No,374,20139,Ref009
861,No,374,25058,Ref009
862,No,374,25057,Ref009
863,No,374,25056,Ref009
864,No,374,20041,"Ref009, Ref005"
865,No,374,20025,Ref009
866,No,397,20121,Ref009
867,No,486,20024,Ref016
868,No,486,20026,Ref016
869,No,486,20025,Ref016
