MR.Occur.ID,Within.geo.of.reference,Species.ID,Ecoregion.code,Occur.ref
1919,Yes,999,20121,Ref522
1920,Yes,999,25032,Ref522
1921,Yes,747,20026,Ref012
1922,Yes,747,25036,Ref519
1923,Yes,1000,20030,Ref524
1924,Yes,1001,20030,Ref525
1925,Yes,1001,25035,Ref525
1926,Yes,1001,20026,Ref525
1927,Yes,1001,25040,Ref525
1930,Yes,1002,25032,Ref519
1931,Yes,1002,25035,Ref519
1932,Yes,1003,20025,Ref314
1933,Yes,1003,20027,Ref314
1934,Yes,1003,25035,Ref314
1935,Yes,1003,20022,Ref314
1936,Yes,1003,25059,Ref527
1937,Yes,1004,25035,Ref528
1938,Yes,1004,25033,Ref528
1939,Yes,1004,25032,Ref528
1940,Yes,1005,20187,Ref529
1941,Yes,1005,20030,Ref530
1942,Yes,1006,25032,Ref519
1943,Yes,1006,20029,Ref531
1944,Yes,1006,25031,Ref519
1946,Yes,1007,20029,Ref519
1947,Yes,1007,25031,Ref519
1948,Yes,1007,25035,Ref519
1949,Yes,1007,25032,Ref519
1950,Yes,1008,25035,Ref519
1951,Yes,1009,25032,Ref533
1952,Yes,1010,25031,Ref534
1953,Yes,1011,25032,Ref535
1954,Yes,915,25032,Ref536
1955,Yes,915,25031,Ref536
1956,Yes,916,25032,Ref517
1957,Yes,917,20176,"Ref537, Ref538"
1958,Yes,918,25035,Ref519
1959,Yes,918,25034,Ref519
1960,Yes,918,20117,Ref539
1961,Yes,919,20117,Ref539
1963,Yes,920,25055,Ref544
1964,Yes,920,25057,Ref544
1965,Yes,920,25056,Ref544
1966,Yes,920,25046,Ref544
1967,Yes,920,20037,Ref544
1968,Yes,920,20039,Ref544
1969,Yes,921,20112,Ref541
1970,Yes,921,20012,Ref541
1971,Yes,922,25031,Ref543
1972,Yes,922,25035,Ref543
1973,Yes,923,25034,Ref519
1974,Yes,923,25035,Ref519
1975,Yes,923,25031,Ref519
1976,Yes,924,25032,Ref519
1977,Yes,924,20041,Ref039
1978,Yes,858,25031,Ref631
1979,Yes,925,25031,Ref545
1980,Yes,925,25032,Ref545
1981,Yes,925,25033,Ref545
1982,Yes,926,20143,Ref262
1983,Yes,926,20144,Ref262
1984,Yes,926,20145,Ref262
1985,Yes,926,20202,Ref262
1986,Yes,926,20203,Ref262
1987,Yes,926,20204,Ref262
1988,Yes,926,20210,Ref262
1989,Yes,926,20211,Ref262
1990,Yes,926,25032,Ref546
1991,Yes,927,25032,Ref547
1992,Yes,928,25059,Ref073
1993,Yes,928,25058,Ref073
1994,Yes,929,25035,Ref039
1995,Yes,929,25033,Ref039
1996,Yes,929,25034,Ref039
1997,Yes,929,25031,Ref549
1998,Yes,930,25035,Ref039
1999,Yes,930,25033,"Ref039
Ref039"
2000,Yes,930,25032,Ref550
2001,Yes,930,25031,Ref550
2002,Yes,931,25032,Ref039
2003,Yes,931,25033,Ref039
2004,Yes,932,25031,Ref221
2005,Yes,932,20030,Ref552
2006,Yes,932,25032,Ref552
2007,Yes,932,25034,Ref552
2008,Yes,932,25035,Ref552
2009,Yes,933,25032,Ref519
2010,Yes,934,25032,Ref519
2011,Yes,934,25035,Ref519
2013,Yes,935,25055,Ref073
2014,Yes,935,20054,Ref073
2015,Yes,935,25056,Ref073
2016,Yes,935,25057,Ref073
2017,Yes,935,25058,Ref073
2018,Yes,935,20020,Ref073
2019,Yes,935,20002,Ref073
2020,Yes,935,20022,Ref073
2021,Yes,935,20024,Ref073
2022,Yes,935,20025,Ref073
2023,Yes,935,20021,Ref073
2024,Yes,935,20026,Ref073
2025,Yes,935,20027,Ref073
2026,Yes,935,25035,Ref073
2027,Yes,935,20030,Ref073
2028,Yes,935,20044,Ref073
2029,Yes,935,25031,Ref073
2034,Yes,936,20061,Ref031
2035,Yes,936,20060,Ref031
2036,Yes,936,25059,Ref031
2037,Yes,936,25058,Ref031
2038,Yes,936,25057,Ref031
2039,Yes,936,25056,Ref031
2040,Yes,936,20054,Ref031
2041,Yes,936,25152,Ref031
2042,Yes,936,25055,Ref031
2043,Yes,937,20027,Ref554
2044,Yes,937,20030,Ref554
2045,Yes,937,25035,Ref554
2046,,937,20051,Ref554
2047,Yes,954,20203,Ref555
2048,Yes,954,25032,Ref519
2049,Yes,954,25152,Ref331
2050,Yes,954,25035,Ref331
2051,Yes,954,25033,Ref331
2052,Yes,955,25032,Ref488
2053,Yes,956,25032,Ref519
2054,Yes,956,25031,Ref647
2055,Yes,957,25032,Ref557
2056,Yes,957,25080,Ref558
2057,Yes,957,20027,Ref558
2058,Yes,958,20026,Ref560
2059,Yes,958,25056,Ref559
2060,Yes,958,25057,Ref559
2061,Yes,958,25035,Ref519
2062,Yes,959,25031,Ref519
2063,Yes,959,25032,Ref519
2064,Yes,960,20026,Ref563
2065,Yes,960,20030,Ref563
2066,Yes,960,20025,Ref563
2067,Yes,960,20207,Ref563
2068,Yes,960,25196,Ref563
2069,Yes,960,25058,Ref563
2070,Yes,960,25056,Ref563
2071,Yes,961,20024,Ref314
2072,Yes,961,20178,Ref039
2073,Yes,961,20188,Ref039
2075,Yes,961,20025,Ref039
2076,Yes,962,20025,Ref565
2077,Yes,963,20025,Ref314
2078,Yes,964,20025,Ref320
2079,Yes,965,20025,Ref087
2080,Yes,966,20113,Ref569
2081,Yes,966,20048,Ref569
2082,Yes,936,20027,Ref031
2083,Yes,936,20026,Ref031
2084,Yes,936,20161,Ref031
2085,Yes,936,25035,Ref031
2086,Yes,936,20064,Ref031
2087,Yes,936,25033,Ref031
2088,Yes,936,25036,Ref031
2089,Yes,936,20025,Ref031
2090,Yes,936,25032,Ref031
2091,Yes,967,25040,Ref570
2092,Yes,967,25199,Ref570
2093,Yes,967,25196,Ref570
2094,Yes,967,25059,Ref571
2095,Yes,967,25056,Ref571
2096,Yes,967,25057,Ref073
2097,Yes,968,25058,Ref503
2098,Yes,968,20030,Ref012
2099,Yes,968,20025,Ref012
2100,Yes,980,20025,Ref012
2101,Yes,981,20025,Ref012
2102,Yes,938,20203,Ref574
2103,Yes,938,20211,Ref574
2104,Yes,938,25196,Ref574
2105,Yes,938,20182,Ref575
2106,Yes,938,20180,Ref575
2107,Yes,938,20051,Ref575
2108,Yes,938,20205,Ref576
2109,Yes,261,20096,Ref577
2110,Yes,939,20054,"Ref485, Ref578"
2111,Yes,940,20054,Ref578
2112,Yes,940,25055,Ref578
2123,Yes,942,25055,Ref002
2124,Yes,942,25056,Ref002
2125,Yes,942,25057,Ref002
2126,Yes,942,25058,Ref002
2127,Yes,943,25058,Ref002
2128,Yes,943,20041,Ref581
2129,Yes,944,20027,Ref002
2130,Yes,944,25056,Ref218
2131,Yes,944,25057,Ref218
2132,Yes,944,25058,Ref218
2133,Yes,944,25059,Ref218
2134,Yes,945,25196,Ref002
2135,Yes,946,25056,Ref002
2136,Yes,946,25057,Ref002
2137,Yes,946,25058,Ref002
2138,Yes,946,25059,Ref002
2139,Yes,947,25152,Ref002
2140,Yes,948,25058,Ref002
2141,Yes,948,25059,Ref002
2142,Yes,948,20204,Ref002
2143,Yes,948,20205,Ref002
2144,Yes,949,20140,Ref002
2145,Yes,949,20142,Ref002
2146,Yes,949,20169,Ref002
2147,Yes,949,20153,Ref002
2148,Yes,949,20135,Ref002
2149,Yes,949,20026,Ref002
2150,Yes,949,20123,Ref002
2151,Yes,949,20124,Ref002
2152,Yes,949,20132,Ref002
2153,Yes,949,20131,Ref002
2154,Yes,949,20133,Ref002
2155,Yes,949,25081,Ref002
2156,Yes,949,20130,Ref002
2157,Yes,949,20129,Ref002
2158,Yes,950,20025,Ref012
2159,Yes,950,25056,Ref073
2160,Yes,950,25057,Ref073
2161,Yes,951,20026,Ref012
2162,Yes,1012,20025,Ref012
2163,Yes,1012,25152,Ref582
2164,Yes,1012,20027,Ref012
2165,Yes,1012,25035,Ref583
2166,Yes,1012,20067,Ref583
2167,Yes,1001,25199,Ref583
2168,Yes,1001,20205,Ref583
2169,Yes,1013,20026,Ref012
2170,Yes,1013,25035,Ref012
2171,Yes,952,20025,Ref012
2172,Yes,953,25058,Ref005
2173,Yes,953,25057,Ref584
2174,Yes,953,20025,Ref012
2175,Yes,982,25196,Ref585
2176,Yes,982,25199,Ref586
2177,Yes,983,25055,Ref229
2178,Yes,983,25056,Ref229
2179,Yes,983,25057,Ref229
2180,Yes,983,25058,Ref229
2181,Yes,983,25059,Ref229
2182,Yes,984,25055,Ref229
2183,Yes,985,20054,Ref229
2184,Yes,985,25058,Ref229
2185,Yes,985,25056,Ref589
2186,Yes,986,25058,Ref229
2187,Yes,986,25056,Ref229
2188,Yes,986,20054,Ref229
2189,Yes,986,20205,Ref229
2190,Yes,986,20200,Ref590
2191,Yes,986,25184,Ref591
2192,Yes,986,25185,Ref591
2193,Yes,987,20054,Ref229
2194,Yes,987,25056,Ref229
2195,Yes,987,25057,Ref229
2196,Yes,987,25058,Ref229
2197,Yes,988,20054,Ref229
2198,Yes,989,25058,Ref073
2199,,286,20177,Ref592
2200,,286,20178,Ref592
2201,,286,20187,Ref592
2202,,286,20188,Ref592
2203,Yes,990,20029,Ref593
2204,Yes,998,20029,Ref593
2205,Yes,991,20029,Ref593
2206,Yes,991,20027,Ref594
2207,Yes,991,20076,Ref594
2208,Yes,991,20180,Ref594
2209,Yes,992,20029,Ref593
2210,Yes,993,20029,Ref593
2211,Yes,993,25031,Ref595
2212,Yes,969,20030,Ref596
2213,Yes,969,25031,Ref596
2214,Yes,972,25034,Ref320
2215,Yes,973,25033,Ref509
2217,Yes,997,25035,Ref599
2218,Yes,998,20027,Ref012
2219,Yes,999,25034,Ref522
2220,Yes,1001,20027,Ref525
2221,Yes,1001,20041,Ref525
2222,Yes,1002,25031,Ref601
2223,Yes,1002,25034,Ref314
2224,Yes,1004,25031,Ref234
2225,Yes,1006,25035,Ref531
2226,Yes,1008,25033,Ref519
2227,Yes,1010,25035,Ref607
2228,Yes,1010,25032,Ref607
2229,Yes,1010,25033,Ref607
2230,Yes,1010,25034,Ref607
2231,Yes,1011,25031,Ref536
2233,Yes,918,25031,Ref610
2234,Yes,919,20205,Ref611
2235,Yes,919,25035,Ref612
2236,Yes,920,25040,Ref613
2237,Yes,921,20045,Ref614
2238,Yes,921,20060,Ref615
2239,Yes,922,25196,Ref616
2240,Yes,922,20202,Ref616
2241,Yes,923,20030,Ref617
2242,Yes,923,20162,Ref544
2243,Yes,923,20121,Ref544
2244,Yes,923,20149,Ref544
2245,Yes,923,20068,Ref544
2246,Yes,927,25031,Ref621
2247,Yes,927,20146,Ref039
2248,Yes,928,20066,Ref002
2249,Yes,930,20030,Ref622
2250,Yes,931,20030,Ref623
2251,Yes,933,25152,Ref519
2253,Yes,858,25032,Ref631
2254,Yes,926,20209,Ref262
2255,Yes,939,25031,Ref626
2263,Yes,943,20069,Ref628
2264,Yes,948,20209,Ref002
2265,Yes,950,25058,Ref073
2266,Yes,1012,20210,Ref634
2267,Yes,1012,20205,Ref634
2268,Yes,952,25056,Ref005
2269,Yes,957,25035,Ref557
2270,Yes,957,25034,Ref557
2271,Yes,957,20066,Ref649
2272,Yes,957,20180,Ref650
2273,Yes,958,25058,Ref005
2274,Yes,980,25199,Ref652
2275,Yes,980,20203,Ref652
2276,Yes,981,25035,Ref331
2277,Yes,983,25040,Ref654
2278,Yes,983,20039,Ref073
2279,Yes,983,20041,Ref073
2280,Yes,983,20030,Ref073
2281,Yes,983,20025,Ref073
2282,Yes,988,20044,Ref658
2283,Yes,990,20025,Ref659
2284,Yes,991,25080,Ref594
2285,Yes,993,25035,Ref661
2286,Yes,993,20030,Ref234
2287,Yes,993,25032,Ref234
2288,Yes,993,25033,Ref234
2289,Yes,993,25034,Ref234
2290,Yes,993,25036,Ref234
2291,Yes,687,20025,Ref314
2292,Yes,287,20025,Ref663
2293,Yes,287,20027,Ref663
2294,Yes,287,25031,Ref663
2295,Yes,287,25036,Ref090
2296,Yes,287,20028,Ref090
2297,Yes,287,25080,Ref090
2298,Yes,287,25081,Ref090
2299,Yes,287,20082,Ref090
2300,Yes,287,20083,Ref090
2301,Yes,287,25085,Ref090
2302,Yes,287,25086,Ref090
2303,Yes,288,25056,Ref005
2304,Yes,288,25036,Ref006
2305,Yes,307,25196,Ref585
2306,Yes,307,20200,Ref585
2307,Yes,307,25195,Ref585
2308,Yes,307,25059,Ref093
2309,Yes,307,25152,Ref664
2310,Yes,295,25056,Ref229
2311,Yes,301,25056,Ref005
2312,Yes,36,20204,Ref073
2313,Yes,36,25056,Ref073
2314,Yes,36,20037,Ref073
2315,Yes,31,20207,Ref002
2316,Yes,31,20193,"Ref002, Ref090"
2317,Yes,31,20186,Ref090
2318,Yes,31,25059,Ref090
2319,Yes,31,20178,Ref090
2320,Yes,31,25055,Ref090
2321,No,303,20072,Ref006
2322,No,303,20073,Ref006
2323,No,303,20074,Ref006
2324,No,303,20075,Ref006
2325,No,303,25058,Ref006
2326,Yes,303,20202,Ref006
2327,Yes,303,20203,Ref006
2328,Yes,303,20204,Ref006
2329,Yes,303,20143,Ref006
2330,Yes,303,20051,Ref006
2331,Yes,303,20052,Ref006
2332,Yes,303,25031,Ref670
2333,Yes,30,20200,Ref095
2334,Yes,292,20205,Ref006
2335,Yes,292,25058,Ref507
2336,Yes,292,25199,Ref672
2338,Yes,299,20024,Ref314
2339,Yes,299,20025,Ref314
2340,Yes,299,25199,Ref261
2341,Yes,299,20200,Ref261
2342,Yes,300,20044,Ref676
2343,Yes,300,20089,Ref677
2344,Yes,300,20039,Ref678
2345,Yes,300,25040,Ref678
2346,Yes,300,20041,Ref678
2347,Yes,300,20030,Ref679
2348,Yes,304,25058,Ref333
2349,Yes,304,20113,Ref680
2350,Yes,304,20210,Ref002
2351,Yes,304,20211,Ref002
2352,Yes,304,20202,Ref002
2353,Yes,304,20204,Ref002
2354,Yes,304,20205,Ref002
2355,Yes,304,20051,Ref002
2356,Yes,306,25032,Ref444
2357,Yes,306,25059,Ref444
2358,Yes,306,25035,Ref444
2359,Yea,290,25184,Ref682
2360,Yes,290,20182,Ref682
2361,Yes,290,25152,Ref073
2362,Yes,34,20205,Ref002
2363,Yes,34,20206,Ref002
2364,Yes,34,20207,Ref002
2365,No,283,20182,Ref073
2366,Yes,293,25059,Ref686
2367,Yes,285,20192,Ref002
2368,Yes,285,20099,Ref006
2369,Yes,285,20095,Ref006
2370,Yes,285,20051,Ref006
2371,Yes,285,25086,Ref006
2372,Yes,285,20068,Ref006
2373,Yes,282,20025,Ref687
2374,Yes,282,20026,Ref687
2375,,850,20044,Ref438
2376,,851,25032,Ref558
2378,,851,20066,Venezuela
2379,,852,20041,Ref005
2380,,852,25058,Ref005
2381,,853,25058,Ref726
2382,,853,25059,Ref726
2383,,853,25152,Ref726
2384,,853,25056,Ref726
2385,,892,25031,Ref707
2386,,892,25058,Ref005
2387,,882,20041,Ref024
2388,,882,25056,Ref024
2389,,882,25057,Ref024
2390,,885,20137,Ref039
2392,,902,25056,Ref005
2393,,902,25057,Ref005
2394,,902,25058,Ref005
2395,,902,25059,Ref754
2396,,902,20050,Ref754
2397,,926,20051,Ref039
2398,,926,20052,Ref039
2399,,926,20125,Ref039
2400,,926,20151,Ref039
2401,,962,20044,Ref763
2403,,1016,25040,Ref544
2404,,1016,20115,Ref544
2405,,1016,25184,Ref766
2406,,1016,20187,Ref766
2407,,1016,20181,Ref766
2408,,1016,20183,Ref766
2409,,1017,20025,Ref768
2410,,1017,20024,Ref768
