rgn_name,rgn_id,csduid,csdname,csdtype,area_km2,ohibc_area_km2,prop_rgn
Haida Gwaii,2,5947023,Masset,VL,20.677366591507493,20.677366591507493,1
North Coast,1,5947806,Kulkayu (Hartley Bay) 4,IRI,1.1390490977250076,1.1390490977250076,1
North Coast,1,5949020,Kitimat-Stikine C (Part 2),RDA,18612.528888071647,11893.71521782816,0.639
Central Coast,3,5949020,Kitimat-Stikine C (Part 2),RDA,18612.528888071647,4077.3764605366373,0.2191
Aristazabal Island,8,5949020,Kitimat-Stikine C (Part 2),RDA,18612.528888071647,2631.7546321838518,0.1414
North Coast,1,5949844,Kitselas 1,IRI,4.095740477851261,4.095740477851261,1
North Coast,1,5947012,Prince Rupert,CY,54.9725605977386,54.9725605977386,1
North Coast,1,5951051,Bulkley-Nechako A,RDA,3717.8744259212567,312.6570351046177,0.0841
North Coast,1,5949804,Kitsumkaylum 1,IRI,4.953093577562748,4.953093577562748,1
North Coast,1,5951031,Bulkley-Nechako E,RDA,17734.726073669226,8.156120646084162,5e-4
Central Coast,3,5951031,Bulkley-Nechako E,RDA,17734.726073669226,212.52763414937928,0.012
Haida Gwaii,2,5947026,Queen Charlotte,VL,35.4440209798093,35.4440209798093,1
Haida Gwaii,2,5947030,Port Clements,VL,13.15712437754488,13.15712437754488,1
North Coast,1,5949028,Kitimat-Stikine B,RDA,7488.275106682472,289.19883579493563,0.0386
North Coast,1,5947809,Lax Kw'alaams 1,IRI,111.0420715064875,111.0420715064875,1
Central Coast,3,5949802,Kitasoo 1,IRI,3.2724219720395693,3.2724219720395693,1
North Coast,1,5947021,Skeena-Queen Charlotte C,RDA,6891.887563081223,6891.887563081218,1
Haida Gwaii,2,5947803,Masset 1,IRI,3.2060103595435865,3.2060103595435865,1
North Coast,1,5949005,Kitimat,DM,257.7619322732569,257.7619322732569,1
Central Coast,3,5945010,Central Coast C,RDA,4043.160964776201,3282.0217385442447,0.8117
North Vancouver Island,4,5945010,Central Coast C,RDA,4043.160964776201,0.17407186075845268,0
North Coast,1,5949803,Kitamaat 2,IRI,1.5654910549646988,1.5654910549646988,1
North Coast,1,5947016,Skeena-Queen Charlotte A,RDA,3054.265052735631,3054.2650527356327,1
North Coast,1,5951053,Bulkley-Nechako G,RDA,15047.419654027122,11.937448252910379,8e-4
North Coast,1,5949039,Kitimat-Stikine A,RDA,25754.932336465747,4220.69936809932,0.1639
Central Coast,3,5945801,Bella Bella 1,IRI,6.150460157292947,6.150460157292947,1
North Coast,1,5947007,Port Edward,DM,183.6894890444122,183.6894890444122,1
Haida Gwaii,2,5947027,Skeena-Queen Charlotte D,RDA,6510.1014289517525,6510.101428951754,1
Central Coast,3,5945803,Katit 1,IRI,6.661994657941401,6.661994657941401,1
Central Coast,3,5945012,Central Coast D,RDA,307.5376118137767,307.5376118137767,1
North Coast,1,5949018,Kitimat-Stikine E,RDA,17.317438729828357,17.317438729828357,1
North Coast,1,5947810,S1/2 Tsimpsean 2,IRI,33.63341158443947,33.63341158443947,1
North Coast,1,5949032,Stewart,DM,562.3527049031684,34.14060999793816,0.0607
Haida Gwaii,2,5947032,Skeena-Queen Charlotte E,RDA,3457.7917028381385,3457.7917028381385,1
Central Coast,3,5945014,Central Coast E,RDA,362.28945294774246,362.28945294774246,1
Central Coast,3,5945802,Bella Coola 1,IRI,16.389047285012758,16.389047285012758,1
North Coast,1,5949805,Kshish 4,IRI,2.8983344438145497,2.8983344438145497,1
North Coast,1,5949011,Terrace,CY,59.073870298792365,59.073870298792365,1
Central Coast,3,5943037,Mount Waddington A,RDA,13042.779502492649,148.11120902766768,0.0114
North Vancouver Island,4,5943037,Mount Waddington A,RDA,13042.779502492649,12894.668293464692,0.9886
Central Coast,3,5945006,Central Coast A,RDA,20370.369443975047,18787.88672767841,0.9223
North Vancouver Island,4,5945006,Central Coast A,RDA,20370.369443975047,1550.0344184198443,0.0761
Aristazabal Island,8,5945006,Central Coast A,RDA,20370.369443975047,27.680482784104104,0.0014
Central Coast,3,5941039,Cariboo J,RDA,26660.00839731532,1667.5488326219233,0.0625
North Vancouver Island,4,5941039,Cariboo J,RDA,26660.00839731532,5747.439273376505,0.21560000000000001
Strait of Georgia,6,5941039,Cariboo J,RDA,26660.00839731532,5.924105069574687,2e-4
