stockid,year,score,basis,bPrime,fPrime,b_bmsy,f_fmsy,rgn_id,rgn_ass_catch_prop
ALBANPAC,2001,0.24133522727272724,"F_Fmsy, B_Bmsy",0.25,0.965340909090909,3.28,0.6295,3,8.399573209491611e-4
ALBANPAC,2001,0.24133522727272724,"F_Fmsy, B_Bmsy",0.25,0.965340909090909,3.28,0.6295,4,0.023688460566189586
ALBANPAC,2001,0.24133522727272724,"F_Fmsy, B_Bmsy",0.25,0.965340909090909,3.28,0.6295,5,0.03098739217360666
ALBANPAC,2001,0.24133522727272724,"F_Fmsy, B_Bmsy",0.25,0.965340909090909,3.28,0.6295,6,0
ALBANPAC,2001,0.24133522727272724,"F_Fmsy, B_Bmsy",0.25,0.965340909090909,3.28,0.6295,7,0.7858448167257311
ALBANPAC,2001,0.24133522727272724,"F_Fmsy, B_Bmsy",0.25,0.965340909090909,3.28,0.6295,8,0
ALBANPAC,2002,0.25,"F_Fmsy, B_Bmsy",0.25,1,3.14,0.6676875,1,0
ALBANPAC,2002,0.25,"F_Fmsy, B_Bmsy",0.25,1,3.14,0.6676875,2,0.040634725581696576
ALBANPAC,2002,0.25,"F_Fmsy, B_Bmsy",0.25,1,3.14,0.6676875,3,8.399573209491611e-4
ALBANPAC,2002,0.25,"F_Fmsy, B_Bmsy",0.25,1,3.14,0.6676875,4,0.023688460566189586
ALBANPAC,2002,0.25,"F_Fmsy, B_Bmsy",0.25,1,3.14,0.6676875,5,0.03098739217360666
ALBANPAC,2002,0.25,"F_Fmsy, B_Bmsy",0.25,1,3.14,0.6676875,6,0
ALBANPAC,2002,0.25,"F_Fmsy, B_Bmsy",0.25,1,3.14,0.6676875,7,0.7858448167257311
ALBANPAC,2002,0.25,"F_Fmsy, B_Bmsy",0.25,1,3.14,0.6676875,8,0
ALBANPAC,2003,0.3500000000000001,"F_Fmsy, B_Bmsy",0.3500000000000001,1,2.8,0.6749999999999999,1,0
ALBANPAC,2003,0.3500000000000001,"F_Fmsy, B_Bmsy",0.3500000000000001,1,2.8,0.6749999999999999,2,0.040634725581696576
ALBANPAC,2003,0.3500000000000001,"F_Fmsy, B_Bmsy",0.3500000000000001,1,2.8,0.6749999999999999,3,8.399573209491611e-4
ALBANPAC,2003,0.3500000000000001,"F_Fmsy, B_Bmsy",0.3500000000000001,1,2.8,0.6749999999999999,4,0.023688460566189586
ALBANPAC,2003,0.3500000000000001,"F_Fmsy, B_Bmsy",0.3500000000000001,1,2.8,0.6749999999999999,5,0.03098739217360666
ALBANPAC,2003,0.3500000000000001,"F_Fmsy, B_Bmsy",0.3500000000000001,1,2.8,0.6749999999999999,6,0
ALBANPAC,2003,0.3500000000000001,"F_Fmsy, B_Bmsy",0.3500000000000001,1,2.8,0.6749999999999999,7,0.7858448167257311
ALBANPAC,2003,0.3500000000000001,"F_Fmsy, B_Bmsy",0.3500000000000001,1,2.8,0.6749999999999999,8,0
ALBANPAC,2004,0.25,"F_Fmsy, B_Bmsy",0.25,1,3.15,0.6815,1,0
ALBANPAC,2004,0.25,"F_Fmsy, B_Bmsy",0.25,1,3.15,0.6815,2,0.040634725581696576
ALBANPAC,2004,0.25,"F_Fmsy, B_Bmsy",0.25,1,3.15,0.6815,3,8.399573209491611e-4
ALBANPAC,2004,0.25,"F_Fmsy, B_Bmsy",0.25,1,3.15,0.6815,4,0.023688460566189586
ALBANPAC,2004,0.25,"F_Fmsy, B_Bmsy",0.25,1,3.15,0.6815,5,0.03098739217360666
ALBANPAC,2004,0.25,"F_Fmsy, B_Bmsy",0.25,1,3.15,0.6815,6,0
ALBANPAC,2004,0.25,"F_Fmsy, B_Bmsy",0.25,1,3.15,0.6815,7,0.7858448167257311
ALBANPAC,2004,0.25,"F_Fmsy, B_Bmsy",0.25,1,3.15,0.6815,8,0
ALBANPAC,2005,0.25,"F_Fmsy, B_Bmsy",0.25,1,3.36,0.6790624999999999,1,0
ALBANPAC,2005,0.25,"F_Fmsy, B_Bmsy",0.25,1,3.36,0.6790624999999999,2,0.040634725581696576
ALBANPAC,2005,0.25,"F_Fmsy, B_Bmsy",0.25,1,3.36,0.6790624999999999,3,8.399573209491611e-4
ALBANPAC,2005,0.25,"F_Fmsy, B_Bmsy",0.25,1,3.36,0.6790624999999999,4,0.023688460566189586
ALBANPAC,2005,0.25,"F_Fmsy, B_Bmsy",0.25,1,3.36,0.6790624999999999,5,0.03098739217360666
ALBANPAC,2005,0.25,"F_Fmsy, B_Bmsy",0.25,1,3.36,0.6790624999999999,6,0
ALBANPAC,2005,0.25,"F_Fmsy, B_Bmsy",0.25,1,3.36,0.6790624999999999,7,0.7858448167257311
ALBANPAC,2005,0.25,"F_Fmsy, B_Bmsy",0.25,1,3.36,0.6790624999999999,8,0
ALBANPAC,2006,0.2487215909090909,"F_Fmsy, B_Bmsy",0.25,0.9948863636363636,3.34,0.6555,1,0
ALBANPAC,2006,0.2487215909090909,"F_Fmsy, B_Bmsy",0.25,0.9948863636363636,3.34,0.6555,2,0.040634725581696576
ALBANPAC,2006,0.2487215909090909,"F_Fmsy, B_Bmsy",0.25,0.9948863636363636,3.34,0.6555,3,8.399573209491611e-4
ALBANPAC,2006,0.2487215909090909,"F_Fmsy, B_Bmsy",0.25,0.9948863636363636,3.34,0.6555,4,0.023688460566189586
ALBANPAC,2006,0.2487215909090909,"F_Fmsy, B_Bmsy",0.25,0.9948863636363636,3.34,0.6555,5,0.03098739217360666
ALBANPAC,2006,0.2487215909090909,"F_Fmsy, B_Bmsy",0.25,0.9948863636363636,3.34,0.6555,6,0
ALBANPAC,2006,0.2487215909090909,"F_Fmsy, B_Bmsy",0.25,0.9948863636363636,3.34,0.6555,7,0.7858448167257311
ALBANPAC,2006,0.2487215909090909,"F_Fmsy, B_Bmsy",0.25,0.9948863636363636,3.34,0.6555,8,0
ALBANPAC,2007,0.24456676136363636,"F_Fmsy, B_Bmsy",0.25,0.9782670454545455,3.24,0.640875,1,0
ALBANPAC,2007,0.24456676136363636,"F_Fmsy, B_Bmsy",0.25,0.9782670454545455,3.24,0.640875,2,0.12041328358399653
ALBANPAC,2007,0.24456676136363636,"F_Fmsy, B_Bmsy",0.25,0.9782670454545455,3.24,0.640875,3,0.0025198719628474835
ALBANPAC,2007,0.24456676136363636,"F_Fmsy, B_Bmsy",0.25,0.9782670454545455,3.24,0.640875,4,0.028765303388982463
ALBANPAC,2007,0.24456676136363636,"F_Fmsy, B_Bmsy",0.25,0.9782670454545455,3.24,0.640875,5,0.08251878689514452
ALBANPAC,2007,0.24456676136363636,"F_Fmsy, B_Bmsy",0.25,0.9782670454545455,3.24,0.640875,6,0
ALBANPAC,2007,0.24456676136363636,"F_Fmsy, B_Bmsy",0.25,0.9782670454545455,3.24,0.640875,7,0.8471350645792083
ALBANPAC,2007,0.24456676136363636,"F_Fmsy, B_Bmsy",0.25,0.9782670454545455,3.24,0.640875,8,0
ALBANPAC,2008,0.23579545454545453,"F_Fmsy, B_Bmsy",0.25,0.9431818181818181,3.16,0.61,1,0
ALBANPAC,2008,0.23579545454545453,"F_Fmsy, B_Bmsy",0.25,0.9431818181818181,3.16,0.61,2,6.510068274190584e-5
ALBANPAC,2008,0.23579545454545453,"F_Fmsy, B_Bmsy",0.25,0.9431818181818181,3.16,0.61,3,0
ALBANPAC,2008,0.23579545454545453,"F_Fmsy, B_Bmsy",0.25,0.9431818181818181,3.16,0.61,4,0.023450182165394916
ALBANPAC,2008,0.23579545454545453,"F_Fmsy, B_Bmsy",0.25,0.9431818181818181,3.16,0.61,5,0.0017474755555296456
ALBANPAC,2008,0.23579545454545453,"F_Fmsy, B_Bmsy",0.25,0.9431818181818181,3.16,0.61,6,0
ALBANPAC,2008,0.23579545454545453,"F_Fmsy, B_Bmsy",0.25,0.9431818181818181,3.16,0.61,7,0.6348229914468052
ALBANPAC,2008,0.23579545454545453,"F_Fmsy, B_Bmsy",0.25,0.9431818181818181,3.16,0.61,8,0
ALBANPAC,2009,0.2309481534090909,"F_Fmsy, B_Bmsy",0.25,0.9237926136363636,3.63,0.5929375,1,0
ALBANPAC,2009,0.2309481534090909,"F_Fmsy, B_Bmsy",0.25,0.9237926136363636,3.63,0.5929375,2,0.001425792478351302
ALBANPAC,2009,0.2309481534090909,"F_Fmsy, B_Bmsy",0.25,0.9237926136363636,3.63,0.5929375,3,0
ALBANPAC,2009,0.2309481534090909,"F_Fmsy, B_Bmsy",0.25,0.9237926136363636,3.63,0.5929375,4,0.002135849995427355
ALBANPAC,2009,0.2309481534090909,"F_Fmsy, B_Bmsy",0.25,0.9237926136363636,3.63,0.5929375,5,0.008695914070145812
ALBANPAC,2009,0.2309481534090909,"F_Fmsy, B_Bmsy",0.25,0.9237926136363636,3.63,0.5929375,6,0
ALBANPAC,2009,0.2309481534090909,"F_Fmsy, B_Bmsy",0.25,0.9237926136363636,3.63,0.5929375,7,0.8755562831460072
ALBANPAC,2009,0.2309481534090909,"F_Fmsy, B_Bmsy",0.25,0.9237926136363636,3.63,0.5929375,8,0
ALBANPAC,2010,0.2304865056818182,"F_Fmsy, B_Bmsy",0.25,0.9219460227272728,3.67,0.5913125,1,0
ALBANPAC,2010,0.2304865056818182,"F_Fmsy, B_Bmsy",0.25,0.9219460227272728,3.67,0.5913125,2,5.271523589634408e-4
ALBANPAC,2010,0.2304865056818182,"F_Fmsy, B_Bmsy",0.25,0.9219460227272728,3.67,0.5913125,3,1.3789518566096408e-4
ALBANPAC,2010,0.2304865056818182,"F_Fmsy, B_Bmsy",0.25,0.9219460227272728,3.67,0.5913125,4,0.0630953950014595
ALBANPAC,2010,0.2304865056818182,"F_Fmsy, B_Bmsy",0.25,0.9219460227272728,3.67,0.5913125,5,0.04053638553474904
ALBANPAC,2010,0.2304865056818182,"F_Fmsy, B_Bmsy",0.25,0.9219460227272728,3.67,0.5913125,6,0
ALBANPAC,2010,0.2304865056818182,"F_Fmsy, B_Bmsy",0.25,0.9219460227272728,3.67,0.5913125,7,0.9585997016793173
ALBANPAC,2010,0.2304865056818182,"F_Fmsy, B_Bmsy",0.25,0.9219460227272728,3.67,0.5913125,8,0
ALBANPAC,2011,0.22933238636363637,"F_Fmsy, B_Bmsy",0.25,0.9173295454545455,3.29,0.58725,1,0
ALBANPAC,2011,0.22933238636363637,"F_Fmsy, B_Bmsy",0.25,0.9173295454545455,3.29,0.58725,2,0.07855463579187098
ALBANPAC,2011,0.22933238636363637,"F_Fmsy, B_Bmsy",0.25,0.9173295454545455,3.29,0.58725,3,0.0589322633089795
ALBANPAC,2011,0.22933238636363637,"F_Fmsy, B_Bmsy",0.25,0.9173295454545455,3.29,0.58725,4,0.006808650163996564
ALBANPAC,2011,0.22933238636363637,"F_Fmsy, B_Bmsy",0.25,0.9173295454545455,3.29,0.58725,5,0.024640606588134342
ALBANPAC,2011,0.22933238636363637,"F_Fmsy, B_Bmsy",0.25,0.9173295454545455,3.29,0.58725,6,NaN
ALBANPAC,2011,0.22933238636363637,"F_Fmsy, B_Bmsy",0.25,0.9173295454545455,3.29,0.58725,7,0.7036101840838133
ALBANPAC,2011,0.22933238636363637,"F_Fmsy, B_Bmsy",0.25,0.9173295454545455,3.29,0.58725,8,0
ALBANPAC,2012,0.26228125,"F_Fmsy, B_Bmsy",0.28,0.93671875,2.94,0.6043125,1,0
ALBANPAC,2012,0.26228125,"F_Fmsy, B_Bmsy",0.28,0.93671875,2.94,0.6043125,2,0.08304377327840048
ALBANPAC,2012,0.26228125,"F_Fmsy, B_Bmsy",0.28,0.93671875,2.94,0.6043125,3,8.39209709445255e-4
ALBANPAC,2012,0.26228125,"F_Fmsy, B_Bmsy",0.28,0.93671875,2.94,0.6043125,4,0.0017165527135611913
ALBANPAC,2012,0.26228125,"F_Fmsy, B_Bmsy",0.28,0.93671875,2.94,0.6043125,5,0.11215132085921198
ALBANPAC,2012,0.26228125,"F_Fmsy, B_Bmsy",0.28,0.93671875,2.94,0.6043125,6,0
ALBANPAC,2012,0.26228125,"F_Fmsy, B_Bmsy",0.28,0.93671875,2.94,0.6043125,7,0.947668417942294
ALBANPAC,2012,0.26228125,"F_Fmsy, B_Bmsy",0.28,0.93671875,2.94,0.6043125,8,0
ALBANPAC,2013,0.2371803977272727,"F_Fmsy, B_Bmsy",0.25,0.9487215909090908,3.01,0.614875,1,0
ALBANPAC,2013,0.2371803977272727,"F_Fmsy, B_Bmsy",0.25,0.9487215909090908,3.01,0.614875,2,0.10188536723971357
ALBANPAC,2013,0.2371803977272727,"F_Fmsy, B_Bmsy",0.25,0.9487215909090908,3.01,0.614875,3,0.0011178289114577129
ALBANPAC,2013,0.2371803977272727,"F_Fmsy, B_Bmsy",0.25,0.9487215909090908,3.01,0.614875,4,0.002994551136775652
ALBANPAC,2013,0.2371803977272727,"F_Fmsy, B_Bmsy",0.25,0.9487215909090908,3.01,0.614875,5,0.1184529266105316
ALBANPAC,2013,0.2371803977272727,"F_Fmsy, B_Bmsy",0.25,0.9487215909090908,3.01,0.614875,6,NaN
ALBANPAC,2013,0.2371803977272727,"F_Fmsy, B_Bmsy",0.25,0.9487215909090908,3.01,0.614875,7,0.9676580770550263
ALBANPAC,2013,0.2371803977272727,"F_Fmsy, B_Bmsy",0.25,0.9487215909090908,3.01,0.614875,8,0
ALBANPAC,2014,0.24087357954545452,"F_Fmsy, B_Bmsy",0.25,0.9634943181818181,3.26,0.627875,1,0.005635297934953021
ALBANPAC,2014,0.24087357954545452,"F_Fmsy, B_Bmsy",0.25,0.9634943181818181,3.26,0.627875,2,0.4710423661983441
ALBANPAC,2014,0.24087357954545452,"F_Fmsy, B_Bmsy",0.25,0.9634943181818181,3.26,0.627875,3,0.03365056708135491
ALBANPAC,2014,0.24087357954545452,"F_Fmsy, B_Bmsy",0.25,0.9634943181818181,3.26,0.627875,4,0.014702935484712736
ALBANPAC,2014,0.24087357954545452,"F_Fmsy, B_Bmsy",0.25,0.9634943181818181,3.26,0.627875,5,0.0237349333999485
ALBANPAC,2014,0.24087357954545452,"F_Fmsy, B_Bmsy",0.25,0.9634943181818181,3.26,0.627875,6,NaN
ALBANPAC,2014,0.24087357954545452,"F_Fmsy, B_Bmsy",0.25,0.9634943181818181,3.26,0.627875,7,0.9232566356100306
ALBANPAC,2014,0.24087357954545452,"F_Fmsy, B_Bmsy",0.25,0.9634943181818181,3.26,0.627875,8,0
ALBANPAC,2015,0.2443359375,"F_Fmsy, B_Bmsy",0.25,0.97734375,3.25,0.6400625,1,0.01953532800241912
ALBANPAC,2015,0.2443359375,"F_Fmsy, B_Bmsy",0.25,0.97734375,3.25,0.6400625,2,0.4511129864402106
ALBANPAC,2015,0.2443359375,"F_Fmsy, B_Bmsy",0.25,0.97734375,3.25,0.6400625,3,0.26624225631596454
ALBANPAC,2015,0.2443359375,"F_Fmsy, B_Bmsy",0.25,0.97734375,3.25,0.6400625,4,0.05967763372392116
ALBANPAC,2015,0.2443359375,"F_Fmsy, B_Bmsy",0.25,0.97734375,3.25,0.6400625,5,0.07623207603424616
ALBANPAC,2015,0.2443359375,"F_Fmsy, B_Bmsy",0.25,0.97734375,3.25,0.6400625,6,NaN
ALBANPAC,2015,0.2443359375,"F_Fmsy, B_Bmsy",0.25,0.97734375,3.25,0.6400625,7,0.9644960236228213
ALBANPAC,2015,0.2443359375,"F_Fmsy, B_Bmsy",0.25,0.97734375,3.25,0.6400625,8,0
ALBANPAC,2016,0.2443359375,"F_Fmsy, B_Bmsy",0.25,0.97734375,3.25,0.6400625,1,0.008390208645790714
ALBANPAC,2016,0.2443359375,"F_Fmsy, B_Bmsy",0.25,0.97734375,3.25,0.6400625,2,0.341452621774988
ALBANPAC,2016,0.2443359375,"F_Fmsy, B_Bmsy",0.25,0.97734375,3.25,0.6400625,3,0.10033688410292572
ALBANPAC,2016,0.2443359375,"F_Fmsy, B_Bmsy",0.25,0.97734375,3.25,0.6400625,4,0.02579170678180318
ALBANPAC,2016,0.2443359375,"F_Fmsy, B_Bmsy",0.25,0.97734375,3.25,0.6400625,5,0.07280664534824209
ALBANPAC,2016,0.2443359375,"F_Fmsy, B_Bmsy",0.25,0.97734375,3.25,0.6400625,6,NaN
ALBANPAC,2016,0.2443359375,"F_Fmsy, B_Bmsy",0.25,0.97734375,3.25,0.6400625,7,0.951803578762626
ALBANPAC,2016,0.2443359375,"F_Fmsy, B_Bmsy",0.25,0.97734375,3.25,0.6400625,8,0
BOCACCBCW,1996,0.14045480625,B_Bmsy only,0.14045480625,NA,0.112363845,NA,1,5.243671852234777e-4
BOCACCBCW,1996,0.14045480625,B_Bmsy only,0.14045480625,NA,0.112363845,NA,2,0.0011976166025832828
BOCACCBCW,1996,0.14045480625,B_Bmsy only,0.14045480625,NA,0.112363845,NA,3,0.001215029129826797
BOCACCBCW,1996,0.14045480625,B_Bmsy only,0.14045480625,NA,0.112363845,NA,4,0.0034228477671407985
BOCACCBCW,1996,0.14045480625,B_Bmsy only,0.14045480625,NA,0.112363845,NA,5,5.639432210013549e-4
BOCACCBCW,1996,0.14045480625,B_Bmsy only,0.14045480625,NA,0.112363845,NA,6,NA
BOCACCBCW,1996,0.14045480625,B_Bmsy only,0.14045480625,NA,0.112363845,NA,7,NA
BOCACCBCW,1996,0.14045480625,B_Bmsy only,0.14045480625,NA,0.112363845,NA,8,0.003785219428031265
BOCACCBCW,1997,0.13472195625,B_Bmsy only,0.13472195625,NA,0.107777565,NA,1,5.243671852234777e-4
BOCACCBCW,1997,0.13472195625,B_Bmsy only,0.13472195625,NA,0.107777565,NA,2,0.0011976166025832828
BOCACCBCW,1997,0.13472195625,B_Bmsy only,0.13472195625,NA,0.107777565,NA,3,0.001215029129826797
BOCACCBCW,1997,0.13472195625,B_Bmsy only,0.13472195625,NA,0.107777565,NA,4,0.0034228477671407985
BOCACCBCW,1997,0.13472195625,B_Bmsy only,0.13472195625,NA,0.107777565,NA,5,5.639432210013549e-4
BOCACCBCW,1997,0.13472195625,B_Bmsy only,0.13472195625,NA,0.107777565,NA,6,NA
BOCACCBCW,1997,0.13472195625,B_Bmsy only,0.13472195625,NA,0.107777565,NA,7,NA
BOCACCBCW,1997,0.13472195625,B_Bmsy only,0.13472195625,NA,0.107777565,NA,8,0.003785219428031265
BOCACCBCW,1998,0.13233326999999998,B_Bmsy only,0.13233326999999998,NA,0.105866616,NA,1,5.243671852234777e-4
BOCACCBCW,1998,0.13233326999999998,B_Bmsy only,0.13233326999999998,NA,0.105866616,NA,2,0.0011976166025832828
BOCACCBCW,1998,0.13233326999999998,B_Bmsy only,0.13233326999999998,NA,0.105866616,NA,3,0.001215029129826797
BOCACCBCW,1998,0.13233326999999998,B_Bmsy only,0.13233326999999998,NA,0.105866616,NA,4,0.0034228477671407985
BOCACCBCW,1998,0.13233326999999998,B_Bmsy only,0.13233326999999998,NA,0.105866616,NA,5,5.639432210013549e-4
BOCACCBCW,1998,0.13233326999999998,B_Bmsy only,0.13233326999999998,NA,0.105866616,NA,6,NA
BOCACCBCW,1998,0.13233326999999998,B_Bmsy only,0.13233326999999998,NA,0.105866616,NA,7,NA
BOCACCBCW,1998,0.13233326999999998,B_Bmsy only,0.13233326999999998,NA,0.105866616,NA,8,0.003785219428031265
BOCACCBCW,1999,0.13233326999999998,B_Bmsy only,0.13233326999999998,NA,0.105866616,NA,1,5.243671852234777e-4
BOCACCBCW,1999,0.13233326999999998,B_Bmsy only,0.13233326999999998,NA,0.105866616,NA,2,0.0011976166025832828
BOCACCBCW,1999,0.13233326999999998,B_Bmsy only,0.13233326999999998,NA,0.105866616,NA,3,0.001215029129826797
BOCACCBCW,1999,0.13233326999999998,B_Bmsy only,0.13233326999999998,NA,0.105866616,NA,4,0.0034228477671407985
BOCACCBCW,1999,0.13233326999999998,B_Bmsy only,0.13233326999999998,NA,0.105866616,NA,5,5.639432210013549e-4
BOCACCBCW,1999,0.13233326999999998,B_Bmsy only,0.13233326999999998,NA,0.105866616,NA,6,NA
BOCACCBCW,1999,0.13233326999999998,B_Bmsy only,0.13233326999999998,NA,0.105866616,NA,7,NA
BOCACCBCW,1999,0.13233326999999998,B_Bmsy only,0.13233326999999998,NA,0.105866616,NA,8,0.003785219428031265
BOCACCBCW,2000,0.131377795,B_Bmsy only,0.131377795,NA,0.105102236,NA,1,5.243671852234777e-4
BOCACCBCW,2000,0.131377795,B_Bmsy only,0.131377795,NA,0.105102236,NA,2,0.0011976166025832828
BOCACCBCW,2000,0.131377795,B_Bmsy only,0.131377795,NA,0.105102236,NA,3,0.001215029129826797
BOCACCBCW,2000,0.131377795,B_Bmsy only,0.131377795,NA,0.105102236,NA,4,0.0034228477671407985
BOCACCBCW,2000,0.131377795,B_Bmsy only,0.131377795,NA,0.105102236,NA,5,5.639432210013549e-4
BOCACCBCW,2000,0.131377795,B_Bmsy only,0.131377795,NA,0.105102236,NA,6,NA
BOCACCBCW,2000,0.131377795,B_Bmsy only,0.131377795,NA,0.105102236,NA,7,NA
BOCACCBCW,2000,0.131377795,B_Bmsy only,0.131377795,NA,0.105102236,NA,8,0.003785219428031265
BOCACCBCW,2001,0.1299445825,B_Bmsy only,0.1299445825,NA,0.103955666,NA,1,5.243671852234777e-4
BOCACCBCW,2001,0.1299445825,B_Bmsy only,0.1299445825,NA,0.103955666,NA,2,0.0011976166025832828
BOCACCBCW,2001,0.1299445825,B_Bmsy only,0.1299445825,NA,0.103955666,NA,3,0.001215029129826797
BOCACCBCW,2001,0.1299445825,B_Bmsy only,0.1299445825,NA,0.103955666,NA,4,0.0034228477671407985
BOCACCBCW,2001,0.1299445825,B_Bmsy only,0.1299445825,NA,0.103955666,NA,5,5.639432210013549e-4
BOCACCBCW,2001,0.1299445825,B_Bmsy only,0.1299445825,NA,0.103955666,NA,6,NA
BOCACCBCW,2001,0.1299445825,B_Bmsy only,0.1299445825,NA,0.103955666,NA,7,NA
BOCACCBCW,2001,0.1299445825,B_Bmsy only,0.1299445825,NA,0.103955666,NA,8,0.003785219428031265
BOCACCBCW,2002,0.12421173375,B_Bmsy only,0.12421173375,NA,0.099369387,NA,1,5.243671852234777e-4
BOCACCBCW,2002,0.12421173375,B_Bmsy only,0.12421173375,NA,0.099369387,NA,2,0.0011976166025832828
BOCACCBCW,2002,0.12421173375,B_Bmsy only,0.12421173375,NA,0.099369387,NA,3,0.001215029129826797
BOCACCBCW,2002,0.12421173375,B_Bmsy only,0.12421173375,NA,0.099369387,NA,4,0.0034228477671407985
BOCACCBCW,2002,0.12421173375,B_Bmsy only,0.12421173375,NA,0.099369387,NA,5,5.639432210013549e-4
BOCACCBCW,2002,0.12421173375,B_Bmsy only,0.12421173375,NA,0.099369387,NA,6,NA
BOCACCBCW,2002,0.12421173375,B_Bmsy only,0.12421173375,NA,0.099369387,NA,7,NA
BOCACCBCW,2002,0.12421173375,B_Bmsy only,0.12421173375,NA,0.099369387,NA,8,0.003785219428031265
BOCACCBCW,2003,0.11991209625,B_Bmsy only,0.11991209625,NA,0.095929677,NA,1,5.243671852234777e-4
