iucn_sid,am_sid,cat_ts_score,year,pr_score,cat_ts
170341,Fis-123736,0,2011,NA,LC
170341,Fis-123736,0.4,2014,NA,VU
170352,Fis-21631,0,2011,NA,LC
173320,NA,0.2,2010,0.2,LC
173348,NA,0,2010,NA,LC
173366,NA,0.2,2010,0.2,LC
173367,NA,0,2010,0,LC
173373,NA,0,2010,NA,LC
180325,NA,NA,NA,NA,DD
180331,NA,0,2013,NA,LC
180381,W-Hol-152565,NA,NA,NA,DD
180436,W-Hol-529363,0,2013,NA,LC
180446,NA,NA,NA,NA,DD
195488,Fis-164793,0,2016,NA,LC
19711843,NA,0,2013,NA,LC
19717509,NA,0,2013,NA,LC
19718050,NA,0,2013,NA,LC
19743170,NA,0,2013,NA,LC
22679859,NA,0.2,1988,0.2,LC
22679859,NA,0.2,1994,0.2,NT
22679859,NA,0.2,2000,0.2,LC
22679859,NA,0.2,2004,0.2,LC
22679859,NA,0.2,2008,0.2,LC
22679859,NA,0.2,2009,0.2,LC
22679859,NA,0.2,2012,0.2,LC
22679859,NA,0.2,2016,0.2,LC
22679881,NA,0.2,1988,0.2,LC
22679881,NA,0.2,1994,0.2,LC
22679881,NA,0.2,2000,0.2,LC
22679881,NA,0.2,2004,0.2,LC
22679881,NA,0.2,2008,0.2,LC
22679881,NA,0.2,2009,0.2,LC
22679881,NA,0.2,2012,0.2,LC
22679881,NA,0.2,2015,0.2,LC
22679881,NA,0.2,2016,0.2,LC
22679896,NA,0,1988,NA,LC
22679896,NA,0,1994,NA,LC
22679896,NA,0,2000,NA,LC
22679896,NA,0,2004,NA,LC
22679896,NA,0,2008,NA,LC
22679896,NA,0,2009,NA,LC
22679896,NA,0,2012,NA,LC
22679896,NA,0,2016,NA,LC
22679946,NA,0.4,1988,0.4,LC
22679946,NA,0.4,1994,0.4,LC
22679946,NA,0.4,2000,0.4,LC
22679946,NA,0.4,2004,0.4,LC
22679946,NA,0.4,2008,0.4,LC
22679946,NA,0.4,2009,0.4,LC
22679946,NA,0.4,2012,0.4,LC
22679946,NA,0.4,2016,0.4,LC
22680157,NA,0,1988,NA,LC
22680157,NA,0,1994,NA,LC
22680157,NA,0,2000,NA,LC
22680157,NA,0,2004,NA,LC
22680157,NA,0,2008,NA,LC
22680157,NA,0,2009,NA,LC
22680157,NA,0,2012,NA,LC
22680157,NA,0,2016,NA,LC
22680163,NA,0,1988,NA,LC
22680163,NA,0,1994,NA,LC
22680163,NA,0,2000,NA,LC
22680163,NA,0,2004,NA,LC
22680163,NA,0,2008,NA,LC
22680163,NA,0,2009,NA,LC
22680163,NA,0,2012,NA,LC
22680163,NA,0,2016,NA,LC
22680229,NA,0,1988,NA,LC
22680229,NA,0,1994,NA,LC
22680229,NA,0,2000,NA,LC
22680229,NA,0,2004,NA,LC
22680229,NA,0,2008,NA,LC
22680229,NA,0,2009,NA,LC
22680229,NA,0,2012,NA,LC
22680229,NA,0,2016,NA,LC
22680247,NA,0,1988,NA,LC
22680247,NA,0,1994,NA,LC
22680247,NA,0,2000,NA,LC
22680247,NA,0,2004,NA,LC
22680247,NA,0,2008,NA,LC
22680247,NA,0,2009,NA,LC
22680247,NA,0,2012,NA,LC
22680247,NA,0,2016,NA,LC
22680301,NA,0.2,1988,0.2,LC
22680301,NA,0.2,1994,0.2,LC
22680301,NA,0.2,2000,0.2,LC
22680301,NA,0.2,2004,0.2,LC
22680301,NA,0.2,2008,0.2,LC
22680301,NA,0.2,2009,0.2,LC
22680301,NA,0.2,2012,0.2,LC
22680301,NA,0.2,2013,0.2,LC
22680301,NA,0.2,2016,0.2,LC
22680364,NA,0.2,1988,0.2,LC
22680364,NA,0.2,1994,0.2,LC
22680364,NA,0.2,2000,0.2,LC
22680364,NA,0.2,2004,0.2,LC
22680364,NA,0.2,2008,0.2,LC
22680364,NA,0.2,2009,0.2,LC
22680364,NA,0.2,2012,0.2,LC
22680364,NA,0.2,2016,0.2,LC
22680367,NA,0.2,1988,0.2,LC
22680367,NA,0.2,1994,0.2,LC
22680367,NA,0.2,2000,0.2,LC
22680367,NA,0.2,2004,0.2,LC
22680367,NA,0.2,2008,0.2,LC
22680367,NA,0.2,2009,0.2,LC
22680367,NA,0.2,2012,0.2,LC
22680367,NA,0.2,2016,0.2,LC
22680391,NA,0,1988,NA,LC
22680391,NA,0,1994,NA,LC
22680391,NA,0,2000,NA,LC
22680391,NA,0,2004,NA,LC
22680391,NA,0,2008,NA,LC
22680391,NA,0,2009,NA,LC
22680391,NA,0,2012,NA,LC
22680391,NA,0,2015,NA,LC
22680391,NA,0,2016,NA,LC
22680398,NA,0.2,1988,0.2,LC
22680398,NA,0.2,1994,0.2,LC
22680398,NA,0.2,2000,0.2,LC
22680398,NA,0.2,2004,0.2,LC
22680398,NA,0.2,2008,0.2,LC
22680398,NA,0.2,2009,0.2,LC
22680398,NA,0.2,2012,0.2,LC
22680398,NA,0.2,2016,0.2,LC
22680402,NA,0,1988,0,LC
22680402,NA,0,1994,0,LC
22680402,NA,0,2000,0,LC
22680402,NA,0,2004,0,LC
22680402,NA,0,2008,0,LC
22680402,NA,0,2009,0,LC
22680402,NA,0,2012,0,LC
22680402,NA,0,2016,0,LC
22680423,ITS-175149,0.2,1988,0.2,LC
22680423,ITS-175149,0.2,1994,0.2,LC
22680423,ITS-175149,0.2,2000,0.2,LC
22680423,ITS-175149,0.2,2004,0.2,LC
22680423,ITS-175149,0.2,2008,0.2,LC
22680423,ITS-175149,0.2,2009,0.2,LC
22680423,ITS-175149,0.2,2012,0.2,LC
22680423,ITS-175149,0.2,2016,0.2,LC
22680427,ITS-175147,0.5,1988,0.5,LC
22680427,ITS-175147,0.5,1994,0.5,LC
22680427,ITS-175147,0.5,2000,0.5,LC
22680427,ITS-175147,0.5,2004,0.5,LC
22680427,ITS-175147,0.5,2008,0.5,LC
22680427,ITS-175147,0.5,2009,0.5,LC
22680427,ITS-175147,0.5,2011,0.5,LC
22680427,ITS-175147,0.5,2012,0.5,VU
22680427,ITS-175147,0.5,2016,0.5,VU
22680441,ITS-175170,0.4,1988,0.4,LC
22680441,ITS-175170,0.4,1994,0.4,LC
22680441,ITS-175170,0.4,2000,0.4,LC
22680441,ITS-175170,0.4,2004,0.4,LC
22680441,ITS-175170,0.4,2008,0.4,LC
22680441,ITS-175170,0.4,2009,0.4,LC
22680441,ITS-175170,0.4,2012,0.4,LC
22680441,ITS-175170,0.4,2016,0.4,LC
22680455,ITS-175141,0,1988,0,LC
22680455,ITS-175141,0,1994,0,LC
22680455,ITS-175141,0,2000,0,LC
22680455,ITS-175141,0,2004,0,LC
22680455,ITS-175141,0,2008,0,LC
22680455,ITS-175141,0,2009,0,LC
22680455,ITS-175141,0,2012,0,LC
22680455,ITS-175141,0,2016,0,LC
22680459,ITS-175144,0.1,1988,0.1,LC
22680459,ITS-175144,0.1,1994,0.1,LC
22680459,ITS-175144,0.1,2000,0.1,LC
22680459,ITS-175144,0.1,2004,0.1,LC
22680459,ITS-175144,0.1,2008,0.1,LC
22680459,ITS-175144,0.1,2009,0.1,LC
22680459,ITS-175144,0.1,2012,0.1,LC
22680459,ITS-175144,0.1,2016,0.1,LC
22680462,ITS-175145,0,1988,0,LC
22680462,ITS-175145,0,1994,0,LC
22680462,ITS-175145,0,2000,0,LC
22680462,ITS-175145,0,2004,0,LC
22680462,ITS-175145,0,2008,0,LC
22680462,ITS-175145,0,2009,0,LC
22680462,ITS-175145,0,2012,0,LC
22680462,ITS-175145,0,2016,0,LC
22680472,NA,0,1988,0,LC
22680472,NA,0,1994,0,LC
22680472,NA,0,2000,0,LC
22680472,NA,0,2004,0,LC
22680472,NA,0,2008,0,LC
22680472,NA,0,2009,0,LC
22680472,NA,0,2012,0,LC
22680472,NA,0,2016,0,LC
22680485,ITS-175187,0.2,1988,0.2,LC
22680485,ITS-175187,0.2,1994,0.2,LC
22680485,ITS-175187,0.2,2000,0.2,LC
22680485,ITS-175187,0.2,2004,0.2,LC
22680485,ITS-175187,0.2,2008,0.2,LC
22680485,ITS-175187,0.2,2009,0.2,LC
22680485,ITS-175187,0.2,2012,0.2,LC
22680485,ITS-175187,0.2,2016,0.2,LC
22680492,NA,0,1988,0,LC
22680492,NA,0,1994,0,LC
22680492,NA,0,2000,0,LC
22680492,NA,0,2004,0,LC
22680492,NA,0,2008,0,LC
22680492,NA,0,2009,0,LC
22680492,NA,0,2012,0,LC
22680492,NA,0,2016,0,LC
22689714,NA,0.2,1988,0.2,LC
22689714,NA,0.2,1994,0.2,LC
22689714,NA,0.2,2000,0.2,LC
22689714,NA,0.2,2004,0.2,LC
22689714,NA,0.2,2008,0.2,LC
22689714,NA,0.2,2009,0.2,LC
22689714,NA,0.2,2012,0.2,LC
22689714,NA,0.2,2016,0.2,LC
22693162,NA,0,1988,NA,LC
22693162,NA,0,1994,NA,LC
22693162,NA,0,2000,NA,LC
22693162,NA,0,2004,NA,LC
22693162,NA,0,2008,NA,LC
22693162,NA,0,2009,NA,LC
22693162,NA,0,2012,NA,LC
22693162,NA,0,2016,NA,LC
22693195,NA,0.4,1988,0.4,LC
22693195,NA,0.4,1994,0.4,LC
22693195,NA,0.4,2000,0.4,NT
22693195,NA,0.4,2004,0.4,NT
22693195,NA,0.4,2006,0.4,NT
22693195,NA,0.4,2008,0.4,LC
22693195,NA,0.4,2009,0.4,LC
22693195,NA,0.4,2012,0.4,LC
22693195,NA,0.4,2016,0.4,LC
22693207,NA,0,1988,NA,LC
22693207,NA,0,1994,NA,LC
22693207,NA,0,2000,NA,LC
22693207,NA,0,2004,NA,LC
22693207,NA,0,2008,NA,LC
22693207,NA,0,2009,NA,LC
22693207,NA,0,2012,NA,LC
22693207,NA,0,2015,NA,LC
22693207,NA,0,2016,NA,LC
22693231,NA,0,1988,0,LC
22693231,NA,0,1994,0,LC
22693231,NA,0,2000,0,LC
22693231,NA,0,2004,0,LC
22693231,NA,0,2008,0,LC
22693231,NA,0,2009,0,LC
22693231,NA,0,2012,0,LC
22693231,NA,0,2016,0,LC
22693235,NA,0.1,1988,0.1,LC
22693235,NA,0.1,1994,0.1,LC
22693235,NA,0.1,2000,0.1,LC
22693235,NA,0.1,2004,0.1,LC
22693235,NA,0.1,2008,0.1,LC
22693235,NA,0.1,2009,0.1,LC
22693235,NA,0.1,2012,0.1,LC
22693235,NA,0.1,2014,0.1,LC
22693235,NA,0.1,2016,0.1,LC
22693277,NA,0,1988,0,LC
22693277,NA,0,1994,0,LC
22693277,NA,0,2000,0,LC
22693277,NA,0,2004,0,LC
22693277,NA,0,2008,0,LC
22693277,NA,0,2009,0,LC
22693277,NA,0,2012,0,LC
22693277,NA,0,2016,0,LC
22693305,NA,0.4,1988,0.4,LC
22693305,NA,0.4,1994,0.4,LC
22693305,NA,0.4,2000,0.4,LC
22693305,NA,0.4,2004,0.4,LC
22693305,NA,0.4,2008,0.4,LC
22693305,NA,0.4,2009,0.4,LC
22693305,NA,0.4,2012,0.4,LC
22693305,NA,0.4,2016,0.4,LC
22693319,NA,0,1988,NA,LC
22693319,NA,0,1994,NA,LC
22693319,NA,0,2000,NA,LC
22693319,NA,0,2004,NA,LC
22693319,NA,0,2008,NA,LC
22693319,NA,0,2009,NA,LC
22693319,NA,0,2012,NA,LC
22693319,NA,0,2016,NA,LC
22693341,NA,0.2,1988,0.2,LC
22693341,NA,0.2,1994,0.2,LC
22693341,NA,0.2,2000,0.2,LC
22693341,NA,0.2,2004,0.2,LC
22693341,NA,0.2,2008,0.2,LC
22693341,NA,0.2,2009,0.2,LC
22693341,NA,0.2,2012,0.2,LC
22693341,NA,0.2,2016,0.2,LC
22693344,NA,0.5,1988,0.5,LC
22693344,NA,0.5,1994,0.5,LC
22693344,NA,0.5,2000,0.5,LC
22693344,NA,0.5,2004,0.5,LC
22693344,NA,0.5,2008,0.5,LC
22693344,NA,0.5,2009,0.5,LC
22693344,NA,0.5,2012,0.5,LC
22693344,NA,0.5,2016,0.5,LC
22693348,NA,0.2,1988,0.2,LC
22693348,NA,0.2,1994,0.2,LC
22693348,NA,0.2,2000,0.2,LC
22693348,NA,0.2,2004,0.2,LC
22693348,NA,0.2,2008,0.2,LC
22693348,NA,0.2,2009,0.2,LC
22693348,NA,0.2,2012,0.2,LC
22693348,NA,0.2,2016,0.2,LC
22693356,NA,0.2,1988,0.2,LC
22693356,NA,0.2,1994,0.2,LC
22693356,NA,0.2,2000,0.2,LC
22693356,NA,0.2,2004,0.2,LC
22693356,NA,0.2,2008,0.2,LC
22693356,NA,0.2,2009,0.2,LC
22693356,NA,0.2,2012,0.2,LC
22693356,NA,0.2,2016,0.2,LC
22693363,ITS-176642,0.7,1988,0.7,LC
22693363,ITS-176642,0.7,1994,0.7,LC
22693363,ITS-176642,0.7,2000,0.7,LC
22693363,ITS-176642,0.7,2004,0.7,LC
22693363,ITS-176642,0.7,2008,0.7,LC
22693363,ITS-176642,0.7,2009,0.7,LC
22693363,ITS-176642,0.7,2012,0.7,LC
22693363,ITS-176642,0.7,2015,0.7,NT
22693363,ITS-176642,0.7,2016,0.7,NT
22693373,NA,0,1988,NA,LC
22693373,NA,0,1994,NA,LC
22693373,NA,0,2000,NA,LC
22693373,NA,0,2004,NA,LC
22693373,NA,0,2008,NA,LC
22693373,NA,0,2009,NA,LC
22693373,NA,0.2,2012,NA,NT
22693373,NA,0.2,2016,NA,NT
22693376,NA,0.2,1988,0.2,LC
22693376,NA,0.2,1994,0.2,LC
22693376,NA,0.2,2000,0.2,LC
22693376,NA,0.2,2004,0.2,LC
22693376,NA,0.2,2008,0.2,LC
22693376,NA,0.2,2009,0.2,LC
22693376,NA,0.2,2012,0.2,LC
22693376,NA,0.2,2016,0.2,LC
22693396,NA,0.2,1988,0.2,LC
22693396,NA,0.2,1994,0.2,LC
22693396,NA,0.2,2000,0.2,LC
22693396,NA,0.2,2004,0.2,LC
22693396,NA,0.2,2008,0.2,LC
22693396,NA,0.2,2009,0.2,LC
22693396,NA,0.2,2012,0.2,LC
22693396,NA,0.2,2015,0.2,LC
22693396,NA,0.2,2016,0.2,LC
22693424,NA,0.2,1988,0.2,LC
22693424,NA,0.2,1994,0.2,LC
22693424,NA,0.2,2000,0.2,LC
22693424,NA,0.2,2004,0.2,LC
22693424,NA,0.2,2008,0.2,LC
22693424,NA,0.2,2009,0.2,LC
22693424,NA,0.2,2012,0.2,LC
22693424,NA,0.2,2016,0.2,LC
22693427,ITS-176661,0.2,1988,0.2,LC
22693427,ITS-176661,0.2,1994,0.2,LC
22693427,ITS-176661,0.2,2000,0.2,LC
22693427,ITS-176661,0.2,2004,0.2,LC
22693427,ITS-176661,0.2,2008,0.2,LC
22693427,ITS-176661,0.2,2009,0.2,LC
22693427,ITS-176661,0.2,2012,0.2,LC
22693427,ITS-176661,0.2,2016,0.2,LC
22693468,NA,0,1988,NA,LC
22693468,NA,0,1994,NA,LC
22693468,NA,0,2000,NA,LC
22693468,NA,0,2004,NA,LC
22693468,NA,0,2008,NA,LC
22693468,NA,0,2009,NA,LC
22693468,NA,0,2012,NA,LC
22693468,NA,0,2015,NA,LC
22693468,NA,0,2016,NA,LC
22693735,ITS-554381,0,1988,NA,LC
22693735,ITS-554381,0,1994,NA,LC
22693735,ITS-554381,0,2000,NA,LC
22693735,ITS-554381,0,2004,NA,LC
22693735,ITS-554381,0,2008,NA,LC
22693735,ITS-554381,0,2009,NA,LC
22693735,ITS-554381,0,2012,NA,LC
22693735,ITS-554381,0,2016,NA,LC
22693749,ITS-176567,0,1988,0,LC
22693749,ITS-176567,0,1994,0,LC
22693749,ITS-176567,0,2000,0,LC
22693749,ITS-176567,0,2004,0,LC
22693749,ITS-176567,0,2008,0,LC
22693749,ITS-176567,0,2009,0,LC
22693749,ITS-176567,0,2011,0,LC
22693749,ITS-176567,0,2012,0,LC
22693749,ITS-176567,0,2016,0,LC
22693764,NA,0.1,1988,0.1,LC
22693764,NA,0.1,1994,0.1,LC
22693764,NA,0.1,2000,0.1,LC
22693764,NA,0.1,2004,0.1,LC
22693764,NA,0.1,2008,0.1,LC
22693764,NA,0.1,2009,0.1,LC
22693764,NA,0.1,2012,0.1,LC
22693764,NA,0.1,2016,0.1,LC
22693777,NA,0.1,1988,0.1,LC
22693777,NA,0.1,1994,0.1,LC
22693777,NA,0.1,2000,0.1,LC
22693777,NA,0.1,2004,0.1,LC
22693777,NA,0.1,2008,0.1,LC
22693777,NA,0.1,2009,0.1,LC
22693777,NA,0.1,2012,0.1,LC
22693777,NA,0.1,2016,0.1,LC
22694240,ITS-176792,0,1988,NA,LC
22694240,ITS-176792,0,1994,NA,LC
22694240,ITS-176792,0,2000,NA,LC
22694240,ITS-176792,0,2004,NA,LC
22694240,ITS-176792,0,2008,NA,LC
22694240,ITS-176792,0,2009,NA,LC
22694240,ITS-176792,0,2012,NA,LC
22694240,ITS-176792,0,2016,NA,LC
22694296,ITS-176841,0,1988,NA,LC
22694296,ITS-176841,0.2,1994,NA,NT
22694296,ITS-176841,0.2,2000,NA,NT
22694296,ITS-176841,0.2,2004,NA,NT
22694296,ITS-176841,0.2,2006,NA,NT
22694296,ITS-176841,0.2,2008,NA,NT
22694296,ITS-176841,0.2,2010,NA,NT
22694296,ITS-176841,0.2,2012,NA,NT
22694296,ITS-176841,0.2,2016,NA,NT
22694308,ITS-176832,0.2,1988,0.2,LC
22694308,ITS-176832,0.2,1994,0.2,LC
22694308,ITS-176832,0.2,2000,0.2,LC
22694308,ITS-176832,0.2,2004,0.2,LC
22694308,ITS-176832,0.2,2008,0.2,LC
22694308,ITS-176832,0.2,2009,0.2,LC
22694308,ITS-176832,0.2,2012,0.2,LC
22694308,ITS-176832,0.2,2016,0.2,LC
22694317,ITS-176830,0.2,1988,0.2,LC
22694317,ITS-176830,0.2,1994,0.2,LC
22694317,ITS-176830,0.2,2000,0.2,LC
22694317,ITS-176830,0.2,2004,0.2,LC
22694317,ITS-176830,0.2,2008,0.2,LC
22694317,ITS-176830,0.2,2009,0.2,LC
22694317,ITS-176830,0.2,2012,0.2,LC
22694317,ITS-176830,0.2,2016,0.2,LC
22694321,ITS-176829,0.5,1988,0.5,LC
22694321,ITS-176829,0.5,1994,0.5,LC
22694321,ITS-176829,0.5,2000,0.5,LC
22694321,ITS-176829,0.5,2004,0.5,LC
22694321,ITS-176829,0.5,2008,0.5,LC
22694321,ITS-176829,0.5,2009,0.5,LC
22694321,ITS-176829,0.5,2012,0.5,LC
22694321,ITS-176829,0.5,2016,0.5,LC
22694334,ITS-176814,0.2,1988,0.2,LC
22694334,ITS-176814,0.2,1994,0.2,LC
22694334,ITS-176814,0.2,2000,0.2,LC
22694334,ITS-176814,0.2,2004,0.2,LC
22694334,ITS-176814,0.2,2008,0.2,LC
22694334,ITS-176814,0.2,2009,0.2,LC
22694334,ITS-176814,0.2,2012,0.2,LC
22694334,ITS-176814,0.2,2016,0.2,LC
22694337,ITS-176817,0,1988,NA,LC
22694337,ITS-176817,0,1994,NA,LC
22694337,ITS-176817,0,2000,NA,LC
22694337,ITS-176817,0,2004,NA,LC
22694337,ITS-176817,0,2008,NA,LC
22694337,ITS-176817,0,2009,NA,LC
22694337,ITS-176817,0,2012,NA,LC
22694337,ITS-176817,0,2016,NA,LC
22694362,ITS-176816,0,1988,NA,LC
22694362,ITS-176816,0,1994,NA,LC
22694362,ITS-176816,0,2000,NA,LC
22694362,ITS-176816,0,2004,NA,LC
22694362,ITS-176816,0,2008,NA,LC
22694362,ITS-176816,0,2009,NA,LC
22694362,ITS-176816,0,2012,NA,LC
22694362,ITS-176816,0,2016,NA,LC
22694420,NA,0,1988,NA,LC
22694420,NA,0,1994,NA,LC
22694420,NA,0,2000,NA,LC
22694420,NA,0,2004,NA,LC
22694420,NA,0,2008,NA,LC
22694420,NA,0,2009,NA,LC
22694420,NA,0,2012,NA,LC
22694420,NA,0,2016,NA,LC
