iucn_sid,am_sid,cat_ts_score,year,pr_score,cat_ts
202670,Fis-30832,0,2014,NA,LC
13462250,Fis-13152,0,2015,NA,LC
13462713,Fis-49902,0,2015,NA,LC
13462731,Fis-49909,0,2015,NA,LC
13485635,Fis-47643,0,2015,NA,LC
13485675,Fis-49913,0,2015,NA,LC
15147816,Fis-27598,0,2015,NA,LC
15148566,Fis-126093,0,2015,NA,LC
15148858,Fis-27984,0,2015,NA,LC
15149121,Fis-26352,0,2015,NA,LC
15522140,Fis-50841,0,2015,NA,LC
15598524,Fis-26206,0,2015,NA,LC
15598887,Fis-25165,0,2015,NA,LC
15601872,Fis-24154,0,2015,NA,LC
15601909,Fis-32350,0,2015,NA,LC
15601934,Fis-33227,0,2015,NA,LC
15622831,Fis-31237,0,2015,NA,LC
16509242,Fis-30341,0,2015,NA,LC
16509297,Fis-25421,0,2015,NA,LC
18123960,Fis-23904,0,2015,NA,LC
18125776,Fis-25475,0,2015,NA,LC
18127741,Fis-31020,0,2015,NA,LC
18127840,Fis-64697,0,2015,NA,LC
18128749,Fis-50491,0,2015,NA,LC
18139045,Fis-27245,0,2015,NA,LC
18140291,Fis-26351,0,2015,NA,LC
18155920,Fis-32336,0,2015,NA,LC
18155933,Fis-28109,0,2015,NA,LC
18158583,Fis-32421,0,2015,NA,LC
18180983,Fis-57570,0,2015,NA,LC
18227109,Fis-33181,0,2015,NA,LC
18227119,Fis-31004,0,2015,NA,LC
18252612,Fis-31240,0,2015,NA,LC
18252619,Fis-32102,0,2015,NA,LC
18252629,Fis-32103,0,2015,NA,LC
18253296,Fis-32330,0,2015,NA,LC
18253303,Fis-28170,0,2015,NA,LC
18256560,Fis-33821,0,2015,NA,LC
18257303,Fis-34827,0,2015,NA,LC
18257501,Fis-28178,0,2015,NA,LC
19014407,Fis-24899,0,2013,NA,LC
20431538,Fis-28451,0,2015,NA,LC
20662028,Fis-49921,0,2015,NA,LC
21104612,Fis-28112,0,2015,NA,LC
21110056,Fis-27275,0,2015,NA,LC
21110276,Fis-30920,0,2015,NA,LC
21112867,Fis-50370,0,2015,NA,LC
21112879,Fis-50569,0,2015,NA,LC
21112898,Fis-50633,0,2015,NA,LC
21132822,Fis-50301,0,2015,NA,LC
21133028,Fis-34782,0,2015,NA,LC
21133058,Fis-49750,0,2015,NA,LC
22680409,ITS-175160,0,1988,NA,LC
22680409,ITS-175160,0,1994,NA,LC
22680409,ITS-175160,0,2000,NA,LC
22680409,ITS-175160,0,2004,NA,LC
22680409,ITS-175160,0,2008,NA,LC
22680409,ITS-175160,0,2009,NA,LC
22680409,ITS-175160,0,2012,NA,LC
22680409,ITS-175160,0,2016,NA,LC
22680415,ITS-175153,0,1988,NA,LC
22680415,ITS-175153,0.4,1994,NA,VU
22680415,ITS-175153,0.4,1996,NA,VU
22680415,ITS-175153,0,2000,NA,LC
22680415,ITS-175153,0,2004,NA,LC
22680415,ITS-175153,0.4,2005,NA,VU
22680415,ITS-175153,0.4,2006,NA,VU
22680415,ITS-175153,0.4,2008,NA,VU
22680415,ITS-175153,0.4,2010,NA,VU
22680415,ITS-175153,0.4,2012,NA,VU
22680415,ITS-175153,0.4,2013,NA,VU
22680415,ITS-175153,0.4,2016,NA,VU
22694218,ITS-660062,0,1988,NA,LC
22694218,ITS-660062,0,1994,NA,LC
22694218,ITS-660062,0,2000,NA,LC
22694218,ITS-660062,0,2004,NA,LC
22694218,ITS-660062,0,2008,NA,LC
22694218,ITS-660062,0,2009,NA,LC
22694218,ITS-660062,0,2012,NA,LC
22694218,ITS-660062,0,2016,NA,LC
22694245,ITS-176793,0.8,1988,0.8,LC
22694245,ITS-176793,0.8,1994,0.8,LC
22694245,ITS-176793,0.8,2000,0.8,LC
22694245,ITS-176793,0.8,2004,0.8,LC
22694245,ITS-176793,0.8,2008,0.8,LC
22694245,ITS-176793,0.8,2009,0.8,LC
22694245,ITS-176793,0.8,2012,0.8,LC
22694245,ITS-176793,0.8,2016,0.8,LC
22694251,ITS-176794,0,1988,NA,LC
22694251,ITS-176794,0,1994,NA,LC
22694251,ITS-176794,0,2000,NA,LC
22694251,ITS-176794,0,2004,NA,LC
22694251,ITS-176794,0,2008,NA,LC
22694251,ITS-176794,0,2009,NA,LC
22694251,ITS-176794,0,2012,NA,LC
22694251,ITS-176794,0,2016,NA,LC
22694343,ITS-176808,0,1988,NA,LC
22694343,ITS-176808,0,1994,NA,LC
22694343,ITS-176808,0,2000,NA,LC
22694343,ITS-176808,0,2004,NA,LC
22694343,ITS-176808,0,2008,NA,LC
22694343,ITS-176808,0,2009,NA,LC
22694343,ITS-176808,0,2012,NA,LC
22694343,ITS-176808,0,2016,NA,LC
22694346,ITS-176811,0,2000,NA,LC
22694346,ITS-176811,0,2004,NA,LC
22694346,ITS-176811,0,2008,NA,LC
22694346,ITS-176811,0,2009,NA,LC
22694346,ITS-176811,0,2012,NA,LC
22694346,ITS-176811,0,2016,NA,LC
22694479,ITS-176866,0,1988,NA,LC
22694479,ITS-176866,0,1994,NA,LC
22694479,ITS-176866,0,2000,NA,LC
22694479,ITS-176866,0,2004,NA,LC
22694479,ITS-176866,0,2008,NA,LC
22694479,ITS-176866,0,2009,NA,LC
22694479,ITS-176866,0,2012,NA,LC
22694479,ITS-176866,0,2016,NA,LC
22694552,ITS-176931,0,1988,NA,LC
22694552,ITS-176931,0.2,1994,NA,NT
22694552,ITS-176931,0.2,2000,NA,NT
22694552,ITS-176931,0.2,2004,NA,NT
22694552,ITS-176931,0.2,2006,NA,NT
22694552,ITS-176931,0.2,2008,NA,NT
22694552,ITS-176931,0.2,2010,NA,NT
22694552,ITS-176931,0.2,2012,NA,NT
22694552,ITS-176931,0.2,2016,NA,NT
22694629,ITS-176890,0.2,1988,0.2,LC
22694629,ITS-176890,0.2,1994,0.2,LC
22694629,ITS-176890,0.2,2000,0.2,LC
22694629,ITS-176890,0.2,2004,0.2,LC
22694629,ITS-176890,0.2,2008,0.2,LC
22694629,ITS-176890,0.2,2009,0.2,LC
22694629,ITS-176890,0.2,2010,0.2,LC
22694629,ITS-176890,0.2,2012,0.2,LC
22694629,ITS-176890,0.2,2016,0.2,LC
22694646,ITS-176887,0.8,1988,0.8,LC
22694646,ITS-176887,0.8,1994,0.8,LC
22694646,ITS-176887,0.8,2000,0.8,LC
22694646,ITS-176887,0.8,2004,0.8,LC
22694646,ITS-176887,0.8,2008,0.8,LC
22694646,ITS-176887,0.8,2009,0.8,LC
22694646,ITS-176887,0.8,2012,0.8,LC
22694646,ITS-176887,0.8,2016,0.8,LC
22694716,ITS-824103,0,1988,NA,LC
22694716,ITS-824103,0,1994,NA,LC
22694716,ITS-824103,0,2000,NA,LC
22694716,ITS-824103,0,2004,NA,LC
22694716,ITS-824103,0,2008,NA,LC
22694716,ITS-824103,0,2009,NA,LC
22694716,ITS-824103,0,2012,NA,LC
22694716,ITS-824103,0,2015,NA,LC
22694716,ITS-824103,0,2016,NA,LC
22694918,ITS-177021,0,1988,NA,LC
22694918,ITS-177021,0,1994,NA,LC
22694918,ITS-177021,0,2000,NA,LC
22694918,ITS-177021,0,2004,NA,LC
22694918,ITS-177021,0,2008,NA,LC
22694918,ITS-177021,0,2009,NA,LC
22694918,ITS-177021,0,2012,NA,LC
22694918,ITS-177021,0,2016,NA,LC
22696887,ITS-174728,0,1988,NA,LC
22696887,ITS-174728,0,1994,NA,LC
22696887,ITS-174728,0,2000,NA,LC
22696887,ITS-174728,0,2004,NA,LC
22696887,ITS-174728,0,2008,NA,LC
22696887,ITS-174728,0,2009,NA,LC
22696887,ITS-174728,0,2012,NA,LC
22696887,ITS-174728,0,2016,NA,LC
22697611,ITS-174684,0.8,1988,0.8,LC
22697611,ITS-174684,0.8,1994,0.8,LC
22697611,ITS-174684,0.8,2000,0.8,LC
22697611,ITS-174684,0.8,2004,0.8,LC
22697611,ITS-174684,0.8,2008,0.8,LC
22697611,ITS-174684,0.8,2009,0.8,LC
22697611,ITS-174684,0.8,2012,0.8,LC
22697611,ITS-174684,0.8,2016,0.8,LC
22697724,ITS-174763,0,1988,NA,LC
22697724,ITS-174763,0,1994,NA,LC
22697724,ITS-174763,0,2000,NA,LC
22697724,ITS-174763,0,2004,NA,LC
22697724,ITS-174763,0,2008,NA,LC
22697724,ITS-174763,0,2009,NA,LC
22697724,ITS-174763,0,2012,NA,LC
22697724,ITS-174763,0,2016,NA,LC
22697852,ITS-174594,0,1988,NA,LC
22697852,ITS-174594,0,1994,NA,LC
22697852,ITS-174594,0.4,2000,NA,VU
22697852,ITS-174594,0.4,2004,NA,VU
22697852,ITS-174594,0.4,2005,NA,VU
22697852,ITS-174594,0.2,2007,NA,NT
22697852,ITS-174594,0.2,2008,NA,NT
22697852,ITS-174594,0,2009,NA,LC
22697852,ITS-174594,0,2012,NA,LC
22697852,ITS-174594,0,2016,NA,LC
22698175,ITS-174550,0,1988,NA,LC
22698175,ITS-174550,0,1994,NA,LC
22698175,ITS-174550,0,2000,NA,LC
22698175,ITS-174550,0,2004,NA,LC
22698175,ITS-174550,0,2008,NA,LC
22698175,ITS-174550,0,2009,NA,LC
22698175,ITS-174550,0,2012,NA,LC
22698175,ITS-174550,0,2016,NA,LC
22698305,ITS-174525,0.4,1996,NA,VU
22698305,ITS-174525,0.4,2000,NA,VU
22698305,ITS-174525,0.4,2003,NA,VU
22698305,ITS-174525,0.4,2004,NA,VU
22698305,ITS-174525,0.4,2005,NA,VU
22698305,ITS-174525,0.4,2007,NA,VU
22698305,ITS-174525,0.4,2008,NA,VU
22698305,ITS-174525,0.4,2010,NA,VU
22698305,ITS-174525,0.4,2012,NA,VU
22698305,ITS-174525,0.4,2016,NA,VU
22698375,ITS-554453,0.2,2000,NA,NT
22698375,ITS-554453,0.4,2002,NA,VU
22698375,ITS-554453,0.6,2003,NA,EN
22698375,ITS-554453,0.6,2004,NA,EN
22698375,ITS-554453,0.6,2005,NA,EN
22698375,ITS-554453,0.6,2008,NA,EN
22698375,ITS-554453,0.6,2010,NA,EN
22698375,ITS-554453,0.6,2012,NA,EN
22698375,ITS-554453,0.2,2013,NA,NT
22698375,ITS-554453,0.2,2014,NA,NT
22698375,ITS-554453,0.2,2016,NA,NT
22724836,ITS-175163,0.1,2012,0.1,EN
22724836,ITS-175163,0.1,2013,0.1,EN
22724836,ITS-175163,0.1,2015,0.1,VU
22724836,ITS-175163,0.1,2016,0.1,VU
22724879,ITS-175171,0,2012,NA,LC
22724879,ITS-175171,0,2013,NA,LC
22724879,ITS-175171,0,2016,NA,LC
42830239,Fis-50380,0,2015,NA,LC
42830260,Fis-139531,0,2015,NA,LC
42830277,Fis-50469,0,2015,NA,LC
42830286,Fis-50636,0,2015,NA,LC
57453720,Fis-34595,0,2015,NA,LC
60469175,Fis-50764,0,2015,NA,LC
60469186,Fis-29601,0,2015,NA,LC
60469264,Fis-132165,0,2015,NA,LC
60469615,Fis-143859,NA,NA,NA,DD
60470361,Fis-50462,NA,NA,NA,DD
60470687,Fis-50600,NA,NA,NA,DD
60470770,Fis-50614,0,2015,NA,LC
60471825,Fis-50466,0,2015,NA,LC
60471850,Fis-112702,NA,NA,NA,DD
60471877,Fis-27226,0,2015,NA,LC
60472409,Fis-50635,NA,NA,NA,DD
60477122,Fis-33155,NA,NA,NA,DD
60477337,Fis-51000,NA,NA,NA,DD
60479648,Fis-49729,0,2015,NA,LC
60482374,Fis-168166,0,2015,NA,LC
60482562,Fis-139713,0,2015,NA,LC
60483137,Fis-150167,0,2015,NA,LC
60483273,Fis-30919,0,2015,NA,LC
62030608,ITS-176824,0,2014,0,LC
62030608,ITS-176824,0,2015,0,LC
62030608,ITS-176824,0,2016,0,LC
65134524,Fis-29704,0,2016,NA,LC
65374916,Fis-30693,0,2015,NA,LC
67899637,Fis-27745,0,2016,NA,LC
69743659,Fis-55752,0,2016,NA,LC
69778452,Fis-47586,0,2016,NA,LC
NA,ITS-96967,NA,NA,NA,NE
NA,Fis-22919,0,NA,0,NE
NA,Fis-22915,0,NA,0,NE
NA,Fis-22916,0,NA,0,NE
NA,Fis-22921,0.2,NA,0.2,NE
NA,Fis-22917,0.2,NA,0.2,NE
NA,Fis-22900,NA,NA,NA,NE
NA,Fis-22880,NA,NA,NA,NE
NA,Fis-22864,NA,NA,NA,NE
NA,Fis-29393,NA,NA,NA,NE
NA,Fis-22874,NA,NA,NA,NE
NA,Fis-22964,NA,NA,NA,NE
NA,Fis-23014,NA,NA,NA,NE
NA,Fis-23264,NA,NA,NA,NE
NA,Fis-23265,NA,NA,NA,NE
NA,Fis-23262,NA,NA,NA,NE
NA,Fis-29457,NA,NA,NA,NE
NA,Fis-22996,NA,NA,NA,NE
NA,Fis-29418,NA,NA,NA,NE
NA,Fis-23237,NA,NA,NA,NE
NA,Fis-23030,NA,NA,NA,NE
NA,Fis-29299,NA,NA,NA,NE
NA,Fis-29417,NA,NA,NA,NE
NA,Fis-11256,NA,NA,NA,NE
NA,Fis-153539,NA,NA,NA,NE
NA,Fis-23635,NA,NA,NA,NE
NA,Fis-30085,NA,NA,NA,NE
NA,Fis-24151,NA,NA,NA,NE
NA,Fis-48258,0,NA,0,NE
NA,Fis-156254,0.2,NA,0.2,NE
NA,Fis-24332,0.2,NA,0.2,NE
NA,Fis-23897,NA,NA,NA,NE
NA,Fis-24353,NA,NA,NA,NE
NA,Fis-29725,NA,NA,NA,NE
NA,Fis-30273,NA,NA,NA,NE
NA,Fis-30707,NA,NA,NA,NE
NA,Fis-29800,NA,NA,NA,NE
NA,Fis-23929,NA,NA,NA,NE
NA,Fis-23950,NA,NA,NA,NE
NA,Fis-24003,NA,NA,NA,NE
NA,Fis-149472,NA,NA,NA,NE
NA,Fis-24300,NA,NA,NA,NE
NA,Fis-24371,NA,NA,NA,NE
NA,Fis-24636,NA,NA,NA,NE
NA,Fis-24935,NA,NA,NA,NE
NA,Fis-57562,NA,NA,NA,NE
NA,Fis-24471,NA,NA,NA,NE
NA,Fis-24432,NA,NA,NA,NE
NA,Fis-24469,NA,NA,NA,NE
NA,Fis-30256,NA,NA,NA,NE
NA,Fis-30257,NA,NA,NA,NE
NA,Fis-30258,NA,NA,NA,NE
NA,Fis-30259,NA,NA,NA,NE
NA,Fis-30260,NA,NA,NA,NE
NA,Fis-30263,NA,NA,NA,NE
NA,Fis-24756,NA,NA,NA,NE
NA,Fis-30268,NA,NA,NA,NE
NA,Fis-14540,NA,NA,NA,NE
NA,Fis-30269,NA,NA,NA,NE
NA,Fis-30736,NA,NA,NA,NE
NA,Fis-30737,NA,NA,NA,NE
NA,Fis-29736,NA,NA,NA,NE
NA,Fis-30708,NA,NA,NA,NE
NA,Fis-24418,NA,NA,NA,NE
NA,Fis-29735,NA,NA,NA,NE
NA,Fis-29938,NA,NA,NA,NE
NA,Fis-30134,NA,NA,NA,NE
NA,Fis-30480,NA,NA,NA,NE
NA,Fis-25031,NA,NA,NA,NE
NA,Fis-29727,NA,NA,NA,NE
NA,Fis-29728,NA,NA,NA,NE
NA,Fis-24938,NA,NA,NA,NE
NA,Fis-24399,NA,NA,NA,NE
NA,Fis-24407,NA,NA,NA,NE
NA,Fis-29639,NA,NA,NA,NE
NA,Fis-29640,NA,NA,NA,NE
NA,Fis-24472,NA,NA,NA,NE
NA,Fis-29743,NA,NA,NA,NE
NA,Fis-24483,NA,NA,NA,NE
NA,Fis-24495,NA,NA,NA,NE
NA,Fis-24496,NA,NA,NA,NE
NA,Fis-24610,NA,NA,NA,NE
NA,Fis-24750,NA,NA,NA,NE
NA,Fis-24751,NA,NA,NA,NE
NA,Fis-49057,NA,NA,NA,NE
NA,Fis-24753,NA,NA,NA,NE
NA,Fis-30250,NA,NA,NA,NE
NA,Fis-24897,NA,NA,NA,NE
NA,Fis-30496,NA,NA,NA,NE
NA,Fis-30516,NA,NA,NA,NE
NA,Fis-144084,NA,NA,NA,NE
NA,Fis-25045,NA,NA,NA,NE
NA,Fis-25046,NA,NA,NA,NE
NA,Fis-29659,NA,NA,NA,NE
NA,Fis-30485,NA,NA,NA,NE
NA,Fis-24891,NA,NA,NA,NE
NA,Fis-24894,NA,NA,NA,NE
NA,Fis-30487,NA,NA,NA,NE
NA,Fis-10690,NA,NA,NA,NE
NA,Fis-29627,NA,NA,NA,NE
NA,Fis-29628,NA,NA,NA,NE
NA,Fis-30556,NA,NA,NA,NE
NA,Fis-24758,NA,NA,NA,NE
NA,Fis-30630,NA,NA,NA,NE
NA,Fis-30757,NA,NA,NA,NE
NA,Fis-29620,NA,NA,NA,NE
NA,Fis-24510,NA,NA,NA,NE
NA,Fis-57210,NA,NA,NA,NE
NA,Fis-24728,NA,NA,NA,NE
NA,Fis-30146,NA,NA,NA,NE
NA,Fis-30147,NA,NA,NA,NE
NA,Fis-24947,NA,NA,NA,NE
NA,Fis-30631,NA,NA,NA,NE
NA,Fis-24949,NA,NA,NA,NE
NA,Fis-24950,NA,NA,NA,NE
NA,Fis-30632,NA,NA,NA,NE
NA,Fis-24951,NA,NA,NA,NE
NA,Fis-24952,NA,NA,NA,NE
NA,Fis-30633,NA,NA,NA,NE
NA,Fis-24953,NA,NA,NA,NE
NA,Fis-24954,NA,NA,NA,NE
NA,Fis-24955,NA,NA,NA,NE
NA,Fis-24957,NA,NA,NA,NE
NA,Fis-24959,NA,NA,NA,NE
NA,Fis-30634,NA,NA,NA,NE
NA,Fis-24960,NA,NA,NA,NE
NA,Fis-24963,NA,NA,NA,NE
NA,Fis-30637,NA,NA,NA,NE
NA,Fis-24965,NA,NA,NA,NE
NA,Fis-24968,NA,NA,NA,NE
NA,Fis-30639,NA,NA,NA,NE
NA,Fis-24970,NA,NA,NA,NE
NA,Fis-24971,NA,NA,NA,NE
NA,Fis-30641,NA,NA,NA,NE
NA,Fis-30642,NA,NA,NA,NE
NA,Fis-24974,NA,NA,NA,NE
NA,Fis-24975,NA,NA,NA,NE
NA,Fis-24976,NA,NA,NA,NE
NA,Fis-24977,NA,NA,NA,NE
NA,Fis-24978,NA,NA,NA,NE
NA,Fis-30644,NA,NA,NA,NE
NA,Fis-24979,NA,NA,NA,NE
NA,Fis-24982,NA,NA,NA,NE
NA,Fis-24984,NA,NA,NA,NE
NA,Fis-30887,NA,NA,NA,NE
NA,Fis-24987,NA,NA,NA,NE
NA,Fis-24988,NA,NA,NA,NE
NA,Fis-30889,NA,NA,NA,NE
NA,Fis-24562,NA,NA,NA,NE
NA,Fis-24672,NA,NA,NA,NE
NA,Fis-24673,NA,NA,NA,NE
NA,Fis-24674,NA,NA,NA,NE
NA,Fis-30817,NA,NA,NA,NE
NA,Fis-30854,NA,NA,NA,NE
NA,Fis-24901,NA,NA,NA,NE
NA,Fis-30910,NA,NA,NA,NE
NA,Fis-150528,NA,NA,NA,NE
NA,Fis-30764,NA,NA,NA,NE
NA,Fis-24437,NA,NA,NA,NE
NA,Fis-30765,NA,NA,NA,NE
NA,Fis-24439,NA,NA,NA,NE
NA,Fis-24440,NA,NA,NA,NE
NA,Fis-30766,NA,NA,NA,NE
NA,Fis-30768,NA,NA,NA,NE
NA,Fis-30769,NA,NA,NA,NE
NA,Fis-30774,NA,NA,NA,NE
NA,Fis-24467,NA,NA,NA,NE
NA,Fis-24498,NA,NA,NA,NE
NA,Fis-24511,NA,NA,NA,NE
NA,Fis-24513,NA,NA,NA,NE
NA,Fis-30807,NA,NA,NA,NE
NA,Fis-24552,NA,NA,NA,NE
NA,Fis-24553,NA,NA,NA,NE
NA,Fis-24554,NA,NA,NA,NE
NA,Fis-14939,NA,NA,NA,NE
NA,Fis-24652,NA,NA,NA,NE
NA,Fis-24668,NA,NA,NA,NE
NA,Fis-115192,NA,NA,NA,NE
NA,Fis-24671,NA,NA,NA,NE
NA,Fis-30821,NA,NA,NA,NE
NA,Fis-30822,NA,NA,NA,NE
NA,Fis-30825,NA,NA,NA,NE
NA,Fis-30827,NA,NA,NA,NE
NA,Fis-30828,NA,NA,NA,NE
NA,Fis-30829,NA,NA,NA,NE
NA,Fis-30830,NA,NA,NA,NE
NA,Fis-30843,NA,NA,NA,NE
NA,Fis-24767,NA,NA,NA,NE
NA,Fis-24773,NA,NA,NA,NE
NA,Fis-24808,NA,NA,NA,NE
NA,Fis-24812,NA,NA,NA,NE
NA,Fis-24813,NA,NA,NA,NE
NA,Fis-30851,NA,NA,NA,NE
NA,Fis-24825,NA,NA,NA,NE
NA,Fis-30852,NA,NA,NA,NE
NA,Fis-30857,NA,NA,NA,NE
NA,Fis-30881,NA,NA,NA,NE
NA,Fis-30882,NA,NA,NA,NE
NA,Fis-30883,NA,NA,NA,NE
NA,Fis-14977,NA,NA,NA,NE
NA,Fis-155578,NA,NA,NA,NE
NA,Fis-30901,NA,NA,NA,NE
NA,Fis-25035,NA,NA,NA,NE
NA,Fis-62940,NA,NA,NA,NE
NA,Fis-30905,NA,NA,NA,NE
NA,Fis-30759,NA,NA,NA,NE
NA,Fis-24404,NA,NA,NA,NE
NA,Fis-147788,NA,NA,NA,NE
NA,Fis-24421,NA,NA,NA,NE
NA,Fis-24441,NA,NA,NA,NE
NA,Fis-30771,NA,NA,NA,NE
NA,Fis-24456,NA,NA,NA,NE
NA,Fis-24457,NA,NA,NA,NE
NA,Fis-30773,NA,NA,NA,NE
NA,Fis-24458,NA,NA,NA,NE
NA,Fis-24468,NA,NA,NA,NE
NA,Fis-24693,NA,NA,NA,NE
NA,Fis-125929,NA,NA,NA,NE
NA,Fis-30850,NA,NA,NA,NE
NA,Fis-24846,NA,NA,NA,NE
NA,Fis-24941,NA,NA,NA,NE
NA,Fis-25004,NA,NA,NA,NE
NA,Fis-25041,NA,NA,NA,NE
NA,Fis-30906,NA,NA,NA,NE
NA,Fis-30907,NA,NA,NA,NE
NA,Fis-25042,NA,NA,NA,NE
NA,Fis-24433,NA,NA,NA,NE
NA,Fis-30777,NA,NA,NA,NE
NA,Fis-24611,NA,NA,NA,NE
NA,Fis-24744,NA,NA,NA,NE
NA,Fis-30834,NA,NA,NA,NE
NA,Fis-30835,NA,NA,NA,NE
NA,Fis-30836,NA,NA,NA,NE
NA,Fis-24745,NA,NA,NA,NE
NA,Fis-30837,NA,NA,NA,NE
NA,Fis-30840,NA,NA,NA,NE
NA,Fis-30841,NA,NA,NA,NE
NA,Fis-24746,NA,NA,NA,NE
NA,Fis-30856,NA,NA,NA,NE
NA,Fis-8227,NA,NA,NA,NE
NA,Fis-24507,NA,NA,NA,NE
NA,Fis-30787,NA,NA,NA,NE
NA,Fis-24545,NA,NA,NA,NE
NA,Fis-10768,NA,NA,NA,NE
NA,Fis-30819,NA,NA,NA,NE
NA,Fis-24715,NA,NA,NA,NE
NA,Fis-17283,NA,NA,NA,NE
NA,Fis-24786,NA,NA,NA,NE
NA,Fis-30858,NA,NA,NA,NE
NA,Fis-30864,NA,NA,NA,NE
NA,Fis-30865,NA,NA,NA,NE
NA,Fis-30866,NA,NA,NA,NE
NA,Fis-30880,NA,NA,NA,NE
NA,Fis-1099,NA,NA,NA,NE
NA,Fis-31255,NA,NA,NA,NE
NA,Fis-31256,NA,NA,NA,NE
NA,Fis-25573,NA,NA,NA,NE
NA,Fis-139602,NA,NA,NA,NE
NA,Fis-32138,NA,NA,NA,NE
NA,Fis-32327,NA,NA,NA,NE
NA,Fis-26523,NA,NA,NA,NE
NA,Fis-32343,NA,NA,NA,NE
NA,Fis-32387,NA,NA,NA,NE
NA,Fis-26609,NA,NA,NA,NE
NA,Fis-32495,NA,NA,NA,NE
NA,Fis-26926,NA,NA,NA,NE
NA,Fis-27016,NA,NA,NA,NE
NA,Fis-27025,NA,NA,NA,NE
NA,Fis-27028,NA,NA,NA,NE
NA,Fis-32896,NA,NA,NA,NE
NA,Fis-33019,NA,NA,NA,NE
NA,Fis-27194,NA,NA,NA,NE
NA,Fis-33124,NA,NA,NA,NE
NA,Fis-33191,NA,NA,NA,NE
NA,Fis-33413,NA,NA,NA,NE
NA,Fis-27841,NA,NA,NA,NE
NA,Fis-34636,NA,NA,NA,NE
NA,Fis-34639,NA,NA,NA,NE
NA,Fis-34692,NA,NA,NA,NE
NA,Fis-34702,NA,NA,NA,NE
NA,Fis-28129,NA,NA,NA,NE
NA,Fis-34713,NA,NA,NA,NE
NA,Fis-28136,NA,NA,NA,NE
NA,Fis-28156,NA,NA,NA,NE
NA,Fis-57568,NA,NA,NA,NE
NA,Fis-34768,NA,NA,NA,NE
NA,Fis-28175,NA,NA,NA,NE
NA,Fis-34787,NA,NA,NA,NE
NA,Fis-28181,NA,NA,NA,NE
NA,Fis-28186,NA,NA,NA,NE
NA,Fis-34794,NA,NA,NA,NE
NA,Fis-34795,NA,NA,NA,NE
NA,Fis-28189,NA,NA,NA,NE
NA,Fis-34804,NA,NA,NA,NE
NA,Fis-34829,NA,NA,NA,NE
NA,Fis-34831,NA,NA,NA,NE
NA,Fis-28224,NA,NA,NA,NE
NA,Fis-35069,NA,NA,NA,NE
NA,Fis-35216,NA,NA,NA,NE
NA,Fis-147731,NA,NA,NA,NE
NA,Fis-35242,NA,NA,NA,NE
NA,Fis-35470,NA,NA,NA,NE
NA,Fis-28931,NA,NA,NA,NE
NA,Fis-29256,NA,NA,NA,NE
NA,Fis-47542,NA,NA,NA,NE
NA,Fis-47774,NA,NA,NA,NE
NA,Fis-49870,NA,NA,NA,NE
NA,Fis-50075,NA,NA,NA,NE
NA,Fis-50089,NA,NA,NA,NE
NA,Fis-50127,NA,NA,NA,NE
NA,Fis-143470,NA,NA,NA,NE
NA,Fis-50295,NA,NA,NA,NE
NA,Fis-167420,NA,NA,NA,NE
NA,Fis-50433,NA,NA,NA,NE
NA,Fis-50631,NA,NA,NA,NE
NA,Fis-51602,NA,NA,NA,NE
NA,Fis-52195,NA,NA,NA,NE
NA,Fis-52352,NA,NA,NA,NE
NA,Fis-52688,NA,NA,NA,NE
NA,Fis-52868,NA,NA,NA,NE
NA,Fis-52885,NA,NA,NA,NE
NA,Fis-52893,NA,NA,NA,NE
NA,Fis-52894,NA,NA,NA,NE
NA,Fis-52940,NA,NA,NA,NE
NA,Fis-53166,NA,NA,NA,NE
NA,Fis-53240,NA,NA,NA,NE
NA,Fis-53392,NA,NA,NA,NE
NA,Fis-53393,NA,NA,NA,NE
NA,Fis-53394,NA,NA,NA,NE
NA,Fis-53396,NA,NA,NA,NE
NA,Fis-53397,NA,NA,NA,NE
NA,Fis-53728,NA,NA,NA,NE
NA,Fis-53729,NA,NA,NA,NE
NA,Fis-54023,NA,NA,NA,NE
NA,Fis-54370,NA,NA,NA,NE
NA,Fis-54537,NA,NA,NA,NE
NA,Fis-54551,NA,NA,NA,NE
NA,Fis-54628,NA,NA,NA,NE
NA,Fis-147792,NA,NA,NA,NE
NA,Fis-54879,NA,NA,NA,NE
NA,Fis-144041,NA,NA,NA,NE
NA,Fis-54895,NA,NA,NA,NE
NA,Fis-54896,NA,NA,NA,NE
NA,Fis-54902,NA,NA,NA,NE
NA,Fis-54907,NA,NA,NA,NE
NA,Fis-54909,NA,NA,NA,NE
NA,Fis-55090,NA,NA,NA,NE
NA,Fis-55519,NA,NA,NA,NE
NA,Fis-125842,NA,NA,NA,NE
NA,Fis-56163,NA,NA,NA,NE
NA,Fis-56185,NA,NA,NA,NE
NA,Fis-56826,NA,NA,NA,NE
NA,Fis-56840,NA,NA,NA,NE
NA,Fis-57179,NA,NA,NA,NE
NA,Fis-57502,NA,NA,NA,NE
NA,Fis-57503,NA,NA,NA,NE
NA,Fis-57505,NA,NA,NA,NE
NA,Fis-57507,NA,NA,NA,NE
NA,Fis-57512,NA,NA,NA,NE
NA,Fis-57528,NA,NA,NA,NE
NA,Fis-57529,NA,NA,NA,NE
NA,Fis-57574,NA,NA,NA,NE
NA,Fis-57663,NA,NA,NA,NE
